index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,20,0,0,0,10.0,20,10.0,26.239446597443777,31,26.29032258064516,32.055236975597694,0,,53.99999999999999,0,,17,6.166000000000001,30946,657,0,0.0,6570.0,False,-0.3021202854230377,0,1.6040000000000003,65383,6,20,1.0,584.7889319488755,False,0.33894789940824555,0,2.3420000000000005,69092,81,25,1.0,2926.7760987828883,False,-0.07940413030373497,0,0.6590000000000001,68905,191,321,1.0,15301.46536927862,False,-0.001112554838280925,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87178,495,262,1.0,30015.342302920857,False,-0.029889008758231674,0.6666666666666666,426838,0.0,0.0,12,0,0,16,2,2.0,13,29,24,135.0,30.0,10,10,24,602,1.4708096850081347,119.67827769805444
66,24,0,0,0,10.0,20,10.0,26.99931646010651,40,31.0,32.26534257779227,15,34.46666666666667,53.99999999999999,11,54.0,20,6.349000000000001,30756,666,0,0.0,6660.0,False,-0.30507645259938837,0,1.604,66013,7,10,1.0,339.9931646010651,False,0.3492965664077581,0,2.342000000000001,69027,81,24,1.0,2961.3128551356413,False,-0.08002692517623955,0,0.6590000000000001,68247,211,327,1.0,16247.622796020543,False,-0.003525379392097384,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87255,500,261,1.0,30226.671288896134,False,-0.028154863154840226,0.6666666666666666,426632,0.0,0.0,22,0,0,13,1,1.0,20,33,27,204.0,63.0,13,11,27,2051,1.3331754849641584,121.0114531830186
67,27,0,0,0,10.000000000000002,20,10.0,25.59471062473118,77,21.48051948051948,31.788129316233093,5,17.0,53.999999999999986,10,54.0,47,6.799000000000002,29580,674,0,0.0,6740.000000000001,False,-0.32823649337410804,20,1.8040000000000003,66283,9,10,1.0,345.9471062473118,False,0.35486184613911625,0,2.342000000000001,68572,86,29,1.0,3123.000863897641,False,-0.0849088551565243,0,0.659,67133,263,337,1.0,17444.008473874856,False,-0.010255552029104165,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87710,495,261,1.0,29829.12401153538,False,-0.025722349803789034,0.6666666666666666,424612,0.0,0.0,16,0,0,19,4,3.333333333333333,18,37,24,199.0,36.0,15,12,24,825,3.163546934025362,124.17500011704396
68,24,0,0,0,10.0,20,10.0,25.94560780654281,10,35.5,31.76894520394257,27,31.666666666666668,53.99999999999999,11,54.0,1,6.7620000000000005,29473,683,0,0.0,6830.0,False,-0.3295005096839959,0,1.7840000000000003,66515,10,11,1.0,385.4016858719709,False,0.3599939009772882,0,2.342000000000001,69085,85,12,1.0,2586.6040060034497,False,-0.08171472184598685,0,0.659,67120,254,347,1.0,17614.008368629948,False,-0.009316107771101876,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87449,512,260,1.0,30305.699944418593,False,-0.025937969010867368,0.6666666666666666,424976,0.0,0.0,17,0,0,19,1,1.0,12,31,17,189.0,63.0,13,11,17,1991,1.5136190240154974,125.68861914105946
69,17,0,0,0,10.0,20,10.0,26.038267576849723,12,28.0,31.566610716704318,62,31.06451612903226,53.99999999999999,10,54.0,5,6.811000000000001,29263,696,0,0.0,6960.0,False,-0.3324566768603466,0,1.7840000000000003,66711,7,14,1.0,434.5357460758961,False,0.36449068038813337,6,2.4020000000000006,68889,82,10,1.0,2450.8040484687203,False,-0.08515804824787837,0,0.6590000000000001,68644,249,313,1.0,16363.87778096403,False,0.002413054246186871,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86063,564,260,1.0,31843.568444221237,False,-0.03179615108027217,0.6666666666666666,424904,0.0,0.0,17,0,0,12,3,2.0769230769230766,16,28,22,114.0,42.0,8,9,22,2600,1.4299790539662354,127.1185981950257
70,22,0,0,0,10.0,20,10.0,25.872453941942744,18,23.666666666666668,31.566610716704318,0,,53.99999999999999,0,,18,6.9860000000000015,28988,708,0,0.0,7080.0,False,-0.3368399592252803,0,1.7840000000000003,66631,5,24,1.0,670.9388946066258,False,0.36526950962901766,0,2.396000000000001,68876,73,20,1.0,2520.021352095907,False,-0.0848761018769594,0,0.659,68231,256,323,1.0,16819.363470632838,False,-4.152668722714752e-06,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86063,554,270,1.0,32067.90233705419,False,-0.030731281746377247,0.6666666666666666,424123,0.0,0.0,12,0,0,16,3,3.0,14,30,30,186.0,60.0,12,10,30,200,1.6308443149900995,128.7494425100158
71,30,0,0,0,10.0,20,10.0,25.762294337151992,2,13.0,30.853498458393354,10,17.0,53.99999999999999,14,54.0,2,6.988000000000002,28833,720,0,0.0,7200.0,False,-0.33877675840978594,0,1.7840000000000003,66551,3,34,1.0,905.9180074631678,False,0.36603382270604645,0,2.3960000000000004,69033,64,20,1.0,2265.8568067455944,False,-0.08448573996460376,0,0.6590000000000001,68218,247,333,1.0,16637.50168792153,False,-0.0013602269808488574,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86649,554,266,1.0,31456.838145949914,False,-0.0280686286196769,0.6666666666666666,424618,0.0,0.0,19,0,0,16,2,2.0,16,32,24,207.0,78.0,14,16,24,1126,1.6884116349974647,130.43785414501326
72,24,0,0,0,10.0,20,10.0,26.1633975160784,10,34.6,30.13881602115549,10,17.0,53.99999999999999,0,,1,6.996000000000003,28716,730,0,0.0,7300.0,False,-0.34014271151885833,0,1.7840000000000003,66784,3,35,1.0,945.718913062744,False,0.371189795240191,0,2.396000000000001,68857,64,20,1.0,2277.2337614521275,False,-0.08670793856126525,0,0.659,68218,237,343,1.0,16538.339106566913,False,-0.0020071560485450807,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86479,554,276,1.0,31600.904075720136,False,-0.028998689522280824,0.6666666666666666,424388,0.0,0.0,13,0,0,18,1,1.0,12,30,31,171.0,111.0,12,12,31,703,1.2402105680084787,131.67806471302174
73,31,0,0,0,10.0,20,10.0,26.15475366696156,24,26.083333333333332,29.650424576339244,8,19.0,53.99999999999999,7,54.0,5,7.045000000000002,28536,739,0,0.0,7390.0,False,-0.34289500509683996,0,1.7840000000000003,67240,4,26,1.0,720.0235953410006,False,0.37818576549786936,0,2.3960000000000004,69009,54,22,1.0,2064.6660386953877,False,-0.08611144140410894,0,0.6590000000000001,67592,251,353,1.0,17031.443045855107,False,-0.006958135685500631,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86705,552,279,1.0,31433.03436613926,False,-0.02764997832542546,0.6666666666666666,424416,0.0,0.0,16,0,0,16,1,1.0,19,35,33,230.0,144.0,15,16,33,1296,1.6972233669948764,133.37528808001662
74,33,0,0,0,10.0,20,10.0,25.826149543029008,82,25.024390243902438,30.454299129171865,22,36.45454545454545,54.0,9,54.0,74,7.780000000000002,27523,744,0,0.0,7440.0,False,-0.3630377166156983,0,1.7840000000000003,67369,9,28,1.0,813.1321872048122,False,0.38176485409994715,0,2.396000000000001,69519,53,10,1.0,1673.328917072256,False,-0.08201009305024567,0,0.6590000000000001,65832,314,363,1.0,19164.321540400495,False,-0.016007609892873902,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86389,564,280,1.0,32296.224708852933,False,-0.02655256275821226,0.6666666666666666,421966,0.0,0.0,17,0,0,22,3,3.0,16,38,30,249.0,64.0,17,16,30,1767,1.7670692030224018,135.14235728303902
75,30,0,0,0,10.0,20,10.0,25.559095428634336,5,12.0,30.85078764441524,3,53.0,54.0,0,,5,7.756000000000003,27333,754,0,0.0,7540.0,False,-0.3658919469928644,0,1.7840000000000003,67269,9,38,1.0,1061.2456262881046,False,0.3822553070977382,0,2.3960000000000004,69519,43,20,1.0,1716.0568563195814,False,-0.08173133925497077,0,0.659,65931,309,370,1.0,19312.55191588165,False,-0.013748829504562438,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86230,557,290,1.0,32843.88871793929,False,-0.025462392399703365,0.6666666666666666,421616,0.0,0.0,12,0,0,8,1,1.0,27,35,29,199.0,45.0,15,15,29,359,1.5969858330208808,136.7393431160599
76,29,0,0,0,10.0,20,10.0,26.54051593910462,21,37.42857142857143,30.72811444402769,19,29.736842105263158,54.0,10,54.0,0,7.751000000000002,27183,769,0,0.0,7690.0,False,-0.367420998980632,0,1.7840000000000003,68005,4,27,1.0,756.5939303558247,False,0.3941548820627505,0,2.396000000000001,68949,54,24,1.0,2170.6626073683137,False,-0.08620279871499384,0,0.659,66280,299,367,1.0,19212.832266750444,False,-0.009845694427588012,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,86205,566,290,1.0,33052.11277531967,False,-0.024711333589725715,0.6666666666666666,421956,0.0,0.0,21,0,0,14,0,0.0,17,31,30,219.0,78.0,13,16,30,2091,1.6783098219893873,138.4176529380493
77,30,0,0,0,10.0,20,10.0,27.301597619973105,20,36.0,31.252253389460275,50,32.88,54.0,9,54.0,0,7.751,27083,779,0,0.0,7790.0,False,-0.36844036697247706,0,1.7840000000000003,68625,4,17,1.0,504.1271595395428,False,0.4042214797098833,13,2.5260000000000007,68978,64,10,1.0,2059.8247815728814,False,-0.08654750863393691,0,0.6590000000000001,66629,289,364,1.0,19265.981945935768,False,-0.004945251588994447,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85047,606,291,1.0,34652.865554012926,False,-0.028106472962135018,0.6666666666666666,421696,0.0,0.0,19,0,0,12,1,0.35135135135135137,21,33,22,207.0,138.0,14,16,22,1755,1.7320490179699846,140.14970195601927
78,22,0,0,0,10.0,20,10.0,28.261576821769403,20,39.0,30.520431655024247,10,17.0,54.0,9,54.0,0,7.751,27013,786,0,0.0,7860.0,False,-0.3691539245667686,3,1.8140000000000003,69185,7,10,1.0,352.61576821769404,False,0.4140939425914137,0,2.513000000000001,68368,74,10,1.0,2396.561001361178,False,-0.09230985372476107,0,0.659,66629,279,374,1.0,19299.62137225273,False,-0.004725790554319934,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85363,606,292,1.0,34263.3815829447,False,-0.026955296566423415,0.6666666666666666,421892,0.0,0.0,15,0,0,12,1,0.15,17,29,24,120.0,66.0,10,12,24,856,1.5470933979959227,141.6967953540152
79,24,0,0,0,10.0,20,10.0,28.42643708936157,9,32.44444444444444,29.38543013243616,18,18.333333333333332,54.0,11,54.0,2,7.771000000000003,26848,799,0,0.0,7990.0,False,-0.37119266055045874,0,1.8110000000000002,69381,4,13,1.0,409.5436821617004,False,0.4186701700526166,8,2.593000000000001,68065,72,10,1.0,2340.5577717583947,False,-0.09662871197036567,0,0.6590000000000001,66616,270,384,1.0,18959.14318498311,False,-0.00711666611224336,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85627,614,291,1.0,33756.6541013158,False,-0.02685432006134867,0.6666666666666666,421871,0.0,0.0,16,0,0,11,4,3.3333333333333335,21,32,20,234.0,46.0,13,11,20,1162,1.2260893700295128,142.9228847240447
80,20,0,0,0,10.0,20,10.0,28.712893630646878,10,34.6,29.090688569318907,14,25.428571428571427,54.0,0,,1,7.779000000000003,26741,808,0,0.0,8080.0,False,-0.37245667686034656,0,1.8110000000000002,69604,5,14,1.0,451.9805108290563,False,0.4236491387444347,4,2.625000000000001,67907,72,10,1.0,2358.2352270997644,False,-0.09857494534844427,0,0.659,66616,260,394,1.0,18927.083640279838,False,-0.007325820120563207,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,85271,618,301,1.0,34232.04553583908,False,-0.027977454877631744,0.6666666666666666,421473,0.0,0.0,14,0,0,16,2,1.8,18,34,22,153.0,73.0,11,9,22,794,1.5421178130200133,144.46500253706472
81,22,0,0,0,10.0,20,10.0,27.218873718700987,31,17.870967741935484,28.173618609901695,18,19.555555555555557,54.0,0,,25,8.028000000000002,26000,816,0,0.0,8160.0,False,-0.3867482161060143,0,1.8110000000000002,69712,7,18,1.0,559.9397269366177,False,0.4269514753000676,5,2.6710000000000007,67732,82,10,1.0,2513.683831032498,False,-0.09984418371998988,0,0.6590000000000001,66379,261,401,1.0,18401.747103151538,False,-0.013845414966195997,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84919,626,311,1.0,34430.685249798466,False,-0.030376301812337584,0.6666666666666666,420076,0.0,0.0,16,0,0,11,4,4.0,20,31,25,162.0,84.0,9,13,25,685,1.3686225499841385,145.83362508704886
82,25,0,0,0,10.0,20,10.0,26.940875829911366,29,25.0,28.337348746113186,22,29.59090909090909,54.0,0,,29,8.293000000000001,25745,827,0,0.0,8270.0,False,-0.3908256880733945,0,1.8110000000000002,69622,6,28,1.0,814.3445232375183,False,0.4277099339779564,0,2.666000000000001,67922,72,10,1.0,2223.1165472147504,False,-0.0992607315456822,0,0.6590000000000001,66115,280,399,1.0,18850.047382074343,False,-0.014365369827674808,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,84268,638,321,1.0,35413.22850002021,False,-0.03189270083724047,0.6666666666666666,419006,0.0,0.0,15,0,0,11,1,1.0,19,30,26,150.0,60.0,10,15,26,851,1.7637983509921469,147.597423438041
83,26,0,0,0,10.0,20,10.0,26.932022259710855,17,26.823529411764707,28.714108121499322,16,32.75,54.0,0,,6,8.324000000000002,25532,837,0,0.0,8370.0,False,-0.39414882772680937,0,1.8110000000000002,69905,6,27,1.0,787.1646010121931,False,0.433202493384426,0,2.666000000000001,67806,74,12,1.0,2337.5389446765953,False,-0.10002779879779357,0,0.659,66299,275,401,1.0,18920.663478141712,False,-0.011503872091036725,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,83744,644,331,1.0,36365.88563024557,False,-0.03234527488633512,0.6666666666666666,418620,0.0,0.0,15,0,0,12,2,2.0,16,28,24,147.0,81.0,9,17,24,1107,1.4295774619677104,149.02700090000872
84,24,0,0,0,10.0,20,10.0,27.266988471224508,19,30.842105263157894,29.098984628252044,11,35.0,54.0,0,,5,8.368000000000002,25352,846,0,0.0,8460.0,False,-0.39690112130479105,0,1.8110000000000002,70321,7,23,1.0,697.1407348381637,False,0.4407659605997775,0,2.666000000000001,68191,64,11,1.0,2065.1760930691407,False,-0.0967812522470405,0,0.659,65713,284,411,1.0,19703.507408039353,False,-0.014042696415499841,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,83359,645,341,1.0,37182.845085222565,False,-0.032122367491870786,0.6666666666666666,418270,0.0,0.0,14,0,0,10,1,1.0,20,30,21,183.0,69.0,11,13,21,1111,1.57698262197664,150.60398352198536
85,21,0,0,0,10.0,20,10.0,26.65709028664259,27,22.14814814814815,30.612103238378726,12,51.0,54.0,1,54.0,27,8.633000000000001,24868,857,0,0.0,8570.0,False,-0.40564729867482163,0,1.8110000000000002,70231,6,33,1.0,939.6839794592055,False,0.44140350641650555,1,2.676000000000001,68761,54,10,1.0,1745.603907862487,False,-0.09142884417046702,0,0.6590000000000001,65115,301,421,1.0,20911.479639636862,False,-0.013964590495708064,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,82801,647,350,1.0,38706.03079523104,False,-0.030189536164813572,0.6666666666666666,417110,0.0,0.0,11,0,0,11,4,3.0833333333333335,16,27,24,135.0,51.0,9,12,24,254,1.3501438469975255,151.95412736898288
86,24,0,0,0,10.0,20,10.0,27.6194631201337,27,34.88888888888889,30.612103238378726,0,,54.0,9,54.0,2,8.626000000000001,24753,865,0,0.0,8650.0,False,-0.40717635066258917,0,1.8110000000000002,71027,8,18,1.0,577.1503361624066,False,0.4539362929272418,0,2.6750000000000007,67832,70,20,1.0,2545.6044831769336,False,-0.09833115119076653,0,0.659,65102,292,431,1.0,21258.699726820272,False,-0.011868975308123047,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,83287,637,351,1.0,38453.90976284725,False,-0.026772410794011253,0.6666666666666666,417335,0.0,0.0,15,0,0,19,2,2.0,14,33,28,153.0,85.0,11,13,28,1602,1.7407652440015227,153.6948926129844
87,28,0,0,0,10.0,20,10.0,27.6194631201337,0,,29.53703109047837,15,18.333333333333332,54.0,0,,0,8.624000000000002,24663,874,0,0.0,8740.0,False,-0.40809378185524975,0,1.8110000000000002,70917,9,28,1.0,863.3449673637436,False,0.45461105981002803,0,2.6750000000000007,68107,60,15,1.0,2100.223253565198,False,-0.09764862636470557,0,0.6590000000000001,65102,282,441,1.0,20814.519310778665,False,-0.014766774241080647,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,83012,642,361,1.0,38456.773960087114,False,-0.029369557977067712,0.6666666666666666,417135,0.0,0.0,13,0,0,13,0,0.0,17,30,31,169.0,99.0,10,18,31,475,1.3589424240053631,155.05383503698977
88,31,0,0,0,10.0,20,10.0,27.465941087615004,32,26.46875,29.409088460152,14,28.0,54.0,6,54.0,16,8.784000000000002,24341,879,0,0.0,8790.0,False,-0.4141488277268094,0,1.8110000000000002,71391,14,22,1.0,744.2507039275301,False,0.4630606595711268,0,2.675000000000001,67453,81,15,1.0,2665.877554999095,False,-0.10249163270965225,0,0.659,65301,273,447,1.0,20644.06445860684,False,-0.013282287166093526,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,82944,646,365,1.0,38708.271145258186,False,-0.028821315314816746,0.6666666666666666,416764,0.0,0.0,16,0,0,21,2,2.0,13,34,32,255.0,92.0,15,16,32,1540,1.4942294630454853,156.54806450003525
89,32,0,0,0,10.0,20,10.0,28.149712663539024,16,37.375,32.66071410993855,33,47.57575757575758,54.0,0,,0,8.768000000000002,24251,888,0,0.0,8880.0,False,-0.4150662589194699,0,1.8110000000000002,71879,15,16,1.0,600.3954026166243,False,0.47154327627539877,0,2.6750000000000007,67240,87,14,1.0,2906.2749992670347,False,-0.10370248953388497,0,0.6590000000000001,66486,263,435,1.0,21610.785068334033,False,0.008486221919951607,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81374,669,375,1.0,42100.01773954889,False,-0.027626323221614575,0.6666666666666666,416564,0.0,0.0,14,0,0,21,0,0.0,17,38,36,266.0,105.0,17,15,36,2368,2.0094006250146776,158.55746512504993
90,36,0,0,0,10.0,20,10.0,29.08868063487552,57,32.526315789473685,32.88964139125334,18,35.0,54.0,6,54.0,9,8.858000000000002,24037,895,0,0.0,8950.0,False,-0.4187155963302752,32,2.1310000000000002,72197,18,10,1.0,470.8868063487552,False,0.4767062875264908,4,2.7150000000000007,66424,118,10,1.0,3761.3607288278445,False,-0.10877101858778031,0,0.6590000000000001,65910,269,445,1.0,22460.74550988925,False,0.0065157390293004965,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81068,677,379,1.0,42732.28722187851,False,-0.027530107933437898,0.6666666666666666,414970,0.0,0.0,15,0,0,26,4,3.2222222222222223,13,39,31,264.0,71.0,18,18,31,1100,3.466831488010939,162.02429661306087
91,31,0,0,0,10.0,20,10.0,29.483073862737346,18,34.72222222222222,32.88964139125334,0,,54.0,0,,1,8.859000000000002,23920,905,0,0.0,9050.0,False,-0.4200815494393476,7,2.1690000000000005,72499,18,10,1.0,474.8307386273735,False,0.4829034733805034,0,2.7110000000000007,66411,109,20,1.0,3871.447878863438,False,-0.10822244047661546,0,0.659,65298,276,455,1.0,23102.11521913578,False,0.0027147037430081075,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81068,667,389,1.0,42943.390807965974,False,-0.02652804029104575,0.6666666666666666,414530,0.0,0.0,11,0,0,16,2,1.4117647058823528,20,36,19,258.0,75.0,16,15,19,200,1.598127854987979,163.62242446804885
92,19,0,0,0,10.0,20,10.0,29.087548756807127,6,13.833333333333334,31.883239818793555,12,18.0,54.0,0,,1,8.868000000000002,23803,915,0,0.0,9150.0,False,-0.42144750254842,0,2.1620000000000004,72469,18,15,1.0,616.3132313521069,False,0.4837340798302967,0,2.7110000000000007,66627,99,18,1.0,3453.5656436621894,False,-0.10813033726293902,0,0.659,65215,272,465,1.0,22737.51977759054,False,-0.0007468601819487916,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,80852,669,399,1.0,42875.88743877289,False,-0.02889908558123262,0.6666666666666666,414300,0.0,0.0,11,0,0,12,1,1.0,12,24,22,60.0,42.0,5,14,22,486,1.2722675880067982,164.89469205605565
93,22,0,0,0,10.0,20,10.0,26.23373161888614,46,12.978260869565217,31.782821338196385,9,30.0,54.0,8,54.0,45,9.317000000000002,22453,924,0,0.0,9240.0,False,-0.44805300713557594,0,2.1620000000000004,72396,19,24,1.0,819.6095588532673,False,0.4843181402533462,0,2.7110000000000007,66284,125,22,1.0,3978.438521801088,False,-0.10918151823566312,0,0.6590000000000001,65231,272,472,1.0,22137.066671965724,False,-0.004455404600894227,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81014,668,401,1.0,42884.924653915186,False,-0.027318222730005535,0.6666666666666666,412712,0.0,0.0,16,0,0,18,3,3.0,2,20,16,168.0,33.0,11,11,16,939,1.2804157829959877,166.17510783905163
94,16,0,0,0,10.0,20,10.0,26.762670227927952,11,38.0,31.782821338196385,0,,54.0,0,,0,9.272,22383,931,0,0.0,9310.0,False,-0.4487665647298675,0,2.1620000000000004,72684,22,23,1.0,835.5414152423429,False,0.4903521041309106,0,2.7110000000000007,66246,116,32,1.0,4121.5200292619265,False,-0.10874388363107253,0,0.659,64851,272,482,1.0,22598.766187007062,False,-0.0064014940631837184,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81014,658,411,1.0,43107.09644053322,False,-0.026263616493566965,0.6666666666666666,412512,0.0,0.0,11,0,0,12,0,0.0,6,18,26,96.0,57.0,7,9,26,618,1.147823937004432,167.32293177605607
95,26,0,0,0,10.0,20,10.0,25.826442471390052,22,16.454545454545453,32.298366029557265,9,41.0,54.0,12,54.0,0,9.272000000000002,22263,943,0,0.0,9430.0,False,-0.44998980632008156,0,2.1620000000000004,72966,20,11,1.0,484.09086718529056,False,0.4925187652108593,0,2.7110000000000007,66443,107,36,1.0,3926.1705215027973,False,-0.10744790307079245,0,0.6590000000000001,64661,283,489,1.0,23102.784207856886,False,-0.005592410016460552,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,81293,657,409,1.0,43306.02648141912,False,-0.022670616888093572,0.6666666666666666,412960,0.0,0.0,19,0,0,16,0,0.0,5,21,29,150.0,94.0,10,16,29,1579,1.4026871930109337,168.725618969067
96,29,0,0,0,10.0,20,10.0,25.826442471390052,0,,32.77471987681862,31,35.0,54.0,0,,0,9.272000000000002,22173,952,0,0.0,9520.0,False,-0.4509072375127421,0,2.1620000000000004,72856,21,21,1.0,752.3552918991911,False,0.4930107573078407,0,2.7110000000000007,67528,97,15,1.0,2996.7857178771146,False,-0.09935422477605249,0,0.659,64661,273,499,1.0,23405.204013221977,False,-0.003619446424094254,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,80208,678,419,1.0,44847.26007648303,False,-0.025655248654361303,0.6666666666666666,412760,0.0,0.0,10,0,0,9,0,0.0,3,12,31,216.0,111.0,12,17,31,1285,1.2933676980319433,170.01898666709894
97,31,0,0,0,10.0,20,10.0,26.66105070385843,50,30.3,32.10199702550833,24,27.666666666666668,54.0,10,54.0,5,9.322000000000001,21963,964,0,0.0,9640.0,False,-0.4539653414882773,24,2.4020000000000006,73346,19,10,1.0,456.6105070385843,False,0.4999858359535025,0,2.7110000000000007,67197,102,14,1.0,3168.8551301506764,False,-0.10255049431667984,0,0.6590000000000001,64141,298,496,1.0,23867.583634401944,False,-0.007387797429561634,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,80084,692,419,1.0,44840.58194165176,False,-0.026864156200031505,0.6666666666666666,412065,0.0,0.0,18,0,0,9,3,2.6,7,16,38,262.0,120.0,16,15,38,1944,1.609043479023967,171.6280301461229
98,38,0,0,0,10.0,20,10.0,26.738421592113717,14,28.071428571428573,34.45829725492283,23,51.26086956521739,53.99999999999999,2,54.0,5,9.367,21783,973,0,0.0,9730.0,False,-0.4567176350662589,0,2.3780000000000006,73569,20,11,1.0,494.1226375132509,False,0.5049146038482492,0,2.7110000000000007,67023,101,21,1.0,3424.2048231568647,False,-0.10315493780641644,0,0.6590000000000001,65101,293,486,1.0,24581.089992381814,False,0.009792995866323553,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,79013,705,427,1.0,47351.09956472059,False,-0.025114874756865847,0.6666666666666666,411823,0.0,0.0,15,0,0,9,1,1.0,10,19,35,317.0,137.0,19,19,35,1820,1.7721147340489551,173.40014488017187
99,35,0,0,0,10.0,20,10.0,27.149241843673238,11,35.72727272727273,34.66804703616996,22,36.27272727272727,53.999999999999986,14,54.0,1,9.372000000000002,21676,982,0,0.0,9820.0,False,-0.45798165137614677,0,2.3780000000000006,73839,21,11,1.0,508.64166028040563,False,0.5105671932750296,0,2.7110000000000007,67459,97,12,1.0,3049.4930232703437,False,-0.09991066776744606,0,0.659,65070,288,493,1.0,24910.328839809685,False,0.011536441590073799,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,78971,717,423,1.0,47698.989724933854,False,-0.02386223951936759,0.6666666666666666,412349,0.0,0.0,24,0,0,12,1,1.0,3,15,30,198.0,120.0,15,20,30,2134,1.850596593983937,175.2507414741558
