index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,36,0,0,0,10.000000000000002,20,10.0,27.9545291628917,0,,35.00516532535971,20,37.7,53.99999999999999,6,54.0,0,3.026,40239,303,0,0.0,3030.0000000000005,False,-0.14874617737003057,0,0.8030000000000002,56067,10,30,1.0,938.635874886751,False,0.1526262576441055,7,1.0530000000000002,74769,21,10,1.0,937.0967656743228,False,-0.01831202120487513,0,0.659,73790,155,84,1.0,7273.385907578429,False,0.010251601020200856,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,96774,253,65,1.0,12366.306827316008,False,-0.022564856421877066,0.6666666666666666,446973,0.0,0.0,13,0,0,22,1,0.4117647058823529,16,38,30,259.0,51.0,19,17,30,683,2.3957400880171917,60.92802444420522
31,30,0,0,0,10.000000000000002,20,10.0,28.814447492209517,17,39.0,35.00480580918071,14,35.0,53.99999999999999,9,54.0,0,3.026000000000001,40129,314,0,0.0,3140.0000000000005,False,-0.14986748216106013,0,0.8030000000000002,56640,9,23,1.0,752.7322923208189,False,0.16241317321427942,4,1.0860000000000003,74428,28,10,1.0,1156.8525878736737,False,-0.021327666732730073,0,0.6590000000000001,73790,145,94,1.0,7468.5466324333665,False,0.011524814605977011,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,96770,257,66,1.0,12560.235092959443,False,-0.021682291126514448,0.6666666666666666,447091,0.0,0.0,16,0,0,15,1,0.2857142857142857,16,31,23,165.0,54.0,10,20,23,1349,1.3550307429977693,62.28305518720299
32,23,0,0,0,10.000000000000002,20,10.0,28.734384594699943,1,13.0,34.82991826481745,2,19.0,54.0,10,54.0,1,3.036000000000001,40002,325,0,0.0,3250.0000000000005,False,-0.15133537206931702,0,0.8030000000000002,56550,8,33,1.0,1028.234691625098,False,0.16338669410423137,0,1.0820000000000003,74453,19,18,1.0,1172.8918360660132,False,-0.020896831747589394,0,0.659,73790,135,104,1.0,7501.453419825508,False,0.01173949596055309,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,97272,249,66,1.0,12236.649647939545,False,-0.01845249564271962,0.6666666666666666,447401,0.0,0.0,15,0,0,13,1,1.0,15,28,17,132.0,72.0,9,14,17,778,1.650502372009214,63.933557559212204
33,17,0,0,0,10.000000000000002,20,10.0,28.826340852479554,2,37.0,34.82991826481745,0,,54.0,10,54.0,0,3.0350000000000006,39902,335,0,0.0,3350.0000000000005,False,-0.1523547400611621,0,0.8030000000000002,56524,8,41,1.0,1261.8799749516618,False,0.16523832798115864,0,1.0820000000000003,74416,10,28,1.0,1263.501119939684,False,-0.020788474054750736,0,0.6590000000000001,73753,126,114,1.0,7602.729629601614,False,0.011917443859041596,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,97812,239,66,1.0,11888.35046529137,False,-0.014979254251754498,0.6666666666666666,447741,0.0,0.0,17,0,0,9,0,0.0,16,25,24,108.0,63.0,6,11,24,814,1.2371261329972185,65.17068369220942
34,24,0,0,0,10.000000000000002,20,10.0,28.66337505876333,91,28.373626373626372,33.809472227491035,10,17.0,53.99999999999999,8,54.0,32,3.355000000000001,39088,348,0,0.0,3480.0000000000005,False,-0.16762487257900102,18,0.9830000000000003,58041,5,10,1.0,336.6337505876333,False,0.1867342889968158,0,1.0820000000000003,72064,86,28,1.0,3411.715477423395,False,-0.037462223369845164,0,0.6590000000000001,73693,121,124,1.0,7660.642938319251,False,0.011512395051729782,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,98074,239,68,1.0,11752.463862370358,False,-0.013136955482700979,0.6666666666666666,446294,0.0,0.0,21,0,0,21,4,3.125,15,36,28,207.0,75.0,14,10,28,2030,1.5633909910102375,66.73407468321966
35,28,0,0,0,10.0,20,10.0,27.98393947288268,26,22.03846153846154,32.8458493684664,16,23.375,54.0,7,54.0,26,3.583,38655,355,0,0.0,3550.0,False,-0.17573904179408767,0,0.9650000000000001,57911,8,20,1.0,639.6787894576536,False,0.1871730763451341,0,1.0820000000000003,72324,76,28,1.0,3046.463182256143,False,-0.036452661224043593,0,0.659,73234,137,128,1.0,8038.068426948626,False,0.007985728441360517,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,98078,245,71,1.0,11881.233095274269,False,-0.012487738549403432,0.6666666666666666,445536,0.0,0.0,17,0,0,11,3,3.0,24,35,35,207.0,134.0,13,15,35,952,1.747729861002881,68.48180454422254
36,35,0,0,0,10.0,20,10.0,27.014275757389925,17,14.0,31.165036856350888,49,25.816326530612244,54.0,0,,17,3.7270000000000003,38273,366,0,0.0,3660.0,False,-0.18240570846075432,0,0.9650000000000001,57821,7,30,1.0,880.4282727216978,False,0.18779233713273896,21,1.2920000000000003,72220,83,10,1.0,2553.8352564268725,False,-0.041023504022475656,0,0.659,73234,127,138,1.0,7731.588107364943,False,0.005986274365972199,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,96813,284,81,1.0,13224.870467203653,False,-0.01811917107864678,0.6666666666666666,443695,0.0,0.0,12,0,0,22,4,3.6666666666666665,15,37,33,264.0,96.0,18,17,33,1039,2.1350305309752002,70.61683507519774
37,33,0,0,0,10.0,20,10.0,27.564904772300675,54,29.814814814814813,29.646070373904582,25,18.44,54.0,0,,34,4.05,37963,380,0,0.0,3800.0,False,-0.1872986748216106,0,0.9650000000000001,58521,3,20,1.0,581.2980954460135,False,0.19901425173747203,9,1.3610000000000002,71821,83,10,1.0,2584.347799840002,False,-0.046030533266528326,0,0.6590000000000001,72106,161,142,1.0,8647.69166143486,False,-0.002755107178697699,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,96352,299,91,1.0,13778.17504179747,False,-0.01986929651490742,0.6666666666666666,442097,0.0,0.0,14,0,0,17,2,2.0,20,37,34,243.0,81.0,16,17,34,1250,1.7063831170089543,72.3232181922067
38,34,0,0,0,10.0,20,10.0,27.408121011625568,19,25.36842105263158,30.740887564409988,40,35.9,54.0,0,,10,4.116,37663,391,0,0.0,3910.0,False,-0.19229357798165136,0,0.9650000000000001,58773,2,21,1.0,595.570541244137,False,0.20429735516049063,30,1.6520000000000004,71523,82,10,1.0,2554.874798597397,False,-0.05011107110686584,0,0.659,71966,161,152,1.0,9085.322392662034,False,-0.0017267363900391,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94916,329,101,1.0,15567.752008690886,False,-0.025007348013505244,0.6666666666666666,440175,0.0,0.0,12,0,0,23,5,4.222222222222222,17,40,27,300.0,72.0,20,14,27,701,2.1264103039866313,74.44962849619333
39,27,0,0,0,10.0,20,10.0,27.133998968222052,5,14.0,31.264501328547105,5,52.8,54.0,0,,5,4.156000000000001,37523,397,0,0.0,3970.0,False,-0.1945361875637105,0,0.9650000000000001,58633,6,31,1.0,901.1539680148836,False,0.20455814442420883,0,1.622,71523,72,20,1.0,2578.93795228293,False,-0.04995408493963462,0,0.6590000000000001,72160,156,157,1.0,9141.430547624535,False,0.0011705911171862018,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94652,324,111,1.0,16123.698430449262,False,-0.024874691787792804,0.6666666666666666,439825,0.0,0.0,11,0,0,18,1,1.0,14,32,26,171.0,43.0,12,15,26,464,1.5300191119895317,75.97964760818286
40,26,0,0,0,9.999999999999998,20,10.0,28.128573905813784,24,37.25,30.43082467933931,21,22.904761904761905,54.0,0,,1,4.161000000000001,37436,404,0,0.0,4039.999999999999,False,-0.19559633027522935,0,0.9650000000000001,59384,9,18,1.0,596.3143303046481,False,0.216761613968447,0,1.622,71038,83,12,1.0,2699.8415303346155,False,-0.05549352480829705,0,0.659,72232,149,164,1.0,9181.8127593779,False,0.0023734865109921997,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94171,335,121,1.0,16728.32626757867,False,-0.02657106790030442,0.6666666666666666,439595,0.0,0.0,18,0,0,17,1,1.0,14,31,29,123.0,60.0,11,15,29,1562,1.9239292700076476,77.9035768781905
41,29,0,0,0,9.999999999999998,20,10.0,28.128573905813784,0,,29.302948439148167,19,18.05263157894737,53.99999999999999,8,54.0,0,4.160000000000001,37336,414,0,0.0,4139.999999999999,False,-0.19661569826707442,0,0.9650000000000001,59284,9,28,1.0,877.6000693627859,False,0.21759021477434035,7,1.6920000000000002,71087,73,10,1.0,2346.4153795158877,False,-0.05715990540627159,0,0.6590000000000001,72232,139,174,1.0,9008.584801319897,False,0.0012433606119433415,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94260,344,123,1.0,16722.21426306697,False,-0.02575514903513125,0.6666666666666666,439533,0.0,0.0,16,0,0,20,1,0.7,12,32,25,201.0,80.0,12,17,25,785,1.575126291019842,79.47870316921035
42,25,0,0,0,9.999999999999998,20,10.0,28.885000343635106,19,37.63157894736842,29.302948439148167,0,,54.0,9,54.0,0,4.160000000000001,37246,423,0,0.0,4229.999999999999,False,-0.19753312945973497,0,0.9650000000000001,59889,10,19,1.0,648.815006529067,False,0.227592405775016,0,1.6850000000000003,70372,82,20,1.0,2954.628996961042,False,-0.062521176674619,0,0.6590000000000001,72232,129,184,1.0,9117.907557132192,False,0.0019565738777690025,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94746,334,124,1.0,16483.184778675488,False,-0.02227588063362497,0.6666666666666666,439819,0.0,0.0,14,0,0,8,0,0.0,23,31,31,183.0,72.0,11,14,31,1401,1.637120145955123,81.11582331516547
43,31,0,0,0,9.999999999999998,20,10.0,28.885000343635106,0,,28.49355970911131,16,19.0,54.0,10,54.0,0,4.160000000000001,37106,437,0,0.0,4369.999999999999,False,-0.19896024464831805,0,0.9650000000000001,59829,6,29,1.0,897.6650099654181,False,0.2289058614675374,0,1.6850000000000003,70676,72,14,1.0,2478.6298606692862,False,-0.06166001317395854,0,0.659,72232,119,194,1.0,8965.06562446017,False,0.0009594448432312373,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94982,340,124,1.0,16383.810301097845,False,-0.02050709979162551,0.6666666666666666,440159,0.0,0.0,17,0,0,16,0,0.0,22,38,27,294.0,84.0,18,13,27,1044,2.8196651419857517,83.93548845715122
44,27,0,0,0,9.999999999999998,20,10.0,28.31963328607355,64,26.421875,28.25936692859673,19,26.0,54.0,0,,44,4.6000000000000005,36130,445,0,0.0,4449.999999999999,False,-0.21804281345565749,0,0.9650000000000001,60469,8,19,1.0,618.0730324353974,False,0.23910370063644643,1,1.6950000000000003,70383,85,10,1.0,2689.7624986022192,False,-0.06410561906419401,0,0.659,71286,150,200,1.0,9899.818378630378,False,-0.005285562697313544,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94488,349,134,1.0,17098.51905808026,False,-0.02180436013974465,0.6666666666666666,438090,0.0,0.0,15,0,0,12,3,2.2,21,33,32,187.0,59.0,14,13,32,1359,1.6362444999977015,85.57173295714892
45,32,0,0,0,10.0,20,10.0,28.152766122467675,45,27.22222222222222,28.165187338496725,13,26.846153846153847,54.0,0,,5,4.606,35940,455,0,0.0,4550.0,False,-0.22089704383282366,21,1.175,60799,8,10,1.0,361.52766122467676,False,0.2432163879839417,3,1.7240000000000002,70066,90,10,1.0,2815.400824407058,False,-0.0674221315979237,0,0.6590000000000001,70601,170,210,1.0,10700.659581903816,False,-0.008998710990828638,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94139,352,144,1.0,17690.14594315085,False,-0.0223092926161028,0.6666666666666666,436879,0.0,0.0,14,0,0,16,4,2.8400000000000003,19,35,27,243.0,123.0,16,16,27,454,1.788085902982857,87.35981886013178
46,27,0,0,0,10.0,20,10.0,27.549822498362097,32,22.53125,27.443763322628406,15,19.0,54.0,10,54.0,32,4.921,35418,460,0,0.0,4600.0,False,-0.2310295616717635,0,1.1540000000000004,60649,13,20,1.0,680.9964499672419,False,0.24341484658478324,0,1.721,70243,81,10,1.0,2505.973255593614,False,-0.06713134447884539,0,0.659,69988,191,215,1.0,11162.425211552269,False,-0.013984517350032824,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,94394,357,144,1.0,17573.42350617834,False,-0.020442480556238537,0.6666666666666666,436026,0.0,0.0,18,0,0,17,4,4.0,17,34,26,186.0,75.0,12,15,26,1025,1.7569376259925775,89.11675648612436
47,26,0,0,0,10.0,20,10.0,27.198304041660887,7,13.714285714285714,30.679816463485658,50,41.78,54.0,9,54.0,6,4.949000000000001,35246,467,0,0.0,4670.0,False,-0.23382262996941897,0,1.1540000000000001,60532,16,29,1.0,948.7508172081657,False,0.24375892780028718,25,1.9710000000000005,70472,71,10,1.0,2237.8777515927795,False,-0.06589242212658512,0,0.6590000000000001,70702,188,210,1.0,11556.042617164236,False,-0.0021004252478162336,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,92791,397,145,1.0,20009.887136003807,False,-0.02409531995365306,0.6666666666666666,435077,0.0,0.0,17,0,0,8,3,2.78125,22,30,25,162.0,66.0,9,17,25,1668,1.4598447009921074,90.57660118711647
48,25,0,0,0,10.0,20,10.0,27.051355417033506,28,25.75,30.679816463485658,0,,53.99999999999999,9,54.0,12,5.0630000000000015,34940,475,0,0.0,4750.0,False,-0.23924566768603467,0,1.1540000000000004,60988,18,23,1.0,802.1811745917706,False,0.2515614798633207,0,1.9460000000000006,69751,89,20,1.0,3021.166961385695,False,-0.0701898007503445,0,0.659,70702,178,220,1.0,11564.700886198809,False,-0.0020439393653604843,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,93277,387,146,1.0,19757.08897136895,False,-0.02068140879787657,0.6666666666666666,434992,0.0,0.0,14,0,0,14,2,2.0,17,31,25,183.0,72.0,11,14,25,1262,1.542295515013393,92.11889670212986
49,25,0,0,0,10.0,20,10.0,26.939109573018566,2,13.0,31.555430189985113,35,36.542857142857144,54.0,13,54.0,1,5.061000000000001,34843,483,0,0.0,4830.0,False,-0.24040774719673802,0,1.1540000000000001,60881,20,32,1.0,1062.0515063365942,False,0.2520290673428806,15,2.0960000000000005,70337,79,10,1.0,2443.743958168318,False,-0.06631082607110872,0,0.6590000000000001,70676,170,230,1.0,11837.397571109734,False,-0.0006041311366649049,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,92700,412,143,1.0,20722.837238273867,False,-0.021575003141085146,0.6666666666666666,434771,0.0,0.0,18,0,0,14,3,2.375,19,33,31,219.0,51.0,13,12,31,915,1.832235303008929,93.95113200513879
50,31,0,0,0,10.0,20,10.0,28.81901828434824,42,38.904761904761905,31.555430189985113,0,,53.99999999999999,7,54.0,0,5.060000000000001,34763,491,0,0.0,4910.0,False,-0.24122324159021408,10,1.2540000000000002,62095,22,10,1.0,508.1901828434824,False,0.2711334371339804,0,2.0810000000000004,68777,109,20,1.0,3772.3815967936607,False,-0.07799753658750765,0,0.6590000000000001,70602,162,240,1.0,12241.984207660842,False,0.0010698203811330288,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,93078,402,146,1.0,20569.282936374013,False,-0.01871531064815721,0.6666666666666666,434649,0.0,0.0,16,0,0,12,1,0.5,20,32,32,200.0,81.0,14,17,32,1432,1.8434324620175175,95.7945644671563
51,32,0,0,0,10.000000000000002,20,10.0,29.55396727067145,31,35.25806451612903,29.82740807149126,32,18.4375,53.99999999999999,0,,1,5.070000000000001,34666,499,0,0.0,4990.000000000001,False,-0.24238532110091743,20,1.4440000000000002,62365,24,10,1.0,535.5396727067146,False,0.27691681623554243,3,2.1110000000000007,69057,100,10,1.0,3253.6708077820576,False,-0.07772816894493766,0,0.659,69693,182,241,1.0,12567.227388491598,False,-0.008668810502918855,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,92488,424,156,1.0,21070.82102231229,False,-0.021935837325496504,0.6666666666666666,433603,0.0,0.0,12,0,0,18,4,2.6666666666666665,18,36,26,243.0,93.0,16,16,26,637,1.9093088419758715,97.70387330913218
52,26,0,0,0,10.000000000000002,20,10.0,28.81902664430659,13,15.0,29.590232750817478,15,26.133333333333333,53.99999999999999,0,,8,5.149,34411,512,0,0.0,5120.000000000001,False,-0.24625891946992864,0,1.4240000000000002,62355,21,15,1.0,642.2853996645989,False,0.27780107441044444,5,2.1580000000000004,69239,90,10,1.0,2889.614725495768,False,-0.07772853482146778,0,0.659,69498,185,251,1.0,12758.668349651907,False,-0.009964194428230903,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,92096,429,166,1.0,21658.2098501007,False,-0.022869112299444227,0.6666666666666666,432933,0.0,0.0,13,0,0,14,3,3.0,20,34,20,208.0,60.0,16,10,20,557,1.9986820720368996,99.70255538116908
53,20,0,0,0,10.000000000000002,20,10.0,27.94740799002452,39,22.76923076923077,29.499882391738726,20,28.55,53.99999999999999,0,,22,5.361000000000001,33638,527,0,0.0,5270.000000000001,False,-0.2604892966360856,2,1.4440000000000002,62857,16,10,1.0,439.4740799002452,False,0.2859681353710525,7,2.2230000000000008,68717,98,10,1.0,3033.84480693979,False,-0.08359856469161546,0,0.6590000000000001,69394,196,258,1.0,13088.661623113396,False,-0.00916831967802233,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,91525,439,176,1.0,22454.4483699733,False,-0.02451037476041302,0.6666666666666666,431465,0.0,0.0,12,0,0,15,9,7.339869281045751,19,34,19,156.0,39.0,12,8,19,515,1.714119555952493,101.41667493712157
54,19,0,0,0,10.000000000000002,20,10.0,27.568100785859716,6,12.166666666666666,32.29288063408977,45,45.15555555555556,53.99999999999999,0,,6,5.399,33465,533,0,0.0,5330.000000000001,False,-0.2634046890927625,0,1.4420000000000002,62717,20,20,1.0,751.3620157171944,False,0.2862931907820305,0,2.2160000000000006,68827,89,13,1.0,2873.368418184682,False,-0.08321023722169145,0,0.659,71243,191,230,1.0,12692.869795939852,False,0.012375032919324225,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,89493,474,186,1.0,25350.825420558547,False,-0.03005285368181907,0.6666666666666666,431079,0.0,0.0,14,0,0,10,2,2.0,18,28,26,180.0,42.0,10,9,26,2232,1.2328697690390982,102.64954470616067
55,26,0,0,0,10.000000000000002,20,10.0,27.503543679209116,1,13.0,32.54991234705889,3,52.0,53.99999999999999,0,,0,5.393000000000001,33365,543,0,0.0,5430.000000000001,False,-0.26442405708460753,0,1.4420000000000002,62630,20,29,1.0,997.6027666970643,False,0.28702958987458776,0,2.2160000000000006,68970,80,20,1.0,2851.2817412779073,False,-0.08148848696338841,0,0.6590000000000001,71243,181,240,1.0,12790.120369230983,False,0.01300948819320585,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,89337,467,196,1.0,25784.8090660765,False,-0.029473821054566897,0.6666666666666666,430879,0.0,0.0,13,0,0,16,0,0.0,19,35,24,231.0,42.0,17,9,24,369,1.6046456579933874,104.25419036415406
56,24,0,0,0,10.000000000000002,20,10.0,27.362111929692844,2,13.0,31.83337351421588,10,17.0,53.99999999999999,5,54.0,1,5.4030000000000005,33258,552,0,0.0,5520.000000000001,False,-0.2656880733944954,0,1.4420000000000002,62533,21,38,1.0,1249.760253328328,False,0.28762242867816856,0,2.2160000000000006,69114,72,20,1.0,2606.7395292222022,False,-0.08120497169124756,0,0.659,71243,171,250,1.0,12637.264518531447,False,0.012012268358525115,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,89437,467,201,1.0,25720.185431138816,False,-0.028831215793861355,0.6666666666666666,430919,0.0,0.0,13,0,0,19,1,1.0,14,33,21,168.0,99.0,11,13,21,653,1.443971293978393,105.69816165813245
57,21,0,0,0,10.000000000000002,20,10.0,28.249358852290573,37,32.67567567567568,31.507738924102497,13,26.615384615384617,53.99999999999999,10,54.0,9,5.492000000000002,33004,563,0,0.0,5630.000000000001,False,-0.26974515800203874,0,1.4420000000000002,63526,20,20,1.0,764.9871770458114,False,0.3029254554235047,0,2.2160000000000006,69178,71,20,1.0,2635.8592569946804,False,-0.08017993464989576,0,0.6590000000000001,70316,189,257,1.0,13436.61772657726,False,0.005131833656771645,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,89631,470,201,1.0,25662.63729432817,False,-0.02726262510524541,0.6666666666666666,430989,0.0,0.0,18,0,0,16,1,1.0,18,34,23,207.0,54.0,13,8,23,2169,1.3885140919592232,107.08667575009167
58,23,0,0,0,10.000000000000002,20,10.0,29.489838713045003,38,36.0,31.228839980246423,10,26.0,53.99999999999999,0,,0,5.483000000000002,32904,573,0,0.0,5730.000000000001,False,-0.2707645259938838,18,1.622,64254,20,10,1.0,494.89838713045003,False,0.3150142547108099,0,2.2160000000000006,68579,80,25,1.0,3139.908096549761,False,-0.08470721874355912,0,0.6590000000000001,69807,198,262,1.0,14020.944140007474,False,0.0023025804726418404,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,89371,470,211,1.0,26071.554790715818,False,-0.027789912133234267,0.6666666666666666,430249,0.0,0.0,14,0,0,19,1,0.9473684210526315,17,36,24,174.0,60.0,13,10,24,1144,1.9479452149826102,109.03462096507428
59,24,0,0,0,10.000000000000002,20,10.0,29.073116583301022,28,25.892857142857142,32.73523773071368,33,40.84848484848485,53.999999999999986,12,54.0,20,5.683000000000001,32477,585,0,0.0,5850.000000000001,False,-0.2782466870540265,0,1.6040000000000003,64478,18,12,1.0,528.8773989996123,False,0.3199273944852152,3,2.246000000000001,69389,79,10,1.0,2624.128587387918,False,-0.07750336903623446,0,0.659,69494,207,267,1.0,14758.443606843863,False,0.0030299944340747885,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88671,493,209,1.0,27424.47220124184,False,-0.028013404023193605,0.6666666666666666,429843,0.0,0.0,22,0,0,18,5,4.6,16,34,20,207.0,75.0,14,10,20,2415,1.4839965589926578,110.51861752406694
60,20,0,0,0,10.000000000000002,20,10.0,28.664025071040243,6,13.833333333333334,32.3824370746061,5,19.0,53.999999999999986,0,,0,5.663000000000001,32337,599,0,0.0,5990.000000000001,False,-0.27967380224260957,0,1.6040000000000003,64501,14,16,1.0,598.6244011366439,False,0.3211072823765204,0,2.2430000000000008,69484,69,15,1.0,2463.5542860208684,False,-0.07731139803746777,0,0.659,69411,203,277,1.0,14788.73215908706,False,0.0021446233679561595,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88576,488,219,1.0,27628.62929240777,False,-0.0279462030663994,0.6666666666666666,429643,0.0,0.0,12,0,0,17,0,0.0,13,30,19,120.0,36.0,9,11,19,378,1.585838861996308,112.10445638606325
61,19,0,0,0,10.000000000000002,20,10.0,28.123095721192882,31,24.612903225806452,31.66003485824428,16,23.75,53.99999999999999,7,54.0,16,5.823,31965,609,0,0.0,6090.000000000001,False,-0.28623853211009176,0,1.6040000000000003,64941,14,11,1.0,449.3540529331217,False,0.3285561065538545,0,2.2430000000000008,68955,89,12,1.0,2882.875937485098,False,-0.08147808654972465,0,0.6590000000000001,69557,194,284,1.0,14447.330469652796,False,0.0018223305388291296,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,88574,494,222,1.0,27628.057219972674,False,-0.027967905804523425,0.6666666666666666,429326,0.0,0.0,19,0,0,18,2,2.0,14,32,19,168.0,39.0,11,8,19,1498,1.5811790290172212,113.68563541508047
62,19,0,0,0,10.000000000000002,20,10.0,28.123095721192882,0,,32.328959561064636,24,37.125,53.99999999999999,0,,0,5.807,31835,622,0,0.0,6220.000000000001,False,-0.2875637104994903,0,1.604,64871,11,21,1.0,700.5850101450505,False,0.3296899593286957,9,2.3330000000000006,69312,79,10,1.0,2545.014157584884,False,-0.07902418967925198,0,0.659,69713,184,291,1.0,14582.376844969298,False,0.004738826770066199,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87683,508,232,1.0,28951.11145702083,False,-0.0301464320303946,0.6666666666666666,428748,0.0,0.0,12,0,0,11,1,0.42857142857142855,15,26,17,114.0,32.0,8,11,17,356,1.4595134559785947,115.14514887105906
63,17,0,0,0,10.0,20,10.0,27.74629694912703,5,12.0,32.49902889368886,12,35.0,53.99999999999999,0,,5,5.857000000000002,31635,633,0,0.0,6330.0,False,-0.290519877675841,0,1.6040000000000003,64781,10,31,1.0,960.1352054229379,False,0.3305008685568087,2,2.3440000000000007,69648,69,10,1.0,2239.4847784266535,False,-0.07663336348412308,0,0.6590000000000001,69653,179,301,1.0,14748.794850894086,False,0.005041654277045416,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87263,510,242,1.0,29642.504735781316,False,-0.03085183921724554,0.6666666666666666,428314,0.0,0.0,9,0,0,12,2,1.1666666666666667,14,26,17,111.0,45.0,7,10,17,200,1.6043624639860354,116.7495113350451
64,17,0,0,0,10.0,20,10.0,26.231677288592557,33,17.393939393939394,32.055236975597694,5,17.0,53.99999999999999,0,,16,6.012000000000001,31173,646,0,0.0,6460.0,False,-0.2986136595310907,0,1.6040000000000003,65071,7,24,1.0,699.5602549262214,False,0.33375698526938047,0,2.342000000000001,69447,81,15,1.0,2605.5944150099626,False,-0.07686750945962374,0,0.659,69365,180,311,1.0,14690.880611357543,False,0.0009060464461420197,0,0.2,105334,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,87178,505,252,1.0,29795.894672676834,False,-0.030930683954483673,0.6666666666666666,427568,0.0,0.0,13,0,0,12,2,2.0,16,28,20,121.0,24.0,9,8,20,645,1.45795667800121,118.20746801304631
