index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,23,0,0,0,10.000000000000002,20,10.0,35.062271161842254,34,37.94117647058823,4.487750331764754,3,13.666666666666666,41.99999999999999,20,42.0,0,0.6950000000000001,47656,3,47,1.0,1677.926744606586,False,0.1570111030277065,0,0.2,48963,7,36,1.0,1332.2417618263212,False,0.18407026007809238,0,0.2,64443,0,0,0.0,0.0,False,0.0,3,8.042,-45244.0,642,0,0.0,22509.978085902727,False,-1.5274275089156097,0,0.8390000000000002,102101,0,8,0.6,335.99999999999994,False,0.07844563956553834,10,3.2340000000000013,86497,650,0,0.0,2917.03771564709,False,-0.0724926831401082,0.43333333333333335,304416,0.0,0.0,10,0,0,8,8,77.94137159137159,18,26,18,154.0,43.0,12,11,18,620,1.2224575739819556,64.20020666305209
34,18,0,0,1,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,20,42.0,0,0.6950000000000001,47556,3,57,1.0,2028.5494562250085,False,0.15880790972258685,0,0.2,48863,7,46,1.0,1682.8644734447437,False,0.18586706677297257,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,0.8390000000000002,102353,0,2,0.0,83.99999999999999,False,0.07977433301697776,14,3.3640000000000008,86226,650,0,0.0,2917.03771564709,False,-0.0753504285793152,0.3333333333333333,349441,0.0,0.125,8,0,0,2,17,3265.036160714286,20,22,14,102.0,28.0,8,10,14,452,1.1813956190017052,65.38160228205379
35,14,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,20,42.0,0,0.6950000000000001,47446,4,67,1.0,2389.172167843431,False,0.16048542453408676,0,0.2,48773,6,56,1.0,2023.4871850631662,False,0.18778316535123302,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,3,0.8690000000000002,102409,0,0,0.0,0.0,False,0.07992196562269324,15,3.500000000000001,85926,650,0,0.0,2917.03771564709,False,-0.07851398441607572,0.3333333333333333,348997,0.0,0.125,7,0,0,5,14,487.58957264957263,9,14,11,81.0,27.0,5,9,11,200,1.0290794849861413,66.41068176703993
36,11,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,47356,3,77,1.0,2729.7948794618537,False,0.1624015231123474,0,0.2,48663,7,66,1.0,2384.109896681589,False,0.18946068016273312,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,10,0.9660000000000002,102265,0,0,0.0,0.0,False,0.0784034588210482,10,3.5850000000000004,85779,650,0,0.0,2917.03771564709,False,-0.08006412677608837,0.3333333333333333,348506,0.0,0.125,7,0,0,6,12,2052.5759682158123,8,14,11,21.0,27.0,2,9,11,200,0.9477219419786707,67.3584037090186
37,11,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,20,42.0,0,0.6950000000000001,47286,0,87,1.0,3050.417591080276,False,0.16455620545736835,0,0.2,48533,10,76,1.0,2764.732608300011,False,0.19089961120747254,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,3,0.9860000000000002,102241,0,0,0.0,0.0,False,0.07815037435410735,17,3.745000000000001,85399,650,0,0.0,2917.03771564709,False,-0.0840712975026517,0.3333333333333333,347902,0.0,0.125,6,0,0,5,14,400.58671207264956,12,17,10,42.0,21.0,4,7,10,200,1.1084831320331432,68.46688684105175
38,10,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,47206,0,95,0.8,3330.915760375014,False,0.16599365081327266,0,0.2,48413,12,86,1.0,3135.355319918434,False,0.1924578341355924,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,11,1.0930000000000002,102059,0,0,0.0,0.0,False,0.07623115047980597,9,3.8180000000000005,85272,650,0,0.0,2917.03771564709,False,-0.08541053614021366,0.3,347393,0.0,0.125,6,0,0,3,18,3894.1455920205917,12,15,8,39.0,21.0,3,7,8,200,0.9924168869620189,69.45930372801377
39,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,47086,2,105,1.0,3701.538471993437,False,0.16755187374139235,0,0.2,48333,10,96,1.0,3465.978031536856,False,0.1944932245972331,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,8,1.1620000000000001,101950,0,0,0.0,0.0,False,0.07508172519244964,12,3.9290000000000007,85065,650,0,0.0,2917.03771564709,False,-0.08759338966757842,0.3333333333333333,346877,0.0,0.125,7,0,0,3,9,9.0,13,16,8,24.0,15.0,3,5,8,200,0.9672220489592291,70.426525776973
40,8,0,0,0,9.999999999999998,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,20,42.0,0,0.6950000000000001,46976,3,115,1.0,4062.161183611859,False,0.16922938855289227,0,0.2,48243,9,106,1.0,3806.600743155279,False,0.1964093231754937,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,6,1.2140000000000002,101892,0,0,0.0,0.0,False,0.07447010439734261,14,4.057000000000001,84797,650,0,0.0,2917.03771564709,False,-0.09041949954841781,0.3333333333333333,346351,0.0,0.125,7,0,0,1,9,441.1128917378917,14,15,10,18.0,21.0,1,7,10,200,1.9163779689697549,72.34290374594275
41,10,0,0,0,9.999999999999998,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,46866,4,125,1.0,4422.783895230282,False,0.17090690336439238,0,0.2,48153,8,116,1.0,4147.223454773702,False,0.19832542175375414,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,10,1.3080000000000003,101747,0,0,0.0,0.0,False,0.07294105240957503,10,4.143000000000001,84647,650,0,0.0,2917.03771564709,False,-0.09200127746679806,0.3333333333333333,345856,0.0,0.125,5,0,0,1,7,108.36783625730993,12,13,9,18.0,27.0,1,9,9,200,0.888302904961165,73.23120665090391
42,9,0,0,0,9.999999999999998,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,46766,4,135,1.0,4773.4066068487045,False,0.17270371005927257,0,0.2,48053,8,126,1.0,4497.846166392124,False,0.20012222844863434,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,11,1.4080000000000004,101569,0,0,0.0,0.0,False,0.07106400927976379,9,4.223000000000001,84520,650,0,0.0,2917.03771564709,False,-0.09334051610436002,0.3333333333333333,345351,0.0,0.125,6,0,0,2,9,428.0809156378601,13,15,9,36.0,21.0,2,7,9,200,0.9016126990318298,74.13281934993574
43,9,0,0,0,9.999999999999998,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,9,42.0,0,0.6950000000000001,46646,6,145,1.0,5144.029318467127,False,0.17426193298739243,0,0.2,47973,6,136,1.0,4828.468878010546,False,0.2021576189102752,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,9,4.304000000000001,84412,650,0,0.0,2917.03771564709,False,-0.09447939620559381,0.3333333333333333,345043,0.0,0.125,7,0,0,2,2,2.0,13,15,9,36.0,21.0,2,7,9,200,0.8885018120054156,75.02132116194116
44,9,0,0,0,9.999999999999998,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,14,42.0,0,0.6950000000000001,46556,5,155,1.0,5484.652030085549,False,0.17617803156565287,0,0.2,47863,7,146,1.0,5189.091589628969,False,0.20383513372177514,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,14,4.4350000000000005,84139,650,0,0.0,2917.03771564709,False,-0.09735823201704588,0.3333333333333333,344570,0.0,0.125,7,0,0,2,5,5.0,14,16,8,36.0,21.0,2,7,8,200,0.8942965349997394,75.9156176969409
45,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,13,42.0,0,0.6950000000000001,46476,3,165,1.0,5815.274741703972,False,0.17821342202729357,0,0.2,47743,9,156,1.0,5559.714301247392,False,0.205393356649895,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,13,4.551000000000001,83926,650,0,0.0,2917.03771564709,False,-0.09960435666114585,0.3333333333333333,344157,0.0,0.125,7,0,0,3,4,4.0,12,15,8,18.0,21.0,1,7,8,200,0.8812712570070289,76.79688895394793
46,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,10,42.0,0,0.6950000000000001,46376,3,175,1.0,6165.8974533223945,False,0.18001022872217393,0,0.2,47643,9,166,1.0,5910.337012865814,False,0.20719016334477516,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,10,4.638000000000001,83780,650,0,0.0,2917.03771564709,False,-0.10114395383503597,0.3333333333333333,343811,0.0,0.125,6,0,0,3,3,3.0,9,12,8,18.0,21.0,1,7,8,200,0.8769248860189691,77.6738138399669
47,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,9,42.0,0,0.6950000000000001,46246,6,185,1.0,6546.520164940817,False,0.18144915976691334,0,0.2,47573,6,176,1.0,6230.959724484237,False,0.2093448456897963,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,9,4.718000000000001,83659,650,0,0.0,2917.03771564709,False,-0.10241992135586271,0.3333333333333333,343490,0.0,0.125,6,0,0,6,3,3.0,10,16,8,36.0,18.0,2,6,8,200,0.8862584970192984,78.5600723369862
48,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,12,42.0,0,0.6950000000000001,46156,5,195,1.0,6887.14287655924,False,0.18336525834517395,0,0.2,47463,7,186,1.0,6591.582436102659,False,0.21102236050129625,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,12,4.8290000000000015,83454,650,0,0.0,2917.03771564709,False,-0.1045816845109824,0.3333333333333333,343085,0.0,0.125,7,0,0,3,4,4.0,10,13,8,18.0,21.0,1,7,8,200,0.8831065189442597,79.44317885593046
49,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,8,42.0,0,0.6950000000000001,46036,7,205,1.0,7257.765588177662,False,0.18492348127329364,0,0.2,47383,5,196,1.0,6922.205147721082,False,0.21305775096293694,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,8,4.897000000000001,83366,650,0,0.0,2917.03771564709,False,-0.10550966088976549,0.3333333333333333,342797,0.0,0.125,5,0,0,6,2,2.0,8,14,8,18.0,21.0,1,7,8,200,0.8915991790127009,80.33477803494316
50,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,9,42.0,0,0.6950000000000001,45946,6,215,1.0,7598.3882997960845,False,0.18683957985155425,0,0.2,47273,6,206,1.0,7282.827859339504,False,0.21473526577443705,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,9,4.979000000000001,83239,650,0,0.0,2917.03771564709,False,-0.10684889952732743,0.3333333333333333,342470,0.0,0.125,7,0,0,6,3,3.0,9,15,8,36.0,18.0,2,6,8,200,0.7303658709861338,81.06514390592929
51,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,9,42.0,0,0.6950000000000001,45816,9,225,1.0,7979.011011414507,False,0.1882785108962937,0,0.2,47203,3,216,1.0,7603.450570957927,False,0.216889948119458,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,9,5.060000000000001,83117,650,0,0.0,2917.03771564709,False,-0.10813541223427671,0.3333333333333333,342148,0.0,0.125,6,0,0,4,3,3.0,10,14,8,18.0,21.0,1,7,8,200,0.7304341760464013,81.79557808197569
52,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,9,42.0,0,0.6950000000000001,45726,8,235,1.0,8319.63372303293,False,0.19019460947455413,0,0.2,47093,4,226,1.0,7964.07328257635,False,0.2185674629309581,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,9,5.141000000000001,82988,650,0,0.0,2917.03771564709,False,-0.10949574124408373,0.3333333333333333,341819,0.0,0.125,7,0,0,6,3,3.0,9,15,8,36.0,18.0,2,6,8,200,0.7275399660575204,82.52311804803321
53,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,9,42.0,0,0.6950000000000001,45646,6,245,1.0,8650.256434651352,False,0.192229999936195,0,0.2,46973,6,236,1.0,8334.695994194772,False,0.22012568585907777,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,9,5.222000000000001,82861,650,0,0.0,2917.03771564709,False,-0.11083497988164569,0.3333333333333333,341492,0.0,0.125,7,0,0,5,3,3.0,10,15,8,36.0,18.0,2,6,8,200,0.7691915030009113,83.29230955103412
54,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,13,42.0,0,0.6950000000000001,45546,6,255,1.0,9000.879146269775,False,0.1940268066310752,0,0.2,46873,6,246,1.0,8685.318705813195,False,0.22192249255395813,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,13,5.343000000000002,82635,650,0,0.0,2917.03771564709,False,-0.11321819194533861,0.3333333333333333,341066,0.0,0.125,6,0,0,4,4,4.0,10,14,8,36.0,18.0,2,6,8,200,0.8008497239788994,84.09315927501302
55,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.00000000000001,11,42.0,0,0.6950000000000001,45416,9,265,1.0,9381.501857888197,False,0.19546573767581477,0,0.2,46803,3,256,1.0,9005.941417431617,False,0.22407717489897908,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,11,5.440000000000001,82459,650,0,0.0,2917.03771564709,False,-0.11507414470290478,0.3333333333333333,340690,0.0,0.125,6,0,0,4,4,4.0,9,13,8,36.0,18.0,2,6,8,200,0.7972531150444411,84.89041239005746
56,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,7,42.0,0,0.6950000000000001,45316,9,275,1.0,9732.124569506619,False,0.19726254437069496,0,0.2,46703,3,266,1.0,9356.564129050039,False,0.22587398159385927,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,7,5.499000000000002,82379,650,0,0.0,2917.03771564709,False,-0.11591775959270759,0.3333333333333333,340410,0.0,0.125,6,0,0,4,2,2.0,11,15,8,18.0,21.0,1,7,8,200,0.7947669249842875,85.68517931504175
57,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.00000000000001,8,42.0,0,0.6950000000000001,45206,10,285,1.0,10092.747281125043,False,0.19894005918219507,0,0.2,46613,2,276,1.0,9697.186840668463,False,0.22779008017211988,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,8,5.572000000000002,82289,650,0,0.0,2917.03771564709,False,-0.11686682634373574,0.3333333333333333,340120,0.0,0.125,7,0,0,3,3,3.0,11,14,8,18.0,21.0,1,7,8,200,0.8020362909883261,86.48721560603008
58,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.000000000000014,7,42.0,0,0.6950000000000001,45136,7,295,1.0,10413.369992743465,False,0.20109474152721601,0,0.2,46483,5,286,1.0,10077.809552286884,False,0.22922901121685932,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,7,5.634000000000001,82220,650,0,0.0,2917.03771564709,False,-0.11759444418619067,0.3333333333333333,339851,0.0,0.125,6,0,0,4,2,2.0,9,13,8,18.0,21.0,1,7,8,200,0.8101681230473332,87.29738372907741
59,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.00000000000001,14,42.0,0,0.6950000000000001,45026,8,305,1.0,10773.992704361888,False,0.20277225633871596,0,0.2,46393,4,296,1.0,10418.432263905308,False,0.23114510979511993,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,14,5.767000000000002,81964,650,0,0.0,2917.03771564709,False,-0.12029401183355964,0.3333333333333333,339395,0.0,0.125,7,0,0,6,5,5.0,9,15,8,36.0,18.0,2,6,8,200,0.8092815109994262,88.10666524007684
60,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.00000000000001,5,42.0,0,0.6950000000000001,44946,6,315,1.0,11104.61541598031,False,0.20480764680035682,0,0.2,46273,6,306,1.0,10789.05497552373,False,0.23270333272323962,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000002,101569,0,0,0.0,0.0,False,0.07106400927976379,5,5.803000000000002,81912,650,0,0.0,2917.03771564709,False,-0.12084236151193146,0.3333333333333333,339143,0.0,0.125,7,0,0,5,2,2.0,11,16,8,36.0,18.0,2,6,8,200,0.8143628920079209,88.92102813208476
61,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,11,42.0,0,0.6950000000000001,44826,8,325,1.0,11475.238127598732,False,0.2063658697284765,0,0.2,46193,4,316,1.0,11119.677687142152,False,0.23473872318488032,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,0,1.3970000000000005,101569,0,0,0.0,0.0,False,0.07106400927976379,11,5.908000000000002,81731,650,0,0.0,2917.03771564709,False,-0.12275104020011031,0.3333333333333333,338762,0.0,0.125,7,0,0,5,4,4.0,10,15,8,36.0,18.0,2,6,8,200,0.8109196930308826,89.73194782511564
62,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,17,42.0,0,0.6950000000000001,44686,12,335,1.0,11865.860839217155,False,0.20768550888983583,0,0.2,46133,0,326,1.0,11430.300398760575,False,0.23701269741328168,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,10,1.4970000000000003,101423,0,0,0.0,0.0,False,0.06952441210587366,7,5.967000000000001,81663,650,0,0.0,2917.03771564709,False,-0.1234681128564427,0.3333333333333333,338348,0.0,0.125,5,0,0,5,5,5.0,9,14,8,18.0,21.0,1,7,8,200,0.8004085629945621,90.5323563881102
63,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,16,42.0,0,0.6950000000000001,44566,14,345,1.0,12236.483550835577,False,0.20924373181795553,0,0.2,46053,0,334,0.8,11710.798568055314,False,0.23845014276918583,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,5,1.5370000000000001,101375,0,0,0.0,0.0,False,0.06901824317199198,11,6.070000000000001,81485,650,0,0.0,2917.03771564709,False,-0.12534515598625393,0.3,337922,0.0,0.125,7,0,0,1,6,6.0,14,15,8,18.0,21.0,1,7,8,200,0.8105333549901843,91.34288974310039
64,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,44486,12,355,1.0,12567.106262454,False,0.2112791222795964,0,0.2,45933,2,344,1.0,12081.421279673736,False,0.2400083656973057,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,4,1.572,101343,0,0,0.0,0.0,False,0.06868079721607086,16,6.219000000000002,81167,650,0,0.0,2917.03771564709,False,-0.12869852517322009,0.3333333333333333,337372,0.0,0.125,7,0,0,2,6,6.0,11,13,8,18.0,21.0,1,7,8,200,0.8084480029647239,92.15133774606511
65,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,44386,12,365,1.0,12917.728974072423,False,0.21307592897447658,0,0.2,45833,2,354,1.0,12432.043991292157,False,0.24180517239218588,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,7,1.6380000000000001,101263,0,0,0.0,0.0,False,0.06783718232626806,13,6.333000000000001,80957,650,0,0.0,2917.03771564709,False,-0.13091301425895244,0.3333333333333333,336882,0.0,0.125,6,0,0,3,5,5.0,4,7,8,18.0,21.0,1,7,8,200,0.7214902789564803,92.87282802502159
66,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,44296,11,375,1.0,13258.351685690845,False,0.21499202755273703,0,0.2,45723,3,364,1.0,12792.666702910581,False,0.243482687203686,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,12,1.7510000000000001,101055,0,0,0.0,0.0,False,0.06564378361278077,8,6.400000000000001,80848,650,0,0.0,2917.03771564709,False,-0.13206243954630878,0.3333333333333333,336365,0.0,0.125,7,0,0,4,7,7.0,5,9,8,36.0,18.0,2,6,8,200,0.7929252879694104,93.665753312991
67,8,0,0,0,10.000000000000002,20,10.0,35.062271161842254,0,,4.487750331764754,0,,42.0,20,42.0,0,0.6950000000000001,44246,6,385,1.0,13558.974397309268,False,0.21738529366451867,0,0.2,45573,8,374,1.0,13193.289414529003,False,0.2446830344816649,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,10,1.8390000000000004,100915,0,0,0.0,0.0,False,0.06416745755562586,10,6.492000000000001,80702,650,0,0.0,2917.03771564709,False,-0.13360203672019888,0.3333333333333333,335879,0.0,0.125,7,0,0,1,6,6.0,6,7,8,18.0,21.0,1,7,8,200,0.7280535780009814,94.39380689099198
68,8,0,0,0,10.0,20,10.0,35.062271161842254,0,,4.487750331764754,0,,41.99999999999999,20,42.0,0,0.6950000000000001,44116,9,395,1.0,13939.59710892769,False,0.21882422470925808,0,0.2,45503,5,384,1.0,13513.912126147425,False,0.24683771682668584,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,8.039000000000001,-57779.666666666664,642,0,0.0,22509.978085902727,True,-1.7219508344384233,8,1.9090000000000003,100809,0,0,0.0,0.0,False,0.06304966782663714,12,6.602,80506,650,0,0.0,2917.03771564709,False,-0.13566889320021577,0.3333333333333333,335377,0.0,0.125,6,0,0,2,7,7.0,0,2,8,36.0,18.0,2,6,8,200,0.734965679992456,95.12877257098444
