index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,20,0,0,0,10.000000000000002,20,10.0,30.319965329157217,23,34.17391304347826,5.99959539340894,16,3.875,42.0,20,42.0,0,0.30800000000000005,43133,3,21,1.0,666.7192719123016,False,0.03703678093133914,0,0.2,43818,2,28,1.0,868.9590292164021,False,0.05579232510875133,0,0.2,64443,0,0,0.0,0.0,False,0.0,16,2.4210000000000007,46559.0,178,0,0.0,5396.953828589984,False,-0.23564270883889646,7,0.44100000000000006,96230,0,8,0.8,336.0,False,0.01653485184013498,13,1.0140000000000002,92691,192,0,0.0,1151.9223155345167,False,-0.016482535508095936,0.4666666666666666,386874,0.0,0.0,10,0,0,10,10,10.0,13,23,17,89.0,42.0,9,11,17,986,1.4285503920400515,34.809319906984456
11,17,0,0,0,10.000000000000002,20,10.0,30.720257359446464,7,39.0,5.827800029883557,37,5.108108108108108,42.0,20,42.0,0,0.30800000000000005,43023,4,31,1.0,992.3279781428404,False,0.03829660707809852,0,0.2,44001,1,31,1.0,962.3279781428404,False,0.061272223817135596,0,0.2,64443,0,0,0.0,0.0,False,0.0,37,2.7750000000000012,44262.0,185,0,0.0,5683.247611497596,False,-0.26906531654719984,0,0.43400000000000005,96512,5,10,1.0,449.13900014941777,False,0.020105130233836414,12,1.1210000000000002,92351,214,0,0.0,1247.1492063950811,False,-0.01956580614576038,0.5,384592,0.0,0.0,11,0,0,9,10,10.0,15,24,18,92.0,21.0,10,7,18,809,1.4164142929948866,36.22573419997934
12,18,0,0,0,10.000000000000002,20,10.0,30.48748146506051,16,28.5,5.45017430608863,25,2.84,42.0,20,42.0,0,0.30800000000000005,43399,2,25,1.0,782.1870366265127,False,0.04476054583941531,0,0.2,43881,3,41,1.0,1279.986740067481,False,0.062198629814232534,0,0.2,64443,0,0,0.0,0.0,False,0.0,25,2.988000000000001,42623.0,201,0,0.0,6127.983774477163,False,-0.2910480286883202,0,0.43400000000000005,96799,1,13,1.0,551.4501743060887,False,0.02367104383795256,13,1.2390000000000003,92063,233,0,0.0,1269.8906133186506,False,-0.022482913564701813,0.5,383208,0.0,0.0,11,0,0,5,8,8.0,14,19,16,90.0,33.0,7,11,16,950,1.4128979200031608,37.6386321199825
13,16,0,0,0,10.000000000000002,20,10.0,30.430893525605615,25,30.12,5.175963526338204,16,2.125,42.0,20,42.0,0,0.30800000000000005,43835,3,21,1.0,669.0487640377179,False,0.05381315030822309,0,0.2,43998,2,40,1.0,1237.2357410242246,False,0.06448007516610471,0,0.2,64443,0,0,0.0,0.0,False,0.0,16,3.1230000000000007,41186.0,226,0,0.0,6877.381936786869,False,-0.3075323779402971,0,0.43400000000000005,97101,7,15,1.0,666.2317446843674,False,0.02746088655849608,12,1.3460000000000003,91869,233,0,0.0,1205.9995016368014,False,-0.024865551504604004,0.5,382432,0.0,0.0,13,0,0,7,8,8.0,13,20,14,99.0,27.0,7,9,14,1289,1.1817234070040286,38.82035552698653
14,14,0,0,0,10.000000000000002,20,10.0,31.67123879597223,22,39.90909090909091,5.065272049377293,51,4.686274509803922,42.0,20,42.0,0,0.30800000000000005,44365,4,15,1.0,515.0685819395835,False,0.06462123135395796,0,0.2,44146,1,44,1.0,1403.5345070227781,False,0.06999492421413821,0,0.2,64443,0,0,0.0,0.0,False,0.0,51,3.6170000000000018,37036.0,248,0,0.0,7854.4672214011125,False,-0.3643493690439527,0,0.43400000000000005,97438,8,16,1.0,712.5221763950184,False,0.03125868489083109,11,1.4440000000000002,91504,273,0,0.0,1382.819269480001,False,-0.027782245758304284,0.5,378932,0.0,0.0,13,0,0,5,11,11.0,12,17,19,59.0,33.0,6,8,19,1456,1.204224035027437,40.02457956201397
15,19,0,0,0,10.000000000000002,20,10.0,32.39968539232218,52,34.51923076923077,5.388932902026416,11,11.363636363636363,42.0,20,42.0,21,0.518,44812,5,10,1.0,373.9968539232218,False,0.0736030545154748,0,0.2,44680,0,38,1.0,1231.188044908243,False,0.0806793439531927,0,0.2,64443,0,0,0.0,0.0,False,0.0,11,3.676000000000001,34923.0,300,0,0.0,9719.905617696655,False,-0.38266448165280437,0,0.43400000000000005,97963,1,13,1.0,551.3889329020265,False,0.035945317583581236,7,1.5030000000000003,91320,281,0,0.0,1514.290145469423,False,-0.029029367576350194,0.5,378141,0.0,0.0,13,0,0,14,7,6.5,13,27,21,136.0,17.0,13,6,21,1590,1.1899245530366898,41.21450411505066
16,21,0,0,0,10.000000000000002,20,10.0,29.433903580998418,43,16.813953488372093,5.30015775165671,17,4.294117647058823,42.0,20,42.0,22,0.7170000000000001,44738,4,10,1.0,334.3390358099842,False,0.07136444906009909,0,0.2,44749,1,37,1.0,1099.0544324969414,False,0.08074932519560216,0,0.2,64443,0,0,0.0,0.0,False,0.0,17,3.835000000000001,33518.0,343,0,0.0,10095.828928282457,False,-0.4015499827112141,0,0.43400000000000005,98416,0,6,0.4,252.0,False,0.03914373088685015,9,1.5860000000000005,91136,295,0,0.0,1563.5465367387294,False,-0.030709972916067054,0.39999999999999997,377000,0.0,0.0,12,0,0,8,7,6.6875,14,22,18,112.0,35.0,10,11,18,841,1.0070316369528882,42.22153575200355
17,18,0,0,0,10.000000000000002,20,10.0,28.811648987484133,13,19.076923076923077,5.436042278118751,10,8.0,42.0,20,42.0,0,0.6950000000000001,44798,6,11,1.0,376.92813886232545,False,0.07330400509212101,0,0.2,44737,0,42,0.9,1210.0892574743336,False,0.0817875800147246,0,0.2,64443,0,0,0.0,0.0,False,0.0,10,3.918000000000001,32980.0,356,0,0.0,10256.947039544351,False,-0.4086483633634037,2,0.45400000000000007,98652,0,0,0.0,0.0,False,0.04030370136032901,12,1.697,90849,305,0,0.0,1657.992894826219,False,-0.03323846412092047,0.31666666666666665,376459,0.0,0.0,11,0,0,3,6,6.0,19,22,20,113.0,30.0,8,10,20,700,1.0728230319800787,43.294358783983625
18,20,0,0,0,10.000000000000002,20,10.0,29.246015284949163,22,33.09090909090909,6.11032030225189,22,11.590909090909092,42.0,20,42.0,0,0.6950000000000001,44698,6,21,1.0,674.1663209839325,False,0.07446397768029693,0,0.2,45365,0,30,1.0,877.3804585484748,False,0.09280169464317979,0,0.2,64443,0,0,0.0,0.0,False,0.0,22,4.128000000000001,31447.0,378,0,0.0,11054.993777710784,False,-0.42624494687001857,8,0.532,98544,0,0,0.0,0.0,False,0.03916482125909522,12,1.8050000000000002,90384,327,0,0.0,1998.074738836368,False,-0.036348862496908246,0.3333333333333333,374881,0.0,0.0,8,0,0,11,10,10.0,13,24,22,108.0,39.0,10,10,22,928,2.6036030930117704,45.897961876995396
19,22,0,0,0,10.000000000000002,20,10.0,28.299223562923064,19,18.57894736842105,5.940288122380287,38,5.131578947368421,42.0,20,42.0,0,0.6950000000000001,44808,5,21,1.0,644.2836948213843,False,0.07673192363913467,0,0.2,45408,1,31,1.0,887.275930450615,False,0.09394564978826428,0,0.2,64443,0,0,0.0,0.0,False,0.0,38,4.4860000000000015,28960.0,397,0,0.0,11234.791754480457,False,-0.4634421756088291,9,0.6140000000000001,98341,10,10,1.0,479.40288122380286,False,0.03955184478131285,11,1.9030000000000005,90101,345,0,0.0,2049.399402221199,False,-0.03906253610555099,0.5,372061,0.0,0.0,8,0,0,9,13,13.0,17,26,22,149.0,29.0,12,10,22,553,1.238633364031557,47.13659524102695
20,22,0,0,0,10.000000000000002,20,10.0,28.299223562923064,0,,5.75480654842891,55,5.090909090909091,42.0,20,42.0,0,0.6950000000000001,44668,9,31,1.0,967.275930450615,False,0.07724478611502861,0,0.2,45348,0,38,0.7,1075.3704953910765,False,0.09475796267823494,0,0.2,64443,0,0,0.0,0.0,False,0.0,55,4.998000000000002,25270.0,397,0,0.0,11234.791754480457,False,-0.5207020797101279,0,0.6050000000000001,98630,11,12,1.0,567.302872032718,False,0.04306286445235006,12,2.0120000000000005,89659,389,0,0.0,2238.619747338846,False,-0.042725826492993536,0.45,368018,0.0,0.0,10,0,0,3,11,11.0,16,19,19,91.0,47.0,8,14,19,536,1.0911967690335587,48.22779201006051
21,19,0,0,0,10.000000000000002,20,10.0,28.92806364952024,16,36.5,5.585716686820382,33,4.424242424242424,42.0,20,42.0,0,0.6950000000000001,44801,9,34,1.0,1073.5541640836882,False,0.08168576327818497,0,0.2,45599,0,39,1.0,1128.1944823312895,False,0.10137656251289898,0,0.2,64443,0,0,0.0,0.0,False,0.0,33,5.2730000000000015,22977.0,413,0,0.0,11947.290287251859,False,-0.5507557819526414,0,0.6050000000000001,98976,16,13,1.0,635.3714669891261,False,0.047070396852204655,11,2.1100000000000003,89367,407,0,0.0,2273.3866915358954,False,-0.04562170889203901,0.5,366163,0.0,0.0,14,0,0,2,9,9.0,20,22,26,109.0,42.0,8,11,26,1162,1.166645658959169,49.39443766901968
22,26,0,0,0,10.000000000000002,20,10.0,29.359626641194865,11,36.72727272727273,5.079506441161129,29,1.0,41.99999999999999,20,42.0,0,0.6950000000000001,44901,9,39,1.0,1235.0254390065998,False,0.08599782219552651,0,0.2,45703,0,43,1.0,1262.463945571379,False,0.1054595594022448,0,0.2,64443,0,0,0.0,0.0,False,0.0,29,5.530000000000001,21108.0,424,0,0.0,12448.481695866623,False,-0.575869514952232,0,0.6050000000000001,99180,12,18,1.0,816.9540772939334,False,0.05017902603234167,15,2.2490000000000006,89055,430,0,0.0,2184.1877696992856,False,-0.049382116578618115,0.5,364390,0.0,0.0,10,0,0,4,7,7.0,21,25,24,132.0,55.0,12,14,24,814,1.2318977619870566,50.62633543100674
23,24,0,0,0,10.000000000000002,20,10.0,29.802167005067336,11,37.0,5.087875893764849,23,5.173913043478261,42.0,20,42.0,0,0.6950000000000001,44811,8,49,1.0,1540.3061832482995,False,0.0874923197887137,0,0.2,46000,1,42,1.0,1261.6910142128281,False,0.11253627683128349,0,0.2,64443,0,0,0.0,0.0,False,0.0,23,5.731000000000002,19736.0,435,0,0.0,12963.94264720429,False,-0.59316029167478,0,0.6050000000000001,99667,9,16,1.0,717.7908830438837,False,0.054791684504080444,8,2.314000000000001,88844,446,0,0.0,2269.192648619123,False,-0.05115895471570641,0.5,363501,0.0,0.0,11,0,0,3,7,7.0,17,20,26,98.0,52.0,9,15,26,1111,1.1657615780131891,51.792097009019926
24,26,0,0,0,10.000000000000002,20,10.0,30.25813584892319,8,40.0,4.985583452562022,8,2.0,42.0,20,42.0,0,0.6950000000000001,45011,10,51,1.0,1643.1649282950825,False,0.09349101646579999,0,0.2,45920,0,51,0.9,1543.1649282950825,False,0.11398536203052777,0,0.2,64443,0,0,0.0,0.0,False,0.0,8,5.788000000000001,19111.0,443,0,0.0,13404.354181072973,False,-0.599441722288899,0,0.6050000000000002,100081,2,16,1.0,681.971166905124,False,0.05896852877204013,10,2.406000000000001,88691,451,0,0.0,2248.498137105472,False,-0.05288148193026753,0.48333333333333334,363257,0.0,0.0,12,0,0,3,5,5.0,20,23,23,114.0,69.0,9,17,23,940,1.2457536230213009,53.03785063204123
25,23,0,0,0,10.000000000000002,20,10.0,31.208280650234453,24,37.583333333333336,5.098842354205019,14,6.857142857142857,42.0,20,42.0,0,0.6950000000000001,45453,9,47,1.0,1556.7891905610193,False,0.10300602651334895,0,0.2,46180,1,51,1.0,1601.6223131619572,False,0.12088588912012647,0,0.2,64443,0,0,0.0,0.0,False,0.0,14,5.920000000000003,17723.0,467,0,0.0,14574.26706365949,False,-0.6119030223324528,0,0.6050000000000001,100569,0,10,0.6,420.0,False,0.0627333122429611,8,2.476000000000001,88521,461,0,0.0,2350.566325288514,False,-0.0541359995503083,0.43333333333333335,362889,0.0,0.0,12,0,0,4,4,4.0,18,22,21,106.0,58.0,9,14,21,1606,1.2863170320051722,54.3241676640464
26,21,0,0,0,10.000000000000002,20,10.0,32.157230335751855,38,36.31578947368421,4.976858290104168,26,4.0,42.0,20,42.0,0,0.6950000000000001,46133,5,35,1.0,1175.5030617513148,False,0.11468128861181599,0,0.2,46680,5,45,1.0,1497.0753651088335,False,0.13156791722466038,0,0.2,64443,0,0,0.0,0.0,False,0.0,26,6.166,15058.0,505,0,0.0,16239.401319554687,False,-0.6403379628543466,0,0.6050000000000001,100910,0,9,0.9,378.0,False,0.06610777180217231,10,2.568000000000001,88347,478,0,0.0,2378.9382626697925,False,-0.055821268255458155,0.48333333333333334,361571,0.0,0.0,14,0,0,3,11,11.0,20,23,23,146.0,54.0,10,11,23,2000,1.2411275259801187,55.56529519002652
27,23,0,0,0,10.000000000000002,20,10.0,32.85448746019799,23,38.43478260869565,4.976858290104168,0,,42.0,20,42.0,0,0.6950000000000001,46238,3,40,1.0,1344.1794984079195,False,0.11919859114386502,0,0.2,47259,7,37,1.0,1285.6160360273254,False,0.14285937915764804,0,0.2,64443,0,0,0.0,0.0,False,0.0,0,6.140000000000001,14174.0,528,0,0.0,17347.169378984538,False,-0.6454605668654118,0,0.6050000000000001,101288,0,0,0.0,0.0,False,0.06810081197933143,11,2.668000000000001,88181,478,0,0.0,2378.9382626697925,False,-0.05757176915179898,0.3333333333333333,361583,0.0,0.0,14,0,0,8,3,3.0,17,25,24,160.0,41.0,13,10,24,1462,1.331352570967283,56.8966477609938
28,24,0,0,0,10.000000000000002,20,10.0,33.47790883635618,31,37.225806451612904,4.956635237590243,17,4.705882352941177,42.0,20,42.0,0,0.6950000000000001,46620,2,37,1.0,1258.6826269451785,False,0.1272925827521256,0,0.2,47831,8,29,1.0,1050.8593562543292,False,0.1537059139697276,0,0.2,64443,0,0,0.0,0.0,False,0.0,17,6.310000000000001,12346.0,559,0,0.0,18714.151039523105,False,-0.663220589982441,8,0.685,101179,0,0,0.0,0.0,False,0.06695138669197512,12,2.7770000000000006,87893,495,0,0.0,2453.53444260717,False,-0.06021546745435428,0.3333333333333333,360312,0.0,0.0,12,0,0,2,10,10.0,19,21,24,118.0,57.0,9,15,24,1354,1.1224362259963527,58.019083986990154
29,24,0,0,0,10.000000000000002,20,10.0,34.036298835264105,21,39.23809523809524,4.813529052001707,25,3.64,42.0,20,42.0,0,0.6950000000000001,46690,5,42,1.0,1479.5245510810923,False,0.13159713402539835,0,0.2,48385,5,23,1.0,832.8348732110744,False,0.16432259952773626,0,0.2,64443,0,0,0.0,0.0,False,0.0,25,6.543000000000001,10308.0,580,0,0.0,19741.05332445318,False,-0.686877912849703,9,0.7670000000000001,101054,0,7,0.7,294.0,False,0.06718338078667088,11,2.875000000000001,87628,513,0,0.0,2469.3404036768757,False,-0.06292660337616325,0.45,358508,0.0,0.0,8,0,0,4,12,12.0,20,24,27,139.0,59.0,11,13,27,1024,1.1063562800409272,59.12544026703108
30,27,0,0,0,10.000000000000002,20,10.0,34.036298835264105,0,,4.674715123848055,50,4.1,42.0,20,42.0,0,0.6950000000000001,46600,4,52,1.0,1809.8875394337335,False,0.13339084243252539,0,0.2,48275,6,33,1.0,1183.1978615637154,False,0.16587772416810279,0,0.2,64443,0,0,0.0,0.0,False,0.0,50,7.0180000000000025,6984.0,580,0,0.0,19741.05332445318,False,-0.7384583793084339,6,0.8180000000000001,101276,0,6,0.6,252.0,False,0.06930296319730044,7,2.9340000000000006,87367,557,0,0.0,2603.8163239833666,False,-0.06496986014982935,0.43333333333333335,354945,0.0,0.0,9,0,0,9,13,13.0,20,29,28,152.0,65.0,15,12,28,494,1.257201783999335,60.382642051030416
31,28,0,0,0,10.000000000000002,20,10.0,34.09685422355704,2,40.0,4.64968406665489,32,4.46875,42.0,20,42.0,0,0.6950000000000001,46580,4,60,1.0,2085.8112534134225,False,0.13620522084999556,0,0.2,48175,6,43,1.0,1526.1647316129527,False,0.16758320288701808,0,0.2,64443,0,0,0.0,0.0,False,0.0,32,7.288000000000001,5227.0,582,0,0.0,19844.369158110196,False,-0.7649211771789783,3,0.8420000000000001,101428,5,10,1.0,443.24842033327445,False,0.07191420658195342,11,3.0370000000000013,87118,574,0,0.0,2668.918654259907,False,-0.06725235339945215,0.5,352971,0.0,0.0,8,0,0,9,12,11.666666666666668,19,28,21,140.0,66.0,15,13,21,490,1.3133740090415813,61.696016060072
32,21,0,0,0,10.000000000000002,20,10.0,34.52722629218347,26,37.46153846153846,4.392427779260392,84,3.6666666666666665,41.99999999999999,20,42.0,0,0.6950000000000001,47100,2,55,1.0,1918.997446070091,False,0.14662162339636028,0,0.2,48429,8,42,1.0,1530.1435042717058,False,0.1736906940911355,0,0.2,64443,0,0,0.0,0.0,False,0.0,84,8.096000000000002,-3351.0,608,0,0.0,20992.55358564755,False,-0.8891225300990988,0,0.8390000000000002,101722,3,12,1.0,517.1772833377811,False,0.0754042881120836,12,3.146000000000001,86644,650,0,0.0,2855.078056519255,False,-0.07126922884889134,0.5,344987,0.0,0.0,13,0,0,5,14,14.0,19,24,23,131.0,48.0,11,10,23,1510,1.2817330289981328,62.97774908907013
