index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
761,b1be3293-7914-4197-bc71-d4db3277f7cb,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,40,1,40,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
762,e16065aa-f083-492d-ba8d-90055e9a2e5d,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,44,1,40,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
763,29e1aa7c-37ef-4fcd-819c-3e67b422dfb4,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,25,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,25,,-1,-1
764,2dfeec98-37c8-49ff-87b9-52d33476c0b0,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,49,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,49,,-1,-1
765,50f1d150-9d1a-4545-9ed3-8673d284442f,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,19,3,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,19,,-1,-1
766,e1e03e4a-c060-4fc8-80d3-86bcd93d1511,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,8,2,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
767,35353370-310d-47d3-b507-acad743abdf5,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,41,2,40,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,False,3,0,-1,05Buy@2:product(1.0),-1,-1
768,ea771a47-9bbb-4a1d-8b09-7772f188b57e,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,13,,-1,-1
769,7563473c-d36f-4788-a465-b6726054f9d2,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,31,2,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
770,500a31b0-a348-4ed1-94f6-f1a07078198f,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,32,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,32,,-1,-1
771,f8a22eeb-c8b4-4657-830a-0d732df3c908,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,40,1,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
772,c7213ef7-1de4-4363-89d1-475cdc8e744d,05Buy@2,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,48,2,40,0,-1,-1,BUYER|05Buy@2,[],05Buy@2,BUYER,p3,BUYER,True,3,0,-1,05Buy@2:product(1.0),-1,-1
773,69cabe00-60c7-4133-9703-a8ed92660c2c,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,16,1,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,16,,-1,-1
774,86d77875-3f7b-4dac-9678-f0fd5aaf190b,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,35,1,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,35,,-1,-1
775,bea630fd-8933-441f-9b84-bfc289201a00,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,10,1,40,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
