index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
88,14,0,0,0,10.0,20,10.0,26.14723901910857,0,,30.652538746674207,12,28.0,40.0,20,40.0,0,3.071000000000001,28205,880,0,0.0,8800.0,False,-0.2213545398099059,0,2.351000000000001,57848,30,30,1.0,1084.4171705732572,False,0.3944263405761721,0,2.4860000000000007,45559,519,22,1.0,14244.772903344181,False,-0.11802269421787526,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.6660000000000004,80421,26,159,1.0,7156.966007413529,False,-0.031181354696991355,8,7.993000000000001,56548,636,0,0.0,19495.014642884795,False,-0.2353723940181725,0.5,328767,0.0,0.0,20,0,0,4,4,4.0,1,5,13,90.0,56.0,5,9,13,1016,1.045938573020976,149.30247553694062
89,13,0,0,0,10.0,20,10.0,26.391242670920896,49,27.224489795918366,30.652538746674207,0,,40.0,20,40.0,5,3.121000000000001,28020,892,0,0.0,8920.0,False,-0.2243396857238382,14,2.491000000000001,58698,28,10,1.0,543.912426709209,False,0.40827139068048446,0,2.4860000000000007,44225,558,32,1.0,15707.194650267435,False,-0.12811442424982472,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,80741,16,161,1.0,6930.440619946788,False,-0.0287969238668398,12,8.105,56332,636,0,0.0,19495.014642884795,False,-0.23786365729625977,0.5,328202,0.0,0.0,18,0,0,7,10,10.0,1,8,15,128.0,44.0,8,5,15,1392,1.2679191600182094,150.57039469695883
90,15,0,0,0,10.0,20,10.0,26.409683213294546,1,30.0,31.791254413591982,16,43.0,40.0,20,40.0,0,3.116000000000001,27900,904,0,0.0,9040.0,False,-0.22577255576252567,0,2.4770000000000003,58648,26,19,1.0,761.7839810525963,False,0.40967884583575237,0,2.4860000000000007,44883,549,26,1.0,15325.488698852098,False,-0.12029357704665833,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,81221,6,159,1.0,6550.747526481552,False,-0.025450402370843315,8,8.173,55534,652,0,0.0,20727.897877661973,False,-0.23995768383065189,0.5,328372,0.0,0.0,18,0,0,7,4,4.0,2,9,19,117.0,32.0,9,6,19,1398,1.0794436360010877,151.64983833295992
91,19,0,0,0,10.0,20,10.0,25.956695458008596,5,10.0,31.07079339196507,7,15.0,39.99999999999999,20,40.0,5,3.166000000000001,27750,912,0,0.0,9120.0,False,-0.22839948416678607,0,2.4770000000000003,58528,28,29,1.0,1032.7441682822493,False,0.4100485285413652,0,2.4860000000000007,44938,544,29,1.0,15021.495337523664,False,-0.12191746883926549,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,81701,0,153,0.6,6119.999999999999,False,-0.02239830225021049,8,8.245000000000003,55323,659,0,0.0,20475.65284530498,False,-0.24384592894533647,0.43333333333333335,328426,0.0,0.0,18,0,0,6,4,4.0,3,9,17,132.0,59.0,9,10,17,785,1.253905117046088,152.903743450006
92,17,0,0,0,10.0,20,10.0,26.603914289240542,24,31.0,32.24298487161912,16,43.0,39.99999999999999,20,40.0,0,3.1610000000000005,27670,920,0,0.0,9200.0,False,-0.2293547308592444,0,2.4770000000000003,59152,30,15,1.0,699.0587143386081,False,0.42096597786620105,0,2.4860000000000007,44882,558,23,1.0,15586.572825443462,False,-0.11812481939492504,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,81901,0,148,0.0,5919.999999999999,False,-0.021244939621466386,15,8.387000000000002,54327,675,0,0.0,21764.014788342905,False,-0.24790367814064737,0.3333333333333333,328118,0.0,0.0,16,0,0,3,8,8.0,4,7,21,126.0,74.0,7,10,21,1832,1.2685620419797488,154.17230549198575
93,21,0,0,0,10.0,20,10.0,26.512556568155023,30,26.0,32.24298487161912,0,,39.99999999999999,20,40.0,0,3.1610000000000005,27600,927,0,0.0,9270.0,False,-0.23019057171514543,15,2.6270000000000007,59392,33,10,1.0,595.1255656815503,False,0.4254564355648081,0,2.4860000000000007,44102,578,33,1.0,16388.276197157036,False,-0.1244724163570253,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82261,0,139,0.0,5559.999999999999,False,-0.019168886889727,11,8.482000000000001,54147,675,0,0.0,21764.014788342905,False,-0.24997973087238676,0.3333333333333333,327688,0.0,0.0,16,0,0,7,7,6.833333333333334,4,11,20,168.0,75.0,11,10,20,937,1.3699128209846094,155.54221831297036
94,20,0,0,0,10.0,20,10.0,26.087199920552866,22,22.636363636363637,30.67504836856977,13,13.0,39.99999999999999,20,40.0,9,3.2510000000000003,27359,937,0,0.0,9370.0,False,-0.23475187467163394,3,2.6420000000000003,59623,33,10,1.0,590.8719992055287,False,0.4309221951474128,0,2.4860000000000007,43773,590,30,1.0,16311.699404183284,False,-0.13062145783443035,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82292,3,144,1.0,5852.025145105708,False,-0.0171272900297239,15,8.621,53837,675,0,0.0,20705.657648784592,False,-0.2596585028846488,0.5,327070,0.0,0.0,15,0,0,12,11,10.23076923076923,2,14,17,162.0,33.0,14,6,17,569,1.6630388500052504,157.2052571629756
95,17,0,0,0,10.0,20,10.0,26.087199920552866,0,,29.84146770178964,65,28.0,39.99999999999999,20,40.0,0,3.2420000000000004,27269,946,0,0.0,9460.0,False,-0.23582652720064956,0,2.6390000000000002,59513,34,20,1.0,861.7439984110573,False,0.4315296365096606,35,2.8360000000000003,44403,580,10,1.0,15428.990630938559,False,-0.1274632047769286,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,80912,58,143,1.0,7450.805126703798,False,-0.023823828894595285,9,8.696000000000002,53703,675,0,0.0,20142.990698708007,False,-0.2644488039704047,0.5,325986,0.0,0.0,17,0,0,8,6,5.538461538461538,2,10,14,165.0,66.0,10,7,14,640,2.5315165600040928,159.7367737229797
96,14,0,0,0,10.0,20,10.0,25.928823268300718,20,24.5,29.84146770178964,0,,39.99999999999999,20,40.0,5,3.292000000000001,27064,960,0,0.0,9600.0,False,-0.23905048478769642,0,2.6390000000000007,59888,30,15,1.0,688.9323490245108,False,0.4384216022952729,0,2.801000000000001,43913,590,20,1.0,15894.835082333217,False,-0.13176713028131778,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.6660000000000004,81192,48,146,1.0,7272.390449685901,False,-0.021623297638571397,13,8.817000000000002,53461,675,0,0.0,20142.990698708007,False,-0.26723994153196545,0.5,325704,0.0,0.0,15,0,0,7,8,8.0,1,8,15,144.0,46.0,8,6,15,915,1.1294487919658422,160.86622251494555
97,15,0,0,0,10.0,20,10.0,25.951267569944193,1,30.0,28.81148806961697,14,15.0,39.99999999999999,20,40.0,0,3.287000000000001,27004,966,0,0.0,9660.0,False,-0.23976691980704018,0,2.6390000000000007,59778,34,24,1.0,962.8304216786606,False,0.43906517674068235,0,2.801000000000001,44093,581,16,1.0,15538.670267251448,False,-0.13173502647493385,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,81567,45,144,1.0,7056.516963132763,False,-0.018543089840416287,8,8.884000000000002,53250,682,0,0.0,19649.434863478775,False,-0.27251978095637536,0.5,325878,0.0,0.0,19,0,0,6,4,4.0,3,9,14,117.0,47.0,9,6,14,920,1.173674541991204,162.03989705693675
98,14,0,0,0,10.0,20,10.0,25.951267569944193,0,,28.81148806961697,0,,39.99999999999999,20,40.0,0,3.2870000000000013,26924,974,0,0.0,9740.0,False,-0.24072216649949849,0,2.6390000000000002,59658,36,34,1.0,1242.3430973781026,False,0.43953698115033324,0,2.801000000000001,44093,571,26,1.0,15567.272472248176,False,-0.13149560134395724,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82007,35,143,1.0,6728.402082436593,False,-0.015360471480591205,9,8.966000000000001,53128,682,0,0.0,19649.434863478775,False,-0.2739268833634432,0.5,325996,0.0,0.0,18,0,0,10,4,4.0,0,10,10,134.0,12.0,10,4,10,640,1.2383819469832815,163.27827900392003
99,10,0,0,0,10.0,20,10.0,26.95213709265583,50,30.22,28.81148806961697,0,,39.99999999999999,20,40.0,0,3.2870000000000013,26804,986,0,0.0,9860.0,False,-0.24215503653818599,16,2.7990000000000004,60705,34,10,1.0,609.5213709265583,False,0.45698430256157224,0,2.801,42582,611,36,1.0,17504.96933411892,False,-0.14057215403962003,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82327,25,145,1.0,6520.287201740423,False,-0.012869870698012585,12,9.077000000000002,52914,682,0,0.0,19649.434863478775,False,-0.2763950793889555,0.5,325518,0.0,0.0,19,0,0,5,7,6.842105263157895,3,8,14,114.0,21.0,8,2,14,1480,0.9230571620282717,164.2013361659483
100,14,0,0,0,10.0,20,10.0,26.88171415865547,21,26.238095238095237,28.81148806961697,0,,39.999999999999986,20,40.0,5,3.3370000000000006,26639,996,0,0.0,9960.0,False,-0.24490137077900367,6,2.843000000000001,60957,34,10,1.0,608.8171415865547,False,0.4629939478147126,0,2.801000000000001,42031,622,46,1.0,18045.754657886086,False,-0.14527000504021298,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82887,15,141,1.0,6072.172321044252,False,-0.00899523476094104,6,9.125000000000002,52848,682,0,0.0,19649.434863478775,False,-0.27715629872392666,0.5,325548,0.0,0.0,19,0,0,7,5,4.375,2,9,17,117.0,45.0,9,5,17,760,1.1622719999868423,165.36360816593515
101,17,0,0,0,10.0,20,10.0,26.6876404801781,25,25.2,29.85502815729244,17,41.0,39.999999999999986,20,40.0,5,3.382,26469,1006,0,0.0,10060.0,False,-0.24776711085637865,10,2.9370000000000007,61197,34,10,1.0,606.8764048017811,False,0.46870225443953023,0,2.801000000000001,42098,637,39,1.0,18164.373084007857,False,-0.14315537087937713,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83207,5,143,1.0,5869.275140786461,False,-0.0064745444748944316,12,9.239000000000003,51935,699,0,0.0,20868.664681947415,False,-0.2806554289819994,0.5,325092,0.0,0.0,18,0,0,9,9,9.0,2,11,18,143.0,34.0,11,6,18,1507,1.4788133300025947,166.84242149593774
102,18,0,0,0,10.0,20,10.0,26.29539086798321,5,11.0,30.99688079665407,17,43.0,39.999999999999986,13,40.0,5,3.4270000000000005,26324,1014,0,0.0,10140.0,False,-0.2502746334240818,0,2.9270000000000005,61077,36,20,1.0,885.9078173596641,False,0.46916831228637895,0,2.801000000000001,42774,632,32,1.0,17610.587214058316,False,-0.13647362999063867,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82476,12,153,1.0,6491.962569559847,False,-0.011314703242333963,13,9.357000000000001,51695,699,0,0.0,21666.819676861196,False,-0.2788206885755903,0.5,324532,0.0,0.0,10,0,0,11,8,8.0,3,14,13,207.0,72.0,14,4,13,931,1.524123209004756,168.3665447049425
103,13,0,0,0,10.0,20,10.0,25.85491087153131,5,10.0,30.46989655454301,6,15.0,39.99999999999999,20,40.0,0,3.4220000000000006,26244,1022,0,0.0,10220.0,False,-0.25122988011654007,0,2.9270000000000005,61007,38,25,1.0,1026.3727717882828,False,0.46917386411363,0,2.801,42814,627,36,1.0,17307.94539241368,False,-0.13833733411115104,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82796,2,155,1.0,6260.939793109085,False,-0.00895620801408787,12,9.464000000000002,51393,705,0,0.0,21481.277070952823,False,-0.28337383325286997,0.5,324440,0.0,0.0,16,0,0,6,7,7.0,2,8,12,114.0,44.0,8,5,12,660,1.267008074966725,169.63355277990922
104,12,0,0,0,10.0,20,10.0,25.421761965211644,5,11.0,30.02543203747575,73,29.027397260273972,39.99999999999999,20,40.0,5,3.4720000000000013,26129,1027,0,0.0,10270.0,False,-0.2533791851745713,0,2.9270000000000005,60857,43,35,1.0,1319.7616687824075,False,0.4690949236851316,37,3.171000000000001,42914,622,10,1.0,16112.5902627364,False,-0.14666931524052504,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.6660000000000004,81421,57,155,1.0,7911.449626136116,False,-0.01529676236037908,10,9.552000000000001,50891,713,0,0.0,21408.13304272021,False,-0.28958552159256196,0.5,322398,0.0,0.0,18,0,0,8,11,10.217391304347826,0,8,15,114.0,28.0,8,4,15,600,1.3777236149762757,171.0112763948855
105,15,0,0,0,10.0,20,10.0,24.969181683785916,5,11.0,30.02543203747575,0,,39.99999999999999,20,40.0,5,3.517000000000001,25954,1038,0,0.0,10380.0,False,-0.2562449252519463,0,2.9270000000000005,60767,42,45,1.0,1543.6131757703663,False,0.46961853627275124,0,3.1340000000000003,42859,617,20,1.0,16006.493739645424,False,-0.14847822956550685,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,81781,47,156,1.0,7651.195305761359,False,-0.012645494932347455,11,9.652000000000001,50709,713,0,0.0,21408.13304272021,False,-0.2916846415768762,0.5,322256,0.0,0.0,16,0,0,5,7,7.0,4,9,16,162.0,63.0,9,6,16,560,1.303933685994707,172.3152100808802
106,16,0,0,0,10.0,20,10.0,25.46256379929327,20,29.0,30.02543203747575,0,,40.0,20,40.0,0,3.5120000000000013,25844,1049,0,0.0,10490.0,False,-0.2575583894540765,0,2.9270000000000005,61257,41,35,1.0,1301.1897329752646,False,0.478425630856561,0,3.1340000000000012,42279,627,30,1.0,16865.790463281155,False,-0.15099537540572605,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82221,37,155,1.0,7310.940985386603,False,-0.009532882452818189,9,9.731,50575,713,0,0.0,21408.13304272021,False,-0.2932301474993933,0.5,322362,0.0,0.0,16,0,0,9,5,5.0,2,11,14,168.0,60.0,11,5,14,1220,1.1243754949537106,173.43958557583392
107,14,0,0,0,10.0,20,10.0,25.46256379929327,0,,30.02543203747575,0,,40.0,20,40.0,0,3.5120000000000013,25734,1060,0,0.0,10600.0,False,-0.25887185365620674,0,2.9270000000000005,61167,40,45,1.0,1545.8153709681972,False,0.47919729869332034,0,3.1340000000000003,42279,617,40,1.0,16911.419145662978,False,-0.15061342397027525,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82621,27,155,1.0,7010.686665011845,False,-0.0066509424990379125,10,9.822000000000001,50415,713,0,0.0,21408.13304272021,False,-0.29507552770538387,0.5,322402,0.0,0.0,18,0,0,4,6,6.0,4,8,13,129.0,49.0,8,6,13,600,0.9213880859897472,174.36097366182366
108,13,0,0,0,10.0,20,10.0,24.483247613052384,29,19.517241379310345,30.02543203747575,0,,40.00000000000001,20,40.0,10,3.6120000000000005,25484,1069,0,0.0,10690.0,False,-0.26376749295505564,0,2.9270000000000005,61518,41,36,1.0,1291.396914069886,False,0.48454168355148647,0,3.1340000000000003,41713,636,50,1.0,17072.617083775105,False,-0.15873987474029305,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83061,17,154,1.0,6670.432344637089,False,-0.003538330019508647,9,9.902000000000003,50303,713,0,0.0,21408.13304272021,False,-0.2963672938495773,0.5,322265,0.0,0.0,20,0,0,6,5,5.0,1,7,19,111.0,61.0,7,6,19,1101,0.8628463199711405,175.2238199817948
109,19,0,0,0,10.0,20,10.0,25.401796438680158,31,30.096774193548388,30.02543203747575,0,,40.00000000000001,14,40.0,0,3.6020000000000003,25354,1082,0,0.0,10820.0,False,-0.26531976883030045,0,2.9270000000000005,62381,38,15,1.0,761.0269465802023,False,0.4988182039759779,0,3.1340000000000003,40780,657,60,1.0,18490.506182461406,False,-0.1624909495700607,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83381,7,156,1.0,6450.178024262331,False,-0.0011177351172258435,6,9.953000000000001,50231,713,0,0.0,21408.13304272021,False,-0.29719771494227304,0.5,322313,0.0,0.0,17,0,0,7,3,3.0,2,9,23,147.0,45.0,9,10,23,1453,1.2687404539901763,176.49256043578498
110,23,0,0,0,10.0,20,10.0,24.99150110748802,5,11.0,30.27687952836205,5,41.0,40.00000000000001,9,40.0,0,3.6020000000000008,25254,1092,0,0.0,10920.0,False,-0.26651382719587335,0,2.9270000000000005,62336,38,20,1.0,879.8300221497605,False,0.49916212950935857,0,3.1340000000000012,40930,652,65,1.0,18262.45589142572,False,-0.16188866843493563,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83176,2,166,1.0,6700.553759056725,False,-0.002038258427870284,9,10.037,50101,713,0,0.0,21587.41510372214,False,-0.29766320021382103,0.5,321983,0.0,0.0,12,0,0,9,4,4.0,2,11,21,141.0,36.0,11,12,21,460,1.258539418980945,177.75109985476593
111,21,0,0,0,10.0,20,10.0,24.78987309351065,15,22.666666666666668,30.59114806939,14,35.0,40.00000000000001,5,40.0,5,3.6520000000000006,25064,1104,0,0.0,11040.0,False,-0.2696183789463629,0,2.9270000000000005,62546,36,20,1.0,855.797461870213,False,0.5038902118482855,0,3.1340000000000003,41080,657,61,1.0,18153.006654669287,False,-0.16029359415823205,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82961,0,173,0.7,6920.000000000001,False,-0.0032524826130583715,5,10.078000000000001,49778,722,0,0.0,22086.80890609958,False,-0.29850865076122174,0.45,321615,0.0,0.0,15,0,0,7,3,3.0,3,10,23,165.0,48.0,10,11,23,980,1.0523500029812567,178.80344985774718
112,23,0,0,0,10.0,20,10.0,24.360707847831137,5,11.0,29.735195074289948,11,15.0,40.00000000000001,11,40.0,5,3.6970000000000014,24899,1114,0,0.0,11140.0,False,-0.2723647131871806,0,2.9270000000000005,62446,36,30,1.0,1090.8212354349341,False,0.5043084161464744,0,3.1340000000000003,41190,652,60,1.0,17667.293221243297,False,-0.16251784482728154,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.6660000000000004,82886,0,178,0.5,7120.000000000001,False,-0.0029641419558723457,11,10.183000000000002,49502,728,0,0.0,21647.222014083083,False,-0.30422694708324344,0.4166666666666667,321109,0.0,0.0,12,0,0,8,7,7.0,2,10,24,150.0,54.0,10,13,24,365,1.0575111479847692,179.86096100573195
113,24,0,0,0,10.0,20,10.0,24.716224320793728,12,29.0,30.039110285633207,5,41.0,40.00000000000001,9,40.0,0,3.6920000000000006,24779,1126,0,0.0,11260.0,False,-0.27379758322586806,0,2.9270000000000005,62714,34,28,1.0,1032.0542809822243,False,0.5100068572501101,0,3.1340000000000003,41047,654,65,1.0,18116.952874365255,False,-0.16114787234128625,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82841,0,179,0.5,7160.000000000001,False,-0.0032524826130583715,5,10.222000000000001,49450,728,0,0.0,21868.472287940975,False,-0.303550786662855,0.4166666666666667,321017,0.0,0.0,15,0,0,7,2,2.0,3,10,22,165.0,40.0,10,14,22,913,0.9530978659749962,180.81405887170695
114,22,0,0,0,10.0,20,10.0,23.80746783259902,10,11.0,30.039110285633207,0,,40.0,10,40.0,5,3.7420000000000013,24594,1138,0,0.0,11380.0,False,-0.27678272913980034,0,2.9270000000000005,62689,32,33,1.0,1105.6464384757678,False,0.510288561380281,0,3.1340000000000012,40937,654,75,1.0,17823.01723394225,False,-0.16544995702447426,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82841,0,179,0.0,7160.0,False,-0.0032524826130583715,10,10.317,49304,728,0,0.0,21868.472287940975,False,-0.3052346961008214,0.3333333333333333,320551,0.0,0.0,12,0,0,8,5,5.0,2,10,15,165.0,36.0,10,12,15,255,0.8803313309908845,181.69439020269783
115,15,0,0,0,10.0,20,10.0,23.352788265577043,5,11.0,30.039110285633207,0,,40.0,11,40.0,5,3.7870000000000013,24399,1151,0,0.0,11510.0,False,-0.2798872808902899,0,2.9270000000000005,62619,29,43,1.0,1294.1698954198127,False,0.5108679597771864,0,3.1340000000000003,40882,649,85,1.0,17709.283958638323,False,-0.16732279755371315,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82841,0,179,0.0,7160.0,False,-0.0032524826130583715,11,10.417000000000002,49134,728,0,0.0,21868.472287940975,False,-0.30719541256968635,0.3333333333333333,320061,0.0,0.0,11,0,0,7,5,5.0,0,7,10,111.0,68.0,7,8,10,200,0.5230368740158156,182.21742707671365
116,10,0,0,0,10.0,20,10.0,22.88401498940121,5,11.0,30.416329318220708,5,43.0,40.0,9,40.0,5,3.8320000000000007,24244,1160,0,0.0,11600.0,False,-0.28251420929455034,0,2.9270000000000005,62509,30,53,1.0,1512.852794438264,False,0.5108522328227333,0,3.1340000000000003,41042,644,90,1.0,17474.775291814243,False,-0.1666071613415627,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,82841,0,179,0.0,7160.0,False,-0.0032524826130583715,9,10.496000000000002,48783,733,0,0.0,22295.169390255778,False,-0.3087830329385617,0.3333333333333333,319605,0.0,0.0,11,0,0,3,7,7.0,0,3,8,54.0,65.0,3,7,8,415,0.46027149504516274,182.6776985717588
117,8,0,0,0,10.0,20,10.0,22.403195663855307,5,11.0,29.933409264950857,5,15.0,40.0,20,40.0,5,3.8770000000000002,24029,1175,0,0.0,11750.0,False,-0.2858575727181545,0,2.9270000000000005,62459,25,63,1.0,1661.4013268228844,False,0.5114319306350347,0,3.1340000000000003,41062,639,95,1.0,17159.315909373872,False,-0.1689129940117036,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83121,0,172,0.0,6880.0,False,-0.001637774932816627,13,10.617,48462,738,0,0.0,22090.856037533733,False,-0.31366356390474537,0.3333333333333333,319319,0.0,0.0,15,0,0,2,8,8.0,0,2,5,36.0,17.0,2,6,5,555,0.35270620899973437,183.03040478075854
118,5,0,0,0,10.0,0,,22.403195663855307,0,,29.431122354861408,5,15.0,39.99999999999999,14,40.0,0,3.8720000000000008,24029,1175,0,0.0,11750.0,False,-0.2858575727181545,0,2.9270000000000005,62459,15,73,1.0,1785.4332834614374,False,0.5129129445892611,0,3.1340000000000012,41137,629,100,1.0,17034.72230805113,False,-0.16870032053664652,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83201,0,170,0.0,6799.999999999999,False,-0.0011764298813189856,12,10.724000000000002,48171,743,0,0.0,21867.323909662027,False,-0.318308917167445,0.3333333333333333,319183,0.0,0.0,2,0,0,1,7,7.0,0,1,2,18.0,12.0,1,4,2,155,0.27190955204423517,183.30231433280278
119,2,0,0,0,10.0,0,,22.403195663855307,0,,30.79905611458324,15,43.0,40.0,12,40.0,0,3.8720000000000008,24029,1175,0,0.0,11750.0,False,-0.2858575727181545,0,2.9270000000000005,62459,5,83,1.0,1909.4652400999905,False,0.5143939585434875,0,3.1340000000000003,41782,619,95,1.0,16793.488446811843,False,-0.1599212431835074,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.666000000000001,83201,0,170,0.0,6800.0,False,-0.0011764298813189856,12,10.832000000000003,47340,758,0,0.0,23345.684534854096,False,-0.31936793112779205,0.3333333333333333,318997,0.0,0.0,1,0,0,0,6,6.0,0,0,2,0.0,6.0,0,2,2,645,0.13764575502136722,183.43996008782415
120,2,0,0,0,10.0,0,,22.403195663855307,0,,31.320003305858123,7,41.285714285714285,40.00000000000001,7,40.0,0,3.8720000000000008,24029,1175,0,0.0,11750.0,False,-0.2858575727181545,0,2.9270000000000005,62459,0,88,0.5,1971.481218419267,False,0.5151344655206007,0,3.1340000000000003,42071,609,98,1.0,16712.906483261977,False,-0.15575742509532758,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,2.6660000000000004,83201,0,170,0.0,6800.000000000001,False,-0.0011764298813189856,7,10.89,46959,765,0,0.0,23959.802528981465,False,-0.32022073902297804,0.25,318905,0.0,0.0,3,0,0,0,4,4.0,0,0,0,0.0,6.0,0,2,0,289,0.12748626002576202,183.5674463478499
