index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,20.0,0,,28.0,0,,40.0,0,,0,0.2,41754,12,0,0.0,120.0,False,-0.001432870038687491,0,0.2,41794,0,8,0.8,160.0,False,0.0,0,0.2,59731,0,0,0.0,0.0,False,0.0,0,0.2,59731,0,0,0.0,0.0,False,0.0,0,0.2,86703,0,0,0.0,0.0,False,0.0,0,0.2,86703,0,0,0.0,0.0,False,0.0,0.13333333333333333,376416,0.0,0.0,10,0,0,0,0,0.0,1043,1043,92,0.0,0.0,0,0,92,200,3.405599201039877,3.405599201039877
1,92,0,0,0,10.0,20,10.0,20.0,0,,28.0,0,,40.0,0,,0,0.2,41684,19,0,0.0,190.0,False,-0.0022687108945885276,0,0.2,41664,3,18,1.0,390.0,False,-0.00035821750967187277,0,0.2,59731,0,0,0.0,0.0,False,0.0,0,0.2,59731,0,0,0.0,0.0,False,0.0,0,0.2,86703,0,0,0.0,0.0,False,0.0,0,0.2,86703,0,0,0.0,0.0,False,0.0,0.16666666666666666,376216,0.0,0.0,11,0,0,55,0,0.0,50,105,62,1476.0,105.0,82,10,62,200,8.705365998030175,12.110965199070051
2,62,0,0,0,10.0,20,10.0,16.695652173913043,24,10.5,28.0,0,,40.0,0,,19,0.39,41221,28,0,0.0,280.0,False,-0.012251038830778048,0,0.2,41604,4,23,1.0,424.0,False,-0.0013851077040645747,0,0.2,59626,0,10,1.0,280.0,False,0.0005859603890776984,0,0.2,59584,4,10,1.0,346.7826086956522,False,0.0004418359703976861,0,0.2,86703,0,0,0.0,0.0,False,0.0,0,0.2,86703,0,0,0.0,0.0,False,0.0,0.5,375441,0.0,0.0,12,0,0,18,3,3.0,58,76,28,867.0,70.0,54,8,28,250,7.956812639022246,20.067777838092297
3,28,0,0,0,10.0,20,10.0,16.271236959761552,5,11.0,28.0,0,,40.0,20,40.0,5,0.42100000000000004,41046,39,0,0.0,390.0,False,-0.015116778908153031,0,0.2,41514,3,33,1.0,566.9508196721313,False,-0.001827496541145711,0,0.2,59571,0,15,0.5,420.0,False,0.0008370862701109976,0,0.2,59584,0,14,0.4,392.0,False,0.0008203445447087777,12,0.32000000000000006,86489,0,0,0.0,0.0,False,-0.0024681960255123815,8,0.28,86589,0,0,0.0,0.0,False,-0.001314833396768278,0.31666666666666665,374793,0.0,0.0,12,0,0,20,13,13.0,17,37,27,279.0,45.0,18,10,27,200,2.8975659720017575,22.965343810094055
4,27,0,0,0,10.0,20,10.0,18.35926690132298,22,24.09090909090909,28.0,0,,40.0,20,40.0,6,0.4760000000000001,40853,50,0,0.0,500.0,False,-0.01841237999713426,0,0.2,41888,2,27,1.0,515.7002063357204,False,0.006492097797388849,0,0.2,59041,12,25,1.0,920.3112028158757,False,-0.003847991806466664,0,0.2,59584,0,14,0.0,392.0,False,0.0008203445447087777,11,0.41800000000000004,86309,0,0,0.0,0.0,False,-0.004544248757251767,9,0.36200000000000004,86453,0,0,0.0,0.0,False,-0.0028834065718602586,0.3333333333333333,374128,0.0,0.0,12,0,0,16,13,13.0,19,35,25,219.0,56.0,13,14,25,664,2.0439547360292636,25.00929854612332
5,25,0,0,0,10.0,20,10.0,17.662850735049474,7,10.285714285714286,31.559322033898304,14,43.0,40.0,20,40.0,6,0.53,40695,57,0,0.0,570.0,False,-0.021349763576443616,0,0.2,41769,5,36,1.0,685.862626461781,False,0.005682077499901823,0,0.2,58969,9,35,1.0,1263.5419278018858,False,-0.002180258761766238,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,9,0.49700000000000005,86175,0,0,0.0,0.0,False,-0.006089754679768866,11,0.4630000000000001,85665,14,0,0.0,441.8305084745763,False,-0.009423950102795862,0.3333333333333333,373459,0.0,0.0,13,0,0,13,13,13.0,17,30,15,186.0,55.0,12,13,15,813,1.9886583079933189,26.997956854116637
6,15,0,0,0,10.0,20,10.0,17.17186833239573,5,10.0,31.559322033898304,0,,40.0,20,40.0,5,0.5740000000000001,40501,69,0,0.0,690.0,False,-0.024549839996179015,0,0.2,41689,3,46,1.0,819.9059432902035,False,0.0053721395530663355,0,0.2,58919,4,45,1.0,1488.8569648550065,False,-0.0011312637922100438,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,9,0.5780000000000001,86041,0,0,0.0,0.0,False,-0.007635260602285965,11,0.562,85495,14,0,0.0,441.8305084745763,False,-0.011384666571660838,0.3333333333333333,372831,0.0,0.0,10,0,0,11,11,11.0,17,28,15,126.0,51.0,7,8,15,200,1.5452651199884713,28.54322197410511
7,15,0,0,0,10.0,20,10.0,20.158078076569243,46,24.717391304347824,31.559322033898304,0,,40.0,20,40.0,3,0.5990000000000002,40350,80,0,0.0,800.0,False,-0.026842432058079,0,0.2,42703,2,13,1.0,282.05501499540014,False,0.023165389203269413,0,0.2,57782,40,55,1.0,2542.0858349271766,False,-0.011350171310314803,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,0.6390000000000002,85949,0,0,0.0,0.0,False,-0.00869635422073054,13,0.681,85251,14,0,0.0,441.8305084745763,False,-0.01419887138579645,0.3333333333333333,372221,0.0,0.0,23,0,0,17,13,13.0,15,32,15,168.0,12.0,11,4,15,1304,1.6791238180012442,30.222345792106353
8,15,0,0,0,10.0,20,10.0,20.88706539593315,20,24.7,28.506912442396317,12,15.0,40.0,20,40.0,6,0.6560000000000001,40156,91,0,0.0,910.0,False,-0.030161914314371686,1,0.21000000000000002,43023,1,10,1.0,218.8706539593315,False,0.030052904594250918,0,0.2,57468,50,53,1.0,2555.219629243662,False,-0.016497131897643968,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,12,0.7520000000000002,85611,0,8,0.8,320.0,False,-0.010749339699895045,8,0.748,85085,18,0,0.0,513.1244239631337,False,-0.015702314660604972,0.4666666666666666,371529,0.0,0.0,11,0,0,16,13,12.071428571428571,16,32,16,129.0,66.0,8,7,16,380,1.5340072970138863,31.75635308912024
9,16,0,0,0,10.000000000000002,20,10.0,20.334180050629666,6,10.0,28.506912442396317,0,,40.0,20,40.0,6,0.7100000000000002,39912,107,0,0.0,1070.0000000000002,False,-0.03407842575345083,0,0.20900000000000002,42983,0,15,0.5,305.012700759445,False,0.030126244217885106,0,0.2,57408,46,63,1.0,2731.3077661999328,False,-0.016027625804021974,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,1,0.7500000000000002,85923,0,0,0.0,0.0,False,-0.008996228504204007,11,0.8500000000000001,84901,18,0,0.0,513.1244239631337,False,-0.017824501897494124,0.25,371313,0.0,0.0,14,0,0,9,8,7.5,21,30,20,147.0,66.0,9,7,20,480,1.5931967730284669,33.349549862148706
10,20,0,0,0,10.000000000000002,20,10.0,20.050620285741044,3,10.0,28.578801574573554,10,29.0,40.0,20,40.0,3,0.7340000000000002,39760,118,0,0.0,1180.0000000000002,False,-0.03639489898266227,0,0.20900000000000002,42893,0,24,0.9,481.214886857785,False,0.030080896103283405,0,0.2,57668,39,63,1.0,2582.4386903420345,False,-0.012920939793892298,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,11,0.8590000000000002,85739,0,0,0.0,0.0,False,-0.011118415741093157,9,0.9290000000000003,84475,28,0,0.0,800.2064440880595,False,-0.021082278328961805,0.31666666666666665,370721,0.0,0.0,12,0,0,20,13,13.0,18,38,20,243.0,57.0,16,4,20,490,1.9765344799961895,35.326084342144895
11,20,0,0,0,10.000000000000002,20,10.0,22.51779763450233,41,28.4390243902439,26.222628590284753,11,13.0,40.0,20,40.0,5,0.7810000000000001,39610,126,0,0.0,1260.0000000000002,False,-0.03902182738692267,12,0.32900000000000007,43601,2,10,1.0,245.1779763450233,False,0.04417034408397834,0,0.2,56645,70,62,1.0,3202.0488070128176,False,-0.024861053665493467,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,12,0.9680000000000002,85386,1,10,1.0,426.2226285902847,False,-0.01273183956385435,8,1.0000000000000002,84361,28,0,0.0,734.2336005279731,False,-0.022777564787100912,0.5,369789,0.0,0.0,13,0,0,14,12,11.666666666666666,22,36,16,171.0,39.0,12,8,16,901,2.0889925290248357,37.41507687116973
12,16,0,0,0,10.000000000000002,20,10.0,22.51779763450233,0,,26.857366538097043,102,27.264705882352942,40.00000000000001,20,40.0,0,0.7760000000000002,39510,136,0,0.0,1360.0000000000002,False,-0.04021588575249558,0,0.31700000000000006,43501,2,20,1.0,470.3559526900466,False,0.04447098381680816,40,0.6000000000000001,57646,60,10,1.0,1619.64152345111,False,-0.021348700645802784,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,1,0.9660000000000002,83101,85,10,1.0,2682.8761557382486,False,-0.026072476409476873,9,1.0820000000000003,84123,36,0,0.0,966.8651953714935,False,-0.024181024904723587,0.5,368067,0.0,0.0,20,0,0,15,8,7.434782608695652,19,34,17,123.0,45.0,11,5,17,1319,1.957690923998598,39.37276779516833
13,17,0,0,0,10.000000000000002,20,10.0,21.215063714278777,16,11.0,26.24231189348745,7,13.0,40.00000000000001,20,40.0,8,0.8560000000000001,39336,143,0,0.0,1430.0000000000002,False,-0.04353536800878827,0,0.31700000000000006,43459,5,22,1.0,516.7314017141331,False,0.04402172471837098,0,0.56,57561,66,13,1.0,1741.3442597577362,False,-0.021752990409019287,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,2,0.9850000000000001,83485,75,10,1.0,2368.173392011559,False,-0.023458395949323835,8,1.1530000000000002,83918,43,0,0.0,1128.4194114199604,False,-0.02561376531711735,0.5,367945,0.0,0.0,17,0,0,12,7,6.5,20,32,21,183.0,63.0,11,6,21,699,2.032259472005535,41.405027267173864
14,21,0,0,0,10.000000000000002,20,10.0,22.035601622914445,15,29.0,25.535776879662436,8,13.0,40.00000000000001,20,40.0,0,0.8480000000000003,39226,154,0,0.0,1540.0000000000002,False,-0.04484883221091847,0,0.31700000000000006,43804,4,17,1.0,414.60522758954556,False,0.0510412813152499,0,0.56,57230,71,15,1.0,1947.5643684218621,False,-0.02556826130131869,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,1,0.9930000000000003,83877,65,10,1.0,2059.8254971780584,False,-0.02071539913741122,9,1.2350000000000003,83676,51,0,0.0,1302.3246208627843,False,-0.027402024031101677,0.5,367999,0.0,0.0,16,0,0,10,7,6.333333333333333,24,34,19,168.0,73.0,11,10,19,1059,1.8237628039787523,43.228790071152616
15,19,0,0,0,10.000000000000002,20,10.0,22.035601622914445,0,,24.060466703780357,18,13.0,40.00000000000001,20,40.0,0,0.8480000000000001,39136,163,0,0.0,1630.0000000000002,False,-0.04592348473993409,0,0.31700000000000006,43694,5,27,1.0,644.96124381869,False,0.05116493819337403,3,0.5900000000000001,57362,61,10,1.0,1584.7763660355845,False,-0.02639520210581118,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,0.9920000000000002,84277,55,10,1.0,1723.3256687079197,False,-0.018042480256116128,10,1.326,83286,69,0,0.0,1660.1722025608447,False,-0.02983649814561868,0.5,367941,0.0,0.0,20,0,0,18,6,5.333333333333333,16,34,14,174.0,20.0,13,6,14,717,1.971698678971734,45.20048875012435
16,14,0,0,0,10.000000000000002,20,10.0,22.035601622914445,0,,24.060466703780357,0,,40.00000000000001,20,40.0,0,0.8480000000000003,39046,172,0,0.0,1720.0000000000002,False,-0.046998137268949705,0,0.31700000000000006,43584,6,37,1.0,875.3172600478345,False,0.05128859507149817,0,0.5870000000000002,57362,51,20,1.0,1605.0250168442437,False,-0.026225703430009177,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,0.9920000000000002,84677,45,10,1.0,1482.721001670116,False,-0.014816551897453872,10,1.4160000000000001,83126,69,0,0.0,1660.1722025608447,False,-0.031681878351609245,0.5,367981,0.0,0.0,15,0,0,15,6,6.0,16,31,10,180.0,56.0,10,4,10,600,1.391260044008959,46.59174879413331
17,10,0,0,0,10.000000000000002,20,10.0,24.099351508701787,47,29.72340425531915,22.97363612680859,15,13.0,40.00000000000001,20,40.0,0,0.8480000000000001,38936,183,0,0.0,1830.0000000000002,False,-0.04831160147107991,10,0.4170000000000001,44651,5,10,1.0,290.9935150870179,False,0.06979263403409054,0,0.5870000000000002,56160,88,15,1.0,2465.347474667886,False,-0.03914761619035439,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,5,1.0420000000000003,85023,35,10,1.0,1204.0772644383007,False,-0.012432803568283128,5,1.4560000000000002,82879,84,0,0.0,1929.7854346519216,False,-0.03297587491406343,0.5,367835,0.0,0.0,23,0,0,13,6,5.625,17,30,11,111.0,39.0,7,3,11,1728,1.342157931998372,47.93390672613168
18,11,0,0,0,10.000000000000002,20,10.0,24.307795527961293,7,29.0,22.28436559158422,13,15.0,40.00000000000001,20,40.0,0,0.8480000000000003,38836,193,0,0.0,1930.0000000000005,False,-0.04950565983665282,0,0.4070000000000001,44754,5,13,1.0,366.0013418634968,False,0.07314803149762969,0,0.5870000000000002,56152,85,12,1.0,2333.5750069757205,False,-0.04038459922840971,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000004,85238,32,12,1.0,1193.099698930695,False,-0.010016379485538634,12,1.5710000000000004,82579,90,0,0.0,2005.5929032425797,False,-0.03599879529403485,0.5,367745,0.0,0.0,19,0,0,8,7,7.0,19,27,13,108.0,75.0,6,5,13,918,1.2661038389778696,49.20001056510955
19,13,0,0,0,10.000000000000002,20,10.0,25.61630842806836,36,31.0,22.01785726198682,4,13.0,40.00000000000001,20,40.0,0,0.8480000000000003,38736,203,0,0.0,2030.0000000000005,False,-0.05069971820222573,23,0.637,45128,5,10,1.0,306.1630842806836,False,0.08136508435163439,0,0.5870000000000002,55088,111,18,1.0,3239.731666231351,False,-0.05061248207604633,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000001,85598,22,13,1.0,1004.3928597637101,False,-0.006952511102478008,11,1.669,82343,94,0,0.0,2069.678582626761,False,-0.03835116095967398,0.5,367079,0.0,0.0,16,0,0,14,8,7.277777777777778,17,31,14,144.0,59.0,8,5,14,612,1.469755522964988,50.66976608807454
20,14,0,0,0,10.000000000000002,20,10.0,26.090367800979408,16,31.0,22.01785726198682,0,,40.00000000000001,20,40.0,0,0.8480000000000003,38626,214,0,0.0,2140.0000000000005,False,-0.05201318240435592,6,0.6740000000000002,45390,4,10,1.0,300.9036780097941,False,0.08755914980667952,0,0.5870000000000002,54592,117,28,1.0,3669.0730360502216,False,-0.05532242021688721,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000001,86038,12,12,1.0,744.214287143842,False,-0.003378116748302591,9,1.748,82207,94,0,0.0,2069.678582626761,False,-0.03991973413476596,0.5,367039,0.0,0.0,13,0,0,13,6,5.375,15,28,18,144.0,78.0,8,6,18,640,1.5578050930052996,52.22757118107984
21,18,0,0,0,10.000000000000002,20,10.0,25.712168716472693,4,10.25,24.391849262495338,16,43.0,40.00000000000001,20,40.0,4,0.8880000000000001,38448,226,0,0.0,2260.0000000000005,False,-0.05483116014710799,0,0.6680000000000001,45310,2,20,1.0,534.2433743294539,False,0.08843486858587014,0,0.5870000000000002,55239,111,22,1.0,3390.6714113033663,False,-0.046820985658172755,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000001,86014,10,14,1.0,803.9184926249535,False,-0.003310620782297362,12,1.8590000000000004,81647,102,0,0.0,2487.9686247745244,False,-0.04396636434278795,0.5,366844,0.0,0.0,15,0,0,14,9,9.0,17,31,19,135.0,55.0,10,8,19,1208,2.5046847800258547,54.73225596110569
22,19,0,0,0,10.000000000000002,20,10.0,25.712168716472693,0,,23.203413871474424,16,13.75,40.00000000000001,20,40.0,0,0.8840000000000001,38358,235,0,0.0,2350.0000000000005,False,-0.05590581267612361,0,0.6680000000000001,45200,3,30,1.0,801.3650614941807,False,0.08899752903345975,0,0.5870000000000002,55459,101,16,1.0,2968.1836623073327,False,-0.04667439300943118,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000004,86204,10,16,1.0,872.0341387147444,False,-0.0007264215845198601,12,1.9670000000000005,81341,108,0,0.0,2505.968698119238,False,-0.047391850927192544,0.5,366748,0.0,0.0,16,0,0,13,8,8.0,17,30,17,144.0,75.0,8,11,17,740,1.5834173550247215,56.315673316130415
23,17,0,0,0,10.000000000000002,20,10.0,26.020838167853977,22,28.136363636363637,27.413013300233608,61,36.31147540983606,40.00000000000001,20,40.0,1,0.8940000000000001,38254,244,0,0.0,2440.0000000000005,False,-0.05731480154749964,0,0.6680000000000001,45699,4,19,1.0,534.3959251892256,False,0.09772646421633022,45,1.0370000000000001,55525,113,10,1.0,3214.4848459698355,False,-0.043507685741324936,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000001,86564,0,17,1.0,680.0000000000001,False,0.002318258883775648,11,2.0650000000000004,78940,169,0,0.0,4632.79924773948,False,-0.06281905327532215,0.5,365168,0.0,0.0,18,0,0,11,8,7.9,17,28,20,117.0,54.0,9,8,20,1334,1.7811316669685766,58.09680498309899
24,20,0,0,0,10.000000000000002,20,10.0,25.522745776550817,20,21.65,27.413013300233608,0,,40.00000000000001,20,40.0,0,0.8930000000000002,38104,259,0,0.0,2590.0000000000005,False,-0.059105889095859,1,0.6780000000000002,46058,0,9,0.9,229.70471198895734,False,0.1026616123607604,0,0.9920000000000002,55092,123,20,1.0,3687.557996520423,False,-0.04679682244964572,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.0370000000000001,86924,0,8,0.0,320.00000000000006,False,0.0043943116155150345,11,2.164,78750,169,0,0.0,4632.79924773948,False,-0.06501044226993595,0.31666666666666665,365114,0.0,0.0,18,0,0,13,8,7.076923076923077,22,35,16,186.0,69.0,12,8,16,616,1.6425972789875232,59.739402262086514
25,16,0,0,0,10.000000000000002,20,10.0,24.369067634604665,25,17.08,27.413013300233608,0,,40.00000000000001,20,40.0,15,1.0430000000000004,37678,272,0,0.0,2720.0000000000005,False,-0.06772699049529542,1,0.687,46254,0,7,0.7,170.58347344223264,False,0.10663637905910874,0,0.9920000000000002,54665,138,30,1.0,4185.321732582452,False,-0.04977882730422686,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,4,1.0770000000000002,87204,0,0,0.0,0.0,False,0.005778346770007959,8,2.2330000000000005,78642,169,0,0.0,4632.79924773948,False,-0.06625607390897958,0.2833333333333333,364629,0.0,0.0,16,0,0,12,12,11.1,20,32,14,150.0,64.0,10,6,14,520,1.6035018229740672,61.34290408506058
26,14,0,0,0,10.000000000000002,20,10.0,23.624374229754398,9,10.0,28.163881437474195,10,41.0,40.00000000000001,20,40.0,4,1.068,37512,283,0,0.0,2830.0000000000005,False,-0.07037780006686727,0,0.6860000000000002,46214,0,11,0.9,259.86811652729835,False,0.10674724311657952,0,0.9920000000000002,54985,137,30,1.0,4081.4557126005784,False,-0.04529092336809545,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,10,1.1730000000000003,86857,0,5,0.5,200.00000000000003,False,0.002929541077010023,10,2.3250000000000006,78275,174,0,0.0,4900.51537012051,False,-0.06894504590313773,0.39999999999999997,364029,0.0,0.0,14,0,0,8,11,11.0,20,28,21,129.0,64.0,8,6,21,660,1.6680805690120906,63.01098465407267
27,21,0,0,0,10.000000000000002,20,10.0,23.64859289306054,25,23.8,28.163881437474195,0,,40.00000000000001,20,40.0,7,1.1340000000000003,37325,291,0,0.0,2910.0000000000005,False,-0.07388833166165162,7,0.7560000000000002,46448,2,10,1.0,256.4859289306054,False,0.112295050973523,0,0.9920000000000002,54390,152,40,1.0,4721.14137724417,False,-0.04989752911181653,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,3,1.1930000000000003,87033,0,0,0.0,0.0,False,0.0038060966748555414,12,2.4350000000000005,78067,174,0,0.0,4900.51537012051,False,-0.07134404017092547,0.3333333333333333,363449,0.0,0.0,13,0,0,7,10,9.777777777777779,24,31,20,162.0,94.0,9,12,20,661,1.8337713250075467,64.84475597908022
28,20,0,0,0,10.000000000000002,20,10.0,23.081252267420396,7,9.857142857142858,28.163881437474195,0,,40.00000000000001,20,40.0,2,1.1470000000000005,37145,306,0,0.0,3060.0000000000005,False,-0.07639585422935473,0,0.7490000000000001,46448,0,12,0.7,276.97502720904475,False,0.11253970276554719,0,0.9920000000000002,54321,149,50,1.0,4847.300659719349,False,-0.049996646132499496,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,11,1.3000000000000003,86851,0,0,0.0,0.0,False,0.001706976690541273,9,2.5130000000000003,77933,174,0,0.0,4900.51537012051,False,-0.07288954609344257,0.2833333333333333,362884,0.0,0.0,14,0,0,7,13,13.0,26,33,24,153.0,59.0,11,9,24,250,1.6685105039505288,66.51326648303075
29,24,0,0,0,10.000000000000002,20,10.0,22.64237859319754,5,9.2,28.21225243936959,10,29.0,40.00000000000001,20,40.0,5,1.1950000000000003,36964,316,0,0.0,3160.0000000000005,False,-0.07952428714715576,0,0.7490000000000001,46348,0,22,1.0,498.1323290503459,False,0.11279233329811279,0,0.9920000000000002,54565,144,50,1.0,4671.115139388926,False,-0.04738648993496735,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,1.359,86686,0,5,0.5,200.00000000000003,False,0.0009572909818576058,13,2.6340000000000003,77496,179,0,0.0,5049.993186647156,False,-0.0770677301440137,0.4166666666666667,362245,0.0,0.0,14,0,0,13,11,11.0,23,36,17,207.0,62.0,14,10,17,490,1.8830038179876283,68.39627030101838
30,17,0,0,0,10.000000000000002,20,10.0,22.289963394557837,4,9.75,27.517148453692705,8,14.0,40.00000000000001,20,40.0,1,1.2000000000000004,36849,326,0,0.0,3260.0000000000005,False,-0.08107656302240053,0,0.7490000000000001,46278,0,29,1.0,646.4089384421773,False,0.11289116084494176,0,0.9920000000000002,54638,138,52,1.0,4506.906668041002,False,-0.047538910548617946,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,5,1.4020000000000001,86832,0,0,0.0,0.0,False,0.0014878377910798935,10,2.7210000000000005,77224,187,0,0.0,5145.706760840536,False,-0.07965291419650676,0.3333333333333333,362007,0.0,0.0,17,0,0,10,10,9.5,22,32,19,168.0,17.0,11,6,19,502,1.4980146380257793,69.89428493904416
31,19,0,0,0,10.000000000000002,20,10.0,23.568469950317663,31,29.0,25.688816138614595,22,13.454545454545455,40.00000000000001,20,40.0,0,1.1990000000000003,36739,337,0,0.0,3370.0000000000005,False,-0.08239002722453073,2,0.7690000000000001,47039,0,9,0.9,212.11622955285895,False,0.12587902074739532,0,0.9920000000000002,54035,159,40,1.0,4774.939367645093,False,-0.055390506038362826,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,5,1.4470000000000003,86780,0,0,0.0,0.0,False,0.0008880892241329597,15,2.861000000000001,76626,209,0,0.0,5368.96257297045,False,-0.08526254816459375,0.31666666666666665,361405,0.0,0.0,16,0,0,8,10,9.166666666666668,26,34,18,183.0,38.0,11,8,18,1047,1.4522924449993297,71.34657738404348
32,18,0,0,0,10.000000000000002,20,10.0,23.287299655488848,18,21.0,25.283659313230746,6,15.0,40.00000000000001,20,40.0,8,1.2790000000000001,36525,348,0,0.0,3480.0000000000005,False,-0.08618713282705259,1,0.7770000000000001,47215,0,9,0.9,209.58569689939964,False,0.1300518901573698,0,0.9920000000000002,53747,167,44,1.0,5001.460052248791,False,-0.05831594940442326,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,8,1.522,86670,0,0,0.0,0.0,False,-0.00038060966748555415,12,2.966000000000001,76320,215,0,0.0,5435.98675234461,False,-0.08840532188998872,0.31666666666666665,360663,0.0,0.0,13,0,0,9,13,12.1,21,30,16,171.0,47.0,12,6,16,290,1.4504162539960817,72.79699363803957
33,16,0,0,0,10.000000000000002,20,10.0,23.71579018911086,12,29.0,22.69539883875987,37,12.72972972972973,40.00000000000001,20,40.0,0,1.2710000000000004,36445,356,0,0.0,3560.0000000000005,False,-0.08714237951951091,3,0.806,47371,2,10,1.0,257.1579018911086,False,0.13434539215134828,0,0.9920000000000002,53870,169,17,1.0,4393.790322218652,False,-0.061343437057652994,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,7,1.5840000000000003,86437,1,10,1.0,422.69539883875996,False,-0.0006303392106458021,13,3.0840000000000005,75746,241,0,0.0,5469.591120141129,False,-0.09483183326908456,0.5,360055,0.0,0.0,13,0,0,7,13,12.25,27,34,15,150.0,35.0,10,6,15,671,1.4495778370182961,74.24657147505786
34,15,0,0,0,10.000000000000002,20,10.0,23.71579018911086,0,,22.729549347198066,13,23.153846153846153,40.00000000000001,20,40.0,0,1.2710000000000001,36355,365,0,0.0,3650.0000000000005,False,-0.08821703204852653,0,0.8030000000000002,47261,3,20,1.0,504.3158037822172,False,0.13466967335079302,0,0.9920000000000002,54171,159,14,1.0,4089.0243309293996,False,-0.05885533198063483,0,0.2,60186,0,0,0.0,0.0,False,0.007617485058010079,0,1.5770000000000002,86632,0,6,0.6,240.00000000000006,False,0.0005651476880846107,10,3.171000000000001,75498,249,0,0.0,5659.657787452318,False,-0.09659609363313665,0.43333333333333335,360103,0.0,0.0,20,0,0,9,4,4.0,19,28,18,114.0,51.0,8,7,18,901,1.519999327021651,75.76657080207951
