index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,16,0,0,0,10.000000000000002,20,10.0,17.71629918122463,21,19.571428571428573,28.54560340254835,9,17.0,36.99999999999999,20,37.0,0,0.8030000000000002,50997,13,12,1.0,342.59559017469564,False,0.10186265117118193,6,1.9790000000000005,39098,304,0,0.0,3040.0000000000005,False,-0.12532839484904604,0,1.5230000000000004,66080,252,18,1.0,4978.328254914477,False,-0.0023110795097015468,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,96870,38,17,1.0,1713.732929296837,False,-0.004199487821880956,14,2.6350000000000002,87021,209,0,0.0,5966.031111132605,False,-0.08289247337382379,0.5,409595,0.0,0.0,12,0,0,12,8,8.0,12,24,20,96.0,66.0,9,7,20,965,1.7748275436460972,90.65886887721717
31,20,0,0,0,10.000000000000002,20,10.0,16.364263300130432,20,3.6,27.89584641674714,15,21.0,36.99999999999999,20,37.0,0,0.8030000000000002,50951,13,20,1.0,457.28526600260864,False,0.10210695191440858,18,2.1530000000000005,38578,314,0,0.0,3140.0000000000005,False,-0.13544941642620267,0,1.5230000000000004,66323,262,13,1.0,4650.082988051886,False,-0.0011634051038014184,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000004,97351,28,14,1.0,1299.08369966892,False,-0.001410837181605008,7,2.6910000000000007,86627,224,0,0.0,6248.66959735136,False,-0.08546719654086872,0.5,409359,0.0,0.0,15,0,0,17,5,5.0,15,32,17,195.0,57.0,16,4,17,1050,2.0871849888935685,92.74605386611074
32,17,0,0,0,10.000000000000002,20,10.0,16.364263300130432,0,,27.301916146815817,7,14.0,36.99999999999999,20,37.0,0,0.8030000000000002,50881,10,30,1.0,590.927899003913,False,0.10203850186274083,0,2.1350000000000002,38448,327,0,0.0,3270.0000000000005,False,-0.13684913217623498,0,1.5230000000000004,66421,252,16,1.0,4560.625009981922,False,-0.00038830600350719247,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,97586,25,15,1.0,1237.5479036703953,False,0.0006702121667757238,11,2.7940000000000005,86479,224,0,0.0,6115.629216886743,False,-0.08765307769140333,0.5,409344,0.0,0.0,13,0,0,10,3,3.0,15,25,15,129.0,52.0,9,8,15,631,1.9256517784669995,94.67170564457774
33,15,0,0,0,10.000000000000002,20,10.0,17.06263829132735,12,28.0,26.78374360237177,26,23.846153846153847,36.99999999999999,20,37.0,0,0.8030000000000002,51127,9,28,1.0,567.7538721571658,False,0.10708637185233173,0,2.1350000000000002,38338,338,0,0.0,3380.0000000000005,False,-0.13803350704164694,10,1.6230000000000004,66383,254,10,1.0,4601.747562020864,False,-0.0006420413658125396,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,97956,15,15,1.0,956.7561540355764,False,0.003009793018247421,10,2.8830000000000005,85721,250,0,0.0,6695.935900592943,False,-0.09242026156475538,0.5,409054,0.0,0.0,14,0,0,12,6,6.0,13,25,12,100.0,47.0,9,6,12,1284,1.749671465717256,96.421377110295
34,12,0,0,0,10.000000000000002,20,10.0,16.01117347084686,18,5.5,26.534601127156815,11,23.0,36.99999999999999,12,37.0,0,0.8030000000000002,51057,13,31,1.0,626.3463775962526,False,0.10620985375765817,11,2.2450000000000006,38044,344,0,0.0,3440.0000000000005,False,-0.14371850639562428,1,1.6230000000000004,66506,262,10,1.0,4460.273460633445,False,0.00011839032587476409,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,98252,5,17,1.0,761.673005635784,False,0.005032010748203018,4,2.9130000000000003,85432,261,0,0.0,6925.530894187928,False,-0.09419532044249523,0.5,408820,0.0,0.0,12,0,0,10,5,4.090909090909091,13,23,15,64.0,27.0,8,4,15,566,1.4788237679749727,97.90020087826997
35,15,0,0,0,10.0,20,10.0,17.73911440287621,30,28.0,25.65722627458381,9,11.0,36.999999999999986,20,37.0,0,0.8030000000000002,51807,12,11,1.0,315.1302584316383,False,0.11900954238373362,0,2.2340000000000004,37934,355,0,0.0,3550.0,False,-0.14490288126103623,0,1.622,65765,282,11,1.0,5284.659750631514,False,-0.004665785774127607,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,98622,0,12,0.5,443.99999999999983,False,0.00718368844190383,10,3.0090000000000003,85207,270,0,0.0,6927.451094137628,False,-0.09647820390396468,0.4166666666666667,408864,0.0,0.0,14,0,0,9,3,3.0,16,25,13,133.0,48.0,9,6,13,1509,1.5869070114567876,99.48710788972676
36,13,0,0,0,10.0,20,10.0,17.447958159237448,28,15.5,25.111757748290948,11,18.0,36.999999999999986,20,37.0,3,0.8330000000000002,51995,13,10,1.0,304.4795815923745,False,0.12294327470597756,14,2.3740000000000006,37606,364,0,0.0,3640.0,False,-0.15099702829579223,0,1.622,65529,300,10,1.0,5485.505025254144,False,-0.006638451393506613,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.3070000000000002,98955,0,3,0.0,110.99999999999996,False,0.008880261669672608,11,3.1090000000000004,84856,281,0,0.0,7056.403927269756,False,-0.09939777291764859,0.3333333333333333,408470,0.0,0.0,10,0,0,9,5,4.214285714285714,13,22,19,69.0,51.0,6,7,19,731,1.591296210885048,101.0784041006118
37,19,0,0,0,10.0,20,10.0,16.874569269424114,7,1.0,24.62592595751328,20,21.25,36.999999999999986,20,37.0,0,0.8300000000000001,51925,10,20,1.0,437.4913853884823,False,0.12286803248835522,7,2.430000000000001,37329,377,0,0.0,3770.0,False,-0.15556225504974375,10,1.7220000000000002,65628,297,10,1.0,5258.006332594095,False,-0.006853056013603725,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,7,1.3770000000000002,98991,0,0,0.0,0.0,False,0.008681563904258246,10,3.198000000000001,84291,301,0,0.0,7412.403713211498,False,-0.10334116042953614,0.3333333333333333,407693,0.0,0.0,9,0,0,9,10,9.09090909090909,20,29,22,189.0,63.0,13,6,22,311,1.852974402718246,102.93137850333005
38,22,0,0,0,10.0,20,10.0,16.874569269424114,0,,23.93177299324048,10,14.0,36.999999999999986,20,37.0,0,0.8300000000000001,51865,6,30,1.0,566.2370780827234,False,0.12296219774842498,0,2.423000000000001,37189,391,0,0.0,3910.0,False,-0.15706964124208622,0,1.7120000000000002,65768,287,10,1.0,5082.319110257126,False,-0.0060941747886078855,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,5,1.4200000000000002,98804,0,10,1.0,369.9999999999999,False,0.00866118464626703,15,3.3380000000000005,84029,301,0,0.0,7203.463670965384,False,-0.10707535398279291,0.5,407184,0.0,0.0,8,0,0,15,7,7.0,12,27,21,164.0,57.0,13,9,21,340,1.885227401740849,104.8166059050709
39,21,0,0,0,10.0,20,10.0,16.598195800854743,30,14.933333333333335,23.39260110464205,16,18.75,36.999999999999986,20,37.0,0,0.8300000000000001,52223,3,22,1.0,395.1603076188043,False,0.12882941026334901,12,2.5430000000000006,36787,404,0,0.0,4040.0,False,-0.16432662905379214,6,1.7720000000000002,65422,307,10,1.0,5329.572121908826,False,-0.009329733719089527,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.4150000000000003,99063,0,3,0.0,110.99999999999996,False,0.0099807416011983,13,3.4530000000000007,83522,317,0,0.0,7415.45455017153,False,-0.11116144167878451,0.3333333333333333,406546,0.0,0.0,13,0,0,11,9,8.166666666666666,16,27,18,170.0,73.0,11,10,18,887,1.8883164105936885,106.70492231566459
40,18,0,0,0,9.999999999999998,20,10.0,16.30026667695789,5,5.0,23.39260110464205,0,,36.999999999999986,20,37.0,0,0.8300000000000001,52103,5,32,1.0,571.6085336626525,False,0.12814514550220354,5,2.5810000000000004,36622,412,0,0.0,4119.999999999999,False,-0.16701839011154657,0,1.7660000000000002,65397,302,20,1.0,5390.532558534124,False,-0.009249995936633398,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,10,1.5150000000000001,99034,0,0,0.0,0.0,False,0.009119717951069401,7,3.5100000000000007,83447,317,0,0.0,7415.45455017153,False,-0.11192566385345513,0.3333333333333333,406132,0.0,0.0,8,0,0,8,9,8.4,18,26,16,150.0,66.0,11,7,16,200,1.796047756448388,108.50097007211298
41,16,0,0,0,9.999999999999998,20,10.0,18.252051357809638,40,26.8,23.42968967629507,9,24.0,36.999999999999986,20,37.0,8,0.9100000000000001,52899,5,10,1.0,232.52051357809637,False,0.1416353042075251,0,2.576000000000001,36522,422,0,0.0,4219.999999999999,False,-0.16809509453464835,0,1.7660000000000002,64541,332,21,1.0,6551.7045339949955,False,-0.013257300270668551,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,1.5950000000000002,98925,0,0,0.0,0.0,False,0.0080090483905481,11,3.613000000000001,83070,326,0,0.0,7638.078834472192,False,-0.11463292455358116,0.3333333333333333,405486,0.0,0.0,11,0,0,9,8,7.666666666666666,16,25,16,137.0,62.0,10,6,16,1176,1.7021821467205882,110.20315221883357
42,16,0,0,0,9.999999999999998,20,10.0,18.168563642619063,1,2.0,25.218099416032484,31,32.87096774193548,36.999999999999986,20,37.0,0,0.9020000000000001,52769,8,20,1.0,443.37127285238125,False,0.14110611215871036,1,2.5860000000000007,36432,429,0,0.0,4289.999999999999,False,-0.1692794694000603,10,1.8660000000000005,65228,323,10,1.0,6120.6270507262825,False,-0.00639748682686608,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,11,1.6960000000000002,98755,0,1,0.1,36.999999999999986,False,0.006465319597713447,9,3.6920000000000006,81945,356,0,0.0,8977.643392107564,False,-0.1192714242446552,0.35000000000000003,404658,0.0,0.0,8,0,0,9,12,11.071428571428571,14,23,19,121.0,51.0,9,7,19,352,1.6702535320073366,111.8734057508409
43,19,0,0,0,9.999999999999998,20,10.0,17.567835125992662,11,8.0,24.64017531623282,8,14.0,36.999999999999986,20,37.0,0,0.9020000000000001,52669,8,30,1.0,607.0350537797799,False,0.14071487848076766,11,2.6950000000000007,36178,439,0,0.0,4389.999999999999,False,-0.1736724234463155,0,1.8560000000000003,65252,324,12,1.0,5987.660684616417,False,-0.007015621838141505,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,10,1.7850000000000004,98544,0,8,0.8,295.9999999999999,False,0.005634864834571374,9,3.7730000000000015,81838,356,0,0.0,8771.902412578884,False,-0.1214099266724805,0.4666666666666666,404010,0.0,0.0,9,0,0,13,8,7.666666666666666,17,30,18,149.0,57.0,15,4,18,312,1.7002114038914442,113.57361715473235
44,18,0,0,0,9.999999999999998,20,10.0,17.567835125992662,0,,24.64017531623282,0,,36.999999999999986,20,37.0,0,0.9020000000000001,52619,3,40,1.0,732.7134050397065,False,0.14099135842456287,0,2.6840000000000006,36028,454,0,0.0,4539.999999999999,False,-0.17528748008096817,0,1.8560000000000003,65252,314,22,1.0,6058.384086518819,False,-0.006501105178975015,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,1,1.7850000000000004,98833,0,0,0.0,0.0,False,0.00707160252295214,11,3.8740000000000014,81699,356,0,0.0,8771.902412578884,False,-0.12282628510287005,0.3333333333333333,403960,0.0,0.0,11,0,0,5,4,3.25,21,26,14,149.0,84.0,10,8,14,385,1.740174570120871,115.31379172485322
45,14,0,0,0,10.0,20,10.0,17.62780316919336,27,18.000000000000004,23.60887998333205,15,14.0,36.99999999999999,20,37.0,0,0.9020000000000001,53003,2,29,1.0,531.2062919066075,False,0.14709081239401578,6,2.744000000000001,35798,465,0,0.0,4650.0,False,-0.17905594556182436,0,1.8560000000000003,64976,331,17,1.0,6236.153808719647,False,-0.009223651141313197,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,11,1.8940000000000003,98470,5,10,1.0,488.04439991666015,False,0.005859262881813856,9,3.953000000000001,81580,356,0,0.0,8404.76127406621,False,-0.1259093669485821,0.5,403356,0.0,0.0,11,0,0,8,9,9.0,16,24,19,115.0,48.0,8,6,19,884,1.699434531852603,117.01322625670582
46,19,0,0,0,10.0,20,10.0,17.56523446675055,30,17.2,23.635079808549943,10,24.0,36.99999999999999,20,37.0,0,0.9020000000000001,53407,2,21,1.0,388.86992380176156,False,0.15425804216161074,12,2.858000000000001,35422,475,0,0.0,4750.0,False,-0.1860760584004479,0,1.8560000000000005,64700,351,17,1.0,6567.193654574792,False,-0.010831148479696753,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,1.8830000000000007,98803,0,6,0.5,221.99999999999994,False,0.00789696247159641,11,4.054,81180,366,0,0.0,8650.439209929278,False,-0.12873353503739957,0.4166666666666667,403041,0.0,0.0,13,0,0,14,6,6.0,16,30,19,169.0,60.0,14,5,19,1277,2.0655979588627815,119.0788242155686
47,19,0,0,0,10.0,20,10.0,15.840829229373764,23,2.0,24.681191686644922,8,42.25,36.99999999999999,20,37.0,0,0.9020000000000001,53337,0,30,0.9,475.22487688121294,False,0.15368044356864222,23,3.076000000000001,34728,488,0,0.0,4880.0,False,-0.19962100004306818,0,1.8560000000000003,64992,364,19,1.0,6235.0044815383035,False,-0.008999210790810766,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,5,1.9330000000000005,98978,0,0,0.0,0.0,False,0.008549098727315338,9,4.133000000000002,80727,374,0,0.0,9230.765690805201,False,-0.1303927812041838,0.31666666666666665,402291,0.0,0.0,11,0,0,10,8,8.0,19,29,17,187.0,60.0,14,5,17,760,1.7510466193780303,120.82987083494663
48,17,0,0,0,10.0,20,10.0,16.356923381556157,10,26.0,24.042937431501883,18,19.5,36.999999999999986,20,37.0,0,0.9020000000000001,53487,1,30,1.0,500.7077014466847,False,0.15718493153717514,0,3.053000000000001,34638,497,0,0.0,4970.0,False,-0.20059003402385978,0,1.8560000000000003,65083,364,11,1.0,6218.392422632963,False,-0.007796004374978505,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,7,1.9980000000000004,98773,0,9,0.9,332.9999999999999,False,0.00815679801098442,13,4.2540000000000004,80288,383,0,0.0,9208.44503626522,False,-0.1349797479276067,0.48333333333333334,401798,0.0,0.0,10,0,0,6,8,8.0,17,23,16,100.0,69.0,8,9,16,811,1.4018818465992808,122.23175268154591
49,16,0,0,0,10.0,20,10.0,16.52312650930165,24,17.75,23.85621344920909,17,22.41176470588235,36.999999999999986,20,37.0,0,0.9020000000000001,53747,4,25,1.0,453.0781627325413,False,0.1622709651872662,9,3.1430000000000007,34406,504,0,0.0,5040.0,False,-0.20483224945088074,6,1.9160000000000001,64852,378,10,1.0,6484.303955008115,False,-0.009222558818763087,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,7,2.0610000000000004,99033,0,0,0.0,0.0,False,0.009109528322073793,4,4.2810000000000015,79871,400,0,0.0,9542.485379683636,False,-0.13752694963427567,0.3333333333333333,401438,0.0,0.0,12,0,0,6,6,5.545454545454545,16,22,19,131.0,69.0,8,8,19,1073,1.492102731950581,123.7238554134965
50,19,0,0,0,10.0,20,10.0,18.012581699420036,27,28.0,23.815666819989968,14,23.428571428571427,36.999999999999986,20,37.0,2,0.9219999999999999,54369,3,10,1.0,210.12581699420036,False,0.17304928955805807,0,3.1340000000000003,34296,515,0,0.0,5150.0,False,-0.2060166243162927,4,1.9500000000000004,64300,395,10,1.0,7353.126439470813,False,-0.010933488247360415,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,12,2.1740000000000004,98860,0,0,0.0,0.0,False,0.0073467225058335625,8,4.357000000000001,79456,414,0,0.0,9859.686063475847,False,-0.14013956702495517,0.3333333333333333,400810,0.0,0.0,9,0,0,9,8,7.166666666666667,16,25,22,125.0,70.0,10,9,22,860,1.5524076344445348,125.27626304794103
51,22,0,0,0,10.000000000000002,20,10.0,17.684267231933116,8,10.0,23.32450170839153,7,14.0,36.999999999999986,20,37.0,0,0.9200000000000002,54369,1,12,1.0,222.21120678319738,False,0.17317941348446522,0,3.1340000000000003,34176,527,0,0.0,5270.000000000001,False,-0.2073086696240148,0,1.9460000000000002,64318,393,13,1.0,7253.135544358805,False,-0.01139902554738381,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,10,2.2620000000000005,98629,0,7,0.7,258.9999999999999,False,0.0063124751627793236,10,4.449000000000002,79321,414,0,0.0,9656.343707274093,False,-0.14255115852375666,0.45,400342,0.0,0.0,10,0,0,10,8,8.0,19,29,24,183.0,84.0,14,8,24,378,1.7737492406740785,127.05001228861511
52,24,0,0,0,10.000000000000002,20,10.0,17.684267231933116,0,,23.03094563911775,31,21.838709677419356,36.99999999999999,20,37.0,0,0.9200000000000002,54289,0,21,0.9,371.36961187059546,False,0.17306268155250656,0,3.1340000000000003,34056,539,0,0.0,5390.000000000001,False,-0.20860071493173693,18,2.1260000000000003,64322,383,10,1.0,7003.383806221561,False,-0.013157782808887459,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,1,2.2620000000000005,98881,0,0,0.0,0.0,False,0.007560704714741336,12,4.559000000000001,78456,445,0,0.0,10248.770809407399,False,-0.1483468814161169,0.31666666666666665,399533,0.0,0.0,10,0,0,9,9,8.0,17,26,24,146.0,99.0,11,13,24,656,1.778653741814196,128.8286660304293
53,24,0,0,0,10.000000000000002,20,10.0,17.586155016676678,26,16.92307692307692,22.658867277110694,16,19.375,36.99999999999999,20,37.0,0,0.9200000000000002,54616,0,12,1.0,211.03386020012013,False,0.17837798634954255,7,3.2040000000000006,33807,549,0,0.0,5490.000000000001,False,-0.212885998535682,6,2.1680000000000006,64006,399,10,1.0,7243.464524425101,False,-0.01600901725333852,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,10,2.3610000000000007,98742,0,0,0.0,0.0,False,0.006144346284351787,10,4.647000000000001,78015,461,0,0.0,10445.73781474803,False,-0.15183699744878174,0.3333333333333333,398715,0.0,0.0,12,0,0,10,11,11.0,17,27,24,160.0,108.0,12,12,24,817,1.8655233634635806,130.69418939389288
54,24,0,0,0,10.000000000000002,20,10.0,18.06448753826403,18,22.88888888888889,22.784153100130393,8,25.0,36.99999999999999,20,37.0,2,0.9400000000000002,54874,0,9,0.9,162.58038784437625,False,0.183412080492747,4,3.2370000000000014,33629,560,0,0.0,5600.000000000001,False,-0.21553469141651235,0,2.162000000000001,63794,407,12,1.0,7625.656265275024,False,-0.016313174650251505,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,8,2.431000000000001,98646,0,0,0.0,0.0,False,0.0051661419007733925,12,4.7570000000000014,77626,469,0,0.0,10685.767803961155,False,-0.15457785485912254,0.31666666666666665,398098,0.0,0.0,8,0,0,6,10,9.142857142857142,23,29,19,178.0,109.0,13,11,19,400,1.7234851894900203,132.4176745833829
55,19,0,0,0,10.000000000000002,20,10.0,18.60013863529377,13,26.0,22.34972908695458,7,14.0,36.99999999999999,20,37.0,4,0.9780000000000002,55044,0,8,0.8,148.80110908235017,False,0.1869245134273909,0,3.233,33509,572,0,0.0,5720.000000000001,False,-0.21682673672423447,0,2.1620000000000004,63554,410,15,1.0,7961.302776774765,False,-0.01736335426045593,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,11,2.533000000000001,98389,0,7,0.7,258.99999999999994,False,0.0038669642038333383,9,4.835000000000002,77513,469,0,0.0,10482.022941781697,False,-0.15676732521331121,0.4166666666666667,397538,0.0,0.0,9,0,0,10,8,7.3076923076923075,17,27,20,138.0,80.0,12,7,20,298,3.7066348483785987,136.1243094317615
56,20,0,0,0,10.000000000000002,20,10.0,19.090061143113722,12,26.166666666666668,22.336520542506683,5,22.0,36.99999999999999,20,37.0,4,1.0140000000000002,55200,0,7,0.7,133.63042800179605,False,0.19012048783325933,0,3.2330000000000014,33379,585,0,0.0,5850.000000000001,False,-0.21822645247426675,0,2.162000000000001,63350,412,20,1.0,8311.835601812987,False,-0.017781431135687163,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,3,2.552000000000001,98627,0,0,0.0,0.0,False,0.004972538949856836,10,4.926000000000002,77272,474,0,0.0,10587.510737148168,False,-0.15868558505207833,0.2833333333333333,397357,0.0,0.0,12,0,0,6,6,5.0,16,22,17,124.0,80.0,8,12,17,549,1.6015316797420382,137.72584111150354
57,17,0,0,0,10.000000000000002,20,10.0,18.348390685116758,25,13.4,22.15052572761916,21,21.095238095238095,36.99999999999999,20,37.0,4,1.0500000000000003,55340,0,8,0.8,146.78712548093407,False,0.19327691896163626,14,3.373000000000001,32967,597,0,0.0,5970.000000000001,False,-0.22580645161290322,1,2.172,63427,427,10,1.0,8056.268079821048,False,-0.018520340473889466,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,2.6390000000000002,98514,0,0,0.0,0.0,False,0.003821110873353101,11,5.026000000000002,76675,495,0,0.0,10964.510235171485,False,-0.16284805105426245,0.3,396452,0.0,0.0,8,0,0,8,12,10.454545454545455,18,26,18,138.0,80.0,10,7,18,390,1.8167925821617246,139.54263369366527
58,18,0,0,0,10.000000000000002,20,10.0,18.248468466469834,1,1.0,23.701150163163724,12,40.0,36.99999999999999,20,37.0,0,1.046,55240,0,18,1.0,328.472432396457,False,0.1930797238511183,1,3.3690000000000007,32846,607,0,0.0,6070.000000000001,False,-0.22733537189370773,2,2.1910000000000007,63844,418,10,1.0,7864.871320616028,False,-0.013845366367302865,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,2.7200000000000006,97913,2,10,1.0,417.4023003263274,False,-0.00017626886188809617,11,5.125000000000002,76515,495,0,0.0,11732.069330766044,False,-0.16056782048540316,0.5,395887,0.0,0.0,7,0,0,9,10,9.166666666666668,17,26,17,140.0,68.0,10,8,17,200,1.8874994749203324,141.4301331685856
59,17,0,0,0,10.000000000000002,20,10.0,18.248468466469834,0,,23.202030612971072,25,20.72,36.99999999999999,20,37.0,0,1.046,55180,0,24,0.6,437.96324319527605,False,0.192966570946157,0,3.3680000000000003,32706,621,0,0.0,6210.000000000001,False,-0.22884275808605023,15,2.339000000000001,63820,408,10,1.0,7677.395440449403,False,-0.015558466415075266,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,1,2.7210000000000005,98178,0,9,0.9,332.99999999999994,False,0.0020939687585974994,9,5.2040000000000015,75980,513,0,0.0,11902.64170445416,False,-0.16515023739566256,0.4166666666666667,395393,0.0,0.0,12,0,0,9,7,6.333333333333333,17,26,14,154.0,46.0,11,6,14,756,1.7231601690873504,143.15329333767295
60,14,0,0,0,10.000000000000002,20,10.0,19.13681817453108,16,27.8125,22.68892105325684,13,17.384615384615383,36.99999999999999,20,37.0,0,1.046,55515,1,18,1.0,354.4627271415594,False,0.19928143683127575,0,3.3680000000000008,32616,630,0,0.0,6300.000000000001,False,-0.2298117920668418,3,2.354000000000001,63506,414,10,1.0,8149.531934788435,False,-0.01669238203651771,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,2.7200000000000006,98511,0,0,0.0,0.0,False,0.0037905419863662766,11,5.305000000000002,75595,526,0,0.0,11934.372474013098,False,-0.1689115821741963,0.3333333333333333,395272,0.0,0.0,16,0,0,7,6,5.090909090909091,16,23,16,115.0,30.0,8,6,16,978,1.6560866553336382,144.8093799930066
61,16,0,0,0,10.000000000000002,20,10.0,19.826658086656913,17,26.11764705882353,22.860697366613756,20,24.0,36.99999999999999,20,37.0,0,1.046,55849,2,11,1.0,238.09323895322603,False,0.20522086695113081,0,3.3680000000000017,32526,639,0,0.0,6390.000000000001,False,-0.2307808260476334,10,2.451000000000001,63232,421,10,1.0,8575.630028148698,False,-0.017579225147329288,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,2.8100000000000005,98393,0,0,0.0,0.0,False,0.0025881657648845007,11,5.404000000000002,74962,546,0,0.0,12481.94076217111,False,-0.17257185847537107,0.3333333333333333,394491,0.0,0.0,11,0,0,6,9,9.0,22,28,17,166.0,42.0,12,4,17,864,1.6390946228057146,146.4484746158123
62,17,0,0,0,10.000000000000002,20,10.0,20.242189069896398,11,26.09090909090909,22.860697366613756,0,,36.99999999999999,20,37.0,0,1.046,56046,1,10,1.0,212.42189069896398,False,0.20918667783602837,0,3.3680000000000017,32416,650,0,0.0,6500.000000000001,False,-0.23196520091304534,0,2.4410000000000007,62945,422,20,1.0,8999.417734828556,False,-0.018672027886534274,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,2.891000000000001,98277,0,0,0.0,0.0,False,0.0014061688013939412,11,5.503000000000002,74805,546,0,0.0,12481.94076217111,False,-0.1741716302276816,0.3333333333333333,394018,0.0,0.0,10,0,0,8,8,8.0,20,28,19,178.0,60.0,12,5,19,487,1.6285683549940586,148.07704297080636
63,19,0,0,0,10.0,20,10.0,18.4198414462003,19,4.105263157894737,22.78194440847187,10,21.7,36.99999999999999,20,37.0,0,1.046,56036,0,12,0.7,221.03809735440362,False,0.2090641080295707,14,3.5080000000000005,31996,664,0,0.0,6640.0,False,-0.23950213187475775,0,2.4410000000000007,63084,431,20,1.0,8394.590551481768,False,-0.02104971371579446,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,9,2.9720000000000013,98093,0,5,0.5,184.99999999999997,False,0.00047381774829578457,11,5.602000000000002,74492,551,0,0.0,12552.851369068,False,-0.17699970771524065,0.3666666666666667,393230,0.0,0.0,11,0,0,9,9,9.0,17,26,20,120.0,69.0,11,8,20,467,1.5761741632595658,149.65321713406593
