index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,20,0,0,0,10.0,20,10.0,19.10306338451341,15,26.0,22.88537300716599,15,23.8,36.99999999999999,20,37.0,3,1.076,56260,0,10,1.0,191.03063384513408,False,0.2135646521582016,0,3.4940000000000007,31896,674,0,0.0,6740.0,False,-0.2405788362978595,0,2.4410000000000007,63051,436,15,1.0,8672.216230755335,False,-0.019510125198206534,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,6,3.023000000000001,98219,0,0,0.0,0.0,False,0.0008151703196486616,9,5.681000000000002,74019,566,0,0.0,12953.12112205595,False,-0.17978010208960785,0.3333333333333333,392974,0.0,0.0,10,0,0,9,8,6.366666666666667,19,28,18,186.0,50.0,13,7,18,557,1.5218345941975713,151.1750517282635
65,18,0,0,0,10.0,20,10.0,20.086137333420474,32,24.6875,24.126762272576187,24,31.0,36.99999999999999,20,37.0,19,1.2630000000000001,56470,0,10,1.0,200.86137333420476,False,0.2181926587421315,3,3.5240000000000005,31736,684,0,0.0,6840.0,False,-0.2429475860286834,9,2.531000000000001,62705,458,10,1.0,9440.718521432338,False,-0.018953566803687434,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,10,3.1170000000000013,97339,14,10,1.0,707.7746718160665,False,-0.0045457225373395724,10,5.772000000000002,73880,566,0,0.0,13655.747446278121,False,-0.1776167097368115,0.5,391659,0.0,0.0,8,0,0,6,13,11.450980392156863,18,24,24,141.0,54.0,10,8,24,200,1.4322158619761467,152.60726759023964
66,24,0,0,0,10.0,20,10.0,19.45070237277172,11,10.0,23.829754182917778,18,21.5,36.99999999999999,20,37.0,1,1.2540000000000002,56468,0,9,0.9,175.05632135494548,False,0.21787174642916304,0,3.5210000000000012,31626,695,0,0.0,6950.0,False,-0.24413196089409536,8,2.6020000000000008,62734,459,10,1.0,9166.169930931395,False,-0.02052896977264445,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.1070000000000007,97672,4,11,1.0,502.31901673167107,False,-0.0021993345319818607,11,5.872000000000002,73337,584,0,0.0,13916.576442823982,False,-0.1818208029283772,0.48333333333333334,391366,0.0,0.0,13,0,0,10,6,4.979797979797979,19,29,16,158.0,78.0,13,11,16,686,1.6941627971827984,154.30143038742244
67,16,0,0,0,10.000000000000002,20,10.0,19.45070237277172,0,,23.829754182917778,0,,37.0,20,37.0,0,1.2530000000000003,56358,1,19,1.0,379.56334508266264,False,0.2177049328683692,0,3.5210000000000012,31536,704,0,0.0,7040.000000000001,False,-0.24510099487488696,0,2.594000000000001,62734,449,20,1.0,9209.960449032858,False,-0.02021039133226004,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.1070000000000007,97968,0,7,0.4,259.0,False,-0.0004228696033177432,12,5.981000000000001,73149,584,0,0.0,13916.576442823982,False,-0.18373645317955156,0.39999999999999997,391274,0.0,0.0,10,0,0,4,5,5.0,18,22,17,104.0,56.0,7,9,17,496,1.2465897621586919,155.54802014958113
68,17,0,0,0,10.0,20,10.0,19.737045197517205,19,22.105263157894736,23.274293810337774,24,19.958333333333332,36.99999999999999,20,37.0,0,1.2530000000000003,56635,5,13,1.0,306.58158756772366,False,0.2228840775611323,3,3.5510000000000006,31413,710,0,0.0,7100.0,False,-0.24710366510185625,4,2.634000000000001,62669,458,10,1.0,9272.309638566257,False,-0.020702554718846394,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,1,3.1170000000000004,98155,0,5,0.5,184.99999999999997,False,0.0011055747460234973,12,6.089000000000001,72554,603,0,0.0,14034.399167633677,False,-0.18919899750540725,0.4166666666666667,390955,0.0,0.0,15,0,0,4,8,7.0,18,22,11,110.0,70.0,8,9,11,1142,1.2661975668743253,156.81421771645546
69,11,0,0,0,10.0,20,10.0,19.737045197517205,0,,22.976174414530906,5,14.0,36.99999999999999,20,37.0,0,1.2530000000000001,56515,7,23,1.0,523.9520395428957,False,0.22264042421662109,0,3.548000000000001,31333,718,0,0.0,7180.0,False,-0.24796502864033765,0,2.630000000000001,62739,448,15,1.0,9186.83886470567,False,-0.02030585158373828,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,6,3.1760000000000006,98206,0,5,0.5,184.99999999999997,False,0.001625245824799519,9,6.167000000000002,72439,603,0,0.0,13854.633171962136,False,-0.19128667924086176,0.4166666666666667,390761,0.0,0.0,10,0,0,1,7,6.25,18,19,14,58.0,50.0,4,7,14,344,1.2246906822547317,158.0389083987102
70,14,0,0,0,10.0,20,10.0,20.246769475011234,17,25.0,22.976174414530906,0,,36.99999999999999,20,37.0,0,1.2530000000000003,56844,6,18,1.0,424.4418505502022,False,0.22865370871430937,2,3.568000000000001,31185,729,0,0.0,7290.0,False,-0.24996769886730694,0,2.630000000000001,62314,455,25,1.0,9786.684471493385,False,-0.02212573862549919,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,5,3.2200000000000006,98340,0,0,0.0,0.0,False,0.0020481154281172622,10,6.258000000000002,72299,603,0,0.0,13854.633171962136,False,-0.1927132273002469,0.3333333333333333,390511,0.0,0.0,10,0,0,5,8,7.2,17,22,16,80.0,51.0,7,7,16,656,1.4599437359720469,159.49885213468224
71,16,0,0,0,10.0,20,10.0,20.246769475011234,0,,22.666634021251717,5,14.0,36.99999999999999,20,37.0,0,1.2530000000000003,56784,2,28,1.0,586.9095453003146,False,0.2291109602620732,0,3.566000000000001,31045,743,0,0.0,7430.0,False,-0.25147508505964944,0,2.630000000000001,62384,445,30,1.0,9689.81143701755,False,-0.02181198756680286,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,11,3.3250000000000006,98137,0,5,0.5,184.99999999999997,False,0.0009221614241025484,9,6.338000000000001,72179,603,0,0.0,13667.980314814786,False,-0.19488694446237084,0.4166666666666667,390058,0.0,0.0,9,0,0,7,6,6.0,18,25,16,88.0,51.0,9,7,16,270,1.4042409025132656,160.9030930371955
72,16,0,0,0,10.0,20,10.0,20.234914040452228,25,20.16,23.353956740499104,15,29.333333333333332,37.0,10,37.0,0,1.2530000000000003,57208,0,18,0.9,364.2284527281401,False,0.23584379659684035,6,3.6260000000000012,30787,756,0,0.0,7560.0,False,-0.2556311641328223,0,2.630000000000001,62320,460,25,1.0,9891.909377120503,False,-0.021272920955647673,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,97947,0,10,0.5,370.0,False,-7.132740296925789e-05,10,6.429000000000002,71799,613,0,0.0,14315.97548192595,False,-0.195457588308797,0.39999999999999997,389590,0.0,0.0,11,0,0,6,5,5.0,18,24,12,135.0,48.0,9,7,12,1134,1.3534694351255894,162.2565624723211
73,12,0,0,0,10.0,20,10.0,20.74534387985495,12,27.75,23.451278175865916,5,26.0,37.0,13,37.0,0,1.2530000000000001,57461,0,14,0.8,290.4348143179693,False,0.2404973816090052,0,3.620000000000001,30667,768,0,0.0,7680.0,False,-0.25692320944054436,0,2.630000000000001,62117,462,30,1.0,10287.887217768965,False,-0.02134583271905946,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,97947,0,10,0.0,370.0,False,-7.132740296925789e-05,13,6.549000000000002,71454,618,0,0.0,14492.889912685136,False,-0.19807166410557908,0.3,389175,0.0,0.0,12,0,0,7,5,5.0,14,21,12,121.0,24.0,9,3,12,663,1.3849725713953376,163.64153504371643
74,12,0,0,0,10.0,20,10.0,19.410899816090012,54,15.481481481481481,24.553120236005974,13,34.92307692307692,37.0,12,37.0,14,1.3930000000000002,57857,0,8,0.8,155.2871985287201,False,0.24756974028305181,26,3.880000000000001,30027,780,0,0.0,7800.0,False,-0.26941298074852493,0,2.630000000000001,61735,506,27,1.0,10484.849553313707,False,-0.02547106307972211,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,97877,0,15,0.5,555.0,False,0.0001579392494319282,12,6.6560000000000015,70894,626,0,0.0,15370.25326773974,False,-0.19930785280194557,0.3833333333333333,387919,0.0,0.0,10,0,0,6,7,7.0,16,22,18,113.0,27.0,8,4,18,1046,1.4431297313421965,165.08466477505863
75,18,0,0,0,10.0,20,10.0,19.410899816090012,0,,24.76587546652508,21,26.0,37.0,7,37.0,0,1.3790000000000002,57737,2,18,1.0,369.39619668962024,False,0.24729097072106482,0,3.8540000000000005,29947,788,0,0.0,7880.0,False,-0.2702743442870063,0,2.630000000000001,62281,496,16,1.0,10024.060316245048,False,-0.0208789698794884,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,97331,11,25,1.0,1197.4246301317758,False,-0.0021325638628283544,7,6.714000000000002,70824,626,0,0.0,15503.438042044701,False,-0.1993425751126224,0.5,387649,0.0,0.0,8,0,0,8,3,3.0,16,24,16,123.0,36.0,11,7,16,746,1.3643204886466265,166.44898526370525
76,16,0,0,0,10.0,20,10.0,19.220810692434515,2,1.0,24.97351575954586,26,26.0,37.0,13,37.0,0,1.379,57627,3,28,1.0,568.1826993881664,False,0.24706256405732557,2,3.8740000000000014,29815,797,0,0.0,7970.0,False,-0.2721478099832034,10,2.730000000000001,62645,488,10,1.0,9629.490775503502,False,-0.018453244852872853,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96655,27,35,1.0,1969.2849255077383,False,-0.00508826804069875,13,6.8370000000000015,70609,626,0,0.0,15633.42086547571,False,-0.20087110697339627,0.5,386880,0.0,0.0,8,0,0,7,7,6.384615384615385,18,25,17,112.0,34.0,9,7,17,200,1.4474194152280688,167.89640467893332
77,17,0,0,0,10.0,20,10.0,18.96373054178807,5,10.0,24.97351575954586,0,,37.0,10,37.0,0,1.3790000000000002,57597,1,33,1.0,635.8031078790063,False,0.24714461333260485,0,3.872000000000001,29695,809,0,0.0,8090.0,False,-0.2734398552909255,0,2.7200000000000006,62595,483,20,1.0,9658.952166874556,False,-0.018966417130757886,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,96655,17,45,1.0,2089.5497679122795,False,-0.004475540978039932,10,6.924000000000002,70479,626,0,0.0,15633.42086547571,False,-0.20219575874282536,0.5,386550,0.0,0.0,8,0,0,6,3,3.0,19,25,10,126.0,33.0,11,6,10,250,1.3764683129265904,169.2728729918599
78,10,0,0,0,10.0,20,10.0,19.807759628549142,22,26.0,24.97351575954586,0,,37.0,14,37.0,0,1.3790000000000002,58019,6,21,1.0,475.96295219953197,False,0.25451099263749016,0,3.872000000000001,29645,814,0,0.0,8140.0,False,-0.2739782075024764,0,2.720000000000001,62023,495,30,1.0,10554.046488918202,False,-0.020777219699989892,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96655,7,55,1.0,2209.814610316821,False,-0.0038628139153811148,14,7.054000000000002,70233,626,0,0.0,15633.42086547571,False,-0.204702407475745,0.5,386104,0.0,0.0,9,0,0,2,6,6.0,17,19,19,43.0,36.0,3,7,19,772,1.1624167999252677,170.43528979178518
79,19,0,0,0,10.0,20,10.0,20.607813014588892,18,27.944444444444443,24.945149617842848,1,21.0,37.00000000000001,15,37.0,0,1.3790000000000002,58392,9,13,1.0,357.9015691896556,False,0.26127203550098677,0,3.872000000000001,29575,821,0,0.0,8210.0,False,-0.27473190059864766,0,2.720000000000001,61541,503,39,1.0,11338.590781434084,False,-0.02208276989411819,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96655,0,62,0.7,2294.0000000000005,False,-0.003433904971519987,15,7.190000000000001,69944,627,0,0.0,15640.608810387466,False,-0.20761058900953003,0.45,385636,0.0,0.0,11,0,0,5,5,5.0,21,26,12,113.0,57.0,10,9,12,724,1.3197476603090763,171.75503745209426
80,12,0,0,0,10.0,20,10.0,20.501586269904852,1,3.0,26.747850534113674,9,52.0,37.000000000000014,14,37.0,0,1.379,58252,13,23,1.0,601.5364842078116,False,0.26088049102252264,1,3.8820000000000014,29496,827,0,0.0,8270.0,False,-0.2757870709332874,0,2.7200000000000006,62006,494,40,1.0,11197.697638697544,False,-0.016341973877476837,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96655,0,62,0.0,2294.000000000001,False,-0.003433904971519987,14,7.315000000000001,69232,636,0,0.0,17011.632939696297,False,-0.20788049124356112,0.3333333333333333,385170,0.0,0.0,9,0,0,5,7,7.0,16,21,13,80.0,33.0,6,6,13,668,1.2393092913553119,172.99434674344957
81,13,0,0,0,10.0,20,10.0,20.7817870518851,22,22.681818181818183,25.96246813892185,14,19.142857142857142,37.000000000000014,12,37.0,0,1.3790000000000002,58670,11,12,1.0,359.3814446226212,False,0.2672744459776758,1,3.891000000000001,29355,839,0,0.0,8390.0,False,-0.2775313320987123,0,2.7200000000000006,61775,506,36,1.0,11450.233101255048,False,-0.017865839968753225,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96585,0,67,0.5,2479.000000000001,False,-0.003204638319118801,12,7.421000000000002,68858,645,0,0.0,16745.791949604594,False,-0.21304582301834857,0.4166666666666667,384772,0.0,0.0,12,0,0,5,5,5.0,18,23,12,78.0,33.0,7,6,12,966,1.3106647469103336,174.3050114903599
82,12,0,0,0,10.0,20,10.0,20.7817870518851,0,,26.751297802639975,5,46.0,37.000000000000014,14,37.0,0,1.3790000000000002,58560,12,22,1.0,577.1993151414722,False,0.2672509508930346,0,3.890000000000001,29265,848,0,0.0,8480.0,False,-0.27850036607950385,0,2.720000000000001,62005,496,41,1.0,11404.56958764325,False,-0.014851519121440619,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,96585,0,67,0.0,2479.000000000001,False,-0.003204638319118801,14,7.549000000000001,68394,650,0,0.0,17388.343571715985,False,-0.21450012955239003,0.3333333333333333,384338,0.0,0.0,9,0,0,4,5,5.0,16,20,13,63.0,21.0,5,7,13,430,1.1924631129950285,175.49747460335493
83,13,0,0,0,10.0,20,10.0,21.5369045521674,18,28.0,28.870111007187184,40,34.925,37.000000000000014,13,37.0,0,1.3790000000000002,58934,15,14,1.0,451.51666373034357,False,0.2739514693110206,0,3.890000000000001,29195,855,0,0.0,8550.0,False,-0.2792540591756751,0,2.720000000000001,62898,504,11,1.0,11172.171115371428,False,-0.0035489821079368834,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,95396,22,77,1.0,3484.1424421581187,False,-0.010199092908231526,13,7.665000000000002,67971,658,0,0.0,18996.533042729166,False,-0.21061691558539844,0.5,383923,0.0,0.0,11,0,0,4,5,5.0,15,19,16,90.0,35.0,6,7,16,2101,1.405772864818573,176.9032474681735
84,16,0,0,0,10.0,20,10.0,22.03745180840219,13,28.0,30.896704533253793,14,51.0,37.000000000000014,10,37.0,0,1.379,59218,13,11,1.0,372.41196989242405,False,0.27921542669680455,0,3.89,29075,867,0,0.0,8670.0,False,-0.28054610448339723,3,2.750000000000001,63155,507,10,1.0,11481.955112192447,False,0.0024440920162994676,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,95396,12,87,1.0,3589.760454399047,False,-0.009660988728237268,10,7.752000000000001,67122,672,0,0.0,20762.585446346548,False,-0.21027020121283815,0.5,383495,0.0,0.0,8,0,0,4,5,4.214285714285714,21,25,17,130.0,48.0,10,6,17,564,1.4757189033553004,178.3789663715288
85,17,0,0,0,10.0,20,10.0,22.351420151529304,13,26.0,31.73744028748677,14,40.0,37.00000000000002,9,37.0,2,1.3990000000000002,59442,10,10,1.0,323.51420151529305,False,0.28351257807738595,0,3.890000000000001,28945,880,0,0.0,8800.0,False,-0.2819458202334295,4,2.7870000000000013,63253,510,10,1.0,11716.598680154813,False,0.005577047783689529,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,94836,16,97,1.0,4096.79904459979,False,-0.012783913405476998,9,7.8320000000000025,67005,672,0,0.0,21327.55987319111,False,-0.20858394790454807,0.5,383010,0.0,0.0,7,0,0,7,6,4.43956043956044,17,24,12,128.0,66.0,10,7,12,200,1.3680558539927006,179.7470222255215
86,12,0,0,0,10.0,20,10.0,22.19743278461902,24,21.25,31.36425225738255,8,25.0,37.00000000000002,7,37.0,9,1.4870000000000003,59669,7,10,1.0,291.97432784619025,False,0.28806122494343206,5,3.940000000000001,28720,893,0,0.0,8930.0,False,-0.2853912743873552,0,2.7830000000000013,62943,524,12,1.0,12007.825806228959,False,0.003185206947888545,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,94836,6,107,1.0,4147.1855135442975,False,-0.01252720369300531,7,7.8930000000000025,66728,680,0,0.0,21327.691535020134,False,-0.2114058043437363,0.5,382425,0.0,0.0,10,0,0,7,5,4.5,13,20,17,73.0,49.0,6,6,17,427,1.3957586521282792,181.14278087764978
87,17,0,0,0,10.0,20,10.0,22.553032815977566,20,25.3,31.471408227027478,15,32.4,37.00000000000002,12,37.0,8,1.5580000000000003,59917,5,10,1.0,275.53032815977565,False,0.2932246256100583,2,3.955000000000001,28558,905,0,0.0,9050.0,False,-0.2875877514104828,3,2.8130000000000015,62830,534,10,1.0,12358.033606002295,False,0.004088825558740847,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,94494,5,117,1.0,4486.35704113514,False,-0.014284040793491175,12,8.006,66399,686,0,0.0,21589.38604374085,False,-0.21342490730626537,0.5,381727,0.0,0.0,8,0,0,13,8,6.944444444444445,13,26,20,167.0,48.0,11,6,20,542,1.662607873789966,182.80538875143975
88,20,0,0,0,10.0,20,10.0,21.302892466563762,11,3.4545454545454546,31.708877442361214,24,33.0,37.000000000000014,11,37.0,0,1.5500000000000003,59797,7,20,1.0,496.05784933127524,False,0.2930149645692243,11,4.063000000000001,28249,913,0,0.0,9130.0,False,-0.2933804212067703,14,2.950000000000001,63090,535,10,1.0,11714.136244035224,False,0.00318746540009319,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,93702,19,127,1.0,5301.468671404865,False,-0.018201384406785922,11,8.104,66245,686,0,0.0,21752.289925459794,False,-0.21416414511325874,0.5,380612,0.0,0.0,6,0,0,12,8,7.473684210526316,16,28,11,146.0,39.0,12,8,11,200,1.4569990802556276,184.26238783169538
89,11,0,0,0,10.0,20,10.0,20.384843996813885,10,6.5,31.708877442361214,0,,37.000000000000014,8,37.0,0,1.5500000000000003,59777,4,25,1.0,549.6210999203471,False,0.2931610006882332,5,4.102000000000001,28024,926,0,0.0,9260.0,False,-0.296825875360696,0,2.936000000000001,63025,535,20,1.0,11540.069087142654,False,0.0009753600216989338,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,93702,9,137,1.0,5354.379896981252,False,-0.017931811527622743,8,8.173,66154,686,0,0.0,21752.289925459794,False,-0.21509140135185909,0.5,380211,0.0,0.0,9,0,0,9,4,4.0,12,21,10,42.0,29.0,6,5,10,250,1.204304943792522,185.4666927754879
90,10,0,0,0,10.0,20,10.0,21.010936966214494,13,28.0,31.708877442361214,0,,37.00000000000001,7,37.0,0,1.5500000000000003,60031,5,22,1.0,512.2406132567189,False,0.2982281818043059,0,4.097000000000001,27934,935,0,0.0,9350.0,False,-0.29779490934148756,0,2.936000000000001,62661,538,30,1.0,12255.150411094235,False,0.0008813759391677906,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,93702,0,146,0.9,5402.000000000001,False,-0.017689195936375957,7,8.235000000000001,66075,686,0,0.0,21752.289925459794,False,-0.21589638204251213,0.48333333333333334,379932,0.0,0.0,9,0,0,6,3,3.0,15,21,14,81.0,27.0,6,4,14,564,1.2640289878472686,186.73072176333517
91,14,0,0,0,10.0,20,10.0,21.879572666795376,30,26.0,31.947357535858238,22,33.45454545454545,37.000000000000014,10,37.0,8,1.6300000000000003,60495,9,10,1.0,308.7957266679538,False,0.30602949875821484,0,4.097000000000001,27874,941,0,0.0,9410.0,False,-0.29844093199534866,0,2.936000000000001,62617,558,18,1.0,12783.853983717268,False,0.004087518796686009,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,92992,11,156,1.0,6123.420932894443,False,-0.02124832669532777,10,8.328000000000001,65928,687,0,0.0,21947.83462713461,False,-0.21639799352380495,0.5,379435,0.0,0.0,12,0,0,7,4,3.6153846153846154,16,23,15,103.0,48.0,8,6,15,1378,1.411625325679779,188.14234708901495
92,15,0,0,0,10.0,20,10.0,21.752201704077102,1,2.0,31.315507168242124,5,13.0,37.000000000000014,10,37.0,0,1.622,60395,9,20,1.0,525.044034081542,False,0.306204445002816,1,4.107,27754,951,0,0.0,9510.0,False,-0.29994831818769113,0,2.936000000000001,62680,549,23,1.0,12662.215400407897,False,0.00411924834425493,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,92927,6,166,1.0,6329.893043009455,False,-0.020858715480036236,10,8.418000000000001,65790,687,0,0.0,21513.75342458234,False,-0.2200157255291865,0.5,379075,0.0,0.0,8,0,0,6,5,5.0,18,24,17,115.0,63.0,9,6,17,265,2.921160228550434,191.06350731756538
93,17,0,0,0,10.0,20,10.0,21.752201704077102,0,,31.269049779363513,1,25.0,37.00000000000002,10,37.0,0,1.622,60305,8,30,1.0,732.5660511223131,False,0.3065007757776208,0,4.106000000000001,27644,962,0,0.0,9620.0,False,-0.3011326930531031,0,2.936000000000001,62705,539,32,1.0,12725.04631143719,False,0.004940099460461395,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.314000000000001,92927,0,172,0.6,6364.000000000004,False,-0.02068494686108479,10,8.508000000000001,65629,688,0,0.0,21513.106248202097,False,-0.22165955304108412,0.43333333333333335,378739,0.0,0.0,9,0,0,11,4,4.0,15,26,12,132.0,51.0,10,7,12,225,1.343490238301456,192.40699755586684
94,12,0,0,0,10.0,20,10.0,22.08629084511521,24,24.041666666666668,32.268760873922844,10,44.5,37.00000000000002,10,37.0,0,1.6220000000000003,60822,4,16,1.0,393.3806535218434,False,0.3139818753340136,0,4.106000000000001,27504,976,0,0.0,9760.0,False,-0.30264007924544556,0,2.936000000000001,62573,553,32,1.0,13246.319185314242,False,0.006811773842642259,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,92737,0,177,0.5,6549.000000000004,False,-0.021678435688156594,10,8.598,65237,693,0,0.0,22362.251285628532,False,-0.2213276511599439,0.4166666666666667,378402,0.0,0.0,12,0,0,8,4,4.0,12,20,18,83.0,50.0,5,7,18,1222,1.2841589385643601,193.6911564944312
95,18,0,0,0,10.0,20,10.0,22.44640018450904,15,26.0,32.780306558638586,27,35.03703703703704,37.000000000000014,12,37.0,0,1.622,61122,3,11,1.0,276.9104020295995,False,0.3191880615232094,0,4.106000000000001,27394,987,0,0.0,9870.0,False,-0.3038244541108575,0,2.936000000000001,63129,558,15,1.0,13016.795901335623,False,0.013231840744206367,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91901,12,187,1.0,7312.363678703666,False,-0.02630776919112857,12,8.708,64935,698,0,0.0,22880.65397792973,False,-0.22176375356418074,0.5,378010,0.0,0.0,12,0,0,13,5,5.0,15,28,20,151.0,48.0,12,6,20,1536,1.6144494293257594,195.30560592375696
96,20,0,0,0,10.0,20,10.0,21.739622356956147,5,1.0,32.780306558638586,0,,37.000000000000014,5,37.0,0,1.622,61042,1,21,1.0,466.5320694960791,False,0.31950699932701754,5,4.156000000000001,27169,999,0,0.0,9990.0,False,-0.3073775787070933,0,2.936000000000001,63124,553,25,1.0,12841.518827362714,False,0.011883939787006123,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91901,2,197,1.0,7354.56061311728,False,-0.026092783637915264,5,8.746,64900,698,0,0.0,22880.65397792973,False,-0.22212039057902705,0.5,377665,0.0,0.0,7,0,0,8,2,2.0,18,26,24,129.0,60.0,10,10,24,200,1.5928108356893063,196.89841675944626
97,24,0,0,0,10.0,20,10.0,22.06402045679222,11,26.09090909090909,32.66387459972469,8,30.75,37.000000000000014,11,37.0,0,1.622,61209,3,20,1.0,471.2804091358444,False,0.32315431768310265,0,4.151000000000001,27089,1007,0,0.0,10070.0,False,-0.30823894224557474,0,2.936000000000001,63083,554,27,1.0,13105.391947255457,False,0.013207076790067147,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91901,0,199,0.2,7363.000000000003,False,-0.026049786527272543,11,8.851,64499,706,0,0.0,23060.695467405632,False,-0.22528915381547787,0.3666666666666667,377310,0.0,0.0,12,0,0,13,4,4.0,15,28,22,174.0,75.0,13,11,22,733,1.694337842054665,198.59275460150093
98,22,0,0,0,10.0,20,10.0,21.83201746385855,19,20.210526315789473,32.86824319578519,5,38.0,37.000000000000014,11,37.0,0,1.622,61473,3,16,1.0,379.3122794217368,False,0.32784909211660423,5,4.201000000000001,26899,1017,0,0.0,10170.0,False,-0.3112537146302597,0,2.936000000000001,62889,563,32,1.0,13343.209614417488,False,0.01211449201502653,0,0.2,69529,0,0,0.0,0.0,False,0.011654638575253172,0,3.3140000000000005,91711,0,204,0.5,7548.000000000003,False,-0.027043275354344348,11,8.950000000000001,64338,706,0,0.0,23204.979696224345,False,-0.22619458270298068,0.4166666666666667,376839,0.0,0.0,10,0,0,8,5,5.0,17,25,23,131.0,96.0,10,12,23,754,1.6022487860172987,200.19500338751823
