index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,16.0,0,,27.0,0,,34.0,0,,0,0.2,16789,0,6,0.6,96.0,False,-0.0007122084396700101,0,0.2,16709,14,0,0.0,140.0,False,-0.004154549231408392,0,0.2,27543,0,0,0.0,0.0,False,0.0,0,0.2,27543,0,0,0.0,0.0,False,0.0,0,0.2,39985,0,0,0.0,0.0,False,0.0,0,0.2,39985,0,0,0.0,0.0,False,0.0,0.09999999999999999,168554,0.0,0.0,12,0,0,0,0,0.0,581,581,46,0.0,0.0,0,0,46,200,1.067549405619502,1.067549405619502
1,46,0,0,0,10.0,20,10.0,16.0,0,,27.0,0,,34.0,0,,0,0.2,16679,1,16,1.0,266.0,False,-0.0021959760223158645,0,0.2,16619,23,0,0.0,230.0,False,-0.00682533088017093,0,0.2,27543,0,0,0.0,0.0,False,0.0,0,0.2,27543,0,0,0.0,0.0,False,0.0,0,0.2,39985,0,0,0.0,0.0,False,0.0,0,0.2,39985,0,0,0.0,0.0,False,0.0,0.16666666666666666,168354,0.0,0.0,10,0,0,32,0,0.0,24,56,32,630.0,123.0,35,11,32,200,3.25235877558589,4.319908181205392
2,32,0,0,0,10.0,20,10.0,13.651515151515152,21,8.619047619047619,27.0,0,,34.0,0,,0,0.2,16599,0,25,0.9,341.2878787878788,False,-0.004709838008550065,21,0.41000000000000003,16158,35,0,0.0,350.0,False,-0.030624962905810432,0,0.2,27407,6,10,1.0,351.9090909090909,False,0.0014506243130575512,0,0.2,27498,0,5,0.5,135.0,False,0.0008169044766365319,0,0.2,39985,0,0,0.0,0.0,False,0.0,0,0.2,39985,0,0,0.0,0.0,False,0.0,0.39999999999999997,167632,0.0,0.0,11,0,0,27,3,3.0,16,43,33,255.0,97.0,20,12,33,200,2.702658605761826,7.022566786967218
3,33,0,0,0,10.0,20,10.0,12.90922190201729,10,8.5,27.0,0,,34.0,20,34.0,0,0.2,16509,0,34,0.9,438.91354466858786,False,-0.007154325340714865,10,0.4890000000000001,15923,46,0,0.0,460.0,False,-0.04130808950086059,0,0.2,27407,0,16,0.6,432.0,False,0.002904549250263225,0,0.2,27413,0,15,1.0,405.0,False,0.0026322477580510476,5,0.25,39937,0,0,0.0,0.0,False,-0.001200450168813305,15,0.35000000000000003,39716,0,0,0.0,0.0,False,-0.006727522821057897,0.4166666666666667,166905,0.0,0.0,11,0,0,22,16,16.0,20,42,33,257.0,78.0,19,14,33,200,2.1597468182444572,9.182313605211675
4,33,0,0,0,10.0,20,10.0,12.545360213459826,5,8.0,27.0,0,,34.0,20,34.0,0,0.2,16419,0,43,0.9,539.4504891787725,False,-0.009512419455790467,5,0.5290000000000001,15758,57,0,0.0,570.0,False,-0.047836666864502345,0,0.2,27407,0,16,0.0,432.0,False,0.002904549250263225,0,0.2,27373,0,20,0.5,540.0,False,0.003630686562829031,10,0.34500000000000003,39801,0,0,0.0,0.0,False,-0.004601725647117669,10,0.43500000000000005,39579,0,0,0.0,0.0,False,-0.010153807677879205,0.2333333333333333,166337,0.0,0.0,12,0,0,20,14,14.0,18,38,25,243.0,80.0,16,17,25,200,1.8953916691243649,11.07770527433604
5,25,0,0,0,10.0,20,10.0,11.973286760754588,10,8.5,24.642857142857142,11,15.0,34.0,20,34.0,0,0.2,16369,0,47,0.9,562.7444777554656,False,-0.011788697318669866,5,0.5740000000000001,15598,68,0,0.0,680.0,False,-0.05406849071161493,0,0.2,27407,0,16,0.0,394.2857142857143,False,0.0022199054984155214,0,0.2,27453,0,19,1.0,468.2142857142857,False,0.005232078671791065,7,0.405,39562,1,10,1.0,364.64285714285717,False,-0.006019221493774477,13,0.5550000000000002,39372,0,0,0.0,0.0,False,-0.015330749030886583,0.48333333333333334,165761,0.0,0.0,13,0,0,20,11,11.0,15,35,24,168.0,39.0,11,14,24,405,1.385577779263258,12.463283053599298
6,24,0,0,0,10.0,20,10.0,15.566754484094675,27,24.037037037037038,28.93465909090909,20,39.75,34.0,20,34.0,0,0.2,16938,0,28,0.8,435.8691255546509,False,0.018216782169702978,0,0.5690000000000002,15478,80,0,0.0,800.0,False,-0.05762953290996498,0,0.2,27797,0,6,0.0,173.60795454545453,False,0.012373524208427838,0,0.2,27209,17,19,1.0,814.3933489568822,False,0.0026575418247264423,4,0.43800000000000006,39272,6,10,1.0,513.6079545454545,False,-0.011409179010310667,6,0.6020000000000001,39111,0,5,0.5,170.0,False,-0.0197323996498687,0.5499999999999999,165805,0.0,0.0,22,0,0,15,7,7.0,14,29,23,129.0,40.0,8,16,23,1984,1.5895745670422912,14.05285762064159
7,23,0,0,0,10.0,20,10.0,17.256475049711902,24,23.0,27.34934621944286,7,13.0,34.0,20,34.0,0,0.2,17390,0,14,1.0,241.59065069596664,False,0.03927801800391612,0,0.5690000000000002,15378,90,0,0.0,900.0,False,-0.060597068075256694,0,0.2,27797,0,6,0.0,164.09607731665716,False,0.012200850984218475,0,0.2,26748,31,22,1.0,1136.636343368812,False,-0.008230106681029494,2,0.45400000000000007,39597,0,6,0.6,204.0,False,-0.007152682255845942,3,0.6260000000000001,39167,0,7,0.7,238.0,False,-0.017481555583343755,0.5499999999999999,166077,0.0,0.0,21,0,0,23,4,2.833333333333333,14,37,17,147.0,42.0,14,9,17,1251,1.9221306759864092,15.974988296627998
8,17,0,0,0,10.0,20,10.0,17.40329199176743,15,18.333333333333332,28.34831098881798,5,41.0,34.0,20,34.0,0,0.2,17530,0,13,0.9,226.24279589297657,False,0.0471316634783363,5,0.6190000000000002,15218,101,0,0.0,1010.0,False,-0.06682889192236928,0,0.2,27797,0,6,0.0,170.08986593290786,False,0.012309658823165785,0,0.2,26678,36,27,1.0,1391.922908401713,False,-0.006137259768331094,3,0.48200000000000004,39573,0,5,0.5,170.0,False,-0.00817806677504064,4,0.663,39370,0,0,0.0,0.0,False,-0.01538076778792047,0.39999999999999997,166166,0.0,0.0,21,0,0,15,6,6.0,16,31,15,108.0,63.0,6,11,15,1077,1.0516061866655946,17.026594483293593
9,15,0,0,0,10.000000000000002,20,10.0,18.09657621546295,14,23.0,32.21030882804492,31,39.87096774193548,33.99999999999999,20,34.0,1,0.21000000000000002,17723,1,10,1.0,190.9657621546295,False,0.05753949083490499,0,0.6140000000000001,15128,110,0,0.0,1100.0000000000002,False,-0.06949967357113182,0,0.2,27797,0,6,0.0,193.26185296826952,False,0.012730309932982353,4,0.24000000000000002,27464,40,10,1.0,1045.9661368989673,False,0.016119633607431454,6,0.5390000000000001,38857,11,10,1.0,694.3133971084941,False,-0.01952840568827698,9,0.7490000000000001,38855,0,10,1.0,339.99999999999994,False,-0.0240090033762661,0.6666666666666666,165824,0.0,0.0,17,0,0,14,10,8.642857142857142,16,30,16,93.0,57.0,6,9,16,1326,0.9672509683296084,17.9938454516232
10,16,0,0,0,10.000000000000002,20,10.0,17.877327751001467,22,16.863636363636363,31.241657264667356,44,29.40909090909091,33.99999999999999,20,34.0,3,0.23900000000000002,17835,4,10,1.0,218.77327751001468,False,0.06501196740192343,9,0.7040000000000002,14939,117,0,0.0,1170.0000000000002,False,-0.07863968188023028,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,28,0.516,26870,52,10,1.0,1242.03761569875,False,-0.001887274158611123,0,0.533,38228,32,10,1.0,1339.7330324693553,False,-0.027188532793930707,0,0.7400000000000002,38870,3,10,1.0,433.72497179400204,False,-0.022461861050468934,0.6666666666666666,164773,0.0,0.0,27,0,0,12,7,6.230769230769231,17,29,15,84.0,24.0,8,8,15,1524,1.1913314387202263,19.185176890343428
11,15,0,0,0,10.000000000000002,20,10.0,17.495818805537255,5,9.0,28.962885763723822,28,19.642857142857142,33.99999999999999,20,34.0,0,0.23600000000000002,17765,1,20,1.0,359.9163761107451,False,0.06504588925487413,5,0.7450000000000001,14759,130,0,0.0,1300.0000000000002,False,-0.08546501276040121,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,18,0.6680000000000001,26689,47,10,1.0,1111.9323414974892,False,-0.010820674191310204,0,0.5330000000000001,38164,38,11,1.0,1474.5896590215052,False,-0.027102792809534853,1,0.7500000000000002,39023,5,10,1.0,484.81442881861904,False,-0.017996568352899638,0.6666666666666666,164431,0.0,0.0,23,0,0,17,4,3.5833333333333335,14,31,18,114.0,50.0,8,7,18,1051,1.5646723145619035,20.74984920490533
12,18,0,0,0,10.000000000000002,20,10.0,17.557347074021347,1,24.0,28.025728047465723,8,13.0,34.0,20,34.0,0,0.23600000000000002,17699,0,29,1.0,509.1630651466191,False,0.06555769081686208,0,0.7400000000000002,14649,141,0,0.0,1410.0000000000002,False,-0.08872930144222209,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,26769,38,12,1.0,1003.4879253823999,False,-0.009884763363061459,4,0.5730000000000001,38399,36,10,1.0,1348.926209708766,False,-0.022796971242856533,0,0.7490000000000001,39193,0,10,0.5,340.0,False,-0.015555833437539078,0.5833333333333334,164740,0.0,0.0,23,0,0,13,3,3.0,21,34,14,168.0,36.0,11,7,14,872,1.1413063379004598,21.89115554280579
13,14,0,0,0,10.000000000000002,20,10.0,18.955154749041384,22,25.0,28.726284100234952,7,41.0,34.0,20,34.0,0,0.23600000000000002,18129,2,17,1.0,342.23763073370355,False,0.08612492227235158,0,0.7400000000000002,14569,149,0,0.0,1490.0000000000002,False,-0.09110332957445545,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,26506,50,15,1.0,1378.6519989555936,False,-0.012622953219409717,0,0.5690000000000002,38452,33,10,1.0,1287.9673753077534,False,-0.02223374546320181,0,0.7490000000000001,39533,0,0,0.0,0.0,False,-0.011304239089658621,0.5,165220,0.0,0.0,25,0,0,11,0,0.0,19,30,16,99.0,32.0,8,6,16,1717,1.0984457852318883,22.98960132803768
14,16,0,0,0,10.000000000000002,20,10.0,18.50439121804781,5,9.0,29.420971627568534,7,41.0,34.0,20,34.0,0,0.23600000000000002,18029,2,27,1.0,519.618562887291,False,0.08545369347994812,5,0.79,14419,159,0,0.0,1590.0000000000002,False,-0.09703839990503887,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,26748,45,18,1.0,1362.275094108385,False,-0.0041339887792109275,0,0.5690000000000002,38758,23,11,1.0,1050.6823474340763,False,-0.017548051176265123,11,0.8590000000000002,39085,0,7,0.7,238.0,False,-0.01953232462173315,0.6166666666666667,165070,0.0,0.0,18,0,0,6,9,9.0,26,32,10,129.0,39.0,8,8,10,793,1.0302746426314116,24.01987597066909
15,10,0,0,0,10.000000000000002,20,10.0,20.52888548130252,45,25.0,29.82264399909886,4,41.0,33.99999999999999,20,34.0,18,0.41600000000000004,18656,2,10,1.0,225.2888548130252,False,0.11393224686370196,0,0.7850000000000001,14319,169,0,0.0,1690.0000000000002,False,-0.10000593507033058,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,25787,80,24,1.0,2358.0542944825743,False,-0.02094807583628196,0,0.5690000000000001,39098,13,11,1.0,761.6943719882852,False,-0.012658567312888785,3,0.8780000000000003,39136,0,4,0.4,135.99999999999997,False,-0.01953232462173315,0.5666666666666667,165027,0.0,0.0,25,0,0,8,4,3.235294117647059,21,29,16,93.0,27.0,6,4,16,1292,1.094614565372467,25.114490536041558
16,16,0,0,0,10.000000000000002,20,10.0,19.991502380364924,20,16.5,28.079024077837186,12,13.0,33.99999999999999,20,34.0,1,0.40800000000000003,18790,2,10,1.0,219.91502380364923,False,0.12172577078175716,9,0.8750000000000002,14105,179,0,0.0,1790.0000000000002,False,-0.1097394504124874,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,25613,90,22,1.0,2416.973743945261,False,-0.026195880188337177,0,0.5690000000000001,39248,15,12,1.0,829.1853611675576,False,-0.008063206687913448,7,0.9450000000000001,39191,0,0,0.0,0.0,False,-0.01985744654245342,0.5,164978,0.0,0.0,18,0,0,6,9,7.590909090909091,25,31,19,147.0,36.0,9,7,19,764,1.2789606116712093,26.393451147712767
17,19,0,0,0,10.000000000000002,20,10.0,19.752470358125976,3,9.0,26.63918211730318,11,13.0,33.99999999999999,20,34.0,0,0.40700000000000003,18690,2,20,1.0,415.0494071625195,False,0.12158138189692332,3,0.8960000000000001,13975,189,0,0.0,1890.0000000000002,False,-0.11448750667695412,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,0.6500000000000001,25729,83,21,1.0,2198.8778641878225,False,-0.025943472675673974,3,0.5990000000000001,39635,5,10,1.0,473.1959105865158,False,-0.002836114660666377,5,0.9880000000000002,39002,1,10,1.0,366.6391821173031,False,-0.01999951003979865,0.6666666666666666,165062,0.0,0.0,17,0,0,6,5,4.75,26,32,20,114.0,78.0,8,11,20,717,1.0412922389805317,27.4347433866933
18,20,0,0,0,10.000000000000002,20,10.0,19.78640847144384,1,24.0,30.286089824874473,87,34.632183908045974,33.99999999999999,20,34.0,0,0.40700000000000003,18584,5,29,1.0,623.8058456718713,False,0.12148512806908042,0,0.893,13905,196,0,0.0,1960.0000000000005,False,-0.11656478129265832,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,66,1.3100000000000003,24574,74,10,1.0,1767.0551251355887,False,-0.0757169675573542,0,0.5960000000000001,38826,32,14,1.0,1445.154874395983,False,-0.010914657066450086,4,1.0230000000000001,37309,41,10,1.0,1581.7296828198535,False,-0.047146058736778046,0.6666666666666666,161229,0.0,0.0,21,0,0,5,6,5.6,27,32,18,165.0,45.0,10,10,18,809,1.1893080854788423,28.62405147217214
19,18,0,0,0,10.000000000000002,20,10.0,19.004814029370753,8,8.0,30.286089824874473,0,,33.99999999999999,20,34.0,0,0.40700000000000003,18508,5,36,1.0,734.1733050573471,False,0.12024966778614,5,0.9430000000000003,13750,206,0,0.0,2060.0000000000005,False,-0.1227966051397709,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,1.244,24510,72,20,1.0,1974.0684066121835,False,-0.07428260526064366,0,0.5960000000000001,39268,22,11,1.0,1040.2939761472383,False,-0.004923171487467336,0,1.0190000000000001,37547,31,13,1.0,1380.8687845711086,False,-0.04370552976652357,0.6666666666666666,161614,0.0,0.0,23,0,0,10,1,1.0,23,33,19,84.0,58.0,8,10,19,904,1.3093519872054458,29.933403459377587
20,19,0,0,0,10.000000000000002,20,10.0,19.267813022312744,39,20.0,30.286089824874473,0,,33.99999999999999,20,34.0,0,0.40700000000000003,19138,6,12,1.0,291.21375626775296,False,0.14449563049046688,5,0.9880000000000002,13605,215,0,0.0,2150.0000000000005,False,-0.12873167547035433,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,1.244,23730,101,30,1.0,2854.6318099998216,False,-0.08661671186871757,1,0.6060000000000001,39635,12,10,1.0,703.4330778984936,False,4.2929572320716286e-05,0,1.0190000000000001,37819,21,15,1.0,1146.007886322364,False,-0.03983984136148105,0.6666666666666666,161958,0.0,0.0,24,0,0,18,2,2.0,17,35,19,174.0,63.0,13,6,19,1586,1.4170624623075128,31.3504659216851
21,19,0,0,0,10.000000000000002,20,10.0,19.33801408346016,2,24.0,30.286089824874473,0,,33.99999999999999,20,34.0,0,0.40700000000000003,19096,5,20,1.0,436.7602816692032,False,0.14632204527477005,0,0.9830000000000003,13495,226,0,0.0,2260.0000000000005,False,-0.1319959641521752,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,1.244,23682,93,40,1.0,3009.8789027567736,False,-0.08554117375092081,2,0.6250000000000001,39961,2,10,1.0,400.5721796497489,False,0.0044088055477022985,0,1.0190000000000001,38091,11,17,1.0,911.146988073619,False,-0.03597415295643834,0.6666666666666666,162356,0.0,0.0,23,0,0,8,1,1.0,25,33,17,177.0,52.0,12,7,17,860,1.1188278049230576,32.46929372660816
22,17,0,0,0,10.000000000000002,20,10.0,18.55087339237895,10,9.0,28.950207111419147,15,13.666666666666666,33.99999999999999,20,34.0,0,0.40700000000000003,19041,5,25,1.0,513.7718348094738,False,0.145343101513724,5,1.0330000000000004,13345,236,0,0.0,2360.0000000000005,False,-0.13793103448275862,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,1.244,23797,93,35,1.0,2738.4884743909124,False,-0.0862925521114092,0,0.6230000000000001,40028,7,12,1.0,610.651449779934,False,0.008711409900962063,0,1.0190000000000001,38499,1,15,1.0,538.950207111419,False,-0.030424531610461103,0.6666666666666666,162741,0.0,0.0,27,0,0,10,1,1.0,19,29,16,114.0,86.0,8,9,16,1130,1.0677576307207346,33.53705135732889
