index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
58,11,0,0,0,10.000000000000002,20,10.0,19.676397416466937,38,22.473684210526315,27.621892133508123,0,,33.999999999999986,1,34.0,0,1.2800000000000002,23149,22,19,1.0,593.8515509128719,False,0.3915321844297249,6,2.2940000000000005,8402,579,0,0.0,5790.000000000001,False,-0.3295151047539913,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20597,336,50,1.0,7992.364138608296,False,-0.10709864323769568,0,0.776,39682,0,63,0.0,2141.999999999999,False,0.01920720270101288,0,1.0190000000000001,38734,18,50,1.0,2197.1940584031454,False,-0.0038115035838046777,0.5,158595,0.0,0.0,16,0,0,5,1,1.0,0,5,17,60.0,48.0,5,6,17,1034,0.6666734358295798,76.20246179681271
59,17,0,0,0,10.000000000000002,20,10.0,19.847202463641175,21,21.19047619047619,27.621892133508123,0,,33.999999999999986,0,,0,1.2800000000000002,23459,21,13,1.0,468.01363202733535,False,0.40619661796033407,5,2.3380000000000005,8242,590,0,0.0,5900.000000000001,False,-0.33574692860110394,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20152,347,60,1.0,8544.292782893976,False,-0.11323579888004262,0,0.7760000000000002,39682,0,63,0.0,2141.999999999999,False,0.01920720270101288,0,1.0190000000000001,38734,8,60,1.0,2260.975137068064,False,-0.0030139410145296913,0.5,158300,0.0,0.0,12,0,0,7,1,1.0,2,9,19,132.0,39.0,9,8,19,600,0.9875490423291922,77.1900108391419
60,19,0,0,0,10.000000000000002,20,10.0,19.847202463641175,0,,27.929396790429376,5,41.0,33.99999999999999,6,34.0,0,1.2800000000000002,23369,20,23,1.0,656.485656663747,False,0.4064480282706317,0,2.3330000000000006,8132,601,0,0.0,6010.000000000001,False,-0.3390112172829248,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20357,337,65,1.0,8503.918021624986,False,-0.10652583194232676,0,0.776,39886,0,57,0.0,1937.9999999999995,False,0.021758159309741152,0,1.0190000000000001,38529,3,70,1.0,2463.788190371288,False,-0.005604749401384467,0.5,158304,0.0,0.0,13,0,0,7,0,0.0,0,7,18,81.0,51.0,7,12,18,609,0.9072904558852315,78.09730129502714
61,18,0,0,0,10.000000000000002,20,10.0,19.532857408096685,5,9.0,27.1243062215746,13,15.0,33.99999999999999,13,34.0,0,1.2800000000000002,23269,20,33,1.0,844.5842944671906,False,0.4060948511623001,5,2.383000000000001,7982,611,0,0.0,6110.000000000001,False,-0.3449462876135082,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20507,332,62,1.0,8166.615645225725,False,-0.1072029981260987,0,0.776,40294,0,45,0.0,1529.9999999999998,False,0.026860072527197697,0,1.0190000000000001,38368,6,79,1.0,2848.745837329447,False,-0.004817483589728019,0.5,158451,0.0,0.0,20,0,0,4,1,1.0,1,5,20,90.0,52.0,5,13,20,837,0.755902323871851,78.85320361889899
62,20,0,0,0,10.000000000000002,20,10.0,19.532857408096685,0,,26.758195789875753,5,13.0,33.99999999999999,0,,0,1.2800000000000002,23159,21,43,1.0,1049.9128685481576,False,0.4056594714389031,0,2.3780000000000006,7892,620,0,0.0,6200.000000000001,False,-0.34761706926227076,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20572,322,67,1.0,8082.379203328808,False,-0.10637223244873825,0,0.776,40229,0,50,0.5,1699.9999999999995,False,0.027360260097536577,0,1.0190000000000001,38368,0,85,0.6,2889.9999999999995,False,-0.004301613104914343,0.5166666666666667,158251,0.0,0.0,11,0,0,5,0,0.0,1,6,19,78.0,41.0,6,14,19,265,0.6567852301523089,79.5099888490513
63,19,0,0,0,10.0,20,10.0,19.768756186411427,33,20.87878787878788,27.156886618504366,5,41.0,33.99999999999999,0,,0,1.2800000000000002,23703,21,25,1.0,704.2189046602857,False,0.42768766409461356,5,2.428000000000001,7742,630,0,0.0,6300.0,False,-0.3535521395928542,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20088,345,72,1.0,8775.516720844256,False,-0.11136193005765062,0,0.7760000000000002,40024,0,55,0.5,1869.9999999999995,False,0.024359134675503314,0,1.0190000000000001,38368,0,85,0.0,2889.9999999999995,False,-0.004301613104914343,0.4166666666666667,157956,0.0,0.0,15,0,0,6,1,1.0,3,9,14,147.0,30.0,9,10,14,1049,0.6908496730029583,80.20083852205426
64,14,0,0,0,10.0,20,10.0,19.4601155515478,5,9.0,27.156886618504366,0,,33.99999999999999,0,,0,1.2800000000000002,23583,23,35,1.0,911.104044304173,False,0.42670496896860854,5,2.4730000000000008,7612,638,0,0.0,6380.0,False,-0.35889370289037925,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20043,340,82,1.0,8843.30399024361,False,-0.11176516737022811,0,0.776,40024,0,55,0.0,1869.9999999999995,False,0.024359134675503314,0,1.0190000000000001,38368,0,85,0.0,2889.9999999999995,False,-0.004301613104914343,0.3333333333333333,157661,0.0,0.0,12,0,0,4,1,1.0,0,4,9,57.0,30.0,4,10,9,200,0.35365541744977236,80.55449393950403
65,9,0,0,0,10.0,20,10.0,18.803857152401456,10,8.5,27.156886618504366,0,,33.999999999999986,8,34.0,0,1.2800000000000002,23558,20,40,1.0,952.1542860960583,False,0.4264393817465743,5,2.5180000000000007,7427,651,0,0.0,6510.0,False,-0.36601578728707934,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,19958,340,92,1.0,8891.745000718896,False,-0.11397188031952045,0,0.7760000000000002,40160,0,51,0.0,1733.9999999999993,False,0.026059772414655496,0,1.0190000000000001,38504,0,81,0.0,2753.9999999999986,False,-0.0026009753657621607,0.3333333333333333,157638,0.0,0.0,18,0,0,3,1,1.0,0,3,5,39.0,18.0,3,6,5,517,0.2819412397220731,80.8364351792261
66,5,0,0,0,9.999999999999998,12,10.0,18.803857152401456,0,,26.40628470341339,9,13.0,33.99999999999999,13,34.0,0,1.2800000000000002,23558,10,50,1.0,1040.1928576200728,False,0.4290519573155699,0,2.513000000000001,7307,663,0,0.0,6629.999999999999,False,-0.3695768294854294,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20075,330,93,1.0,8661.057337709926,False,-0.11391175003249596,0,0.776,40043,0,60,0.9,2039.9999999999995,False,0.026960110041265476,0,1.0190000000000001,38946,0,68,0.0,2311.9999999999995,False,0.002926097286482431,0.48333333333333334,157960,0.0,0.0,15,0,0,1,0,0.0,0,1,4,18.0,12.0,1,4,4,679,0.1965798605233431,81.03301503974944
67,4,0,0,0,9.999999999999998,0,,18.803857152401456,0,,26.40628470341339,0,,33.99999999999999,6,34.0,0,1.2800000000000002,23558,0,60,1.0,1128.2314291440873,False,0.4316645328845654,0,2.513000000000001,7307,663,0,0.0,6629.999999999999,False,-0.3695768294854294,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20075,320,103,1.0,8737.081613220045,False,-0.11253164845477905,0,0.7760000000000002,40043,0,60,0.0,2039.9999999999995,False,0.026960110041265476,0,1.0190000000000001,39150,0,62,0.0,2107.9999999999995,False,0.005477053895210704,0.3333333333333333,158164,0.0,0.0,4,0,0,0,0,0.0,0,0,4,0.0,12.0,0,4,4,204,0.10716233495622873,81.14017737470567
68,4,0,0,0,9.999999999999998,0,,18.803857152401456,0,,26.40628470341339,0,,33.99999999999999,5,34.0,0,1.2800000000000002,23558,0,60,0.0,1128.2314291440873,False,0.4316645328845654,0,2.513000000000001,7307,663,0,0.0,6629.999999999999,False,-0.3695768294854294,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20075,310,113,1.0,8813.105888730164,False,-0.11115154687706201,0,0.776,40043,0,60,0.0,2039.9999999999995,False,0.026960110041265476,0,1.0190000000000001,39320,0,57,0.0,1937.9999999999995,False,0.007602851069150931,0.16666666666666666,158334,0.0,0.0,3,0,0,0,0,0.0,0,0,3,0.0,12.0,0,4,3,170,0.09716418664902449,81.2373415613547
69,3,0,0,0,9.999999999999998,0,,18.803857152401456,0,,26.40628470341339,0,,33.99999999999999,14,34.0,0,1.2800000000000002,23558,0,60,0.0,1128.2314291440873,False,0.4316645328845654,0,2.513000000000001,7307,663,0,0.0,6629.999999999999,False,-0.3695768294854294,0,0.2,28031,0,0,0.0,0.0,False,0.017717750426605672,0,2.2520000000000007,20075,300,123,1.0,8889.130164240283,False,-0.10977144529934496,0,0.776,40247,0,54,0.0,1835.9999999999995,False,0.02951106664999375,0,1.0190000000000001,39592,0,49,0.0,1665.9999999999995,False,0.011004126547455296,0.16666666666666666,158810,0.0,0.0,10,0,0,0,0,0.0,0,0,0,0.0,9.0,0,3,0,476,0.08865718077868223,81.32599874213338
