index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,8,0,0,0,10.000000000000002,20,10.0,6.8729246706004625,5,7.0,11.341906369411578,0,,26.999999999999993,20,27.0,0,0.9290000000000003,22323,349,0,0.0,3490.0000000000005,False,-0.09542601571015147,5,0.9790000000000003,22434,331,0,0.0,3310.0000000000005,False,-0.09463674972751532,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,41951,0,19,0.9,215.49622101882,False,-0.0006712735402995682,10,3.0090000000000003,54479,0,0,0.0,0.0,False,-0.057603487346260966,10,2.8290000000000006,52719,181,0,0.0,2052.8850528634957,False,-0.07029281727011803,0.15,236305,0.0,0.0,11,0,0,10,11,11.0,19,29,8,129.0,0.0,8,0,8,200,1.512908935546875,35.98328369297087
34,8,0,0,0,10.000000000000002,20,10.0,6.89231222693472,10,7.0,11.341906369411578,0,,26.999999999999993,20,27.0,5,0.9790000000000003,22178,359,0,0.0,3590.0000000000005,False,-0.09899650467921975,5,1.024,22289,341,0,0.0,3410.0000000000005,False,-0.09820723869658361,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6230000000000001,41881,0,29,1.0,328.9152847129358,False,-0.0009870591309319996,10,3.0990000000000006,54376,0,0,0.0,0.0,False,-0.05938521683474891,10,2.9190000000000005,52617,181,0,0.0,2052.8850528634957,False,-0.07205724841405756,0.16666666666666666,235740,0.0,0.0,11,0,0,5,12,12.0,23,28,7,144.0,0.0,8,0,7,200,0.7385515626519918,36.721835255622864
35,7,0,0,0,10.0,20,10.0,6.897523740113208,3,7.0,11.159482343533558,13,10.0,26.999999999999996,15,27.0,0,0.9740000000000002,22098,367,0,0.0,3670.0,False,-0.10049986845566956,3,1.0490000000000002,22142,353,0,0.0,3530.0,False,-0.10147705491036194,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,41990,0,19,0.3,212.0301645271376,False,0.0002142011134927564,10,3.1890000000000005,54266,0,0,0.0,0.0,False,-0.06128803473507585,5,2.9590000000000005,52453,194,0,0.0,2164.93957464551,False,-0.07392499805700227,0.049999999999999996,235348,0.0,0.0,12,0,0,3,11,11.0,25,28,7,108.0,3.0,6,1,7,330,0.6868394240736961,37.40867467969656
36,7,0,0,0,10.0,20,10.0,6.902752896262918,3,7.0,10.612989863866977,18,8.0,26.999999999999996,20,27.0,3,1.004,21961,378,0,0.0,3780.0,False,-0.10358176419739167,0,1.046,22052,362,0,0.0,3620.0,False,-0.10316833915886797,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42113,0,4,0.3,42.45195945546791,False,0.0011221037310270763,6,3.2390000000000003,54224,0,0,0.0,0.0,False,-0.062014565206109776,14,3.094000000000001,52129,212,0,0.0,2249.953851139799,False,-0.07879435856752583,0.049999999999999996,234878,0.0,0.0,12,0,0,2,11,11.0,22,24,7,108.0,3.0,6,1,7,344,0.668228155001998,38.07690283469856
37,7,0,0,0,10.0,20,10.0,6.907970747912321,3,7.0,10.612989863866977,0,,26.999999999999996,20,27.0,3,1.0310000000000001,21874,384,0,0.0,3840.0,False,-0.10572405757883264,0,1.0460000000000003,21912,376,0,0.0,3760.0,False,-0.10579922576765513,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42092,0,7,0.3,74.29092904706884,False,0.001001389134971258,12,3.353,54080,0,0,0.0,0.0,False,-0.06450552682108322,8,3.1600000000000015,52062,212,0,0.0,2249.953851139799,False,-0.07995334765227043,0.049999999999999996,234419,0.0,0.0,10,0,0,2,11,11.0,24,26,7,126.0,0.0,7,0,7,200,0.6622942443937063,38.739197079092264
38,7,0,0,0,10.0,20,10.0,6.917774837643773,6,7.0,10.612989863866977,0,,26.999999999999993,20,27.0,3,1.058,21727,396,0,0.0,3960.0,False,-0.10899387379261097,3,1.076,21805,384,0,0.0,3840.0,False,-0.10831736009320855,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6230000000000001,42050,0,13,0.6,137.9688682302707,False,0.0007599599428596217,8,3.4210000000000003,54016,0,0,0.0,0.0,False,-0.06561262087218253,12,3.272000000000002,51921,212,0,0.0,2249.953851139799,False,-0.08239241423359858,0.09999999999999999,233918,0.0,0.0,10,0,0,4,11,11.0,24,28,8,126.0,0.0,7,0,8,200,0.6691725011914968,39.40836958028376
39,8,0,0,0,10.0,20,10.0,6.922369376752912,3,7.0,10.612989863866977,0,,26.999999999999996,20,27.0,3,1.0850000000000002,21590,407,0,0.0,4070.0,False,-0.11207576953433307,0,1.0730000000000002,21715,393,0,0.0,3930.0,False,-0.11000864434171459,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42029,0,16,0.3,169.80783782187163,False,0.0006392453468039764,11,3.523000000000001,53895,0,0,0.0,0.0,False,-0.06770572056254216,9,3.350000000000001,51842,212,0,0.0,2249.953851139799,False,-0.08375898345292429,0.049999999999999996,233470,0.0,0.0,9,0,0,3,10,10.0,24,27,8,111.0,3.0,7,1,8,200,0.744417030364275,40.152786610648036
40,8,0,0,0,9.999999999999998,20,10.0,6.930944194438445,6,7.0,10.653666114372713,11,11.0,26.999999999999996,20,27.0,3,1.1120000000000003,21503,413,0,0.0,4129.999999999999,False,-0.11421806291577405,3,1.1030000000000002,21548,407,0,0.0,4069.999999999999,False,-0.11365430149960537,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42108,0,11,0.6,117.19032725809984,False,0.00189120544655234,4,3.5520000000000014,53816,0,5,0.5,134.99999999999997,False,-0.06790465152484908,16,3.5010000000000012,51541,218,0,0.0,2322.4992129332513,False,-0.08833832783015401,0.18333333333333335,232915,0.0,0.0,11,0,0,4,13,13.0,23,27,8,111.0,3.0,7,1,8,321,0.7494509480893612,40.9022375587374
41,8,0,0,0,9.999999999999998,20,10.0,6.934936785526362,3,7.0,10.856899780736809,1,30.0,26.999999999999996,20,27.0,3,1.1390000000000002,21376,423,0,0.0,4229.999999999999,False,-0.11711203818543992,0,1.1,21448,417,0,0.0,4169.999999999999,False,-0.11553350622016763,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42117,0,13,0.3,141.13969714957852,False,0.002389570379803563,3,3.5780000000000007,53932,0,0,0.0,0.0,False,-0.06706568181425038,12,3.605000000000001,51369,219,0,0.0,2377.661051981361,False,-0.09083653884359395,0.049999999999999996,232641,0.0,0.0,11,0,0,3,10,9.25,25,28,8,111.0,3.0,7,1,8,284,0.738556289114058,41.640793847851455
42,8,0,0,0,9.999999999999998,20,10.0,6.938864208421269,3,7.0,11.293591418204837,2,30.0,27.0,20,27.0,0,1.1360000000000001,21276,433,0,0.0,4329.999999999999,False,-0.11899124290600217,3,1.1300000000000001,21321,427,0,0.0,4269.999999999999,False,-0.11842748148983351,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6230000000000001,42156,0,14,0.3,158.1102798548677,False,0.003517835434396218,8,3.6550000000000007,53859,0,0,0.0,0.0,False,-0.06832846096628553,12,3.713000000000001,51169,221,0,0.0,2495.883703423269,False,-0.09327367967424388,0.049999999999999996,232180,0.0,0.0,11,0,0,3,11,11.0,23,26,7,111.0,3.0,7,1,7,260,0.752173108048737,42.39296695590019
43,7,0,0,0,9.999999999999998,20,10.0,6.946095041759622,6,7.0,11.978757845072657,3,30.0,27.000000000000004,9,27.0,3,1.1660000000000004,21169,441,0,0.0,4409.999999999999,False,-0.12150937723155561,3,1.157,21174,439,0,0.0,4389.999999999999,False,-0.12169729770361183,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42204,0,17,0.6,203.63888336623518,False,0.0051992169003045475,0,3.6470000000000007,53799,0,2,0.2,54.00000000000001,False,-0.06889930633638361,9,3.7910000000000013,51054,222,0,0.0,2659.28424160613,False,-0.09384970989287021,0.13333333333333333,231799,0.0,0.0,13,0,0,2,7,7.0,21,23,6,108.0,3.0,6,1,6,290,0.657990837469697,43.05095779336989
44,6,0,0,0,9.999999999999998,20,10.0,6.946095041759622,0,,12.454783779992294,2,30.0,27.0,9,27.0,0,1.1630000000000003,21049,453,0,0.0,4529.999999999999,False,-0.12376442289623031,0,1.1540000000000004,21094,447,0,0.0,4469.999999999999,False,-0.12320066148006163,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42264,0,15,0.0,186.82175669988442,False,0.006425045224177052,0,3.6470000000000007,53799,0,2,0.0,54.0,False,-0.06889930633638361,9,3.872000000000001,50908,224,0,0.0,2789.8715667182737,False,-0.09524579592521693,0.0,231513,0.0,0.0,11,0,0,2,4,4.0,20,22,7,90.0,3.0,5,1,7,260,0.6267150705680251,43.677672863937914
45,7,0,0,0,10.0,20,10.0,6.949418656435009,3,7.0,12.86255115002894,13,15.0,26.999999999999996,10,27.0,0,1.1630000000000003,20949,463,0,0.0,4630.0,False,-0.12564362761679257,3,1.1840000000000002,20967,457,0,0.0,4570.0,False,-0.1260946367497275,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42438,0,5,0.3,64.3127557501447,False,0.00910391279670852,0,3.6470000000000007,53634,2,12,1.0,349.7251023000578,False,-0.06919575583127145,10,3.963000000000001,50772,225,0,0.0,2894.0740087565114,False,-0.09669710591122052,0.21666666666666667,231159,0.0,0.0,15,0,0,5,6,6.0,21,26,7,93.0,3.0,6,1,7,395,0.7092881016433239,44.38696096558124
46,7,0,0,0,10.0,20,10.0,6.955513933442941,6,7.0,13.094046144788589,1,30.0,26.999999999999993,14,27.0,3,1.1930000000000003,20802,475,0,0.0,4750.0,False,-0.1289134438305709,3,1.2110000000000003,20860,465,0,0.0,4650.0,False,-0.12861277107528093,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6230000000000001,42426,0,10,0.6,130.9404614478859,False,0.009610336463134512,0,3.6470000000000002,53604,0,15,0.3,404.9999999999999,False,-0.06923662405507792,14,4.093000000000002,50593,225,0,0.0,2946.1603825774323,False,-0.0993430055650726,0.15,230684,0.0,0.0,10,0,0,2,8,8.0,25,27,6,108.0,3.0,6,1,6,230,0.666776355355978,45.053737320937216
47,6,0,0,0,10.0,20,10.0,6.960766991378845,6,7.0,13.586740686564182,2,30.0,26.99999999999999,7,27.0,3,1.2200000000000002,20675,485,0,0.0,4850.0,False,-0.13180741910023677,3,1.2380000000000002,20733,475,0,0.0,4750.0,False,-0.13150674634494683,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42444,0,14,0.6,190.21436961189855,False,0.010742205070590705,0,3.647000000000001,53544,0,17,0.2,458.99999999999983,False,-0.06980746942517602,7,4.149000000000001,50540,225,0,0.0,3057.016654476941,False,-0.09930100283280333,0.13333333333333333,230335,0.0,0.0,13,0,0,2,5,5.0,23,25,6,90.0,3.0,5,1,6,260,0.6204641759395599,45.674201496876776
48,6,0,0,0,10.0,20,10.0,6.963182298441649,3,7.0,13.848248809023602,1,30.0,26.99999999999999,12,27.0,3,1.247,20568,493,0,0.0,4930.0,False,-0.1343255534257902,0,1.235,20613,487,0,0.0,4870.0,False,-0.13376179200962152,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42453,0,16,0.3,221.57198094437763,False,0.011328581045743146,0,3.6470000000000007,53544,0,17,0.0,458.99999999999983,False,-0.06980746942517602,12,4.262000000000001,50370,226,0,0.0,3129.704230839334,False,-0.10161303403588258,0.049999999999999996,229947,0.0,0.0,10,0,0,4,6,6.0,21,25,7,90.0,3.0,5,1,7,230,0.6439554151147604,46.31815691199154
49,7,0,0,0,10.0,20,10.0,6.963182298441649,0,,14.40056368829913,2,30.0,26.99999999999999,10,27.0,0,1.2440000000000002,20418,508,0,0.0,5080.0,False,-0.1371443605066336,0,1.235,20563,492,0,0.0,4920.0,False,-0.13470139436990267,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.623,42513,0,14,0.0,201.60789163618782,False,0.012517022971893787,0,3.647000000000001,53484,0,19,0.2,512.9999999999998,False,-0.0703783147952741,10,4.350000000000001,50267,226,0,0.0,3254.5273935556033,False,-0.1023151464862253,0.03333333333333333,229644,0.0,0.0,14,0,0,9,5,5.0,18,27,8,93.0,3.0,6,1,8,260,0.7263837829232216,47.04454069491476
50,8,0,0,0,10.0,20,10.0,6.963182298441649,0,,14.088654945945743,16,13.0625,26.99999999999999,7,27.0,0,1.244,20298,520,0,0.0,5200.0,False,-0.1393994061713083,0,1.235,20483,500,0,0.0,5000.0,False,-0.13620475814635247,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,2,0.6430000000000001,42674,0,0,0.0,0.0,False,0.01394729964121938,0,3.6470000000000007,53434,0,24,0.5,647.9999999999998,False,-0.07007559376567662,7,4.410000000000001,50049,237,0,0.0,3339.0112221891413,False,-0.10535547040954568,0.08333333333333333,229337,0.0,0.0,14,0,0,10,4,3.4,15,25,7,111.0,3.0,7,1,7,359,0.7403206517919898,47.78486134670675
51,7,0,0,0,10.000000000000002,20,10.0,6.965539515662901,3,7.0,14.587639858746067,2,30.0,26.999999999999996,9,27.0,0,1.244,20218,528,0,0.0,5280.000000000001,False,-0.1409027699477581,3,1.2650000000000001,20336,512,0,0.0,5120.000000000001,False,-0.1394745743601308,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,2,0.661,42664,0,3,0.3,43.762919576238204,False,0.014229606761900849,0,3.6470000000000007,53404,0,25,0.1,674.9999999999999,False,-0.07036101645072566,9,4.493000000000002,49938,238,0,0.0,3471.858286381564,False,-0.10612656951009732,0.06666666666666667,228959,0.0,0.0,10,0,0,7,6,6.0,19,26,7,108.0,3.0,6,1,7,200,0.6601130235940218,48.44497437030077
52,7,0,0,0,10.000000000000002,20,10.0,6.969831725015104,6,7.0,15.353187783992546,3,30.0,26.999999999999996,11,27.0,3,1.274,20101,537,0,0.0,5370.000000000001,False,-0.14360882474536776,3,1.2920000000000003,20199,523,0,0.0,5230.000000000001,False,-0.1425564701018529,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6590000000000001,42712,0,6,0.6,92.11912670395527,False,0.01594458059144099,0,3.6470000000000007,53374,0,26,0.1,701.9999999999999,False,-0.0706464391357747,11,4.594000000000001,49761,240,0,0.0,3684.765068158211,False,-0.10734690906123427,0.11666666666666665,228546,0.0,0.0,14,0,0,8,6,6.0,18,26,7,93.0,3.0,6,1,7,290,0.744018186815083,49.18899255711585
53,7,0,0,0,10.000000000000002,20,10.0,6.97178417436857,3,7.0,15.617773021707638,1,30.0,26.999999999999996,6,27.0,3,1.3010000000000002,20014,543,0,0.0,5430.000000000001,False,-0.14575111812680874,0,1.2890000000000001,20059,537,0,0.0,5370.000000000001,False,-0.14518735671064006,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42721,0,8,0.3,124.9421841736611,False,0.016548366290940933,0,3.6470000000000007,53344,0,27,0.1,728.9999999999999,False,-0.07093186182082374,6,4.643000000000002,49713,240,0,0.0,3748.265525209833,False,-0.10762800320702802,0.06666666666666667,228250,0.0,0.0,11,0,0,5,4,4.0,21,26,7,108.0,3.0,6,1,7,230,0.7281453162431717,49.917137873359025
54,7,0,0,0,10.000000000000002,20,10.0,6.973677047024581,3,7.0,16.172837025266332,2,30.0,26.999999999999996,11,27.0,0,1.298,19924,552,0,0.0,5520.000000000001,False,-0.14744240237531478,3,1.3190000000000002,19922,548,0,0.0,5480.000000000001,False,-0.14826925245236217,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42760,0,9,0.3,145.555533227397,False,0.01771990796715606,0,3.6470000000000002,53314,0,28,0.1,755.9999999999999,False,-0.0712172845058728,11,4.747000000000002,49561,241,0,0.0,3897.6537230891863,False,-0.1089652673191961,0.06666666666666667,227880,0.0,0.0,12,0,0,9,7,7.0,16,25,8,93.0,3.0,6,1,8,260,0.7503465637564659,50.66748443711549
55,8,0,0,0,10.000000000000002,20,10.0,6.977092127062533,6,7.0,16.112995895284218,7,15.714285714285714,26.999999999999993,11,27.0,3,1.328,19807,561,0,0.0,5610.000000000001,False,-0.1501484571729244,3,1.346,19785,559,0,0.0,5590.000000000001,False,-0.15135114819408427,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42828,0,8,0.6,128.90396716227374,False,0.01913778562456666,0,3.647000000000001,53234,0,34,0.6,917.9999999999998,False,-0.07119998616132436,11,4.846000000000001,49411,242,0,0.0,3899.3450066587807,False,-0.1115453907985021,0.19999999999999998,227464,0.0,0.0,12,0,0,8,7,7.0,18,26,7,111.0,3.0,7,1,7,310,0.7946586813777685,51.46214311849326
56,7,0,0,0,10.000000000000002,20,10.0,6.979978313758533,6,7.0,16.925486045079197,3,30.0,26.999999999999993,10,27.0,3,1.3550000000000002,19690,570,0,0.0,5700.000000000001,False,-0.15285451197053407,3,1.3730000000000002,19648,570,0,0.0,5700.000000000001,False,-0.15443304393580637,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6590000000000001,42876,0,11,0.6,186.18034649587116,False,0.02095873246484502,0,3.6470000000000007,53204,0,35,0.1,944.9999999999998,False,-0.0714854088463734,10,4.935000000000001,49247,244,0,0.0,4129.818594999324,False,-0.11238891353423065,0.11666666666666665,227064,0.0,0.0,13,0,0,9,7,7.0,17,26,4,108.0,3.0,6,1,4,290,0.7014716351404786,52.16361475363374
57,4,0,0,0,10.000000000000002,20,10.0,6.981288056632407,3,7.0,17.468581305641724,2,30.0,26.999999999999993,7,27.0,0,1.3520000000000003,19550,584,0,0.0,5840.000000000001,False,-0.15548539857932123,3,1.4000000000000001,19561,576,0,0.0,5760.000000000001,False,-0.15657533731724735,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42915,0,12,0.3,209.6229756677007,False,0.022163886421789458,0,3.647000000000001,53174,0,36,0.1,971.9999999999998,False,-0.07177083153142244,7,4.995000000000001,49158,245,0,0.0,4279.802419882222,False,-0.11263123025928296,0.06666666666666667,226757,0.0,0.0,10,0,0,7,4,4.0,19,26,7,57.0,0.0,4,0,7,260,0.6715702544897795,52.83518500812352
58,7,0,0,0,10.000000000000002,20,10.0,6.982555970347638,3,7.0,17.468581305641724,0,,26.999999999999993,9,27.0,3,1.3820000000000001,19413,595,0,0.0,5950.000000000001,False,-0.15856729432104333,0,1.3970000000000002,19471,585,0,0.0,5850.000000000001,False,-0.15826662156575338,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42894,0,15,0.3,262.02871958462583,False,0.022287508251771712,0,3.6470000000000007,53174,0,36,0.0,971.9999999999998,False,-0.07177083153142244,9,5.078000000000001,49074,245,0,0.0,4279.802419882222,False,-0.11408429120135079,0.049999999999999996,226425,0.0,0.0,9,0,0,8,5,5.0,17,25,7,108.0,3.0,6,1,7,200,0.7122002560645342,53.54738526418805
59,7,0,0,0,10.000000000000002,20,10.0,6.9848388838942395,6,7.0,18.021438076493055,2,30.0,26.999999999999993,10,27.0,3,1.4090000000000003,19286,605,0,0.0,6050.000000000001,False,-0.16146126959070922,3,1.4270000000000003,19344,595,0,0.0,5950.000000000001,False,-0.16116059683541925,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,42912,0,19,0.6,342.40732345336806,False,0.023670103873563948,0,3.6470000000000007,53174,0,36,0.0,971.9999999999998,False,-0.07177083153142244,10,5.1690000000000005,48908,247,0,0.0,4451.295204893785,False,-0.11547254575503998,0.09999999999999999,226023,0.0,0.0,11,0,0,9,7,7.0,16,25,7,93.0,3.0,6,1,7,260,0.7842850619927049,54.331670326180756
60,7,0,0,0,10.000000000000002,20,10.0,6.9848388838942395,0,,18.581184022294767,2,30.0,26.999999999999993,14,27.0,0,1.4060000000000004,19176,616,0,0.0,6160.000000000001,False,-0.1635283947833277,0,1.4240000000000002,19254,604,0,0.0,6040.000000000001,False,-0.1628518810839253,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6590000000000001,42972,0,17,0.0,315.88012837901107,False,0.0247805750989499,0,3.6470000000000007,53114,0,38,0.2,1025.9999999999998,False,-0.07234167690152052,14,5.299000000000001,48721,247,0,0.0,4589.552453506807,False,-0.117511525424183,0.03333333333333333,225636,0.0,0.0,13,0,0,6,7,7.0,18,24,6,108.0,3.0,6,1,6,260,0.6796344202011824,55.01130474638194
61,6,0,0,0,10.000000000000002,20,10.0,6.985866475658771,3,7.0,17.801879745243472,10,14.8,26.999999999999993,12,27.0,0,1.4060000000000001,19056,628,0,0.0,6280.000000000001,False,-0.16578344044800242,3,1.4540000000000004,19147,612,0,0.0,6120.000000000001,False,-0.1653700154094787,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.659,43099,0,10,0.3,178.0187974524347,False,0.026160320258659806,0,3.6470000000000007,53054,0,40,0.2,1079.9999999999998,False,-0.07291252227161861,12,5.405000000000001,48488,255,0,0.0,4539.479335037086,False,-0.12197513073191814,0.08333333333333333,225243,0.0,0.0,13,0,0,9,8,8.0,18,27,3,90.0,3.0,5,1,3,348,0.6420457446947694,55.65335049107671
62,3,0,0,0,10.000000000000002,20,10.0,6.986856313650614,3,7.0,16.433242106898927,11,11.0,26.999999999999996,13,27.0,0,1.4060000000000004,18946,639,0,0.0,6390.000000000001,False,-0.1678505656406209,3,1.4810000000000005,19030,621,0,0.0,6210.000000000001,False,-0.16807607020708837,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,1,0.669,43175,0,3,0.3,49.29972632069678,False,0.026436901255978005,0,3.6470000000000002,52933,1,50,1.0,1366.4332421068987,False,-0.07252821150593422,13,5.523000000000001,48333,255,0,0.0,4190.476737259226,False,-0.12767495772925294,0.21666666666666667,224816,0.0,0.0,10,0,0,7,7,6.090909090909091,14,21,6,54.0,0.0,3,0,6,200,0.5482703484594822,56.20162083953619
63,6,0,0,0,10.0,20,10.0,6.988626416334417,6,7.0,16.963181202147734,2,30.0,26.999999999999996,14,27.0,3,1.4360000000000002,18789,652,0,0.0,6520.0,False,-0.17130830232645544,3,1.5080000000000002,18933,628,0,0.0,6280.0,False,-0.17040628406058556,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6680000000000001,43193,0,7,0.6,118.74226841503413,False,0.02768957479049394,0,3.647000000000001,53011,0,48,0.2,1295.9999999999998,False,-0.07178812987597087,10,5.610000000000001,48197,256,0,0.0,4342.57438774982,False,-0.12871201380624284,0.13333333333333333,224522,0.0,0.0,13,0,0,5,7,7.0,16,21,6,90.0,3.0,5,1,6,368,0.6254387656226754,56.827059605158865
64,6,0,0,0,10.0,20,10.0,6.988626416334417,0,,17.240082659219965,1,30.0,26.999999999999996,20,27.0,0,1.4330000000000003,18689,662,0,0.0,6620.0,False,-0.1731875070470177,0,1.5050000000000001,18833,638,0,0.0,6380.0,False,-0.17228548878114783,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6680000000000001,43223,0,6,0.0,103.44049595531979,False,0.02822059657323308,0,3.6470000000000007,53278,0,38,0.1,1025.9999999999998,False,-0.06950474839557855,9,5.690000000000001,48112,256,0,0.0,4413.461160760311,False,-0.12956926118112824,0.016666666666666666,224534,0.0,0.0,17,0,0,9,4,4.0,18,27,7,108.0,0.0,6,0,7,527,0.6672718646004796,57.494331469759345
65,7,0,0,0,10.0,20,10.0,6.746576396968594,13,6.0,17.320288455189583,5,18.0,27.0,9,27.0,13,1.5630000000000004,18499,668,0,0.0,6680.0,False,-0.17920096215281692,0,1.5050000000000006,18693,652,0,0.0,6520.0,False,-0.17491637538993499,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6680000000000001,43235,3,11,1.0,210.7629021979912,False,0.029780726853874066,0,3.647000000000001,53248,0,39,0.1,1053.0,False,-0.06979017108062759,9,5.771000000000002,47965,260,0,0.0,4503.274998349291,False,-0.13133530247583164,0.18333333333333335,224039,0.0,0.0,13,0,0,5,5,5.0,9,14,8,93.0,3.0,6,1,8,290,0.7898765839636326,58.28420805372298
66,8,0,0,0,10.0,20,10.0,6.761546085370523,3,7.0,17.610869781808702,1,30.0,27.0,20,27.0,3,1.5800000000000003,18382,677,0,0.0,6770.0,False,-0.18190701695042658,0,1.5050000000000001,18583,663,0,0.0,6630.0,False,-0.17698350058255347,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6680000000000001,43244,0,16,0.6,281.77391650893924,False,0.03083819132403051,0,3.6470000000000007,53545,0,28,0.0,756.0,False,-0.06722136691518622,9,5.852000000000002,47847,261,0,0.0,4596.437013052071,False,-0.1325707328179689,0.09999999999999999,224000,0.0,0.0,14,0,0,11,5,5.0,8,19,7,114.0,0.0,8,0,7,527,0.8342627100646496,59.11847076378763
67,7,0,0,0,10.000000000000002,20,10.0,6.776232640092303,3,7.0,15.469358415203567,13,9.0,27.0,20,27.0,3,1.6070000000000004,18235,689,0,0.0,6890.000000000001,False,-0.1851768331642049,0,1.5050000000000001,18503,671,0,0.0,6710.000000000001,False,-0.17848686435900327,0,0.2,42399,0,0,0.0,0.0,False,0.007413215482215411,0,0.6680000000000001,43340,0,6,0.3,92.8161504912214,False,0.030874333529251643,0,3.6470000000000007,53644,3,30,1.0,856.4080752456107,False,-0.06464038406437055,12,5.963000000000002,47707,261,0,0.0,4037.502546368131,False,-0.13982682154709355,0.21666666666666667,223828,0.0,0.0,16,0,0,5,7,7.0,12,17,6,111.0,0.0,7,0,6,533,0.6868353728204966,59.805306136608124
