index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
22,31,0,0,0,10.000000000000002,20,10.0,5.647984872493941,10,8.2,29.06971115000643,5,35.0,29.999999999999996,10,30.0,5,0.5920000000000001,9882,236,0,0.0,2360.0000000000005,False,-0.1340900195694716,5,1.3210000000000002,8061.0,224,0,0.0,2240.0000000000005,False,-0.2813307240704501,0,0.29900000000000004,20129,0,22,0.8,639.5336453001414,False,0.0878739598153999,0,0.41600000000000004,20703,0,10,0.2,290.6971115000643,False,0.10913169951322188,0,0.4610000000000001,23909,0,7,0.6,209.99999999999997,False,-0.014325001026146205,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.26666666666666666,107047,0.0,0.0,16,0,0,20,4,4.0,18,38,25,217.0,85.0,16,15,25,675,0.9777392717078328,25.84303328115493
23,25,0,0,0,10.000000000000002,20,10.0,5.680467815979843,8,6.0,28.35043367206661,10,23.0,30.0,10,30.0,5,0.6370000000000001,9737,244,0,0.0,2440.0000000000005,False,-0.14230919765166342,3,1.3460000000000003,7881.0,236,0,0.0,2360.0000000000005,False,-0.29072407045009785,0,0.29900000000000004,20341,0,14,0.2,396.9060714089326,False,0.09269846442009191,0,0.41600000000000004,20673,0,16,0.6,453.6069387530658,False,0.11186909982319163,3,0.4910000000000001,23869,0,10,1.0,300.0,False,-0.014119771785083939,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3,106864,0.0,0.0,17,0,0,12,6,6.0,24,36,24,186.0,57.0,14,11,24,640,1.117360033094883,26.960393314249814
24,24,0,0,0,10.000000000000002,20,10.0,5.506247218591894,15,4.6,28.07272976075339,15,26.666666666666668,29.999999999999996,11,30.0,4,0.6720000000000002,9617,251,0,0.0,2510.0000000000005,False,-0.1489628180039139,11,1.453,7528.0,249,0,0.0,2490.0000000000005,False,-0.31326810176125247,0,0.29900000000000004,20538,0,11,0.7,308.80002736828726,False,0.10083524039390021,0,0.41600000000000004,20807,0,19,0.8,533.3818654543144,False,0.12111990917312108,1,0.49800000000000005,23763,5,10,1.0,440.36364880376686,False,-0.01558995918393124,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.4166666666666667,106616,0.0,0.0,19,0,0,16,6,5.5,19,35,22,229.0,57.0,15,9,22,870,0.9148590667173266,27.87525238096714
25,22,0,0,0,10.000000000000002,20,10.0,5.024912076118762,12,1.6666666666666667,28.471523284548095,5,35.0,29.999999999999996,0,,1,0.6780000000000002,9505,261,0,0.0,2610.0000000000005,False,-0.1538160469667319,11,1.552,7180.0,259,0,0.0,2590.0000000000005,False,-0.33659491193737767,0,0.29900000000000004,20708,0,11,0.5,313.18675613002904,False,0.10999592371468934,0,0.41600000000000004,20792,0,26,0.7,740.2596053982504,False,0.12582485517365136,0,0.4970000000000001,23588,0,20,1.0,599.9999999999999,False,-0.01949677790091532,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3666666666666667,106136,0.0,0.0,12,0,0,10,4,4.0,26,36,17,185.0,56.0,14,8,17,375,1.7819729931652546,29.657225374132395
26,17,0,0,0,10.000000000000002,20,10.0,4.6455415522558985,15,2.466666666666667,29.211985743868027,10,35.0,29.999999999999996,0,,1,0.687,9403,270,0,0.0,2700.0000000000005,False,-0.1582778864970646,14,1.6810000000000003,6760.0,270,0,0.0,2700.0000000000005,False,-0.36516634050880625,0,0.29900000000000004,20692,0,19,0.8,555.0277291334925,False,0.11557769136387437,0,0.41600000000000004,21121,0,23,0.7,671.8756721089646,False,0.141508636274644,0,0.49700000000000005,23238,0,30,1.0,899.9999999999999,False,-0.027705947543405985,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.4166666666666667,105577,0.0,0.0,13,0,0,10,4,4.0,21,31,14,123.0,48.0,9,8,14,550,0.9117355113849044,30.5689608855173
27,14,0,0,0,10.000000000000002,20,10.0,4.2437176378383255,27,2.888888888888889,29.211985743868027,0,,29.999999999999996,0,,4,0.726,9203,285,0,0.0,2850.0000000000005,False,-0.16806262230919766,23,1.8970000000000002,6212.0,275,0,0.0,2750.0000000000005,False,-0.40610567514677104,0,0.29900000000000004,20674,0,21,0.2,613.4517006212286,False,0.11617416876685711,0,0.41600000000000004,21061,15,33,1.0,1027.6512941152198,False,0.14778026531135866,0,0.49700000000000005,23238,0,30,0.0,899.9999999999999,False,-0.027705947543405985,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.19999999999999998,104751,0.0,0.0,11,0,0,12,4,4.0,20,32,13,149.0,27.0,10,4,13,200,0.7859482523053885,31.354909137822688
28,13,0,0,0,10.000000000000002,20,10.0,4.2055425507555935,10,3.8,28.132447364657423,5,11.0,29.999999999999996,0,,2,0.742,9099,293,0,0.0,2930.0000000000005,False,-0.17307240704500979,8,1.954,5932.0,287,0,0.0,2870.0000000000005,False,-0.4233268101761252,0,0.29900000000000004,20713,0,20,0.4,562.6489472931485,False,0.11689761523895169,0,0.41600000000000004,21039,11,43,1.0,1255.956204738581,False,0.15268277397293675,0,0.4970000000000001,23183,0,35,0.5,1049.9999999999998,False,-0.026885030579156918,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.31666666666666665,104329,0.0,0.0,12,0,0,11,3,3.0,19,30,19,97.0,41.0,7,6,19,255,0.7411071080714464,32.096016245894134
29,19,0,0,0,10.000000000000002,20,10.0,4.261982604684198,8,5.0,28.873586758263013,10,34.5,29.999999999999996,0,,4,0.78,8979,300,0,0.0,3000.0000000000005,False,-0.17972602739726026,4,1.9860000000000002,5722.0,300,0,0.0,3000.0000000000005,False,-0.4346771037181996,0,0.29900000000000004,20691,0,26,0.6,750.7132557148383,False,0.12072972431012492,0,0.41600000000000004,21366,3,43,1.0,1254.3501784193622,False,0.1700364467313764,0,0.4970000000000001,22838,0,45,1.0,1349.9999999999998,False,-0.03488897098058531,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.43333333333333335,103959,0.0,0.0,12,0,0,10,3,3.0,20,30,20,164.0,70.0,10,9,20,545,0.6877915067598224,32.783807752653956
30,20,0,0,0,10.000000000000002,20,10.0,4.9316581283402865,42,6.5476190476190474,29.245677647394828,5,35.0,29.999999999999996,0,,22,0.9960000000000004,8563,308,0,0.0,3080.0000000000005,False,-0.20915851272015656,20,2.1820000000000004,5216.0,312,0,0.0,3120.0000000000005,False,-0.4695890410958904,0,0.29900000000000004,20830,0,25,0.4,731.1419411848707,False,0.12760392459394768,0,0.41600000000000004,21127,31,53,1.0,1702.9023172904747,False,0.16925313393867314,0,0.4970000000000001,22663,0,50,0.5,1499.9999999999998,False,-0.03899355580183064,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.31666666666666665,102762,0.0,0.0,11,0,0,16,5,5.0,15,31,25,163.0,70.0,11,9,25,375,0.8106561657041311,33.59446391835809
31,25,0,0,0,10.000000000000002,20,10.0,5.131378354791105,17,6.647058823529412,28.867582365312597,15,27.0,29.999999999999996,0,,12,1.0940000000000003,8283,319,0,0.0,3190.0000000000005,False,-0.2267710371819961,5,2.2120000000000006,5036.0,321,0,0.0,3210.0000000000005,False,-0.48015655577299415,0,0.29900000000000004,20980,0,25,1.0,721.6895591328149,False,0.1353324881399376,0,0.41600000000000004,21269,28,58,1.0,1817.9983711222815,False,0.17986908472421878,0,0.49700000000000005,22258,5,60,1.0,1944.3379118265627,False,-0.046498011085938394,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.5,102189,0.0,0.0,14,0,0,21,3,3.0,14,35,25,217.0,73.0,14,11,25,605,0.9317905139178038,34.52625443227589
32,25,0,0,0,10.000000000000002,20,10.0,5.067422722579763,6,3.6666666666666665,26.332090216053896,25,18.2,29.999999999999996,0,,2,1.1020000000000003,8169,328,0,0.0,3280.0000000000005,False,-0.23217221135029353,4,2.2470000000000003,4846.0,332,0,0.0,3320.0000000000005,False,-0.49072407045009786,0,0.29900000000000004,21072,0,17,0.2,447.6455336729162,False,0.13293731802077244,0,0.41600000000000004,21610,22,53,1.0,1507.0840813476111,False,0.18973996066786214,0,0.49700000000000005,21803,20,70,1.0,2626.6418043210774,False,-0.05117100101955671,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3666666666666667,101863,0.0,0.0,15,0,0,19,2,2.0,18,37,30,241.0,54.0,16,9,30,655,1.0705169700086117,35.5967714022845
33,30,0,0,0,10.000000000000002,20,10.0,4.748324418003405,22,2.9545454545454546,26.01373046556103,10,23.0,29.999999999999996,0,,2,1.1200000000000003,8085,334,0,0.0,3340.0000000000005,False,-0.23639921722113502,20,2.4430000000000005,4206.0,346,0,0.0,3460.0000000000005,False,-0.5353424657534247,0,0.29900000000000004,21264,3,17,1.0,456.4783911685477,False,0.14338666785041615,0,0.41600000000000004,21583,21,63,1.0,1738.5798321084162,False,0.19446134574954554,0,0.4970000000000001,21573,20,80,1.0,2920.27460931122,False,-0.054585342336509836,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.5,101074,0.0,0.0,13,0,0,25,7,7.0,17,42,30,255.0,94.0,18,12,30,430,1.1142993904650211,36.711070792749524
34,30,0,0,0,10.000000000000002,20,10.0,4.748324418003405,0,,26.01373046556103,0,,29.999999999999996,0,,0,1.1180000000000003,7955,347,0,0.0,3470.0000000000005,False,-0.24148727984344423,0,2.4230000000000005,4136.0,353,0,0.0,3530.0000000000005,False,-0.538082191780822,0,0.29900000000000004,21264,0,20,0.3,520.2746093112206,False,0.14508364657421988,0,0.41600000000000004,21583,11,73,1.0,1951.2338925839927,False,0.20011794149555764,0,0.49700000000000005,21573,10,90,1.0,2960.13730465561,False,-0.0537672432652873,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3833333333333333,100874,0.0,0.0,13,0,0,21,0,0.0,6,27,29,230.0,64.0,16,14,29,200,1.2017534812912345,37.91282427404076
35,29,0,0,0,10.0,20,10.0,4.57964132410551,14,3.0,26.01373046556103,0,,29.999999999999996,0,,1,1.1280000000000006,7863,355,0,0.0,3550.0,False,-0.24555772994129157,13,2.5530000000000004,3736.0,365,0,0.0,3650.0,False,-0.5646966731898239,0,0.29900000000000004,21249,0,25,0.5,650.3432616390257,False,0.14774547166140947,0,0.41600000000000004,21556,10,83,1.0,2204.9360418826204,False,0.20543001654207102,0,0.49700000000000005,21573,0,100,1.0,2999.9999999999995,False,-0.05294914419406477,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.4166666666666667,100340,0.0,0.0,10,0,0,19,4,4.0,6,25,28,185.0,77.0,12,17,28,200,1.061082755215466,38.973907029256225
36,28,0,0,0,10.0,20,10.0,4.579952026642631,12,4.583333333333333,26.01373046556103,0,,29.999999999999996,0,,5,1.1770000000000005,7718,363,0,0.0,3630.0,False,-0.25377690802348335,7,2.6100000000000003,3470.0,377,0,0.0,3770.0,False,-0.5808219178082191,0,0.29900000000000004,21231,0,27,0.2,702.3707225701478,False,0.14817180195164523,0,0.41600000000000004,21519,10,93,1.0,2465.076453563602,False,0.21038134951225207,0,0.4970000000000001,21573,0,100,0.0,2999.9999999999995,False,-0.05294914419406477,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.19999999999999998,99874,0.0,0.0,12,0,0,22,5,5.0,4,26,29,170.0,45.0,14,14,29,200,1.1026384709402919,40.07654550019652
37,29,0,0,0,10.0,20,10.0,4.460235034627385,16,3.5,26.82816833620143,10,34.5,29.999999999999996,2,30.0,4,1.2120000000000004,7558,374,0,0.0,3740.0,False,-0.26199608610567515,12,2.7230000000000003,3114.0,386,0,0.0,3860.0,False,-0.6051663405088062,0,0.29900000000000004,21213,0,29,0.2,778.0168817498414,False,0.14922638936399005,0,0.41600000000000004,21826,14,93,1.0,2557.4629457515166,False,0.22917122268850132,0,0.4970000000000001,21288,0,108,1.0,3239.9999999999995,False,-0.05972170914911957,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3666666666666667,99362,0.0,0.0,11,0,0,13,6,6.0,3,16,22,278.0,64.0,16,13,22,605,1.0201058136299253,41.09665131382644
38,22,0,0,0,10.0,20,10.0,4.53954398334067,5,6.6,27.241814311710044,5,35.0,30.0,8,30.0,3,1.2380000000000004,7441,382,0,0.0,3820.0,False,-0.2680234833659491,2,2.7310000000000003,2958.0,398,0,0.0,3980.0,False,-0.6126810176125245,0,0.29900000000000004,21189,0,33,0.4,898.9798722864315,False,0.15116720413593734,0,0.41600000000000004,21992,5,98,1.0,2692.3955224642873,False,0.24159162426090028,0,0.4970000000000001,21353,0,105,0.5,3150.0,False,-0.0589007921848705,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.31666666666666665,99296,0.0,0.0,15,0,0,7,3,3.0,2,9,33,154.0,97.0,9,13,33,615,0.958237636834383,42.054888950660825
39,33,0,0,0,10.0,20,10.0,4.513705570259095,10,4.2,26.322088704247925,21,22.428571428571427,30.0,0,,3,1.2650000000000003,7264,396,0,0.0,3960.0,False,-0.27639921722113503,7,2.7990000000000004,2758.0,404,0,0.0,4040.0,False,-0.6259882583170254,0,0.29900000000000004,21485,0,17,0.0,447.4755079722147,False,0.15490438655030633,0,0.41600000000000004,22125,5,103,1.0,2733.743664388832,False,0.2497670815659102,0,0.49700000000000005,20882,11,115,1.0,3739.5429757467273,False,-0.06613424094432689,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3333333333333333,98877,0.0,0.0,13,0,0,12,4,4.0,4,16,33,242.0,118.0,16,17,33,671,1.2065059216693044,43.26139487233013
40,33,0,0,0,9.999999999999998,20,10.0,4.524913894378105,7,4.714285714285714,26.739656327742427,5,35.0,30.0,13,30.0,2,1.2820000000000003,7170,403,0,0.0,4029.999999999999,False,-0.28101761252446184,5,2.842000000000001,2538.0,417,0,0.0,4169.999999999999,False,-0.6381213307240704,0,0.29900000000000004,21642,0,14,0.2,374.35518858839396,False,0.16131178349173786,0,0.41600000000000004,22110,0,113,1.0,3021.581165034894,False,0.2566255563397056,0,0.49700000000000005,21097,6,112,1.0,3520.4379379664547,False,-0.06180605964030593,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3666666666666667,98920,0.0,0.0,18,0,0,13,2,2.0,6,19,30,265.0,91.0,19,14,30,765,1.16855728905648,44.42995216138661
41,30,0,0,0,9.999999999999998,20,10.0,5.043573007446627,35,6.714285714285714,27.48930873472401,10,34.5,30.000000000000004,9,30.0,28,1.5600000000000003,6702,411,0,0.0,4109.999999999999,False,-0.31452054794520545,7,2.907,2272.0,429,0,0.0,4289.999999999999,False,-0.6542465753424658,0,0.29900000000000004,21608,17,19,1.0,608.0376070863488,False,0.16571893406092328,0,0.41600000000000004,22254,0,116,0.8,3188.759813227985,False,0.2687333035385429,0,0.4970000000000001,21022,6,113,1.0,3554.9358524083445,False,-0.06417650017632591,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.4666666666666666,98221,0.0,0.0,19,0,0,13,5,5.0,7,20,35,277.0,75.0,20,10,35,815,1.0789360152557492,45.50888817664236
42,35,0,0,0,9.999999999999998,20,10.0,4.805432118285091,12,2.1666666666666665,25.891001108860387,10,11.0,30.000000000000004,0,,1,1.5420000000000005,6590,421,0,0.0,4209.999999999999,False,-0.3193737769080235,11,3.0100000000000002,1929.0,439,0,0.0,4389.999999999999,False,-0.6771819960861056,0,0.29900000000000004,21603,12,29,1.0,808.5042175763723,False,0.170785343873394,0,0.41600000000000004,22343,0,113,0.7,2925.6831253012238,False,0.26647026454490663,0,0.49700000000000005,20912,6,123,1.0,3845.346006653163,False,-0.06273147792445179,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.45,97740,0.0,0.0,10,0,0,14,4,4.0,6,20,36,252.0,68.0,20,15,36,310,1.4497905354946852,46.95867871213704
43,36,0,0,0,9.999999999999998,20,10.0,4.719898501442055,3,1.0,25.239714860500133,27,23.0,30.000000000000004,7,30.0,0,1.5410000000000004,6540,426,0,0.0,4259.999999999999,False,-0.3213307240704501,3,3.0290000000000004,1719.0,454,0,0.0,4539.999999999999,False,-0.6877495107632094,0,0.29900000000000004,22224,2,12,1.0,312.3163753288857,False,0.19062393933417254,0,0.41600000000000004,22340,0,116,0.3,2927.8069238180155,False,0.2663671576266962,0,0.49700000000000005,20501,23,126,1.0,4360.513441791503,False,-0.06902857936642648,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3833333333333333,97687,0.0,0.0,17,0,0,14,1,1.0,7,21,30,323.0,80.0,21,15,30,1031,1.215644158422947,48.17432287055999
44,30,0,0,0,9.999999999999998,20,10.0,4.517742281224772,16,3.0,25.239714860500133,0,,30.0,8,30.0,2,1.5610000000000004,6416,436,0,0.0,4359.999999999999,False,-0.3271232876712329,14,3.1660000000000004,1296.0,464,0,0.0,4639.999999999999,False,-0.7169471624266145,0,0.29900000000000004,22188,0,22,1.0,555.2737269310029,False,0.19517140306780342,0,0.41600000000000004,22328,0,124,0.8,3129.7246427020164,False,0.2710997670559668,0,0.4970000000000001,20741,13,128,1.0,4168.116293186502,False,-0.06312612787451251,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.4666666666666666,97332,0.0,0.0,15,0,0,6,6,6.0,5,11,27,156.0,86.0,11,19,27,440,1.0272347899153829,49.20155766047537
45,27,0,0,0,10.0,20,10.0,4.542495396285074,11,4.818181818181818,25.627799967690326,5,34.0,30.0,11,30.0,5,1.6090000000000007,6271,444,0,0.0,4440.0,False,-0.33534246575342463,6,3.2120000000000006,1054.0,476,0,0.0,4760.0,False,-0.7311937377690803,0,0.29900000000000004,22166,0,28,0.6,717.5783990953291,False,0.19831830608861328,0,0.41600000000000004,22467,0,124,0.5,3177.8471959936005,False,0.27977462350358034,0,0.4970000000000001,20901,8,127,1.0,4015.022399741523,False,-0.059700726516818056,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.35000000000000003,97222,0.0,0.0,16,0,0,5,5,5.0,5,10,25,174.0,102.0,10,17,25,700,1.5549977449700236,50.7565554054454
46,25,0,0,0,10.0,20,10.0,4.430404644757369,22,3.8181818181818183,26.422949852145543,10,34.5,30.000000000000004,10,30.0,2,1.6240000000000006,6137,455,0,0.0,4550.0,False,-0.34152641878669276,20,3.4060000000000006,500.0,485,0,0.0,4850.0,False,-0.7710371819960861,0,0.29900000000000004,22103,1,38,1.0,1008.502499026288,False,0.20270528539198515,0,0.41600000000000004,22791,1,124,1.0,3280.8761863108048,False,0.29975198665507286,0,0.4970000000000001,20856,8,127,1.0,4021.383598817165,False,-0.0614172392805245,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.5,96750,0.0,0.0,18,0,0,6,5,5.0,5,11,29,165.0,85.0,11,14,29,845,1.0141599187627435,51.77071532420814
47,29,0,0,0,10.0,20,10.0,4.59930385782165,14,6.142857142857143,26.82974947692452,5,35.0,30.000000000000004,12,30.0,4,1.6620000000000001,5977,466,0,0.0,4660.0,False,-0.34974559686888457,10,3.486000000000001,250.0,494,0,0.0,4940.0,False,-0.7870841487279844,0,0.29900000000000004,22035,3,48,1.0,1301.6258864658419,False,0.20688476582608514,0,0.41600000000000004,22948,0,122,0.3,3273.229436184791,False,0.30790097984212345,0,0.49700000000000005,21041,3,125,1.0,3830.489248430774,False,-0.057741467626508,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3833333333333333,96614,0.0,0.0,18,0,0,7,3,3.0,6,13,31,197.0,118.0,13,16,31,735,0.9605868756771088,52.73130219988525
48,31,0,0,0,10.0,20,10.0,4.779239773783143,9,7.333333333333333,27.08769724843383,6,31.166666666666668,30.000000000000007,6,30.0,4,1.6980000000000004,5847,474,0,0.0,4740.0,False,-0.35679060665362033,5,3.526000000000001,55.0,506,0,0.0,5060.0,False,-0.7976516634050881,0,0.29900000000000004,22029,0,52,0.5,1408.5602569185592,False,0.20941001907002602,0,0.41600000000000004,23075,0,124,0.7,3358.874458805795,False,0.31693553383002065,0,0.49700000000000005,21034,0,128,0.9,3840.000000000001,False,-0.05783360013134672,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.35000000000000003,96403,0.0,0.0,15,0,0,12,3,3.0,6,18,27,259.0,100.0,18,13,27,567,0.9627604335546494,53.6940626334399
49,27,0,0,0,10.0,20,10.0,4.784045415263947,12,4.833333333333333,27.872717505078427,10,35.0,30.000000000000004,14,30.0,1,1.7040000000000004,5725,485,0,0.0,4850.0,False,-0.36203522504892366,11,3.631000000000001,-327.0,515,0,0.0,5150.0,False,-0.8240313111545988,0,0.29900000000000004,22204,0,47,0.0,1310.017722738686,False,0.2160987849853351,0,0.41600000000000004,23192,2,129,1.0,3605.148648985645,False,0.32971082217868936,0,0.4970000000000001,21104,0,124,1.0,3720.0000000000005,False,-0.05742314164922218,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.3333333333333333,96261,0.0,0.0,19,0,0,12,6,7.4,5,17,27,263.0,75.0,17,10,27,930,0.8469182178378105,54.54098085127771
50,27,0,0,0,10.0,20,10.0,5.087947304987137,12,8.166666666666666,27.872717505078427,0,,30.000000000000004,13,30.0,10,1.8030000000000002,5485,496,0,0.0,4960.0,False,-0.37651663405088065,2,3.64,-9088.0,524,0,0.0,5240.0,False,-1.5063013698630137,0,0.29900000000000004,22124,0,57,1.0,1588.7448977894703,False,0.2192569265784292,0,0.41600000000000004,23174,0,133,0.4,3707.071428175431,False,0.3314643674037196,0,0.49700000000000005,21494,0,111,0.0,3330.0000000000005,False,-0.04941920124779379,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.2333333333333333,87552,0.0,0.0,14,0,0,8,6,303.05,5,13,21,194.0,81.0,13,14,21,500,0.790572190657258,55.33155304193497
51,21,0,0,1,10.000000000000002,8,10.0,5.151968660941595,2,9.0,26.83627581968037,6,11.166666666666666,30.0,6,30.0,2,1.8130000000000004,5381,504,0,0.0,5040.000000000001,False,-0.38152641878669274,0,3.638000000000001,-13453.888888888889,524,0,0.0,5240.000000000001,True,-1.8480539247662537,0,0.29900000000000004,22191,0,51,0.0,1368.6500668036988,False,0.21696680499025633,0,0.41600000000000004,23156,0,135,0.2,3622.89723565685,False,0.3282677351613781,0,0.49700000000000005,21607,0,111,0.6,3330.0,False,-0.04478102039978656,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.13333333333333333,96698,0.0,0.125,9,0,0,5,15,8414.5,4,9,20,132.0,39.0,9,12,20,327,0.7409819662570953,56.07253500819206
52,20,0,0,0,10.000000000000002,9,10.0,5.151968660941595,0,,25.09634235544444,15,15.0,30.0,9,30.0,0,1.8110000000000002,5291,513,0,0.0,5130.000000000001,False,-0.3850489236790607,0,3.638000000000001,-13453.888888888889,524,0,0.0,5240.000000000001,True,-1.8480539247662537,0,0.29900000000000004,22301,0,41,0.0,1028.950036573222,False,0.21378278545973356,0,0.41600000000000004,23271,0,130,0.0,3262.524506207777,False,0.324799821945198,0,0.4970000000000001,21652,5,112,1.0,3485.4817117772222,False,-0.03974301785951596,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.16666666666666666,96878,0.0,0.125,12,0,0,7,10,9203.49074074074,2,9,16,160.0,44.0,10,10,16,585,0.7021861067041755,56.77472111489624
53,16,0,0,0,10.000000000000002,11,10.0,5.25413802551852,3,9.0,24.988101231254547,5,23.0,30.000000000000004,10,30.0,3,1.8410000000000009,5144,524,0,0.0,5240.000000000001,False,-0.3922504892367906,0,3.6380000000000003,-13453.888888888889,524,0,0.0,5240.000000000001,True,-1.8480539247662537,0,0.29900000000000004,22283,0,43,0.2,1074.4883529439455,False,0.21403650457370715,0,0.41600000000000004,23377,0,126,0.1,3148.5007551380727,False,0.327405989124277,0,0.4970000000000001,21837,0,112,1.0,3360.0000000000005,False,-0.0347247875877355,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.21666666666666667,97004,0.0,0.125,12,0,0,2,7,3034.125,2,4,16,72.0,51.0,4,12,16,525,0.5645746942609549,57.33929580915719
54,16,0,0,0,10.000000000000004,11,10.0,5.25413802551852,0,,25.60990426225496,21,28.19047619047619,30.000000000000004,0,,0,1.8380000000000007,5034,535,0,0.0,5350.000000000002,False,-0.3965557729941291,0,3.6380000000000003,-13453.888888888889,524,0,0.0,5240.000000000002,True,-1.8480539247662533,0,0.29900000000000004,22513,0,33,0.0,845.1268406544137,False,0.220171485892813,0,0.41600000000000004,23739,0,115,0.0,2945.1389901593207,False,0.3412549606362537,0,0.4970000000000001,21245,11,122,1.0,3941.708946884805,False,-0.04708556116067795,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.16666666666666666,96894,0.0,0.125,11,0,0,3,6,4042.1666666666665,1,4,11,72.0,51.0,4,12,11,702,0.44465344958007336,57.783949258737266
55,11,0,0,0,10.000000000000004,12,10.0,5.3263886380151035,2,9.0,25.60990426225496,0,,30.000000000000004,0,,2,1.8580000000000003,4890,547,0,0.0,5470.000000000002,False,-0.4031311154598825,0,3.6380000000000003,-13453.888888888889,524,0,0.0,5240.000000000002,True,-1.8480539247662533,0,0.29900000000000004,22513,0,33,0.0,845.1268406544137,False,0.220171485892813,0,0.41600000000000004,23721,0,117,0.2,2996.3587986838306,False,0.341659807381067,0,0.49700000000000005,21245,1,132,1.0,3985.6099042622554,False,-0.04618458514422994,0,0.2,24363,0,0,0.0,0.0,False,0.0,0.19999999999999998,96732,0.0,0.125,6,0,0,4,6,3145.240740740741,0,4,6,47.0,27.0,4,7,6,120,0.2892637001350522,58.07321295887232
