index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,17,0,0,0,10.0,9,10.0,24.200068617034386,6,26.0,30.81015060519405,6,13.833333333333334,30.00000000000001,6,30.0,0,1.0910000000000002,27492,6,14,1.0,398.8009606384814,False,0.1317394343762972,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.3070000000000002,33167,20,14,1.0,915.3434808134044,False,-0.02765473119901963,0,0.9380000000000002,36067,6,30,1.0,1069.5049298580277,False,0.058435339201556157,6,2.366000000000001,31834,264,0,0.0,8133.879759771229,False,-0.18334569550543406,0,0.7220000000000002,41293,58,40,1.0,2986.9887351012553,False,-0.026716990797510765,0.6666666666666666,194660,0.0,0.0,6,0,0,6,2,2.0,14,20,17,122.0,39.0,9,8,17,329,0.9105439186096191,33.92036074679345
26,17,0,0,0,10.0,13,10.0,24.200068617034386,0,,30.30166713256937,16,23.875,30.000000000000004,13,30.0,0,1.0910000000000002,27362,9,24,1.0,670.8016468088252,False,0.13198466664232517,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,2,1.3270000000000004,33488,10,10,1.0,545.0173574960376,False,-0.0237266510873596,0,0.9380000000000002,36067,0,36,0.6,1090.8600167724974,False,0.05874410827871511,13,2.4900000000000007,31302,279,0,0.0,8454.165129986854,False,-0.19180449568951055,0,0.7220000000000002,41280,49,50,1.0,2984.7816894958996,False,-0.027037809768932736,0.6,194306,0.0,0.0,5,0,0,6,6,5.090909090909091,15,21,17,163.0,21.0,10,7,17,290,0.9376333625987172,34.857994109392166
27,17,0,0,0,10.0,13,10.0,24.200068617034386,0,,29.798716757853423,16,23.625,30.000000000000007,8,30.0,0,1.0910000000000002,27232,12,34,1.0,942.8023329791691,False,0.13222989890835313,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,1,1.3350000000000002,33591,0,10,1.0,297.98716757853424,False,-0.02431989867877534,0,0.9380000000000002,36312,0,31,0.0,923.7602194934561,False,0.06341285994467279,8,2.557000000000001,30989,284,0,0.0,8462.835559230372,False,-0.19882582790165862,0,0.722,41147,50,60,1.0,3289.9358378926718,False,-0.026592481541677055,0.5,194078,0.0,0.0,6,0,0,6,3,2.1,12,18,16,90.0,30.0,7,10,16,388,0.7605894589796662,35.61858356837183
28,16,0,0,0,10.000000000000002,12,10.0,24.200068617034386,0,,29.798716757853423,0,,30.000000000000004,13,30.0,0,1.0910000000000002,27112,14,44,1.0,1204.803019149513,False,0.13267947971124555,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.3340000000000003,33591,0,10,0.0,297.98716757853424,False,-0.02431989867877534,0,0.9380000000000002,36312,0,31,0.0,923.7602194934561,False,0.06341285994467279,11,2.6590000000000007,30866,284,0,0.0,8462.835559230372,False,-0.20162376243454003,0,0.7220000000000002,41207,40,68,1.0,3231.9486703141374,False,-0.025887165097312047,0.3333333333333333,193895,0.0,0.0,4,0,0,9,3,3.0,13,22,20,141.0,33.0,10,6,20,180,0.9157133344560862,36.53429690282792
29,20,0,0,0,10.0,7,10.0,24.262127052057266,13,25.0,31.059390193359764,17,45.23529411764706,30.000000000000004,10,30.0,0,1.0910000000000002,27367,11,41,1.0,1104.747209134348,False,0.141056629253195,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.3340000000000003,33335,3,17,1.0,600.7960144432878,False,-0.027344553158623417,0,0.9380000000000002,37012,0,17,0.0,528.009633287116,False,0.07793310825723834,10,2.7480000000000007,29994,301,0,0.0,9348.876448201288,False,-0.21138194708717623,0,0.7220000000000002,41207,30,78,1.0,3271.781705800793,False,-0.025434115400004627,0.5,193722,0.0,0.0,5,0,0,12,3,3.0,11,23,22,144.0,42.0,11,9,22,1164,1.017907878383994,37.55220478121191
30,22,0,0,0,10.000000000000002,10,10.0,23.71750855862651,42,21.761904761904763,32.57579434328677,45,38.888888888888886,30.0,14,30.0,1,1.1010000000000002,28160,11,10,1.0,347.1750855862651,False,0.15798543169826432,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,24,1.5740000000000003,33739,11,10,1.0,586.6505375777592,False,-0.015866363934273688,0,0.9380000000000002,36724,14,23,1.0,1081.288389716367,False,0.07760458618484674,8,2.8180000000000014,29730,305,0,0.0,9935.617274702467,False,-0.2107138455141777,0,0.7220000000000002,39829,61,82,1.0,4447.1234549404935,False,-0.04341207598848421,0.6666666666666666,192989,0.0,0.0,9,0,0,15,4,3.0853658536585367,11,26,20,190.0,69.0,14,8,20,1368,1.0115556800737977,38.56376046128571
31,20,0,0,0,10.000000000000002,6,10.0,23.71750855862651,0,,32.481056634681366,10,30.5,29.999999999999996,10,30.0,0,1.1,28100,7,20,1.0,544.3501711725302,False,0.15956249328045882,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.5500000000000003,33799,1,15,1.0,510.933358078847,False,-0.01522608718546526,0,0.9380000000000002,36969,4,28,1.0,1004.3396200055844,False,0.0835768141465774,10,2.9100000000000006,29380,310,0,0.0,10069.127556751224,False,-0.21715693959701532,0,0.7220000000000002,39769,56,92,1.0,4578.939171542156,False,-0.04327768736445768,0.6666666666666666,192824,0.0,0.0,4,0,0,9,3,3.0,10,19,25,102.0,62.0,7,13,25,365,1.05310024227947,39.61686070356518
32,25,0,0,0,10.0,14,10.0,23.74405692766171,18,24.0,32.46116637392297,2,30.5,30.0,9,30.0,0,1.1,28392,11,12,1.0,394.9286831319405,False,0.16844304158762344,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.5500000000000003,33367,9,25,1.0,1025.2256716970296,False,-0.020282443080057985,0,0.9380000000000002,37030,0,30,0.4,973.8349912176891,False,0.08489972804744936,9,2.9900000000000007,29241,311,0,0.0,10095.422742290044,False,-0.22001975907861462,0,0.7220000000000002,39756,47,102,1.0,4585.674819574379,False,-0.043496794663743024,0.5666666666666667,192593,0.0,0.0,7,0,0,15,3,3.0,8,23,32,197.0,67.0,12,13,32,633,1.33961620926857,40.95647691283375
33,32,0,0,0,10.0,14,10.0,23.788274357638763,36,24.0,32.208917187524214,25,30.4,30.000000000000004,9,30.0,24,1.34,28522,15,10,1.0,387.8827435763876,False,0.17361212080219857,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,1.5500000000000003,33510,17,15,1.0,887.5344218927222,False,-0.018138075505440557,0,0.9380000000000002,36783,8,35,1.0,1317.6182964244576,False,0.08272777387039777,9,3.071000000000001,28393,336,0,0.0,10822.196175008135,False,-0.23104346835822503,0,0.7220000000000002,39756,37,112,1.0,4551.729935938396,False,-0.04388287418463649,0.6666666666666666,191771,0.0,0.0,7,0,0,18,5,4.333333333333333,9,27,31,235.0,98.0,16,16,31,900,1.3639642372727394,42.32044115010649
34,31,0,0,0,10.0,10,10.0,23.788274357638763,0,,33.10587444818617,67,35.56716417910448,30.000000000000007,6,30.0,0,1.316,28422,15,20,1.0,625.7654871527752,False,0.17438624912442327,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,21,1.7600000000000002,34002,7,10,1.0,497.5766649853331,False,-0.009548933446324107,0,0.9380000000000002,37881,0,12,0.8,397.27049337823405,False,0.10117218260574068,6,3.122000000000001,26277,381,0,0.0,12613.33816475893,False,-0.25880509810105634,0,0.7220000000000002,39448,49,122,1.0,5282.187847961123,False,-0.04258106221467757,0.6333333333333333,190837,0.0,0.0,8,0,0,19,5,4.3478260869565215,12,31,29,318.0,87.0,20,11,29,1198,1.4328800020739436,43.75332115218043
35,29,0,0,0,10.0,8,10.0,23.788274357638763,0,,32.115881971578396,13,14.923076923076923,30.000000000000004,8,30.0,0,1.3160000000000005,28342,13,30,1.0,843.6482307291628,False,0.17556907452037696,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,3,1.7690000000000003,34106,0,7,0.7,224.81117380104877,False,-0.01048536517450264,0,0.9380000000000002,37881,0,12,0.0,385.3905836589407,False,0.10100041328560394,8,3.196000000000001,26157,384,0,0.0,12332.498677086103,False,-0.26472897935572326,0,0.722,39308,49,132,1.0,5533.678216607342,False,-0.04290532271095586,0.45,190601,0.0,0.0,3,0,0,16,3,3.0,9,25,30,210.0,79.0,14,15,30,220,1.255010925233364,45.0083320774138
36,30,0,0,0,10.0,6,10.0,24.03920235778007,24,26.0,32.685011321599085,20,38.8,30.000000000000004,10,30.0,0,1.3160000000000003,28906,9,16,1.0,474.6272377244811,False,0.19107869947941153,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,13,1.8960000000000001,34136,2,10,1.0,374.928517931551,False,-0.007447319077939499,0,0.9380000000000002,37569,2,22,1.0,767.14865379074,False,0.09749788400842563,10,3.2880000000000007,25849,388,0,0.0,12681.784392780444,False,-0.26776251230885967,0,0.7220000000000002,38732,55,142,1.0,6057.675622687951,False,-0.050048046874639436,0.6666666666666666,189999,0.0,0.0,4,0,0,23,5,4.5625,11,34,26,321.0,39.0,22,8,26,684,1.3716829055920243,46.38001498300582
37,26,0,0,0,10.0,11,10.0,23.882858626293178,2,9.0,31.327303806356092,52,25.807692307692307,30.0,20,30.0,0,1.3160000000000005,28814,10,24,1.0,673.1886070310363,False,0.19137625893066526,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,30,2.1830000000000007,34196,0,4,0.4,125.30921522542437,False,-0.009321459540999033,0,0.9380000000000002,37713,0,12,0.2,375.9276456762731,False,0.09600543138828077,10,3.3780000000000006,25748,388,0,0.0,12154.993876866163,False,-0.2760515698361483,0,0.7220000000000002,37690,97,142,1.0,7298.748469216541,False,-0.05963526228683896,0.4333333333333333,188968,0.0,0.0,7,0,0,18,5,4.444444444444445,10,28,18,229.0,72.0,17,9,18,572,1.3306466564536095,47.71066163945943
38,18,0,0,0,10.0,11,10.0,23.712912289917533,2,9.0,30.545012802185006,10,12.0,30.0,20,30.0,0,1.316,28722,11,32,1.0,868.813193277361,False,0.19161380564977443,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.1530000000000005,34196,0,4,0.0,122.18005120874003,False,-0.009366703519147281,0,0.9380000000000002,37815,0,4,0.2,122.18005120874003,False,0.09528614052816194,15,3.518000000000001,25536,388,0,0.0,11851.464967247783,False,-0.2843262782096883,0,0.7220000000000002,37720,97,147,1.0,7372.866241811946,False,-0.0581098446144088,0.3666666666666667,188796,0.0,0.0,7,0,0,14,4,4.0,9,23,21,141.0,19.0,12,6,21,398,1.1823523752391338,48.893014014698565
39,21,0,0,0,10.0,6,10.0,23.91460429654038,21,25.428571428571427,30.88490059371892,5,46.0,30.000000000000004,20,30.0,0,1.3160000000000005,29196,7,21,1.0,572.206690227348,False,0.2049249364522509,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.1530000000000005,34196,0,4,0.0,123.53960237487568,False,-0.009347046031420777,1,0.9480000000000002,37481,11,10,1.0,571.9096531991333,False,0.09213021100024779,9,3.593000000000001,25215,393,0,0.0,12137.765933331537,False,-0.2883718985767892,0,0.7220000000000002,38050,87,146,1.0,7066.986351653547,False,-0.05408218248386592,0.5,188945,0.0,0.0,8,0,0,14,4,3.333333333333333,8,22,16,156.0,42.0,12,9,16,1016,1.087128210812807,49.98014222551137
40,16,0,0,0,10.0,6,10.0,24.05944886429819,12,26.0,30.70452343857871,24,29.166666666666668,30.000000000000004,20,30.0,0,1.3160000000000003,29448,3,19,1.0,487.1295284216656,False,0.21348556335666316,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.1530000000000005,34196,0,4,0.0,122.81809375431484,False,-0.00935747818521266,14,1.0870000000000002,37386,13,10,1.0,619.8180696216637,False,0.09007573623697492,7,3.654000000000001,24639,404,0,0.0,12404.6274691858,False,-0.29843921351668756,0,0.7220000000000002,38258,90,143,1.0,7053.407109472085,False,-0.049505162422691866,0.5,188734,0.0,0.0,8,0,0,6,4,3.5384615384615383,13,19,14,138.0,51.0,9,7,14,958,1.0089777130633593,50.98911993857473
41,14,0,0,0,10.0,9,10.0,23.868208909458517,2,9.0,31.462569281689515,26,37.46153846153846,30.000000000000004,20,30.0,0,1.3160000000000005,29376,2,27,1.0,664.44164055538,False,0.21416629149410207,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,5,2.2030000000000007,34244,0,2,0.2,62.92513856337903,False,-0.008835413398059868,7,1.1430000000000002,37928,3,10,1.0,386.2303195452707,False,0.10237168270936742,11,3.7570000000000006,23739,425,0,0.0,13371.591944718044,False,-0.3079139243338636,0,0.7220000000000002,38338,85,144,1.0,6994.3183889436095,False,-0.04835742602598207,0.5333333333333333,188432,0.0,0.0,9,0,0,9,6,5.555555555555555,12,21,12,124.0,42.0,10,4,12,813,1.6004262380301952,52.58954617660493
42,12,0,0,0,10.0,9,10.0,23.94971619035046,11,25.0,29.837704263091187,19,12.0,30.000000000000004,20,30.0,0,1.316,29561,1,26,1.0,632.692620949112,False,0.22107840078774552,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,17,2.368000000000001,33597,1,10,1.0,322.32675882126233,False,-0.02379447154765244,0,1.1360000000000003,37928,0,13,0.3,387.8901554201854,False,0.10239568195570092,10,3.846000000000001,23631,425,0,0.0,12681.024311813755,False,-0.3182249685879102,0,0.7220000000000002,38410,94,144,1.0,7124.744200730573,False,-0.04523618433690567,0.5499999999999999,187934,0.0,0.0,7,0,0,11,5,4.777777777777778,11,22,15,109.0,21.0,10,2,15,665,0.8255926594138145,53.41513883601874
43,15,0,0,0,10.0,9,10.0,24.254460653784044,24,26.0,30.33941849767772,39,32.97435897435897,30.000000000000004,20,30.0,0,1.3160000000000005,30095,0,12,1.0,291.05352784540855,False,0.23592147964372673,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.351000000000001,33393,3,11,1.0,406.49698543580706,False,-0.028476663696310026,17,1.306,38209,2,10,1.0,351.90310628434526,False,0.1100012016177141,10,3.9360000000000013,23148,433,0,0.0,13136.968209494453,False,-0.3240262026626504,0,0.722,37810,115,144,1.0,7809.033127232939,False,-0.05110173645693984,0.6666666666666666,187462,0.0,0.0,10,0,0,12,5,4.545454545454545,10,22,21,148.0,37.0,11,4,21,1263,0.9916345700621605,54.4067734060809
44,21,0,0,0,10.0,8,10.0,24.194441081802953,14,23.571428571428573,30.33941849767772,0,,30.000000000000004,20,30.0,2,1.3360000000000003,30303,0,8,0.8,193.55552865442363,False,0.24243002142909975,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.3510000000000013,33063,7,21,1.0,806.4888760238529,False,-0.03223607073213826,0,1.2890000000000001,38209,0,12,0.2,364.07302197213266,False,0.11017716407813727,9,4.016000000000001,23055,433,0,0.0,13136.968209494453,False,-0.3261417141387315,0,0.7220000000000002,38140,105,143,1.0,7475.6389422561615,False,-0.04738701414599119,0.5,187577,0.0,0.0,6,0,0,8,4,4.0,15,23,20,171.0,100.0,11,10,20,722,1.0857336902990937,55.492507096379995
45,20,0,0,0,9.999999999999998,10,10.0,24.194441081802953,0,,31.387894493384763,23,41.391304347826086,30.000000000000004,20,30.0,0,1.3340000000000003,30203,0,18,1.0,435.49993947245315,False,0.24328714932713036,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.351000000000001,33133,0,23,0.7,721.9215733478495,False,-0.03143458006784291,6,1.3490000000000002,38911,0,0,0.0,0.0,False,0.12521326740117406,10,4.107,22065,451,0,0.0,14155.940416516529,False,-0.3370721728746328,0,0.7220000000000002,38370,100,143,1.0,7428.789449338477,False,-0.042687956946629045,0.45,187489,0.0,0.0,7,0,0,11,4,3.333333333333333,15,26,20,177.0,71.0,14,6,20,470,1.0567382033914328,56.54924529977143
46,20,0,0,0,9.999999999999998,16,10.0,23.95202438088614,5,17.0,31.564692572944075,22,33.31818181818182,30.000000000000007,20,30.0,0,1.334,30128,6,23,1.0,610.8965607603812,False,0.24380612556727935,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.351000000000001,33866,0,1,0.0,31.564692572944075,False,-0.02021970601525494,0,1.3430000000000002,38826,0,5,0.5,157.82346286472037,False,0.12503720920252043,9,4.187,21978,451,0,0.0,14235.676350397778,False,-0.33814430574375265,0,0.7220000000000002,37967,112,142,1.0,7795.245568169737,False,-0.04768720492971348,0.4166666666666667,187572,0.0,0.0,10,0,0,14,3,3.0,10,24,19,179.0,65.0,12,8,19,1308,0.9669757317751646,57.51622103154659
47,19,0,0,0,9.999999999999998,12,10.0,24.107870669912653,11,26.0,29.85387363451414,49,22.306122448979593,30.000000000000004,20,30.0,0,1.3340000000000003,30294,8,22,1.0,610.3731547380784,False,0.2505798012656956,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,36,2.7110000000000007,33711,0,0,0.0,0.0,False,-0.025158323935108876,7,1.4130000000000003,38498,1,10,1.0,322.64660701505403,False,0.11793537791005247,10,4.278000000000001,21873,451,0,0.0,13464.097009165878,False,-0.34930851198601165,0,0.7220000000000002,37174,151,142,1.0,8767.934918811636,False,-0.054662827064766134,0.5,186357,0.0,0.0,7,0,0,8,5,4.556306306306306,12,20,20,149.0,60.0,9,10,20,706,0.8720689574256539,58.38828998897225
48,20,0,0,0,9.999999999999998,14,10.0,24.000226398612845,18,23.22222222222222,30.240028787843478,16,36.0,30.0,20,30.0,0,1.3340000000000003,30572,12,14,1.0,456.00316958057977,False,0.2587870518550879,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,16,2.835000000000001,33439,6,10,1.0,446.4016462701118,False,-0.02656947968147088,0,1.4060000000000004,38448,0,13,0.3,393.12037424196524,False,0.11750846381310488,12,4.388000000000001,21749,451,0,0.0,13638.252983317409,False,-0.35014839308344436,0,0.7220000000000002,36838,157,144,1.0,9067.684519691426,False,-0.05889669798581217,0.5499999999999999,185853,0.0,0.0,11,0,0,11,4,4.0,12,23,21,159.0,72.0,11,9,21,798,0.8430610811337829,59.23135107010603
49,21,0,0,0,10.0,12,10.0,24.000226398612845,0,,30.08083992547725,6,24.0,30.000000000000007,20,30.0,0,1.3340000000000003,30452,14,24,1.0,716.0054335667082,False,0.2591957951930421,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.819000000000001,33439,0,16,0.6,481.293438807636,False,-0.026064985992197462,0,1.4060000000000001,38592,0,7,0.0,210.56587947834075,False,0.11903308000749455,13,4.506000000000001,21441,457,0,0.0,13746.943845943104,False,-0.3559183839546063,0,0.7220000000000002,37048,147,147,1.0,8831.883469045157,False,-0.05680167115118898,0.43333333333333335,185779,0.0,0.0,6,0,0,9,4,4.0,15,24,20,192.0,57.0,12,9,20,474,0.9437346896156669,60.175085759721696
50,20,0,0,0,10.0,6,10.0,24.283541951427196,22,26.0,30.013911833809555,12,28.833333333333332,30.0,20,30.0,0,1.3340000000000003,30964,10,12,1.0,391.40250341712635,False,0.27348787198416563,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.8190000000000004,33314,1,19,1.0,594.5478667938088,False,-0.028042163806804098,0,1.4060000000000001,38491,1,12,1.0,384.45048395714184,False,0.11862656493388198,6,4.553000000000001,21047,469,0,0.0,14076.524650056681,False,-0.3611323144371525,0,0.7220000000000002,37468,137,143,1.0,8401.905921231908,False,-0.05213819156488807,0.6666666666666666,186091,0.0,0.0,10,0,0,11,2,2.0,12,23,21,158.0,58.0,11,9,21,1398,0.9687924794852734,61.14387823920697
51,21,0,0,0,10.0,6,10.0,24.53510266867739,24,26.0,30.4938595160323,19,35.578947368421055,30.000000000000004,20,30.0,12,1.4540000000000002,31276,6,10,1.0,305.3510266867739,False,0.28448077134802136,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.8190000000000004,33200,3,20,1.0,683.4824983266781,False,-0.03005288311028204,0,1.4060000000000001,38657,3,12,1.0,439.53162219841977,False,0.12422329635057437,7,4.617000000000002,20313,488,0,0.0,14881.003443823762,False,-0.3686790172673078,0,0.722,37858,127,140,1.0,8072.720158536103,False,-0.047010757733717344,0.6666666666666666,186111,0.0,0.0,12,0,0,10,3,3.0,12,22,26,161.0,95.0,11,10,26,1438,1.0231185406446457,62.166996779851615
52,26,0,0,0,10.0,11,10.0,24.619409592058386,9,26.0,30.073953855873377,17,25.176470588235293,30.000000000000004,13,30.0,0,1.4420000000000002,31400,7,11,1.0,340.8135055126422,False,0.2902732856284257,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.8190000000000004,33026,2,25,1.0,801.0876655809512,False,-0.03338411749832343,0,1.4060000000000004,39025,0,3,0.3,90.22186156762012,False,0.12981437583597386,11,4.720000000000001,19886,495,0,0.0,14886.607158657322,False,-0.3783284370389968,0,0.7220000000000002,37798,127,148,1.0,8259.39213969592,False,-0.04625244944728373,0.5499999999999999,185942,0.0,0.0,8,0,0,12,3,3.0,12,24,26,218.0,100.0,14,12,26,832,1.1199827194213867,63.286979499273
53,26,0,0,0,10.0,11,10.0,24.727872885988678,12,26.0,31.907534889934347,46,39.630434782608695,30.000000000000004,11,30.0,1,1.4520000000000004,31581,8,10,1.0,327.27872885988677,False,0.29739412148234196,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.8190000000000004,33715,0,10,0.4,319.07534889934345,False,-0.02042920463694875,24,1.6460000000000001,38967,0,10,1.0,319.07534889934345,False,0.131446102612697,11,4.819000000000001,19260,506,0,0.0,16145.212654306779,False,-0.37825330799678375,0,0.7220000000000002,36481,152,158,1.0,9589.945303270022,False,-0.061077485688792045,0.5666666666666667,184811,0.0,0.0,5,0,0,14,6,5.2272727272727275,13,27,23,213.0,86.0,15,11,23,1111,1.0738204699009657,64.36079996917397
54,23,0,0,0,10.0,15,10.0,24.57024323309729,38,24.0,32.045309611265125,6,37.0,30.0,7,30.0,28,1.731,31622,13,10,1.0,375.7024323309729,False,0.3000593107800183,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.8190000000000004,33025,28,14,1.0,1136.6011450844358,False,-0.028561910513223474,0,1.6220000000000003,38967,0,10,0.0,320.4530961126512,False,0.1314660231935551,7,4.878000000000001,19200,506,0,0.0,16214.926663300153,False,-0.3788252466584,0,0.7220000000000002,36259,148,168,1.0,9782.705822467238,False,-0.0639350125967649,0.5,183880,0.0,0.0,5,0,0,9,4,3.473684210526316,13,22,18,154.0,87.0,11,12,18,372,1.0056854570284486,65.36648542620242
55,18,0,0,0,10.000000000000002,10,10.0,24.57024323309729,0,,30.847976161444745,33,23.606060606060606,29.999999999999996,10,30.0,0,1.7030000000000003,31522,13,20,1.0,621.4048646619458,False,0.3009932332978165,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,19,3.0090000000000012,33106,18,10,1.0,750.7441398101987,False,-0.031798615716575655,0,1.622,38967,0,10,0.0,308.47976161444745,False,0.1312929030625842,10,4.971000000000001,19100,506,0,0.0,15609.075937691041,False,-0.38799076524998244,0,0.7220000000000002,35480,171,178,1.0,10615.003923607052,False,-0.07218894106586453,0.5,182982,0.0,0.0,4,0,0,10,6,5.5,12,22,24,154.0,51.0,10,8,24,290,0.9807985657826066,66.34728399198502
56,24,0,0,0,10.000000000000002,10,10.0,24.41227159902794,12,22.333333333333332,31.188321420860824,4,49.0,30.0,12,30.0,0,1.7030000000000003,31690,13,18,1.0,569.420888782503,False,0.30679705919532657,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.9900000000000007,33134,16,16,1.0,889.6094883182202,False,-0.028981095278936074,0,1.6220000000000003,38867,0,14,0.4,436.6364998920515,False,0.1302541352172009,12,5.081000000000001,18764,510,0,0.0,15906.04392463902,False,-0.39225627346239833,0,0.7220000000000002,35480,161,188,1.0,10661.319748758593,False,-0.07166215794956211,0.5666666666666667,182742,0.0,0.0,8,0,0,14,3,3.0,10,24,19,170.0,76.0,12,12,19,564,1.0848531275987625,67.43213711958379
57,19,0,0,0,10.000000000000002,8,10.0,24.41227159902794,0,,32.27392456496558,13,48.30769230769231,30.000000000000004,9,30.0,0,1.7030000000000003,31610,11,28,1.0,793.5436047727823,False,0.3081073975145657,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.9900000000000007,33662,6,15,1.0,630.5824980686514,False,-0.017457816458913207,0,1.622,38967,0,12,0.0,387.287094779587,False,0.13243236307191217,9,5.159000000000001,18048,523,0,0.0,16879.262547477,False,-0.3974743232924979,0,0.7220000000000002,35480,151,198,1.0,10813.362609309803,False,-0.06993286538852848,0.5,182574,0.0,0.0,4,0,0,13,3,3.0,9,22,25,152.0,54.0,11,8,25,708,0.9856889927759767,68.41782611235976
58,25,0,0,0,10.000000000000002,9,10.0,24.464769173811213,15,25.0,31.52706419097496,11,19.0,30.000000000000004,13,30.0,0,1.7030000000000003,31895,10,23,1.0,662.6896909976579,False,0.31708128353354703,0,0.2,24807,0,0,0.0,0.0,False,0.013854830799411477,0,2.9900000000000007,33621,6,14,1.0,588.1675137165167,False,-0.019256708688058257,0,1.622,38842,0,17,0.5,535.9600912465744,False,0.13096729549820088,13,5.280000000000001,17685,534,0,0.0,16835.45227798063,False,-0.4062299279135981,0,0.7220000000000002,35480,141,208,1.0,10685.316050927471,False,-0.07138923078492897,0.5833333333333334,182330,0.0,0.0,7,0,0,22,4,4.0,7,29,23,237.0,84.0,17,8,23,674,1.2210167534649372,69.6388428658247
