index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,11,0,0,0,10.000000000000002,20,10.0,2.230124786509201,6,1.8333333333333333,28.439534636569903,5,36.8,34.0,20,34.0,5,1.159,5680,313,0,0.0,3130.0000000000005,False,-0.3193348365276212,1,1.272,5479,307,0,0.0,3070.0000000000005,False,-0.3410372040586246,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20439,3,85,1.0,2424.0508184679693,False,0.25498640211187024,4,1.3739999999999999,23562,0,0,0.0,0.0,False,-0.0409866091416012,9,2.8280000000000003,17971,77,0,0.0,2189.8441670158827,False,-0.22398461135952055,0.16666666666666666,90907,0.0,0.0,19,0,0,3,10,10.0,24,27,10,93.0,35.0,7,4,10,622,0.44771440606564283,14.786007817834616
31,10,0,0,0,10.000000000000002,20,10.0,2.2579869086369153,12,2.4166666666666665,28.93376058961098,6,33.0,34.0,11,34.0,4,1.1940000000000002,5494,326,0,0.0,3260.0000000000005,False,-0.33070274332957533,8,1.3510000000000002,5264,314,0,0.0,3140.0000000000005,False,-0.3579481397970688,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20608,5,89,1.0,2586.394627018562,False,0.26948743992054724,3,1.4000000000000001,23537,0,0,0.0,0.0,False,-0.042004151573120596,8,2.899000000000001,17678,83,0,0.0,2401.5021289377114,False,-0.23160278951244026,0.16666666666666666,90357,0.0,0.0,13,0,0,4,12,12.0,25,29,9,93.0,17.0,7,3,9,398,0.41456335317343473,15.20057117100805
32,9,0,0,0,10.000000000000002,20,10.0,2.1920442497019565,4,1.0,29.03099472803112,5,30.0,34.0,8,34.0,0,1.1900000000000004,5414,334,0,0.0,3340.0000000000005,False,-0.33446072904922963,4,1.3830000000000002,5076,326,0,0.0,3260.0000000000005,False,-0.36997369409996245,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20754,0,93,0.9,2699.8825097068943,False,0.281239349342305,0,1.3970000000000002,23537,0,0,0.0,0.0,False,-0.042004151573120596,8,2.971000000000001,17445,88,0,0.0,2554.7275360667386,False,-0.23796801790738856,0.15,90002,0.0,0.0,11,0,0,3,5,5.0,23,26,10,75.0,20.0,6,3,10,350,0.3983823014423251,15.598953472450376
33,10,0,0,0,10.000000000000002,20,10.0,2.208414598033676,9,2.3333333333333335,29.341401250116387,2,37.0,34.0,20,34.0,5,1.2400000000000002,5208,347,0,0.0,3470.0000000000005,False,-0.3477076287110109,4,1.4190000000000003,4938,333,0,0.0,3330.0000000000005,False,-0.37965050732807215,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20807,0,100,0.9,2934.1401250116387,False,0.29110074556606885,7,1.4670000000000003,23460,0,0,0.0,0.0,False,-0.04513818226220034,13,3.0930000000000004,17164,90,0,0.0,2640.7261125104746,False,-0.24765505082603123,0.15,89353,0.0,0.0,10,0,0,5,15,15.0,23,28,10,120.0,6.0,8,2,10,274,0.4350742809474468,16.034027753397822
34,10,0,0,0,10.000000000000002,20,10.0,2.155360695132962,11,1.8181818181818181,29.341401250116387,0,,34.0,11,34.0,7,1.3050000000000002,4997,356,0,0.0,3560.0000000000005,False,-0.36330326944757607,4,1.4550000000000003,4760,344,0,0.0,3440.0000000000005,False,-0.39120631341600903,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20787,1,110,1.0,3229.7094982079357,False,0.29850769470808997,3,1.4900000000000002,23435,0,0,0.0,0.0,False,-0.04615572469371973,8,3.1600000000000006,17071,90,0,0.0,2640.7261125104746,False,-0.25144030867128336,0.16666666666666666,88826,0.0,0.0,11,0,0,2,12,12.0,14,16,11,60.0,26.0,5,5,11,200,0.41876068245619535,16.452788435854018
35,11,0,0,0,10.0,20,10.0,2.1771021886391537,8,2.375,28.27646677172562,8,22.125,34.00000000000001,11,34.0,8,1.3780000000000003,4762,366,0,0.0,3660.0,False,-0.38068395340097705,0,1.4510000000000003,4660,354,0,0.0,3540.0,False,-0.39590379556557687,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,20945,0,111,0.9,3138.687811661544,False,0.3050280492598406,2,1.5070000000000003,23334,0,3,0.3,102.00000000000003,False,-0.048190809556758515,9,3.2420000000000004,16872,95,0,0.0,2686.2643433139338,False,-0.258613204784201,0.19999999999999998,88349,0.0,0.0,13,0,0,5,8,8.0,14,19,14,105.0,21.0,8,3,14,377,0.4461223753169179,16.898910811170936
36,14,0,0,0,10.0,20,10.0,2.2117197118245833,7,2.5714285714285716,28.71295721265066,8,31.375,34.00000000000001,20,34.0,0,1.3700000000000003,4682,374,0,0.0,3740.0,False,-0.38444193912063135,7,1.5210000000000001,4424,366,0,0.0,3660.0,False,-0.4124389327320556,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21178,0,110,0.7,3158.4252933915727,False,0.3191057643575113,6,1.5650000000000002,23235,0,5,0.5,170.00000000000003,False,-0.05083641987870894,11,3.3430000000000004,16600,98,0,0.0,2813.869806839765,False,-0.2670871869665073,0.19999999999999998,87895,0.0,0.0,15,0,0,6,13,12.333333333333334,10,16,12,98.0,38.0,7,7,12,485,0.465899589471519,17.364810400642455
37,12,0,0,0,10.0,20,10.0,2.1327936526819373,5,1.0,28.649426184683968,5,28.0,34.000000000000014,7,34.0,0,1.3700000000000003,4582,384,0,0.0,3840.0,False,-0.3891394212701992,5,1.564,4239,376,0,0.0,3760.0,False,-0.42512213453588876,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21313,0,110,0.5,3151.4368803152365,False,0.3267284048317656,0,1.5590000000000004,23095,0,10,0.5,340.0000000000001,False,-0.05307501322805161,7,3.402,16524,98,0,0.0,2807.6437660990287,False,-0.27030722117100764,0.16666666666666666,87529,0.0,0.0,13,0,0,2,5,5.0,4,6,11,82.0,32.0,6,6,11,340,0.37841792684048414,17.74322832748294
38,11,0,0,0,10.0,20,10.0,2.2575807741375677,17,2.764705882352941,28.649426184683968,0,,34.000000000000014,17,34.0,8,1.4500000000000002,4372,391,0,0.0,3910.0,False,-0.40558060879368657,9,1.649,3958,389,0,0.0,3890.0,False,-0.4454152574220218,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21266,7,120,1.0,3453.734207581039,False,0.3327653085897588,1,1.569,23428,0,0,0.0,0.0,False,-0.04644063657454516,6,3.455,16465,98,0,0.0,2807.6437660990287,False,-0.2727086213093934,0.16666666666666666,87265,0.0,0.0,18,0,0,2,10,10.0,4,6,12,68.0,19.0,6,5,12,540,0.4049809109419584,18.148209238424897
39,12,0,0,0,10.0,20,10.0,2.3427737738240317,7,3.2857142857142856,28.649426184683968,0,,34.000000000000014,8,34.0,7,1.512,4121,405,0,0.0,4050.0,False,-0.42258549417512214,0,1.6400000000000003,3898,395,0,0.0,3950.0,False,-0.44823374671176247,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21243,4,130,1.0,3733.7964991042118,False,0.33954893632924327,0,1.5680000000000003,23428,0,0,0.0,0.0,False,-0.04644063657454516,8,3.529000000000001,16372,98,0,0.0,2807.6437660990287,False,-0.27649387915464557,0.16666666666666666,86838,0.0,0.0,10,0,0,6,6,6.0,2,8,9,116.0,25.0,8,4,9,200,0.40975363086909056,18.557962869293988
40,9,0,0,0,9.999999999999998,20,10.0,2.284599554189179,5,1.4,28.59091916430412,5,28.0,34.000000000000014,14,34.0,0,1.5050000000000001,4031,414,0,0.0,4139.999999999999,False,-0.42681322810973316,5,1.6900000000000002,3701,406,0,0.0,4059.999999999999,False,-0.4615745960165351,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21376,0,134,0.9,3831.183168016752,False,0.3500806621845801,8,1.6480000000000004,23194,0,5,0.5,170.00000000000006,False,-0.05250518946640075,6,3.581000000000001,16313,98,0,0.0,2801.9100781018037,False,-0.27901196470955664,0.2333333333333333,86391,0.0,0.0,13,0,0,3,10,10.0,3,6,9,65.0,22.0,6,3,9,340,0.3882769579067826,18.94623982720077
41,9,0,0,0,9.999999999999998,20,10.0,2.70360326938797,12,5.25,28.59091916430412,0,,34.00000000000001,13,34.0,12,1.6250000000000002,3744,424,0,0.0,4239.999999999999,False,-0.4490792934986847,0,1.6850000000000003,3601,416,0,0.0,4159.999999999999,False,-0.46627207816610294,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21313,2,144,1.0,4122.4995661985695,False,0.3548718863377744,0,1.6400000000000003,23296,0,2,0.0,68.00000000000001,False,-0.050429402906101185,10,3.6750000000000007,16182,98,0,0.0,2801.9100781018037,False,-0.2843438870507183,0.16666666666666666,85912,0.0,0.0,14,0,0,1,8,8.0,3,4,12,33.0,39.0,4,5,12,302,0.3650517836213112,19.31129161082208
42,12,0,0,0,9.999999999999998,20,10.0,2.694516833920769,1,2.0,27.922628520117826,8,23.75,34.0,20,34.0,0,1.6130000000000004,3624,436,0,0.0,4359.999999999999,False,-0.4547162720781661,1,1.6950000000000003,3505,424,0,0.0,4239.999999999999,False,-0.47153325817361896,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21501,0,139,0.3,3881.245364296378,False,0.3587771088655339,8,1.7200000000000002,23245,0,3,0.3,102.0,False,-0.05181326061296756,10,3.765000000000001,15889,103,0,0.0,2876.030737572136,False,-0.2947610660268603,0.09999999999999999,85540,0.0,0.0,16,0,0,6,10,10.0,4,10,8,150.0,31.0,10,2,8,458,0.4665277237072587,19.77781933452934
43,8,0,0,0,9.999999999999998,20,10.0,2.621610260163647,13,2.230769230769231,29.543960838604683,10,38.0,34.0,12,34.0,0,1.613,3494,449,0,0.0,4489.999999999999,False,-0.4608229988726043,13,1.824,3188,431,0,0.0,4309.999999999999,False,-0.4980270574971815,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21852,3,139,1.0,4114.4753873465415,False,0.3858820828700017,0,1.7120000000000002,23245,0,3,0.0,102.0,False,-0.05181326061296756,12,3.875000000000001,15323,113,0,0.0,3338.467574762329,False,-0.30838724460168654,0.16666666666666666,84878,0.0,0.0,11,0,0,3,12,12.0,2,5,6,78.0,9.0,5,3,6,580,0.36332390643656254,20.141143240965903
44,6,0,0,0,9.999999999999998,20,10.0,2.621610260163647,0,,29.499329539768574,5,29.0,34.0,20,34.0,0,1.6130000000000004,3404,458,0,0.0,4579.999999999999,False,-0.4650507328072153,0,1.8110000000000002,3078,442,0,0.0,4419.999999999999,False,-0.5031942878617062,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21997,0,137,0.3,4041.408146948295,False,0.3921692599973421,3,1.7420000000000002,23178,0,5,0.5,170.0,False,-0.053156416622573165,14,4.003,15088,113,0,0.0,3333.4242379938487,False,-0.31805477964113615,0.13333333333333333,84521,0.0,0.0,12,0,0,1,9,8.666666666666666,2,3,5,46.0,18.0,3,3,5,413,0.29657287895679474,20.437716119922698
45,5,0,0,0,10.0,20,10.0,2.838366741717736,7,5.142857142857143,29.499329539768574,0,,34.0,20,34.0,7,1.683,3184,470,0,0.0,4700.0,False,-0.4800826756858324,0,1.8110000000000002,2998,450,0,0.0,4500.0,False,-0.5069522735813604,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21961,0,144,0.7,4247.903453726674,False,0.39606722274886014,4,1.7790000000000004,23317,0,0,0.0,0.0,False,-0.05095852497049127,11,4.099,14929,113,0,0.0,3333.4242379938487,False,-0.3245263495055995,0.11666666666666665,84165,0.0,0.0,13,0,0,1,11,10.5,2,3,3,33.0,6.0,3,2,3,336,0.193663795478642,20.63137991540134
46,3,0,0,0,10.0,20,10.0,2.833792877526892,4,2.75,29.499329539768574,0,,34.0,20,34.0,3,1.7060000000000002,3029,481,0,0.0,4810.0,False,-0.48947763998496807,1,1.821,2892,459,0,0.0,4590.0,False,-0.5126832018038332,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,21950,0,148,0.4,4365.900771885749,False,0.3988494311351074,10,1.8750000000000002,23181,0,0,0.0,0.0,False,-0.056493955797956776,10,4.188000000000001,14814,113,0,0.0,3333.4242379938487,False,-0.3292070446905887,0.06666666666666667,83642,0.0,0.0,10,0,0,0,12,12.0,2,2,2,27.0,3.0,2,1,2,200,0.14411139208823442,20.775491307489574
47,2,0,0,0,10.0,20,10.0,2.8910272988988073,9,3.3333333333333335,29.83646946326749,3,36.0,34.0,17,34.0,0,1.7030000000000003,2929,491,0,0.0,4910.0,False,-0.4941751221345359,9,1.9100000000000004,2644,469,0,0.0,4690.0,False,-0.5312852311161218,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,22028,0,154,0.9,4594.816297343194,False,0.4100051094755156,5,1.9150000000000003,23137,0,0,0.0,0.0,False,-0.05828483047743091,12,4.298000000000001,14530,116,0,0.0,3461.030457739029,False,-0.33816943185031895,0.15,83044,0.0,0.0,12,0,0,1,10,10.0,1,2,1,30.0,0.0,2,0,1,308,0.13803614675998688,20.91352745424956
48,1,0,0,0,10.0,0,,2.8493627725225195,7,2.4285714285714284,30.11171806019795,6,32.5,34.0,20,34.0,6,1.7630000000000001,2828,491,0,0.0,4910.0,False,-0.5036640360766629,1,1.9110000000000005,2628,469,0,0.0,4690.0,False,-0.5327884254039834,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,22206,0,155,0.7,4667.316299330682,False,0.42242395952152456,8,1.9900000000000002,23031,0,1,0.1,34.0,False,-0.06190728153363995,12,4.4060000000000015,14164,121,0,0.0,3643.517885283952,False,-0.3493524790328472,0.13333333333333333,82633,0.0,0.0,2,0,0,0,15,15.0,0,0,0,0.0,3.0,0,1,0,195,0.08466329611837864,20.99819075036794
49,0,0,0,0,10.0,0,,2.8493627725225195,0,,30.495028711862236,6,33.833333333333336,33.99999999999999,16,34.0,0,1.7570000000000001,2828,491,0,0.0,4910.0,False,-0.5036640360766629,0,1.9100000000000004,2628,469,0,0.0,4690.0,False,-0.5327884254039834,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,22409,0,149,0.0,4543.759278067473,False,0.4306097634496718,9,2.0720000000000005,22947,0,0,0.0,0.0,False,-0.06601815295697831,6,4.454000000000001,13904,127,0,0.0,3872.868646406504,False,-0.3552674376977797,0.0,82492,0.0,0.0,2,0,0,0,10,9.666666666666666,0,0,0,0.0,0.0,0,0,0,203,0.07501040957868099,21.07320115994662
50,0,0,0,0,10.0,0,,2.8493627725225195,0,,31.148437925019994,5,38.0,33.99999999999999,14,34.0,0,1.7570000000000003,2828,491,0,0.0,4910.0,False,-0.5036640360766629,0,1.9100000000000004,2628,469,0,0.0,4690.0,False,-0.5327884254039834,0,0.2,17776,0,0,0.0,0.0,False,0.03037329005332715,0,0.29000000000000004,22599,0,144,0.0,4485.375061202879,False,0.439930879353202,0,2.0630000000000006,22947,0,0,0.0,0.0,False,-0.06601815295697831,14,4.588000000000001,13488,132,0,0.0,4111.593806102639,False,-0.36734108416902117,0.0,82266,0.0,0.0,1,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,190,0.07045175042003393,21.143652910366654
