index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,11,0,0,0,10.000000000000002,20,10.0,18.042396600065324,24,17.458333333333332,26.10632713009461,11,30.454545454545453,40.00000000000001,14,40.0,0,0.9380000000000002,15028,2,11,1.0,218.46636260071855,False,0.20904418380993278,5,1.5910000000000004,6883,208,0,0.0,2080.0000000000005,False,-0.36717252396166133,0,0.20900000000000002,21657,52,30,1.0,1721.3944371062353,False,0.08299813478997305,9,3.224000000000001,9721,210,0,0.0,3788.903286013718,False,-0.4413499594552299,0,0.2,30419,0,5,0.0,200.00000000000003,False,0.0008198334098511183,14,1.9690000000000007,14847,474,0,0.0,12374.399059664845,False,-0.3102184190387479,0.3333333333333333,98555,0.0,0.0,13,0,0,11,9,9.0,16,27,10,131.0,36.0,9,2,10,719,0.8026990238577127,26.072260546498
21,10,0,0,0,10.000000000000002,20,10.0,18.329059970979255,22,20.863636363636363,26.832754938892183,14,37.0,40.00000000000001,13,40.0,6,0.9980000000000002,15250,1,10,1.0,193.29059970979256,False,0.2257703913622121,5,1.6360000000000006,6678,219,0,0.0,2190.0000000000005,False,-0.37915335463258787,0,0.20900000000000002,21917,47,35,1.0,1800.6122414972515,False,0.09740795117105734,9,3.3050000000000015,9214,227,0,0.0,4160.696613412291,False,-0.45679355970055086,0,0.2,30419,0,5,0.0,200.00000000000003,False,0.0008198334098511183,13,2.085000000000001,14083,488,0,0.0,13094.384410179386,False,-0.32346716714469426,0.3333333333333333,97561,0.0,0.0,13,0,0,10,10,9.4,16,26,12,100.0,36.0,8,2,12,529,0.8742802869528532,26.946540833450854
22,12,0,0,0,10.000000000000002,20,10.0,18.329059970979255,0,,27.845288625927758,15,40.6,40.00000000000001,13,40.0,0,0.9920000000000004,15120,4,20,1.0,406.5811994195851,False,0.22390499997682053,0,1.6310000000000004,6608,226,0,0.0,2260.0000000000005,False,-0.3819488817891374,0,0.20900000000000002,22394,37,36,1.0,1680.6056094596318,False,0.11746358237446218,6,3.356000000000001,9142,227,0,0.0,4160.696613412291,False,-0.46025643003529504,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,8,2.152000000000001,13364,503,0,0.0,14006.180178841661,False,-0.3320951633298081,0.3333333333333333,97247,0.0,0.0,14,0,0,9,5,5.0,18,27,10,123.0,54.0,9,3,10,877,0.8362624160945415,27.782803249545395
23,10,0,0,0,10.000000000000002,20,10.0,17.980500022331878,4,1.0,27.66026933308985,6,22.0,40.00000000000001,12,40.0,0,0.9920000000000002,15020,4,30,1.0,579.4150006699564,False,0.22282008788618038,4,1.6710000000000003,6424,236,0,0.0,2360.0000000000005,False,-0.39265175718849843,0,0.20900000000000002,22390,31,46,1.0,1829.7678900144215,False,0.12085821205305944,6,3.4100000000000006,9070,227,0,0.0,4081.573505069336,False,-0.4656220299858278,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,12,2.2640000000000002,13026,509,0,0.0,14079.077090542734,False,-0.3419840445572451,0.3333333333333333,96549,0.0,0.0,9,0,0,9,7,7.0,17,26,12,112.0,36.0,8,2,12,200,0.8776819920167327,28.660485241562128
24,12,0,0,0,10.000000000000002,20,10.0,19.10352903156053,29,26.03448275862069,28.350164113550893,18,34.888888888888886,40.0,11,40.0,0,0.9920000000000002,15675,4,11,1.0,250.13881934716582,False,0.2619863745745673,0,1.667,6324,246,0,0.0,2460.0000000000005,False,-0.39664536741214057,0,0.20900000000000002,22306,35,51,1.0,2114.481885895714,False,0.12366491645574536,13,3.5340000000000007,8529,242,0,0.0,4623.054025637648,False,-0.4786202860321843,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,11,2.3620000000000005,12220,527,0,0.0,14940.53648784132,False,-0.35429040978813336,0.3333333333333333,95673,0.0,0.0,14,0,0,9,7,7.0,19,28,13,132.0,54.0,9,3,13,1235,0.9568879418075085,29.617373183369637
25,13,0,0,0,10.000000000000002,20,10.0,20.627970771055512,52,26.115384615384617,28.291981777603198,3,25.0,40.0,7,40.0,39,1.3820000000000001,15633,4,10,1.0,246.27970771055513,False,0.25847762410984637,2,1.687,6182,256,0,0.0,2560.0000000000005,False,-0.40399361022364216,0,0.20900000000000002,22018,38,61,1.0,2509.6737777339044,False,0.11931689538605973,3,3.551000000000001,7432,281,0,0.0,5796.459786666599,False,-0.503163240990126,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,2.4210000000000007,12061,530,0,0.0,14994.750342129695,False,-0.35861562369433836,0.3333333333333333,93945,0.0,0.0,10,0,0,10,8,8.0,18,28,16,147.0,54.0,10,3,16,486,0.9796856483444571,30.597058831714094
26,16,0,0,0,10.000000000000002,20,10.0,20.814977576149694,23,22.565217391304348,28.291981777603198,0,,40.0,11,40.0,8,1.4230000000000003,15881,2,10,1.0,228.14977576149693,False,0.27756189200325465,5,1.7350000000000003,5967,268,0,0.0,2680.0000000000005,False,-0.4163738019169329,0,0.20900000000000002,22003,33,71,1.0,2695.624966222767,False,0.12306716444360244,0,3.548000000000001,6928,299,0,0.0,6223.678295268758,False,-0.5171297062507513,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,11,2.5240000000000005,11877,530,0,0.0,14994.750342129695,False,-0.3646495975908426,0.3333333333333333,93275,0.0,0.0,9,0,0,11,7,6.444444444444445,21,32,17,165.0,75.0,11,5,17,200,1.1271849982440472,31.72424382995814
27,17,0,0,0,10.000000000000002,20,10.0,20.541587187344703,3,1.0,28.22194901086464,4,25.5,40.0,10,40.0,0,1.415,15781,2,20,1.0,430.83174374689406,False,0.2776689993509143,3,1.7600000000000002,5804,278,0,0.0,2780.0000000000005,False,-0.4253993610223642,0,0.20900000000000002,22027,26,80,1.0,2791.8371877401337,False,0.12653513821999174,3,3.5780000000000016,6901,299,0,0.0,6141.934569016066,False,-0.5203940321033074,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,10,2.6130000000000004,11623,534,0,0.0,15070.52077180172,False,-0.3717367224404519,0.3333333333333333,92755,0.0,0.0,9,0,0,13,6,6.0,17,30,9,188.0,57.0,13,4,9,227,1.0412011062726378,32.76544493623078
28,9,0,0,0,10.000000000000002,20,10.0,20.088728174011166,7,7.428571428571429,28.21740461436937,3,28.0,39.99999999999999,10,40.0,0,1.4150000000000003,15731,2,25,1.0,522.2182043502792,False,0.2773250081609537,2,1.7770000000000004,5662,288,0,0.0,2880.0000000000005,False,-0.4327476038338658,0,0.20900000000000002,21975,23,90,1.0,3001.6071632955004,False,0.12907866398844506,3,3.6050000000000013,6883,299,0,0.0,6006.5297240293385,False,-0.5245159262209182,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,10,2.7030000000000007,11381,537,0,0.0,15152.746277916352,False,-0.3783244855067168,0.3333333333333333,92251,0.0,0.0,11,0,0,7,7,7.0,8,15,10,66.0,39.0,6,3,10,250,0.7253581499680877,33.490803086198866
29,10,0,0,0,10.000000000000002,20,10.0,19.81958521001714,5,10.0,28.21740461436937,0,,39.99999999999999,11,40.0,0,1.4150000000000003,15671,3,30,1.0,624.5875563005143,False,0.2766209087979438,0,1.7750000000000006,5572,297,0,0.0,2970.0000000000005,False,-0.4363418530351438,0,0.20900000000000002,21925,18,100,1.0,3178.4929952172456,False,0.13092759222819464,0,3.602000000000001,6883,299,0,0.0,5926.055977795126,False,-0.5264511355859194,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,11,2.803000000000001,11195,537,0,0.0,15152.746277916352,False,-0.38442404607600916,0.3333333333333333,91865,0.0,0.0,11,0,0,7,6,6.0,12,19,9,116.0,21.0,8,2,9,250,0.6873712884262204,34.17817437462509
30,9,0,0,0,10.000000000000002,20,10.0,20.403481115020885,31,23.580645161290324,28.54814951866095,8,34.0,39.99999999999999,10,40.0,0,1.4150000000000003,16279,5,12,1.0,294.84177338025063,False,0.3120144478187,3,1.8050000000000006,5429,305,0,0.0,3050.0000000000005,False,-0.44456869009584665,0,0.20900000000000002,21388,39,105,1.0,3793.2914629452143,False,0.11988484664643165,3,3.6320000000000014,6859,299,0,0.0,6100.6408533912445,False,-0.5234070591239119,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,10,2.892000000000001,10765,545,0,0.0,15558.741487670217,False,-0.3918682119815338,0.3333333333333333,91339,0.0,0.0,12,0,0,8,7,7.0,8,16,8,93.0,21.0,7,2,8,1122,0.7268542256206274,34.905028600245714
31,8,0,0,0,10.000000000000002,20,10.0,21.086940902043846,25,26.0,29.558675718797808,5,55.0,39.999999999999986,7,40.0,13,1.5450000000000002,16523,7,10,1.0,280.86940902043847,False,0.33094526393851587,0,1.802,5349,313,0,0.0,3130.0000000000005,False,-0.4477635782747604,0,0.20900000000000002,21663,29,110,1.0,3862.97561522703,False,0.13478683183981885,0,3.6290000000000004,6209,324,0,0.0,6832.168852262206,False,-0.5370775093242063,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,2.9520000000000004,10400,550,0,0.0,16257.271645338795,False,-0.39238421254445466,0.3333333333333333,90763,0.0,0.0,11,0,0,4,5,4.866666666666667,2,6,9,76.0,21.0,6,2,9,735,0.737457862123847,35.64248646236956
32,9,0,0,0,10.000000000000002,20,10.0,21.66906663670603,34,24.823529411764707,29.43466221683958,6,27.0,39.99999999999999,9,40.0,20,1.7320000000000002,16753,8,10,1.0,296.6906663670603,False,0.3499477103181733,4,1.842,5175,322,0,0.0,3220.0000000000005,False,-0.4580670926517572,0,0.20900000000000002,21821,23,114,1.0,3853.940025363951,False,0.14216862315707854,0,3.6290000000000004,5369,354,0,0.0,7670.849589393935,False,-0.5573093115286183,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,9,3.0350000000000006,10110,556,0,0.0,16365.672192562806,False,-0.4001168722935199,0.3333333333333333,89847,0.0,0.0,10,0,0,6,7,6.333333333333333,2,8,12,107.0,18.0,8,1,12,362,0.8750992678105831,36.517585730180144
33,12,0,0,0,10.000000000000002,20,10.0,21.55589127201407,22,20.545454545454547,30.17045161015079,6,43.833333333333336,39.99999999999999,7,40.0,7,1.7820000000000003,16911,11,10,1.0,325.5589127201407,False,0.36372040386262533,5,1.8880000000000003,5005,329,0,0.0,3290.0000000000005,False,-0.46884984025559107,0,0.20900000000000002,21604,35,119,1.0,4344.739936128436,False,0.14353453097653984,1,3.639000000000001,5363,354,0,0.0,7630.785510292981,False,-0.5585613334385104,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,3.096000000000001,9757,562,0,0.0,16955.793804904744,False,-0.4020168917671551,0.3333333333333333,89259,0.0,0.0,11,0,0,4,7,6.411764705882353,6,10,12,125.0,36.0,10,2,12,435,0.8311196630820632,37.34870539326221
34,12,0,0,0,10.000000000000002,20,10.0,21.070815506825525,5,2.0,29.72595601936621,22,27.59090909090909,39.99999999999999,7,40.0,0,1.7750000000000006,16801,12,20,1.0,541.4163101365106,False,0.3635549644623208,5,1.9330000000000005,4815,338,0,0.0,3380.0000000000005,False,-0.48043130990415334,0,0.20900000000000002,22005,30,114,1.0,4020.8834514125133,False,0.15503278788506425,7,3.708000000000001,5311,354,0,0.0,7459.068689416236,False,-0.565191691770483,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,3.1590000000000007,9066,584,0,0.0,17359.958315309865,False,-0.4180501358413153,0.3333333333333333,88617,0.0,0.0,10,0,0,3,6,6.0,6,9,15,111.0,54.0,9,3,15,611,0.8746356470510364,38.223341040313244
35,15,0,0,0,10.0,20,10.0,20.31839673402733,11,7.909090909090909,28.922124239178885,21,24.523809523809526,39.99999999999999,10,40.0,0,1.7750000000000004,16768,13,24,1.0,617.641521616656,False,0.36396331955338085,5,1.9780000000000004,4625,347,0,0.0,3470.0,False,-0.49201277955271566,0,0.20900000000000002,21918,31,124,1.0,4216.213704413029,False,0.15554573163748145,21,3.911000000000002,4969,354,0,0.0,7192.712443845675,False,-0.5880455837859351,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,10,3.2520000000000007,8393,605,0,0.0,17497.885164703224,False,-0.4378585104495437,0.3333333333333333,87292,0.0,0.0,11,0,0,7,8,8.0,4,11,12,165.0,72.0,11,4,12,277,0.774566357024014,38.99790739733726
36,12,0,0,0,10.0,20,10.0,20.55123262216058,23,22.304347826086957,29.58778264548705,18,34.111111111111114,39.99999999999999,11,40.0,0,1.7750000000000004,17181,13,11,1.0,356.0635588437664,False,0.3865041357365721,0,1.9730000000000003,4525,357,0,0.0,3570.0,False,-0.4960063897763578,0,0.20900000000000002,21795,44,124,1.0,4573.139283415459,False,0.158213237865897,8,3.9700000000000015,4921,354,0,0.0,7275.136348244845,False,-0.5883720578048085,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,11,3.3520000000000008,7601,623,0,0.0,18433.188588138433,False,-0.4484949729760209,0.3333333333333333,86642,0.0,0.0,13,0,0,7,6,6.0,2,9,13,113.0,54.0,9,3,13,1103,0.8796869330108166,39.877594330348074
37,13,0,0,0,10.0,20,10.0,21.214302931078418,37,24.37837837837838,29.58778264548705,0,,39.99999999999999,13,40.0,22,1.9950000000000003,17401,13,10,1.0,342.1430293107842,False,0.4035200890299834,4,2.0130000000000003,4345,367,0,0.0,3670.0,False,-0.5063897763578274,0,0.20900000000000002,21787,38,134,1.0,4770.906385876245,False,0.16258432055300706,0,3.962000000000002,4027,387,0,0.0,8209.935234327348,False,-0.608889591325333,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,13,3.471000000000001,7367,623,0,0.0,18433.188588138433,False,-0.4561686136922274,0.3333333333333333,85546,0.0,0.0,8,0,0,9,9,8.38888888888889,3,12,14,180.0,18.0,12,1,14,200,0.9183234618976712,40.795917792245746
38,14,0,0,0,10.0,20,10.0,21.214302931078418,0,,28.865359266204823,28,25.607142857142858,39.99999999999999,6,40.0,0,1.9730000000000003,17331,10,20,1.0,524.2860586215684,False,0.4052031173570914,0,2.0090000000000003,4215,380,0,0.0,3800.0,False,-0.5115814696485623,0,0.20900000000000002,22187,28,132,1.0,4404.227905209233,False,0.17300471107178805,16,4.122000000000001,3716,387,0,0.0,8209.935234327348,False,-0.6238472673545751,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,6,3.5180000000000002,6580,651,0,0.0,18791.34888229934,False,-0.47610433392963636,0.3333333333333333,84648,0.0,0.0,13,0,0,5,5,5.0,6,11,12,169.0,24.0,11,3,12,600,0.7394217485561967,41.53533954080194
39,12,0,0,0,10.0,20,10.0,21.250680325123437,12,21.833333333333332,31.02910511557741,19,46.8421052631579,39.99999999999999,14,40.0,0,1.9730000000000003,17481,11,20,1.0,535.0136065024687,False,0.4176123644769357,2,2.0290000000000004,4083,389,0,0.0,3890.0,False,-0.5185303514376997,0,0.20900000000000002,22710,30,127,1.0,4578.216759432034,False,0.20234265004405624,4,4.146000000000001,3681,387,0,0.0,8224.01328582277,False,-0.6251920621916417,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,14,3.6520000000000015,5418,670,0,0.0,20789.500427436862,False,-0.4814471629265288,0.3333333333333333,83992,0.0,0.0,12,0,0,6,9,9.0,4,10,11,156.0,21.0,10,2,11,1245,0.6120159830898046,42.14735552389175
40,11,0,0,0,9.999999999999998,20,10.0,21.327521428901736,21,22.0,30.855348150563447,16,29.3125,40.0,9,40.0,1,1.9830000000000003,17841,9,10,1.0,303.27521428901736,False,0.43711162996361885,0,2.027,3963,401,0,0.0,4009.999999999999,False,-0.5233226837060703,0,0.20900000000000002,22691,26,136,1.0,4750.842905628074,False,0.2055801006547728,15,4.292000000000001,3137,402,0,0.0,8573.663614418498,False,-0.6429476814539608,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,9,3.728000000000001,4819,686,0,0.0,21166.768831286525,False,-0.49490442658741846,0.3333333333333333,83070,0.0,0.0,11,0,0,5,7,6.2,3,8,12,95.0,24.0,8,3,12,670,0.6585957231000066,42.805951246991754
41,12,0,0,0,9.999999999999998,20,10.0,21.829704295146417,15,28.0,30.855348150563447,0,,40.0,11,40.0,5,2.0320000000000005,18021,12,10,1.0,338.29704295146416,False,0.4528872620987005,0,2.0270000000000006,3893,408,0,0.0,4079.999999999999,False,-0.5261182108626198,0,0.20900000000000002,22271,31,146,1.0,5181.601663131802,False,0.1957387856659245,0,4.277000000000001,3137,402,0,0.0,8775.541126648859,False,-0.6380929894514992,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,11,3.8290000000000006,4643,686,0,0.0,21166.768831286525,False,-0.5006760537927702,0.3333333333333333,82584,0.0,0.0,10,0,0,2,5,4.333333333333333,7,9,15,127.0,39.0,9,3,15,200,0.5946481861174107,43.400599433109164
42,15,0,0,0,9.999999999999998,20,10.0,22.331672027592145,24,26.083333333333332,30.855348150563447,0,,40.0,12,40.0,14,2.1670000000000003,18175,15,10,1.0,373.3167202759214,False,0.46658613100143453,0,2.027,3823,415,0,0.0,4149.999999999999,False,-0.5289137380191693,0,0.20900000000000002,22271,21,156,1.0,5282.399424067333,False,0.19816274105587087,0,4.277000000000001,2511,426,0,0.0,9513.292283754254,False,-0.6504594968316119,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,12,3.938000000000001,4443,686,0,0.0,21166.768831286525,False,-0.5072347210715793,0.3333333333333333,81842,0.0,0.0,11,0,0,6,7,6.166666666666667,5,11,11,156.0,42.0,11,4,11,200,0.6633410649374127,44.06394049804658
43,11,0,0,0,9.999999999999998,20,10.0,21.485631148151544,10,6.0,30.96519121928198,18,31.833333333333332,40.0,12,40.0,0,2.1530000000000005,18130,14,15,1.0,462.2844672222732,False,0.46654490683795014,5,2.0770000000000004,3618,426,0,0.0,4259.999999999999,False,-0.5408945686900959,0,0.20900000000000002,22485,21,161,1.0,5436.594040415581,False,0.2121631887364271,13,4.407000000000002,2368,426,0,0.0,9152.878869112557,False,-0.6660042595923298,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,12,4.046000000000001,3662,704,0,0.0,21799.494618374512,False,-0.5224717220047467,0.3333333333333333,80882,0.0,0.0,13,0,0,3,8,8.0,3,6,7,79.0,45.0,6,5,7,519,0.4477840047329664,44.51172450277954
44,7,0,0,0,9.999999999999998,20,10.0,20.95913978414959,13,13.923076923076923,30.260468830757482,14,23.0,39.99999999999999,9,40.0,0,2.1530000000000005,18161,14,17,1.0,496.305376330543,False,0.47037960768093223,5,2.1220000000000008,3458,436,0,0.0,4359.999999999999,False,-0.5496805111821086,0,0.20900000000000002,22653,23,157,1.0,5232.953821464365,False,0.21534613845383727,0,4.394000000000002,2341,427,0,0.0,8949.552687831874,False,-0.6721923651444817,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,9,4.1240000000000006,3206,718,0,0.0,21727.01662048387,False,-0.5386138810834283,0.3333333333333333,80438,0.0,0.0,13,0,0,5,6,6.0,0,5,5,83.0,21.0,5,2,5,653,0.2769903652369976,44.78871486801654
45,5,0,0,0,10.0,20,10.0,20.911718880081636,23,20.565217391304348,30.82385283472522,7,42.285714285714285,39.99999999999999,7,40.0,1,2.1630000000000007,18557,9,10,1.0,299.1171888008164,False,0.4941340730351764,5,2.1670000000000007,3203,451,0,0.0,4510.0,False,-0.5640575079872204,0,0.20900000000000002,22860,18,163,1.0,5400.69895190168,False,0.22933577702726238,3,4.424000000000002,1855,445,0,0.0,9305.714901636327,False,-0.6870018540391418,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,4.1850000000000005,2820,725,0,0.0,22347.293305175783,False,-0.5411016379422873,0.3333333333333333,79914,0.0,0.0,11,0,0,1,7,6.055555555555555,0,1,5,18.0,27.0,1,4,5,412,0.20569053664803505,44.994405404664576
46,5,0,0,0,10.000000000000002,13,10.0,20.911718880081636,0,,30.82385283472522,0,,39.99999999999999,7,40.0,0,2.162000000000001,18507,4,20,1.0,458.23437760163273,False,0.4964949831310557,0,2.1620000000000004,3123,459,0,0.0,4590.000000000001,False,-0.5672523961661342,0,0.20900000000000002,22860,8,173,1.0,5499.820291448115,False,0.23171941832070303,0,4.421000000000002,1855,445,0,0.0,9305.714901636327,False,-0.6870018540391418,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,7,4.248,2732,725,0,0.0,22347.293305175783,False,-0.5439874515449632,0.3333333333333333,79696,0.0,0.0,7,0,0,2,3,3.0,0,2,2,21.0,24.0,2,3,2,130,0.1956436512991786,45.190049055963755
47,2,0,0,0,10.000000000000002,0,,20.682787454304368,2,1.0,31.39525991401236,8,41.0,39.99999999999999,15,40.0,0,2.1620000000000004,18507,0,24,0.4,496.3868989033048,False,0.49801864612233654,2,2.1820000000000004,3081,459,0,0.0,4590.000000000001,False,-0.5706070287539936,0,0.20900000000000002,23082,0,179,1.0,5619.751524608212,False,0.24528067344671536,4,4.461000000000001,1823,445,0,0.0,9203.840417165444,False,-0.6909907556472334,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,15,4.391000000000001,2104,733,0,0.0,23012.72551697106,False,-0.5536707956160055,0.2333333333333333,79216,0.0,0.0,1,0,0,0,8,8.0,0,0,2,0.0,6.0,0,2,2,224,0.08467371389269829,45.27472276985645
48,2,0,0,0,10.000000000000002,0,,21.33791653918841,22,26.0,32.131039478132074,5,51.0,39.999999999999986,13,40.0,0,2.162000000000001,19079,0,2,0.0,42.67583307837682,False,0.5255860955702227,0,2.1800000000000006,3081,459,0,0.0,4590.000000000001,False,-0.5706070287539936,0,0.20900000000000002,23337,0,174,0.0,5590.800869194981,False,0.2568488088975322,0,4.457000000000001,1251,467,0,0.0,9964.807023800988,False,-0.7002018318631928,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,13,4.506000000000001,1603,738,0,0.0,23712.70713486147,False,-0.5586228908168579,0.0,78970,0.0,0.0,3,0,0,0,7,7.0,0,0,1,0.0,6.0,0,2,1,827,0.07791592460125685,45.35263869445771
49,1,0,0,0,10.000000000000002,0,,21.70410082550807,13,26.23076923076923,32.311921413813025,1,54.0,39.999999999999986,10,40.0,11,2.2720000000000007,19157,0,0,0.0,0.0,False,0.530111821086262,0,2.1800000000000006,3081,459,0,0.0,4590.000000000001,False,-0.5706070287539936,0,0.20900000000000002,23391,0,173,0.0,5589.9624045896535,False,0.2594257984943646,0,4.457000000000001,910,480,0,0.0,10417.968396243874,False,-0.7057048769660477,0,0.2,30619,0,0,0.0,0.0,False,0.004099167049255591,10,4.593000000000001,1399,739,0,0.0,23878.509924807826,False,-0.562594118108352,0.0,78557,0.0,0.0,1,0,0,0,6,5.8,0,0,0,0.0,3.0,0,1,0,54,0.06949504651129246,45.422133740969
