index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
396,6349b3bf-26c2-445c-ab72-5512cfad7b0c,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,5,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
392,0d3632b9-60ae-49ce-936c-063c7509517d,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,0,,-1,-1
284,955964e4-4196-4eff-ba27-ce4000921b7d,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,0,,-1,-1
212,193499ee-ae0c-4ad2-962f-0a3b72bda4d2,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,3,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
96,50c7d72c-ac26-4ede-b4fa-024efd1a01ea,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,4,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
417,c027b7ff-21b5-420c-997b-a4fc4b335a00,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,0,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,0,,-1,-1
101,4aade87f-2a11-464f-b02f-24f679ea150c,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,0,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,True,0,0,0,,-1,-1
126,50eae640-ae18-40a9-a6b4-be765332b4ac,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,True,0,0,1,,-1,-1
427,a74abafa-c9a0-4989-84b1-45cdc9435b88,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,4,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
715,08be0252-097d-471c-bc3c-f343f47831bc,03Dec@1,05MyA@2,DecentralizingAgent,MyAgent,1,6,12,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 22)]",03Dec@1,05MyA@2,p2,05MyA@2,True,2,17,-1,,-1,-1
711,63e88562-86e4-4346-8471-462f9aa4385d,02Buy@1,04Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,7,11,-1,-1,1,,"[quantity: (1, 10), time: (1, 2), unit_price: (1, 22)]",02Buy@1,04Dec@2,p2,04Dec@2,True,2,17,-1,,-1,-1
740,57c534b7-6351-4b8a-861a-0b810cd0a71e,03Dec@1,04Dec@2,DecentralizingAgent,DecentralizingAgent,1,1,33,-1,-1,1,,"[quantity: (1, 5), time: (1, 6), unit_price: (22, 44)]",03Dec@1,04Dec@2,p2,03Dec@1,False,2,17,-1,,-1,-1
705,209d657e-7e2c-4e28-a617-dc3a2835411b,02Buy@1,04Dec@2,BuyCheapSellExpensiveAgent,DecentralizingAgent,1,6,12,-1,-1,1,,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 22)]",02Buy@1,04Dec@2,p2,04Dec@2,True,2,17,-1,,-1,-1
322,a9673bff-58cb-4e9d-9f0b-645d3f4e063c,SELLER,01Dec@0,_SystemAgent,DecentralizingAgent,1,2,10,0,-1,-1,01Dec@0|SELLER,[],SELLER,01Dec@0,p0,SELLER,False,0,0,1,,-1,-1
18,85ecd016-5276-4c4a-84a3-d1da2f73e050,SELLER,00Ind@0,_SystemAgent,IndDecentralizingAgent,1,2,10,0,-1,-1,00Ind@0|SELLER,[],SELLER,00Ind@0,p0,SELLER,False,0,0,1,,-1,-1
676,6d62d4e5-7e22-4737-9272-76aa19718df2,02Buy@1,05MyA@2,BuyCheapSellExpensiveAgent,MyAgent,1,6,11,1,-1,1,05MyA@2|02Buy@1,"[quantity: (1, 10), time: (1, 1), unit_price: (1, 22)]",02Buy@1,05MyA@2,p2,05MyA@2,True,2,17,-1,02Buy@1:product(1.0),-1,-1
