index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
23,26,0,0,0,10.000000000000002,20,10.0,22.536386201390933,23,18.0,20.237238821108498,7,12.0,29.999999999999993,8,30.0,13,1.3740000000000003,36806,15,10,1.0,375.3638620139094,False,0.06822447896413487,0,0.42500000000000004,36814,0,55,1.0,1239.5012410765014,False,0.08093184200682199,7,5.355000000000001,27278.0,252,0,0.0,5679.169322750515,False,-0.28274387565193476,0,0.2,36218,82,203,1.0,5956.143149199082,False,-0.066537947735186,0,0.5690000000000002,51021,387,17,1.0,8341.811423768988,False,-0.04675545843823738,0,0.2,57800,0,7,0.0,209.99999999999994,False,0.0001036287327933125,0.6666666666666666,245937,0.0,0.0,12,0,0,18,2,1.5652173913043477,12,30,23,245.0,33.0,15,11,23,440,1.6126139989937656,64.1283158690785
24,23,0,0,0,10.000000000000002,20,10.0,23.292009239202937,47,26.680851063829788,19.990887874237558,8,12.0,29.999999999999993,8,30.0,21,1.5710000000000002,36954,15,10,1.0,382.9200923920294,False,0.07260720297409877,0,0.42500000000000004,37162,0,49,1.0,1141.308452720944,False,0.0895629414790353,8,5.428000000000001,26718.0,268,0,0.0,6242.258476106387,False,-0.2893753456048299,0,0.2,35412,103,213,1.0,6657.136068850502,False,-0.07738585295486415,0,0.5690000000000001,51165,385,19,1.0,8266.49183158146,False,-0.04491880834227312,0,0.2,57800,0,7,0.0,209.99999999999994,False,0.0001036287327933125,0.6666666666666666,245211,0.0,0.0,12,0,0,14,3,3.0,11,25,27,198.0,36.0,11,12,27,1148,1.313777184986975,65.44209305406548
25,27,0,0,0,10.000000000000002,20,10.0,23.327342822707433,33,23.575757575757574,19.970486907065737,3,18.333333333333332,29.999999999999993,7,30.0,0,1.5500000000000003,36894,16,15,1.0,509.9101423406115,False,0.07270812483527202,0,0.42500000000000004,37800,0,30,0.9,699.820284681223,False,0.10161156600561953,2,5.44,25958.0,296,0,0.0,6904.8934755214,False,-0.29958450255392477,0,0.2,35395,98,222,1.0,6719.527689993922,False,-0.0770477769707797,0,0.5690000000000002,51353,377,22,1.0,8188.8735639637825,False,-0.04234206494098526,0,0.2,57767,0,8,0.1,239.99999999999994,False,-0.000207257465586625,0.6666666666666666,245167,0.0,0.0,14,0,0,16,2,2.0,13,29,26,222.0,54.0,14,13,26,1221,1.690540522977244,67.13263357704272
26,26,0,0,0,10.000000000000002,20,10.0,22.82191676351157,25,18.0,20.93745610106915,18,32.72222222222222,29.999999999999993,11,30.0,10,1.6500000000000001,37054,13,10,1.0,358.2191676351157,False,0.07513815898523175,0,0.42500000000000004,37670,3,40,1.0,942.8766705404628,False,0.10136693526811896,1,5.448,25943.0,296,0,0.0,6755.287361999425,False,-0.301723179780907,0,0.2,35523,113,215,1.0,7080.429656006674,False,-0.06970195694204963,0,0.5690000000000001,51094,385,21,1.0,8690.920598911622,False,-0.042479830403706315,0,0.2,57767,0,8,0.0,239.99999999999994,False,-0.000207257465586625,0.6666666666666666,245051,0.0,0.0,12,0,0,13,2,1.4,15,28,27,220.0,54.0,13,13,27,1108,1.819496471027378,68.9521300480701
27,27,0,0,0,10.000000000000002,20,10.0,22.652931305061255,43,21.72093023255814,20.63171383264402,10,14.1,29.999999999999996,13,30.0,33,1.9700000000000002,36955,13,10,1.0,356.5293130506126,False,0.07225505057680427,0,0.42500000000000004,37570,3,50,1.0,1162.6465652530628,False,0.10165237165044412,9,5.537000000000001,25557.0,306,0,0.0,6931.796979348744,False,-0.30881403930282514,0,0.2,34882,136,224,1.0,7702.302556000592,False,-0.07756248444867121,0,0.5690000000000001,51343,385,18,1.0,8483.209825567948,False,-0.03997297167854415,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,244074,0.0,0.0,13,0,0,17,3,3.0,11,28,26,207.0,54.0,14,13,26,883,1.5717788289766759,70.52390887704678
28,26,0,0,0,10.000000000000002,20,10.0,22.233205453533813,25,18.0,20.712554758216218,74,20.93243243243243,29.999999999999993,13,30.0,15,2.087,36975,13,10,1.0,352.33205453533816,False,0.07277196809990087,0,0.42500000000000004,37470,3,60,1.0,1363.9923272120288,False,0.10167180166919863,73,6.258000000000002,24536.0,306,0,0.0,6803.360868781347,False,-0.3346587179235372,0,0.2,34465,151,233,1.0,8183.239282147984,False,-0.08176661964577295,0,0.5690000000000001,50184,449,15,1.0,9749.937086439082,False,-0.04905147682655071,0,0.2,57767,0,8,0.0,239.99999999999994,False,-0.000207257465586625,0.6666666666666666,241397,0.0,0.0,14,0,0,16,3,2.6,11,27,28,201.0,43.0,12,14,28,623,1.4617222679662518,71.98563114501303
29,28,0,0,0,10.000000000000002,20,10.0,20.959009181545092,102,17.84313725490196,20.693796819454942,73,20.63013698630137,29.999999999999996,7,30.0,0,2.0720000000000005,36895,13,18,1.0,507.2621652678117,False,0.07269876938678939,40,0.8250000000000002,37965,3,10,1.0,239.59009181545093,False,0.09973131142351435,73,6.915000000000003,23434.0,306,0,0.0,6413.456809552798,False,-0.36554588223919027,0,0.2,32645,243,243,1.0,10121.631858243009,False,-0.10202867518167409,0,0.5690000000000002,48888,512,18,1.0,11135.22397156093,False,-0.0594723227382085,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,237594,0.0,0.0,14,0,0,13,5,4.6,14,27,29,216.0,48.0,12,16,29,1330,1.4402550819795579,73.42588622699259
30,29,0,0,0,10.000000000000002,20,10.0,20.959009181545092,0,,20.693796819454942,0,,29.999999999999996,6,30.0,0,2.0720000000000005,36755,17,28,1.0,756.8522570832625,False,0.072259713220572,0,0.7850000000000001,37905,0,19,0.9,398.22117444935674,False,0.10028906434190976,0,6.842000000000002,23434.0,306,0,0.0,6413.456809552798,False,-0.36554588223919027,0,0.2,32645,233,253,1.0,10118.979734622106,False,-0.10206025560107047,0,0.5690000000000001,49068,502,22,1.0,11048.28600336638,False,-0.05711423337737807,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.65,237574,0.0,0.0,9,0,0,18,0,0.0,13,31,26,240.0,57.0,15,14,26,380,1.587756558030378,75.01364278502297
31,26,0,0,0,10.000000000000002,20,10.0,21.002905680115962,40,21.35,20.153665091703918,19,11.947368421052632,29.999999999999996,10,30.0,12,2.192,37245,17,10,1.0,380.02905680115964,False,0.08096833843667747,0,0.7850000000000001,37805,0,29,1.0,609.0842647233629,False,0.10044590489335228,10,6.942000000000001,22942.0,319,0,0.0,6699.926911956992,False,-0.37385178718793766,0,0.2,32240,250,254,1.0,10369.757353321786,False,-0.10871925037721147,0,0.5690000000000002,49141,511,22,1.0,10958.522861860702,False,-0.05662858717887436,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,237140,0.0,0.0,14,0,0,13,3,2.5,14,27,23,204.0,39.0,13,13,23,1030,1.6765023850020953,76.69014517002506
32,23,0,0,0,10.000000000000002,20,10.0,21.35087673727844,24,26.0,20.08802452538909,2,11.0,29.999999999999996,9,30.0,14,2.3200000000000007,37421,18,10,1.0,393.5087673727844,False,0.08624510940158793,0,0.7850000000000001,37715,0,38,0.9,811.3333160165807,False,0.1007671351681525,2,6.952000000000002,22546.0,333,0,0.0,7109.841953513721,False,-0.3784015009107678,0,0.2,31980,250,264,1.0,10640.95765902233,False,-0.1116818568823252,0,0.5690000000000001,49389,503,23,1.0,10794.276336270714,False,-0.05376365449946701,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.65,236818,0.0,0.0,9,0,0,12,4,3.2857142857142856,16,28,18,202.0,33.0,12,11,18,470,1.2959269489510916,77.98607211897615
33,18,0,0,0,10.000000000000002,20,10.0,22.258467481700027,56,27.285714285714285,20.51771745416982,8,34.0,30.0,10,30.0,46,2.766000000000001,37109,21,10,1.0,432.5846748170003,False,0.07780001551813405,0,0.7850000000000001,37645,0,45,0.7,1001.6310366765013,False,0.10149333020525679,0,6.95,21978.0,354,0,0.0,7879.49748852181,False,-0.38276378318025944,0,0.2,31292,275,266,1.0,11578.79140027668,False,-0.11689936413102313,0,0.5690000000000002,49417,501,23,1.0,10969.376444539079,False,-0.05176793688544634,0,0.2,57767,0,8,0.0,240.0,False,-0.000207257465586625,0.6166666666666667,235208,0.0,0.0,14,0,0,14,4,4.0,10,24,20,147.0,27.0,9,9,20,1032,1.2824326590052806,79.26850477798143
34,20,0,0,0,10.000000000000002,20,10.0,22.30123906141,3,27.0,20.51771745416982,0,,29.999999999999996,8,30.0,0,2.72,37120,18,17,1.0,559.12106404397,False,0.07994457370627425,0,0.7850000000000001,37515,3,55,1.0,1256.5681483775502,False,0.10142023257164903,0,6.95,21978.0,354,0,0.0,7894.63862773914,False,-0.3825834885956282,0,0.2,31211,268,276,1.0,11639.62208580875,False,-0.11810404756121996,0,0.5690000000000001,49657,491,25,1.0,10824.199269997382,False,-0.04887649812606972,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,235248,0.0,0.0,11,0,0,11,0,0.0,12,23,19,180.0,30.0,10,10,19,521,1.208768329990562,80.477273107972
35,19,0,0,0,10.0,20,10.0,22.648367996223808,31,26.0,20.571035210395028,1,33.0,29.999999999999996,5,30.0,3,2.750000000000001,37454,20,10,1.0,426.48367996223806,False,0.08767410239326387,0,0.7850000000000001,37721,1,54,1.0,1233.0118717960856,False,0.10702855637717777,0,6.95,21432.0,375,0,0.0,8493.137998583928,False,-0.38845989523000796,0,0.2,30984,268,285,1.0,11932.507657950564,False,-0.12002253324659956,0,0.5690000000000001,49774,482,30,1.0,10815.238971410403,False,-0.046933116535601595,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,235132,0.0,0.0,12,0,0,16,1,0.3,10,26,24,186.0,21.0,12,7,24,929,1.3404545860248618,81.81772769399686
36,24,0,0,0,10.0,20,10.0,22.917922876876425,26,26.0,20.686251729603946,71,21.028169014084508,29.999999999999993,11,30.0,16,2.9070000000000005,37612,24,10,1.0,469.17922876876423,False,0.09285292409645651,0,0.7850000000000001,37661,0,61,0.7,1397.9932954894618,False,0.10767799508373223,70,7.650000000000001,20182.0,388,0,0.0,8892.154076228053,False,-0.4134775651794707,0,0.2,30679,271,294,1.0,12292.515108137071,False,-0.12299934379450975,0,0.5690000000000001,48611,543,29,1.0,12102.634689174942,False,-0.055902220339082355,0,0.2,57767,0,8,0.0,239.99999999999994,False,-0.000207257465586625,0.6166666666666667,232512,0.0,0.0,12,0,0,13,4,3.230769230769231,14,27,23,216.0,51.0,12,12,23,563,1.3217130579869263,83.13944075198378
37,23,0,0,0,10.0,20,10.0,23.03318297907704,14,25.428571428571427,20.466474084342124,68,19.647058823529413,29.999999999999993,8,30.0,4,2.9310000000000005,37756,26,10,1.0,490.33182979077037,False,0.09731644812149184,0,0.7850000000000001,37581,0,69,0.8,1589.2896255563157,False,0.10812984934821851,68,8.260000000000002,18758.0,388,0,0.0,8936.874995881892,False,-0.44685788287828176,0,0.2,30323,275,304,1.0,12555.933440886192,False,-0.12834087353076695,0,0.5690000000000002,47515,601,31,1.0,13230.350924689617,False,-0.06509308515959158,0,0.2,57767,0,8,0.0,239.99999999999994,False,-0.000207257465586625,0.6333333333333333,229700,0.0,0.0,9,0,0,13,5,4.166666666666667,12,25,29,201.0,48.0,12,11,29,440,1.4127563479705714,84.55219709995436
38,29,0,0,0,10.0,20,10.0,23.196257234453462,42,24.261904761904763,20.530300406992584,67,20.80597014925373,29.999999999999996,14,30.0,16,3.0870000000000006,37944,26,10,1.0,491.96257234453464,False,0.10276865485178792,0,0.7850000000000001,37824,0,63,1.0,1461.364205770568,False,0.11329970554951593,67,8.862000000000002,17270.0,411,0,0.0,9533.661723360374,False,-0.47518859581614226,0,0.2,29924,284,314,1.0,13034.251382380455,False,-0.13214751866658178,0,0.5690000000000001,46541,658,27,1.0,14318.93766780112,False,-0.07251474405601895,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,227270,0.0,0.0,14,0,0,15,4,3.2857142857142856,13,28,24,207.0,60.0,14,15,24,963,1.5854045450105332,86.13760164496489
39,24,0,0,0,10.0,20,10.0,23.47743503108509,48,25.145833333333332,21.139779635471278,18,32.0,29.999999999999996,9,30.0,20,3.2710000000000004,38192,23,10,1.0,464.7743503108509,False,0.10953732711026032,0,0.7850000000000001,38067,3,55,1.0,1321.25892670968,False,0.11829370977895061,0,8.795000000000002,16098.0,454,0,0.0,10658.75550411263,False,-0.4897028399129241,0,0.2,30465,279,306,1.0,13018.976942126952,False,-0.11944538054147465,0,0.5690000000000002,46235,666,28,1.0,14919.093237223871,False,-0.07261702933363379,0,0.2,57767,0,8,0.0,239.99999999999997,False,-0.000207257465586625,0.6666666666666666,226824,0.0,0.0,15,0,0,12,3,2.3,14,26,26,186.0,81.0,12,12,26,1500,2.095536276989151,88.23313792195404
40,26,0,0,0,9.999999999999998,20,10.0,23.26587449444643,39,21.641025641025642,20.833624071755697,10,11.5,30.0,9,30.0,14,3.391000000000001,38384,23,10,1.0,462.6587449444643,False,0.11505094777720053,0,0.7850000000000001,38187,3,50,1.0,1193.2937247223215,False,0.11991126049958586,10,8.895000000000001,15476.0,471,0,0.0,10958.226886884268,False,-0.5009499060861602,0,0.2,30068,291,316,1.0,13353.79468455871,False,-0.12491313783569047,0,0.5690000000000001,46390,666,29,1.0,14745.193631789294,False,-0.0714417033818434,0,0.2,57767,0,8,0.0,240.0,False,-0.000207257465586625,0.6666666666666666,226272,0.0,0.0,13,0,0,13,4,3.166666666666667,14,27,26,200.0,120.0,13,13,26,690,1.4022125249612145,89.63535044691525
41,26,0,0,0,9.999999999999998,20,10.0,23.206476971424237,15,22.0,20.532524535609074,10,12.0,30.0,7,30.0,0,3.3770000000000007,38554,24,10,1.0,472.0647697142423,False,0.12009564797023246,0,0.7850000000000001,38147,2,55,1.0,1296.356233428333,False,0.12024423541665465,10,8.985000000000001,15306.0,471,0,0.0,10930.250653540816,False,-0.5053316187956559,0,0.2,29738,296,326,1.0,13562.720182150133,False,-0.13028435124850993,0,0.5690000000000002,46480,666,32,1.0,14634.661340715644,False,-0.07084179916133578,0,0.2,57767,0,8,0.0,240.0,False,-0.000207257465586625,0.6666666666666666,225992,0.0,0.0,12,0,0,14,2,2.0,15,29,24,222.0,51.0,14,12,24,740,1.3562781540094875,90.99162860092474
42,24,0,0,0,9.999999999999998,20,10.0,23.457562295251734,41,25.21951219512195,19.987974443770636,18,12.0,30.000000000000004,8,30.0,26,3.637000000000001,38719,20,10,1.0,434.5756229525173,False,0.12431889958350198,0,0.7850000000000001,38057,6,60,1.0,1467.4537377151041,False,0.12011570179485287,18,9.155,14569.0,484,0,0.0,11353.46015090184,False,-0.5178440086818071,0,0.2,29066,314,336,1.0,14081.633973815977,False,-0.14010914534632088,0,0.5690000000000001,46504,674,34,1.0,14491.89477510141,False,-0.07166017742015056,0,0.2,57767,0,8,0.0,240.00000000000003,False,-0.000207257465586625,0.6666666666666666,224682,0.0,0.0,10,0,0,13,7,7.0,13,26,20,217.0,66.0,12,12,20,750,1.1410424810019322,92.13267108192667
43,20,0,0,0,9.999999999999998,20,10.0,23.591217526021246,16,26.0625,19.814352076476144,5,11.0,30.000000000000004,12,30.0,0,3.611000000000001,38599,22,20,1.0,691.8243505204249,False,0.1245679355277126,0,0.7850000000000001,38394,4,54,1.0,1313.9257464051473,False,0.12763024091717173,5,9.187000000000001,14077.0,500,0,0.0,11795.608763010623,False,-0.5242961566681279,0,0.2,29066,304,346,1.0,14027.495946371204,False,-0.1407537991620481,0,0.5690000000000001,46809,669,32,1.0,14215.80153916254,False,-0.06877664951758633,0,0.2,57767,0,8,0.0,240.00000000000003,False,-0.000207257465586625,0.6666666666666666,224712,0.0,0.0,12,0,0,8,1,1.0,17,25,19,165.0,30.0,10,10,19,977,1.1732986070564948,93.30596968898317
44,19,0,0,0,9.999999999999998,20,10.0,23.59147672221105,32,23.59375,19.814352076476144,0,,30.000000000000004,11,30.0,0,3.611000000000001,38910,20,12,1.0,483.0977206665326,False,0.1305347480677215,0,0.7850000000000001,38638,6,50,1.0,1239.5738361105525,False,0.13360246363244704,0,9.182000000000002,13453.0,524,0,0.0,12361.933802438589,False,-0.5324132674155919,0,0.2,28935,302,356,1.0,14178.535309333245,False,-0.14207507371596526,0,0.5690000000000001,47139,659,31,1.0,13987.658018397779,False,-0.06504725454327555,0,0.2,57767,0,8,0.0,240.00000000000003,False,-0.000207257465586625,0.6666666666666666,224842,0.0,0.0,15,0,0,11,0,0.0,14,25,22,180.0,57.0,10,9,22,1285,1.2714540020097047,94.57742369099287
45,22,0,0,0,10.0,20,10.0,23.771790486028763,12,28.0,19.83779616897865,46,19.956521739130434,30.000000000000004,0,,0,3.6110000000000007,39146,20,10,1.0,437.7179048602876,False,0.1366942609924675,0,0.7850000000000001,38538,6,60,1.0,1486.3074291617258,False,0.13427720003987356,45,9.632000000000001,12417.0,536,0,0.0,12741.679700511417,False,-0.5525639473623313,0,0.2,28968,292,365,1.0,14182.158423597606,False,-0.1412460297261538,0,0.5690000000000002,46221,695,41,1.0,15017.26833744016,False,-0.07201101627454573,0,0.2,57767,0,8,0.0,240.00000000000003,False,-0.000207257465586625,0.6666666666666666,223057,0.0,0.0,10,0,0,7,3,3.0,15,22,25,162.0,129.0,9,13,25,569,1.2467706609750167,95.82419435196789
46,25,0,0,0,10.0,20,10.0,23.34886121930036,22,18.272727272727273,20.93130458085734,66,25.09090909090909,30.000000000000007,5,30.0,12,3.7310000000000003,39134,21,10,1.0,443.48861219300363,False,0.1364310677166845,0,0.7850000000000001,38448,5,70,1.0,1684.4202853510253,False,0.13453871221378275,49,10.077000000000002,12221.0,536,0,0.0,12514.989613544993,False,-0.5599310596148488,0,0.2,29144,304,358,1.0,14591.460850614236,False,-0.13218074719440057,0,0.5690000000000001,44565,751,51,1.0,17249.409740223862,False,-0.08133638111000303,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,221429,0.0,0.0,10,0,0,15,4,3.166666666666667,12,27,23,189.0,66.0,13,12,23,928,1.3965486470260657,97.22074299899396
47,23,0,0,0,10.0,20,10.0,23.185147267097182,17,20.705882352941178,21.381964605780954,22,27.227272727272727,30.000000000000007,0,,2,3.7390000000000008,39342,17,10,1.0,401.8514726709718,False,0.1418360929899652,0,0.7850000000000001,38348,9,75,1.0,1828.8860450322886,False,0.13373691266541946,5,10.078000000000001,11834.0,548,0,0.0,12705.460702369255,False,-0.5668794867543552,0,0.2,29648,299,351,1.0,14437.428609491173,False,-0.1220120432306361,0,0.5690000000000002,43966,763,61,1.0,18144.43899421087,False,-0.08395275398356734,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,221055,0.0,0.0,9,0,0,9,2,1.1666666666666667,20,29,25,225.0,69.0,15,8,25,784,1.4530067120213062,98.67374971101526
48,25,0,0,0,10.0,20,10.0,23.74498543526555,56,26.214285714285715,20.882235406624424,15,11.666666666666666,30.000000000000007,0,,0,3.7370000000000005,39348,19,13,1.0,498.6848106584522,False,0.14340742125059125,0,0.7850000000000001,39610,7,36,1.0,924.8194756695599,False,0.15712540030131328,15,10.223,11144.0,563,0,0.0,13368.426800054505,False,-0.5754176375320968,0,0.2,28570,330,361,1.0,15374.332175429048,False,-0.13652855232878006,0,0.5690000000000001,43791,768,71,1.0,18167.55679228756,False,-0.08677561968006733,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,220380,0.0,0.0,11,0,0,12,3,3.0,16,28,21,244.0,72.0,16,9,21,1668,1.3151120859547518,99.98886179697001
49,21,0,0,0,10.0,20,10.0,23.639694493046115,23,22.391304347826086,20.463041780017004,13,12.0,30.000000000000007,0,,10,3.8370000000000006,39519,19,10,1.0,426.39694493046113,False,0.1473015065249409,0,0.7850000000000001,39510,7,46,1.0,1157.4259466801213,False,0.1575961702907816,9,10.298000000000002,10732.0,573,0,0.0,13545.544944515425,False,-0.5831204460048175,0,0.2,28365,333,367,1.0,15381.954599450597,False,-0.14131990236424619,0,0.5690000000000002,43635,771,81,1.0,18207.005212393113,False,-0.08912930091717379,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,219678,0.0,0.0,10,0,0,6,5,4.375,19,25,20,153.0,60.0,11,10,20,456,1.2757423230214044,101.26460411999142
50,20,0,0,0,10.0,20,10.0,23.639694493046115,0,,20.120726573632965,32,17.46875,30.000000000000007,0,,0,3.827000000000001,39449,16,20,1.0,632.7938898609223,False,0.14826014105658122,0,0.7850000000000001,39380,10,56,1.0,1423.8228916105825,False,0.15768852894243002,27,10.559000000000003,10325.0,573,0,0.0,13545.544944515425,False,-0.5928132300010072,0,0.2,28425,323,372,1.0,15120.531606645358,False,-0.14300391037574003,0,0.5690000000000001,43076,793,91,1.0,18685.73617289094,False,-0.09464985429030773,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,218572,0.0,0.0,9,0,0,8,3,3.0,15,23,23,139.0,108.0,9,11,23,260,1.302397674007807,102.56700179399922
51,23,0,0,0,10.000000000000002,20,10.0,23.515032422393446,45,22.77777777777778,19.57918174557594,18,12.0,30.000000000000007,0,,0,3.8270000000000013,39636,17,11,1.0,428.66535664632795,False,0.15071273362949844,0,0.7850000000000001,40018,9,40,1.0,1030.601296895738,False,0.17043402294036755,14,10.672000000000002,9691.0,586,0,0.0,13779.80899952256,False,-0.605122541086895,0,0.2,27812,345,378,1.0,15513.616885553445,False,-0.1529219232489468,0,0.5690000000000001,42860,801,101,1.0,18712.92457820633,False,-0.09814569700507503,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,217934,0.0,0.0,12,0,0,13,3,3.0,12,25,28,206.0,39.0,12,11,28,1273,1.2888544640154578,103.85585625801468
52,28,0,0,0,10.000000000000002,20,10.0,23.38362141979788,49,22.632653061224488,19.57918174557594,0,,30.000000000000007,0,,9,3.9170000000000007,39748,18,10,1.0,413.83621419797885,False,0.15373272810773547,0,0.7850000000000001,40602,8,21,1.0,571.0560498157555,False,0.18066264401570498,0,10.658000000000001,8677.0,625,0,0.0,14614.763387373674,False,-0.619328847494955,0,0.2,27717,345,388,1.0,15664.071907113734,False,-0.15339280891743595,0,0.5690000000000001,42860,791,111,1.0,18817.13276075057,False,-0.09724578351309551,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,217521,0.0,0.0,9,0,0,10,2,1.2666666666666666,14,24,20,219.0,90.0,13,15,20,874,1.355665648006834,105.21152190602152
53,20,0,0,0,10.000000000000002,20,10.0,23.606193158110614,15,28.0,19.48085931849826,6,15.5,30.000000000000007,0,,5,3.958000000000001,39968,17,10,1.0,406.06193158110614,False,0.15997317333575561,0,0.7850000000000001,40492,9,31,1.0,821.791987901429,False,0.18110640737924724,5,10.708000000000004,8607.0,625,0,0.0,14753.870723819133,False,-0.619339476972861,0,0.2,27330,350,397,1.0,15996.068754782526,False,-0.15865600434886257,0,0.5690000000000002,42767,787,121,1.0,18961.43628365813,False,-0.09760586293668175,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,217081,0.0,0.0,8,0,0,10,2,1.3333333333333333,14,24,23,162.0,63.0,9,11,23,233,1.0585355639923364,106.27005747001385
54,23,0,0,0,10.000000000000002,20,10.0,23.2649025070761,21,18.714285714285715,21.171710996277902,71,26.507042253521128,30.000000000000007,0,,2,3.9730000000000003,40196,11,10,1.0,342.649025070761,False,0.1656413188338592,0,0.7850000000000001,40413,15,32,1.0,894.4768802264352,False,0.17987463371295126,34,11.043000000000003,8261.0,625,0,0.0,14540.564066922563,False,-0.6301195038470759,0,0.2,28121,361,370,1.0,16232.162873677295,False,-0.1370068721876959,0,0.5690000000000001,40885,848,131,1.0,21883.610924843662,False,-0.10487563753394989,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,215793,0.0,0.0,9,0,0,9,3,2.166666666666667,14,23,21,165.0,84.0,10,13,21,1465,1.2824265489471145,107.55248401896097
55,21,0,0,0,10.000000000000002,20,10.0,23.060156899780527,41,21.70731707317073,20.54168236811602,19,11.736842105263158,30.000000000000007,0,,0,3.971000000000001,40178,10,12,1.0,376.72188279736633,False,0.16561349488604676,1,0.7950000000000002,41099,16,10,1.0,390.6015689978053,False,0.19240855835808682,19,11.199000000000002,7472.0,639,0,0.0,14735.440258959756,False,-0.646589184818293,0,0.2,27595,378,380,1.0,16522.578608001128,False,-0.14607551074063907,0,0.5690000000000002,40662,857,141,1.0,21834.22178947543,False,-0.10915368322876537,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,214923,0.0,0.0,11,0,0,15,5,4.071428571428571,13,28,23,171.0,42.0,12,9,23,726,1.1302132700220682,108.68269728898304
56,23,0,0,0,10.000000000000002,20,10.0,22.545244653124463,12,10.5,20.35894589234299,5,11.0,30.000000000000007,0,,0,3.971000000000001,40224,8,10,1.0,305.4524465312446,False,0.1659128013417349,0,0.7940000000000003,40979,18,20,1.0,630.9048930624892,False,0.19241293773010432,5,11.230000000000002,7397.0,639,0,0.0,14406.411333346532,False,-0.6522932682383122,0,0.2,27469,380,390,1.0,16507.181866201063,False,-0.1492595633936525,0,0.5690000000000001,40607,852,151,1.0,21875.821900276227,False,-0.10974436604884165,0,0.2,57917,0,3,0.0,90.00000000000003,False,0.0010881016943297811,0.6666666666666666,214593,0.0,0.0,10,0,0,12,1,1.0,16,28,26,189.0,45.0,13,10,26,326,1.502741010976024,110.18543829995906
