index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
91,9,0,0,0,10.0,20,10.0,20.808492982493657,24,17.708333333333332,21.974742204390452,0,,30.0,14,30.0,0,5.348000000000002,41427,11,42,1.0,983.9567052647336,False,0.21044666202628762,0,1.2440000000000002,44116,18,91,1.0,2073.572861406923,False,0.3038256599781543,0,14.474000000000004,-39611.0,896,0,0.0,18644.40971231432,True,-1.7213335352189294,0,0.2,20916,570,613,1.0,25331.357971312733,False,-0.20024579695983877,0,0.5690000000000001,36947,990,273,1.0,29944.994782346548,False,-0.10327471301450329,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201353,0.0,0.125,16,0,0,1,0,0.0,1,2,9,37.0,36.0,2,7,9,1045,0.530844908033032,152.33877243997995
92,9,0,0,0,10.0,20,10.0,20.9827964348042,27,22.074074074074073,21.974742204390452,0,,29.999999999999996,6,30.0,0,5.348000000000001,41913,12,25,1.0,644.569910870105,False,0.21958028804929267,0,1.2440000000000002,44026,17,101,1.0,2289.262439915224,False,0.30434094366196796,0,14.474000000000006,-39611.0,896,0,0.0,18800.585605584565,True,-1.7194738556134253,0,0.2,20320,587,623,1.0,26007.16590056532,False,-0.20639240413711216,0,0.5690000000000001,37127,980,277,1.0,29845.247360302645,False,-0.10102724260952137,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201333,0.0,0.125,11,0,0,2,0,0.0,2,4,13,72.0,15.0,4,5,13,976,0.6649420979665592,153.0037145379465
93,13,0,0,0,10.0,20,10.0,20.782932400126683,8,16.375,21.974742204390452,0,,29.999999999999996,8,30.0,0,5.348000000000001,41864,15,32,1.0,815.0538368040538,False,0.22062680599468767,0,1.2440000000000002,44006,14,106,1.0,2342.9908344134283,False,0.3045391532790481,0,14.474,-39611.0,896,0,0.0,18621.507430513506,True,-1.7216062463620683,0,0.2,20189,585,633,1.0,26068.027269453265,False,-0.20878748190696284,0,0.5690000000000002,37367,970,279,1.0,29685.499938258734,False,-0.098261628540573,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201373,0.0,0.125,13,0,0,1,0,0.0,4,5,11,90.0,39.0,5,8,11,571,0.7420155219733715,153.74573005991988
94,11,0,0,0,10.0,20,10.0,20.886310532270727,19,21.789473684210527,23.070584444077127,16,34.0,29.999999999999996,12,30.0,0,5.348000000000001,41804,16,37,1.0,932.7934896940169,False,0.22059417125832365,0,1.2440000000000002,44280,13,102,1.0,2260.403674291614,False,0.3112587519027984,0,14.474000000000004,-39611.0,896,0,0.0,18714.13423691457,True,-1.7205032836757017,0,0.2,20319,594,627,1.0,26871.724902605172,False,-0.19612139911163168,0,0.5690000000000001,37183,976,277,1.0,30826.890417419272,False,-0.09158283893142134,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201533,0.0,0.125,14,0,0,2,0,0.0,2,4,13,72.0,21.0,4,7,13,1518,0.6433462099521421,154.38907626987202
95,13,0,0,0,10.0,20,10.0,20.2411724662108,10,9.5,23.133026202367077,1,33.0,29.999999999999996,0,,0,5.348000000000002,41819,14,37,1.0,888.9233812497996,False,0.22039391558502208,0,1.2440000000000002,44160,15,112,1.0,2417.0113162156094,False,0.31005473876318335,0,14.474000000000004,-39611.0,896,0,0.0,18136.090529724876,True,-1.7273863952164221,0,0.2,20257,594,636,1.0,26735.861109634676,False,-0.19921575244540757,0,0.5690000000000002,37150,967,287,1.0,30979.636337688964,False,-0.09083372478204318,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201333,0.0,0.125,10,0,0,4,0,0.0,3,7,14,111.0,18.0,7,6,14,328,0.9421544690267183,155.33123073889874
96,14,0,0,0,10.0,20,10.0,20.5720547017269,20,23.2,25.598564336242873,42,34.0,29.999999999999996,6,30.0,0,5.348000000000001,41744,16,42,1.0,1024.0262974725297,False,0.22017883251238102,0,1.2440000000000002,44499,13,107,1.0,2331.209853084778,False,0.3186048605741211,0,14.474000000000004,-39611.0,896,0,0.0,18432.5610127473,True,-1.7238561441682867,0,0.2,21221,604,604,1.0,27887.053898933744,False,-0.16254996548066503,0,0.5690000000000001,35902,999,291,1.0,34302.96577190663,False,-0.08368913304282777,0,0.2,57947,0,2,0.0,59.99999999999999,False,0.0013471735263130625,0.6666666666666666,201313,0.0,0.125,12,0,0,3,0,0.0,3,6,11,93.0,24.0,6,8,11,2272,0.7709515090100467,156.1021822479088
97,11,0,0,0,10.0,20,10.0,21.31916472599597,18,28.0,26.376452781048076,17,34.0,30.0,7,30.0,0,5.348000000000001,42188,12,34,1.0,844.851600683863,False,0.23041280356737984,0,1.2440000000000002,44359,17,117,1.0,2664.342272941529,False,0.31937198280357965,0,14.474,-39611.0,896,0,0.0,19101.971594492392,True,-1.7158850727019246,0,0.2,21295,612,597,1.0,28794.071122595236,False,-0.14998724550374803,0,0.5690000000000002,35534,1006,294,1.0,35354.711497734366,False,-0.08096243892179175,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201323,0.0,0.125,12,0,0,3,0,0.0,1,4,11,57.0,66.0,4,7,11,1492,0.5436814170097932,156.64586366491858
98,11,0,0,0,10.0,20,10.0,20.62824509192959,10,9.5,26.376452781048076,0,,30.0,8,30.0,0,5.348000000000001,42163,14,34,1.0,841.3603331256061,False,0.2296405003194479,0,1.2440000000000002,44279,15,127,1.0,2769.7871266750576,False,0.3185843193479117,0,14.474000000000004,-39611.0,896,0,0.0,18482.907602368912,True,-1.723256637266386,0,0.2,21200,612,607,1.0,28634.99283435709,False,-0.15414392909791505,0,0.5690000000000001,35774,996,296,1.0,35150.94696992388,False,-0.07857694459382819,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201363,0.0,0.125,11,0,0,2,0,0.0,2,4,13,72.0,21.0,4,7,13,535,0.5929431599797681,157.23880682489835
99,13,0,0,0,10.0,20,10.0,22.14852507956157,40,28.0,26.376452781048076,0,,30.0,5,30.0,0,5.348000000000002,42789,17,17,1.0,546.5249263525467,False,0.2434599769910275,0,1.2440000000000002,44573,12,124,1.0,2866.4171098656348,False,0.32846896003386616,0,14.474000000000004,-39611.0,896,0,0.0,19845.078471287165,True,-1.7070364554502602,0,0.2,20080,642,617,1.0,30493.62446698519,False,-0.1586851099430199,0,0.5690000000000001,35924,986,301,1.0,35037.18244211341,False,-0.07696866576181446,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201313,0.0,0.125,13,0,0,3,0,0.0,2,5,21,75.0,39.0,5,8,21,1470,0.897309274005238,158.13611609890359
100,21,0,0,0,10.0,20,10.0,21.810242972458795,5,10.0,26.376452781048076,0,,30.0,0,,0,5.348000000000001,42769,14,22,1.0,619.8253453940935,False,0.24394076615451618,0,1.2440000000000002,44443,15,134,1.0,3072.5725583094786,False,0.3276915560958314,0,14.474000000000006,-39611.0,896,0,0.0,19541.97770332308,True,-1.7106456572597872,0,0.2,20030,637,627,1.0,30431.160667173397,False,-0.16061966340588962,0,0.5690000000000001,35924,976,311,1.0,35073.41791430292,False,-0.07665574608971729,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,201113,0.0,0.125,9,0,0,5,0,0.0,4,9,12,162.0,51.0,9,12,12,250,0.9095471840118989,159.04566328291548
101,12,0,0,0,10.0,20,10.0,21.455806320432,5,10.0,26.416294929657745,1,33.0,30.0,0,,0,5.348000000000001,42699,16,27,1.0,739.306770651664,False,0.24364452038132972,0,1.2440000000000002,44363,13,144,1.0,3219.636110142208,False,0.3275047805454969,0,14.474,-39611.0,896,0,0.0,19224.40246310707,True,-1.7144272152523568,0,0.2,20013,632,636,1.0,30360.83316977535,False,-0.1618619532058187,0,0.5690000000000002,35891,967,321,1.0,35174.55719697904,False,-0.07635229281180131,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200913,0.0,0.125,9,0,0,2,0,0.0,2,4,13,72.0,24.0,4,8,13,283,0.6054977510357276,159.6511610339512
102,13,0,0,0,10.0,20,10.0,21.053864147359683,5,9.0,27.458851398989086,24,33.958333333333336,30.0,0,,0,5.348000000000001,42599,16,37,1.0,938.9929734523082,False,0.24363998979891285,0,1.2440000000000002,44308,13,149,1.0,3267.0257579565928,False,0.32660081657989365,0,14.474000000000004,-39611.0,896,0,0.0,18864.262276034275,True,-1.7187156194804205,0,0.2,20783,627,622,1.0,30280.178390565736,False,-0.14448465836430416,0,0.5690000000000001,35076,981,331,1.0,36867.133222408294,False,-0.07581190329359487,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200713,0.0,0.125,9,0,0,2,0,0.0,3,5,14,90.0,24.0,5,8,14,1060,0.8276105049881153,160.47877153893933
103,14,0,0,0,10.0,20,10.0,21.46537228187909,40,22.9,27.49408738357964,1,33.0,30.0,0,,0,5.348000000000002,43123,14,19,1.0,547.8420733557027,False,0.2531235319995914,0,1.2440000000000002,44500,15,147,1.0,3305.4097254362264,False,0.3326991672986086,0,14.474000000000004,-39611.0,896,0,0.0,19232.973564563665,True,-1.7143251540299635,0,0.2,19900,657,631,1.0,31451.518728233314,False,-0.15156562600341367,0,0.5690000000000002,35043,972,341,1.0,36954.25293683941,False,-0.07562951918997378,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200513,0.0,0.125,12,0,0,6,0,0.0,2,8,16,118.0,18.0,8,6,16,1149,0.8296037019463256,161.30837524088565
104,16,0,0,0,10.0,20,10.0,22.120634641712158,18,28.0,27.532716581673885,1,33.0,30.0,0,,0,5.348000000000001,43003,16,29,1.0,801.4984046096525,False,0.2533207011724994,0,1.2440000000000002,44924,13,139,1.0,3204.76821519799,False,0.3434894778550718,0,14.474000000000004,-39611.0,896,0,0.0,19820.08863897409,True,-1.707334024303714,0,0.2,19429,665,640,1.0,32331.16064900987,False,-0.15230816088342625,0,0.5690000000000001,35010,963,351,1.0,37044.00606815195,False,-0.07542439361515783,0,0.2,57947,0,2,0.0,60.0,False,0.0013471735263130625,0.6666666666666666,200313,0.0,0.125,9,0,0,3,0,0.0,3,6,15,93.0,90.0,6,10,15,737,0.7980124820023775,162.10638772288803
105,15,0,0,0,10.0,20,10.0,21.726751911986963,5,9.0,27.532716581673885,0,,30.000000000000004,3,30.0,0,5.348000000000001,42938,17,34,1.0,908.7095650075568,False,0.25299167747116097,0,1.2440000000000002,44834,12,149,1.0,3357.286034886057,False,0.3430926920228416,0,14.474,-39611.0,896,0,0.0,19467.16971314032,True,-1.711536440662773,0,0.2,19384,660,650,1.0,32235.922039999423,False,-0.1545139075970538,0,0.5690000000000002,35100,953,358,1.0,36978.67890233522,False,-0.07443411024080539,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,200203,0.0,0.125,10,0,0,4,0,0.0,3,7,16,111.0,54.0,7,8,16,335,0.8888432459789328,162.99523096886696
106,16,0,0,0,10.0,20,10.0,21.58973860496356,45,21.133333333333333,27.575007103369664,1,33.0,30.000000000000004,0,,6,5.408,43627,15,10,1.0,365.8973860496356,False,0.2650500618816903,0,1.2440000000000002,44759,14,154,1.0,3464.819745164388,False,0.34247956664786455,0,14.474000000000004,-39611.0,896,0,0.0,19344.40579004735,True,-1.7129982639908627,0,0.2,18466,695,659,1.0,33176.79801157028,False,-0.16517268383460013,0,0.5690000000000001,35067,944,368,1.0,37070.806705580966,False,-0.07420847764571956,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,199866,0.0,0.125,10,0,0,6,2,1.2,1,7,12,111.0,27.0,7,9,12,1084,0.9096822959836572,163.90491326485062
107,12,0,0,0,10.0,20,10.0,22.0320376612263,13,28.0,27.575007103369664,0,,30.000000000000004,0,,0,5.402000000000002,43507,17,20,1.0,610.640753224526,False,0.2651185462912495,0,1.2440000000000002,45043,12,151,1.0,3446.8376868451714,False,0.35042068792187886,0,14.474000000000004,-39611.0,896,0,0.0,19740.705744458766,True,-1.7082792838240204,0,0.2,18102,698,669,1.0,33826.04203969026,False,-0.16611047821278563,0,0.5690000000000001,35067,934,378,1.0,37095.05663454727,False,-0.07399906186162734,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,199666,0.0,0.125,8,0,0,3,0,0.0,2,5,14,90.0,35.0,5,7,14,564,0.6755672889994457,164.58048055385007
108,14,0,0,0,10.0,20,10.0,22.0320376612263,0,,27.575007103369664,0,,30.000000000000004,0,,0,5.402000000000002,43417,16,30,1.0,820.961129836789,False,0.26555630980677425,0,1.2440000000000002,44933,13,161,1.0,3677.1580634574343,False,0.3505696928107394,0,14.474000000000006,-39611.0,896,0,0.0,19740.705744458766,True,-1.7082792838240204,0,0.2,18102,688,679,1.0,33881.4717341117,False,-0.16545044374718157,0,0.5690000000000001,35067,924,388,1.0,37119.30656351357,False,-0.07378964607753526,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,199466,0.0,0.125,7,0,0,0,0,0.0,2,2,17,36.0,36.0,2,12,17,200,0.5593784700031392,165.1398590238532
109,17,0,0,0,10.0,20,10.0,21.334140953852792,10,9.5,28.575662290162526,34,32.0,30.000000000000004,0,,0,5.402000000000002,43322,20,35,1.0,946.6949333848477,False,0.26462843887535514,0,1.2440000000000002,44923,9,166,1.0,3631.4673983395633,False,0.34962125549853545,0,14.474,-39611.0,896,0,0.0,19115.3902946521,True,-1.7157252882275293,0,0.2,19095,688,655,1.0,33394.94777630718,False,-0.14759528725521343,0,0.5690000000000002,33979,948,398,1.0,39029.72785107408,False,-0.076083111529784,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,199266,0.0,0.125,10,0,0,1,0,0.0,2,3,19,54.0,57.0,3,14,19,1383,0.6407631289912388,165.78062215284444
110,19,0,0,0,10.0,20,10.0,20.143342798066406,38,15.078947368421053,28.575662290162526,0,,30.000000000000004,0,,0,5.402,43690,21,17,1.0,552.4368275671288,False,0.26956248487723616,0,1.2440000000000002,44928,8,166,1.0,3423.7949044790234,False,0.34676727360571497,0,14.474000000000004,-39611.0,896,0,0.0,18048.4351470675,True,-1.7284301601920993,0,0.2,18522,716,665,1.0,33425.44886637363,False,-0.16087819878097612,0,0.5690000000000001,33979,938,408,1.0,39043.97122817245,False,-0.07596010960316715,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,199066,0.0,0.125,13,0,0,2,0,0.0,2,4,23,62.0,44.0,4,15,23,773,0.6251522329985164,166.40577438584296
111,23,0,0,0,10.0,20,10.0,19.841601511728197,5,9.0,28.575662290162526,0,,30.000000000000004,0,,0,5.402000000000002,43635,21,22,1.0,646.5152332580203,False,0.26933260999188613,0,1.2440000000000002,44828,8,176,1.0,3572.1218660641625,False,0.34602122182530337,0,14.474000000000004,-39611.0,896,0,0.0,17778.074954508465,True,-1.7316495004226191,0,0.2,18477,711,675,1.0,33395.950720698456,False,-0.1623011345475297,0,0.5690000000000002,33979,928,418,1.0,39058.21460527083,False,-0.07583710767655032,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,198866,0.0,0.125,8,0,0,1,0,0.0,4,5,24,75.0,54.0,5,18,24,245,0.6362861699890345,167.042060555832
112,24,0,0,0,10.0,20,10.0,18.717509896079225,29,12.275862068965518,28.575662290162526,0,,30.000000000000004,0,,0,5.402000000000002,43700,23,12,1.0,454.6101187529507,False,0.2684388281994883,0,1.2440000000000002,44919,6,177,1.0,3372.999251606023,False,0.34577400669351205,0,14.474000000000004,-39611.0,896,0,0.0,16770.888866886984,True,-1.743642666505275,0,0.2,18121,730,685,1.0,33238.11089289916,False,-0.17265883671232246,0,0.5690000000000001,33979,918,428,1.0,39072.457982369204,False,-0.07571410574993347,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,198666,0.0,0.125,13,0,0,3,0,0.0,1,4,22,72.0,60.0,4,20,22,556,0.5570966079831123,167.5991571638151
113,22,0,0,0,10.0,20,10.0,18.194126095653527,10,9.0,28.386863979096592,4,22.0,30.000000000000004,0,,0,5.402000000000002,43680,24,12,1.0,458.3295131478423,False,0.2679150113070347,0,1.2440000000000002,44829,5,187,1.0,3452.3015798872093,False,0.3443201406238227,0,14.474,-39611.0,896,0,0.0,16301.93698170556,True,-1.7492267565884074,0,0.2,18119,730,691,1.0,32897.03505938282,False,-0.1767678606884637,0,0.5690000000000002,33891,912,438,1.0,39028.81994893609,False,-0.07761084000642425,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,198466,0.0,0.125,10,0,0,2,0,0.0,2,4,14,72.0,54.0,4,18,14,378,0.49726640502922237,168.09642356884433
114,14,0,0,0,10.0,20,10.0,17.73144330041299,10,10.0,28.386863979096592,0,,30.000000000000004,0,,0,5.402000000000002,43710,21,12,1.0,422.7773196049559,False,0.2682679870579099,0,1.2440000000000002,44699,8,197,1.0,3573.094330181359,False,0.34231027591148616,0,14.474000000000004,-39611.0,896,0,0.0,15887.37319717004,True,-1.7541632150849007,0,0.2,18019,730,701,1.0,32843.14525864819,False,-0.17979107812993345,0,0.5690000000000001,33891,902,448,1.0,39044.95130914513,False,-0.07747153397169954,0,0.2,57947,0,2,0.0,60.00000000000001,False,0.0013471735263130625,0.6666666666666666,198266,0.0,0.125,10,0,0,2,0,0.0,1,3,10,54.0,33.0,3,11,10,300,0.3204410970211029,168.41686466586543
115,10,0,0,0,10.0,16,10.0,17.73144330041299,0,,28.423364780657145,1,33.0,30.000000000000007,2,30.0,0,5.402000000000002,43660,16,22,1.0,550.0917526090858,False,0.26866235096602886,0,1.2440000000000002,44589,9,207,1.0,3760.408763185489,False,0.34183836393961325,0,14.474000000000004,-39611.0,896,0,0.0,15887.37319717004,True,-1.7541632150849007,0,0.2,18052,720,710,1.0,32947.22817056393,False,-0.17776579935027467,0,0.5690000000000001,33918,893,456,1.0,39062.06474912683,False,-0.0768574176658765,0,0.2,57947,0,2,0.0,60.000000000000014,False,0.0013471735263130625,0.6666666666666666,198166,0.0,0.125,9,0,0,1,0,0.0,1,2,7,36.0,24.0,2,8,7,253,0.28837199602276087,168.7052366618882
116,7,0,0,0,10.0,6,10.0,17.275015467868542,10,10.0,28.423364780657145,0,,30.000000000000007,0,,0,5.402000000000002,43760,6,22,1.0,440.0503402931079,False,0.2699611668778422,0,1.2440000000000002,44529,5,217,1.0,3798.6783565274736,False,0.3406583459404503,0,14.474000000000006,-39611.0,896,0,0.0,15478.413859210214,True,-1.7590329380899,0,0.2,17952,720,720,1.0,32902.8337789385,False,-0.18067594928627653,0,0.5690000000000001,33918,883,466,1.0,39077.83110132026,False,-0.07672126374099499,0,0.2,57947,0,2,0.0,60.000000000000014,False,0.0013471735263130625,0.6666666666666666,198106,0.0,0.125,4,0,0,1,0,0.0,0,1,5,18.0,18.0,1,6,5,160,0.2489364180364646,168.95417307992466
117,5,0,0,0,10.0,0,,17.275015467868542,0,,28.463249680930286,1,33.0,30.000000000000007,0,,0,5.402000000000002,43760,0,28,0.6,483.7004331003192,False,0.2705913839204806,0,1.2440000000000002,44529,0,222,0.5,3835.0534338668162,False,0.3411835268093157,0,14.474,-39611.0,896,0,0.0,15478.413859210214,True,-1.7590329380899,0,0.2,17985,710,729,1.0,33014.96999958484,False,-0.17855477495135944,0,0.5690000000000002,33885,874,476,1.0,39156.88022113308,False,-0.07660857509513914,0,0.2,57947,0,2,0.0,60.000000000000014,False,0.0013471735263130625,0.5166666666666667,198106,0.0,0.125,1,0,0,1,0,0.0,0,1,2,18.0,12.0,1,4,2,33,0.23358652699971572,169.18775960692437
118,2,0,0,0,10.0,0,,17.275015467868542,0,,28.463249680930286,0,,30.00000000000001,7,30.0,0,5.402,43760,0,28,0.0,483.7004331003192,False,0.2705913839204806,0,1.2440000000000002,44529,0,222,0.0,3835.0534338668162,False,0.3411835268093157,0,14.474000000000004,-39611.0,896,0,0.0,15478.413859210214,True,-1.7590329380899,0,0.2,17985,700,739,1.0,33126.852341715465,False,-0.1772225251046027,0,0.5690000000000001,34095,864,479,1.0,38962.24772432377,False,-0.07466236269776882,0,0.2,57947,0,2,0.0,60.00000000000002,False,0.0013471735263130625,0.3333333333333333,198316,0.0,0.125,2,0,0,0,0,0.0,0,0,1,0.0,6.0,0,2,1,210,0.12552916997810826,169.31328877690248
119,1,0,0,0,10.0,0,,17.275015467868542,0,,28.463249680930286,0,,30.00000000000001,0,,0,5.402000000000002,43760,0,28,0.0,483.7004331003192,False,0.2705913839204806,0,1.2440000000000002,44529,0,222,0.0,3835.0534338668162,False,0.3411835268093157,0,14.474000000000004,-39611.0,896,0,0.0,15478.413859210214,True,-1.7590329380899,0,0.2,17985,690,749,1.0,33238.73468384608,False,-0.17589027525784615,0,0.5690000000000002,34095,854,489,1.0,38977.61522751447,False,-0.07452965312428134,0,0.2,57947,0,2,0.0,60.00000000000002,False,0.0013471735263130625,0.3333333333333333,198316,0.0,0.125,0,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,0,0.12135745497653261,169.43464623187901
