index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,5,0,0,0,10.0,20,10.0,13.843323734619128,9,3.6666666666666665,36.8364877688379,16,41.0,41.00000000000001,16,41.0,0,1.1990000000000003,16954,8,53,1.0,813.6961579348138,False,0.19589778046203807,9,2.891000000000001,3703.0,366,0,0.0,3660.0,False,-0.6188606461390095,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26410,362,59,1.0,7184.635970293561,False,0.13912666053408684,0,1.379,32368,6,10,1.0,631.0189266130275,False,-0.05344755239634763,16,3.2940000000000005,22795,186,0,0.0,6851.586725003849,False,-0.24061532733348998,0.5,129109,0.0,0.0,10,0,0,2,9,9.0,9,11,9,21.0,24.0,2,3,9,856,0.644859611056745,53.36740988120437
37,9,0,0,0,10.0,20,10.0,14.013349554556536,30,14.966666666666667,36.985177539324866,5,41.0,41.0,11,41.0,0,1.1990000000000003,17207,8,47,1.0,738.6274290641571,False,0.21074007815196527,14,3.0220000000000007,3351.0,376,0,0.0,3760.0,False,-0.6396638423916787,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26166,382,64,1.0,7720.150892357388,False,0.14002868274655222,0,1.3790000000000002,32368,0,16,0.6,656.0,False,-0.053085811926206955,11,3.388000000000001,22430,191,0,0.0,7064.16891001105,False,-0.24810783819382182,0.43333333333333335,128401,0.0,0.0,11,0,0,5,5,5.0,1,6,10,87.0,34.0,6,3,10,758,0.7057404592633247,54.07315034046769
38,10,0,0,0,10.0,20,10.0,13.573539651006437,13,7.538461538461538,36.985177539324866,0,,41.0,20,41.0,0,1.1990000000000003,17197,8,47,1.0,717.9563635973025,False,0.20933926994548815,3,3.0380000000000007,3191.0,386,0,0.0,3860.0,False,-0.6472411655300682,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26068,385,74,1.0,7962.715903547518,False,0.1409126718723426,0,1.379,32778,0,6,0.0,246.0,False,-0.04714877349474355,10,3.4770000000000008,22280,191,0,0.0,7064.16891001105,False,-0.2524520126558682,0.3333333333333333,128393,0.0,0.0,14,0,0,3,6,6.0,3,6,14,88.0,56.0,6,4,14,700,0.693173611536622,54.76632395200431
39,14,0,0,0,10.0,20,10.0,13.31087414573208,4,2.0,37.535130571946986,20,41.0,41.0,20,41.0,0,1.199,17077,10,57,1.0,858.7198263067286,False,0.20592132762646295,4,3.0750000000000006,3031.0,394,0,0.0,3940.0,False,-0.655507336226493,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26880,379,64,1.0,7447.069657837066,False,0.16195363463127552,6,1.4390000000000003,32755,0,5,0.5,205.0,False,-0.048408584088737,8,3.5470000000000006,21553,206,0,0.0,7732.236897821079,False,-0.26383276524340293,0.4166666666666667,128175,0.0,0.0,14,0,0,6,7,7.0,5,11,16,158.0,39.0,11,3,16,1266,0.9729825807735324,55.739306532777846
40,16,0,0,0,9.999999999999998,20,10.0,13.199934745538899,38,12.736842105263158,34.945289195296134,49,28.0,40.99999999999999,17,41.0,0,1.1990000000000003,17319,10,47,1.0,720.3969330403282,False,0.21782726916857226,18,3.251000000000001,2577.0,404,0,0.0,4039.999999999999,False,-0.6833367775711235,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27768,407,25,1.0,6246.005671316735,False,0.17286820698831984,1,1.443,31580,39,10,1.0,1772.8662786165492,False,-0.05973433521653463,11,3.6490000000000005,21383,206,0,0.0,7198.729574231003,False,-0.2764816592685713,0.5,127506,0.0,0.0,13,0,0,8,9,9.0,3,11,23,139.0,78.0,11,5,23,2119,1.0304208202287555,56.7697273530066
41,23,0,0,0,9.999999999999998,20,10.0,13.942662180884062,25,19.2,34.945289195296134,0,,40.99999999999999,10,41.0,0,1.1990000000000003,17689,11,32,1.0,556.1651897882899,False,0.23765809705132918,0,3.2330000000000014,2487.0,413,0,0.0,4129.999999999999,False,-0.6864365915822829,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27288,422,35,1.0,7106.8885621684385,False,0.17098657001610673,0,1.4420000000000002,31580,29,20,1.0,1833.4133866635877,False,-0.058857577881438944,10,3.738000000000001,21231,206,0,0.0,7198.729574231003,False,-0.28088375605677834,0.5,127154,0.0,0.0,11,0,0,10,4,4.0,6,16,22,216.0,86.0,16,7,22,680,0.9793317709118128,57.749059123918414
42,22,0,0,0,9.999999999999998,20,10.0,13.942662180884062,0,,34.945289195296134,0,,40.99999999999999,20,41.0,0,1.1990000000000003,17619,8,42,1.0,665.5918115971306,False,0.23660507720593543,0,3.233000000000001,2357.0,426,0,0.0,4259.999999999999,False,-0.690914100709513,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27288,412,45,1.0,7316.914832312559,False,0.174973704007756,0,1.4420000000000002,31908,19,22,1.0,1565.9604947106263,False,-0.05323118980117253,12,3.8480000000000003,21035,206,0,0.0,7198.729574231003,False,-0.28656014402051894,0.5,127086,0.0,0.0,12,0,0,8,5,5.0,5,13,23,187.0,96.0,13,9,23,528,1.0572781972587109,58.806337321177125
43,23,0,0,0,9.999999999999998,20,10.0,14.042603142374091,90,14.244444444444444,34.945289195296134,0,,40.99999999999999,20,41.0,10,1.2990000000000002,18255,6,10,1.0,200.42603142374088,False,0.2643943663092836,38,3.613000000000001,1310.0,438,0,0.0,4379.999999999999,False,-0.7589033546876076,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26006,492,55,1.0,8830.95165178934,False,0.1550412265887566,0,1.4420000000000002,32277,9,23,1.0,1257.5076027576652,False,-0.04701109787775989,11,3.946000000000001,20855,206,0,0.0,7198.729574231003,False,-0.2917731533749746,0.5,125582,0.0,0.0,13,0,0,11,11,10.192307692307693,3,14,20,168.0,66.0,14,9,20,569,1.1140106208622456,59.92034794203937
44,20,0,0,0,9.999999999999998,20,10.0,13.98949549336825,1,1.0,35.22960653408509,8,41.0,40.99999999999999,14,41.0,0,1.2890000000000001,18145,7,20,1.0,349.789909867365,False,0.26196149031712357,1,3.585000000000001,1199.0,447,0,0.0,4469.999999999999,False,-0.7634497485706413,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26333,483,57,1.0,8765.013895739714,False,0.1662049870100181,0,1.4420000000000002,32195,7,27,1.0,1353.6072457385953,False,-0.04799433453418012,8,4.015000000000001,20745,206,0,0.0,7257.298946021529,False,-0.29411076274984027,0.5,125496,0.0,0.0,12,0,0,2,5,5.0,6,8,14,100.0,40.0,8,12,14,774,0.650275663472712,60.57062360551208
45,14,0,0,0,10.0,20,10.0,13.746459166376468,9,7.777777777777778,34.72740678985147,11,27.727272727272727,40.99999999999999,20,41.0,0,1.2890000000000001,18115,5,25,1.0,393.66147915941167,False,0.26140598881171767,4,3.624000000000001,1011.0,459,0,0.0,4590.0,False,-0.7722669973134946,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26568,482,56,1.0,8570.52809842514,False,0.1714353424410575,0,1.4420000000000002,32349,2,28,1.0,1217.4548135797027,False,-0.04550588181557953,11,4.117000000000001,20473,212,0,0.0,7362.210239448512,False,-0.3004690225687319,0.5,125395,0.0,0.0,14,0,0,5,6,6.0,2,7,15,81.0,21.0,7,7,15,924,0.7007003268226981,61.27132393233478
46,15,0,0,0,10.0,20,10.0,13.445872430600323,5,1.0,34.99793766863097,5,43.0,40.99999999999999,11,41.0,0,1.2890000000000001,17995,7,35,1.0,540.6055350710113,False,0.2582009208194189,5,3.670000000000001,826.0,467,0,0.0,4670.0,False,-0.7822552869050079,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26778,477,61,1.0,8548.555347182843,False,0.17899148278500354,0,1.4420000000000002,32390,0,29,0.2,1188.9999999999998,False,-0.04473051637753772,10,4.206,20106,217,0,0.0,7594.55247409292,False,-0.30773331874521537,0.3666666666666667,124974,0.0,0.0,11,0,0,3,5,5.0,4,7,13,111.0,24.0,7,8,13,456,0.7636956926435232,62.035019624978304
47,13,0,0,0,10.0,20,10.0,14.117864668808512,15,22.666666666666668,34.99793766863097,0,,40.999999999999986,20,41.0,0,1.2890000000000001,18233,7,32,1.0,521.7716694018724,False,0.27394680958193407,2,3.685000000000001,684.0,477,0,0.0,4770.0,False,-0.7885926844389337,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26438,482,71,1.0,9289.6643448385,False,0.18015157462294973,0,1.4420000000000002,32841,0,18,0.0,737.9999999999998,False,-0.03819977410292797,9,4.286000000000001,19978,217,0,0.0,7594.55247409292,False,-0.31144034761949496,0.3333333333333333,125053,0.0,0.0,13,0,0,5,5,5.0,2,7,15,82.0,18.0,7,6,15,989,0.6648253984749317,62.699845023453236
48,15,0,0,0,10.0,20,10.0,14.219896539309474,5,18.0,34.99793766863097,0,,40.999999999999986,20,41.0,0,1.2890000000000001,18133,7,42,1.0,667.235654650998,False,0.2720684595526279,5,3.733000000000001,564.0,487,0,0.0,4870.0,False,-0.7934146173451815,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26348,477,81,1.0,9617.723600409729,False,0.1829623282027817,0,1.4420000000000002,33456,0,3,0.0,122.99999999999996,False,-0.029294216455732863,5,4.327000000000002,19926,217,0,0.0,7594.55247409292,False,-0.31294632809967105,0.3333333333333333,125306,0.0,0.0,13,0,0,9,3,3.0,1,10,19,103.0,39.0,10,5,19,815,0.7570401728153229,63.45688519626856
49,19,0,0,0,10.0,20,10.0,15.257172053227142,21,23.714285714285715,35.40456495553905,10,41.0,40.99999999999998,16,41.0,0,1.2890000000000001,18551,5,31,1.0,522.9723336500415,False,0.29589351565922845,0,3.728000000000001,444.0,499,0,0.0,4990.0,False,-0.7975477026933939,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26260,488,81,1.0,10313.269723373509,False,0.19282538012327263,3,1.4720000000000002,33555,0,0,0.0,0.0,False,-0.028208172840221264,10,4.4220000000000015,19366,227,0,0.0,8036.836244907365,False,-0.32276005321747864,0.3333333333333333,125055,0.0,0.0,14,0,0,5,5,4.6,5,10,18,97.0,59.0,10,9,18,1149,0.6940349768847227,64.15092017315328
50,18,0,0,0,10.0,20,10.0,15.277454286376788,27,15.40740740740741,35.08545218278553,28,33.57142857142857,40.999999999999986,14,41.0,0,1.2890000000000001,18821,7,26,1.0,467.21381144579647,False,0.31257194363318175,12,3.8480000000000016,85.0,507,0,0.0,5070.0,False,-0.8195219397947234,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26784,505,63,1.0,9925.497902135767,False,0.2053591370289271,1,1.479,33547,0,0,0.0,0.0,False,-0.02843986214486374,13,4.542000000000002,18190,255,0,0.0,8946.79030661031,False,-0.3436417170116379,0.3333333333333333,124306,0.0,0.0,13,0,0,6,10,10.0,2,8,16,103.0,62.0,8,10,16,1530,0.6316620307043195,64.7825822038576
51,16,0,0,0,10.000000000000002,20,10.0,14.479064483674579,14,4.214285714285714,34.755270156784775,9,29.444444444444443,40.999999999999986,9,41.0,0,1.2890000000000001,18761,8,31,1.0,528.850998993912,False,0.3105617895913037,9,3.926000000000001,-215.0,516,0,0.0,5160.000000000001,False,-0.8370875525246263,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,26990,509,64,1.0,9594.181112224585,False,0.2068908252757344,0,1.478,33547,0,0,0.0,0.0,False,-0.02843986214486374,9,4.6190000000000015,17801,264,0,0.0,9175.39132139118,False,-0.3515973338151817,0.3333333333333333,123763,0.0,0.0,11,0,0,4,6,5.166666666666667,3,7,19,103.0,65.0,7,9,19,485,0.6102969897910953,65.3928791936487
52,19,0,0,0,10.000000000000002,20,10.0,14.108167924702878,7,4.857142857142857,35.710795259317436,25,41.0,40.999999999999986,12,41.0,0,1.2890000000000001,18671,7,41,1.0,648.434884912818,False,0.30848091495876606,7,3.987000000000001,-6598.0,527,0,0.0,5270.000000000001,False,-1.2729902872494316,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27981,506,49,1.0,8888.561937606211,False,0.23112161017552985,0,1.4780000000000002,33342,0,5,0.5,204.99999999999994,False,-0.03140838136059544,12,4.730000000000001,16779,284,0,0.0,10141.865853646152,False,-0.3672005292124569,0.4166666666666667,117054,0.0,0.0,8,0,0,7,10,218.275,2,9,17,134.0,45.0,9,10,17,1115,0.6199581641703844,66.01283735781908
53,17,0,0,1,10.000000000000002,16,10.0,14.108167924702878,0,,35.710795259317436,0,,40.999999999999986,7,41.0,0,1.2890000000000001,18541,10,51,1.0,819.5165641598468,False,0.3054183565530014,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000001,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27981,496,59,1.0,9104.588210952355,False,0.23522264809310411,0,1.4780000000000002,33342,0,5,0.0,204.99999999999994,False,-0.03140838136059544,7,4.788000000000002,16701,284,0,0.0,10141.865853646152,False,-0.36945949993272104,0.3333333333333333,123444,0.0,0.125,6,0,0,3,5,636.025,4,7,14,111.0,45.0,7,10,14,130,0.5325964773073792,66.54543383512646
54,14,0,0,0,10.000000000000002,9,10.0,14.108167924702878,0,,35.710795259317436,0,,40.999999999999986,8,41.0,0,1.2890000000000001,18451,9,61,1.0,950.5982434068756,False,0.30373349326330756,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000001,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27981,486,69,1.0,9320.614484298501,False,0.23932368601067852,0,1.4780000000000002,33342,0,5,0.0,204.99999999999994,False,-0.03140838136059544,8,4.861000000000001,16593,284,0,0.0,10141.865853646152,False,-0.37258730554539443,0.3333333333333333,123246,0.0,0.125,4,0,0,5,9,3084.0796296296294,1,6,7,81.0,24.0,6,8,7,90,0.4501846292987466,66.9956184644252
55,7,0,0,0,10.000000000000002,11,10.0,13.956533269010288,5,9.0,35.710795259317436,0,,40.999999999999986,8,41.0,0,1.2890000000000001,18386,10,66,1.0,1021.131195754679,False,0.30168530673536814,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000001,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,27936,481,79,1.0,9534.245327880026,False,0.24167069116637604,0,1.478,33342,0,5,0.0,204.99999999999994,False,-0.03140838136059544,8,4.933000000000002,16483,284,0,0.0,10141.865853646152,False,-0.37577303348422847,0.3333333333333333,123026,0.0,0.125,6,0,0,2,8,4377.85,0,2,3,36.0,15.0,2,5,3,155,0.21725468430668116,67.21287314873189
56,3,0,0,0,10.000000000000002,7,10.0,13.798271642372823,5,9.0,36.34445696164349,14,43.0,40.99999999999999,20,41.0,0,1.2890000000000001,18361,7,71,1.0,1049.6772866084705,False,0.3009463830890842,0,3.9800000000000013,-19421.555555555555,530,0,0.0,5300.000000000001,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,28493,476,75,1.0,9293.811573892726,False,0.25825445314550705,3,1.5080000000000002,33519,0,0,0.0,0.0,False,-0.0292507747111124,12,5.045000000000001,15675,298,0,0.0,10830.64817456976,False,-0.38919968469156707,0.3333333333333333,122927,0.0,0.125,7,0,0,0,14,5840.466666666666,0,0,3,0.0,9.0,0,3,3,922,0.11369677912443876,67.32656992785633
57,3,0,0,0,10.000000000000004,5,10.0,13.798271642372823,0,,35.49600504447831,6,15.0,41.0,10,41.0,0,1.2890000000000001,18311,2,81,1.0,1137.6600030321986,False,0.30053247926679755,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000002,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,28583,466,79,1.0,9234.178983859521,False,0.26053950535081466,0,1.5050000000000001,33519,0,0,0.0,0.0,False,-0.0292507747111124,10,5.133000000000002,15431,304,0,0.0,10790.785533521406,False,-0.3968434427072692,0.3333333333333333,122723,0.0,0.125,4,0,0,0,9,4217.003703703704,0,0,3,0.0,9.0,0,3,3,140,0.10179557651281357,67.42836550436914
58,3,0,0,0,10.000000000000004,0,,13.798271642372823,0,,35.69139350185524,5,41.0,41.0,20,41.0,0,1.2890000000000001,18311,0,83,0.2,1145.2565463169444,False,0.3007941222813579,0,3.9800000000000013,-19421.555555555555,530,0,0.0,5300.000000000002,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,28788,456,84,1.0,9290.088923077847,False,0.269384329164664,9,1.5950000000000002,33389,0,0,0.0,0.0,False,-0.03301572591155261,11,5.233000000000001,15048,309,0,0.0,11028.640592073269,False,-0.4044912885969292,0.19999999999999998,122415,0.0,0.125,1,0,0,0,8,8.0,0,0,2,0.0,9.0,0,3,2,205,0.09336981922388077,67.52173532359302
59,2,0,0,0,10.000000000000004,0,,13.798271642372823,0,,35.69139350185524,0,,41.0,20,41.0,0,1.2890000000000001,18311,0,83,0.0,1145.2565463169444,False,0.3007941222813579,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000002,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,28788,446,94,1.0,9509.020141672672,False,0.27354051449754496,11,1.6960000000000002,33211,0,0,0.0,0.0,False,-0.03817081293984766,9,5.312000000000002,14920,309,0,0.0,11028.640592073269,False,-0.40819831747120877,0.16666666666666666,122109,0.0,0.125,0,0,0,0,9,9.0,0,0,0,0.0,6.0,0,2,0,0,0.08699707500636578,67.60873239859939
60,0,0,0,0,10.000000000000004,0,,13.798271642372823,0,,36.07955523976083,10,41.0,41.0,20,41.0,0,1.2890000000000001,18311,0,83,0.0,1145.2565463169444,False,0.3007941222813579,0,3.980000000000001,-19421.555555555555,530,0,0.0,5300.000000000002,True,-2.1553045088899605,0,0.2,26879,0,0,0.0,0.0,False,0.0205406636798542,0,0.524,29198,436,94,1.0,9407.52462861207,False,0.2871805875277558,11,1.795,33031,0,0,0.0,0.0,False,-0.04338382229430334,9,5.393000000000001,14380,319,0,0.0,11509.378121483704,False,-0.41687598654053537,0.16666666666666666,121799,0.0,0.125,2,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,410,0.07920274138450623,67.68793513998389
