index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,22,0,0,0,10.000000000000002,20,10.0,24.573164323512522,13,8.384615384615385,35.444943730878194,0,,41.999999999999986,7,42.0,0,1.4150000000000003,58795,13,18,1.0,572.3169578232254,False,0.14447355788915037,8,3.1690000000000005,39440.0,342,0,0.0,3420.0000000000005,False,-0.20287468763923058,0,0.2,76689,113,141,1.0,7774.504634610741,False,0.02018500819560613,0,0.506,77572,40,93,1.0,4279.306339912173,False,0.00923822098650436,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,98061,123,27,1.0,5493.728078898017,False,-0.008733243790817666,0.6666666666666666,452253,0.0,0.0,10,0,0,14,2,2.0,8,22,20,162.0,63.0,11,11,20,582,1.6255649449885823,111.8048009829945
34,20,0,0,0,10.000000000000002,20,10.0,19.989839186241326,48,2.0,35.151318356596036,14,32.0,41.999999999999986,14,42.0,0,1.4150000000000003,58675,15,28,1.0,709.7154972147571,False,0.1434798006432671,48,3.641000000000001,38064.0,350,0,0.0,3500.0000000000005,False,-0.22875462487650852,0,0.2,76689,103,151,1.0,7366.802508028858,False,0.01760402691770824,0,0.506,77924,78,89,1.0,4687.674790263871,False,0.016280132120381065,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,98201,127,23,1.0,5430.217431287697,False,-0.007668849161777805,0.6666666666666666,451249,0.0,0.0,12,0,0,9,1,1.0,13,22,21,124.0,51.0,8,12,21,1236,1.455808878003154,113.26060986099765
35,21,0,0,0,10.0,20,10.0,19.893274717563806,23,19.0,36.50382100925961,16,49.0,41.999999999999986,11,42.0,0,1.4150000000000003,59027,13,20,1.0,527.8654943512761,False,0.14853713939863317,5,3.643000000000001,37804.0,362,0,0.0,3620.0,False,-0.23262886697789745,0,0.2,77036,116,145,1.0,7600.673913580045,False,0.023477969116887678,0,0.506,77924,68,99,1.0,4966.62096071104,False,0.01804601656523661,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97879,133,22,1.0,5779.008194231528,False,-0.009120279095384699,0.6666666666666666,451366,0.0,0.0,13,0,0,11,1,1.0,10,21,25,141.0,80.0,9,12,25,1878,1.8848151590209454,115.14542502001859
36,25,0,0,0,10.0,20,10.0,21.710985302061975,37,32.13513513513514,36.4469165764291,68,36.3235294117647,41.999999999999986,14,42.0,12,1.5350000000000001,59733,16,10,1.0,377.10985302061977,False,0.16075305438487322,5,3.688000000000001,37594.0,369,0,0.0,3690.0,False,-0.23601882881661276,0,0.2,77405,127,134,1.0,7641.181954603371,False,0.02840635812339128,0,0.506,78836,74,62,1.0,3866.3217400911903,False,0.02262744511465395,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,95997,191,18,1.0,7717.361066097958,False,-0.018096281731346628,0.6666666666666666,451261,0.0,0.0,14,0,0,10,2,1.75,14,24,28,163.0,87.0,11,14,28,3850,2.483589986048173,117.62901500606677
37,28,0,0,0,10.0,20,10.0,21.200756116856642,37,18.10810810810811,36.4469165764291,0,,41.999999999999986,7,42.0,7,1.5930000000000004,59995,19,10,1.0,402.00756116856644,False,0.16606946091052982,20,3.8830000000000005,36929.0,376,0,0.0,3760.0,False,-0.24822269143598782,0,0.2,77330,137,144,1.0,8152.859575015151,False,0.030695978672451593,0,0.506,78241,81,72,1.0,4341.4392389682835,False,0.018101841172471426,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96291,181,21,1.0,7478.891900333668,False,-0.016377773460442578,0.6666666666666666,450482,0.0,0.0,8,0,0,13,3,2.411764705882353,13,26,37,180.0,120.0,13,15,37,494,1.740818534977734,119.3698335410445
38,37,0,0,0,10.0,20,10.0,22.66160475826199,34,32.76470588235294,36.4469165764291,0,,41.999999999999986,11,42.0,20,1.7860000000000003,60365,16,10,1.0,386.6160475826199,False,0.17308773267325242,4,3.903000000000001,36687.0,389,0,0.0,3890.0,False,-0.25165139569571704,0,0.2,77326,131,154,1.0,8581.495376102403,False,0.033358837305350546,0,0.506,77131,101,82,1.0,5277.469239851647,False,0.009973596767944813,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96753,171,20,1.0,7072.422734569377,False,-0.013833274000111214,0.6666666666666666,449958,0.0,0.0,10,0,0,17,3,2.333333333333333,14,31,36,257.0,152.0,18,19,36,662,3.1536204619915225,122.52345400303602
39,36,0,0,0,10.0,20,10.0,23.453973765443322,42,28.023809523809526,35.95805821591034,5,17.0,41.999999999999986,9,42.0,20,1.9660000000000002,60745,12,10,1.0,354.5397376544332,False,0.18013811418993886,12,4.019,36216.0,403,0,0.0,4030.0,False,-0.2594192511090018,0,0.2,77314,123,164,1.0,8781.960320558825,False,0.03447595857637712,0,0.506,76051,131,87,1.0,6200.821628057274,False,0.0021449294019984396,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97046,166,21,1.0,6851.037663841116,False,-0.012040603053015235,0.6666666666666666,449068,0.0,0.0,10,0,0,9,5,4.333333333333333,19,28,37,221.0,160.0,16,20,37,663,3.211687897972297,125.73514190100832
40,37,0,0,0,9.999999999999998,20,10.0,23.453973765443322,0,,35.44292496272208,5,17.0,41.999999999999986,11,42.0,0,1.9460000000000006,60665,10,20,1.0,569.0794753088664,False,0.18066636455948773,0,4.007000000000001,36096.0,415,0,0.0,4149.999999999999,False,-0.26058152373941845,0,0.2,77399,113,169,1.0,8640.153354195127,False,0.0346544361639052,0,0.506,76051,121,97,1.0,6275.894547002684,False,0.00262018274418653,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97423,161,20,1.0,6546.310918998255,False,-0.009831699776794248,0.6666666666666666,449330,0.0,0.0,12,0,0,13,0,0.0,15,28,33,246.0,100.0,17,20,33,747,2.1609948970144615,127.89613679802278
41,33,0,0,0,9.999999999999998,20,10.0,23.453973765443322,0,,35.44292496272208,0,,41.999999999999986,10,42.0,0,1.9460000000000002,60555,11,30,1.0,813.6192129632997,False,0.1809040467714323,0,4.0070000000000014,36006.0,424,0,0.0,4239.999999999999,False,-0.261453228212231,0,0.2,77399,103,179,1.0,8760.042866167914,False,0.03541340347274001,0,0.506,76051,111,107,1.0,6395.784058975471,False,0.003379150053021342,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97843,151,20,1.0,6191.881669371034,False,-0.007444335719344716,0.6666666666666666,449550,0.0,0.0,10,0,0,18,0,0.0,12,30,21,219.0,93.0,17,16,21,620,2.141497104021255,130.03763390204404
42,21,0,0,0,9.999999999999998,20,10.0,23.19920344658962,36,21.38888888888889,36.95372200977374,26,46.57692307692308,41.99999999999999,12,42.0,0,1.9460000000000006,61045,8,24,1.0,636.7808827181509,False,0.18868315365939753,20,4.207000000000001,35426.0,437,0,0.0,4369.999999999999,False,-0.2714294016233074,0,0.2,77189,113,189,1.0,9605.763449311864,False,0.038108451604871155,0,0.506,76702,117,91,1.0,6077.0955061403965,False,0.009604058558534915,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97136,167,18,1.0,6927.271575632215,False,-0.010780799757944196,0.6666666666666666,449194,0.0,0.0,13,0,0,8,3,3.0,16,24,25,134.0,48.0,10,11,25,2475,1.6953738479642197,131.73300775000826
43,25,0,0,0,9.999999999999998,20,10.0,22.16161673174263,34,14.147058823529411,36.95372200977374,0,,41.999999999999986,9,42.0,0,1.9460000000000002,61390,5,19,1.0,471.07071790310994,False,0.19376121804140709,19,4.377000000000001,34727.0,450,0,0.0,4499.999999999999,False,-0.2837107490847103,0,0.2,77133,117,199,1.0,9946.699837558863,False,0.039557746306493086,0,0.506,76277,127,101,1.0,6546.851247918462,False,0.007196900862971765,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97514,157,19,1.0,6599.734355534478,False,-0.008674213560344137,0.6666666666666666,448737,0.0,0.0,11,0,0,8,2,2.0,14,22,29,115.0,75.0,10,15,29,993,1.6169733830029145,133.34998113301117
44,29,0,0,0,9.999999999999998,20,10.0,21.82532370096448,7,9.0,38.406769054065215,33,46.0,41.999999999999986,11,42.0,0,1.9460000000000006,61280,6,29,1.0,692.9343873279698,False,0.1937792688077792,7,4.428000000000001,34497.0,459,0,0.0,4589.999999999999,False,-0.28729442302849506,0,0.2,77070,114,209,1.0,10515.10163420958,False,0.0423583958003695,0,0.506,77795,117,78,1.0,5549.290859229931,False,0.02010135764623535,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96458,180,18,1.0,7669.218429731739,False,-0.01379986218862232,0.6666666666666666,448796,0.0,0.0,12,0,0,10,1,1.0,14,24,27,152.0,95.0,11,18,27,2180,1.8640813649981283,135.2140624980093
45,27,0,0,0,10.0,20,10.0,22.899053488391385,47,28.53191489361702,38.406769054065215,0,,41.99999999999998,13,42.0,8,2.0260000000000002,62239,9,10,1.0,318.9905348839138,False,0.2087343871422032,10,4.521000000000002,34127.0,466,0,0.0,4660.0,False,-0.2937837785483215,0,0.2,76215,133,219,1.0,11456.656536796336,False,0.037493710825228115,0,0.506,77309,125,88,1.0,6242.177362806662,False,0.018334413934862744,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97004,170,15,1.0,7159.150739191086,False,-0.01093872551923822,0.6666666666666666,448590,0.0,0.0,12,0,0,8,3,2.6666666666666665,14,22,24,134.0,111.0,10,17,24,1647,1.6780324940336868,136.89209499204298
46,24,0,0,0,10.0,20,10.0,22.830082277968145,34,22.294117647058822,38.064997461193244,3,17.0,41.99999999999998,11,42.0,2,2.0380000000000007,62511,8,10,1.0,308.3008227796814,False,0.2138998200683773,22,4.731000000000002,33523.0,477,0,0.0,4770.0,False,-0.30441857311663406,0,0.2,75897,143,229,1.0,11981.586184362697,False,0.03679057370263292,0,0.506,76920,129,95,1.0,6561.255372671249,False,0.01542918242556048,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97415,163,14,1.0,6792.5945861744985,False,-0.008699483823481265,0.6666666666666666,447962,0.0,0.0,11,0,0,14,6,5.166666666666667,11,25,27,153.0,70.0,11,13,27,713,2.6639400889980607,139.55603508104105
47,27,0,0,0,10.0,20,10.0,23.035194888190485,27,25.07407407407407,38.32158266566182,5,47.0,41.99999999999998,10,42.0,6,2.0960000000000005,62869,4,10,1.0,270.35194888190483,False,0.22046715561747574,11,4.819000000000002,33107.0,491,0,0.0,4910.0,False,-0.3111210119520369,0,0.2,75455,160,234,1.0,12652.881525875344,False,0.03544403488057615,0,0.506,76920,119,105,1.0,6764.95437158916,False,0.016718710412430355,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97600,158,14,1.0,6642.810061174568,False,-0.007616769287019346,0.6666666666666666,447647,0.0,0.0,10,0,0,12,4,3.375,14,26,25,155.0,70.0,12,15,25,855,2.639757914992515,142.19579299603356
48,25,0,0,0,10.0,20,10.0,22.833945983863202,3,5.0,38.2792699132796,13,37.76923076923077,41.99999999999998,6,42.0,0,2.0900000000000003,62749,6,20,1.0,516.678919677264,False,0.22052843615904982,3,4.838000000000001,32955.0,499,0,0.0,4990.0,False,-0.31329058752881467,0,0.2,75931,153,231,1.0,12336.105085498657,False,0.039465353406463836,0,0.506,76920,109,115,1.0,6891.016152268243,False,0.017516751615990013,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,97361,161,18,1.0,6918.962456038015,False,-0.008609176093268084,0.6666666666666666,447612,0.0,0.0,10,0,0,12,1,1.0,15,27,17,186.0,39.0,14,11,17,943,1.217390579986386,143.41318357601995
49,17,0,0,0,10.0,20,10.0,22.533349094105112,22,19.227272727272727,36.32440131409288,48,30.104166666666668,41.99999999999997,10,42.0,0,2.0900000000000003,63047,7,13,1.0,362.93353822336644,False,0.22481193981581243,5,4.885000000000002,32735.0,508,0,0.0,5080.0,False,-0.31668054936753,0,0.2,76112,160,224,1.0,11742.001749413623,False,0.0379960101631613,0,0.506,77761,104,94,1.0,5757.962029311662,False,0.020991884412344966,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96336,199,18,1.0,7984.555861504483,False,-0.013449123556951667,0.6666666666666666,447687,0.0,0.0,15,0,0,5,1,1.0,12,17,19,55.0,39.0,4,13,19,2473,1.248987404978834,144.66217098099878
50,19,0,0,0,10.0,20,10.0,23.319988580986884,16,35.0,36.14102694971719,8,32.0,41.999999999999986,12,42.0,3,2.1200000000000006,63430,6,10,1.0,293.1998858098689,False,0.23155570080981216,0,4.880000000000001,32625.0,519,0,0.0,5190.0,False,-0.31774596594541193,0,0.2,75552,166,234,1.0,12328.118410677645,False,0.03461623161402376,0,0.506,78017,94,96,1.0,5661.617513785617,False,0.023623214870385684,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96584,197,16,1.0,7791.782309094286,False,-0.01195827609200805,0.6666666666666666,447904,0.0,0.0,11,0,0,14,1,0.1875,12,26,16,112.0,51.0,12,7,16,960,1.6037637099507265,146.2659346909495
51,16,0,0,0,10.000000000000002,20,10.0,24.28361298443961,25,33.08,36.38347088555171,10,40.5,41.999999999999986,11,42.0,12,2.2370000000000005,63775,7,10,1.0,312.8361298443961,False,0.2384289573430873,3,4.910000000000002,32459.0,528,0,0.0,5280.000000000001,False,-0.32008988241675224,0,0.2,75540,169,234,1.0,12617.662781589395,False,0.03629727521200655,0,0.506,77607,96,106,1.0,6187.874760374683,False,0.021763659823597077,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96641,197,15,1.0,7797.543764453687,False,-0.011369455217247127,0.6666666666666666,447718,0.0,0.0,12,0,0,7,4,3.090909090909091,9,16,19,73.0,63.0,5,11,19,1067,1.3509828699752688,147.61691756092478
52,19,0,0,0,10.000000000000002,20,10.0,24.12454889353443,2,6.0,36.38347088555171,0,,41.999999999999986,0,,0,2.2250000000000005,63695,5,20,1.0,532.4909778706887,False,0.23900675065252594,2,4.927000000000001,32293.0,540,0,0.0,5400.000000000001,False,-0.32214323073048834,0,0.2,75528,161,244,1.0,12761.61926793366,False,0.03705666650587256,0,0.506,77607,86,116,1.0,6295.1938275679595,False,0.022443049223671036,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96641,187,25,1.0,7853.709055598169,False,-0.011093312147979489,0.6666666666666666,447460,0.0,0.0,6,0,0,7,1,1.0,15,22,22,129.0,75.0,9,10,22,200,1.3225955730304122,148.9395131339552
53,22,0,0,0,10.000000000000002,20,10.0,24.12454889353443,0,,36.38347088555171,0,,41.999999999999986,0,,0,2.2250000000000005,63595,5,30,1.0,773.7364668060329,False,0.2394062381768401,0,4.925000000000001,32193.0,550,0,0.0,5500.000000000001,False,-0.32311179125583556,0,0.2,75528,151,254,1.0,12884.208487853834,False,0.03783272446794108,0,0.506,77607,76,126,1.0,6417.783047488132,False,0.02321910718573937,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96641,177,35,1.0,7909.874346742652,False,-0.010817169078711851,0.6666666666666666,447260,0.0,0.0,6,0,0,10,0,0.0,14,24,18,156.0,96.0,10,12,18,200,1.426384838996455,150.36589797295164
54,18,0,0,0,10.000000000000002,20,10.0,22.59642133452782,64,17.65625,36.70168597330672,5,47.0,41.999999999999986,0,,0,2.2250000000000005,64562,3,11,1.0,278.56063467980607,False,0.25334212109602117,35,5.275000000000001,30822.0,562,0,0.0,5620.000000000001,False,-0.34850744823043994,0,0.2,75099,181,259,1.0,13595.688928635975,False,0.03690517414496952,0,0.506,77141,90,136,1.0,7025.107212477217,False,0.02116372852344343,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,96406,172,45,1.0,8202.689987408754,False,-0.011688316219867281,0.6666666666666666,445726,0.0,0.0,9,0,0,8,2,2.0,11,19,22,126.0,93.0,7,11,22,1482,1.1596373280044645,151.5255353009561
55,22,0,0,0,10.000000000000002,20,10.0,22.244167281416196,20,17.95,38.57957014614825,26,49.42307692307692,41.999999999999986,0,,2,2.2450000000000006,64736,1,10,1.0,232.44167281416196,False,0.25626602166489904,7,5.310000000000001,30536.0,574,0,0.0,5740.000000000001,False,-0.3528853418050094,0,0.2,75790,191,248,1.0,13816.36934699526,False,0.04705103281124342,0,0.506,77376,80,141,1.0,7219.252773120199,False,0.02536813940594176,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,95121,188,55,1.0,9562.95918747587,False,-0.017636095876554254,0.6666666666666666,445255,0.0,0.0,9,0,0,8,3,2.1538461538461537,14,22,30,144.0,111.0,9,13,30,1485,1.5962854009703733,153.12182070192648
56,30,0,0,0,10.000000000000002,20,10.0,22.906332379217545,13,35.0,37.71440225178309,24,32.0,41.999999999999986,0,,3,2.2730000000000006,65044,0,7,0.7,160.34432665452283,False,0.2615340480663127,0,5.303000000000002,30396.0,588,0,0.0,5880.000000000001,False,-0.3542413265404955,0,0.2,75790,181,258,1.0,13876.361941598414,False,0.047430819310718984,0,0.506,77689,83,127,1.0,6690.954673451509,False,0.025986646789467962,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,94353,202,65,1.0,10348.309254860184,False,-0.02132675201158263,0.6166666666666667,444968,0.0,0.0,9,0,0,11,1,0.23076923076923078,16,27,30,248.0,118.0,16,14,30,968,1.7690752100315876,154.89089591195807
57,30,0,0,0,10.000000000000002,20,10.0,21.74014860156413,16,5.3125,36.87366827271501,15,27.666666666666668,41.999999999999986,0,,0,2.2700000000000005,64946,1,16,1.0,357.8423776250261,False,0.2615485575966626,15,5.453000000000001,29850.0,597,0,0.0,5970.000000000001,False,-0.3639463030044747,0,0.2,76051,181,258,1.0,13448.37331124358,False,0.04802596358185139,0,0.506,77758,79,132,1.0,6584.795951521946,False,0.026188219793889463,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,93938,207,75,1.0,10782.849332452006,False,-0.023271075890634856,0.6666666666666666,444239,0.0,0.0,11,0,0,14,4,4.0,12,26,19,191.0,107.0,13,17,19,627,1.3836112300050445,156.2745071419631
58,19,0,0,0,10.000000000000002,20,10.0,21.05123109991131,13,9.538461538461538,36.87366827271501,0,,41.999999999999986,0,,0,2.2700000000000005,64856,0,26,1.0,547.3320085976941,False,0.2616404704162649,13,5.568000000000002,29422.0,608,0,0.0,6080.000000000001,False,-0.3711717645235651,0,0.2,75931,180,268,1.0,13671.364695071657,False,0.047918289579091757,0,0.506,77754,73,142,1.0,6772.8007650190575,False,0.027327750405276238,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,93938,197,85,1.0,10834.112649724855,False,-0.023019033935824183,0.6666666666666666,443597,0.0,0.0,7,0,0,13,3,3.0,8,21,25,100.0,73.0,9,10,25,200,2.3087527630268596,158.58325990498997
59,25,0,0,0,10.000000000000002,20,10.0,22.133732007607776,35,28.542857142857144,36.87366827271501,0,,41.999999999999986,0,,0,2.2700000000000005,65678,4,10,1.0,261.3373200760778,False,0.2747935737953632,9,5.645000000000002,29113.0,614,0,0.0,6140.000000000001,False,-0.3765763322550026,0,0.2,75413,192,278,1.0,14500.556325275465,False,0.046609077544728233,0,0.506,77273,76,152,1.0,7286.961210030872,False,0.024492676875939194,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,93938,187,95,1.0,10885.375966997704,False,-0.022766991981013507,0.6666666666666666,443111,0.0,0.0,9,0,0,12,2,2.0,12,24,20,148.0,69.0,11,14,20,1162,1.757000532001257,160.34026043699123
60,20,0,0,0,10.000000000000002,20,10.0,22.306239300818618,47,23.106382978723403,37.17805392931387,5,47.0,41.999999999999986,0,,12,2.3900000000000006,66003,7,10,1.0,293.0623930081862,False,0.2813964937431782,25,5.886000000000002,28410.0,621,0,0.0,6210.000000000001,False,-0.3895163008736416,0,0.2,75379,204,283,1.0,15071.862079362822,False,0.04979528297183423,0,0.506,76456,91,162,1.0,8052.712512923341,False,0.018996179591067246,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,93703,182,105,1.0,11176.405815135122,False,-0.023646919175114387,0.6666666666666666,441647,0.0,0.0,7,0,0,7,5,4.090909090909091,13,20,19,124.0,37.0,8,12,19,435,1.3148906520218588,161.6551510890131
61,19,0,0,0,10.000000000000002,20,10.0,22.115146758488105,5,13.0,37.17805392931387,0,,41.999999999999986,0,,0,2.3780000000000006,65968,7,15,1.0,401.7272013773216,False,0.281770985814243,0,5.8610000000000015,28310.0,631,0,0.0,6310.000000000001,False,-0.3904848613989888,0,0.2,75379,194,293,1.0,15183.508272435654,False,0.05050206548603265,0,0.506,76391,86,172,1.0,8296.527897071963,False,0.01971669429155989,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,93703,172,115,1.0,11224.625275841983,False,-0.02340984268878829,0.6666666666666666,441447,0.0,0.0,7,0,0,10,0,0.0,9,19,20,81.0,54.0,6,13,20,265,1.2479719149996527,162.90312300401274
62,20,0,0,0,10.000000000000002,20,10.0,22.940567074979008,15,35.0,38.387280183952214,18,48.44444444444444,41.999999999999986,0,,0,2.3780000000000006,66383,8,10,1.0,309.4056707497901,False,0.28891584827257016,0,5.8610000000000015,28220.0,640,0,0.0,6400.000000000001,False,-0.39135656587180134,0,0.2,75614,184,298,1.0,15660.473836613895,False,0.05649688433196112,0,0.506,76503,91,169,1.0,8575.041954911014,False,0.02289788784097024,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,92831,180,125,1.0,12159.710433111397,False,-0.027386964909576535,0.6666666666666666,441247,0.0,0.0,10,0,0,10,0,0.0,13,23,20,129.0,33.0,9,11,20,1597,1.449449749023188,164.35257275303593
63,20,0,0,0,10.0,20,10.0,25.398886646616706,50,35.76,38.377169684873735,12,38.25,41.999999999999986,0,,38,2.7580000000000005,66409,10,10,1.0,353.98886646616705,False,0.28985131498039785,2,5.881000000000001,28094.0,648,0,0.0,6480.0,False,-0.39302248997539857,0,0.2,75010,192,308,1.0,16696.75449909152,False,0.05540980539294734,0,0.506,75778,113,167,1.0,9279.061528441602,False,0.018175416730657697,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,92372,182,135,1.0,12654.644882647019,False,-0.02946701501215864,0.6666666666666666,439359,0.0,0.0,9,0,0,10,4,3.375,10,20,19,124.0,51.0,8,12,19,659,1.2679018859635107,165.62047463899944
64,19,0,0,0,10.0,20,10.0,25.107279638899865,4,8.0,38.727429349249206,5,49.0,41.999999999999986,0,,0,2.7200000000000006,66289,12,20,1.0,622.1455927779973,False,0.29012402991668435,4,5.919000000000001,27930.0,656,0,0.0,6560.0,False,-0.3954245200782597,0,0.2,75255,182,313,1.0,16691.210280594776,False,0.05847668000680386,0,0.506,75746,107,177,1.0,9541.233916179395,False,0.01942995819414166,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,92127,177,145,1.0,12944.754994817107,False,-0.03044979647765346,0.6666666666666666,439043,0.0,0.0,8,0,0,11,1,1.0,9,20,26,63.0,69.0,6,13,26,445,1.4557773619890213,167.07625200098846
65,26,0,0,0,10.0,20,10.0,24.50196258596506,10,11.5,39.15950877464213,19,42.26315789473684,41.999999999999986,0,,0,2.7200000000000006,66209,10,30,1.0,835.0588775789518,False,0.29063652710593113,10,6.0150000000000015,27605.0,668,0,0.0,6680.0,False,-0.4005578908626,0,0.2,75140,182,323,1.0,17107.87852485505,False,0.059658393841983244,0,0.506,76549,97,168,1.0,8955.487844978488,False,0.025888733160583984,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,91324,186,155,1.0,13793.668632083434,False,-0.03417209805654388,0.6666666666666666,438523,0.0,0.0,9,0,0,17,2,2.0,11,28,25,201.0,52.0,14,12,25,1003,1.8907941569923423,168.9670461579808
66,25,0,0,0,10.0,20,10.0,24.50942551855395,52,24.53846153846154,39.15950877464213,0,,41.999999999999986,0,,4,2.7600000000000007,67231,12,10,1.0,365.0942551855395,False,0.3058820124284286,18,6.185000000000001,26916.0,676,0,0.0,6760.0,False,-0.413129806481607,0,0.2,74508,192,333,1.0,17745.926121518187,False,0.05569576689320472,0,0.506,75905,119,178,1.0,9887.01419859422,False,0.023632056662240965,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,91324,176,165,1.0,13822.07354433701,False,-0.034032442060961066,0.6666666666666666,437580,0.0,0.0,8,0,0,15,4,3.235294117647059,12,27,20,221.0,44.0,15,10,20,829,1.5871236919774674,170.55416984995827
67,20,0,0,0,10.000000000000002,20,10.0,25.014986864582884,19,31.105263157894736,39.15950877464213,0,,41.999999999999986,0,,5,2.806000000000001,67561,10,10,1.0,350.14986864582886,False,0.3121297664669413,4,6.207000000000002,26716.0,688,0,0.0,6880.000000000001,False,-0.41584177595257926,0,0.2,74472,186,343,1.0,18084.499066514665,False,0.05738332193736966,0,0.506,75350,124,188,1.0,10463.846020840998,False,0.02025680547998918,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,91324,166,175,1.0,13850.47845659059,False,-0.03389278606537825,0.6666666666666666,437119,0.0,0.0,6,0,0,12,2,1.3333333333333333,9,21,20,147.0,48.0,9,11,20,200,1.4120286839897744,171.96619853394805
