index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
104,17,0,0,0,10.0,20,10.0,23.854244995763427,21,28.761904761904763,35.373142193849446,10,48.0,42.0,9,42.0,6,4.445000000000001,75806,43,10,1.0,668.5424499576343,False,0.47492922195491966,5,9.376,13141.0,1025,0,0.0,10250.0,False,-0.6461654688801504,0,0.2,72786,227,549,1.0,24834.768678461645,False,0.07876964801132941,0,0.506,76436,247,160,1.0,11551.701264969477,False,0.040893502728276576,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,83222,358,256,1.0,23415.5849053981,False,-0.0665336645227044,0.6666666666666666,423087,0.0,0.0,12,0,0,6,3,2.375,4,10,23,175.0,81.0,10,7,23,1058,1.3089014620054513,236.16836553718895
105,23,0,0,0,10.0,20,10.0,23.854244995763427,0,,36.30243341705757,15,47.0,42.00000000000001,10,42.0,0,4.439000000000001,75736,40,20,1.0,877.0848999152686,False,0.47559309706831515,0,9.371,13011.0,1038,0,0.0,10380.0,False,-0.6474245975631017,0,0.2,73256,217,549,1.0,25106.40711004527,False,0.08643999335320235,0,0.506,76671,237,165,1.0,11643.357577810431,False,0.04444909965441773,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82937,363,256,1.0,23929.7833303919,False,-0.06680801934003358,0.6666666666666666,423307,0.0,0.0,12,0,0,7,0,0.0,5,12,24,155.0,102.0,12,11,24,1325,1.5944150739815086,237.76278061117046
106,24,0,0,0,10.0,20,10.0,24.9875970446813,35,32.142857142857146,36.481162583499675,10,39.5,42.00000000000001,14,42.0,10,4.5390000000000015,76476,38,10,1.0,629.875970446813,False,0.48753342473748934,5,9.421000000000003,12761.0,1050,0,0.0,10500.0,False,-0.6511051275594212,0,0.2,72366,242,554,1.0,26257.562556071694,False,0.08245905748190538,0,0.506,76831,227,170,1.0,11873.9821683376,False,0.047934859641042216,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,83130,363,252,1.0,23826.662017810384,False,-0.06541721396214999,0.6666666666666666,423260,0.0,0.0,14,0,0,10,2,1.6666666666666665,2,12,26,171.0,95.0,12,12,26,1738,1.5314275579876266,239.29420816915808
107,26,0,0,0,10.0,20,10.0,25.275062596433333,21,28.428571428571427,35.281651369014874,36,29.916666666666668,42.00000000000001,14,42.0,6,4.589,76794,38,10,1.0,632.7506259643333,False,0.4937213124572801,5,9.466000000000001,12517.0,1060,0,0.0,10600.0,False,-0.6548631423977684,0,0.2,72362,236,564,1.0,25863.766144882655,False,0.07991546266796647,0,0.506,77315,234,144,1.0,10994.922444703541,False,0.048497901070519565,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,82641,389,248,1.0,24140.56238254679,False,-0.06868233567423115,0.6666666666666666,423325,0.0,0.0,11,0,0,10,3,2.375,6,16,34,228.0,90.0,16,10,34,1865,1.7303833999903873,241.02459156914847
108,34,0,0,0,10.0,20,10.0,25.52145608025175,12,30.166666666666668,34.90485230767534,23,32.0,42.00000000000001,0,,0,4.583,77074,35,10,1.0,605.2145608025176,False,0.4988785479418334,2,9.481000000000002,12341.0,1073,0,0.0,10730.0,False,-0.6570133467640393,0,0.2,72000,238,574,1.0,26109.49177170556,False,0.07688771980771293,0,0.506,78051,224,131,1.0,10289.341814281863,False,0.05334976206149411,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,81905,402,258,1.0,24867.75062768549,False,-0.07234428774147712,0.6666666666666666,423067,0.0,0.0,8,0,0,9,1,1.0,7,16,29,231.0,96.0,16,18,29,1286,1.7099816289846785,242.73457319813315
109,29,0,0,0,10.0,20,10.0,24.51306712177965,16,11.0,35.28522192047942,5,49.0,42.00000000000001,0,,6,4.643000000000001,76976,35,10,1.0,595.1306712177965,False,0.49688250073821555,0,9.479000000000001,12241.0,1083,0,0.0,10830.0,False,-0.6579819072893865,0,0.2,72245,228,579,1.0,26019.122795723342,False,0.07941760651618944,0,0.506,77875,230,141,1.0,10613.221728796918,False,0.053171746276347305,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,81660,397,268,1.0,25264.233102430335,False,-0.07280407733622597,0.6666666666666666,422693,0.0,0.0,7,0,0,7,1,0.375,5,12,32,173.0,81.0,12,17,32,445,1.6220792589592747,244.35665245709242
110,32,0,0,0,10.0,20,10.0,24.960699820128426,21,29.38095238095238,34.72380213087042,5,16.0,42.00000000000001,0,,6,4.697000000000001,77334,31,10,1.0,559.6069982012842,False,0.5034733258257102,5,9.529000000000002,11981.0,1097,0,0.0,10970.0,False,-0.661662437285706,0,0.2,72220,223,589,1.0,26018.55551497132,False,0.07909748749696968,0,0.506,77363,236,146,1.0,10960.40026865739,False,0.04888708989806155,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,81580,392,278,1.0,25287.730435301208,False,-0.07347520829088067,0.6666666666666666,422174,0.0,0.0,8,0,0,7,2,1.375,8,15,30,205.0,66.0,15,17,30,280,1.589498649991583,245.946151107084
111,30,0,0,0,10.0,20,10.0,25.733043813530237,29,31.20689655172414,33.82091334198832,8,16.375,42.00000000000001,7,42.0,14,4.831000000000001,77654,30,10,1.0,557.3304381353023,False,0.5096500633257977,5,9.574000000000002,11791.0,1108,0,0.0,11080.0,False,-0.6642775507041435,0,0.2,72271,213,596,1.0,25638.40268410698,False,0.07733662533303148,0,0.506,76538,255,151,1.0,11668.884087090446,False,0.0429267686757137,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,81743,390,281,1.0,24992.156203375445,False,-0.07332561652682784,0.6666666666666666,421693,0.0,0.0,11,0,0,5,3,2.166666666666667,10,15,31,211.0,61.0,15,15,31,625,1.4425784120103344,247.38872951909434
112,31,0,0,0,10.0,20,10.0,24.010802334726616,49,16.591836734693874,33.81197557949941,9,33.666666666666664,42.00000000000001,0,,4,4.857,77959,29,10,1.0,530.1080233472662,False,0.5152946169667326,35,9.919000000000002,10551.0,1119,0,0.0,11190.0,False,-0.6872324351548729,0,0.2,71729,251,601,1.0,26347.708709295526,False,0.07496460401924185,0,0.506,76570,246,157,1.0,11215.137540324155,False,0.04045945620726339,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,81440,389,291,1.0,25374.858500425275,False,-0.07442348518906708,0.6666666666666666,419945,0.0,0.0,10,0,0,8,8,7.166666666666667,6,14,37,220.0,96.0,14,17,37,503,1.779041922010947,249.1677714411053
113,37,0,0,0,10.0,20,10.0,22.735979110592144,25,10.8,35.462658714527926,20,47.0,42.00000000000001,6,42.0,0,4.8530000000000015,77849,30,20,1.0,754.7195822118429,False,0.5153392827054979,25,10.134,9742.0,1128,0,0.0,11280.0,False,-0.7020320399821784,0,0.2,72164,266,596,1.0,27183.515037276153,False,0.08576330706538288,0,0.506,76805,236,162,1.0,11110.64178185327,False,0.04277330139685801,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,80752,399,295,1.0,26539.600827096645,False,-0.07546215767042637,0.6666666666666666,419008,0.0,0.0,12,0,0,10,4,4.0,9,19,35,289.0,87.0,19,18,35,1392,2.0736469029798172,251.2414183440851
114,35,0,0,0,10.0,20,10.0,22.573900512536262,31,21.35483870967742,35.11246214215976,21,32.714285714285715,42.00000000000001,3,42.0,0,4.8530000000000015,78245,33,15,1.0,668.6085076880439,False,0.5221762441904582,16,10.269000000000002,9288.0,1135,0,0.0,11350.0,False,-0.7101485771845882,0,0.2,72267,268,601,1.0,27152.395084797732,False,0.08687039505708721,0,0.506,76727,245,156,1.0,11008.149719748308,False,0.04113690283702803,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,80191,410,302,1.0,27080.1094782855,False,-0.07832112630641566,0.6666666666666666,418414,0.0,0.0,11,0,0,11,2,2.0,6,17,26,197.0,79.0,17,18,26,1539,1.6399639730225317,252.88138231710764
115,26,0,0,0,10.0,20,10.0,22.376701945572435,5,13.0,35.11246214215976,0,,42.00000000000001,0,,0,4.853000000000001,78170,37,20,1.0,817.5340389114488,False,0.522165837310031,0,10.253,9228.0,1141,0,0.0,11410.0,False,-0.7107297134997966,0,0.2,72267,258,611,1.0,27226.9034708173,False,0.08734207459178872,0,0.506,76662,240,166,1.0,11199.077182535904,False,0.041522607572205675,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,80191,400,312,1.0,27148.984856863906,False,-0.07798249264049759,0.6666666666666666,418214,0.0,0.0,8,0,0,7,0,0.0,5,12,23,156.0,72.0,12,14,23,265,1.5294918830040842,254.41087420011172
116,23,0,0,0,10.0,20,10.0,23.83733656792632,56,29.535714285714285,34.74265477829874,20,32.0,42.00000000000001,0,,24,5.093000000000001,78734,38,10,1.0,618.3733656792632,False,0.5311622083730049,12,10.373000000000001,8871.0,1150,0,0.0,11500.0,False,-0.7167735311779633,0,0.2,71558,277,621,1.0,28178.13084663911,False,0.08438714420145796,0,0.506,76357,257,156,1.0,11546.049643371669,False,0.03985749691937189,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,79551,410,322,1.0,27768.488459102486,False,-0.08122989862382744,0.6666666666666666,416767,0.0,0.0,9,0,0,5,4,3.8235294117647056,5,10,14,143.0,50.0,10,13,14,1435,1.340272325964179,255.7511465260759
117,14,0,0,0,10.0,20,10.0,23.258171293102613,39,19.589743589743588,34.855878728959865,8,37.0,42.00000000000001,0,,6,5.129000000000001,79059,36,10,1.0,592.5817129310261,False,0.5372080440204078,23,10.591000000000001,8091.0,1162,0,0.0,11620.0,False,-0.7307208027429634,0,0.2,71626,282,623,1.0,28274.01675279693,False,0.08585511099235868,0,0.506,75821,271,166,1.0,12089.040289438146,False,0.0365085734055744,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,79255,408,332,1.0,28165.198521415627,False,-0.08219006390902486,0.6666666666666666,415548,0.0,0.0,8,0,0,1,6,5.285714285714286,1,2,24,21.0,51.0,2,12,24,496,0.9188803199795075,256.6700268460554
118,24,0,0,0,10.0,20,10.0,23.258171293102613,0,,34.855878728959865,0,,42.00000000000001,0,,0,5.123000000000001,78959,36,20,1.0,825.1634258620522,False,0.5375236176303397,0,10.567999999999998,7991.0,1172,0,0.0,11720.0,False,-0.7316893632683107,0,0.2,71626,272,633,1.0,28389.993827155507,False,0.08658931039449179,0,0.506,75821,261,176,1.0,12205.017363796718,False,0.03724277280770751,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,79255,398,342,1.0,28236.63973412603,False,-0.08183881502651999,0.6666666666666666,415348,0.0,0.0,6,0,0,5,0,0.0,4,9,24,136.0,75.0,9,15,24,200,1.4182163520017639,258.08824319805717
119,24,0,0,0,10.0,20,10.0,23.500943924157408,5,36.0,32.96514794666288,17,17.0,42.00000000000001,0,,0,5.123000000000001,79039,36,25,1.0,947.5235981039352,False,0.540258446797977,0,10.568000000000001,7891.0,1182,0,0.0,11820.0,False,-0.7326579237936579,0,0.2,71622,264,639,1.0,27268.978733895136,False,0.07944201674998824,0,0.506,75934,254,173,1.0,11672.21035150866,False,0.0353005137341968,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,78966,405,352,1.0,28134.88491839847,False,-0.08518090722153056,0.6666666666666666,415148,0.0,0.0,15,0,0,5,0,0.0,5,10,27,136.0,87.0,10,14,27,669,2.440773723006714,260.5290169210639
120,27,0,0,0,10.0,20,10.0,24.144233237708622,49,27.244897959183675,32.53508631503884,4,17.0,42.00000000000001,0,,9,5.213000000000001,79926,37,10,1.0,611.4423323770862,False,0.5541855600447192,15,10.718000000000002,7367.0,1191,0,0.0,11910.0,False,-0.7419367336264843,0,0.2,70923,281,649,1.0,27899.80055825633,False,0.07458535209450466,0,0.506,75366,266,179,1.0,12246.146491622447,False,0.031742336808528754,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,78898,399,362,1.0,28185.4994397005,False,-0.08560071468051592,0.6666666666666666,414176,0.0,0.0,8,0,0,6,5,4.529411764705882,5,11,23,178.0,94.0,11,16,23,897,1.4903774129925296,262.0193943340564
121,23,0,0,0,10.0,20,10.0,24.78125571037343,16,35.0,32.53508631503884,0,,42.00000000000001,0,,6,5.264000000000001,80172,41,10,1.0,657.8125571037343,False,0.5594000015216446,0,10.703,7307.0,1197,0,0.0,11970.0,False,-0.7425178699416927,0,0.2,70923,271,659,1.0,28156.34217912179,False,0.0762094032762009,0,0.506,74806,272,189,1.0,12889.632866763914,False,0.02872574046468763,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,78898,389,372,1.0,28280.148576550113,False,-0.08513536138810707,0.6666666666666666,413802,0.0,0.0,6,0,0,7,1,0.375,6,13,23,186.0,45.0,13,10,23,200,1.4034921299898997,263.4228864640463
122,23,0,0,0,10.0,20,10.0,25.638932989127646,29,32.89655172413793,34.70098194482248,45,41.133333333333326,42.00000000000001,0,,16,5.418000000000001,80476,40,10,1.0,656.3893298912765,False,0.56527506469879,3,10.733,7123.0,1208,0,0.0,12080.0,False,-0.7450167560970885,0,0.2,70770,277,662,1.0,30074.03448546084,False,0.08641231220696387,0,0.506,75856,275,161,1.0,12637.564665126523,False,0.040424176806908706,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,77047,424,382,1.0,30757.216344604734,False,-0.09115788062163342,0.6666666666666666,412968,0.0,0.0,12,0,0,6,6,5.3076923076923075,3,9,22,105.0,52.0,9,14,22,2087,1.5020576600218192,264.92494412406813
123,22,0,0,0,10.000000000000002,20,10.0,25.189670773118195,5,3.0,35.75051580180158,15,47.0,42.00000000000001,0,,0,5.402000000000002,80376,40,20,1.0,903.793415462364,False,0.5657342019590335,5,10.780000000000001,6893.0,1218,0,0.0,12180.000000000002,False,-0.7485035739883386,0,0.2,70770,267,672,1.0,30749.988715233223,False,0.09069147853455992,0,0.506,76546,270,156,1.0,12378.29157382296,False,0.0475190016321628,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,76342,429,392,1.0,31800.971278972884,False,-0.09295856632034252,0.6666666666666666,412623,0.0,0.0,5,0,0,4,1,1.0,6,10,26,102.0,63.0,10,12,26,905,1.2803301439853385,266.2052742680535
124,26,0,0,0,10.000000000000002,20,10.0,24.737047600051934,28,21.071428571428573,35.288112297527114,4,17.0,42.00000000000001,0,,0,5.402000000000002,80736,43,16,1.0,825.792761600831,False,0.571952354198718,14,10.915000000000004,6434.0,1225,0,0.0,12250.000000000002,False,-0.7567169672432831,0,0.2,70180,285,682,1.0,31116.551152928296,False,0.08554196622602805,0,0.506,76614,260,162,1.0,12148.306568212894,False,0.046924024260039596,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,76274,423,402,1.0,31810.871501853973,False,-0.09357855027801497,0.6666666666666666,411934,0.0,0.0,8,0,0,6,5,5.0,6,12,19,173.0,87.0,12,14,19,758,1.3176280159968883,267.52290228405036
125,19,0,0,0,10.000000000000002,20,10.0,24.101546682689865,7,3.2857142857142856,36.75959765007779,20,47.5,42.00000000000001,0,,0,5.402000000000002,80586,48,26,1.0,1106.6402137499367,False,0.5717668501806358,7,10.971,6190.0,1230,0,0.0,12300.000000000002,False,-0.7609592623443039,0,0.2,71120,277,672,1.0,31378.578051957364,False,0.0991021881691864,0,0.506,76601,255,172,1.0,12468.545199899294,False,0.04878671849218363,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,75324,433,412,1.0,33220.905782483685,False,-0.09598752270254635,0.6666666666666666,411517,0.0,0.0,9,0,0,3,3,3.0,4,7,19,119.0,81.0,7,12,19,1150,1.1231668799882755,268.64606916403864
126,19,0,0,0,10.0,20,10.0,25.004102500827482,16,37.0,36.75959765007779,0,,42.00000000000001,0,,0,5.402,81088,47,20,1.0,970.0820500165496,False,0.5801685493870615,0,10.964000000000002,6080.0,1241,0,0.0,12410.0,False,-0.7620246789221858,0,0.2,70528,283,682,1.0,32146.20660508723,False,0.09646632527086701,0,0.506,76601,245,182,1.0,12816.251885016889,False,0.05098789524839131,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,75324,423,422,1.0,33273.309805982906,False,-0.09572987233527906,0.6666666666666666,411317,0.0,0.0,8,0,0,6,0,0.0,1,7,23,101.0,101.0,7,12,23,792,1.5407782389665954,270.18684740300523
127,23,0,0,0,10.0,20,10.0,25.45105573470067,20,30.05,35.58257933184296,10,18.0,42.00000000000001,0,,0,5.402000000000002,81601,44,11,1.0,719.9616130817074,False,0.5876834125591472,1,10.974000000000002,5939.0,1254,0,0.0,12540.0,False,-0.7634968909207136,0,0.2,69992,288,692,1.0,31953.04894922912,False,0.08845717346502446,0,0.506,76716,240,182,1.0,12584.282814723578,False,0.05097542993798324,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,75144,423,432,1.0,33195.43105736958,False,-0.09788275321856528,0.6666666666666666,411088,0.0,0.0,9,0,0,8,1,1.0,4,12,23,176.0,33.0,12,11,23,963,1.6040995859657414,271.790946988971
128,23,0,0,0,10.0,20,10.0,24.86388776469434,5,1.0,37.29795940946805,30,45.5,42.00000000000001,0,,0,5.402000000000002,81501,44,21,1.0,962.1416430585812,False,0.5880919516790827,5,11.023000000000001,5699.0,1264,0,0.0,12640.0,False,-0.7671774209170331,0,0.2,70957,283,682,1.0,32473.688554665707,False,0.10397108553003034,0,0.506,77111,230,182,1.0,12506.922798402884,False,0.0554868374971696,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,73779,443,442,1.0,35086.99601839435,False,-0.10200501485606925,0.6666666666666666,410743,0.0,0.0,10,0,0,5,1,1.0,5,10,28,143.0,52.0,10,13,28,1565,1.5078266310156323,273.2987736199866
129,28,0,0,0,10.0,20,10.0,24.961186571550016,6,28.0,37.29795940946805,0,,42.00000000000001,0,,0,5.402000000000002,81579,43,25,1.0,1054.0296642887504,False,0.5904928971997825,0,11.018,5589.0,1275,0,0.0,12750.0,False,-0.7682428374949151,0,0.2,70825,278,692,1.0,32749.397778242797,False,0.10404521142945733,0,0.506,77075,221,192,1.0,12677.630438930419,False,0.056111711775660364,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,73779,433,452,1.0,35134.01642429967,False,-0.10177383365963419,0.6666666666666666,410543,0.0,0.0,10,0,0,8,0,0.0,6,14,27,208.0,87.0,14,14,27,368,1.4613807640271261,274.76015438401373
130,27,0,0,0,10.0,20,10.0,25.31080430514785,23,27.956521739130434,38.67625267348849,19,50.0,42.00000000000001,0,,0,5.402000000000002,82068,47,18,1.0,925.5944774926613,False,0.5987214466177158,6,11.078000000000003,5361.0,1281,0,0.0,12810.0,False,-0.7720783371752901,0,0.2,71132,291,683,1.0,33781.324628790666,False,0.11446484407074185,0,0.506,77075,211,202,1.0,13153.18274843087,False,0.059122222458477085,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72829,442,462,1.0,36498.90368168191,False,-0.10440477658078047,0.6666666666666666,410161,0.0,0.0,9,0,0,4,2,2.0,5,9,30,135.0,129.0,9,18,30,1779,1.2338951979763806,275.9940495819901
131,30,0,0,0,10.0,20,10.0,26.581774338232773,44,31.704545454545453,37.263502052041815,10,15.0,42.00000000000001,0,,19,5.592000000000001,82679,48,10,1.0,745.8177433823278,False,0.6088160097571076,7,11.142000000000005,5083.0,1290,0,0.0,12900.0,False,-0.7765918292234082,0,0.2,70661,300,693,1.0,33798.13922353481,False,0.1086079057477325,0,0.506,76301,226,202,1.0,13534.708414953053,False,0.051737790983724496,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72679,442,472,1.0,36294.46790700249,False,-0.10688489268504914,0.6666666666666666,409099,0.0,0.0,9,0,0,10,4,3.5833333333333335,4,14,36,194.0,111.0,14,16,36,830,1.817297995032277,277.8113475770224
132,36,0,0,0,10.0,20,10.0,25.03791661247843,41,17.536585365853657,37.263502052041815,0,,42.00000000000001,0,,8,5.6530000000000005,82977,48,10,1.0,730.3791661247843,False,0.6144390985231853,23,11.365000000000002,4226.0,1300,0,0.0,13000.0,False,-0.7922243961025125,0,0.2,70629,294,703,1.0,33557.38942665405,False,0.10667866999223911,0,0.506,75614,253,212,1.0,14234.455337989908,False,0.04746939389981199,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72679,432,482,1.0,36341.832886482065,False,-0.10665201735327808,0.6666666666666666,407821,0.0,0.0,6,0,0,16,4,3.888888888888889,6,22,30,307.0,117.0,22,14,30,515,2.1063911259989254,279.9177387030213
133,30,0,0,0,10.0,20,10.0,24.89828837708009,8,21.125,37.700952259984064,20,41.0,42.00000000000001,11,42.0,0,5.645000000000001,82897,46,20,1.0,957.9657675416017,False,0.6150937156649324,8,11.421999999999999,4036.0,1312,0,0.0,13120.0,False,-0.7947426534684152,0,0.2,70695,292,708,1.0,33962.57440617611,False,0.11007934976435205,0,0.506,76199,243,207,1.0,13854.381193447163,False,0.052470064023746925,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72321,442,481,1.0,36865.82089891296,False,-0.10759606622230489,0.6666666666666666,407844,0.0,0.0,14,0,0,9,2,2.0,5,14,37,181.0,124.0,14,16,37,1482,2.0245999559992924,281.9423386590206
134,37,0,0,0,10.0,20,10.0,24.89828837708009,0,,37.700952259984064,0,,42.00000000000001,0,,0,5.645000000000001,82807,45,30,1.0,1196.9486513124027,False,0.6156650005938479,0,11.414000000000003,3926.0,1323,0,0.0,13230.0,False,-0.7958080700462972,0,0.2,70695,282,718,1.0,34090.60104500514,False,0.11088982961310893,0,0.506,76199,233,217,1.0,13982.407832276203,False,0.05328054387250381,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72321,432,491,1.0,36908.81137631312,False,-0.10738469862967508,0.6666666666666666,407644,0.0,0.0,7,0,0,14,0,0.0,2,16,30,257.0,119.0,16,21,30,200,1.8102578219841234,283.75259648100473
135,30,0,0,0,10.0,20,10.0,24.82966628101363,42,24.5,35.97327830251355,14,17.0,42.00000000000001,0,,1,5.655000000000001,83693,41,10,1.0,658.2966628101362,False,0.6276107225733698,11,11.524000000000003,3471.0,1337,0,0.0,13370.0,False,-0.8032659860914708,0,0.2,69759,309,724,1.0,33717.020371853025,False,0.09667405466975403,0,0.506,76344,228,217,1.0,13467.365303716548,False,0.051855899468971,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,72083,436,501,1.0,36726.34933989591,False,-0.11062210244308571,0.6666666666666666,407046,0.0,0.0,12,0,0,10,5,4.076923076923077,1,11,39,147.0,84.0,11,19,39,958,1.7263181599555537,285.4789146409603
136,39,0,0,0,10.0,20,10.0,24.0386442499823,40,19.700000000000003,34.67037113821389,10,15.0,42.00000000000001,0,,10,5.754000000000001,83763,43,10,1.0,670.386442499823,False,0.6290838041425316,20,11.713000000000001,3077.0,1345,0,0.0,13450.0,False,-0.8101233946109292,0,0.2,69386,324,734,1.0,33236.57315244326,False,0.08890996146237926,0,0.506,76079,233,217,1.0,13124.47464723829,False,0.0463300159988244,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71933,436,511,1.0,36578.28181626126,False,-0.11282507760255434,0.6666666666666666,405934,0.0,0.0,10,0,0,10,3,3.0,4,14,46,187.0,129.0,14,25,46,480,1.94855114701204,287.4274657879723
137,46,0,0,0,10.0,20,10.0,23.966115341284677,2,15.5,35.93308711210414,14,49.0,42.00000000000001,0,,0,5.744000000000001,83703,39,20,1.0,869.3223068256935,False,0.6298483457647337,2,11.713000000000003,2909.0,1359,0,0.0,13590.0,False,-0.8120217732406098,0,0.2,70041,316,730,1.0,33804.44603968198,False,0.10079794155429062,0,0.506,76079,223,227,1.0,13501.254495554123,False,0.04871524205232925,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71247,440,521,1.0,37692.558329325824,False,-0.11409220456396608,0.6666666666666666,405675,0.0,0.0,7,0,0,12,2,2.0,6,18,44,238.0,159.0,18,28,44,886,1.979613647039514,289.40707943501184
138,44,0,0,0,10.0,20,10.0,23.50871657251469,49,21.53061224489796,36.30699943743754,5,47.0,42.00000000000001,9,42.0,6,5.804000000000001,84389,37,10,1.0,605.0871657251469,False,0.6405777189017023,23,11.941000000000003,2237.0,1371,0,0.0,13710.0,False,-0.8238769540708599,0,0.2,69486,321,740,1.0,34413.47760348099,False,0.09762653264972385,0,0.506,75814,247,232,1.0,14229.876862896639,False,0.049972632137047904,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71390,435,522,1.0,37717.54475528533,False,-0.11256320427900156,0.6666666666666666,405012,0.0,0.0,12,0,0,11,2,1.5454545454545454,6,17,41,219.0,168.0,17,27,41,1368,1.8607422990025952,291.26782173401443
139,41,0,0,0,10.0,20,10.0,22.329384702504978,18,6.944444444444445,36.04112759135258,10,32.5,42.00000000000001,11,42.0,0,5.798000000000001,84329,33,20,1.0,776.5876940500996,False,0.641076532689403,18,12.098000000000004,1565.0,1385,0,0.0,13850.0,False,-0.8355384227960405,0,0.2,69615,323,745,1.0,34063.031314466774,False,0.09704129620968568,0,0.506,75885,243,237,1.0,13967.787721859271,False,0.049212401065174737,0,0.2,101696,0,0,0.0,0.0,False,0.0,0,0.5780000000000001,71527,435,521,1.0,37559.89050223838,False,-0.11199117712477194,0.6666666666666666,404617,0.0,0.0,12,0,0,10,4,4.0,4,14,40,184.0,119.0,14,27,40,987,2.562734089035075,293.8305558230495
