index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,4,0,0,0,10.000000000000002,20,10.0,2.601827962767691,15,1.3333333333333333,45.79842185161296,7,29.714285714285715,47.99999999999999,10,48.0,5,1.2760000000000002,8041,298,0,0.0,2980.0000000000005,False,-0.3031366527747313,10,1.1370000000000002,8168,322,0,0.0,3220.0000000000005,False,-0.28507713679900565,0,0.2,27949,5,88,1.0,4043.2702627557787,False,0.31311930999727877,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.2080000000000002,32329,0,19,0.5,911.9999999999999,False,-0.05535065982827177,10,2.739000000000001,25679,62,0,0.0,2839.502154800003,False,-0.21919117508788105,0.25,125796,0.0,0.0,11,0,0,9,9,9.0,19,28,7,48.0,0.0,4,0,7,408,0.529804271645844,20.142091259360313
31,7,0,0,0,10.000000000000002,20,10.0,2.6262074509744555,5,3.0,46.720508074235696,6,54.0,47.99999999999999,14,48.0,5,1.3210000000000002,7841,308,0,0.0,3080.0000000000005,False,-0.3141039701688967,0,1.127,8068,332,0,0.0,3320.0000000000005,False,-0.2887329092637274,0,0.2,28258,0,92,1.0,4298.286742829684,False,0.3322442767006152,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.2080000000000002,32129,0,23,0.4,1103.9999999999998,False,-0.058347259839797154,14,2.8690000000000007,25229,64,0,0.0,2990.1125167510845,False,-0.22998742988602716,0.2333333333333333,125155,0.0,0.0,14,0,0,2,9,9.0,28,30,6,89.0,3.0,6,1,6,524,0.5196172995492816,20.661708558909595
32,6,0,0,0,10.000000000000002,20,10.0,2.653939635548131,3,3.3333333333333335,46.720508074235696,0,,48.0,20,48.0,1,1.3260000000000003,7680,322,0,0.0,3220.0000000000005,False,-0.32075747605469035,2,1.147,7970,338,0,0.0,3380.0000000000005,False,-0.29370475981574906,0,0.2,28248,0,95,0.3,4438.448267052391,False,0.33487662695084985,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.2080000000000002,32801,0,9,0.0,432.0,False,-0.048665936725638216,6,2.915000000000001,25142,64,0,0.0,2990.1125167510845,False,-0.23249420104951474,0.049999999999999996,125471,0.0,0.0,19,0,0,10,6,6.0,20,30,4,92.0,0.0,6,0,4,872,0.9754136875271797,21.637122246436775
33,4,0,0,0,10.000000000000002,20,10.0,2.658894281030324,1,3.0,46.720508074235696,0,,47.99999999999999,20,48.0,1,1.3350000000000002,7540,334,0,0.0,3340.0000000000005,False,-0.3266067119982452,0,1.1450000000000002,7890,346,0,0.0,3460.0000000000005,False,-0.2966293777875265,0,0.2,28245,0,96,0.1,4485.168775126627,False,0.33576868154413403,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,1,1.2180000000000002,33224,0,0,0.0,0.0,False,-0.04270155016423673,10,3.0090000000000012,24951,64,0,0.0,2990.1125167510845,False,-0.2379975722245277,0.016666666666666666,125480,0.0,0.0,16,0,0,2,8,7.5,22,24,6,50.0,0.0,4,0,6,584,0.3638402558863163,22.00096250232309
34,6,0,0,0,10.000000000000002,20,10.0,2.499838938577704,10,1.5,46.851607042471954,2,50.0,47.99999999999999,11,48.0,5,1.3840000000000003,7345,343,0,0.0,3430.0000000000005,False,-0.3375740293924106,5,1.1950000000000003,7670,357,0,0.0,3570.0000000000005,False,-0.3086934269211084,0,0.2,28330,0,104,1.0,4872.5671324170835,False,0.3479794762622039,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.217,33124,0,2,0.2,95.99999999999999,False,-0.04419985016999942,11,3.1090000000000004,24736,64,0,0.0,2998.502850718205,False,-0.24407158919613026,0.19999999999999998,124835,0.0,0.0,12,0,0,2,8,8.0,26,28,6,55.0,3.0,5,1,6,300,0.441709790378809,22.4426722927019
35,6,0,0,0,10.0,20,10.0,2.5660197248742227,10,3.0,43.76815478448992,5,16.0,47.99999999999999,9,48.0,5,1.4290000000000003,7165,351,0,0.0,3510.0,False,-0.34781019229363164,5,1.2400000000000002,7450,369,0,0.0,3690.0,False,-0.32039189880821817,0,0.2,28380,0,109,1.0,4770.728871509402,False,0.34793920591284183,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.217,33044,0,7,0.5,335.99999999999994,False,-0.043047311704028125,9,3.188000000000001,24579,64,0,0.0,2801.161906207355,False,-0.2514383405433159,0.25,124248,0.0,0.0,14,0,0,4,7,7.0,25,29,5,65.0,3.0,5,1,5,280,0.5417957957834005,22.9844680884853
36,5,0,0,0,10.0,20,10.0,2.5957372899679356,5,3.0,44.19502698054703,4,49.0,48.0,14,48.0,0,1.4240000000000002,7045,363,0,0.0,3630.0,False,-0.3521971192512978,5,1.2850000000000001,7270,377,0,0.0,3770.0,False,-0.3306280617094392,0,0.2,28561,0,110,0.5,4861.452967860173,False,0.357856926214953,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.217,32848,0,11,0.4,528.0,False,-0.04592865786895638,14,3.3190000000000004,24243,64,0,0.0,2828.4817267550097,False,-0.2607260743566673,0.15,123597,0.0,0.0,13,0,0,7,11,11.0,18,25,5,42.0,3.0,4,1,5,396,0.5586337987333536,23.543101887218654
37,5,0,0,0,10.0,20,10.0,2.3957189908988705,13,1.3846153846153846,44.7555862208265,3,53.0,48.00000000000001,20,48.0,5,1.4740000000000004,6815,375,0,0.0,3750.0,False,-0.3646267456313519,8,1.36,7004,385,0,0.0,3850.0,False,-0.3471521532499817,0,0.2,28702,3,117,1.0,5243.590744809397,False,0.3724060362953337,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.217,33376,0,0,0.0,0.0,False,-0.038321903993545785,9,3.395000000000001,23931,67,0,0.0,2998.6242767953754,False,-0.2672646764709939,0.16666666666666666,123458,0.0,0.0,20,0,0,7,7,7.0,8,15,6,74.0,0.0,5,0,6,887,0.41737514827400446,23.96047703549266
38,6,0,0,0,10.0,20,10.0,2.35739830215558,2,1.0,46.36330092369432,5,60.0,48.0,20,48.0,2,1.4890000000000003,6651,387,0,0.0,3870.0,False,-0.37223075235797326,0,1.3520000000000003,6924,393,0,0.0,3930.0,False,-0.3500767712217592,0,0.2,29000,0,117,0.5,5424.5062080722355,False,0.38942574062548707,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,8,1.2970000000000002,33242,0,0,0.0,0.0,False,-0.042182907854549645,12,3.506,23388,72,0,0.0,3338.157666505991,False,-0.2780188199950154,0.08333333333333333,122835,0.0,0.0,13,0,0,4,11,11.0,12,16,7,73.0,3.0,5,1,7,500,0.4913934990763664,24.451870534569025
39,7,0,0,0,10.0,20,10.0,2.3320723634886895,5,2.0,46.602195034039,3,50.0,48.0,10,48.0,5,1.5370000000000001,6436,398,0,0.0,3980.0,False,-0.38392922424508297,0,1.352,6834,402,0,0.0,4020.0,False,-0.35336696644000876,0,0.2,29140,0,119,0.5,5545.6612090506405,False,0.39821374888386435,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.2890000000000001,33092,0,3,0.3,144.0,False,-0.04443035786319369,10,3.5940000000000007,23198,72,0,0.0,3355.358042450808,False,-0.28324557652205945,0.13333333333333333,122330,0.0,0.0,12,0,0,11,7,7.0,6,17,6,55.0,3.0,6,1,6,350,0.5707708252593875,25.022641359828413
40,6,0,0,0,9.999999999999998,20,10.0,2.4709539963561413,11,3.272727272727273,46.602195034039,0,,48.0,20,48.0,1,1.5420000000000005,6299,410,0,0.0,4099.999999999999,False,-0.38955911384075453,10,1.4520000000000002,6529,410,0,0.0,4099.999999999999,False,-0.3727425605030343,0,0.2,29104,1,129,1.0,6014.154113387387,False,0.406899625687596,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,5,1.3390000000000002,33171,0,0,0.0,0.0,False,-0.04422866363164871,12,3.704000000000001,22946,72,0,0.0,3355.358042450808,False,-0.2905065688576786,0.16666666666666666,121679,0.0,0.0,14,0,0,5,14,14.0,1,6,7,95.0,0.0,6,0,7,344,0.46424452122300863,25.48688588105142
41,7,0,0,0,9.999999999999998,20,10.0,2.45078563491895,3,2.0,48.05524802614763,5,60.0,48.0,8,48.0,2,1.5610000000000002,6157,420,0,0.0,4199.999999999999,False,-0.39628573517584265,1,1.4520000000000002,6408,420,0,0.0,4199.999999999999,False,-0.3779337574029392,0,0.2,29398,0,128,0.4,6151.071747346897,False,0.4227802258006243,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.334,33171,0,0,0.0,0.0,False,-0.04422866363164871,8,3.772000000000001,22521,77,0,0.0,3700.2540980133676,False,-0.2977834654236534,0.06666666666666667,121285,0.0,0.0,13,0,0,3,7,7.0,2,5,6,42.0,6.0,5,2,6,500,0.4412945983931422,25.928180479444563
42,6,0,0,0,9.999999999999998,20,10.0,2.45078563491895,0,,49.52219959250786,6,59.666666666666664,48.0,20,48.0,0,1.5590000000000004,6067,429,0,0.0,4289.999999999999,False,-0.3995759303940923,0,1.451,6298,431,0,0.0,4309.999999999999,False,-0.3819551071141332,0,0.2,29756,0,122,0.0,6041.708350285959,False,0.4360696711857247,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,14,1.4740000000000002,32739,0,2,0.2,96.0,False,-0.055293032904973206,6,3.824000000000001,22179,81,0,0.0,4011.298166993137,False,-0.30315654113131535,0.03333333333333333,120669,0.0,0.0,15,0,0,1,12,12.0,4,5,6,62.0,3.0,5,1,6,558,0.38225763384252787,26.31043811328709
43,6,0,0,0,9.999999999999998,20,10.0,2.491140530698705,5,3.0,49.52219959250786,0,,48.0,8,48.0,5,1.6090000000000002,5867,439,0,0.0,4389.999999999999,False,-0.4105432477882577,0,1.451,6198,441,0,0.0,4409.999999999999,False,-0.38561087957885504,0,0.2,29741,0,127,0.5,6289.3193482484985,False,0.4408368241379358,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.4600000000000002,32739,0,2,0.0,96.0,False,-0.055293032904973206,8,3.898000000000001,22045,81,0,0.0,4011.298166993137,False,-0.3070175449923192,0.08333333333333333,120220,0.0,0.0,11,0,0,1,6,6.0,4,5,4,71.0,3.0,5,1,4,200,0.35837459191679955,26.66881270520389
44,4,0,0,0,9.999999999999998,20,10.0,2.4994264444792047,13,2.5384615384615383,49.54355722290482,2,50.0,47.99999999999999,20,48.0,5,1.6540000000000004,5672,449,0,0.0,4489.999999999999,False,-0.42114498793595084,8,1.5310000000000001,5912,451,0,0.0,4509.999999999999,False,-0.40286612561234186,0,0.2,29808,3,135,1.0,6695.878504425588,False,0.45267872643764445,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,10,1.5600000000000003,32547,0,2,0.2,95.99999999999999,False,-0.06082521754163545,8,3.970000000000001,21914,81,0,0.0,4013.0281350552905,False,-0.3107671852841686,0.19999999999999998,119483,0.0,0.0,11,0,0,2,13,12.6,2,4,1,63.0,0.0,4,0,1,300,0.296546901576221,26.965359606780112
45,1,0,0,0,10.0,20,10.0,2.4994264444792047,0,,49.54355722290482,0,,47.99999999999999,20,48.0,0,1.6490000000000002,5582,458,0,0.0,4580.0,False,-0.4244351831542005,0,1.5230000000000001,5802,462,0,0.0,4620.0,False,-0.40688747532353586,0,0.2,29808,0,138,0.3,6837.010896760866,False,0.45577048056346103,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,10,1.6500000000000001,32452,0,0,0.0,0.0,False,-0.06494554255748286,8,4.042000000000001,21792,81,0,0.0,4013.0281350552905,False,-0.31428242760538105,0.049999999999999996,119066,0.0,0.0,12,0,0,0,11,10.5,1,1,0,11.0,0.0,1,0,0,248,0.11913837771862745,27.08449798449874
46,0,0,0,0,10.0,20,10.0,2.5342761450645264,5,3.0,48.11918139782379,3,29.0,47.99999999999999,16,48.0,5,1.6990000000000003,5372,469,0,0.0,4690.0,False,-0.43576807779483806,0,1.5230000000000004,5712,471,0,0.0,4710.0,False,-0.4101776705417855,0,0.2,29880,0,140,0.5,6736.68539569533,False,0.45672724753976796,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,5,1.6900000000000002,32387,0,0,0.0,0.0,False,-0.06681841756468622,11,4.144,21482,84,0,0.0,4042.011237417198,False,-0.32279704896246764,0.08333333333333333,118463,0.0,0.0,14,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,287,0.08459868654608727,27.169096671044827
47,0,0,0,0,10.0,20,10.0,2.7677390596911517,9,4.444444444444445,45.93177511701078,12,38.833333333333336,47.999999999999986,9,48.0,4,1.7340000000000002,5190,480,0,0.0,4800.0,False,-0.4450537398552314,5,1.5730000000000004,5527,480,0,0.0,4800.0,False,-0.42041383344300653,0,0.2,30306,0,137,0.9,6292.653191030477,False,0.4656645020818103,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,1,1.6950000000000003,32280,0,2,0.2,95.99999999999997,False,-0.06851841180199389,8,4.213000000000001,20990,94,0,0.0,4317.586860999013,False,-0.3330031282631387,0.18333333333333335,117923,0.0,0.0,14,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,666,0.07863999251276255,27.24773666355759
48,0,0,0,0,10.0,0,,2.7677390596911517,0,,46.360148352771176,1,66.0,47.999999999999986,11,48.0,0,1.7300000000000002,5190,480,0,0.0,4800.0,False,-0.4450537398552314,0,1.5680000000000003,5527,480,0,0.0,4800.0,False,-0.42041383344300653,0,0.2,30372,0,136,0.0,6304.98017597688,False,0.4688262393966192,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.6940000000000004,32280,0,2,0.0,95.99999999999997,False,-0.06851841180199389,11,4.315000000000001,20709,95,0,0.0,4404.214093513262,False,-0.33985169576567076,0.0,117708,0.0,0.0,1,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,66,0.06910406146198511,27.316840725019574
49,0,0,0,0,10.0,0,,2.7677390596911517,0,,48.34292842582316,7,60.285714285714285,47.999999999999986,17,48.0,0,1.7300000000000002,5190,480,0,0.0,4800.0,False,-0.4450537398552314,0,1.5680000000000003,5527,480,0,0.0,4800.0,False,-0.42041383344300653,0,0.2,30794,0,129,0.0,6236.237766931187,False,0.4858096251080263,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,5,1.744,32313,0,0,0.0,0.0,False,-0.06895061372673313,10,4.404000000000002,20098,102,0,0.0,4930.978699433962,False,-0.34986776494793465,0.0,117552,0.0,0.0,3,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,518,0.07389138080179691,27.39073210582137
50,0,0,0,0,10.0,0,,2.7677390596911517,0,,49.87167398114619,5,63.4,47.999999999999986,6,48.0,0,1.7300000000000004,5190,480,0,0.0,4800.0,False,-0.4450537398552314,0,1.5680000000000003,5527,480,0,0.0,4800.0,False,-0.42041383344300653,0,0.2,31111,0,124,0.0,6184.087573662127,False,0.4985560719782274,0,0.2,23630,0,0,0.0,0.0,False,0.03531370487206449,0,1.7390000000000003,32313,0,0,0.0,0.0,False,-0.06895061372673313,6,4.4540000000000015,19700,107,0,0.0,5336.269115982642,False,-0.35549661274732547,0.0,117471,0.0,0.0,2,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,317,0.06602966040372849,27.4567617662251
