index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,bbaf2554-a4c8-4207-9d2b-e7f62fc1cef8,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,39,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,39,,-1,-1
11,0cb32a23-c0a8-4d95-9b3b-f16d0c386d59,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,12,,-1,-1
12,21b16ec6-1b55-4352-ab52-54e2aaa017ca,05Ran@2,BUYER,RandomAgent,_SystemAgent,23,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
13,64b2b0d7-5333-4071-9718-ab498302b891,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,3,,-1,-1
14,b38905b9-a77b-4f24-a9ab-4d8c501c7ad4,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,19,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
15,4289e722-7450-48f3-b9c7-2dacd1332e0d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,9,,-1,-1
16,63de4c43-3a15-4fd5-a466-d3270f8842c9,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,27,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,27,,-1,-1
17,964831a7-543f-4a58-94d7-3552479fc59d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,11,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,11,,-1,-1
18,783f34a1-fa82-47c0-872f-6dff21ee6f5d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,20,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,20,,-1,-1
19,a072f761-6987-4a2d-bd96-a6bc9a7e0c60,05Ran@2,BUYER,RandomAgent,_SystemAgent,11,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
20,49f41cc8-5943-42b8-a433-2c6e1df91fdf,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,3,,-1,-1
21,2dc335fd-1adf-44a1-8d67-6b0f9518009a,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,34,,-1,-1
22,f0046176-c23a-4c9b-981b-85471cd00e9b,05Ran@2,BUYER,RandomAgent,_SystemAgent,17,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
23,037de4ef-cdb4-4362-8553-62533a78c533,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,20,3,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,20,,-1,-1
24,d5ec2627-de61-4fa9-9ee1-0b4d1f75ef69,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,33,,-1,-1
25,a38aa51d-cf73-495e-858d-1206f18d1f30,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,8,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,8,,-1,-1
26,6c35ae3e-3e7f-40c0-b648-da3c784451d6,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,12,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,12,,-1,-1
27,ba0814db-22f5-49f3-98b9-2b11b9b99ce7,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,11,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,11,,-1,-1
28,5e9706e3-8e6a-49e6-88f9-b98fda2cf483,05Ran@2,BUYER,RandomAgent,_SystemAgent,35,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
29,120864de-6447-481e-aa91-066eb696d172,05Ran@2,BUYER,RandomAgent,_SystemAgent,7,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
30,d19a9464-46a9-4be0-a271-7665e28fb12d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,35,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,35,,-1,-1
31,8e976bc0-499c-4c64-8264-d18bccb4cc8b,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,18,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,18,,-1,-1
32,98474aca-de9e-4f9c-b311-a858a8d098c7,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,13,,-1,-1
33,25d603ce-ffd5-4d49-8bdd-9da8caa16f7f,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,14,,-1,-1
34,18ae439e-4b75-4c92-9dc5-10d93229c1d9,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,33,,-1,-1
35,6d3938eb-6fe7-49d9-97ac-ae5ae045dafd,05Ran@2,BUYER,RandomAgent,_SystemAgent,10,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
36,7b135258-c04c-4156-913c-f9d2bc2d57ec,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,18,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,18,,-1,-1
37,e90b9ba0-aac1-48d3-afd7-376e3a480b09,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,23,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
38,d35af196-dfc1-43e7-be56-c95d232a09cb,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,25,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,25,,-1,-1
39,155f4eb9-356d-4a59-ab13-b853608888a4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,33,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,33,,-1,-1
40,7af2f3cd-35fe-497b-9aa5-d5299bb35a4c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,28,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,28,,-1,-1
41,00893990-70c2-4720-8014-9391d1c99ce4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,9,,-1,-1
42,a0eb0120-c7b5-4a3e-8ad7-de722593a8ce,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,13,,-1,-1
43,04ad6816-46ba-432e-ba09-ed46e7bf619d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,13,,-1,-1
44,e2502cce-9d19-42c1-b651-633f47008fb7,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,8,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,8,,-1,-1
45,cc3c53ab-cf87-4e71-acbe-933305df2184,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,22,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,22,,-1,-1
46,b3b39656-efac-4fe9-b7d6-7e8066a326f2,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,21,3,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,21,,-1,-1
47,e1c4bdb1-2ed4-4bc6-a9b2-438d7398d043,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,36,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,36,,-1,-1
48,0f3525a8-0449-4ff6-b739-751ddd262a29,05Ran@2,BUYER,RandomAgent,_SystemAgent,14,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
49,07e55818-2594-47c7-a585-53d19d90594a,05Ran@2,BUYER,RandomAgent,_SystemAgent,38,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
50,b2299baf-a28a-4365-bf19-d0562b72e9aa,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,5,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,5,,-1,-1
51,50e2a91f-48ee-4095-b166-a6239d62b4ab,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,30,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,30,,-1,-1
52,3d96fb0f-8157-4485-99bc-7c019016f86e,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,20,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,20,,-1,-1
53,cd4af50f-5ae3-4511-b004-2a4909146f0c,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,8,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,8,,-1,-1
54,25763381-ded5-4a46-9a5c-373563eed908,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,35,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,35,,-1,-1
55,ab477c43-ec63-4197-9aea-5e6fc7257798,05Ran@2,BUYER,RandomAgent,_SystemAgent,14,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
56,5adedd17-dce8-48d4-9eea-81551ccefa42,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,30,3,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,30,,-1,-1
57,a1bcd3ac-62a6-4361-9a29-4690985900e4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,32,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,32,,-1,-1
58,08516bce-0f3e-4372-8c3a-47b25d84a8c3,05Ran@2,BUYER,RandomAgent,_SystemAgent,32,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
59,8c32d918-b063-471c-927b-17c2e180d470,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,14,,-1,-1
60,7e29757f-af32-40cc-8c19-48dc65326649,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,4,3,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
61,5e0ad431-24de-4683-b13f-8d32e520219d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,34,,-1,-1
62,c51d9380-677d-4555-b658-d988491937c9,05Ran@2,BUYER,RandomAgent,_SystemAgent,17,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
63,9d6a85c5-34a2-44be-9621-b05451ec04ca,05Ran@2,BUYER,RandomAgent,_SystemAgent,18,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
64,997f6360-e466-4c17-ba92-1b77d880490b,05Ran@2,BUYER,RandomAgent,_SystemAgent,32,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
65,f3421551-93dd-4b1a-95ea-30d0cf242613,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,5,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,5,,-1,-1
66,35aaca62-32c4-4095-a642-1f59486bb7b1,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,35,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
67,9618110d-a0c6-44d5-b612-20a69e822217,05Ran@2,BUYER,RandomAgent,_SystemAgent,38,4,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
68,1710a4fe-526e-46d9-a42d-b58ecd0e3bfa,05Ran@2,BUYER,RandomAgent,_SystemAgent,33,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
69,f7842e15-4a02-412c-9691-8d52d505e759,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,30,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,30,,-1,-1
70,efbc3d81-7f64-4ac6-b40e-077f98bc59d6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,3,,-1,-1
71,c14032da-4652-4d07-b0c0-196fb3c71c30,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,6,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,6,,-1,-1
72,15b37b66-e95b-4a0b-b57c-e6eb41c65369,05Ran@2,BUYER,RandomAgent,_SystemAgent,29,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
73,7eff8554-c8a1-4dd1-a6a3-ea39bfc42d93,05Ran@2,BUYER,RandomAgent,_SystemAgent,6,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
74,a951c825-de42-4a4b-b1e7-5e2277fbc12a,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,35,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,35,,-1,-1
75,11bcf3a1-943d-4903-bf91-50c01cb105cf,05Ran@2,BUYER,RandomAgent,_SystemAgent,15,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
76,5defbacf-ba50-4980-8dab-bda539720adb,05Ran@2,BUYER,RandomAgent,_SystemAgent,32,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
77,45f6e0fa-91f0-45a6-9434-b2cc93c7a24d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,20,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,20,,-1,-1
78,4e472e08-36de-4aff-8976-4dda8bdd3fb6,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,21,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,21,,-1,-1
79,1af35438-3fea-4086-b71a-2b49243f7b19,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,23,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,23,,-1,-1
80,9207d848-dad7-41b8-9213-92040c54a645,05Ran@2,BUYER,RandomAgent,_SystemAgent,39,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
81,4f2d1ecd-1f0d-4902-8a17-f8e3dc1c5ee3,05Ran@2,BUYER,RandomAgent,_SystemAgent,13,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
82,0b3c1c4a-93cc-42c2-97a5-eba3eac1ab3e,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,39,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,39,,-1,-1
83,2234a4cb-d318-4af7-82ff-e3b21733dbe7,05Ran@2,BUYER,RandomAgent,_SystemAgent,30,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
84,148e28f8-83bb-431d-b4da-bdd1384f6e33,05Ran@2,BUYER,RandomAgent,_SystemAgent,26,3,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
85,6a18b87f-71ec-42e5-8c77-a4eb6a7d3c9c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,17,,-1,-1
86,f9bce3c8-a841-4c0d-be70-078a7d3d8837,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,0,,-1,-1
87,afb072fa-1884-4a17-a52a-1e4169e6f1d7,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,7,1,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,True,3,0,-1,04Dec@2:product(1.0),-1,-1
88,1d7be36c-31d4-4b0a-9c13-4fe7b8f4a20f,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,25,3,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,25,,-1,-1
89,fc442fa9-ae7c-40b0-aa81-c39206d14c6c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,18,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,18,,-1,-1
90,a7ab92e5-60e8-4dd3-9157-16c9e324711e,05Ran@2,BUYER,RandomAgent,_SystemAgent,20,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
91,3730589d-ead3-4deb-8aee-4f1c9762c5b8,05Ran@2,BUYER,RandomAgent,_SystemAgent,31,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
92,07120c97-da0e-4145-93d4-9b0c514182c7,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,15,4,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
93,2dd3576e-3298-4b36-9991-736a186c3d7e,05Ran@2,BUYER,RandomAgent,_SystemAgent,34,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
94,fa9395d9-a069-4d90-ae8d-b4595222e932,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,27,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,27,,-1,-1
95,fc6f773b-cd7b-43c0-ac0c-a0f69f26e2f4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,5,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,5,,-1,-1
96,7634e051-7040-4052-a293-cf37f2709c74,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,16,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,-1,04Dec@2:product(1.0),-1,-1
97,e9055f5e-577e-4f40-912a-d41ba3ec1e1b,05Ran@2,BUYER,RandomAgent,_SystemAgent,34,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
98,96eabc00-1bf9-47b2-a9e1-925e8df617e6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,34,,-1,-1
99,7d8fb5b6-e459-45c1-9ed6-73354a845f18,04Dec@2,BUYER,DecentralizingAgent,_SystemAgent,31,2,44,0,-1,-1,BUYER|04Dec@2,[],04Dec@2,BUYER,p3,BUYER,False,3,0,31,,-1,-1
100,d97a66ea-701d-4797-a57e-18cf224e1dd4,SELLER,00MyA@0,_SystemAgent,MyAgent,0,1,10,0,-1,-1,00MyA@0|SELLER,[],SELLER,00MyA@0,p0,SELLER,True,0,0,0,,-1,-1
101,4a0216c1-5179-428f-a7bc-91eb6ca4f770,05Ran@2,BUYER,RandomAgent,_SystemAgent,3,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
102,4dd8ffd5-ff76-4e1c-b476-bfa21393fea6,05Ran@2,BUYER,RandomAgent,_SystemAgent,22,1,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,True,3,0,-1,05Ran@2:product(1.0),-1,-1
103,c8f14c7b-9d5a-4b55-a4c6-c592075f5727,05Ran@2,BUYER,RandomAgent,_SystemAgent,28,4,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
104,b997a24d-2541-4721-97a5-f49a9b0067f3,05Ran@2,BUYER,RandomAgent,_SystemAgent,33,2,44,0,-1,-1,BUYER|05Ran@2,[],05Ran@2,BUYER,p3,BUYER,False,3,0,-1,05Ran@2:product(1.0),-1,-1
