index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
25,16,0,0,0,9.999999999999996,12,10.0,13.285551587246335,15,10.2,35.13597128314117,26,28.076923076923077,44.00000000000001,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,15,1.6190000000000002,26032,258,0,0.0,2579.999999999999,False,-0.10887149380300065,8,0.7390000000000001,50124,4,10,1.0,404.501919180397,False,0.06101895259719601,17,1.0630000000000004,47217,0,1,0.1,35.13597128314117,False,-0.004162422296306848,1,1.2360000000000002,67455,0,0,0.0,0.0,False,-0.010532028809059304,8,2.323000000000001,56073,200,0,0.0,7027.194256628233,False,-0.12595019834371204,0.18333333333333335,277881,0.0,0.0,11,0,0,23,14,13.75,12,35,18,127.0,40.0,11,5,18,604,1.318427737802267,49.10033773444593
26,18,0,0,0,9.999999999999995,11,10.0,13.253400814841138,1,11.0,35.13597128314117,0,,44.00000000000001,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,1.6140000000000003,25908,269,0,0.0,2689.9999999999986,False,-0.11112198303979126,0,0.7310000000000001,50113,0,15,0.5,527.0395692471175,False,0.06207876084971244,0,1.046,47217,0,1,0.0,35.13597128314117,False,-0.004162422296306848,10,1.3350000000000002,67289,0,0,0.0,0.0,False,-0.012967010400011735,10,2.4150000000000005,55900,200,0,0.0,7027.194256628233,False,-0.1284878598812709,0.08333333333333333,277407,0.0,0.0,5,0,0,11,14,14.0,23,34,15,145.0,38.0,11,7,15,110,1.153723020106554,50.254060754552484
27,15,0,0,0,9.999999999999996,16,10.0,13.253400814841138,0,,34.363492496606696,12,24.916666666666668,44.0,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,1.6130000000000004,25748,285,0,0.0,2849.999999999999,False,-0.11373124592302675,0,0.7310000000000001,50307,0,10,0.0,343.63492496606693,False,0.06423548369208626,6,1.106,47088,0,0,0.0,0.0,False,-0.0072524877719682915,12,1.4450000000000003,67066,0,0,0.0,0.0,False,-0.016238100127616506,8,2.4850000000000008,55484,212,0,0.0,7285.06040928062,False,-0.13269871936631353,0.0,276673,0.0,0.0,14,0,0,21,11,10.857142857142858,10,31,14,138.0,56.0,10,5,14,354,1.5282653691247106,51.782326123677194
28,14,0,0,0,9.999999999999995,14,10.0,12.862108517191928,7,9.285714285714286,34.58338018720789,1,66.0,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,7,1.6830000000000003,25491,299,0,0.0,2989.999999999998,False,-0.11983039791258969,0,0.7310000000000001,50362,0,10,0.1,345.8338018720789,False,0.06541821767869879,0,1.1,47034,0,6,0.6,207.5002811232473,False,-0.0062036148473262704,4,1.4730000000000003,67021,0,0,0.0,0.0,False,-0.016898185498657826,16,2.6370000000000005,55048,213,0,0.0,7366.25997987528,False,-0.1384986726425764,0.11666666666666665,275936,0.0,0.0,10,0,0,10,13,13.0,23,33,11,152.0,28.0,9,5,11,206,1.3016240037977695,53.083950127474964
29,11,0,0,0,9.999999999999998,8,10.0,11.926993052318961,31,10.0,33.525837771850014,17,25.470588235294116,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,31,1.9860000000000004,24607,307,0,0.0,3069.9999999999995,False,-0.14735812133072407,0,0.7310000000000001,50467,10,11,1.0,488.05414601353976,False,0.06913111555504241,2,1.12,46974,1,10,1.0,347.1853707708191,False,-0.005996106312501882,9,1.5590000000000004,66755,0,8,0.8,351.99999999999994,False,-0.01821835624074047,11,2.7310000000000008,54541,222,0,0.0,7442.735985350703,False,-0.1453747379068641,0.4666666666666666,274324,0.0,0.0,7,0,0,18,15,14.25,14,32,12,98.0,21.0,7,4,12,385,1.2092577945441008,54.293207922019064
30,12,0,0,0,9.999999999999998,10,10.0,11.705336166431582,24,10.916666666666666,34.805404857905415,19,43.68421052631579,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,24,2.1950000000000007,24015,317,0,0.0,3169.9999999999995,False,-0.16503587736464448,1,0.7410000000000001,50710,24,10,1.0,628.9821165734122,False,0.07573981823002844,0,1.1180000000000003,47260,0,4,0.1,139.22161943162166,False,-0.002158652181737773,6,1.6100000000000005,66630,0,10,1.0,439.99999999999994,False,-0.01940650990861485,6,2.7800000000000007,54027,231,0,0.0,8040.048522176151,False,-0.14853352117277993,0.35000000000000003,273622,0.0,0.0,13,0,0,11,13,12.166666666666666,17,28,13,125.0,39.0,8,4,13,1084,0.93131900485605,55.224526926875114
31,13,0,0,0,10.0,13,10.0,11.705336166431582,0,,34.503158485554465,10,30.4,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.1710000000000003,23885,330,0,0.0,3300.0,False,-0.16715590345727332,0,0.7400000000000002,50834,14,16,1.0,715.9252420989136,False,0.0792705899192413,2,1.1380000000000001,47362,0,0,0.0,0.0,False,-0.0014757969303423849,1,1.6140000000000003,67062,0,0,0.0,0.0,False,-0.01629677438282018,9,2.8640000000000003,53585,241,0,0.0,8315.261195018626,False,-0.15299853904758023,0.16666666666666666,273708,0.0,0.0,14,0,0,12,7,6.333333333333333,22,34,16,131.0,41.0,9,4,16,694,0.9988435404375196,56.223370467312634
32,16,0,0,0,10.0,10,10.0,11.698244095783508,1,11.0,34.05401725957991,17,30.58823529411765,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.1810000000000005,23771,340,0,0.0,3400.0,False,-0.1692433137638617,0,0.7400000000000002,50994,4,21,1.0,761.9273388343121,False,0.08312876685396266,12,1.256,47243,0,1,0.1,34.05401725957991,False,-0.0036256744680850557,10,1.7130000000000003,66913,0,0,0.0,0.0,False,-0.018482390389156996,10,2.9550000000000005,52897,258,0,0.0,8785.936452971617,False,-0.1596384459172135,0.18333333333333335,272798,0.0,0.0,7,0,0,11,11,11.0,21,32,17,126.0,20.0,9,7,17,260,1.2655463330447674,57.4889168003574
33,17,0,0,0,10.0,11,10.0,11.522332239273787,11,10.090909090909092,33.65481393646964,8,27.0,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,11,2.2900000000000005,23487,351,0,0.0,3510.0,False,-0.17671232876712328,0,0.7400000000000002,51110,4,23,1.0,820.1500494958968,False,0.08618812246474852,0,1.2440000000000002,47232,0,2,0.1,67.30962787293927,False,-0.0035070244995684834,6,1.7630000000000003,66836,0,0,0.0,0.0,False,-0.019611869801827702,14,3.085000000000001,52381,266,0,0.0,8952.180507100924,False,-0.1659881440812277,0.18333333333333335,272026,0.0,0.0,7,0,0,14,15,15.0,21,35,22,202.0,24.0,14,3,22,326,1.2238002279773355,58.71271702833474
34,22,0,0,0,10.0,12,10.0,11.51662106224045,1,11.0,32.888895331081066,14,25.928571428571427,43.999999999999986,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.2890000000000006,23353,363,0,0.0,3630.0,False,-0.17912589693411612,0,0.7400000000000002,51308,0,18,0.4,592.0001159594592,False,0.08795749827078189,3,1.2740000000000005,47269,0,1,0.1,32.888895331081066,False,-0.003089803346568966,10,1.8570000000000002,66662,0,0,0.0,0.0,False,-0.02216419990318748,10,3.171000000000001,51841,280,0,0.0,9208.890692702698,False,-0.172026383665801,0.08333333333333333,271413,0.0,0.0,8,0,0,15,16,15.6,23,38,27,206.0,46.0,14,8,27,318,1.1124564139172435,59.82517344225198
35,27,0,0,0,10.0,10,10.0,11.51662106224045,0,,32.21956551854731,14,26.142857142857142,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.2880000000000007,23253,373,0,0.0,3730.0,False,-0.1807566862361383,0,0.7400000000000002,51518,0,11,0.0,354.41522070402044,False,0.08988041006813983,6,1.3310000000000002,47181,0,0,0.0,0.0,False,-0.0052917861359419805,8,1.9270000000000005,66457,0,5,0.5,219.99999999999997,False,-0.023557713464274713,12,3.281000000000001,51335,289,0,0.0,9311.454434860174,False,-0.17869644555131667,0.08333333333333333,270724,0.0,0.0,7,0,0,14,13,12.5,26,40,24,216.0,82.0,16,11,24,310,1.1543455235660076,60.97951896581799
36,24,0,0,0,10.0,12,10.0,11.510420029995112,1,11.0,33.064897002669774,10,43.8,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.2980000000000005,23119,385,0,0.0,3850.0,False,-0.18317025440313112,0,0.7400000000000002,51705,0,6,0.1,198.38938201601866,False,0.09217816434069842,4,1.3650000000000004,47265,0,0,0.0,0.0,False,-0.0035208298195311184,8,1.9990000000000003,66558,0,0,0.0,0.0,False,-0.023689730538482976,7,3.3390000000000004,50800,299,0,0.0,9886.404203798262,False,-0.1823272835008122,0.016666666666666666,270427,0.0,0.0,11,0,0,11,11,11.0,23,34,26,210.0,63.0,12,12,26,538,1.1021713456138968,62.081690311431885
37,26,0,0,0,10.0,7,10.0,11.510420029995112,0,,33.86521411731903,5,53.6,43.99999999999999,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.2970000000000006,23049,392,0,0.0,3920.0,False,-0.18431180691454663,0,0.7400000000000002,51705,0,6,0.0,203.19128470391416,False,0.0922287831496028,5,1.4110000000000005,47326,0,0,0.0,0.0,False,-0.002234778208804183,11,2.101000000000001,66305,0,1,0.1,43.99999999999999,False,-0.027078168776495094,9,3.4220000000000006,50436,303,0,0.0,10261.159877547665,False,-0.18491807696927184,0.016666666666666666,269801,0.0,0.0,3,0,0,13,15,15.0,22,35,27,172.0,48.0,13,13,27,70,1.1098381504416466,63.19152846187353
38,27,0,0,0,9.999999999999998,9,10.0,11.503702288371205,1,11.0,34.332913425025446,6,43.333333333333336,43.999999999999986,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.307000000000001,22945,401,0,0.0,4009.999999999999,False,-0.1862361382909328,0,0.7400000000000002,51769,0,4,0.0,137.33165370010178,False,0.09288383004828078,4,1.4460000000000004,47355,0,1,0.1,34.332913425025446,False,-0.0012614594216454774,6,2.1500000000000004,66076,0,4,0.4,175.99999999999994,False,-0.029469144676044768,13,3.5430000000000006,50121,305,0,0.0,10471.53859463276,False,-0.18799569774960206,0.08333333333333333,269246,0.0,0.0,6,0,0,15,11,10.5,24,39,20,196.0,53.0,13,14,20,154,1.061030219309032,64.25255868118256
39,20,0,0,0,10.0,8,10.0,11.489389068654166,2,11.0,34.72788081944685,8,40.125,43.99999999999998,20,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,2,2.326,22836,409,0,0.0,4090.0,False,-0.1884866275277234,0,0.7400000000000002,51969,0,1,0.1,34.72788081944685,False,0.09601880461312462,3,1.4720000000000002,47333,0,1,0.1,34.72788081944685,False,-0.0017211178021224777,1,2.1540000000000004,66080,0,4,0.4,175.99999999999991,False,-0.029410470420841096,15,3.680000000000001,49625,309,0,0.0,10730.915173209078,False,-0.19336896444920215,0.10000000000000002,268823,0.0,0.0,9,0,0,17,13,12.0,17,34,13,168.0,27.0,11,9,13,379,1.0085608828812838,65.26111956406385
40,13,0,0,0,10.0,12,10.0,11.489389068654166,0,,34.68221085376557,10,34.2,43.99999999999998,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.3240000000000007,22716,421,0,0.0,4210.0,False,-0.19044357469015002,0,0.7400000000000002,52035,0,0,0.0,0.0,False,0.09704418957665711,8,1.5490000000000004,47272,0,0,0.0,0.0,False,-0.0033732501264968798,0,2.1530000000000005,65804,0,13,0.9,571.9999999999998,False,-0.03055461839731272,9,3.755000000000001,49411,310,0,0.0,10751.485364667325,False,-0.19635716951969748,0.15,268218,0.0,0.0,8,0,0,14,8,7.75,20,34,8,135.0,8.0,10,3,8,186,0.8879992663860321,66.14911883044988
41,8,0,0,0,10.0,7,10.0,11.489389068654166,0,,38.334872931710315,15,63.666666666666664,43.99999999999998,4,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.3240000000000003,22646,428,0,0.0,4280.0,False,-0.19158512720156556,9,0.8300000000000001,52212,0,0,0.0,0.0,False,0.10077584752909428,6,1.6010000000000002,47413,0,0,0.0,0.0,False,-0.00040057345252150447,0,2.1530000000000005,65804,0,13,0.0,571.9999999999998,False,-0.03055461839731272,4,3.786000000000001,48417,325,0,0.0,12458.833702805852,False,-0.19841554792362182,0.0,267472,0.0,0.0,4,0,0,14,7,7.0,18,32,14,84.0,21.0,6,2,14,70,0.8782065194100142,67.0273253498599
42,14,0,0,0,10.0,11,10.0,11.481783307934794,1,11.0,38.724639474932765,10,42.9,43.99999999999998,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.3340000000000005,22522,439,0,0.0,4390.0,False,-0.19383561643835617,8,0.9010000000000002,52257,0,1,0.1,38.724639474932765,False,0.10213278629906959,2,1.6150000000000002,47366,0,0,0.0,0.0,False,-0.0013914656771799629,0,2.1530000000000005,65375,0,23,1.0,1011.9999999999995,False,-0.033620348231704636,9,3.8720000000000008,48266,325,0,0.0,12585.507829353148,False,-0.19970143730396817,0.18333333333333335,266766,0.0,0.0,5,0,0,10,12,12.0,21,31,15,142.0,69.0,9,5,15,110,0.9374784342944622,67.96480378415436
43,15,0,0,0,10.0,8,10.0,11.46569975869807,2,11.0,40.23215584827642,9,57.888888888888886,43.99999999999998,11,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,2,2.3530000000000006,22413,447,0,0.0,4470.0,False,-0.19608610567514678,4,0.9330000000000003,52346,0,1,0.1,40.23215584827642,False,0.10402504802504933,4,1.6530000000000002,47459,0,1,0.1,40.23215584827642,False,0.0009933394738602624,0,2.1530000000000005,65175,0,27,0.4,1187.9999999999993,False,-0.03526322737740748,11,3.973000000000001,47747,330,0,0.0,13276.61142993122,False,-0.20224567328758294,0.10000000000000002,266120,0.0,0.0,5,0,0,11,11,10.75,23,34,20,144.0,61.0,9,6,20,80,0.9904450112953782,68.95524879544973
44,20,0,0,0,10.0,13,10.0,11.46569975869807,0,,41.58218475129607,12,53.166666666666664,43.999999999999986,10,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.351000000000001,22283,460,0,0.0,4600.0,False,-0.1982061317677756,5,0.9790000000000003,52481,0,0,0.0,0.0,False,0.10644712430426716,5,1.6990000000000003,47547,0,0,0.0,0.0,False,0.0024245235284196323,0,2.1530000000000005,65009,0,31,0.4,1363.9999999999995,False,-0.0364073753538791,10,4.062000000000001,47109,338,0,0.0,14054.778445938071,False,-0.20589692073153537,0.06666666666666667,265409,0.0,0.0,9,0,0,9,10,9.416666666666666,26,35,19,161.0,56.0,11,9,19,130,0.9785233698785305,69.93377216532826
45,19,0,0,0,10.0,12,10.0,11.457220012193982,1,11.0,42.700314107805596,9,55.55555555555556,43.99999999999998,11,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.361000000000001,22149,472,0,0.0,4720.0,False,-0.20061969993476844,9,1.064,52583,0,1,0.1,42.700314107805596,False,0.10904769263480142,0,1.6940000000000004,47547,0,0,0.0,0.0,False,0.0024245235284196323,0,2.1530000000000005,64809,0,35,0.4,1539.9999999999993,False,-0.038050254499581944,11,4.162000000000001,46623,343,0,0.0,14646.20773897732,False,-0.2086881335794426,0.08333333333333333,264691,0.0,0.0,6,0,0,14,8,8.0,22,36,17,183.0,33.0,12,7,17,120,0.9940666453912854,70.92783881071955
46,17,0,0,0,10.0,4,10.0,11.457220012193982,0,,41.2763296096386,15,31.666666666666668,43.99999999999998,13,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.3600000000000008,22109,476,0,0.0,4760.0,False,-0.2012720156555773,4,1.0950000000000002,52742,0,0,0.0,0.0,False,0.1119497385731152,10,1.7940000000000003,47272,0,0,0.0,0.0,False,-0.0033732501264968798,0,2.1530000000000005,64649,0,45,1.0,1979.999999999999,False,-0.03717014067152685,13,4.2810000000000015,46047,348,0,0.0,14364.162704154232,False,-0.2192058241227888,0.16666666666666666,263799,0.0,0.0,2,0,0,14,10,9.8,21,35,17,170.0,33.0,11,6,17,40,1.0345337120816112,71.96237252280116
47,17,0,0,0,10.0,12,10.0,11.448153072535144,1,11.0,41.358937124169586,1,50.0,43.99999999999998,7,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.3700000000000006,21975,488,0,0.0,4880.0,False,-0.20368558382257013,0,1.0910000000000002,52742,0,0,0.0,0.0,False,0.1119497385731152,1,1.7940000000000003,47272,0,1,0.1,41.358937124169586,False,-0.002937268751853509,0,2.1530000000000005,64599,0,46,0.1,2023.999999999999,False,-0.03758086045795256,7,4.338000000000001,45950,348,0,0.0,14392.910119211016,False,-0.220417833165542,0.03333333333333333,263518,0.0,0.0,5,0,0,21,6,6.0,12,33,13,146.0,18.0,11,6,13,120,1.0281464271247387,72.9905189499259
48,13,0,0,0,10.0,8,10.0,11.43849136187552,1,11.0,39.5062342261274,14,26.928571428571427,43.99999999999997,10,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.3790000000000004,21881,496,0,0.0,4960.0,False,-0.20544683626875407,9,1.1810000000000003,52652,0,0,0.0,0.0,False,0.1100522853769607,4,1.8330000000000004,47185,0,1,0.1,39.5062342261274,False,-0.004791003602777422,0,2.1530000000000005,64354,0,56,1.0,2463.999999999998,False,-0.03794757455297552,10,4.431000000000001,45646,352,0,0.0,13906.194447596843,False,-0.2284467865020107,0.18333333333333335,262698,0.0,0.0,6,0,0,21,10,9.8,11,32,14,139.0,21.0,10,3,14,80,1.5644131060689688,74.55493205599487
49,14,0,0,0,10.0,9,10.0,11.428233293979599,1,11.0,41.09195017814542,15,51.46666666666667,43.99999999999998,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.3880000000000003,21777,505,0,0.0,5050.0,False,-0.20737116764514024,7,1.2420000000000002,52752,0,0,0.0,0.0,False,0.11216056670602124,7,1.8990000000000002,47258,0,1,0.1,41.09195017814542,False,-0.003235242555888995,0,2.1530000000000005,64110,0,63,0.7,2771.9999999999986,False,-0.03926774529505816,9,4.511000000000001,44968,360,0,0.0,14793.10206413235,False,-0.23188724227969756,0.13333333333333333,261845,0.0,0.0,5,0,0,10,12,11.8,20,30,17,134.0,37.0,10,4,17,90,0.9390538604930043,75.49398591648787
50,17,0,0,0,10.0,12,10.0,11.428233293979599,0,,41.13862231204264,9,41.666666666666664,43.99999999999998,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.387000000000001,21657,517,0,0.0,5170.0,False,-0.20932811480756686,4,1.2750000000000001,52792,0,0,0.0,0.0,False,0.11300387923764547,4,1.9320000000000002,47275,0,0,0.0,0.0,False,-0.003310001686625063,0,2.1530000000000005,63735,0,72,0.9,3167.9999999999986,False,-0.04186408108782069,9,4.592000000000001,44820,360,0,0.0,14809.904032335351,False,-0.23393495935095013,0.15,261259,0.0,0.0,6,0,0,20,9,8.5,15,35,15,146.0,31.0,10,7,15,120,1.0271929977461696,76.52117891423404
51,15,0,0,0,10.0,9,10.0,10.939709567169945,20,10.0,42.22993382099415,5,64.0,43.99999999999998,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,20,2.5870000000000006,21267,526,0,0.0,5260.0,False,-0.2205805609915199,5,1.3210000000000002,52917,0,0,0.0,0.0,False,0.11563923089897116,0,1.9280000000000004,47075,10,10,1.0,531.6964338816409,False,-0.001921736023342396,0,2.1530000000000005,63735,0,72,0.0,3167.9999999999986,False,-0.04186408108782069,9,4.673000000000001,44355,365,0,0.0,15413.925844662865,False,-0.23632577527274093,0.16666666666666666,260329,0.0,0.0,5,0,0,16,8,8.0,21,37,21,135.0,70.0,9,6,21,90,1.0214072354137897,77.54258614964783
52,21,0,0,0,10.0,11,10.0,10.94191702713599,2,11.0,44.13854578603863,15,56.13333333333333,43.99999999999998,10,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,2,2.587000000000001,21128,537,0,0.0,5370.0,False,-0.22332028701891715,8,1.3960000000000001,53007,0,1,0.1,44.13854578603863,False,0.11800196645498867,0,1.9280000000000004,47466,1,13,1.0,584.7430122456382,False,0.006880829526961151,0,2.1530000000000005,63435,0,78,0.6,3431.999999999998,False,-0.04432839980637496,10,4.764000000000001,43637,374,0,0.0,16507.816123978446,False,-0.23883490440512783,0.2833333333333334,259653,0.0,0.0,9,0,0,19,11,11.0,19,38,23,218.0,77.0,14,7,23,512,1.2053440734744072,78.74793022312224
53,23,0,0,0,10.0,13,10.0,10.94191702713599,0,,43.04626705172783,9,31.11111111111111,43.99999999999998,11,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.585000000000001,20998,550,0,0.0,5500.0,False,-0.225440313111546,3,1.418,53090,0,0,0.0,0.0,False,0.11928655759824591,0,1.9280000000000004,47546,0,9,0.1,387.4164034655505,False,0.00648735456512012,0,2.1530000000000005,63155,0,87,0.9,3827.999999999998,False,-0.045531222038050254,11,4.864000000000001,43444,374,0,0.0,16099.303877346209,False,-0.24466208119529576,0.16666666666666666,259213,0.0,0.0,9,0,0,22,6,5.75,15,37,25,227.0,131.0,15,8,25,210,1.318476777523756,80.066407000646
54,25,0,0,0,9.999999999999998,9,10.0,10.943074938817519,1,11.0,43.35364802083195,15,45.333333333333336,43.999999999999986,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,1,2.595000000000001,20894,559,0,0.0,5589.999999999999,False,-0.22736464448793217,10,1.5150000000000001,53244,0,1,0.1,43.35364802083195,False,0.12299031927834403,0,1.9280000000000004,47626,0,4,0.0,173.4145920833278,False,0.005918099511757097,0,2.1530000000000005,63075,0,92,0.5,4047.9999999999986,False,-0.045091165124022704,9,4.9430000000000005,42702,384,0,0.0,16647.80083999947,False,-0.25152332418993245,0.09999999999999999,258521,0.0,0.0,7,0,0,23,8,8.0,14,37,19,253.0,41.0,16,9,19,170,1.274686242453754,81.34109324309975
55,19,0,0,0,9.999999999999998,8,10.0,10.945489798347804,2,11.0,43.77623573316928,2,65.0,43.999999999999986,10,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,2,2.6140000000000008,20785,567,0,0.0,5669.999999999999,False,-0.22961513372472275,0,1.5050000000000001,53233,0,2,0.1,87.55247146633856,False,0.12322432610333038,0,1.9280000000000004,47745,0,3,0.1,131.32870719950785,False,0.007983309866751503,0,2.1530000000000005,63075,0,92,0.0,4047.9999999999986,False,-0.045091165124022704,10,5.034000000000001,42401,386,0,0.0,16897.62699300334,False,-0.2541062664617712,0.03333333333333333,258219,0.0,0.0,5,0,0,21,8,8.0,17,38,19,200.0,45.0,14,5,19,210,1.2540236432105303,82.59511688631028
56,19,0,0,0,9.999999999999998,12,10.0,10.94794349496958,2,11.0,43.14383855340565,23,40.608695652173914,43.99999999999999,9,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,2,2.6320000000000006,20636,579,0,0.0,5789.999999999999,False,-0.23251793868232223,0,1.5050000000000001,53328,0,1,0.1,43.14383855340565,False,0.12475906390784068,18,2.1080000000000005,47750,0,1,0.1,43.14383855340565,False,0.007159131372843211,0,2.1530000000000005,62547,6,102,1.0,4746.863031320433,False,-0.04771050832939409,9,5.114000000000001,41847,393,0,0.0,16955.52855148842,False,-0.26180798445507447,0.19999999999999998,257088,0.0,0.0,8,0,0,22,10,9.8125,12,34,14,224.0,42.0,15,4,14,226,1.228147947229445,83.82326483353972
57,14,0,0,0,9.999999999999998,7,10.0,10.580795901765473,27,10.037037037037036,41.34273306080191,8,18.0,43.99999999999999,13,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,27,2.900000000000001,20136,586,0,0.0,5859.999999999999,False,-0.2476842791911285,7,1.5750000000000002,52939,16,10,1.0,582.7200650362668,False,0.12224574195728902,0,2.0900000000000003,47739,0,2,0.1,82.68546612160382,False,0.007344044802260138,0,2.1530000000000005,62403,4,112,1.0,5093.370932243207,False,-0.0472813948906223,13,5.235000000000001,41583,393,0,0.0,16247.694092895152,False,-0.27087194275669874,0.35000000000000003,255780,0.0,0.0,3,0,0,14,10,9.875,15,29,15,136.0,27.0,9,5,15,70,0.9120412832126021,84.73530611675233
58,15,0,0,0,9.999999999999998,12,10.0,10.580795901765473,0,,41.779317944771115,4,52.75,43.99999999999999,12,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.8730000000000007,20016,598,0,0.0,5979.999999999999,False,-0.24964122635355512,0,1.568,53150,6,16,1.0,731.9538625269307,False,0.12826734970617867,0,2.0900000000000003,47739,0,2,0.0,83.55863588954223,False,0.007353249239854296,0,2.1530000000000005,62256,0,119,0.7,5235.999999999999,False,-0.04839159197922931,12,5.342000000000001,41291,394,0,0.0,16461.05127023982,False,-0.2735903417024349,0.2833333333333333,255432,0.0,0.0,8,0,0,21,7,7.0,13,34,16,122.0,24.0,10,5,16,331,1.0147944316267967,85.75010054837912
59,16,0,0,0,9.999999999999996,10,10.0,10.580795901765473,0,,41.779317944771115,0,,43.99999999999999,11,44.0,0,0.2,30980,0,0,0.0,0.0,False,0.010437051532941943,0,2.8730000000000016,19916,608,0,0.0,6079.999999999998,False,-0.2512720156555773,0,1.568,53150,0,22,0.6,919.1449947849645,False,0.1302406075517052,0,2.0900000000000003,47739,0,2,0.0,83.55863588954223,False,0.007353249239854296,0,2.1530000000000005,62256,0,119,0.0,5235.999999999999,False,-0.04839159197922931,11,5.440000000000001,41087,394,0,0.0,16461.05127023982,False,-0.2765827287178222,0.09999999999999999,255128,0.0,0.0,7,0,0,21,7,7.0,14,35,14,138.0,19.0,9,7,14,100,1.0194022879004478,86.76950283627957
