index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
0,b2220bd9-b12d-48d7-ae5c-e23845ee6ec5,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,29,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,29,,-1,-1
21,13477770-1b46-4de9-9aac-e37f41ef6641,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,13,,-1,-1
22,72ec7fd2-cd73-42e7-ba17-ec4b792ebd06,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,42,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,42,,-1,-1
23,5715d6d2-a0df-407a-9e31-6ca46f13e157,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,30,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,30,,-1,-1
24,c3cee258-bc8e-4571-854a-2296fc23b698,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,1,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,1,,-1,-1
25,703d41e4-9818-451b-81b3-ef600c3777ac,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,53,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,53,,-1,-1
26,f2c63517-f7e0-48bf-b046-76794b67e933,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,43,4,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
27,496c9f6a-83f5-454a-a759-fdc5484bf45b,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,42,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,42,,-1,-1
28,a2ec9d5a-69ff-4e7c-959f-d0c8b3ac3f17,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,55,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
29,a127d917-00db-404e-bf7d-f67da2949b97,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,13,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,13,,-1,-1
30,19b12755-6564-4f98-811c-090307d7dfb1,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,25,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,25,,-1,-1
31,9834c18b-7288-4695-941b-0e1a48058fcf,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,14,,-1,-1
32,61288b46-48c3-4a2a-8153-28fdb4d88c0f,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,54,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,54,,-1,-1
33,64317b65-26eb-4ca4-bb05-2ddb73d5fceb,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,17,,-1,-1
34,70cad74b-a5cd-46dd-93a0-176d5b54a40b,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,34,,-1,-1
35,266b4581-2f8d-4e57-a0e5-e0af1c177327,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,41,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
36,a086fcdc-d699-43ce-a105-ea2e97e15e85,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,38,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,38,,-1,-1
37,516caab1-b1a4-44c3-acd9-fce317ead870,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,34,,-1,-1
38,1f93bbc8-c139-4a9e-98a6-f02cabd1eb1e,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,59,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
39,58551ef3-06ef-4a36-a5a1-28399869f4c9,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,8,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,8,,-1,-1
40,7b1ed970-8c3a-4220-bc33-363eaab19bc3,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,42,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
41,325d3826-8712-45b6-8394-76a1cbfdb72a,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,58,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,58,,-1,-1
42,5b854501-176f-4fe1-9324-bec2ef21a661,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,51,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,51,,-1,-1
43,01c1b994-3bcd-4cc0-9f7e-7fd1fb434e17,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,14,,-1,-1
44,d9981b8b-e2ce-46e9-b499-7568c6d09711,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,9,,-1,-1
45,0054af83-a2ca-47e7-a0ef-e83b5221e4e6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,58,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,58,,-1,-1
46,f131a681-5aca-4981-aa0c-6a183e7563fa,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,14,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
47,8a0a58ce-07e6-4307-b714-cdd506d3352e,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,3,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,3,,-1,-1
48,4c7f8614-c273-4a85-9726-f10332e42fe5,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,23,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,23,,-1,-1
49,0196321b-3381-4e03-811b-6f535132c891,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,57,1,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
50,f96d743b-ac63-4699-a606-8c05440f8604,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,44,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,44,,-1,-1
51,ec1c63bc-2668-45fd-aba1-6e4d0062187a,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,5,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,5,,-1,-1
52,fe8fabc9-45a5-4dcb-ac0d-cff7399d49e6,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
53,7d5b7dd8-82c9-4a8a-9d38-4a533e9a5fc4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,37,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,37,,-1,-1
54,7a5b347d-fa22-42f1-a1ae-d8eba9abf3f1,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,15,,-1,-1
55,1f808198-f3b2-4829-881b-2e767f25ee87,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,8,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
56,9d782c1d-9364-4fef-ab8e-7fc8cc1891ea,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,12,,-1,-1
57,abd5e1a3-7619-48d7-976b-cc7262131263,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,12,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,12,,-1,-1
58,68ab8931-5850-4d66-9703-afa3daabe6b5,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,14,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,14,,-1,-1
59,b5b8fab3-8cea-476a-b248-a3b2797c8291,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,44,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,44,,-1,-1
60,985f51c8-c62e-4a10-affb-3ee3e72a24de,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,6,1,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
61,4a86e974-9090-48fb-9a2f-39ff5d04a9cf,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,57,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,57,,-1,-1
62,1c07a035-323f-40b4-aff4-42931499ed0b,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,2,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,2,,-1,-1
63,2314b571-a2db-4bcc-aefd-2c41ba04b9cc,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,48,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,48,,-1,-1
64,d475cffe-86ab-43d1-a46f-8523e0e18eae,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,4,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,4,,-1,-1
65,0d402920-15f0-4dad-a854-ece1076f59e0,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,52,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,52,,-1,-1
66,1f84bbd1-93e8-410a-b2a4-832ba6aa6df1,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,34,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
67,27f74628-5533-445a-bd5a-9a67115b7a62,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,15,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,15,,-1,-1
68,3cbadbb4-9f8d-46ae-9832-f287cc741547,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,31,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
69,92e88e6c-2a2c-47b6-9708-2014b8f7ce0a,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,50,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,50,,-1,-1
70,311b4022-8b51-4882-a054-d0b550173ea3,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,34,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,34,,-1,-1
71,55b037c6-74bc-4ae3-9a4b-77b981bfb0f7,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,17,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,17,,-1,-1
72,27316c83-9ceb-4ca8-b8b4-ffa0a4bda244,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,56,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,56,,-1,-1
73,2a6e8f5e-038f-49e9-bbfe-0bdd54317446,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,50,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,50,,-1,-1
74,d590944b-0cb1-4eb6-b201-59da93042cb7,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,25,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,25,,-1,-1
75,c6841a09-6c50-4356-86ab-d4b980c3d8a1,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,0,4,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,0,,-1,-1
76,82f8642a-5408-4e98-9a45-c3fec0cbcdfe,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,30,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,30,,-1,-1
77,29496226-4101-4fd9-86d5-341d4e635d9c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,31,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,31,,-1,-1
78,8d657363-3b10-47f7-b08c-3c00837e1816,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,51,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,51,,-1,-1
79,b2976f8c-1503-44cc-93ef-55f19c02e063,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,51,4,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,51,,-1,-1
80,1cf247ed-c198-4926-992d-0fcfd228af67,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,54,1,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
81,86851e1b-eac8-4ae1-9258-c7010011d38d,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,9,,-1,-1
82,6a3d1420-0263-47a0-b738-911bb4abfdfc,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,9,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,9,,-1,-1
83,d0991964-a16c-4196-893a-f11a0508e362,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,16,1,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,16,,-1,-1
84,7e433983-9f87-483f-bd31-3fb84f154bf6,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,19,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,19,,-1,-1
85,3f7505a1-f8fb-4de3-84db-bfdfb31f2a6d,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,57,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,57,,-1,-1
86,2dc29bdd-e9ef-4d89-9a2f-dd00f9b140db,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,10,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
87,f816f408-c809-4a56-800b-96b5a58fb1ba,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,51,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,True,0,0,51,,-1,-1
88,67bff127-a762-41c7-b629-ed08f696a201,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,57,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,57,,-1,-1
89,8463cd6c-dfa3-430f-a3d4-38d546856c0a,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,18,3,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,18,,-1,-1
90,65f17195-76b5-4038-a2d9-bc29e7751624,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,16,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
91,7bc53740-672e-4132-ab26-17755172b1d7,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,13,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
92,df472e72-d9c4-4781-989f-81fe02a1519c,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,37,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,37,,-1,-1
93,1791bc33-3cf6-4509-8697-e042decf2e57,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,48,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
94,822245be-bf53-4bd5-9c89-08b32299163c,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,16,2,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,True,4,0,-1,07Buy@3:product(1.0),-1,-1
95,f42159ee-bff0-4ac5-a6e6-e6db08baa0a7,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,53,3,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
96,bc7b42b8-fd48-4bd1-b42d-f435e0db45d8,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,22,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,22,,-1,-1
97,45cd2b38-c73d-463d-a376-3deb953efcc4,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,37,1,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,False,0,0,37,,-1,-1
98,27eb60c5-c7b1-4158-9f2a-506bdfb3324b,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,53,3,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,53,,-1,-1
99,a68204f6-492a-4ffc-9ccf-d94c1d7e6fb6,07Buy@3,BUYER,BuyCheapSellExpensiveAgent,_SystemAgent,12,1,47,0,-1,-1,BUYER|07Buy@3,[],07Buy@3,BUYER,p4,BUYER,False,4,0,-1,07Buy@3:product(1.0),-1,-1
100,e91f2553-1861-47b8-9b6b-e68fd05fd6bc,SELLER,00Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,42,2,10,0,-1,-1,00Buy@0|SELLER,[],SELLER,00Buy@0,p0,SELLER,False,0,0,42,,-1,-1
101,d51b2d7f-e867-4d5f-8cf7-851718e2e3e8,SELLER,01Buy@0,_SystemAgent,BuyCheapSellExpensiveAgent,45,2,10,0,-1,-1,01Buy@0|SELLER,[],SELLER,01Buy@0,p0,SELLER,True,0,0,45,,-1,-1
