index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
67,7,0,0,0,10.000000000000002,20,10.0,3.94948630773404,4,2.0,35.067602495462296,5,41.0,36.99999999999999,20,37.0,0,0.7670000000000001,16339,703,0,0.0,7030.000000000001,False,-0.17703626943005182,4,2.0130000000000003,13640,657,0,0.0,6570.000000000001,False,-0.29844559585492225,3,1.3640000000000003,43135,0,4,0.4,140.27040998184918,False,0.15293630797328617,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,2.821,45988,0,5,0.5,184.99999999999997,False,-0.07277099221280962,9,5.888000000000001,34050,237,0,0.0,8311.021791424564,False,-0.23123104220149548,0.15,191371,0.0,0.0,11,0,0,4,12,11.6,24,28,4,125.0,0.0,7,0,4,200,0.6056901263073087,48.36366712767631
68,4,0,0,0,10.0,20,10.0,3.94948630773404,0,,35.41464798900787,5,40.0,36.999999999999986,12,37.0,0,0.7669999999999999,16219,715,0,0.0,7150.0,False,-0.17952331606217617,0,2.0090000000000003,13560,665,0,0.0,6650.0,False,-0.3001036269430052,1,1.3710000000000002,43303,0,0,0.0,0.0,False,0.15554784650691145,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45788,0,10,0.5,369.9999999999999,False,-0.07493410064993863,12,5.999000000000002,33861,237,0,0.0,8393.271573394864,False,-0.2342065761173224,0.08333333333333333,190950,0.0,0.0,10,0,0,1,6,5.2,24,25,3,50.0,3.0,3,1,3,200,0.4559084875509143,48.81957561522722
69,3,0,0,0,10.0,20,10.0,3.812911085027874,6,3.0,35.41464798900787,0,,36.99999999999998,10,37.0,0,0.7670000000000001,16109,726,0,0.0,7260.0,False,-0.18180310880829015,6,2.069,13362,674,0,0.0,6740.0,False,-0.30644559585492226,0,1.37,43285,0,6,0.6,212.4878879340472,False,0.157902651010488,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45788,0,10,0.0,369.9999999999998,False,-0.07493410064993863,10,6.0870000000000015,33726,237,0,0.0,8393.271573394864,False,-0.23692303787557742,0.09999999999999999,190489,0.0,0.0,11,0,0,2,5,5.0,21,23,4,48.0,0.0,3,0,4,200,0.4528291951864958,49.27240481041372
70,4,0,0,0,10.0,20,10.0,3.7173675738052308,5,3.0,33.144980118019625,8,15.0,36.999999999999986,10,37.0,0,0.7669999999999999,16009,736,0,0.0,7360.0,False,-0.1838756476683938,5,2.113,13172,684,0,0.0,6840.0,False,-0.3122487046632124,2,1.3900000000000001,43326,0,5,0.5,165.72490059009812,False,0.15837280381851546,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45668,0,18,0.8,665.9999999999998,False,-0.07437068635933758,10,6.1770000000000005,33581,237,0,0.0,7855.360287970651,False,-0.24525262804625386,0.21666666666666667,189975,0.0,0.0,11,0,0,3,8,7.25,20,23,6,49.0,3.0,3,1,6,200,0.47537869960069656,49.747783510014415
71,6,0,0,0,10.0,20,10.0,3.7104986594098714,6,3.6666666666666665,33.707976954547675,5,41.0,36.999999999999986,7,37.0,0,0.7670000000000001,15959,741,0,0.0,7410.0,False,-0.1849119170984456,6,2.1680000000000006,12918,699,0,0.0,6990.0,False,-0.31966839378238343,0,1.3880000000000001,43509,0,6,0.6,202.24786172728605,False,0.16374350031658333,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45668,0,18,0.0,665.9999999999998,False,-0.07437068635933758,7,6.237000000000002,33297,242,0,0.0,8157.330423000537,False,-0.2479291463971615,0.09999999999999999,189570,0.0,0.0,12,0,0,5,5,5.0,18,23,5,83.0,3.0,5,1,5,405,1.0733371311798692,50.821120641194284
72,5,0,0,0,10.0,20,10.0,3.963230902449687,2,9.0,33.707976954547675,0,,36.999999999999986,9,37.0,2,0.7870000000000001,15825,752,0,0.0,7520.0,False,-0.18818652849740933,0,2.162000000000001,12828,708,0,0.0,7080.0,False,-0.3215336787564767,0,1.3880000000000001,43491,0,8,0.2,269.6638156363814,False,0.1641626703265781,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45668,0,18,0.0,665.9999999999998,False,-0.07437068635933758,9,6.320000000000001,33175,242,0,0.0,8157.330423000537,False,-0.25038402294906603,0.03333333333333333,189206,0.0,0.0,10,0,0,9,6,6.0,13,22,7,51.0,3.0,4,1,7,200,0.6754240151494741,51.49654465634376
73,7,0,0,0,10.0,20,10.0,4.062746359612463,4,5.0,34.245858118428814,5,41.0,36.999999999999986,7,37.0,2,0.8050000000000002,15731,759,0,0.0,7590.0,False,-0.1906321243523316,2,2.1820000000000004,12658,721,0,0.0,7210.0,False,-0.3258860103626943,0,1.3880000000000003,43676,0,7,0.4,239.72100682900168,False,0.16869991203006085,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45668,0,18,0.0,665.9999999999998,False,-0.07437068635933758,7,6.381,32889,247,0,0.0,8458.726955251917,False,-0.25310655617791905,0.06666666666666667,188841,0.0,0.0,12,0,0,10,6,6.0,18,28,6,122.0,0.0,7,0,6,405,0.6892056493088603,52.18575030565262
74,6,0,0,0,10.0,20,10.0,4.153072268931516,4,5.0,33.22540430833835,10,27.0,36.999999999999986,10,37.0,2,0.8230000000000002,15637,766,0,0.0,7660.0,False,-0.1930777202072539,2,2.2000000000000006,12488,734,0,0.0,7340.0,False,-0.33023834196891194,3,1.4180000000000004,43830,0,4,0.4,132.9016172333534,False,0.17138418126211974,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45603,0,23,0.5,850.9999999999997,False,-0.07381733303821156,10,6.474000000000002,32549,252,0,0.0,8372.801885701263,False,-0.26081250492281965,0.15,188326,0.0,0.0,9,0,0,5,7,6.6,20,25,6,89.0,3.0,5,1,6,405,0.5959348529577255,52.781685158610344
75,6,0,0,0,10.0,20,10.0,4.153072268931516,0,,34.27736717104774,10,41.0,36.999999999999986,12,37.0,0,0.821,15547,775,0,0.0,7750.0,False,-0.19494300518134716,0,2.1980000000000004,12378,745,0,0.0,7450.0,False,-0.3325181347150259,6,1.4750000000000003,44038,0,0,0.0,0.0,False,0.17516144526871966,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45398,0,28,0.5,1035.9999999999995,False,-0.07608105117009074,12,6.584000000000001,32149,257,0,0.0,8809.28336295927,False,-0.26446985368373077,0.08333333333333333,187729,0.0,0.0,7,0,0,7,8,7.2,18,25,4,109.0,0.0,6,0,4,200,0.6032730285078287,53.38495818711817
76,4,0,0,0,10.0,20,10.0,4.399391316220731,2,9.0,34.27736717104774,0,,36.999999999999986,13,37.0,2,0.841,15433,784,0,0.0,7840.0,False,-0.19780310880829016,0,2.1980000000000004,12268,756,0,0.0,7560.0,False,-0.3347979274611399,0,1.469,44020,0,2,0.2,68.55473434209549,False,0.17559580955251763,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45620,0,22,0.0,813.9999999999997,False,-0.07384751594663662,7,6.642000000000002,32066,257,0,0.0,8809.28336295927,False,-0.26613997461658384,0.03333333333333333,187626,0.0,0.0,14,0,0,8,5,5.0,17,25,7,51.0,0.0,4,0,7,422,0.6265368387103081,54.01149502582848
77,7,0,0,0,10.0,20,10.0,4.763396204040015,8,6.375,34.74738242902211,5,41.0,36.99999999999999,20,37.0,2,0.859,15259,799,0,0.0,7990.0,False,-0.20190673575129534,6,2.2580000000000005,12125,761,0,0.0,7610.0,False,-0.33968911917098443,3,1.4990000000000003,44078,0,8,0.8,277.9790594321769,False,0.17993781100806136,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45842,0,16,0.0,591.9999999999999,False,-0.07161398072318248,14,6.775000000000001,31621,262,0,0.0,9103.814196403793,False,-0.2721309717246132,0.13333333333333333,187144,0.0,0.0,10,0,0,12,10,9.6,7,19,4,114.0,0.0,7,0,4,422,0.6756050055846572,54.68710003141314
78,4,0,0,0,10.0,20,10.0,4.763396204040015,0,,34.74738242902211,0,,36.99999999999999,11,37.0,0,0.857,15169,808,0,0.0,8080.0,False,-0.2037720207253886,0,2.2520000000000002,12015,772,0,0.0,7720.0,False,-0.34196891191709844,0,1.4960000000000002,44078,0,8,0.0,277.9790594321769,False,0.17993781100806136,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,45842,0,16,0.0,591.9999999999999,False,-0.07161398072318248,11,6.871,31456,262,0,0.0,9103.814196403793,False,-0.2754510916513694,0.0,186779,0.0,0.0,9,0,0,2,5,5.0,9,11,4,47.0,3.0,3,1,4,200,0.4593114973977208,55.14641152881086
79,4,0,0,0,10.0,20,10.0,5.156790322929925,4,9.0,32.34314612644299,8,13.0,37.0,20,37.0,2,0.8770000000000002,15085,814,0,0.0,8140.0,False,-0.2060103626943005,2,2.2720000000000007,11851,786,0,0.0,7860.0,False,-0.34586528497409325,0,1.4960000000000002,44146,0,4,0.4,129.37258450577195,False,0.17976960805499517,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.8100000000000005,46138,0,8,0.0,296.0,False,-0.06863593375857698,12,6.980000000000001,31159,270,0,0.0,8732.649454139608,False,-0.28516158466165353,0.06666666666666667,186598,0.0,0.0,16,0,0,3,8,8.0,12,15,4,63.0,0.0,4,0,4,600,0.47599870525300503,55.622410234063864
80,4,0,0,0,10.0,20,10.0,5.345322947455959,2,9.0,32.34314612644299,0,,37.0,20,37.0,2,0.8950000000000002,14901,830,0,0.0,8300.0,False,-0.21032124352331608,0,2.2700000000000005,11811,790,0,0.0,7900.0,False,-0.3466943005181347,0,1.4960000000000004,44128,0,6,0.2,194.05887675865793,False,0.18015235732452714,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,1,2.8200000000000007,46427,0,0,0.0,0.0,False,-0.06579874036662173,11,7.078000000000001,30994,270,0,0.0,8732.649454139608,False,-0.28848170458840966,0.03333333333333333,186480,0.0,0.0,13,0,0,2,7,6.25,1,3,6,48.0,3.0,3,1,6,385,0.424479435198009,56.04688966926187
81,6,0,0,0,10.0,20,10.0,5.345322947455959,0,,33.49543918055529,10,41.0,37.0,20,37.0,0,0.8930000000000002,14811,839,0,0.0,8390.0,False,-0.21218652849740932,0,2.2700000000000005,11701,801,0,0.0,8010.0,False,-0.3489740932642487,4,1.5360000000000005,44410,0,0,0.0,0.0,False,0.18508832790734908,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,9,2.9090000000000007,46103,0,5,0.5,185.0,False,-0.07045696923355535,11,7.177000000000002,30631,275,0,0.0,9211.245774652703,False,-0.29097082545573466,0.08333333333333333,185875,0.0,0.0,11,0,0,3,11,10.8,3,6,7,92.0,0.0,6,0,7,405,0.6008981103077531,56.647787779569626
82,7,0,0,0,10.0,20,10.0,4.824210208680813,5,1.0,33.94332241672015,5,40.0,37.0,9,37.0,0,0.893,14671,853,0,0.0,8530.0,False,-0.2150880829015544,5,2.3200000000000007,11541,807,0,0.0,8070.0,False,-0.35436269430051814,5,1.582,44445,0,5,0.5,169.71661208360075,False,0.18828676698622518,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.900000000000001,46103,0,5,0.0,185.0,False,-0.07045696923355535,9,7.256000000000002,30316,280,0,0.0,9504.130276681642,False,-0.29436253419037733,0.08333333333333333,185295,0.0,0.0,12,0,0,5,6,6.0,1,6,8,89.0,3.0,6,1,8,200,0.762899617664516,57.41068739723414
83,8,0,0,0,10.0,20,10.0,4.582327135294918,7,3.2857142857142856,34.8798047566998,10,41.0,37.0,20,37.0,2,0.9130000000000003,14577,860,0,0.0,8600.0,False,-0.2175336787564767,5,2.3650000000000007,11311,820,0,0.0,8200.0,False,-0.3612020725388601,5,1.6270000000000002,44672,0,7,0.7,244.15863329689859,False,0.195337549144699,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,7,2.97,46000,0,5,0.5,185.0,False,-0.07252952894540918,8,7.327000000000002,30010,285,0,0.0,9940.744355659443,False,-0.2961270865881297,0.19999999999999998,184789,0.0,0.0,15,0,0,5,12,11.5,3,8,7,123.0,0.0,8,0,7,553,0.8160731494426727,58.226760546676815
84,7,0,0,0,10.0,20,10.0,4.5162812699288,9,4.222222222222222,35.30004554024255,5,41.0,37.0,20,37.0,0,0.9110000000000003,14457,872,0,0.0,8720.0,False,-0.22002072538860104,9,2.45,11065,828,0,0.0,8280.0,False,-0.36974093264248703,0,1.6220000000000003,44839,0,11,0.9,388.30050094266807,False,0.20171719726934234,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,3,2.9930000000000003,45955,0,5,0.5,185.0,False,-0.07343501619816085,12,7.439000000000003,29815,285,0,0.0,10060.512978969127,False,-0.29884587622020314,0.2333333333333333,184350,0.0,0.0,12,0,0,3,11,10.25,3,6,6,99.0,3.0,6,1,6,479,0.5838405210524797,58.810601067729294
85,6,0,0,0,10.0,20,10.0,4.606155840368766,5,5.4,36.054647094680746,10,41.0,37.0,15,37.0,2,0.9310000000000003,14323,883,0,0.0,8830.0,False,-0.22329533678756477,3,2.471,10921,837,0,0.0,8370.0,False,-0.37384455958549223,0,1.622,45222,0,6,0.5,216.32788256808448,False,0.20964305762085833,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.9900000000000007,45898,0,6,0.5,222.0,False,-0.07420971084773728,11,7.537000000000001,29442,290,0,0.0,10455.847657457416,False,-0.3023739093158801,0.16666666666666666,184025,0.0,0.0,17,0,0,3,8,8.0,3,6,3,105.0,0.0,6,0,3,758,0.5434772986918688,59.35407836642116
86,3,0,0,0,10.0,20,10.0,4.240030826871803,5,1.0,36.054647094680746,0,,36.99999999999999,11,37.0,0,0.9290000000000003,14203,895,0,0.0,8950.0,False,-0.22578238341968912,5,2.5180000000000002,10741,845,0,0.0,8450.0,False,-0.3796476683937824,0,1.622,45217,0,11,0.5,396.60111804148823,False,0.21191494260075644,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.9900000000000007,45972,0,4,0.0,147.99999999999997,False,-0.07346519910658592,9,7.616000000000001,29333,290,0,0.0,10455.847657457416,False,-0.3045672006614341,0.08333333333333333,183685,0.0,0.0,12,0,0,0,4,4.0,3,3,6,47.0,0.0,3,0,6,274,0.38211976177990437,59.73619812820107
87,6,0,0,0,10.0,20,10.0,3.9115794778144117,5,1.0,36.054647094680746,0,,36.99999999999999,20,37.0,0,0.9290000000000003,14083,907,0,0.0,9070.0,False,-0.22826943005181347,5,2.5630000000000006,10561,853,0,0.0,8530.0,False,-0.38545077720207255,0,1.622,45212,0,16,0.5,576.8743535148919,False,0.21418682758065455,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,7,3.060000000000001,46041,0,0,0.0,0.0,False,-0.07356580880133609,9,7.697000000000002,29218,290,0,0.0,10455.847657457416,False,-0.3068812236406884,0.08333333333333333,183334,0.0,0.0,14,0,0,2,9,9.0,4,6,4,102.0,0.0,6,0,4,348,0.5335929077118635,60.26979103591293
88,4,0,0,0,10.0,20,10.0,4.130952588265496,2,9.0,36.054647094680746,0,,36.99999999999999,20,37.0,2,0.9490000000000003,13949,918,0,0.0,9180.0,False,-0.2315440414507772,0,2.5580000000000007,10471,862,0,0.0,8620.0,False,-0.3873160621761658,0,1.6220000000000003,45194,0,18,0.2,648.9836477042534,False,0.21466861887847916,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,3.1630000000000007,45872,0,0,0.0,0.0,False,-0.0769664164838924,9,7.778000000000001,29096,290,0,0.0,10455.847657457416,False,-0.30933610019259294,0.03333333333333333,182801,0.0,0.0,11,0,0,1,12,12.0,2,3,6,45.0,3.0,3,1,6,200,0.38963654823601246,60.65942758414894
89,6,0,0,0,10.0,20,10.0,4.130952588265496,0,,36.054647094680746,0,,36.99999999999999,20,37.0,0,0.9470000000000003,13849,928,0,0.0,9280.0,False,-0.23361658031088084,0,2.5580000000000007,10371,872,0,0.0,8720.0,False,-0.38938860103626943,0,1.622,45194,0,18,0.0,648.9836477042534,False,0.21466861887847916,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,15,3.3020000000000005,45587,0,0,0.0,0.0,False,-0.082701169084653,5,7.819000000000002,29049,290,0,0.0,10455.847657457416,False,-0.3102818313232447,0.0,182269,0.0,0.0,10,0,0,2,10,10.0,2,4,3,71.0,6.0,4,2,3,200,0.4242394492030144,61.08366703335196
90,3,0,0,0,10.0,20,10.0,3.9698032052288497,9,3.2222222222222223,36.02318171899868,6,35.666666666666664,36.99999999999999,16,37.0,2,0.9670000000000001,13705,940,0,0.0,9400.0,False,-0.2370984455958549,7,2.6280000000000006,10147,880,0,0.0,8800.0,False,-0.3970155440414508,0,1.622,45379,0,21,0.9,756.4868160989722,False,0.22103974510459215,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,8,3.3670000000000013,45494,0,0,0.0,0.0,False,-0.08457250940700646,8,7.894000000000001,28738,296,0,0.0,10662.86178882361,False,-0.31445699148013356,0.15,181682,0.0,0.0,13,0,0,2,10,10.0,1,3,6,50.0,0.0,3,0,6,414,0.38560169097036123,61.46926872432232
91,6,0,0,0,10.0,20,10.0,3.9698032052288497,0,,34.57630056984639,11,25.818181818181817,36.999999999999986,11,37.0,0,0.9650000000000001,13605,950,0,0.0,9500.0,False,-0.23917098445595855,0,2.621000000000001,10047,890,0,0.0,8900.0,False,-0.3990880829015544,0,1.622,45663,0,10,0.0,345.76300569846387,False,0.22313821590567412,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,1,3.3690000000000007,45203,1,10,1.0,404.5763005698463,False,-0.08635756383111819,10,7.9860000000000015,28597,296,0,0.0,10234.584968674531,False,-0.3216030648864666,0.16666666666666666,181334,0.0,0.0,12,0,0,3,6,6.0,1,4,4,67.0,6.0,4,2,4,484,0.41007455438375473,61.879343278706074
92,4,0,0,0,10.0,20,10.0,4.353492977707927,7,6.857142857142857,34.66257997098467,6,35.666666666666664,36.999999999999986,6,37.0,2,0.9850000000000003,13511,957,0,0.0,9570.0,False,-0.24161658031088082,5,2.6710000000000003,9842,903,0,0.0,9030.0,False,-0.40489119170984456,0,1.6220000000000003,45829,0,11,0.7,381.2883796808314,False,0.22804195415062217,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000003,45003,0,16,0.6,591.9999999999998,False,-0.08849628750226372,6,8.036000000000001,28519,297,0,0.0,10294.786251382448,False,-0.3225668928568882,0.21666666666666665,180923,0.0,0.0,10,0,0,2,5,5.0,1,3,6,48.0,3.0,3,1,6,414,0.39360584039241076,62.272949119098485
93,6,0,0,0,10.0,20,10.0,4.067834967513719,8,2.375,35.47254495156804,10,41.0,36.999999999999986,8,37.0,0,0.9830000000000003,13421,966,0,0.0,9660.0,False,-0.2434818652849741,8,2.7460000000000004,9573,914,0,0.0,9140.0,False,-0.4137616580310881,0,1.622,46220,0,9,0.8,319.2529045641123,False,0.23764814143891916,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000008,44798,0,21,0.5,776.9999999999997,False,-0.09076000563414291,8,8.11,28215,302,0,0.0,10712.708575373548,False,-0.32447925855309634,0.21666666666666667,180446,0.0,0.0,12,0,0,2,6,6.0,3,5,0,83.0,3.0,5,1,0,610,0.4215025259181857,62.69445164501667
94,0,0,0,0,10.0,20,10.0,4.067834967513719,0,,35.47254495156804,0,,36.99999999999998,17,37.0,0,0.9830000000000003,13321,976,0,0.0,9760.0,False,-0.24555440414507773,0,2.7380000000000004,9473,924,0,0.0,9240.0,False,-0.4158341968911917,0,1.622,46220,0,9,0.0,319.2529045641123,False,0.23764814143891916,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000003,45168,0,11,0.0,406.9999999999998,False,-0.08703744692838603,7,8.172,28136,302,0,0.0,10712.708575373548,False,-0.32606889173014925,0.0,180537,0.0,0.0,14,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,570,0.11698220763355494,62.811433852650225
95,0,0,0,0,10.0,20,10.0,4.067834967513719,0,,35.83899558415394,5,41.0,36.99999999999998,10,37.0,0,0.9830000000000001,13241,984,0,0.0,9840.0,False,-0.2472124352331606,0,2.738000000000001,9353,936,0,0.0,9360.0,False,-0.41832124352331607,0,1.622,46425,0,4,0.0,143.35598233661577,False,0.24077168146363623,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000017,44963,0,16,0.5,591.9999999999997,False,-0.08930116506026521,10,8.265,27998,302,0,0.0,10823.37666641449,False,-0.32773229101943285,0.08333333333333333,180199,0.0,0.0,11,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,405,0.11598605662584305,62.92741990927607
96,0,0,0,0,10.0,20,10.0,4.258016958346015,2,9.0,35.83899558415394,0,,36.99999999999998,9,37.0,2,1.0030000000000003,13097,996,0,0.0,9960.0,False,-0.25069430051813474,0,2.738000000000001,9273,944,0,0.0,9440.0,False,-0.41997927461139895,0,1.6220000000000003,46407,0,6,0.2,215.03397350492367,False,0.2412477180645904,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000017,44963,0,16,0.0,591.9999999999997,False,-0.08930116506026521,9,8.345,27875,302,0,0.0,10823.37666641449,False,-0.3302072895102874,0.03333333333333333,179834,0.0,0.0,10,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,200,0.11397904809564352,63.04139895737171
97,0,0,0,0,10.0,0,,4.252403977733977,5,4.2,36.19308594478416,5,41.0,36.99999999999998,10,37.0,2,1.0210000000000001,13073,996,0,0.0,9960.0,False,-0.25168911917098447,3,2.7680000000000002,9213,944,0,0.0,9440.0,False,-0.4224663212435233,0,1.622,46591,0,6,0.5,217.15851566870495,False,0.24618613592982744,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000008,44963,0,16,0.0,591.9999999999997,False,-0.08930116506026521,10,8.436,27523,307,0,0.0,11111.277385048737,False,-0.3343936516786854,0.08333333333333333,179582,0.0,0.0,1,0,0,0,8,8.0,0,0,0,0.0,0.0,0,0,0,205,0.10992463771253824,63.15132359508425
98,0,0,0,0,10.0,0,,4.252403977733977,0,,36.35959516866193,3,40.0,36.99999999999998,20,37.0,0,1.0190000000000001,13073,996,0,0.0,9960.0,False,-0.25168911917098447,0,2.7650000000000006,9213,944,0,0.0,9440.0,False,-0.4224663212435233,0,1.622,46711,0,3,0.0,109.07878550598579,False,0.24794629323672399,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,3.3680000000000008,45222,0,9,0.0,332.99999999999983,False,-0.08669537396623539,13,8.556,27192,310,0,0.0,11271.474502285198,False,-0.33944227516464576,0.0,179630,0.0,0.0,4,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,379,0.10966669674962759,63.26099029183388
99,0,0,0,0,10.0,0,,4.252403977733977,0,,36.7072935399575,5,41.0,36.99999999999998,18,37.0,0,1.0190000000000001,13073,996,0,0.0,9960.0,False,-0.25168911917098447,0,2.7650000000000006,9213,944,0,0.0,9440.0,False,-0.4224663212435233,2,1.6420000000000001,46852,0,0,0.0,0.0,False,0.25025350909964245,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,1,3.3780000000000006,45548,0,0,0.0,0.0,False,-0.08348592470370444,8,8.623000000000001,26884,315,0,0.0,11562.79746508661,False,-0.34270884092514026,0.0,179789,0.0,0.0,4,0,0,0,7,5.65,0,0,0,0.0,0.0,0,0,0,222,0.11012958455830812,63.371119876392186
