index,id,seller_name,buyer_name,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,signatures,issues,seller,buyer,product_name,caller,is_buy,product,n_neg_steps,executed_at,breaches,erred_at,dropped_at
1978,9b4708a0-e83f-473f-af24-17e18972519f,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,86,3,57,42,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,86,,-1,-1
1979,298879f4-fdd5-488a-9c02-b8cf2359f4d0,07Ran@3,BUYER,RandomAgent,_SystemAgent,86,2,57,42,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
1980,502efefc-e9a1-404c-acc2-ee25fb8ad516,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,86,3,57,42,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,86,,-1,-1
1981,60d22fa4-26a7-42eb-b014-7f3896dd319f,04Dec@2,07Ran@3,DecentralizingAgent,RandomAgent,49,5,86,42,-1,42,04Dec@2|07Ran@3,"[quantity: (1, 5), time: (47, 52), unit_price: (43, 86)]",04Dec@2,07Ran@3,p3,04Dec@2,False,3,7,-1,04Dec@2:product(1.0),-1,-1
1982,e512520e-f8c4-4d7b-a27d-3317edeb885d,07Ran@3,BUYER,RandomAgent,_SystemAgent,86,2,57,42,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
1983,5ad1fafa-1956-4077-a133-d1d5a0f75ba3,07Ran@3,BUYER,RandomAgent,_SystemAgent,86,1,57,42,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
1984,78302033-11d6-4f1f-9c0f-b0d867149de7,07Ran@3,BUYER,RandomAgent,_SystemAgent,87,1,57,43,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,False,4,0,-1,07Ran@3:product(1.0),-1,-1
1985,f7b04383-c472-47dd-8eb6-4f23e44dbe23,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,2,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,87,,-1,-1
1986,3db6ce6e-f7e3-4b3b-92bd-a72d0538957d,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,1,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,87,,-1,-1
1987,bc7c39d5-1ae0-4013-a78b-027ab7e7bd87,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,1,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,87,,-1,-1
1988,edbc7fdb-d9b1-4c2e-9ccd-c65cb7aa3d4f,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,3,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,False,4,0,87,,-1,-1
1989,d4107b68-c4c0-4315-b76b-e5557d8e3766,07Ran@3,BUYER,RandomAgent,_SystemAgent,87,4,57,43,-1,-1,BUYER|07Ran@3,[],07Ran@3,BUYER,p4,BUYER,True,4,0,-1,07Ran@3:product(1.0),-1,-1
1990,0a4c177d-f860-4c85-b1c9-1a47da16b0bb,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,1,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,87,,-1,-1
1991,2c008ad5-4e43-4bfb-959a-215f77c4e2cb,06Dec@3,BUYER,DecentralizingAgent,_SystemAgent,87,3,57,43,-1,-1,BUYER|06Dec@3,[],06Dec@3,BUYER,p4,BUYER,True,4,0,87,,-1,-1
