index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,16,0,0,0,10.000000000000002,20,10.0,15.602589905563692,5,23.0,22.003365645934043,13,34.38461538461539,32.99999999999999,20,33.0,0,0.7040000000000002,44761,106,0,0.0,1060.0000000000002,False,-0.023564160055191446,0,0.2,46694,6,39,1.0,668.501006316984,False,0.01388949860207173,3,1.0670000000000002,63571,51,10,1.0,1015.7657416430886,False,-0.018234033448933734,0,0.2,65197,0,9,0.0,198.0302908134064,False,0.0004139046929890419,0,0.65,86737,69,11,1.0,1881.232229569449,False,-0.014404207390092846,5,0.556,89206,0,0,0.0,0.0,False,0.002776559988309221,0.5,396166,0.0,0.0,17,0,0,19,4,2.875,13,32,14,153.0,30.0,11,5,14,952,2.0093638887628913,21.63335409760475
11,14,0,0,0,10.000000000000002,20,10.0,16.53482386143886,15,22.666666666666668,22.884406996968053,10,35.0,32.99999999999999,20,33.0,0,0.7040000000000002,44711,111,0,0.0,1110.0000000000002,False,-0.024103139013452915,0,0.2,46884,11,34,1.0,672.1840112889212,False,0.018025439928519734,0,1.064,63581,56,10,1.0,1154.7942062102566,False,-0.01701577926572912,0,0.2,65197,0,9,0.0,205.95966297271247,False,0.00047464847762886375,0,0.6500000000000001,86925,64,10,1.0,1794.6020478059554,False,-0.012777785003170195,9,0.6410000000000001,88932,0,5,0.5,164.99999999999997,False,0.0006238829123528817,0.5833333333333334,396230,0.0,0.0,18,0,0,14,3,3.0,13,27,12,147.0,14.0,9,5,12,1253,1.3867306429892778,23.02008474059403
12,12,0,0,0,10.000000000000002,20,10.0,16.371160523286402,2,8.0,23.221316692880457,69,23.869565217391305,32.99999999999999,20,33.0,2,0.7240000000000002,44541,126,0,0.0,1260.0000000000002,False,-0.0261512590548465,0,0.2,46834,6,44,1.0,780.3310630246017,False,0.018113261717667705,59,1.6540000000000004,63560,48,10,1.0,1018.0288720465519,False,-0.01838522980245946,0,0.2,65197,0,9,0.0,208.99185023592412,False,0.0004978768652493638,1,0.6600000000000001,87249,54,10,1.0,1583.9511014155446,False,-0.010319635442082545,4,0.6720000000000002,87418,59,10,1.0,1700.057684879947,False,-0.007767299065412416,0.6666666666666666,394799,0.0,0.0,18,0,0,12,5,4.255208333333333,12,24,9,96.0,14.0,7,5,9,804,1.3833613749593496,24.40344611555338
13,9,0,0,0,10.000000000000002,20,10.0,16.913085057594238,10,22.0,23.221316692880457,0,,32.99999999999999,20,33.0,0,0.722,44461,134,0,0.0,1340.0000000000002,False,-0.02701362538806485,0,0.2,46934,8,44,1.0,824.1757425341465,False,0.020741804744460905,0,1.5950000000000002,63340,48,20,1.0,1276.2544166221326,False,-0.019777732027286044,0,0.2,65197,0,9,0.0,208.99185023592412,False,0.0004978768652493638,0,0.659,87546,44,11,1.0,1384.73793448674,False,-0.008100709683749048,1,0.6780000000000002,87742,49,10,1.0,1467.8445179511423,False,-0.005430341404741888,0.6666666666666666,395220,0.0,0.0,17,0,0,13,1,0.5,13,26,15,81.0,21.0,7,2,15,1014,1.4570512967184186,25.860497412271798
14,15,0,0,0,10.000000000000002,20,10.0,18.373756400654287,36,22.166666666666668,23.221316692880457,0,,32.99999999999999,20,33.0,1,0.732,44341,145,0,0.0,1450.0000000000002,False,-0.02841497067954467,0,0.2,47634,7,19,1.0,419.1013716124314,False,0.031466684326625874,0,1.5950000000000002,62749,65,30,1.0,1890.9336668289423,False,-0.024123751958594838,0,0.2,64990,0,18,0.9,417.98370047184824,False,-0.0010726095047277966,0,0.659,87777,34,14,1.0,1251.5247675579353,False,-0.006252741332760345,3,0.7070000000000001,88054,39,10,1.0,1235.6313510223379,False,-0.0032282773467420902,0.8166666666666668,395545,0.0,0.0,25,0,0,14,2,2.0,15,29,14,186.0,24.0,12,3,14,1551,1.3245605044066906,27.18505791667849
15,14,0,0,0,10.000000000000002,20,10.0,18.57441862799707,15,20.133333333333333,23.718342371271813,8,35.0,32.99999999999999,20,33.0,2,0.7510000000000001,44231,154,0,0.0,1540.0000000000002,False,-0.029816315971024493,0,0.2,47810,8,16,1.0,377.1906980479531,False,0.03480931676923028,0,1.5950000000000002,62727,70,32,1.0,2059.196259840493,False,-0.023171825370080026,0,0.2,64990,0,18,0.0,426.9301626828926,False,-0.0010040741953845128,0,0.659,88074,24,15,1.0,1064.2402169105235,False,-0.00396676999004868,1,0.7140000000000002,88098,37,10,1.0,1207.578667737057,False,-0.0028913394499879225,0.6666666666666666,395930,0.0,0.0,22,0,0,16,2,1.5,10,26,14,84.0,18.0,8,6,14,1360,1.3186567453667521,28.50371466204524
16,14,0,0,0,10.000000000000002,20,10.0,18.57441862799707,0,,22.390376175135113,22,12.090909090909092,33.0,20,33.0,0,0.7490000000000001,44111,166,0,0.0,1660.0000000000002,False,-0.031109865470852018,0,0.2,47730,6,26,1.0,542.9348843279238,False,0.03487123667997509,0,1.5950000000000002,62993,60,20,1.0,1562.2726411825263,False,-0.022903119082699843,0,0.2,64990,0,18,0.0,403.02677115243205,False,-0.0011871886258986986,0,0.659,88182,26,17,1.0,1143.149780553513,False,-0.002309211094136042,2,0.7330000000000001,88306,37,10,1.0,1158.4439184799992,False,-0.0008293488096764529,0.6666666666666666,396312,0.0,0.0,19,0,0,13,1,1.0,10,23,22,57.0,60.0,4,10,22,1060,1.290962902829051,29.79467756487429
17,22,0,0,0,10.000000000000002,20,10.0,18.57441862799707,0,,21.926946930884633,9,13.0,33.0,20,33.0,0,0.7490000000000001,44051,172,0,0.0,1720.0000000000002,False,-0.03175664022076578,0,0.2,47590,10,36,1.0,768.6790706078945,False,0.03428638184080599,0,1.5950000000000002,63110,50,21,1.0,1389.1868169484308,False,-0.022436479669150463,0,0.2,64990,0,18,0.0,394.6850447559234,False,-0.001251091293294471,0,0.659,88428,25,16,1.0,1076.1736732721158,False,7.966407711475944e-05,0,0.7310000000000001,88603,27,11,1.0,955.0275671338851,False,0.0013659526699596979,0.6666666666666666,396772,0.0,0.0,20,0,0,15,0,0.0,11,26,15,131.0,84.0,9,13,15,977,1.4420571839436889,31.23673474881798
18,15,0,0,0,10.000000000000002,20,10.0,18.919145186797948,10,23.0,22.22341844651567,6,30.333333333333332,32.99999999999999,20,33.0,0,0.7490000000000001,43931,184,0,0.0,1840.0000000000002,False,-0.03305018972059331,0,0.2,47740,8,36,1.0,761.0892267247261,False,0.0374384402673845,0,1.5950000000000002,63062,50,25,1.0,1501.542720502789,False,-0.02231118355955511,0,0.2,64990,0,18,0.0,400.02153203728204,False,-0.0012102105744129614,0,0.659,88555,20,17,1.0,1005.4683689303133,False,0.0011098841541064175,0,0.7310000000000001,88954,18,10,1.0,730.021532037282,False,0.004046929102380284,0.6666666666666666,397232,0.0,0.0,20,0,0,13,0,0.0,9,22,17,93.0,87.0,6,9,17,1272,1.3345861723646522,32.57132092118263
19,17,0,0,0,10.000000000000002,20,10.0,19.186957692749036,11,22.0,22.454920712554955,21,24.142857142857142,32.99999999999999,20,33.0,0,0.7490000000000001,43811,196,0,0.0,1960.0000000000005,False,-0.03434373922042083,0,0.2,47902,6,35,1.0,731.5435192462163,False,0.040612533624161534,0,1.5950000000000002,63327,51,14,1.0,1292.9037323059702,False,-0.019849363922336983,0,0.2,64990,0,18,0.0,404.1885728259892,False,-0.001178288522683089,0,0.659,88648,16,18,1.0,953.2787314008792,False,0.001861974231954466,1,0.7410000000000001,88975,23,10,1.0,846.4631763887639,False,0.0049374609448665065,0.6666666666666666,397653,0.0,0.0,18,0,0,18,1,0.3333333333333333,11,29,17,147.0,83.0,9,8,17,1510,1.4518307270482183,34.02315164823085
20,17,0,0,0,10.000000000000002,20,10.0,19.186957692749036,0,,23.541393514260783,18,33.0,32.99999999999999,20,33.0,0,0.7490000000000001,43731,204,0,0.0,2040.0000000000005,False,-0.035206105553639185,0,0.2,47782,8,45,1.0,943.4130961737067,False,0.04030929950170005,4,1.6350000000000002,63809,41,10,1.0,1022.0792005453184,False,-0.014539220759125225,0,0.2,64990,0,18,0.0,423.7450832566941,False,-0.0010284738294083148,0,0.659,89011,6,17,1.0,702.2483610855645,False,0.0045315727530973295,0,0.7400000000000002,88678,31,11,1.0,1092.7831989420843,False,0.0029833024142699506,0.6666666666666666,398001,0.0,0.0,19,0,0,17,1,0.2222222222222222,12,29,23,171.0,61.0,12,5,23,860,1.6848481530323625,35.70799980126321
21,23,0,0,0,10.000000000000002,20,10.0,19.577615557126926,13,23.0,24.226578215960277,10,35.0,32.99999999999999,20,33.0,0,0.7490000000000001,43651,212,0,0.0,2120.0000000000005,False,-0.03606847188685754,0,0.2,47961,10,42,1.0,922.2598533993308,False,0.04394036578776442,0,1.6310000000000002,63685,44,15,1.0,1224.8137577529887,False,-0.014885981417265584,0,0.2,65165,0,13,0.0,314.9455168074836,False,0.0008192673153218087,0,0.659,89374,0,12,0.6,395.9999999999999,False,0.006890814869771468,0,0.7400000000000002,88625,31,12,1.0,1147.0239246947685,False,0.0026923859569845375,0.6,398461,0.0,0.0,21,0,0,18,0,0.0,15,33,23,243.0,82.0,16,7,23,1509,1.9885167442262173,37.69651654548943
22,23,0,0,0,10.000000000000002,20,10.0,19.87830756364022,11,23.0,24.226578215960277,0,,32.99999999999999,20,33.0,0,0.7490000000000001,43591,218,0,0.0,2180.0000000000005,False,-0.0367152466367713,0,0.2,48074,14,41,1.0,955.010610109249,False,0.04672959005378205,0,1.6310000000000002,63432,45,25,1.0,1500.1882957628168,False,-0.016652711886478946,0,0.2,65165,0,13,0.0,314.9455168074836,False,0.0008192673153218087,0,0.659,89770,0,0,0.0,0.0,False,0.009116559313841208,0,0.7400000000000002,88889,21,14,1.0,970.7581425351657,False,0.004669331616447843,0.5,398921,0.0,0.0,20,0,0,25,0,0.0,11,36,22,261.0,78.0,17,6,22,1113,1.659860823303461,39.35637736879289
23,22,0,0,0,10.000000000000002,20,10.0,20.287540090143118,17,23.0,23.825969611652823,73,23.0,32.99999999999999,20,33.0,0,0.7490000000000001,43491,228,0,0.0,2280.0000000000005,False,-0.03779320455329424,0,0.2,48365,14,34,1.0,829.776363064866,False,0.051653332647732725,48,2.1110000000000007,63468,48,10,1.0,1212.061620443398,False,-0.018308372884191543,0,0.2,65073,0,17,0.4,405.04148339809797,False,9.990564738317502e-05,13,0.7890000000000001,87902,63,10,1.0,1831.0360855341278,False,-0.0015904175770065855,0,0.7400000000000002,89120,11,17,1.0,823.085665728181,False,0.00643603045070296,0.7333333333333334,397419,0.0,0.0,16,0,0,20,7,6.657534246575342,11,31,18,192.0,54.0,14,8,18,822,1.6983461072668433,41.054723476059735
24,18,0,0,0,10.000000000000002,20,10.0,20.447196496686924,12,22.0,23.825969611652823,0,,32.99999999999999,20,33.0,0,0.7490000000000001,43371,240,0,0.0,2400.0000000000005,False,-0.039086754053121765,0,0.2,48549,12,32,1.0,774.3102878939816,False,0.055022316832248,0,2.0630000000000006,63204,50,20,1.0,1498.8792170674028,False,-0.020155975906882298,0,0.2,65073,0,17,0.0,405.04148339809797,False,9.990564738317502e-05,2,0.796,88218,53,10,1.0,1592.7763894175996,False,0.0006226260941421766,0,0.7400000000000002,89384,1,19,1.0,650.8259696116527,False,0.008435492584289639,0.6666666666666666,397799,0.0,0.0,20,0,0,11,2,1.3333333333333333,13,24,24,108.0,48.0,6,12,24,992,1.3748309994116426,42.42955447547138
25,24,0,0,0,10.000000000000002,20,10.0,20.471928337433912,13,20.692307692307693,23.04740186977631,13,11.0,32.999999999999986,20,33.0,2,0.7690000000000001,43261,249,0,0.0,2490.0000000000005,False,-0.04048809934460159,0,0.2,48692,13,31,1.0,764.6297784604512,False,0.05800092465570514,0,2.0630000000000006,63078,53,17,1.0,1476.8180336701944,False,-0.022255450262221026,0,0.2,65073,0,17,0.0,391.80583178619725,False,-1.4874459069278533e-06,0,0.794,88339,56,12,1.0,1686.654504707473,False,0.0025104514703822066,0,0.7400000000000002,89780,0,8,0.1,263.9999999999999,False,0.010712800278780112,0.5166666666666667,398223,0.0,0.0,21,0,0,15,1,1.0,13,28,32,168.0,49.0,11,13,32,1256,1.6703331712633371,44.099887646734715
26,32,0,0,0,10.000000000000002,20,10.0,20.625972807067672,13,22.0,23.04740186977631,0,,32.999999999999986,20,33.0,0,0.7670000000000001,43171,258,0,0.0,2580.0000000000005,False,-0.041458261469472235,0,0.2,48868,14,28,1.0,717.5272385978948,False,0.061287590964534,0,2.0630000000000006,62792,56,27,1.0,1777.33432767975,False,-0.02433517958234573,0,0.2,65073,0,17,0.0,391.80583178619725,False,-1.4874459069278533e-06,0,0.7940000000000003,88669,46,12,1.0,1456.18048600971,False,0.004924630931157714,2,0.76,90032,0,0,0.0,0.0,False,0.012061736305489046,0.5,398605,0.0,0.0,17,0,0,8,1,0.6666666666666666,21,29,30,186.0,55.0,12,20,30,1047,1.6796116959303617,45.779499342665076
27,30,0,0,0,10.000000000000002,20,10.0,20.64924952016893,2,22.0,21.9760454235845,21,12.142857142857142,32.999999999999986,20,33.0,0,0.7670000000000001,43071,268,0,0.0,2680.0000000000005,False,-0.04253621938599517,0,0.2,48812,14,36,1.0,883.3729827260814,False,0.061868025426074544,0,2.0630000000000006,63003,48,16,1.0,1342.7807037454606,False,-0.024431347931288497,0,0.2,65073,0,17,0.0,373.5927722009365,False,-0.00014101049348897292,0,0.7940000000000003,88999,36,12,1.0,1187.137635249042,False,0.0071220316957757695,10,0.8580000000000003,89649,11,10,1.0,571.7364996594295,False,0.010969865329305781,0.6666666666666666,398607,0.0,0.0,17,0,0,20,5,5.0,12,32,26,195.0,45.0,15,15,26,829,1.9545040735974908,47.73400341626257
28,26,0,0,0,10.000000000000002,20,10.0,20.844925039567222,18,22.0,20.84960985854878,22,11.0,32.999999999999986,20,33.0,0,0.7670000000000001,42961,279,0,0.0,2790.0000000000005,False,-0.043721973094170405,0,0.2,49118,13,28,1.0,713.6579011078823,False,0.06663567071735821,6,2.1230000000000007,62681,56,10,1.0,1375.8119008012522,False,-0.029111738338252018,0,0.2,65073,0,17,0.0,354.4433675953293,False,-0.00028770651001751784,0,0.794,89230,38,11,1.0,1155.2851746248534,False,0.00953970466521009,0,0.8480000000000003,89836,11,11,1.0,592.3457084440364,False,0.013187792738475281,0.6666666666666666,398899,0.0,0.0,23,0,0,10,1,0.6,22,32,29,186.0,42.0,12,14,29,1388,1.6296073496341705,49.36361076589674
29,29,0,0,0,10.000000000000002,20,10.0,21.284663561908886,31,22.870967741935484,20.803977366636765,1,12.0,32.99999999999999,20,33.0,0,0.7669999999999999,42851,290,0,0.0,2900.0000000000005,False,-0.044907726802345636,3,0.23,49681,12,10,1.0,332.8466356190889,False,0.07466849167405884,0,2.1170000000000004,61984,77,19,1.0,2034.194664233083,False,-0.03474701110609104,0,0.2,65073,0,17,0.0,353.667615232825,False,-0.0002936492421147166,1,0.804,89575,29,10,1.0,933.3153436324662,False,0.012170299484214522,0,0.8480000000000003,90100,1,13,1.0,449.8039773666367,False,0.015354286679069145,0.6666666666666666,399264,0.0,0.0,22,0,0,10,3,1.75,22,32,27,189.0,49.0,13,16,27,1361,1.6733532743528485,51.036964040249586
30,27,0,0,0,10.000000000000002,20,10.0,21.08113879586264,2,8.0,22.830136940169094,45,30.68888888888889,33.0,20,33.0,2,0.7870000000000001,42761,297,0,0.0,2970.0000000000005,False,-0.04609348051052087,0,0.227,49551,15,20,1.0,571.6227759172529,False,0.0744397073982111,26,2.3770000000000007,62441,69,10,1.0,1682.899946316213,False,-0.030436348447837273,0,0.2,65073,0,17,0.0,388.1123279828746,False,-2.978191804014704e-05,1,0.8130000000000002,88518,64,10,1.0,1791.128764170822,False,0.005109818928780861,0,0.8480000000000003,90397,0,5,0.1,165.0,False,0.017092143571757777,0.5166666666666667,398741,0.0,0.0,19,0,0,22,4,3.6153846153846154,11,33,31,162.0,54.0,14,13,31,1142,2.100373604334891,53.13733764458448
31,31,0,0,0,10.000000000000002,20,10.0,21.08113879586264,0,,22.260243549371374,10,11.0,33.0,20,33.0,0,0.7850000000000001,42701,303,0,0.0,3030.0000000000005,False,-0.046740255260434634,0,0.227,49411,19,30,1.0,822.4341638758792,False,0.07412506644398799,0,2.351000000000001,62551,59,10,1.0,1466.3896244496095,False,-0.03040961540356361,0,0.2,65073,0,17,0.0,378.42414033931334,False,-0.00010399929262506078,0,0.812,88848,54,10,1.0,1532.0531516660542,False,0.007363241221607939,5,0.8980000000000001,90409,0,10,1.0,330.0,False,0.01815443069279106,0.6666666666666666,398993,0.0,0.0,17,0,0,15,3,2.5,17,32,31,189.0,84.0,13,18,31,772,2.532389002852142,55.66972664743662
32,31,0,0,0,10.000000000000002,20,10.0,20.862191708155493,2,8.0,21.789766258771675,10,13.0,33.0,20,33.0,0,0.7850000000000001,42601,313,0,0.0,3130.0000000000005,False,-0.04781821317695757,0,0.227,49327,19,38,1.0,982.7632849099087,False,0.07404237759690736,0,2.3510000000000004,62665,51,10,1.0,1281.8694397036468,False,-0.0300765337319122,0,0.2,65073,0,17,0.0,370.4260263991185,False,-0.00016526968086598247,1,0.8220000000000001,89042,54,10,1.0,1506.6473779736705,False,0.009401226283870572,0,0.8930000000000002,90706,0,1,0.0,33.0,False,0.019823739025843366,0.5,399414,0.0,0.0,19,0,0,19,1,0.5,13,32,30,175.0,61.0,12,19,30,940,1.7719278037548065,57.441654451191425
