index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
123,16,0,0,0,10.0,7,10.0,1.9382734096884837,16,1.6875,34.06097299510008,25,32.4,32.999999999999986,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,16,8.901000000000002,19008,1204,0,0.0,12040.0,False,-0.5467584208620065,0,1.5770000000000002,91070,0,9,0.8,306.5487569559007,False,0.15478346218135025,3,1.211,96157,0,8,0.8,272.48778396080064,False,0.21896354109043997,10,11.343000000000002,54519,611,0,0.0,20811.254500006147,False,-0.3106398610122734,0,3.3770000000000007,85257,10,148,1.0,5224.609729950999,False,-0.06701665022695137,0.43333333333333335,401557,0.0,0.0,4,0,0,7,10,9.6,5,12,20,141.0,24.0,12,4,20,650,1.2384102623909712,199.33519889134914
124,20,0,0,0,10.000000000000002,13,10.0,1.9545406908182217,7,2.142857142857143,34.430343645574546,2,54.0,32.999999999999986,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,8.955000000000002,18706,1217,0,0.0,12170.000000000002,False,-0.5510503440782325,0,1.5770000000000002,91070,0,9,0.0,309.87309281017093,False,0.15480450334706922,0,1.2080000000000002,96250,0,13,0.7,447.5944673924691,False,0.22124914215525143,10,11.433000000000002,54290,613,0,0.0,21105.800654737195,False,-0.31150762545132676,0,3.3770000000000007,85257,0,158,1.0,5213.999999999998,False,-0.06707297650269163,0.2833333333333333,401119,0.0,0.0,9,0,0,6,7,7.0,9,15,23,210.0,45.0,15,5,23,238,1.3124937759712338,200.64769266732037
125,23,0,0,0,10.0,11,10.0,1.9545406908182217,0,,35.035714459500035,5,46.8,32.999999999999986,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,8.948000000000002,18596,1228,0,0.0,12280.0,False,-0.5520463600144875,0,1.5770000000000002,91070,0,9,0.0,315.3214301355003,False,0.15483898824076844,0,1.2080000000000002,96484,0,8,0.0,280.2857156760003,False,0.22315234768643982,11,11.533,54085,614,0,0.0,21511.928678133023,False,-0.31152818149025263,0,3.377000000000001,85081,0,162,0.4,5345.999999999997,False,-0.06824094031704908,0.06666666666666667,400862,0.0,0.0,7,0,0,9,5,5.0,4,13,23,176.0,30.0,13,10,23,344,1.194262981414795,201.84195564873517
126,23,0,0,0,10.0,9,10.0,2.0760886892466397,18,2.611111111111111,33.10455999699657,15,21.266666666666666,32.999999999999986,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,18,9.128000000000002,17972,1237,0,0.0,12370.0,False,-0.5625316914161536,3,1.6070000000000002,91117,0,9,0.9,297.9410399729691,False,0.15532394703512184,0,1.2080000000000002,96604,0,14,0.9,463.463839957952,False,0.22583082586433462,10,11.622,53818,617,0,0.0,20425.513518146883,False,-0.3201308463588894,0,3.3770000000000007,84903,2,172,1.0,5742.2091199939905,False,-0.06802747305723028,0.4666666666666666,399960,0.0,0.0,10,0,0,10,10,9.6,4,14,29,172.0,57.0,14,9,29,329,1.2155078072100878,203.05746345594525
127,29,0,0,0,9.999999999999998,13,10.0,2.017547487606842,7,1.2857142857142858,33.86122795289255,6,46.0,32.99999999999998,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,9.180000000000001,17666,1250,0,0.0,12499.999999999998,False,-0.5668960521550163,0,1.6040000000000003,91337,0,11,0.7,372.47350748181805,False,0.15858064653578555,0,1.2080000000000002,96651,0,13,0.0,440.1959633876031,False,0.22627852019967853,8,11.692000000000002,53450,623,0,0.0,21095.545014652056,False,-0.3204810682905678,0,3.3770000000000007,84903,0,174,0.2,5741.999999999996,False,-0.06802858325989318,0.15,399553,0.0,0.0,9,0,0,8,7,7.0,8,16,28,208.0,54.0,16,13,28,406,1.1818206701427698,204.23928412608802
128,28,0,0,0,9.999999999999998,10,10.0,2.0289637426476443,1,3.0,33.3130956652787,11,28.727272727272727,32.999999999999986,7,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,9.183000000000002,17544,1260,0,0.0,12599.999999999998,False,-0.5681999275624774,0,1.6040000000000003,91419,0,6,0.1,199.87857399167223,False,0.15852624546807229,0,1.2080000000000002,96882,0,8,0.0,266.5047653222296,False,0.2281033518489685,4,11.724000000000002,53205,627,0,0.0,20887.310982129748,False,-0.3241879413993813,0,3.377000000000001,84902,0,178,0.7,5873.999999999997,False,-0.0673384228241365,0.13333333333333333,399498,0.0,0.0,11,0,0,13,3,3.0,4,17,26,249.0,49.0,17,11,26,515,1.1581023270264268,205.39738645311445
129,26,0,0,0,10.0,9,10.0,2.0289637426476443,0,,34.9375034898826,10,50.0,32.99999999999998,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,9.182000000000002,17454,1269,0,0.0,12690.0,False,-0.5690148496921406,0,1.6040000000000003,91704,0,1,0.0,34.9375034898826,False,0.1610900393911709,0,1.2080000000000002,97097,0,3,0.0,104.8125104696478,False,0.22980158812135829,12,11.840000000000002,52748,632,0,0.0,22080.502205605804,False,-0.32270573573435296,0,3.377000000000001,84687,0,183,0.5,6038.999999999996,False,-0.06874528832779435,0.08333333333333333,399236,0.0,0.0,8,0,0,12,6,6.0,6,18,25,236.0,37.0,18,8,25,590,1.177307433448732,206.57469388656318
130,25,0,0,0,10.0,11,10.0,1.9684772883952295,10,1.5,35.85245228997887,4,57.0,32.99999999999998,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,10,9.282000000000002,17079,1280,0,0.0,12800.0,False,-0.5748098515030786,0,1.6040000000000003,91694,0,6,0.5,215.11471373987322,False,0.16210387053610226,1,1.2180000000000002,97285,0,5,0.5,179.26226144989437,False,0.2326526802714687,10,11.928000000000003,52387,636,0,0.0,22802.15965642656,False,-0.32270755430274384,0,3.377000000000001,84687,0,183,0.0,6038.999999999996,False,-0.06874528832779435,0.16666666666666666,398678,0.0,0.0,6,0,0,9,10,9.25,4,13,22,186.0,93.0,13,12,22,110,1.0981387859210372,207.67283267248422
131,22,0,0,0,10.0,8,10.0,1.9688727735064444,1,2.0,36.173571092671935,18,37.72222222222222,32.99999999999998,16,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,9.282000000000002,16976,1288,0,0.0,12880.0,False,-0.575950742484607,3,1.6340000000000003,91816,0,0,0.0,0.0,False,0.1622866980606613,4,1.2570000000000001,97595,0,1,0.1,36.173571092671935,False,0.23567125912130146,10,12.018000000000004,51936,642,0,0.0,23223.432641495383,False,-0.325259698657397,0,3.3770000000000007,84526,2,187,1.0,6243.34714218534,False,-0.06936989869408189,0.18333333333333335,398395,0.0,0.0,12,0,0,7,10,9.6,4,11,24,166.0,105.0,11,11,24,673,1.061827371828258,208.73466004431248
132,24,0,0,0,10.0,9,10.0,1.955552334508439,1,1.0,34.41565801422085,14,22.571428571428573,32.99999999999998,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,9.291000000000002,16862,1297,0,0.0,12970.0,False,-0.5772002897500905,10,1.731,91571,0,0,0.0,0.0,False,0.1591852752038078,3,1.2830000000000004,97665,0,1,0.1,34.41565801422085,False,0.23654625334203133,8,12.088000000000001,51845,642,0,0.0,22094.85244512979,False,-0.3322174724990721,0,3.3770000000000007,84210,6,197,1.0,6707.493948085321,False,-0.07026101895241439,0.18333333333333335,397699,0.0,0.0,4,0,0,10,9,8.75,3,13,23,177.0,80.0,13,11,23,90,1.0924030924215913,209.82706313673407
133,23,0,0,0,10.0,9,10.0,1.8877463282008002,5,1.0,34.55251142535529,3,39.0,32.99999999999998,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,5,9.340000000000002,16648,1306,0,0.0,13060.0,False,-0.5802607750814922,1,1.7310000000000005,91547,0,4,0.4,138.21004570142117,False,0.15975625377045305,1,1.2900000000000003,97731,0,1,0.1,34.55251142535529,False,0.23738260488774982,10,12.180000000000001,51615,644,0,0.0,22251.81735792881,False,-0.3338262634823966,0,3.377000000000001,84195,0,204,0.7,6731.999999999995,False,-0.07029018591860355,0.19999999999999998,397282,0.0,0.0,5,0,0,3,10,10.0,6,9,18,140.0,53.0,9,14,18,140,1.0297261085361242,210.8567892452702
134,18,0,0,0,10.0,11,10.0,1.983406334078614,4,3.5,35.48797609185318,9,44.888888888888886,32.99999999999998,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,4,9.375000000000002,16449,1317,0,0.0,13170.0,False,-0.5828685258964144,1,1.7400000000000002,91694,0,1,0.1,35.48797609185318,False,0.16096693488336028,3,1.3190000000000002,97830,0,3,0.3,106.46392827555954,False,0.23909099149498433,9,12.260000000000002,51289,648,0,0.0,22996.20850752086,False,-0.33333576566653117,0,3.3770000000000007,84008,0,209,0.5,6896.999999999995,False,-0.07139975154224312,0.15,396816,0.0,0.0,7,0,0,6,11,10.25,3,9,23,99.0,42.0,9,9,23,183,1.1233705841004848,211.98015982937068
135,23,0,0,0,10.000000000000002,8,10.0,1.9848995908504539,6,2.0,36.02275952332647,6,44.0,32.99999999999998,13,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,9.431000000000001,16223,1325,0,0.0,13250.000000000002,False,-0.5862368706990221,5,1.7890000000000001,91775,0,0,0.0,0.0,False,0.16176768443971848,0,1.3160000000000003,97818,0,9,0.6,324.20483570993827,False,0.24031726185952415,13,12.381,51094,648,0,0.0,23342.748171115552,False,-0.33356649339508204,0,3.3770000000000007,83744,0,215,0.6,7094.999999999995,False,-0.07315169726377932,0.19999999999999998,396200,0.0,0.0,4,0,0,7,10,9.75,5,12,21,161.0,33.0,12,11,21,80,1.0783583465963602,213.05851817596704
136,21,0,0,0,10.0,12,10.0,2.2700297252969746,7,4.714285714285714,36.60854660033489,6,45.0,32.999999999999986,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,9.495000000000001,15949,1337,0,0.0,13370.0,False,-0.5901122781600869,5,1.834,91847,0,2,0.2,73.21709320066978,False,0.16314254578206908,0,1.3160000000000003,97808,0,13,0.5,475.91110580435355,False,0.24115088805638482,12,12.488000000000001,50667,653,0,0.0,23905.380930018684,False,-0.3351133406418562,0,3.377000000000001,83729,0,216,0.1,7127.999999999997,False,-0.07313577048449263,0.13333333333333333,395546,0.0,0.0,6,0,0,9,10,10.0,4,13,16,157.0,74.0,13,8,16,135,1.2198716951534152,214.27838987112045
137,16,0,0,0,10.0,10,10.0,2.2154318902608763,6,1.6666666666666667,38.03072149465433,10,49.8,32.999999999999986,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,9.548,15699,1347,0,0.0,13470.0,False,-0.5937341542919232,2,1.8490000000000004,91952,0,1,0.1,38.03072149465433,False,0.1642490171748865,0,1.3160000000000003,98121,0,12,0.5,456.36865793585196,False,0.24498942135004206,10,12.576000000000002,50214,659,0,0.0,25062.245464977204,False,-0.33378151928214184,0,3.377000000000001,83553,0,220,0.4,7259.999999999997,False,-0.07430373429885008,0.16666666666666666,395085,0.0,0.0,6,0,0,9,10,9.5,3,12,22,177.0,12.0,12,4,22,422,1.0914268447086215,215.36981671582907
138,22,0,0,0,10.0,9,10.0,2.2529856270659288,3,3.0,38.07922740980304,12,38.416666666666664,32.999999999999986,6,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,3,9.572000000000001,15543,1356,0,0.0,13560.0,False,-0.5957442955450923,4,1.8870000000000002,91883,0,3,0.3,114.23768222940912,False,0.16385790218637275,0,1.3160000000000003,98502,0,5,0.0,190.39613704901518,False,0.24812899474055025,6,12.626000000000003,49782,666,0,0.0,25360.765454928824,False,-0.3367836110525009,0,3.377000000000001,83473,0,225,0.5,7424.999999999996,False,-0.0742771896667056,0.13333333333333333,394729,0.0,0.0,5,0,0,11,4,3.8,4,15,19,206.0,36.0,15,7,19,471,1.176926301792264,216.54674301762134
139,19,0,0,0,10.0,13,10.0,2.080577692266856,9,1.0,36.958208544158005,16,30.9375,32.999999999999986,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,9,9.659,15197,1369,0,0.0,13690.0,False,-0.6008330315103223,3,1.9130000000000005,91854,0,9,0.9,332.62387689742206,False,0.16487305608446892,5,1.3660000000000003,98737,0,0,0.0,0.0,False,0.24989872904957214,12,12.740000000000002,49345,671,0,0.0,24798.957933130023,False,-0.34440620755178847,0,3.3770000000000007,83243,1,235,1.0,7791.958208544154,False,-0.07477114169235753,0.31666666666666665,393922,0.0,0.0,8,0,0,9,9,8.6,3,12,24,141.0,36.0,12,7,24,410,1.209645489230752,217.7563885068521
140,24,0,0,0,10.0,12,10.0,2.080577692266856,0,,38.043516840995615,10,48.0,32.999999999999986,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,9.650000000000002,15077,1381,0,0.0,13810.0,False,-0.6019195943498732,0,1.9100000000000004,91954,0,7,0.0,266.3046178869693,False,0.16571917956533846,8,1.4410000000000003,98813,0,0,0.0,0.0,False,0.2508608030786369,11,12.838000000000003,48935,676,0,0.0,25717.417384513035,False,-0.3438834935681664,0,3.3770000000000007,83023,0,241,0.6,7952.999999999996,False,-0.07625211029825549,0.09999999999999999,393348,0.0,0.0,8,0,0,6,9,9.0,8,14,25,195.0,57.0,14,10,25,220,1.1813672361895442,218.93775574304163
141,25,0,0,0,9.999999999999998,9,10.0,1.910450027737084,11,1.0,38.043516840995615,0,,32.999999999999986,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,9.760000000000002,14679,1390,0,0.0,13899.999999999998,False,-0.6083122057225643,0,1.9100000000000004,91947,0,14,0.7,532.6092357739386,False,0.16731612509351068,0,1.4330000000000003,98809,0,4,0.4,152.17406736398246,False,0.25177334338044954,11,12.937000000000003,48784,676,0,0.0,25717.417384513035,False,-0.34548678934969346,0,3.377000000000001,83023,0,241,0.0,7952.999999999996,False,-0.07625211029825549,0.18333333333333335,392788,0.0,0.0,6,0,0,7,10,10.0,6,13,27,192.0,74.0,13,12,27,90,1.3186900448054075,220.25644578784704
142,27,0,0,0,9.999999999999998,8,10.0,1.910450027737084,0,,37.497706430520665,10,32.5,32.999999999999986,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,9.749000000000002,14599,1398,0,0.0,13979.999999999998,False,-0.6090365809489315,0,1.9100000000000004,92272,0,4,0.0,149.99082572208266,False,0.1690084993273209,0,1.4330000000000003,98809,0,4,0.0,149.99082572208266,False,0.25175952469569396,8,13.006,48442,681,0,0.0,25535.938079184572,False,-0.35008155530741564,0,3.3770000000000007,82953,0,246,0.5,8117.999999999996,False,-0.07611938713753305,0.08333333333333333,392621,0.0,0.0,8,0,0,9,4,4.0,5,14,21,186.0,65.0,14,13,21,405,1.222389368340373,221.47883515618742
143,21,0,0,0,9.999999999999998,10,10.0,2.1809549551522087,11,3.727272727272727,36.27905180321326,5,14.0,32.999999999999986,8,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,9.859000000000002,14222,1408,0,0.0,14079.999999999998,False,-0.6149583484244839,1,1.9200000000000004,92279,0,4,0.4,145.11620721285303,False,0.16906625783085757,0,1.4330000000000003,98796,0,11,0.7,399.0695698353458,False,0.25317148697298186,8,13.078000000000003,48350,681,0,0.0,24706.034277988227,False,-0.35546429599394663,0,3.3770000000000007,82883,0,251,0.5,8282.999999999996,False,-0.07598666397681061,0.26666666666666666,392076,0.0,0.0,4,0,0,8,9,8.2,3,11,19,156.0,69.0,11,10,19,100,1.161716040223837,222.64055119641125
144,19,0,0,0,9.999999999999998,10,10.0,2.1659778201205473,6,2.0,36.94318247572716,11,42.18181818181818,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,9.908000000000001,13984,1418,0,0.0,14179.999999999998,False,-0.61836291198841,0,1.919,92267,0,10,0.6,369.4318247572716,False,0.17033414239174946,0,1.4330000000000003,99260,0,0,0.0,0.0,False,0.25651931743379414,8,13.150000000000002,47969,686,0,0.0,25343.023178348834,False,-0.3561279707247277,0,3.377000000000001,83105,0,245,0.6,8084.999999999996,False,-0.07468066807530181,0.19999999999999998,392131,0.0,0.0,13,0,0,12,6,6.0,2,14,23,171.0,45.0,14,5,23,960,1.2737194625660777,223.91427065897733
145,23,0,0,0,9.999999999999998,7,10.0,2.302158807885443,7,3.5714285714285716,37.356473875333386,13,40.15384615384615,32.999999999999986,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,7,9.972000000000001,13749,1425,0,0.0,14249.999999999998,False,-0.6219847881202463,0,1.919,92540,0,6,0.5,224.1388432520003,False,0.17287039117962938,4,1.473,99344,0,2,0.2,74.71294775066677,False,0.25805555311503536,12,13.262000000000004,47269,699,0,0.0,26112.175238858035,False,-0.359477096023306,0,3.377000000000001,83105,0,245,0.0,8084.999999999996,False,-0.07468066807530181,0.11666666666666665,391553,0.0,0.0,6,0,0,9,12,12.0,6,15,24,181.0,59.0,15,8,24,360,2.305175787769258,226.2194464467466
146,24,0,0,0,10.0,6,10.0,2.302158807885443,0,,37.54128828581792,17,38.529411764705884,32.999999999999986,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,9.965000000000002,13689,1431,0,0.0,14310.0,False,-0.6225280695400217,5,1.969,92725,0,0,0.0,0.0,False,0.173793609803028,4,1.5090000000000003,99495,0,0,0.0,0.0,False,0.2594941516026128,9,13.340000000000002,46877,704,0,0.0,26429.066953215817,False,-0.36195693954610897,0,3.377000000000001,82730,2,255,1.0,8490.082576571633,False,-0.07651180930032786,0.16666666666666666,391062,0.0,0.0,5,0,0,7,9,9.0,3,10,20,151.0,53.0,10,14,20,458,1.1608116868883371,227.38025813363492
147,20,0,0,0,9.999999999999998,9,10.0,2.351224582932448,8,2.75,37.08637992464845,2,15.0,32.999999999999986,19,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,8,10.045000000000002,13413,1440,0,0.0,14399.999999999998,False,-0.6267113364722926,2,1.9840000000000007,92684,0,0,0.0,0.0,False,0.17327459618208516,0,1.5050000000000001,99473,0,8,0.8,296.6910393971876,False,0.26109354296038517,9,13.421000000000001,46768,704,0,0.0,26108.811466952506,False,-0.36481449832263135,0,3.3770000000000007,83030,0,249,0.4,8216.999999999996,False,-0.07477622875102197,0.20000000000000004,390914,0.0,0.0,10,0,0,6,10,10.0,5,11,25,138.0,50.0,11,9,25,420,1.3227104404941201,228.70296857412905
148,25,0,0,0,10.0,6,10.0,2.2939529976952344,6,1.6666666666666667,37.61669304073472,6,45.5,32.999999999999986,9,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,10.097000000000001,13208,1446,0,0.0,14460.0,False,-0.6298804780876494,5,2.0320000000000005,92723,0,0,0.0,0.0,False,0.17376829206542102,0,1.5050000000000001,99516,0,13,0.6,489.01700952955133,False,0.2628551889306392,9,13.502000000000002,46605,705,0,0.0,26519.768593717974,False,-0.364363467187023,0,3.3770000000000007,82810,0,254,0.5,8381.999999999996,False,-0.0762361835189688,0.18333333333333335,390408,0.0,0.0,4,0,0,8,10,10.0,6,14,26,177.0,78.0,14,11,26,113,1.3347705658525229,230.03773913998157
149,26,0,0,0,10.0,9,10.0,2.345227738695348,2,4.0,36.988301563711104,14,33.142857142857146,32.999999999999986,12,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,2,10.111000000000002,13076,1455,0,0.0,14550.0,False,-0.6314559942049982,2,2.0470000000000006,92761,0,2,0.2,73.97660312742221,False,0.1747175591367122,0,1.5050000000000001,99864,0,1,0.0,36.988301563711104,False,0.2643993892194777,12,13.613000000000001,46315,707,0,0.0,26150.72920554375,False,-0.36940184747696586,0,3.377000000000001,82462,2,264,1.0,8785.97660312742,False,-0.077786514248482,0.19999999999999998,390024,0.0,0.0,5,0,0,14,9,9.0,5,19,21,274.0,81.0,19,7,21,438,1.2732992256060243,231.3110383655876
150,21,0,0,0,10.0,12,10.0,2.120682515537512,12,1.0,36.270058604316866,9,29.11111111111111,32.999999999999986,3,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,12,10.229000000000003,12668,1467,0,0.0,14670.0,False,-0.6377580586743934,4,2.0850000000000004,92704,2,10,1.0,366.94195107424366,False,0.17585030856672634,2,1.5250000000000001,99960,0,0,0.0,0.0,False,0.2653805255962327,3,13.631,46126,710,0,0.0,25751.741609064975,False,-0.3735268174628376,0,3.3770000000000007,82367,0,272,0.8,8975.999999999996,False,-0.07778639003620688,0.3,389371,0.0,0.0,7,0,0,9,6,5.3,2,11,21,126.0,59.0,11,10,21,135,1.3448083838447928,232.65584674943238
151,21,0,0,0,9.999999999999998,9,10.0,2.133929815638462,16,2.1875,36.51194537258751,1,58.0,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,16,10.377000000000002,12106,1476,0,0.0,14759.999999999998,False,-0.6471206084751902,0,2.081000000000001,92692,0,16,0.6,584.1911259614002,False,0.17707346654236544,1,1.5330000000000004,99960,2,10,1.0,369.38731335715204,False,0.26771853836496246,9,13.718000000000004,45959,711,0,0.0,25959.99315990972,False,-0.37419440672795085,0,3.3770000000000007,82730,0,261,0.0,8612.999999999996,False,-0.07585924974251707,0.26666666666666666,388993,0.0,0.0,12,0,0,7,12,12.0,4,11,25,176.0,90.0,11,10,25,453,1.1512002851814032,233.8070470346138
152,25,0,0,0,9.999999999999996,7,10.0,2.132110896464923,1,2.0,36.02575758179119,12,32.75,32.999999999999986,10,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,1,10.371,12013,1483,0,0.0,14829.999999999995,False,-0.6481709525534227,0,2.081000000000001,92951,0,8,0.1,288.2060606543295,False,0.1784786955077114,0,1.532,100092,0,9,0.2,324.2318182361207,False,0.2691037003027756,10,13.809000000000003,45831,711,0,0.0,25614.313640653538,False,-0.3773886790294564,0,3.377000000000001,82337,2,271,1.0,9015.05151516358,False,-0.07789760400100025,0.21666666666666667,388770,0.0,0.0,6,0,0,9,7,7.0,4,13,20,181.0,51.0,13,12,20,463,1.1272983644157648,234.93434539902955
153,20,0,0,0,9.999999999999996,7,10.0,2.132110896464923,0,,35.55628990417741,13,32.53846153846154,32.999999999999986,6,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,0,10.370000000000001,11943,1490,0,0.0,14899.999999999995,False,-0.6488047808764941,0,2.081000000000001,93050,0,1,0.0,35.55628990417741,False,0.17813279336867796,0,1.532,100416,0,3,0.0,106.66886971253223,False,0.2718281233841747,6,13.859000000000004,45447,717,0,0.0,25493.859861295205,False,-0.38210541477954574,0,3.377000000000001,82238,0,280,0.9,9239.999999999996,False,-0.07775453647763349,0.15,388640,0.0,0.0,8,0,0,4,4,4.0,4,8,17,121.0,80.0,8,12,17,493,1.0345501294359565,235.9688955284655
154,17,0,0,0,9.999999999999996,15,10.0,2.186832833526697,2,4.0,33.33192460736796,10,14.0,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,2,10.39,11751,1505,0,0.0,15049.999999999995,False,-0.6509235784136183,9,2.1710000000000007,92845,0,0,0.0,0.0,False,0.17531267405944606,0,1.532,100408,0,5,0.2,166.6596230368398,False,0.2721065599716241,11,13.963000000000001,45299,717,0,0.0,23898.989943482826,False,-0.39214390405982724,0,3.377000000000001,82395,0,281,1.0,9272.999999999996,False,-0.07591233900680604,0.19999999999999998,388244,0.0,0.0,14,0,0,7,9,8.8,2,9,8,116.0,68.0,9,8,8,447,0.9296676656231284,236.89856319408864
155,8,0,0,0,9.999999999999998,10,10.0,2.172267142508254,11,2.090909090909091,35.1664236294126,12,48.5,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,11,10.498000000000001,11353,1515,0,0.0,15149.999999999998,False,-0.6572256428830134,3,2.192,92864,0,2,0.2,70.3328472588252,False,0.17599835970972474,4,1.572,100697,0,9,0.9,316.49781266471336,False,0.2767133640479563,9,14.042000000000005,44870,723,0,0.0,25425.324284065307,False,-0.388595766215769,0,3.3770000000000007,82494,0,276,0.6,9107.999999999996,False,-0.07573714443465243,0.2833333333333334,387824,0.0,0.0,11,0,0,1,13,12.5,2,3,9,39.0,14.0,3,5,9,595,0.515466052107513,237.41402924619615
156,9,0,0,0,9.999999999999996,10,10.0,2.1373768848425274,2,1.0,35.38607192061029,1,55.0,32.999999999999986,20,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,2,10.507000000000001,11205,1525,0,0.0,15249.999999999995,False,-0.6590003621876132,0,2.1890000000000005,92862,0,4,0.2,141.54428768244117,False,0.17642377011293264,0,1.5680000000000003,100752,0,8,0.0,283.08857536488233,False,0.2771981402562464,9,14.123000000000005,44710,724,0,0.0,25619.51607052185,False,-0.38926367276562235,0,3.3770000000000007,82857,0,265,0.0,8744.999999999996,False,-0.07381000414096262,0.03333333333333333,387932,0.0,0.0,12,0,0,3,5,5.0,0,3,5,39.0,33.0,3,6,5,518,0.5257010692730546,237.9397303154692
157,5,0,0,0,9.999999999999998,9,10.0,2.1249778110792867,6,2.0,36.19115054523184,3,58.0,32.99999999999999,11,33.0,0,0.2,55546,0,0,0.0,0.0,False,0.005903658094893155,6,10.565000000000001,10972,1534,0,0.0,15339.999999999998,False,-0.6624049257515393,0,2.189000000000001,92918,0,4,0.1,144.76460218092737,False,0.17715304953529876,0,1.5680000000000003,100858,0,11,0.5,398.10265599755024,False,0.27926795442805685,11,14.224000000000004,44382,727,0,0.0,26310.96644638355,False,-0.3890754693282958,0,3.377000000000001,82857,0,265,0.0,8744.999999999998,False,-0.07381000414096262,0.09999999999999999,387533,0.0,0.0,8,0,0,3,9,9.0,0,3,1,54.0,6.0,3,2,1,264,0.4609298314899206,238.40066014695913
