index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,13,0,0,0,10.0,9,10.0,22.963364163240172,12,26.0,10.313282341600011,53,10.452830188679245,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,2,0.7690000000000001,43940,14,10,1.0,369.6336416324017,False,0.1270994615652048,34,7.722000000000002,24707.0,205,0,0.0,4707.489653464235,False,-0.5810770817584353,19,8.193000000000001,10650.0,191,0,0.0,4386.002555178873,False,-0.8011796198280167,0,0.23600000000000002,109101,114,23,1.0,2164.7141869424013,False,0.09369646920383551,12,2.9930000000000008,82771,1294,0,0.0,13345.387350030414,False,-0.11216852939117755,0.3333333333333333,310690,0.0,0.0,5,0,0,9,14,13.166666666666668,16,25,15,140.0,28.0,10,3,15,434,1.2503730235621333,116.61093025561422
33,15,0,0,0,10.000000000000002,11,10.0,22.904586053960536,8,22.0,10.223850520330434,25,8.64,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.7670000000000001,44006,15,12,1.0,424.8550326475264,False,0.12949060043229102,8,7.7680000000000025,24547.0,205,0,0.0,4695.44014106191,False,-0.583647283569711,17,8.344000000000001,9778.0,199,0,0.0,4558.012624738147,False,-0.8133474779805394,0,0.23600000000000002,109296,123,24,1.0,2289.533614000644,False,0.09625155648971975,11,3.091000000000001,82573,1300,0,0.0,13291.005676429564,False,-0.11440380729160261,0.3333333333333333,309721,0.0,0.0,8,0,0,8,7,7.0,18,26,13,183.0,14.0,12,3,13,673,1.3784020878374577,117.98933234345168
34,13,0,0,0,10.0,8,10.0,22.86311783887366,30,22.7,10.224657514227463,43,10.232558139534884,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,18,0.9470000000000003,44194,13,10,1.0,358.6311783887366,False,0.1334469741039201,15,7.910000000000002,23657.0,230,0,0.0,5258.517102940942,False,-0.5930667757837874,28,8.607000000000001,8346.0,204,0,0.0,4664.0760391302265,False,-0.834695058214671,0,0.23600000000000002,109630,127,23,1.0,2287.5315043068877,False,0.09955695378537126,9,3.170000000000001,82141,1329,0,0.0,13588.569836408298,False,-0.11721507069200991,0.3333333333333333,307489,0.0,0.0,8,0,0,9,12,11.2,17,26,15,203.0,0.0,13,0,15,617,1.3213468631729484,119.31067920662463
35,15,0,0,0,10.0,12,10.0,22.607324599861858,10,19.2,9.971491623334162,45,7.622222222222221,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.9290000000000003,44266,15,10,1.0,376.0732459986186,False,0.1355088667143301,16,8.055000000000001,23167.0,236,0,0.0,5335.328605567399,False,-0.6000578317111942,29,8.869000000000002,6799.0,208,0,0.0,4702.323516771266,False,-0.8583478580966989,0,0.23600000000000002,110087,128,20,1.0,2136.3509277867724,False,0.10334288358506107,7,3.2310000000000003,81808,1363,0,0.0,13591.143082604462,False,-0.12050770724507438,0.3333333333333333,305648,0.0,0.0,11,0,0,10,10,10.0,16,26,14,188.0,18.0,12,3,14,871,1.3612598441541195,120.67193905077875
36,14,0,0,0,10.0,7,10.0,23.408354901714894,19,28.842105263157894,9.488662691939002,43,4.813953488372093,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,9,1.0190000000000001,44531,12,10,1.0,354.0835490171489,False,0.1419970312015268,10,8.139000000000001,22501.0,252,0,0.0,5898.905435232154,False,-0.6060057477612224,33,9.17,4932.0,211,0,0.0,4939.162884261843,False,-0.885417340978839,0,0.23600000000000002,110474,118,21,1.0,2022.6621976488022,False,0.10662005775852065,11,3.3340000000000005,81420,1406,0,0.0,13341.059744866236,False,-0.12560023552337488,0.3333333333333333,303379,0.0,0.0,6,0,0,7,11,10.428571428571429,17,24,16,123.0,33.0,10,4,16,511,1.2288656048476696,121.90080465562642
37,16,0,0,0,10.0,9,10.0,23.579959645500633,2,35.0,9.810728151239381,43,12.906976744186046,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.0100000000000002,44511,11,18,1.0,534.4392736190114,False,0.14378961497891396,34,8.469000000000001,21131.0,252,0,0.0,5942.14983066616,False,-0.626879761667393,9,9.227,4541.0,213,0,0.0,5022.531404491635,False,-0.8908250402154032,0,0.23600000000000002,110531,125,25,1.0,2301.3410189049227,False,0.10856895209096785,14,3.4630000000000005,80794,1432,0,0.0,14048.962712574794,False,-0.12830062975177278,0.3333333333333333,301029,0.0,0.0,6,0,0,6,11,11.0,18,24,17,173.0,32.0,12,4,17,418,1.3699174718931317,123.27072212751955
38,17,0,0,0,10.0,7,10.0,22.94439104697428,13,17.0,9.662658818607277,45,8.311111111111112,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.0100000000000002,44662,8,15,1.0,424.1658657046142,False,0.1462382930049889,22,8.655000000000001,20319.0,260,0,0.0,5965.541672213312,False,-0.6392691368489278,23,9.448,3348.0,218,0,0.0,5001.877248240393,False,-0.9094535478339186,0,0.23600000000000002,110959,118,24,1.0,2172.1937405956587,False,0.11217637646210026,9,3.5390000000000006,80340,1474,0,0.0,14242.759098627126,False,-0.13184527565598378,0.3333333333333333,299149,0.0,0.0,10,0,0,11,9,9.0,13,24,13,180.0,40.0,12,5,13,764,1.3173848362639546,124.5881069637835
39,13,0,0,0,10.0,9,10.0,23.61165818496146,15,29.0,9.648205910414895,40,9.5,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.0100000000000002,45007,7,10,1.0,306.1165818496146,False,0.15354308643706874,22,8.853000000000003,19541.0,264,0,0.0,6233.4777608298255,False,-0.6492392891136463,18,9.605000000000002,2196.0,229,0,0.0,5407.069724356174,False,-0.9241511105613647,0,0.23600000000000002,111200,112,27,1.0,2241.599061966468,False,0.11491304227530406,13,3.660000000000001,79788,1510,0,0.0,14568.79092472649,False,-0.1357063898359878,0.3333333333333333,297253,0.0,0.0,8,0,0,6,11,11.0,17,23,14,131.0,23.0,9,4,14,826,1.124853820540011,125.71296078432351
40,14,0,0,0,10.0,8,10.0,23.9321983035053,4,33.75,9.810339559209206,30,12.0,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.0100000000000002,45062,5,16,1.0,432.9151728560848,False,0.15656741133689345,22,9.051000000000002,18796.0,265,0,0.0,6342.032550428904,False,-0.6599322516066869,8,9.667000000000002,1782.0,232,0,0.0,5552.27000641323,False,-0.9294362653537895,0,0.23600000000000002,111584,103,28,1.0,2214.464974598548,False,0.11859001516020086,11,3.7570000000000006,79249,1539,0,0.0,15098.112581622969,False,-0.13842952145228024,0.3333333333333333,295994,0.0,0.0,8,0,0,8,10,10.0,17,25,16,169.0,25.0,10,4,16,602,1.324683633632958,127.03764441795647
41,16,0,0,0,10.0,12,10.0,25.1502652344863,22,31.454545454545453,9.850772649221252,19,10.68421052631579,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,6,1.0700000000000003,45502,7,10,1.0,321.502652344863,False,0.16638359411919668,13,9.159000000000002,18170.0,275,0,0.0,6916.322939483733,False,-0.6651780068465251,6,9.719000000000001,1152.0,244,0,0.0,6136.664717214658,False,-0.9346657322650422,0,0.23600000000000002,111896,98,29,1.0,2212.3757196236825,False,0.12167660465945203,11,3.856000000000001,78941,1553,0,0.0,15298.249924240605,False,-0.14049347889581212,0.3333333333333333,295182,0.0,0.0,7,0,0,6,8,7.6,19,25,16,163.0,35.0,11,5,16,939,1.2780706807971,128.31571509875357
42,16,0,0,0,10.0,10,10.0,26.119873566539862,12,36.0,10.096351293380312,44,12.159090909090908,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,2,1.0840000000000003,45790,7,10,1.0,331.1987356653986,False,0.17386393950886866,33,9.476,16731.0,275,0,0.0,7182.9652307984625,False,-0.6853910053966309,11,9.823,333.0,256,0,0.0,6686.687633034205,False,-0.9430871289783097,0,0.23600000000000002,112112,104,29,1.0,2297.0205345115523,False,0.12424075148153507,10,3.9450000000000007,78462,1581,0,0.0,15962.331394834273,False,-0.14195221852003956,0.3333333333333333,292949,0.0,0.0,7,0,0,7,13,13.0,21,28,15,187.0,23.0,12,4,15,890,2.5077233221381903,130.82343842089176
43,15,0,0,0,10.0,9,10.0,26.921992823055383,12,35.0,10.172929137040782,26,11.26923076923077,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,2,1.102,46075,6,10,1.0,329.2199282305538,False,0.18111854617270623,18,9.623000000000001,16171.0,275,0,0.0,7403.5480263402305,False,-0.6923528699428739,8,9.892000000000001,-612.0,268,0,0.0,7215.094076578843,False,-0.95362643138446,0,0.23600000000000002,112249,120,29,1.0,2467.7514964448937,False,0.1264479844777103,10,4.035000000000001,78302,1581,0,0.0,16083.400965661476,False,-0.14293952510491206,0.3333333333333333,291706,0.0,0.0,8,0,0,6,11,14.384603174603175,19,25,13,164.0,25.0,11,4,13,554,1.3010190483182669,132.12445746921003
44,13,0,0,0,10.0,11,10.0,25.551034288177696,18,16.444444444444443,10.261603094704748,62,10.774193548387094,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,8,1.1800000000000004,46072,7,10,1.0,325.510342881777,False,0.18099453808375415,34,9.945,14556.0,288,0,0.0,7358.697874995177,False,-0.7177015769165647,28,10.164,-3173.0,273,0,0.0,6975.432360672511,False,-0.9951279308264249,0,0.23600000000000002,112434,132,29,1.0,2601.5316085010268,False,0.12894828281833665,10,4.125000000000001,77727,1621,0,0.0,16634.058616516395,False,-0.14591410596900867,0.3333333333333333,287137,0.0,0.0,7,0,0,7,21,25.09090909090909,17,24,14,150.0,9.0,10,3,14,540,1.1862481059506536,133.31070557516068
45,14,0,0,0,10.0,5,10.0,24.156007907538353,11,8.454545454545455,9.824199568913853,37,5.351351351351352,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,1,1.1820000000000002,46093,2,10,1.0,261.56007907538356,False,0.18071419549765488,8,9.991,14292.0,297,0,0.0,7174.3343485388905,False,-0.7232155679257315,29,10.426000000000002,-9080.0,275,0,0.0,6642.902174573047,False,-1.0891471439828082,0,0.23600000000000002,112942,130,26,1.0,2395.1459439588007,False,0.13296645926287823,7,4.1850000000000005,77492,1650,0,0.0,16209.929288707857,False,-0.15035173663588974,0.3333333333333333,281260,0.0,0.0,7,0,0,5,14,127.31111111111112,20,25,14,191.0,16.0,12,2,14,609,1.3478163536638021,134.65852192882448
46,14,0,0,0,10.0,13,10.0,24.156007907538353,0,,10.382696037471288,45,15.022222222222222,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.181,45963,5,20,1.0,533.1201581507671,False,0.18086183757121208,44,10.423,12165.0,297,0,0.0,7174.3343485388905,False,-0.7561433033892277,1,10.407,-9841.0,275,0,0.0,6642.902174573047,False,-1.1009280592097572,0,0.23600000000000002,113406,124,24,1.0,2319.454308646439,False,0.1371965293647584,8,4.258000000000001,76760,1691,0,0.0,17557.138999363946,False,-0.15093137556894737,0.3333333333333333,277974,0.0,0.0,9,0,0,6,9,9.0,21,27,12,207.0,14.0,13,1,12,646,1.2797800796106458,135.93830200843513
47,12,0,0,0,10.0,10,10.0,24.844171505744832,16,30.0625,10.050698496581411,62,8.03225806451613,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.1810000000000003,46344,5,14,1.0,397.81840108042763,False,0.18886585099338968,26,10.639000000000003,10911.0,307,0,0.0,7627.160652263663,False,-0.7720512055524825,36,10.766,-54302.0,281,0,0.0,6981.212193114297,False,-1.7866027912477993,0,0.23600000000000002,113821,139,18,1.0,2171.047091024816,False,0.1405793252750775,4,4.290000000000001,76496,1728,0,0.0,17367.607002092678,False,-0.15449254048830366,0.3333333333333333,232791,0.0,0.0,11,0,0,6,13,736.9954545454545,17,23,16,136.0,23.0,9,3,16,1068,1.277521655894816,137.21582366432995
48,16,0,0,0,10.0,7,10.0,24.844171505744832,0,,10.038784644992395,44,9.931818181818182,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.181,46274,2,24,1.0,616.2601161378759,False,0.18986768648161984,26,10.873000000000003,9988.0,307,0,0.0,7627.160652263663,False,-0.7863400160051421,18,10.910000000000002,-59473.0,281,0,0.0,6981.212193114297,False,-1.8666541876190916,0,0.23600000000000002,114212,132,18,1.0,2099.119573138996,False,0.14410346806330404,10,4.386000000000001,75955,1769,0,0.0,17758.610036991548,False,-0.15792201006019446,0.3333333333333333,226477,0.0,0.0,7,0,0,7,13,13.0,21,28,12,194.0,29.0,13,3,12,500,1.3110590884462,138.52688275277615
49,12,0,0,1,10.000000000000002,10,10.0,24.86147421333677,1,27.0,10.60942007311759,55,14.709090909090909,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.181,46201,2,33,1.0,840.4286490401134,False,0.19086603296431728,55,11.397,6801.0,308,0,0.0,7657.334057707725,False,-0.8354438815274342,0,10.892000000000001,-67742.5,281,0,0.0,6986.074253947632,True,-1.9946353160106844,0,0.23600000000000002,114377,135,20,1.0,2292.2717098708745,False,0.1466999112099523,12,4.496,75122,1811,0,0.0,19213.659752415955,False,-0.15896897208560332,0.3333333333333333,282022,0.0,0.125,8,0,0,7,17,200.5142857142857,18,25,9,164.0,14.0,11,1,9,471,1.2013778882101178,139.72826064098626
50,9,0,0,0,10.000000000000002,10,10.0,25.088959396818847,28,26.0,10.937696206824873,32,15.09375,42.99999999999999,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,6,1.241,46697,2,21,1.0,546.8681473331958,False,0.19978630549098567,32,11.662000000000004,4771.0,336,0,0.0,8429.890357331133,False,-0.8608900678267142,0,10.892000000000001,-67742.5,281,0,0.0,7049.9975905060965,True,-1.994140522706467,0,0.23600000000000002,114852,139,14,1.0,2122.339772748657,False,0.150571447295862,4,4.524000000000001,74814,1829,0,0.0,20005.046362282694,False,-0.1580985152352363,0.3333333333333333,280655,0.0,0.125,12,0,0,9,9,180.61237373737373,10,19,4,133.0,18.0,8,1,4,1516,1.1048707542940974,140.83313139528036
51,4,0,0,0,10.000000000000002,6,10.0,25.088959396818847,0,,11.916049601839024,106,15.547169811320755,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46637,0,29,0.8,727.5798225077466,False,0.20056169790425996,106,12.690000000000001,-5355.0,336,0,0.0,8429.890357331133,False,-1.0176490002683514,0,10.892000000000001,-67742.5,281,0,0.0,7049.9975905060965,True,-1.994140522706467,0,0.23600000000000002,115168,137,14,1.0,2234.4987954519465,False,0.1542647641321168,10,4.620000000000001,73130,1927,0,0.0,22962.2275827438,False,-0.1601374395361322,0.3,269101,0.0,0.125,6,0,0,6,17,4126.379595588235,10,16,5,54.0,3.0,3,1,5,490,0.8082844344899058,141.64141582977027
52,5,0,0,0,10.0,6,10.0,25.088959396818847,0,,12.352334152105447,65,15.36923076923077,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46577,0,35,0.6,878.1135788886596,False,0.200951666439611,65,13.234000000000004,-10017.0,336,0,0.0,8429.890357331133,False,-1.0898206517638,0,10.892000000000001,-67742.5,281,0,0.0,7049.9975905060965,True,-1.994140522706467,0,0.23600000000000002,115375,141,14,1.0,2343.6791154468683,False,0.15686134715440556,10,4.710000000000001,72205,1978,0,0.0,24432.916952864576,False,-0.16201998653585034,0.26666666666666666,263661,0.0,0.125,4,0,0,7,21,1902.736111111111,12,19,8,72.0,3.0,4,1,8,490,0.8850830411538482,142.52649887092412
53,8,0,0,0,10.0,11,10.0,25.088959396818847,0,,12.554909800986481,31,15.580645161290322,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46467,1,45,1.0,1139.003172856848,False,0.20147389681545944,31,13.479000000000003,-12034.0,336,0,0.0,8429.890357331133,False,-1.1210454954073694,0,10.892000000000001,-67742.5,281,0,0.0,7049.9975905060965,True,-1.994140522706467,0,0.23600000000000002,115558,136,18,1.0,2481.4677329341616,False,0.1593616877081224,14,4.840000000000001,71528,2004,0,0.0,25160.039241176906,False,-0.16513122746179965,0.3333333333333333,261040,0.0,0.125,6,0,0,4,12,12.0,16,20,4,104.0,17.0,6,2,4,368,0.9266040539368987,143.453102924861
54,4,0,0,1,10.0,11,10.0,25.391291120716264,15,27.933333333333334,12.554909800986481,0,,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46776,2,40,1.0,1035.6516448286507,False,0.20804684212660166,0,13.448000000000002,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,116117,126,15,1.0,2226.918634924297,False,0.16364705905525048,7,4.896000000000001,71445,2004,0,0.0,25160.039241176906,False,-0.16595509786599244,0.3333333333333333,273859,0.0,0.25,9,0,0,4,19,2662.6100288600287,13,17,2,54.0,3.0,3,1,2,669,0.7103137541562319,144.16341667901725
55,2,0,0,0,9.999999999999998,6,10.0,25.391291120716264,0,,12.554909800986481,0,,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46716,0,48,0.8,1218.7819737943807,False,0.20885312490477892,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,116461,116,17,1.0,2187.369536914432,False,0.16686536933670704,12,5.009000000000001,71242,2004,0,0.0,25160.039241176906,False,-0.167970106203958,0.3,273940,0.0,0.25,5,0,0,7,21,431.3198412698413,7,14,0,36.0,0.0,2,0,0,404,0.6290026623755693,144.79241934139282
56,0,0,0,0,9.999999999999998,14,10.0,25.391291120716264,0,,12.554909800986481,0,,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46576,4,58,1.0,1512.6948850015433,False,0.2090308166875469,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,116676,106,22,1.0,2276.8204389045673,False,0.16944344297876088,15,5.147000000000001,70932,2004,0,0.0,25160.039241176906,False,-0.17104721253287086,0.3333333333333333,273705,0.0,0.25,7,0,0,7,22,374.3142361111111,7,14,0,0.0,0.0,0,0,0,355,0.5427632080391049,145.33518254943192
57,0,0,0,0,9.999999999999998,8,10.0,25.391291120716264,0,,12.554909800986481,0,,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46496,2,68,1.0,1746.607796208706,False,0.20997481156873357,0,13.448000000000002,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,117106,96,22,1.0,2151.2713408947025,False,0.17308857768648614,10,5.232000000000002,70775,2004,0,0.0,25160.039241176906,False,-0.17260561799622354,0.3333333333333333,273898,0.0,0.25,6,0,0,7,18,370.8255208333333,7,14,0,0.0,0.0,0,0,0,510,0.5362660754472017,145.87144862487912
58,0,0,0,0,10.0,9,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46406,1,78,1.0,1990.5207074158686,False,0.21079108926685058,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,117622,86,20,1.0,1939.7222428848377,False,0.1771605368204798,8,5.302000000000001,70678,2004,0,0.0,25160.039241176906,False,-0.17356845449268982,0.3333333333333333,274227,0.0,0.25,7,0,0,4,7,7.0,10,14,0,0.0,0.0,0,0,0,606,0.5194776952266693,146.3909263201058
59,0,0,0,0,10.0,14,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46266,5,88,1.0,2284.433618623031,False,0.21096878104961858,0,13.448000000000002,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,118095,76,19,1.0,1771.1731448749726,False,0.18101908374133932,9,5.384000000000001,70547,2004,0,0.0,25160.039241176906,False,-0.17486878007039172,0.3333333333333333,274429,0.0,0.25,9,0,0,4,16,144.35056390977442,10,14,0,0.0,0.0,0,0,0,613,0.5309601482003927,146.92188646830618
60,0,0,0,0,10.0,10,10.0,25.391291120716264,0,,12.554909800986481,0,,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46166,5,98,1.0,2538.346529830194,False,0.21165734156466562,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,118396,66,22,1.0,1774.624046865108,False,0.1840239818096616,13,5.505000000000001,70300,2004,0,0.0,25160.039241176906,False,-0.17732053898407393,0.3333333333333333,274383,0.0,0.25,7,0,0,3,15,202.58928571428572,11,14,0,0.0,0.0,0,0,0,401,0.5223591048270464,147.44424557313323
61,0,0,0,0,10.0,11,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,46056,6,108,1.0,2802.2594410373567,False,0.21221818489664304,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,118955,56,19,1.0,1520.074948855243,False,0.18830935315678968,7,5.562,70208,2004,0,0.0,25160.039241176906,False,-0.17823374473329967,0.3333333333333333,274740,0.0,0.25,8,0,0,4,3,3.0,11,15,0,0.0,0.0,0,0,0,669,0.4986419389024377,147.94288751203567
62,0,0,0,0,10.0,13,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,45926,9,118,1.0,3086.172352244519,False,0.21252359386248085,0,13.448000000000002,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,119428,46,18,1.0,1351.5258508453783,False,0.19216790007764922,9,5.6450000000000005,70079,2004,0,0.0,25160.039241176906,False,-0.17951421801210538,0.3333333333333333,274954,0.0,0.25,9,0,0,4,3,3.0,11,15,0,0.0,0.0,0,0,0,603,0.5017801616340876,148.44466767366976
63,0,0,0,0,10.0,9,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,45836,8,128,1.0,3330.085263451682,False,0.2133398715605977,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,119901,36,17,1.0,1182.9767528355135,False,0.1960264469985086,9,5.726000000000002,69952,2004,0,0.0,25160.039241176906,False,-0.18077483899201485,0.3333333333333333,275210,0.0,0.25,7,0,0,4,3,3.0,11,15,0,0.0,0.0,0,0,0,563,0.5030800933018327,148.9477477669716
64,0,0,0,0,10.0,9,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,10,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,45746,7,138,1.0,3573.9981746588446,False,0.21415614925871473,0,13.448000000000004,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,119901,26,27,1.0,1487.4276548256487,False,0.19753745957489105,10,5.817000000000002,69794,2004,0,0.0,25160.039241176906,False,-0.1823431706048156,0.3333333333333333,274962,0.0,0.25,3,0,0,4,4,4.0,9,13,0,0.0,0.0,0,0,0,90,0.49522020667791367,149.4429679736495
65,0,0,0,0,10.000000000000002,9,10.0,25.391291120716264,0,,12.554909800986481,0,,43.00000000000001,11,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,1.235,45656,6,148,1.0,3817.911085866007,False,0.21497242695683177,0,13.448000000000002,-68282.5,351,0,0.0,8912.34318337141,True,-1.988084841295348,0,10.892000000000001,-67742.5,281,0,0.0,7134.95280492127,True,-1.9934829338897049,0,0.23600000000000002,119901,16,37,1.0,1791.878556815784,False,0.19904847215127347,11,5.917000000000002,69623,2004,0,0.0,25160.039241176906,False,-0.18404054216044174,0.3333333333333333,274701,0.0,0.25,3,0,0,3,3,3.0,10,13,0,0.0,0.0,0,0,0,90,0.502057115547359,149.94502508919686
