index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.0,9,10.0,25.99430779316268,2,35.5,11.613840457960405,64,7.90625,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.2,40227,2,30,1.0,799.8292337948803,False,0.03775101833756776,24,3.3470000000000013,46017.0,63,0,0.0,1637.6413909692487,False,-0.2749424005281345,40,2.9580000000000006,46244.0,30,0,0.0,779.8292337948803,False,-0.2780680751610403,0,0.2,102047,95,20,1.0,1963.3148435062385,False,0.022677851006046176,12,1.022,93866,464,0,0.0,5388.821972493628,False,-0.04152692977996886,0.3333333333333333,367922,0.0,0.0,8,0,0,11,17,17.0,14,25,16,136.0,37.0,10,7,16,505,1.9883890897035599,77.45475689228624
11,16,0,0,0,10.0,9,10.0,26.45879703644217,15,29.2,11.433264798502377,36,9.472222222222221,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.2,40575,1,25,1.0,671.4699259110542,False,0.04500076535685521,19,3.5130000000000017,45101.0,75,0,0.0,1984.4097777331629,False,-0.28643871309575547,17,3.088000000000001,45419.0,33,0,0.0,873.1403022025917,False,-0.2901174971964008,0,0.2,102487,93,18,1.0,1837.293626260721,False,0.026419904045207214,8,1.09,93490,492,0,0.0,5625.166280863169,False,-0.044086167509414124,0.3333333333333333,366593,0.0,0.0,9,0,0,10,9,9.0,17,27,16,163.0,46.0,12,4,16,1044,1.9242223966866732,79.37897928897291
12,16,0,0,0,10.0,13,10.0,27.11519263594006,16,30.9375,11.295456445126629,10,6.0,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.2,40940,4,19,1.0,555.1886600828611,False,0.05283900814941452,0,3.4940000000000015,45101.0,75,0,0.0,2033.6394476955045,False,-0.2860576549035892,10,3.171000000000001,44574.0,49,0,0.0,1328.6444391610628,False,-0.2996730104096147,0,0.2,102917,83,18,1.0,1711.5228849455102,False,0.030063938720645902,10,1.1820000000000004,93280,502,0,0.0,5670.3191354535675,False,-0.045946561902179876,0.3333333333333333,366333,0.0,0.0,12,0,0,12,5,5.0,15,27,20,166.0,24.0,12,4,20,1055,2.1295824144035578,81.50856170337647
13,20,0,0,0,10.0,11,10.0,27.230347884306845,16,27.9375,10.733937698716643,78,8.179487179487179,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.2,41277,5,13,1.0,403.994522495989,False,0.05951613735339339,28,3.7740000000000005,43596.0,91,0,0.0,2477.961657471923,False,-0.3059170718196798,50,3.6610000000000005,41254.0,49,0,0.0,1334.2870463310353,False,-0.35102570556744195,0,0.2,103149,100,19,1.0,1890.3937698716645,False,0.03325455496045261,11,1.2820000000000003,92612,553,0,0.0,5935.867547390303,False,-0.05125929312221912,0.3333333333333333,361409,0.0,0.0,8,0,0,15,18,18.0,15,30,15,260.0,12.0,16,4,15,944,2.0551855573430657,83.56374726071954
14,15,0,0,0,10.000000000000002,9,10.0,27.323347571257806,23,27.73913043478261,10.405832715703886,71,8.605633802816902,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,10,0.30000000000000004,41605,4,10,1.0,313.23347571257807,False,0.06673521004000842,33,4.0760000000000005,42273.0,91,0,0.0,2486.4246289844605,False,-0.32633270923134206,38,3.9910000000000005,38385.0,72,0,0.0,1967.281025130562,False,-0.39054058281371473,0,0.2,103274,119,18,1.0,2012.2940931687626,False,0.03510032405487547,9,1.3610000000000002,92217,595,0,0.0,6191.470465843812,False,-0.05391154577025035,0.3333333333333333,357275,0.0,0.0,9,0,0,12,17,17.0,11,23,18,135.0,25.0,10,5,18,1021,5.331623722799122,88.89537098351866
15,18,0,0,0,10.000000000000002,10,10.0,27.947912805857293,14,33.0,9.492993392321443,90,5.288888888888889,43.0,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,4,0.33000000000000007,41879,4,10,1.0,319.47912805857294,False,0.07381387938464044,27,4.3130000000000015,41364.0,91,0,0.0,2543.2600653330137,False,-0.3399648579994658,63,4.583,33042.0,86,0,0.0,2403.520501303727,False,-0.4698780071420542,0,0.2,103869,115,13,1.0,1650.694240116966,False,0.039211735885596066,5,1.4020000000000004,91737,679,0,0.0,6445.74251338626,False,-0.05741412633315001,0.3333333333333333,351412,0.0,0.0,9,0,0,10,16,15.285714285714285,17,27,21,178.0,36.0,13,5,21,745,2.369622074998915,91.26499305851758
16,21,0,0,0,10.000000000000002,9,10.0,27.953222783415757,13,28.0,9.265500644810391,35,6.314285714285714,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,3,0.35600000000000004,42087,3,10,1.0,309.5322278341576,False,0.07899987519265068,11,4.396000000000001,40751.0,104,0,0.0,2907.135169475239,False,-0.3466380645127002,24,4.760000000000001,31884.0,86,0,0.0,2403.977159373755,False,-0.4878012790314125,0,0.2,104388,111,10,1.0,1458.4705715739535,False,0.043409387018452414,7,1.4670000000000003,91477,708,0,0.0,6559.974456525757,False,-0.05942798351998255,0.3333333333333333,350108,0.0,0.0,8,0,0,15,10,9.23076923076923,13,28,12,201.0,48.0,14,7,12,649,1.9497311972081661,93.21472425572574
17,12,0,0,0,10.000000000000002,13,10.0,27.617282073490113,9,23.333333333333332,9.167789765777583,6,2.0,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.35300000000000004,42167,6,11,1.0,363.7901028083912,False,0.08173631641687383,0,4.385000000000001,40751.0,104,0,0.0,2872.1973356429717,False,-0.3469084979283317,6,4.796000000000001,31464.0,95,0,0.0,2623.6417969815607,False,-0.4926029336415446,1,0.21000000000000002,104810,101,10,1.0,1355.946766343536,False,0.0470893887792005,9,1.5500000000000003,91335,714,0,0.0,6545.801892765194,False,-0.06090783623458873,0.3333333333333333,350048,0.0,0.0,10,0,0,12,5,4.5,12,24,11,130.0,6.0,10,2,11,727,1.8295963276177645,95.0443205833435
18,11,0,0,0,10.000000000000002,8,10.0,27.765135865465737,2,36.0,9.048625683958562,38,7.7894736842105265,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.35300000000000004,42159,4,19,1.0,567.537581443849,False,0.08413417432685183,15,4.535000000000001,40349.0,104,0,0.0,2887.5741300084364,False,-0.3530127706823299,23,5.020000000000001,30288.0,97,0,0.0,2693.2181789501765,False,-0.5102698450449704,0,0.20900000000000002,105210,101,10,1.0,1343.9111940798148,False,0.05100011511395129,10,1.6410000000000002,90907,742,0,0.0,6714.080257497253,False,-0.06432105009977139,0.3333333333333333,348434,0.0,0.0,8,0,0,8,12,12.0,11,19,12,71.0,15.0,6,5,12,582,1.631809700280428,96.67613028362393
19,12,0,0,0,10.000000000000002,14,10.0,27.667075292365535,18,27.11111111111111,9.074622440052057,23,9.521739130434783,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.35300000000000004,42507,8,11,1.0,384.3378282160209,False,0.09068351462637649,11,4.630000000000003,39646.0,120,0,0.0,3320.049035083864,False,-0.36054826123069644,12,5.117000000000001,29758.0,99,0,0.0,2739.040453944188,False,-0.5181200039170832,2,0.229,105429,106,10,1.0,1391.909978645518,False,0.05341216339754975,8,1.7110000000000005,90789,750,0,0.0,6805.966830039042,False,-0.0650362958089859,0.3333333333333333,347650,0.0,0.0,9,0,0,13,9,8.666666666666666,12,25,13,160.0,3.0,11,1,13,1015,1.5977849792689085,98.27391526289284
20,13,0,0,0,10.000000000000002,10,10.0,28.60156040339767,20,33.65,8.795803024881591,39,6.102564102564102,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,9,0.44300000000000006,42882,8,10,1.0,366.01560403397673,False,0.10002829707060179,8,4.699000000000001,39470.0,120,0,0.0,3432.1872484077203,False,-0.3624048915690777,31,5.415000000000001,27524.0,119,0,0.0,3403.585688004323,False,-0.5475603312279063,1,0.23700000000000002,105836,101,10,1.0,1318.3761055130408,False,0.0570871521158235,9,1.7930000000000004,90436,784,0,0.0,6895.909571507167,False,-0.06809383401737493,0.3333333333333333,345669,0.0,0.0,8,0,0,12,10,9.6,13,25,11,164.0,6.0,11,2,11,708,1.5774696376174688,99.85138490051031
21,11,0,0,0,10.000000000000002,10,10.0,28.58778268181484,1,27.0,8.727892971639033,72,8.375,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.43400000000000005,42809,8,19,1.0,623.1678709544819,False,0.10144790251289279,38,5.0710000000000015,37800.0,121,0,0.0,3459.1217044995956,False,-0.388049401630909,34,5.724000000000002,25606.0,119,0,0.0,3401.946139135966,False,-0.57726526302607,0,0.23600000000000002,105952,99,16,1.0,1552.0614041922645,False,0.05939838305106144,16,1.9440000000000006,89530,848,0,0.0,7401.2532399499,False,-0.07457886702955063,0.3333333333333333,341218,0.0,0.0,7,0,0,10,16,16.0,14,24,13,145.0,3.0,10,1,13,299,1.354957839474082,101.2063427399844
22,13,0,0,0,10.0,12,10.0,28.777018150390436,26,29.53846153846154,8.572597928161759,60,7.533333333333333,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,7,0.5040000000000001,43298,10,10,1.0,387.7701815039044,False,0.11093221003734327,18,5.213000000000002,36830.0,138,0,0.0,3971.2285047538803,False,-0.39910189094716486,42,6.11,22848.0,128,0,0.0,3683.458323249976,False,-0.6177823834041584,0,0.23600000000000002,106285,102,15,1.0,1519.4049886724997,False,0.06254171458683642,9,2.0180000000000007,89107,895,0,0.0,7672.475145704774,False,-0.07743153366103797,0.3333333333333333,337889,0.0,0.0,11,0,0,8,13,12.4,16,24,14,128.0,12.0,9,4,14,935,1.5824498794972897,102.78879261948168
23,14,0,0,0,10.0,9,10.0,26.010148705583838,26,13.5,8.78122236138615,67,10.074626865671641,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,16,0.6570000000000003,43181,9,10,1.0,350.1014870558384,False,0.10746253399902735,30,5.495000000000001,35566.0,151,0,0.0,3927.5324545431595,False,-0.41900789170735675,37,6.438000000000002,20618.0,141,0,0.0,3667.430967487321,False,-0.6524287032673283,0,0.23600000000000002,106784,107,12,1.0,1455.5907926683185,False,0.06717814853821723,7,2.0790000000000006,88402,947,0,0.0,8315.817576232685,False,-0.08123651246608887,0.3333333333333333,334072,0.0,0.0,8,0,0,9,14,13.23076923076923,17,26,8,144.0,9.0,11,3,8,649,1.7235686480998993,104.51236126758158
24,8,0,0,0,10.0,7,10.0,26.010148705583838,0,,8.821522766802412,42,9.238095238095237,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.6410000000000001,43111,6,20,1.0,580.2029741116768,False,0.10861328481074448,14,5.605000000000001,35212.0,151,0,0.0,3927.5324545431595,False,-0.42448810720057617,28,6.681000000000002,19307.0,141,0,0.0,3667.430967487321,False,-0.672724077593912,0,0.23600000000000002,107148,108,11,1.0,1425.7244588146607,False,0.07064303809067864,9,2.1620000000000004,87999,978,0,0.0,8627.449265932759,False,-0.08369009933131129,0.3333333333333333,332298,0.0,0.0,6,0,0,6,10,10.0,16,22,11,99.0,3.0,7,1,11,543,1.518520369194448,106.03088163677603
25,11,0,0,0,10.0,12,10.0,25.87279989646363,2,17.0,9.467232768498123,52,14.788461538461538,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.6410000000000001,43025,8,28,1.0,804.4383971009817,False,0.10928042091880995,41,6.001000000000001,33302.0,151,0,0.0,3906.792784366008,False,-0.4542170352315467,11,6.763000000000001,18966.0,143,0,0.0,3699.8103851942988,False,-0.6777524120286527,0,0.23600000000000002,107129,116,15,1.0,1743.1990011457824,False,0.07203009112773853,14,2.2930000000000006,87244,1012,0,0.0,9580.8395617201,False,-0.0864525948854518,0.3333333333333333,329187,0.0,0.0,7,0,0,10,12,12.0,12,22,11,137.0,6.0,9,2,11,412,1.620923805050552,107.65180544182658
26,11,0,0,0,10.0,12,10.0,24.306237288366766,13,10.076923076923077,9.51445376503637,40,10.025000000000002,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.641,43036,10,25,1.0,707.6559322091691,False,0.10832532034290995,17,6.130000000000002,32734.0,161,0,0.0,3913.3042034270493,False,-0.46295974825510056,23,6.982000000000001,17892.0,146,0,0.0,3548.710644101548,False,-0.6955484035845753,0,0.23600000000000002,107375,124,15,1.0,1824.79226686451,False,0.07487687736671417,10,2.3790000000000004,86880,1034,0,0.0,9837.945193047606,False,-0.0887896788243091,0.3333333333333333,327438,0.0,0.0,9,0,0,9,11,11.0,15,24,8,137.0,6.0,9,2,8,681,1.3581353463232517,109.00994078814983
27,8,0,0,0,10.0,7,10.0,23.03643890389348,22,16.227272727272727,10.122140277795943,54,14.907407407407407,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.6410000000000001,43323,7,13,1.0,369.47370575061524,False,0.1113371185183608,51,6.623000000000001,30046.0,161,0,0.0,3708.86666352685,False,-0.5061546638837787,3,6.989000000000002,17430.0,168,0,0.0,3870.1217358541044,False,-0.7002126932329084,0,0.23600000000000002,107762,114,16,1.0,1841.9239916687377,False,0.07880332323348654,11,2.4790000000000005,85894,1088,0,0.0,11012.888622241986,False,-0.09274553014451482,0.3333333333333333,323976,0.0,0.0,8,0,0,9,10,10.0,12,21,9,93.0,19.0,6,2,9,814,1.3232923606410623,110.3332331487909
28,9,0,0,0,10.000000000000002,9,10.0,22.55897524463835,11,17.09090909090909,9.583796358319008,50,4.94,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,0,0.6410000000000001,43421,6,12,1.0,330.7077029356602,False,0.11334526683868884,14,6.712000000000001,29600.0,169,0,0.0,3812.4668163438814,False,-0.5122572077501402,36,7.346000000000001,15302.0,171,0,0.0,3857.584766833158,False,-0.7332529509038241,0,0.23600000000000002,108236,107,14,1.0,1627.466210340134,False,0.08244394807800028,8,2.548000000000001,85583,1135,0,0.0,10877.608866692073,False,-0.09650396615832167,0.3333333333333333,321663,0.0,0.0,8,0,0,9,9,9.0,14,23,8,139.0,0.0,9,0,8,794,1.3950960226356983,111.7283291714266
29,8,0,0,0,10.000000000000002,15,10.0,21.83995702973141,21,17.61904761904762,9.919519630570772,55,12.563636363636364,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,9,0.7310000000000001,43443,11,10,1.0,328.3995702973141,False,0.11387774362432398,26,6.958,28383.0,190,0,0.0,4149.591835648967,False,-0.5284878952593893,29,7.6000000000000005,14023.0,171,0,0.0,3734.6326520840707,False,-0.7540046392030152,0,0.23600000000000002,108435,107,17,1.0,1792.3886004710728,False,0.08523777396406278,13,2.670000000000001,84764,1180,0,0.0,11705.033164073511,False,-0.10052691393991946,0.3333333333333333,318569,0.0,0.0,10,0,0,12,13,12.818181818181818,11,23,11,112.0,3.0,7,1,11,711,1.0597419701516628,112.78807114157826
30,11,0,0,0,10.000000000000002,12,10.0,22.36107392014756,12,28.0,10.243052208957003,57,12.736842105263158,43.000000000000014,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,2,0.7420000000000002,43615,13,10,1.0,353.61073920147567,False,0.11859320466935915,36,7.292000000000001,26524.0,202,0,0.0,4516.936931869807,False,-0.5544233626550421,21,7.781000000000001,13174.0,171,0,0.0,3823.743640345233,False,-0.7664581116451078,0,0.23600000000000002,108744,108,17,1.0,1837.2496385673567,False,0.08852760282779798,10,2.757000000000001,84003,1226,0,0.0,12557.982008181287,False,-0.10384746482082666,0.3333333333333333,315581,0.0,0.0,8,0,0,10,14,13.166666666666668,15,25,12,134.0,14.0,10,1,12,550,1.2799417730420828,114.06801291462034
31,12,0,0,0,10.0,12,10.0,22.67137674686282,11,26.272727272727273,10.296432901691825,41,10.878048780487806,43.00000000000001,20,43.0,0,0.2,39521,0,0,0.0,0.0,False,0.00950215842039388,1,0.7500000000000002,43762,15,10,1.0,376.7137674686282,False,0.12264315522067772,14,7.396000000000002,26071.0,205,0,0.0,4647.632233106878,False,-0.5604245446071979,27,8.030000000000001,11847.0,179,0,0.0,4058.176437688445,False,-0.7851865716322339,0,0.23600000000000002,108946,102,21,1.0,1953.2361559725664,False,0.09110833476918007,14,2.8870000000000013,83344,1263,0,0.0,13004.394754836774,False,-0.1081732174877076,0.3333333333333333,313491,0.0,0.0,8,0,0,12,10,9.333333333333332,13,25,13,149.0,6.0,10,2,13,586,1.292544317431748,115.36055723205209
