index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"02Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 2, 'unit_price': 3} [id b9501b9b-0f21-4768-9c11-46450fe7176d]",b9501b9b-0f21-4768-9c11-46450fe7176d,product,1.0,332b4851-4591-4dfe-a465-b562d3247b35,01Ran@0,str,['02Dec@1'],-1,False
1,"03Ind@1, 01Ran@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 1} [id 9abd8679-88e9-4e4c-ab09-471f95e5a8ea]",9abd8679-88e9-4e4c-ab09-471f95e5a8ea,product,1.0,5f25fa50-f859-4664-9e94-690f6ffc4454,01Ran@0,str,['03Ind@1'],-1,False
2,"03Ind@1, 00Ran@0 agreed on {'quantity': 2, 'time': 2, 'unit_price': 4} [id 76a77c32-25f3-460f-8ee7-556938937458]",76a77c32-25f3-460f-8ee7-556938937458,product,1.0,e4b7bda8-36c6-4136-8d8d-97484c86b6c0,00Ran@0,str,['03Ind@1'],-1,False
3,"03Ind@1, 01Ran@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 1} [id dd823bd1-7e52-4773-b36b-56ab41613daf]",dd823bd1-7e52-4773-b36b-56ab41613daf,product,1.0,d8e57db9-033f-486a-b13d-f8ffd96b6fe2,01Ran@0,str,['03Ind@1'],-1,False
4,"03Ind@1, 00Ran@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 1} [id 2a6708a0-12b7-48e2-93dd-b5262c4c8331]",2a6708a0-12b7-48e2-93dd-b5262c4c8331,product,1.0,0e966ddc-4066-4ce7-a538-023b1b599c25,00Ran@0,str,['03Ind@1'],-1,False
5,"02Dec@1, 00Ran@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 1} [id 6feba45e-2ed0-4ff0-8538-0f5a0c213721]",6feba45e-2ed0-4ff0-8538-0f5a0c213721,product,1.0,9044d5ba-7cf5-41e6-9dbd-a6053e5aea5d,00Ran@0,str,['02Dec@1'],-1,False
6,"03Ind@1, 01Ran@0 agreed on {'quantity': 2, 'time': 3, 'unit_price': 2} [id 25509ee0-3fc1-452e-a4c5-298fe2829196]",25509ee0-3fc1-452e-a4c5-298fe2829196,product,1.0,526bc9a2-d7a4-4c01-9c00-85dfe64ba117,01Ran@0,str,['03Ind@1'],-1,False
7,"02Dec@1, 00Ran@0 agreed on {'quantity': 4, 'time': 3, 'unit_price': 1} [id ae81978b-e557-4ae0-aecf-3bd44e865f11]",ae81978b-e557-4ae0-aecf-3bd44e865f11,product,1.0,ee82c270-c571-4d45-b29d-a3382470efd1,00Ran@0,str,['02Dec@1'],-1,False
8,"02Dec@1, 01Ran@0 agreed on {'quantity': 1, 'time': 3, 'unit_price': 5} [id e6578b8c-c179-4fcd-87e6-5beac8eaf65b]",e6578b8c-c179-4fcd-87e6-5beac8eaf65b,product,1.0,5e158453-5461-46b2-ae36-b43cb0ecf6a2,01Ran@0,str,['02Dec@1'],-1,False
9,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 3, 'unit_price': 27} [id b70c9237-2cd5-41f9-8f39-474cfc8a0820]",b70c9237-2cd5-41f9-8f39-474cfc8a0820,product,1.0,7cd4b291-a670-4feb-ab84-f14f7ae61ae8,05Ran@2,str,['BUYER'],-1,False
10,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 4, 'unit_price': 27} [id 4f196cbe-e34d-4664-a1ed-fc37462f4b90]",4f196cbe-e34d-4664-a1ed-fc37462f4b90,product,1.0,c7e0a88a-aae7-4b1c-8ab5-b2c50a092248,05Ran@2,str,['BUYER'],-1,False
11,"BUYER, 05Ran@2 agreed on {'time': 3, 'quantity': 2, 'unit_price': 27} [id 6c3e4e69-4c16-4843-95d2-23de357e4749]",6c3e4e69-4c16-4843-95d2-23de357e4749,product,1.0,43df42de-c430-4cc5-83c7-8fa47d472ed8,05Ran@2,str,['BUYER'],-1,False
12,"02Dec@1, 01Ran@0 agreed on {'quantity': 2, 'time': 4, 'unit_price': 5} [id a938a7b4-502f-4c82-aee4-836cbe3db95e]",a938a7b4-502f-4c82-aee4-836cbe3db95e,product,1.0,4dcf4395-1b50-48d5-b6c4-1e82cceb6c0f,01Ran@0,str,['02Dec@1'],-1,False
13,"02Dec@1, 00Ran@0 agreed on {'quantity': 1, 'time': 4, 'unit_price': 2} [id 74b6dc8b-e8a4-4857-9a03-4daf21d9c760]",74b6dc8b-e8a4-4857-9a03-4daf21d9c760,product,1.0,69479c2d-6fa5-412d-a62d-f842d00f0825,00Ran@0,str,['02Dec@1'],-1,False
14,"03Ind@1, 01Ran@0 agreed on {'quantity': 9, 'time': 4, 'unit_price': 5} [id aad9d9c8-58ec-4874-87a5-b1d29104b17b]",aad9d9c8-58ec-4874-87a5-b1d29104b17b,product,1.0,8f2e926a-7066-40b9-af2c-d312ff2821d4,01Ran@0,str,['03Ind@1'],-1,False
