index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
31,20,0,0,0,10.000000000000002,20,10.0,2.0726674492280543,17,2.0,34.60874424353135,5,42.0,27.00000000000001,8,27.0,7,2.2320000000000007,4979,324,0,0.0,3240.0000000000005,False,-0.46696284329563814,10,2.2350000000000008,5042,316,0,0.0,3160.0000000000005,False,-0.4651050080775444,0,0.2,19721,10,136,1.0,4727.515891612544,False,0.31020158672320075,0,0.2,19573,0,97,0.8,3357.048191622541,False,0.260769108674138,0,0.2,24617,0,0,0.0,0.0,False,0.0,8,2.6470000000000007,15690,207,0,0.0,7164.010058410989,False,-0.2171261717835035,0.3,89622,0.0,0.0,7,0,0,10,7,7.0,15,25,19,168.0,55.0,13,7,19,410,0.6094393525272608,23.466074402444065
32,19,0,0,0,10.000000000000002,20,10.0,2.1075232280823952,3,3.6666666666666665,33.758344996150974,4,21.0,27.000000000000007,12,27.0,2,2.2450000000000006,4853,334,0,0.0,3340.0000000000005,False,-0.47310177705977385,1,2.2350000000000008,4925,326,0,0.0,3260.0000000000005,False,-0.47051696284329564,0,0.2,19794,3,142,1.0,4800.007559137685,False,0.3166827111751806,0,0.2,19573,0,97,0.0,3274.5594646266445,False,0.25832224325541786,0,0.2,24617,0,0,0.0,0.0,False,0.0,12,2.7590000000000003,15477,211,0,0.0,7123.010794187856,False,-0.2266114718652181,0.16666666666666666,89239,0.0,0.0,7,0,0,12,5,5.0,9,21,17,189.0,18.0,15,4,17,284,1.4534807987511158,24.91955520119518
33,17,0,0,0,10.000000000000002,20,10.0,2.1144516534562543,10,2.2,33.78452648020467,7,34.0,27.000000000000007,7,27.0,3,2.2730000000000006,4714,344,0,0.0,3440.0000000000005,False,-0.4802907915993538,7,2.3040000000000003,4698,336,0,0.0,3360.0000000000005,False,-0.4848142164781906,0,0.2,19935,0,148,1.0,5000.109919070291,False,0.3309833269776426,0,0.2,19648,0,97,0.3,3277.099068579853,False,0.2628470297988803,0,0.2,24617,0,0,0.0,0.0,False,0.0,7,2.8170000000000006,15188,218,0,0.0,7365.026772684618,False,-0.23343569946206644,0.21666666666666667,88800,0.0,0.0,9,0,0,7,5,5.0,11,18,16,148.0,30.0,13,4,16,438,0.7835214212536812,25.70307662244886
34,16,0,0,0,10.000000000000002,20,10.0,2.206636626077038,19,2.789473684210526,34.91667457917842,10,41.5,27.000000000000007,10,27.0,10,2.3700000000000006,4426,355,0,0.0,3550.0000000000005,False,-0.4991114701130856,9,2.3870000000000005,4455,345,0,0.0,3450.0000000000005,False,-0.5008077544426495,0,0.2,20101,6,153,1.0,5355.491030370761,False,0.35137313213012455,0,0.2,19844,0,95,0.3,3317.0840850219497,False,0.2756610134380027,0,0.2,24617,0,0,0.0,0.0,False,0.0,10,2.9100000000000006,14683,228,0,0.0,7961.001804052679,False,-0.241845029775101,0.21666666666666667,88126,0.0,0.0,8,0,0,12,10,10.0,7,19,14,201.0,8.0,13,3,14,615,0.676992773078382,26.380069395527244
35,14,0,0,0,10.0,20,10.0,2.1885653351778482,12,2.0,35.51762873587669,8,40.125,27.000000000000007,12,27.0,12,2.4800000000000004,4120,363,0,0.0,3630.0,False,-0.5205977382875606,0,2.3780000000000006,4335,357,0,0.0,3570.0,False,-0.505654281098546,0,0.2,20339,0,156,0.9,5540.750082796764,False,0.37098807791874605,0,0.2,19903,0,102,0.9,3622.7981310594223,False,0.2882296550504099,0,0.2,24617,0,0,0.0,0.0,False,0.0,12,3.020000000000001,14226,236,0,0.0,8382.1603816669,False,-0.25185521424895596,0.3,87540,0.0,0.0,9,0,0,7,7,7.0,4,11,10,139.0,9.0,11,3,10,521,0.7304827068001032,27.110552102327347
36,10,0,0,0,10.0,20,10.0,2.2867510252383227,17,3.0,35.968838724743115,5,41.6,27.000000000000007,12,27.0,5,2.518000000000001,3915,376,0,0.0,3760.0,False,-0.5319063004846527,12,2.4980000000000007,4042,364,0,0.0,3640.0,False,-0.5264943457189014,0,0.2,20307,1,166,1.0,5973.113979332596,False,0.3819148664965767,0,0.2,20092,0,103,0.6,3704.790388648541,False,0.3018744182679326,0,0.2,24617,0,0,0.0,0.0,False,0.0,12,3.128000000000001,13887,241,0,0.0,8668.490132663092,False,-0.2598104941166045,0.26666666666666666,86860,0.0,0.0,8,0,0,4,10,10.0,6,10,12,113.0,0.0,10,0,12,408,0.6990264737978578,27.809578576125205
37,12,0,0,0,10.0,20,10.0,2.2454119576676628,5,1.2,36.5116926024415,6,42.0,27.000000000000007,8,27.0,5,2.5630000000000006,3707,388,0,0.0,3880.0,False,-0.5438610662358643,0,2.4860000000000007,3962,372,0,0.0,3720.0,False,-0.5297253634894992,0,0.2,20555,0,165,0.5,6024.429279402847,False,0.398149895568428,0,0.2,20090,0,104,0.1,3797.216030653916,False,0.30449739056282377,0,0.2,24617,0,0,0.0,0.0,False,0.0,8,3.196000000000001,13571,247,0,0.0,9018.38807280305,False,-0.2655403161879382,0.09999999999999999,86502,0.0,0.0,8,0,0,5,4,4.0,6,11,16,131.0,11.0,11,1,16,452,0.525416967459023,28.334995543584228
38,16,0,0,0,10.0,20,10.0,2.2046786834191088,4,1.0,36.90460151260601,6,40.833333333333336,27.000000000000007,10,27.0,4,2.5980000000000008,3529,399,0,0.0,3990.0,False,-0.5537964458804523,0,2.4860000000000007,3872,381,0,0.0,3810.0,False,-0.5333602584814217,0,0.2,20595,0,164,0.0,6052.354648067385,False,0.40135128880123944,0,0.2,20291,0,103,0.4,3801.173955798419,False,0.31653933186397776,0,0.2,24617,0,0,0.0,0.0,False,0.0,10,3.2880000000000007,13232,253,0,0.0,9336.86418268932,False,-0.2728426659891676,0.06666666666666667,86136,0.0,0.0,8,0,0,7,4,4.0,8,15,18,159.0,3.0,15,1,18,445,0.6761785829439759,29.011174126528203
39,18,0,0,0,10.0,20,10.0,2.1365237885784873,11,1.4545454545454546,36.33227094052286,6,30.666666666666668,27.000000000000007,6,27.0,1,2.6040000000000005,3422,408,0,0.0,4080.0,False,-0.5588045234248789,10,2.5860000000000007,3577,392,0,0.0,3920.0,False,-0.5527463651050081,0,0.2,20651,0,166,0.5,6031.156976126795,False,0.40404476080110335,0,0.2,20403,0,106,0.6,3851.220719695423,False,0.32466838869528436,0,0.2,24617,0,0,0.0,0.0,False,0.0,6,3.338000000000001,13006,259,0,0.0,9410.05817359542,False,-0.28053665813065326,0.18333333333333335,85676,0.0,0.0,9,0,0,7,5,5.0,5,12,19,116.0,25.0,12,6,19,384,0.7588578537106514,29.770031980238855
40,19,0,0,0,9.999999999999998,20,10.0,2.0153814306589135,13,1.0,35.49974209924107,4,23.25,27.000000000000007,12,27.0,12,2.7230000000000008,3094,417,0,0.0,4169.999999999999,False,-0.5816639741518579,1,2.5860000000000007,3450,403,0,0.0,4029.999999999999,False,-0.558562197092084,0,0.2,20693,2,173,1.0,6145.486146030023,False,0.40992780452153604,0,0.2,20441,0,106,0.1,3762.972662519553,False,0.32430507423230764,0,0.2,24617,0,0,0.0,0.0,False,0.0,12,3.452000000000001,12789,263,0,0.0,9336.432172100402,False,-0.2908471346609985,0.18333333333333335,85084,0.0,0.0,8,0,0,5,7,7.0,6,11,20,121.0,34.0,11,8,20,293,0.49336559418588877,30.263397574424744
41,20,0,0,0,9.999999999999998,20,10.0,1.9141536641512067,22,1.4090909090909092,35.01826105284993,13,32.92307692307692,27.000000000000007,13,27.0,4,2.751000000000001,2920,428,0,0.0,4279.999999999999,False,-0.5912762520193862,18,2.7650000000000006,2965,412,0,0.0,4119.999999999999,False,-0.5941033925686591,0,0.2,21033,0,174,1.0,6093.177423195888,False,0.42854702845265435,0,0.2,20498,4,112,1.0,3929.7018525757967,False,0.33263235205789615,0,0.2,24617,0,0,0.0,0.0,False,0.0,13,3.5700000000000007,12214,276,0,0.0,9665.04005058658,False,-0.3075305672789823,0.3333333333333333,84247,0.0,0.0,9,0,0,1,10,10.0,8,9,20,123.0,33.0,9,11,20,628,0.49597996566444635,30.75937754008919
42,20,0,0,0,9.999999999999998,20,10.0,1.8255245007950582,20,1.3,35.18794013352201,2,40.5,27.000000000000004,6,27.0,8,2.8270000000000004,2644,441,0,0.0,4409.999999999999,False,-0.6083198707592892,12,2.8670000000000004,2657,419,0,0.0,4189.999999999999,False,-0.6161550888529886,0,0.2,21096,2,182,1.0,6407.856153302596,False,0.4416188939636507,0,0.2,20490,2,122,1.0,4296.579745291276,False,0.34304045281476253,0,0.2,24617,0,0,0.0,0.0,False,0.0,6,3.6170000000000013,12091,278,0,0.0,9782.247357119119,False,-0.31014649719463944,0.3333333333333333,83595,0.0,0.0,8,0,0,1,8,8.0,7,8,24,104.0,41.0,8,12,24,281,0.4654820216819644,31.224859561771154
43,24,0,0,0,9.999999999999998,20,10.0,1.8677317681534205,2,4.5,35.47392284011246,5,38.8,27.000000000000004,12,27.0,1,2.829000000000001,2514,453,0,0.0,4529.999999999999,False,-0.6139741518578352,1,2.8650000000000007,2560,427,0,0.0,4269.999999999999,False,-0.6207592891760905,0,0.2,21206,0,183,0.4,6491.72787974058,False,0.450632649493966,0,0.2,20565,0,122,0.2,4327.8185864937195,False,0.34841654563638225,0,0.2,24617,0,0,0.0,0.0,False,0.0,12,3.731000000000001,11776,283,0,0.0,10039.120163751826,False,-0.31772514596108736,0.10000000000000002,83238,0.0,0.0,10,0,0,5,6,6.0,5,10,23,96.0,49.0,10,14,23,394,0.5087566655129194,31.733616227284074
44,23,0,0,0,9.999999999999998,20,10.0,1.9913145127382645,11,3.272727272727273,35.62777541745473,2,40.0,27.000000000000004,8,27.0,7,2.898000000000001,2330,461,0,0.0,4609.999999999999,False,-0.625605815831987,4,2.9040000000000004,2370,439,0,0.0,4389.999999999999,False,-0.6312600969305331,0,0.2,21266,0,188,0.7,6698.021778481489,False,0.46031151454916613,0,0.2,20549,0,126,0.4,4489.099702599296,False,0.35225141500353874,0,0.2,24617,0,0,0.0,0.0,False,0.0,8,3.7990000000000013,11632,285,0,0.0,10153.915993974597,False,-0.32124312479232653,0.18333333333333335,82764,0.0,0.0,7,0,0,3,6,6.0,5,8,15,95.0,52.0,8,15,15,280,0.3935699798166752,32.12718620710075
45,15,0,0,0,10.0,20,10.0,1.9827364776258956,2,1.5,35.86461849765032,4,39.0,27.000000000000004,8,27.0,1,2.901000000000001,2224,470,0,0.0,4700.0,False,-0.6305331179321486,1,2.91,2243,450,0,0.0,4500.0,False,-0.637075928917609,0,0.2,21264,0,189,0.1,6778.41289605591,False,0.4625775064088725,0,0.2,20704,0,123,0.1,4411.348075210989,False,0.3591406049837147,0,0.2,24617,0,0,0.0,0.0,False,0.0,8,3.8710000000000004,11412,289,0,0.0,10364.874745820942,False,-0.3258952198517094,0.03333333333333333,82464,0.0,0.0,7,0,0,2,4,4.0,4,6,8,62.0,27.0,6,9,8,356,0.24801897536963224,32.37520518247038
46,8,0,0,0,10.0,20,10.0,1.9774176496951181,20,1.95,35.33150680671299,4,28.5,27.0,10,27.0,6,2.960000000000001,2054,478,0,0.0,4780.0,False,-0.6410339256865912,14,3.0490000000000004,1834,462,0,0.0,4620.0,False,-0.6652665589660743,0,0.2,21284,0,197,0.9,6960.306840922459,False,0.46915955270890064,0,0.2,20759,1,130,1.0,4595.0733025223835,False,0.3678533846263165,0,0.2,24617,0,0,0.0,0.0,False,0.0,10,3.963000000000001,11202,293,0,0.0,10352.131494366906,False,-0.3346847403345878,0.31666666666666665,81750,0.0,0.0,9,0,0,0,9,9.0,0,0,6,0.0,24.0,0,8,6,314,0.11773756425827742,32.49294274672866
47,6,0,0,0,10.0,20,10.0,1.8677599514412675,14,1.0,36.10143513110012,7,41.57142857142857,27.000000000000004,9,27.0,12,3.0740000000000003,1707,489,0,0.0,4890.0,False,-0.6646203554119547,2,3.0550000000000006,1710,471,0,0.0,4710.0,False,-0.6716478190630049,0,0.2,21314,0,205,0.9,7400.794201875524,False,0.4840055233114478,0,0.2,21006,0,130,0.6,4693.186567043015,False,0.38541725697208745,0,0.2,24617,0,0,0.0,0.0,False,0.0,9,4.043000000000001,10828,300,0,0.0,10830.430539330035,False,-0.3401626814938856,0.25,81182,0.0,0.0,9,0,0,0,7,7.0,0,0,6,0.0,18.0,0,6,6,491,0.11038804613053799,32.6033307928592
48,6,0,0,0,10.0,0,,1.9238949299797568,4,3.5,36.17632305574451,1,40.0,27.000000000000004,8,27.0,1,3.0720000000000014,1691,489,0,0.0,4890.0,False,-0.6659127625201938,3,3.083000000000001,1668,471,0,0.0,4710.0,False,-0.6750403877221325,0,0.2,21340,0,208,0.4,7524.675195594858,False,0.48922268615314596,0,0.2,21006,0,130,0.0,4702.921997246786,False,0.38570603931083247,0,0.2,24617,0,0,0.0,0.0,False,0.0,8,4.114000000000001,10727,301,0,0.0,10889.073239779098,False,-0.3430744355571536,0.06666666666666667,81049,0.0,0.0,1,0,0,0,4,4.0,0,0,3,0.0,18.0,0,6,3,40,0.09300674591213465,32.69633753877133
49,3,0,0,0,10.0,0,,1.9238949299797568,0,,36.61473964511694,4,41.75,27.000000000000004,10,27.0,0,3.071000000000001,1691,489,0,0.0,4890.0,False,-0.6659127625201938,0,3.080000000000001,1668,471,0,0.0,4710.0,False,-0.6750403877221325,0,0.2,21340,0,208,0.0,7615.865846184324,False,0.4919276769750926,0,0.2,21173,0,126,0.0,4613.457195284735,False,0.3929596937376819,0,0.2,24617,0,0,0.0,0.0,False,0.0,10,4.206000000000001,10477,305,0,0.0,11167.495591760668,False,-0.34757493618717417,0.0,80966,0.0,0.0,2,0,0,0,3,3.0,0,0,2,0.0,9.0,0,3,2,167,0.07740824483335018,32.77374578360468
50,2,0,0,0,10.0,0,,1.9238949299797568,0,,36.813929475010625,6,38.333333333333336,27.000000000000004,9,27.0,0,3.071000000000001,1691,489,0,0.0,4890.0,False,-0.6659127625201938,0,3.080000000000001,1668,471,0,0.0,4710.0,False,-0.6750403877221325,0,0.2,21422,0,206,0.0,7583.6694718521885,False,0.4958373716140303,0,0.2,21321,0,122,0.0,4491.299395951296,False,0.39811637980396586,0,0.2,24617,0,0,0.0,0.0,False,0.0,9,4.286000000000001,10168,311,0,0.0,11449.132066728303,False,-0.35440687194361004,0.0,80887,0.0,0.0,3,0,0,0,3,3.0,0,0,0,0.0,6.0,0,2,0,230,0.07050973363220692,32.84425551723689
