index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,6,0,0,0,10.0,5,10.0,6.981631652954768,0,,8.470064752680567,9,12.666666666666666,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60130,661,0,0.0,6610.0,False,-0.17108770646038052,4,4.524000000000001,100623,253,0,0.0,1766.3528081975562,False,-0.1141098750744122,5,7.612000000000002,78517,169,0,0.0,1179.8957493493558,False,-0.30959803218094906,0,0.3350000000000001,169015,0,147,0.9,5880.000000000001,False,0.10054017382845001,0,0.38000000000000006,168548,93,153,1.0,6907.716021999294,False,0.10084007277626086,0.31666666666666665,653927,0.0,0.0,2,0,0,14,2,2.0,6,20,4,87.0,0.0,6,0,4,50,0.6840588130289689,90.01018839218887
65,4,0,0,0,10.0,11,10.0,6.981631652954768,0,,8.471645869528489,8,8.5,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60020,672,0,0.0,6720.0,False,-0.1718063976583734,4,4.560000000000001,100543,253,0,0.0,1766.3528081975562,False,-0.1148080711104042,4,7.647000000000002,78377,169,0,0.0,1179.8957493493558,False,-0.31081987524393506,0,0.3350000000000001,169015,0,147,0.0,5880.000000000001,False,0.10054017382845001,0,0.38000000000000006,168480,91,163,1.0,7290.919774127094,False,0.10163114503451953,0.16666666666666666,653529,0.0,0.0,3,0,0,9,2,2.0,7,16,6,65.0,0.0,4,0,6,110,0.6789269910077564,90.68911538319662
66,6,0,0,0,10.0,11,10.0,6.981631652954768,0,,8.686255110432342,4,16.0,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59910,683,0,0.0,6830.0,False,-0.1725250888563663,4,4.596000000000001,100463,253,0,0.0,1766.3528081975562,False,-0.11550626714639621,0,7.6430000000000025,78377,169,0,0.0,1179.8957493493558,False,-0.31081987524393506,0,0.3350000000000001,168951,0,151,0.4,6040.000000000001,False,0.10064257644995712,0,0.38000000000000006,168480,81,173,1.0,7623.5866639450205,False,0.10269570633470615,0.2333333333333333,653275,0.0,0.0,3,0,0,10,1,1.0,7,17,5,99.0,0.0,6,0,5,110,0.7124716399703175,91.40158702316694
67,5,0,0,0,10.0,11,10.0,6.981631652954768,0,,9.081691897744882,13,12.923076923076923,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59800,694,0,0.0,6940.0,False,-0.1732437800543592,8,4.672000000000001,100279,253,0,0.0,1766.3528081975562,False,-0.11711211802917781,5,7.693000000000001,78237,169,0,0.0,1179.8957493493558,False,-0.31204171830692107,0,0.3350000000000001,168887,0,155,0.4,6200.000000000001,False,0.10074497907146424,0,0.38000000000000006,168376,80,183,1.0,8046.535351819592,False,0.10338355974495217,0.2333333333333333,652673,0.0,0.0,3,0,0,8,3,3.0,6,14,7,43.0,19.0,3,2,7,110,0.6791866620187648,92.0807736851857
68,7,0,0,0,9.999999999999998,6,10.0,6.981631652954768,0,,9.278403200506714,12,11.333333333333334,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,59740,700,0,0.0,6999.999999999999,False,-0.1736357934350826,8,4.7440000000000015,100095,253,0,0.0,1766.3528081975562,False,-0.11871796891195943,4,7.7280000000000015,78101,169,0,0.0,1179.8957493493558,False,-0.3132286515681075,0,0.3350000000000001,168823,0,159,0.4,6360.000000000001,False,0.10084738169297135,0,0.3800000000000001,168304,78,193,1.0,8443.715449639525,False,0.10419375679902057,0.2333333333333333,652157,0.0,0.0,2,0,0,9,3,3.0,9,18,7,84.0,17.0,5,2,7,60,0.727318125020247,92.80809181020595
69,7,0,0,0,10.0,12,10.0,6.981631652954768,0,,9.178210239485242,19,8.526315789473685,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59620,712,0,0.0,7120.0,False,-0.17441982019652938,8,4.816000000000002,99911,253,0,0.0,1766.3528081975562,False,-0.12032381979474105,11,7.8340000000000005,77679,169,0,0.0,1179.8957493493558,False,-0.3169116356579653,0,0.3350000000000001,168738,0,168,0.9,6720.000000000001,False,0.10145539725816981,0,0.3800000000000001,168227,78,203,1.0,8835.90039867985,False,0.10495596814856008,0.31666666666666665,651269,0.0,0.0,4,0,0,13,7,7.0,6,19,5,98.0,3.0,6,1,5,120,0.713877425994724,93.52196923620068
70,5,0,0,0,10.0,9,10.0,6.981631652954768,0,,9.74212631684445,17,14.0,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59530,721,0,0.0,7210.0,False,-0.17500784026761446,8,4.888000000000002,99727,253,0,0.0,1766.3528081975562,False,-0.12192967067752265,9,7.913000000000002,77435,169,0,0.0,1179.8957493493558,False,-0.31904113356774094,0,0.3350000000000001,168564,3,178,1.0,7149.226378950534,False,0.10171532832504679,0,0.3800000000000001,168163,72,213,1.0,9221.433094812803,False,0.10578009387380409,0.3333333333333333,650513,0.0,0.0,3,0,0,11,4,4.0,5,16,7,43.0,14.0,3,2,7,90,0.7064830759773031,94.22845231217798
71,7,0,0,0,10.0,12,10.0,6.981631652954768,0,,9.746235982483975,10,9.8,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,59410,733,0,0.0,7330.0,False,-0.17579186702906127,4,4.920000000000001,99647,253,0,0.0,1766.3528081975562,False,-0.12262786671351467,6,7.964000000000001,77246,169,0,0.0,1179.8957493493558,False,-0.32069062170277207,0,0.3350000000000001,168530,0,187,0.9,7480.000000000001,False,0.10255622543937125,0,0.38000000000000006,168099,66,223,1.0,9563.251574843944,False,0.1064643305263621,0.31666666666666665,650026,0.0,0.0,4,0,0,10,3,3.0,7,17,6,85.0,3.0,6,1,6,120,0.7748850049683824,95.00333731714636
72,6,0,0,0,10.0,6,10.0,6.981631652954768,0,,9.65849179322291,26,9.23076923076923,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,59350,739,0,0.0,7390.0,False,-0.17618388040978467,8,4.996000000000001,99463,253,0,0.0,1766.3528081975562,False,-0.12423371759629627,18,8.138000000000002,76563,169,0,0.0,1179.8957493493558,False,-0.3266514703600538,0,0.3350000000000001,168448,3,197,1.0,7908.975475379671,False,0.10340416866793285,0,0.38000000000000006,167941,69,233,1.0,9986.435933732382,False,0.10680732925557253,0.3333333333333333,648859,0.0,0.0,2,0,0,11,5,5.0,6,17,4,74.0,11.0,5,1,4,60,0.7553592159529217,95.75869653309928
73,4,0,0,0,10.0,13,10.0,6.981631652954768,0,,9.109072195736987,14,3.7142857142857144,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,59220,752,0,0.0,7520.0,False,-0.17703324273468535,0,4.988000000000002,99463,253,0,0.0,1766.3528081975562,False,-0.12423371759629627,14,8.260000000000002,76021,169,0,0.0,1179.8957493493558,False,-0.3313817485038996,0,0.3350000000000001,168438,0,202,0.5,8080.000000000002,False,0.10388745951896368,0,0.38000000000000006,167899,71,243,1.0,10366.744125897329,False,0.107755539744689,0.25,648135,0.0,0.0,4,0,0,11,3,3.0,6,17,4,64.0,0.0,4,0,4,130,0.7101053199730814,96.46880185307236
74,4,0,0,0,10.0,8,10.0,6.981631652954768,0,,7.9762285622435005,24,1.5416666666666667,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59140,760,0,0.0,7600.0,False,-0.17755592724231653,0,4.988000000000002,99463,253,0,0.0,1766.3528081975562,False,-0.12423371759629627,24,8.486,74930,169,0,0.0,1179.8957493493558,False,-0.34090339694474064,0,0.3350000000000001,168412,3,212,1.0,8503.928685686733,False,0.10507766178233915,0,0.38000000000000006,167888,72,253,1.0,10694.288456481534,False,0.10873330663339072,0.3333333333333333,646927,0.0,0.0,3,0,0,11,3,3.0,5,16,5,58.0,0.0,4,0,5,80,1.0944594600005075,97.56326131307287
75,5,0,0,0,10.0,10,10.0,6.981631652954768,0,,8.131294051014324,20,9.25,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,59040,770,0,0.0,7700.0,False,-0.17820928287685553,11,5.098000000000002,99203,253,0,0.0,1766.3528081975562,False,-0.1265028547132703,9,8.552000000000001,74615,169,0,0.0,1179.8957493493558,False,-0.34365254383645916,0,0.3350000000000001,168291,9,222,1.0,8953.18164645913,False,0.10574088823540811,0,0.38000000000000006,167824,66,263,1.0,11056.665407366947,False,0.10948333207687536,0.3333333333333333,646067,0.0,0.0,3,0,0,11,3,3.0,5,16,5,63.0,3.0,4,1,5,100,0.7282418140093796,98.29150312708225
76,5,0,0,0,10.000000000000002,8,10.0,6.981631652954768,0,,8.215763860134302,7,10.0,40.00000000000001,10,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58960,778,0,0.0,7780.000000000002,False,-0.1787319673844867,0,5.087000000000001,99203,253,0,0.0,1766.3528081975562,False,-0.1265028547132703,7,8.613000000000001,74433,169,0,0.0,1179.8957493493558,False,-0.345240939818341,0,0.3350000000000001,168581,6,223,1.0,8969.294583160809,False,0.10764849846767527,0,0.3800000000000001,167864,56,272,1.0,11340.082776167523,False,0.11064629742895032,0.3333333333333333,646135,0.0,0.0,7,0,0,10,1,1.0,6,16,5,59.0,3.0,4,1,5,480,0.7663590490119532,99.0578621760942
77,5,0,0,0,10.000000000000002,11,10.0,6.981631652954768,0,,8.317570584972952,12,9.5,40.00000000000001,12,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58850,789,0,0.0,7890.000000000002,False,-0.1794506585824796,6,5.147000000000002,99083,253,0,0.0,1766.3528081975562,False,-0.12755014876725831,6,8.666,74235,169,0,0.0,1179.8957493493558,False,-0.3469689750074212,0,0.3350000000000001,168925,2,222,1.0,8896.635141169947,False,0.1096176386632936,0,0.3800000000000001,167886,52,281,1.0,11672.513670418595,False,0.11185090712856197,0.3333333333333333,646073,0.0,0.0,7,0,0,9,2,2.0,5,14,7,45.0,18.0,3,2,7,590,0.713790985988453,99.77165316208266
78,7,0,0,0,10.000000000000002,7,10.0,6.981631652954768,0,,8.595272981111291,7,14.0,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58780,796,0,0.0,7960.000000000002,False,-0.17990800752665692,6,5.201000000000001,98963,253,0,0.0,1766.3528081975562,False,-0.1285974428212463,1,8.67,74201,169,0,0.0,1179.8957493493558,False,-0.34726570832271775,0,0.3350000000000001,169203,0,218,0.3,8720.000000000002,False,0.11083163728991462,0,0.3800000000000001,168310,48,278,1.0,11532.573103093344,False,0.11411675531883494,0.21666666666666667,646551,0.0,0.0,8,0,0,10,2,2.0,8,18,4,93.0,3.0,6,1,4,870,0.7776329400367104,100.54928610211937
79,4,0,0,0,10.000000000000002,6,10.0,6.981631652954768,0,,7.971945148303957,23,4.478260869565218,40.00000000000001,16,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58720,802,0,0.0,8020.000000000002,False,-0.18030002090738032,0,5.195000000000001,98963,253,0,0.0,1766.3528081975562,False,-0.1285974428212463,23,8.899000000000001,73198,169,0,0.0,1179.8957493493558,False,-0.35601934112396755,0,0.3350000000000001,169492,3,220,1.0,8823.915835444914,False,0.11301382382731376,0,0.38000000000000006,168558,48,280,1.0,11582.653367118592,False,0.11586425689975621,0.3333333333333333,646025,0.0,0.0,8,0,0,7,4,4.0,9,16,5,63.0,0.0,4,0,5,700,0.7401959070120938,101.28948200913146
80,5,0,0,0,10.0,10,10.0,6.981631652954768,0,,7.568795212092369,9,1.4444444444444444,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58620,812,0,0.0,8120.0,False,-0.1809533765419193,0,5.195000000000001,98963,253,0,0.0,1766.3528081975562,False,-0.1285974428212463,9,8.966000000000003,72867,169,0,0.0,1179.8957493493558,False,-0.35890812722288445,0,0.3350000000000001,169926,0,214,0.5,8560.0,False,0.11494694264173162,0,0.38000000000000006,168911,45,281,1.0,11580.595784544157,False,0.118116930303957,0.25,646381,0.0,0.0,9,0,0,4,2,2.0,10,14,7,34.0,10.0,3,2,7,900,0.7319937260472216,102.02147573517868
81,7,0,0,0,10.0,10,10.0,6.981631652954768,0,,7.370517330261439,27,6.407407407407407,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58520,822,0,0.0,8220.0,False,-0.18160673217645829,6,5.255000000000001,98843,253,0,0.0,1766.3528081975562,False,-0.1296447368752343,21,9.167000000000002,71996,169,0,0.0,1179.8957493493558,False,-0.36650973656474745,0,0.3350000000000001,170161,15,214,1.0,8670.557759953921,False,0.11680477503409334,0,0.38000000000000006,169303,37,281,1.0,11512.709141219673,False,0.12040855171082676,0.3333333333333333,645917,0.0,0.0,9,0,0,6,4,4.0,11,17,7,71.0,14.0,5,2,7,900,0.787946644006297,102.80942237918498
82,7,0,0,0,10.0,12,10.0,6.981631652954768,0,,7.5240364191960065,27,8.333333333333334,40.0,10,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58400,834,0,0.0,8340.0,False,-0.18239075893790507,12,5.369000000000001,98549,253,0,0.0,1766.3528081975562,False,-0.13221060730750495,15,9.296000000000001,71435,169,0,0.0,1179.8957493493558,False,-0.37140583626714135,0,0.3350000000000001,170065,11,224,1.0,9042.764400611157,False,0.11738145104710254,0,0.38000000000000006,169574,48,281,1.0,11601.153748121409,False,0.12242602610025666,0.3333333333333333,645117,0.0,0.0,6,0,0,5,4,4.0,13,18,7,79.0,16.0,5,2,7,520,0.7880186480470002,103.59744102723198
83,7,0,0,0,10.0,8,10.0,6.981631652954768,0,,7.1048758034085395,37,5.378378378378378,40.00000000000001,10,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58320,842,0,0.0,8420.0,False,-0.18291344344553628,8,5.437,98389,253,0,0.0,1766.3528081975562,False,-0.13360699937948894,29,9.571,70009,169,0,0.0,1179.8957493493558,False,-0.3838511806086989,0,0.3350000000000001,170381,21,225,1.0,9149.20239187158,False,0.11974451311352483,0,0.38000000000000006,169459,55,290,1.0,11990.768169187471,False,0.1229368053236162,0.3333333333333333,643652,0.0,0.0,7,0,0,6,5,5.0,11,17,6,73.0,16.0,5,2,6,480,0.7989218279835768,104.39636285521556
84,6,0,0,0,9.999999999999998,7,10.0,6.981631652954768,0,,6.569738876349927,39,4.230769230769231,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58250,849,0,0.0,8489.999999999998,False,-0.18337079238971357,5,5.479,98289,253,0,0.0,1766.3528081975562,False,-0.13447974442447896,34,9.882000000000001,68249,169,0,0.0,1179.8957493493558,False,-0.399211493400523,0,0.3350000000000001,170696,50,223,1.0,9248.486943817497,False,0.12207828342427174,0,0.3800000000000001,169779,45,292,1.0,11975.63824943575,False,0.12493644077107816,0.3333333333333333,642357,0.0,0.0,9,0,0,7,5,5.0,10,17,7,76.0,16.0,5,1,7,870,0.7864519159775227,105.18281477119308
85,7,0,0,0,9.999999999999998,10,10.0,6.981631652954768,0,,6.546545127508064,8,6.0,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58150,859,0,0.0,8589.999999999998,False,-0.18402414802425257,0,5.474,98289,253,0,0.0,1766.3528081975562,False,-0.13447974442447896,8,9.928,68009,169,0,0.0,1179.8957493493558,False,-0.401306081508499,0,0.3350000000000001,171136,40,222,1.0,9141.861805100325,False,0.12455314633686732,0,0.3800000000000001,170091,43,293,1.0,12001.501440482849,False,0.12701605622058437,0.3333333333333333,642769,0.0,0.0,9,0,0,3,1,1.0,14,17,7,68.0,18.0,5,2,7,900,0.7859142830129713,105.96872905420605
86,7,0,0,0,9.999999999999998,9,10.0,6.981631652954768,0,,6.71596803008937,21,8.142857142857142,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,58060,868,0,0.0,8679.999999999998,False,-0.18461216809533765,5,5.524000000000001,98189,253,0,0.0,1766.3528081975562,False,-0.13535248946946896,16,10.080000000000002,67415,169,0,0.0,1179.8957493493558,False,-0.40649018707573964,0,0.3350000000000001,171408,43,223,1.0,9208.786625293844,False,0.12650815580972902,0,0.3800000000000001,170448,41,292,1.0,11955.354689233665,False,0.12915324132852568,0.3333333333333333,642614,0.0,0.0,8,0,0,7,4,4.0,12,19,4,93.0,3.0,6,1,4,890,0.7839135390240699,106.75264259323012
87,4,0,0,0,9.999999999999998,5,10.0,6.981631652954768,0,,6.8928578910269165,14,9.142857142857142,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,58010,873,0,0.0,8729.999999999998,False,-0.18493884591260715,6,5.579000000000001,98069,253,0,0.0,1766.3528081975562,False,-0.13639978352345697,8,10.144,67159,169,0,0.0,1179.8957493493558,False,-0.40872441439091406,0,0.3350000000000001,171632,39,225,1.0,9268.821457750051,False,0.1281339088928678,0,0.38000000000000006,170896,39,290,1.0,11868.821457750051,False,0.13174360130099347,0.3333333333333333,642860,0.0,0.0,8,0,0,3,2,2.0,12,15,6,46.0,15.0,3,1,6,850,0.7366889439872466,107.48933153721737
88,6,0,0,0,9.999999999999998,12,10.0,6.981631652954768,0,,6.826804612158107,38,6.526315789473684,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,57890,885,0,0.0,8849.999999999998,False,-0.18572287267405393,12,5.6930000000000005,97779,253,0,0.0,1766.3528081975562,False,-0.138930744153928,26,10.396,65943,169,0,0.0,1179.8957493493558,False,-0.4193369941379925,0,0.3350000000000001,171984,52,223,1.0,9274.993839832223,False,0.1304065186943416,0,0.38000000000000006,171096,44,292,1.0,11980.37940293496,False,0.13338062863348496,0.3333333333333333,641786,0.0,0.0,11,0,0,7,5,5.0,11,18,7,73.0,16.0,5,1,7,920,0.7932433839887381,108.2825749212061
89,7,0,0,0,10.0,11,10.0,6.981631652954768,0,,7.092860876053983,27,8.962962962962964,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,57780,896,0,0.0,8960.0,False,-0.18644156387204683,6,5.741000000000001,97659,253,0,0.0,1766.3528081975562,False,-0.13997803820791602,21,10.580000000000002,65173,169,0,0.0,1179.8957493493558,False,-0.4260571309844156,0,0.3350000000000001,172118,63,226,1.0,9486.850235191403,False,0.13194209847033334,0,0.38000000000000006,171520,40,289,1.0,11843.71443504216,False,0.13565695901028563,0.3333333333333333,641344,0.0,0.0,9,0,0,5,3,3.0,11,16,7,71.0,14.0,5,2,7,910,0.7783961689565331,109.06097109016264
90,7,0,0,0,9.999999999999998,10,10.0,6.981631652954768,0,,6.662688354298962,18,2.0,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,57680,906,0,0.0,9059.999999999998,False,-0.18709491950658583,0,5.735000000000001,97659,253,0,0.0,1766.3528081975562,False,-0.13997803820791602,18,10.739000000000003,64444,169,0,0.0,1179.8957493493558,False,-0.43241944236239277,0,0.3350000000000001,172371,62,229,1.0,9573.086677966536,False,0.13383730360446514,0,0.38000000000000006,172031,39,286,1.0,11699.844845817659,False,0.13846704826305203,0.3333333333333333,641279,0.0,0.0,8,0,0,6,2,2.0,11,17,5,92.0,3.0,6,1,5,900,0.7873121459851973,109.84828323614784
91,5,0,0,0,9.999999999999998,13,10.0,6.981631652954768,0,,6.317551174620364,51,5.019607843137255,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,57550,919,0,0.0,9189.999999999998,False,-0.1879442818314865,6,5.795,97539,253,0,0.0,1766.3528081975562,False,-0.141025332261904,45,11.171000000000001,61783,169,0,0.0,1179.8957493493558,False,-0.45564318800957687,0,0.3350000000000001,172735,81,227,1.0,9591.72164514425,False,0.13622659666533615,0,0.38000000000000006,172211,51,288,1.0,11842.195109905639,False,0.14007461026172066,0.3333333333333333,638912,0.0,0.0,11,0,0,6,6,6.0,11,17,5,56.0,3.0,4,1,5,930,0.7285385549766943,110.57682179112453
92,5,0,0,0,9.999999999999998,13,10.0,6.981631652954768,0,,6.4470367673344855,15,8.333333333333334,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,57420,932,0,0.0,9319.999999999998,False,-0.1887936441563872,6,5.849000000000001,97419,253,0,0.0,1766.3528081975562,False,-0.14207262631589201,9,11.216000000000001,61460,169,0,0.0,1179.8957493493558,False,-0.4584621545048946,0,0.3350000000000001,172995,81,228,1.0,9642.209978154093,False,0.13805220606656843,0,0.3800000000000001,172626,46,287,1.0,11776.563691297386,False,0.1425206523408515,0.3333333333333333,639014,0.0,0.0,9,0,0,3,3,3.0,13,16,6,40.0,12.0,3,2,6,930,0.7330431829905137,111.30986497411504
93,6,0,0,0,9.999999999999998,8,10.0,6.981631652954768,0,,6.611940851930597,12,9.5,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,57340,940,0,0.0,9399.999999999998,False,-0.1893163286640184,6,5.9030000000000005,97299,253,0,0.0,1766.3528081975562,False,-0.14311992036988003,6,11.267000000000001,61262,169,0,0.0,1179.8957493493558,False,-0.4601901896939748,0,0.3350000000000001,173161,83,231,1.0,9788.791090710241,False,0.13958370483311658,0,0.3800000000000001,173146,36,284,1.0,11598.029870669503,False,0.14527741468795832,0.3333333333333333,639302,0.0,0.0,9,0,0,5,2,2.0,13,18,5,93.0,0.0,6,0,5,880,0.7800194169976749,112.08988439111272
94,5,0,0,0,10.0,10,10.0,6.981631652954768,0,,6.783243378533695,15,9.066666666666666,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,57240,950,0,0.0,9500.0,False,-0.1899696842985574,7,5.9670000000000005,97159,253,0,0.0,1766.3528081975562,False,-0.14434176343286603,8,11.341000000000003,60998,169,0,0.0,1179.8957493493558,False,-0.4624942366127484,0,0.3350000000000001,173505,88,229,1.0,9756.925417310968,False,0.1416833884301389,0,0.3800000000000001,173466,26,286,1.0,11616.364327841879,False,0.1473841388830495,0.3333333333333333,639462,0.0,0.0,10,0,0,5,2,2.0,12,17,6,67.0,3.0,4,1,6,900,0.7268850140389986,112.81676940515172
95,6,0,0,0,10.0,12,10.0,6.981631652954768,0,,6.395870308929859,15,1.4,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,57120,962,0,0.0,9620.0,False,-0.1907537110600042,0,5.960000000000002,97159,253,0,0.0,1766.3528081975562,False,-0.14434176343286603,15,11.483,60401,169,0,0.0,1179.8957493493558,False,-0.46770452453133876,0,0.3350000000000001,173945,78,228,1.0,9618.877884096531,False,0.1440576971061548,0,0.38000000000000006,173805,31,287,1.0,11678.271979576828,False,0.1497519039833879,0.3333333333333333,639524,0.0,0.0,10,0,0,2,2,2.0,13,15,8,36.0,14.0,3,3,8,920,0.7534953769645654,113.57026478211628
96,8,0,0,0,10.0,11,10.0,6.981631652954768,0,,6.599554285878436,28,7.964285714285715,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,57010,973,0,0.0,9730.0,False,-0.19147240225799708,13,6.090000000000002,96836,253,0,0.0,1766.3528081975562,False,-0.14716072992818377,15,11.618,59822,169,0,0.0,1179.8957493493558,False,-0.4727577183418309,0,0.3350000000000001,174218,90,228,1.0,9713.95988572906,False,0.146109212030161,0,0.38000000000000006,174109,27,287,1.0,11658.18796571872,False,0.1516332833023525,0.3333333333333333,639089,0.0,0.0,9,0,0,5,4,4.0,11,16,8,76.0,24.0,5,3,8,910,0.7913070250069723,114.36157180712325
97,8,0,0,0,10.0,4,10.0,6.981631652954768,0,,6.914995499895019,26,9.26923076923077,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,56970,977,0,0.0,9770.0,False,-0.19173374451181266,6,6.1370000000000005,96716,253,0,0.0,1766.3528081975562,False,-0.14820802398217178,20,11.803,59056,169,0,0.0,1179.8957493493558,False,-0.4794429453864543,0,0.3350000000000001,174487,86,231,1.0,9834.689612990973,False,0.14821720112191974,0,0.38000000000000006,174399,37,284,1.0,11615.854833496118,False,0.15335386132603746,0.3333333333333333,638722,0.0,0.0,7,0,0,5,5,5.0,13,18,6,89.0,6.0,6,2,6,840,0.726406825997401,115.08797863312066
98,6,0,0,0,10.0,9,10.0,6.981631652954768,0,,6.915422569270902,1,7.0,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,56880,986,0,0.0,9860.0,False,-0.19232176458289776,0,6.131,96716,253,0,0.0,1766.3528081975562,False,-0.14820802398217178,1,11.793000000000003,59027,169,0,0.0,1179.8957493493558,False,-0.47969604144950145,0,0.3350000000000001,174927,76,230,1.0,9725.572115264591,False,0.15068408828150673,0,0.38000000000000006,174752,28,285,1.0,11593.631831939587,False,0.1555420037375023,0.3333333333333333,639396,0.0,0.0,9,0,0,4,1,1.0,13,17,7,58.0,6.0,4,2,7,890,0.6867512679891661,115.77472990110982
