index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,9,0,0,0,10.0,9,10.0,7.590849029947414,7,1.0,8.78697869070348,22,7.363636363636363,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,7,3.168000000000001,65298,297,0,0.0,2970.0,False,-0.12733901317164958,10,2.2170000000000005,107774,212,0,0.0,1609.2599943488517,False,-0.05238538678162671,12,3.8120000000000007,95830,138,0,0.0,1047.537166132743,False,-0.15907725903015013,0,0.3350000000000001,163930,0,20,0.8,800.0000000000001,False,0.051738924516467624,0,0.35300000000000004,163926,67,12,1.0,1068.7275722771333,False,0.05257327410710396,0.3,673852,0.0,0.0,9,0,0,4,9,9.0,15,19,9,102.0,14.0,7,2,9,890,0.8745075860060751,63.65225537214428
31,9,0,0,0,10.0,9,10.0,7.790882067391439,3,13.666666666666666,8.233026927918534,14,1.7142857142857142,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,3,3.1910000000000003,65172,306,0,0.0,3060.0,False,-0.12839744929960276,0,2.2070000000000003,107769,213,0,0.0,1659.4578803543766,False,-0.0522099742524748,14,3.940000000000001,95221,140,0,0.0,1090.7234894348014,False,-0.16420382310577317,0,0.3350000000000001,164275,0,16,0.5,640.0000000000001,False,0.05343496793517914,0,0.35300000000000004,164357,66,11,1.0,983.3797772426233,False,0.055058624787970904,0.25,673888,0.0,0.0,9,0,0,4,5,5.0,14,18,10,85.0,35.0,6,3,10,890,0.8889388090465218,64.5411941811908
32,10,0,0,0,10.0,12,10.0,7.186024715753194,14,3.642857142857143,7.974197069504658,14,5.0,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,14,3.3280000000000016,64686,318,0,0.0,3180.0,False,-0.13396403930587497,3,2.2370000000000005,107677,224,0,0.0,1609.6695363287156,False,-0.05323016234659879,11,4.036000000000001,94828,143,0,0.0,1027.6015343527067,False,-0.16790915800022388,0,0.3350000000000001,164773,1,13,1.0,527.9741970695047,False,0.05626375778282174,0,0.35300000000000004,164589,59,14,1.0,1030.477627100775,False,0.05669417977772478,0.3333333333333333,673647,0.0,0.0,10,0,0,6,6,6.0,14,20,11,115.0,19.0,8,2,11,920,0.936746654973831,65.47794083616463
33,11,0,0,0,10.0,13,10.0,7.466843329709864,8,10.5,8.075058311677,15,9.133333333333333,40.00000000000001,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,8,3.3940000000000006,64422,331,0,0.0,3310.0,False,-0.13656439473134016,4,2.2740000000000005,107545,229,0,0.0,1709.9071225035589,False,-0.053944776522706385,11,4.135000000000001,94442,146,0,0.0,1090.1591261376402,False,-0.17100496973260118,0,0.3350000000000001,165101,0,13,1.0,520.0000000000001,False,0.05833749343983206,0,0.35300000000000004,164924,55,14,1.0,1004.128207142235,False,0.058753914363062834,0.3333333333333333,673528,0.0,0.0,10,0,0,6,6,6.0,15,21,12,124.0,20.0,8,3,12,930,0.9303994199726731,66.40834025613731
34,12,0,0,0,10.0,8,10.0,7.778064519845938,2,21.0,8.363888097536531,28,9.964285714285714,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,2,3.406000000000001,64334,339,0,0.0,3390.0,False,-0.1371916161404976,17,2.4400000000000004,107041,229,0,0.0,1781.17677504472,False,-0.058032410368888676,11,4.234000000000001,93994,148,0,0.0,1151.1535489371988,False,-0.1746487046328047,0,0.3350000000000001,165269,0,16,1.0,640.0,False,0.05979673079630839,0,0.35300000000000004,165277,63,11,1.0,966.9249501448014,False,0.060894118729902774,0.3333333333333333,673009,0.0,0.0,8,0,0,5,6,6.0,18,23,11,139.0,14.0,10,2,11,880,0.8824812790262513,67.29082153516356
35,11,0,0,0,10.0,12,10.0,7.342941360531105,6,1.6666666666666667,8.370013344694065,27,8.407407407407407,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,6,3.4640000000000013,64066,351,0,0.0,3510.0,False,-0.1399095755801798,12,2.5430000000000006,106708,235,0,0.0,1725.5912197248097,False,-0.06118121145859787,15,4.373000000000001,93420,148,0,0.0,1086.7553213586036,False,-0.1799392773611742,0,0.3350000000000001,165539,10,16,1.0,723.7001334469406,False,0.06179262231816159,0,0.35300000000000004,165580,60,11,1.0,942.200800681644,False,0.06275424907095753,0.3333333333333333,672407,0.0,0.0,10,0,0,4,7,7.0,18,22,12,141.0,3.0,10,1,12,920,0.9151979520102032,68.20601948717376
36,12,0,0,0,10.000000000000002,14,10.0,7.253793039166503,3,5.0,8.341023686847937,44,8.227272727272727,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,3,3.488000000000001,63866,365,0,0.0,3650.0000000000005,False,-0.1416083002299812,17,2.701000000000001,106178,238,0,0.0,1726.4027433216277,False,-0.06580321893105472,27,4.628000000000001,92134,148,0,0.0,1073.5613697966423,False,-0.1912203534189934,0,0.3350000000000001,165776,29,15,1.0,841.8896869185902,False,0.06368767740268098,0,0.35300000000000004,165781,65,12,1.0,1022.1665396451159,False,0.0642965789192847,0.3333333333333333,670829,0.0,0.0,10,0,0,5,12,12.0,15,20,10,130.0,22.0,9,3,10,940,0.9391394869890064,69.14515897416277
37,10,0,0,0,10.0,13,10.0,7.270540270680817,3,7.666666666666667,8.770068989009882,42,10.761904761904763,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,3,3.5150000000000015,63682,378,0,0.0,3780.0,False,-0.143163286640184,23,2.9140000000000006,105399,239,0,0.0,1737.6591246927153,False,-0.0725527830761962,19,4.791000000000001,91328,150,0,0.0,1090.5810406021226,False,-0.1981804093147986,0,0.3350000000000001,166098,33,13,1.0,809.4122766373262,False,0.06564459978699401,0,0.35300000000000004,165807,83,14,1.0,1287.91572608782,False,0.06531340234658108,0.3333333333333333,669408,0.0,0.0,11,0,0,5,12,12.0,15,20,7,122.0,6.0,8,2,7,930,0.9297201660228893,70.07487914018566
38,7,0,0,0,10.000000000000002,14,10.0,7.562542614051289,17,8.705882352941176,9.178206414748784,39,11.41025641025641,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,17,3.6820000000000013,63140,392,0,0.0,3920.000000000001,False,-0.14933096383023206,20,3.091000000000001,104759,241,0,0.0,1822.5727699863605,False,-0.077767811548222,19,4.962000000000001,90473,165,0,0.0,1247.8195313184626,False,-0.20495623388119116,0,0.3350000000000001,166152,46,16,1.0,1062.197495078444,False,0.06679914204228728,0,0.35300000000000004,166108,89,11,1.0,1256.8603709126419,False,0.06714047198300324,0.3333333333333333,667726,0.0,0.0,10,0,0,4,13,13.0,15,19,9,66.0,6.0,5,2,9,940,0.7862915250007063,70.86117066518636
39,9,0,0,0,10.000000000000004,15,10.0,7.425885094040394,3,4.0,9.315669375213718,12,11.916666666666666,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,3,3.6950000000000016,62927,407,0,0.0,4070.0000000000014,False,-0.15113422538155968,9,3.161000000000001,104519,244,0,0.0,1811.915962945856,False,-0.0799089030338981,3,4.973000000000002,90374,165,0,0.0,1225.2710405166652,False,-0.20591864689382763,0,0.3350000000000001,166359,43,19,1.0,1160.5737831341899,False,0.0684387881390057,2,0.37300000000000005,166462,84,10,1.0,1182.5162275179523,False,0.06916822263455696,0.3333333333333333,667735,0.0,0.0,10,0,0,4,7,6.5,15,19,9,109.0,6.0,7,2,9,790,0.8281661630026065,71.68933682818897
40,9,0,0,0,10.000000000000002,6,10.0,7.425885094040394,0,,9.28938193218393,23,9.043478260869565,40.0,15,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.6920000000000006,62867,413,0,0.0,4130.000000000001,False,-0.15152623876228308,5,3.202000000000001,104419,244,0,0.0,1811.915962945856,False,-0.0807816480788881,18,5.150000000000001,89698,165,0,0.0,1225.2710405166652,False,-0.21181840339796007,0,0.3350000000000001,166679,38,19,1.0,1112.9965134229894,False,0.07033458940844241,0,0.37100000000000005,166534,92,15,1.0,1454.6231377609215,False,0.07049979883568509,0.3333333333333333,667291,0.0,0.0,7,0,0,4,4,4.0,15,19,6,124.0,3.0,8,1,6,660,0.8517357989912853,72.54107262718026
41,6,0,0,0,10.000000000000004,11,10.0,7.303600526874162,2,3.0,9.207598467321063,17,8.176470588235293,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,2,3.7120000000000015,62713,424,0,0.0,4240.000000000002,False,-0.1528198829186703,3,3.227000000000001,104344,246,0,0.0,1796.685729611044,False,-0.08150266741601551,14,5.272000000000002,89200,165,0,0.0,1205.0940869342369,False,-0.21625272040332066,0,0.3350000000000001,167009,35,19,1.0,1082.2659463562372,False,0.07234830314490044,0,0.37100000000000005,166865,92,15,1.0,1447.0990589935377,False,0.07259417539966946,0.3333333333333333,667225,0.0,0.0,9,0,0,4,6,6.0,15,19,4,88.0,0.0,6,0,4,910,0.7392837639781646,73.28035639115842
42,4,0,0,0,10.000000000000002,13,10.0,7.61306233068568,3,14.333333333333334,8.93539211180263,36,7.361111111111111,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,3,3.7400000000000015,62549,437,0,0.0,4370.000000000001,False,-0.1541135270750575,12,3.344000000000001,104054,246,0,0.0,1872.8133333486774,False,-0.0837014281017416,24,5.498000000000001,88050,168,0,0.0,1278.9944715551942,False,-0.22596680744820172,0,0.3350000000000001,167295,43,19,1.0,1144.2218608075132,False,0.07437701400614258,0,0.37100000000000005,167114,100,15,1.0,1493.539211180263,False,0.07433642848834605,0.3333333333333333,666156,0.0,0.0,10,0,0,3,8,8.0,12,15,6,63.0,0.0,4,0,6,930,0.7142364809988067,73.99459287215723
43,6,0,0,0,10.000000000000002,10,10.0,7.6032270829864785,1,7.0,8.928567552614018,21,8.857142857142858,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,1,3.747000000000001,62431,447,0,0.0,4470.000000000001,False,-0.15500209073803053,10,3.432000000000001,103813,246,0,0.0,1870.3938624146738,False,-0.08581530156651335,11,5.584000000000001,87619,169,0,0.0,1284.9453770247148,False,-0.22970237047580006,0,0.3350000000000001,167640,38,20,1.0,1139.2855669993328,False,0.07656927398781199,0,0.37100000000000005,167383,106,14,1.0,1506.428160577086,False,0.07609931825639403,0.3333333333333333,665980,0.0,0.0,9,0,0,6,8,8.0,13,19,6,95.0,0.0,6,0,6,900,0.7668490029755048,74.76144187513273
44,6,0,0,0,10.000000000000002,11,10.0,6.981631652954768,7,2.0,8.250198058906177,28,3.0,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,7,3.8160000000000007,62160,458,0,0.0,4580.000000000001,False,-0.15782458707923896,0,3.4220000000000006,103799,253,0,0.0,1766.3528081975562,False,-0.08639149244552957,28,5.853000000000001,86251,169,0,0.0,1179.8957493493558,False,-0.24209993040142191,0,0.3350000000000001,167927,45,22,1.0,1251.258912650778,False,0.0787644448902716,0,0.37100000000000005,167812,107,12,1.0,1362.771192302961,False,0.0783852744783962,0.3333333333333333,665043,0.0,0.0,10,0,0,5,6,6.0,13,18,8,92.0,0.0,6,0,8,910,0.7580366139882244,75.51947848912096
45,8,0,0,0,10.000000000000002,11,10.0,6.981631652954768,0,,8.060463244694711,13,4.846153846153846,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,62050,469,0,0.0,4690.000000000001,False,-0.15854327827723186,3,3.452000000000001,103739,253,0,0.0,1766.3528081975562,False,-0.08691513947252358,10,5.925000000000002,85875,169,0,0.0,1179.8957493493558,False,-0.24538145177058435,0,0.3350000000000001,168327,35,22,1.0,1162.1162135643149,False,0.08103924648811583,0,0.3710000000000001,168149,110,12,1.0,1366.6509569164182,False,0.08055454525849107,0.3333333333333333,665234,0.0,0.0,9,0,0,5,4,4.0,16,21,9,115.0,0.0,8,0,9,910,0.7793907650047913,76.29886925412575
46,9,0,0,0,10.000000000000002,8,10.0,6.981631652954768,0,,8.399718548481891,47,9.914893617021276,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,61970,477,0,0.0,4770.000000000001,False,-0.15906596278486307,27,3.719000000000001,102733,253,0,0.0,1766.3528081975562,False,-0.09569495462512305,20,6.115,85037,169,0,0.0,1179.8957493493558,False,-0.2526950552476006,0,0.3350000000000001,168607,25,25,1.0,1209.9929637120472,False,0.08298450188712678,1,0.3810000000000001,168155,147,10,1.0,1634.758626626838,False,0.08145091274857233,0.3333333333333333,663596,0.0,0.0,8,0,0,6,11,10.333333333333334,13,19,9,112.0,17.0,7,2,9,760,0.786720474017784,77.08558972814353
47,9,0,0,0,10.000000000000004,11,10.0,6.981631652954768,0,,8.352035246226423,37,8.054054054054054,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,61860,488,0,0.0,4880.000000000002,False,-0.15978465398285596,16,3.8520000000000003,102293,253,0,0.0,1766.3528081975562,False,-0.09953503282307907,21,6.3050000000000015,84056,169,0,0.0,1179.8957493493558,False,-0.2612566841389526,0,0.3350000000000001,169037,17,24,1.0,1101.9845991858492,False,0.08539093672537497,0,0.38000000000000006,168227,172,11,1.0,1876.5500623509447,False,0.08268547694773283,0.3333333333333333,662567,0.0,0.0,9,0,0,11,10,10.0,9,20,6,114.0,3.0,8,1,6,910,0.7397829790133983,77.82537270715693
48,6,0,0,0,10.000000000000002,10,10.0,6.981631652954768,0,,8.210534118117678,15,5.933333333333334,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,61760,498,0,0.0,4980.000000000001,False,-0.16043800961739493,4,3.8760000000000003,102213,253,0,0.0,1766.3528081975562,False,-0.10023322885907109,11,6.394000000000002,83628,169,0,0.0,1179.8957493493558,False,-0.2649920329315098,0,0.3350000000000001,169393,17,23,1.0,1059.5790800080006,False,0.08753369391859,0,0.38000000000000006,168582,167,12,1.0,1851.1591977256523,False,0.08487628226554807,0.3333333333333333,662670,0.0,0.0,9,0,0,3,4,4.0,13,16,5,63.0,6.0,4,2,5,900,0.7352782100206241,78.56065091717755
49,5,0,0,0,10.000000000000004,12,10.0,6.981631652954768,0,,8.494767133176925,17,12.352941176470589,40.0,20,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,61640,510,0,0.0,5100.000000000002,False,-0.16122203637884172,11,3.9820000000000007,101933,253,0,0.0,1766.3528081975562,False,-0.1026769149850431,6,6.4430000000000005,83441,169,0,0.0,1179.8957493493558,False,-0.2666240661656411,0,0.3350000000000001,169607,20,24,1.0,1129.8953426635385,False,0.08912834678220087,0,0.38000000000000006,168958,161,11,1.0,1807.6575084414849,False,0.08714353490150621,0.3333333333333333,662673,0.0,0.0,10,0,0,3,5,5.0,12,15,6,44.0,21.0,3,2,6,920,0.6801873599761166,79.24083827715367
50,6,0,0,0,10.000000000000004,9,10.0,6.981631652954768,0,,8.488093527441539,1,7.0,40.00000000000001,14,40.0,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,61550,519,0,0.0,5190.000000000002,False,-0.16181005644992683,0,3.9710000000000005,101933,253,0,0.0,1766.3528081975562,False,-0.1026769149850431,1,6.447000000000001,83412,169,0,0.0,1179.8957493493558,False,-0.26687716222868824,0,0.3350000000000001,169847,10,28,1.0,1204.8809352744156,False,0.09090434614413942,0,0.38000000000000006,169271,152,13,1.0,1810.1902161711141,False,0.08915489105695855,0.3333333333333333,663107,0.0,0.0,7,0,0,6,1,1.0,12,18,6,89.0,0.0,6,0,6,650,0.7113169729709625,79.95215525012463
51,6,0,0,0,10.000000000000002,12,10.0,6.981631652954768,0,,8.280131141817963,14,5.285714285714286,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,61430,531,0,0.0,5310.000000000001,False,-0.1625940832113736,0,3.971000000000001,101933,253,0,0.0,1766.3528081975562,False,-0.1026769149850431,14,6.586000000000002,82887,169,0,0.0,1179.8957493493558,False,-0.27145907371488576,0,0.3350000000000001,169778,9,38,1.0,1594.521180276362,False,0.09170961554304223,0,0.38000000000000006,169266,147,23,1.0,2137.1792778472404,False,0.09016928202273092,0.3333333333333333,662388,0.0,0.0,4,0,0,5,3,3.0,13,18,5,93.0,0.0,6,0,5,120,0.6985459750285372,80.65070122515317
52,5,0,0,0,10.000000000000002,12,10.0,6.981631652954768,0,,8.508973835032851,11,12.545454545454545,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,61310,543,0,0.0,5430.000000000001,False,-0.1633781099728204,8,4.051000000000001,101749,253,0,0.0,1766.3528081975562,False,-0.10428276586782471,3,6.602000000000002,82786,169,0,0.0,1179.8957493493558,False,-0.27234054621032566,0,0.3350000000000001,169708,5,48,1.0,1962.5448691751646,False,0.09243931002769729,0,0.3800000000000001,169198,142,33,1.0,2528.274284574665,False,0.09098560694217667,0.3333333333333333,661845,0.0,0.0,4,0,0,3,4,4.0,12,15,7,45.0,19.0,3,2,7,120,0.6788041209802032,81.32950534613337
53,7,0,0,0,10.000000000000002,9,10.0,6.981631652954768,0,,8.568690909344474,7,10.142857142857142,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,61220,552,0,0.0,5520.000000000001,False,-0.1639661300439055,4,4.083,101669,253,0,0.0,1766.3528081975562,False,-0.10498096190381671,3,6.6290000000000004,82682,169,0,0.0,1179.8957493493558,False,-0.2732482010571153,0,0.3350000000000001,169701,0,56,0.8,2240.0000000000005,False,0.09328238802913355,0,0.3800000000000001,169134,136,43,1.0,2885.3419636708486,False,0.09171864228098914,0.3,661500,0.0,0.0,3,0,0,11,3,3.0,6,17,8,72.0,17.0,5,2,8,90,0.7213382400223054,82.05084358615568
54,8,0,0,0,10.000000000000002,10,10.0,6.981631652954768,0,,8.43990146390706,5,4.0,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,61120,562,0,0.0,5620.000000000001,False,-0.16461948567844448,0,4.079000000000001,101669,253,0,0.0,1766.3528081975562,False,-0.10498096190381671,5,6.676000000000002,82518,169,0,0.0,1179.8957493493558,False,-0.2746795029308989,0,0.3350000000000001,169701,0,56,0.0,2240.0000000000005,False,0.09328238802913355,0,0.3800000000000001,169114,131,53,1.0,3225.6270917718252,False,0.09267957929089962,0.16666666666666666,661216,0.0,0.0,2,0,0,9,2,2.0,11,20,7,122.0,0.0,8,0,7,100,0.752841688983608,82.80368527513929
55,7,0,0,0,10.000000000000004,12,10.0,6.981631652954768,0,,8.481869097301216,11,9.090909090909092,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,61000,574,0,0.0,5740.000000000002,False,-0.1654035124398913,4,4.119000000000001,101589,253,0,0.0,1766.3528081975562,False,-0.10567915793980873,7,6.741000000000001,82287,169,0,0.0,1179.8957493493558,False,-0.2766955439848258,0,0.3350000000000001,169665,0,63,0.7,2520.0000000000005,False,0.09394800506892977,0,0.38000000000000006,169050,125,63,1.0,3580.2336371626525,False,0.0934047388002338,0.2833333333333333,660685,0.0,0.0,4,0,0,9,3,3.0,8,17,9,79.0,19.0,5,2,9,120,0.7241963329724967,83.52788160811178
56,9,0,0,0,10.000000000000004,9,10.0,6.981631652954768,0,,8.122518733920874,26,6.0,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60910,583,0,0.0,5830.000000000002,False,-0.16599153251097637,7,4.1850000000000005,101431,253,0,0.0,1766.3528081975562,False,-0.10705809511089294,19,6.924000000000001,81438,169,0,0.0,1179.8957493493558,False,-0.28410514941679094,0,0.3350000000000001,169584,5,73,1.0,2960.612593669605,False,0.09483958819320053,0,0.38000000000000006,168975,126,73,1.0,3943.4373604740304,False,0.09408700818092632,0.3333333333333333,659432,0.0,0.0,3,0,0,10,8,8.0,8,18,9,89.0,32.0,6,3,9,90,0.7478556770365685,84.27573728514835
57,9,0,0,0,10.000000000000004,11,10.0,6.981631652954768,0,,8.07640992688486,19,7.684210526315789,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60800,594,0,0.0,5940.000000000002,False,-0.16671022370896926,4,4.218000000000001,101351,253,0,0.0,1766.3528081975562,False,-0.10775629114688494,15,7.0550000000000015,80856,169,0,0.0,1179.8957493493558,False,-0.2891845255786328,0,0.3350000000000001,169508,7,83,1.0,3376.5348694881945,False,0.09568416109688636,0,0.38000000000000006,168905,123,83,1.0,4313.398421006838,False,0.09482290241352373,0.3333333333333333,658514,0.0,0.0,3,0,0,11,7,7.0,7,18,7,80.0,18.0,6,3,7,110,0.7235959820100106,84.99933326715836
58,7,0,0,0,10.000000000000005,8,10.0,6.981631652954768,0,,8.353903367847607,11,12.454545454545455,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,60720,602,0,0.0,6020.000000000004,False,-0.16723290821660047,8,4.294000000000001,101167,253,0,0.0,1766.3528081975562,False,-0.10936214202966656,3,7.070000000000001,80757,169,0,0.0,1179.8957493493558,False,-0.2900485431731729,0,0.3350000000000001,169444,1,93,1.0,3728.353903367848,False,0.09640040034102577,0,0.38000000000000006,168832,120,93,1.0,4722.468404141713,False,0.09566474791080003,0.3333333333333333,658014,0.0,0.0,3,0,0,11,3,3.0,7,18,7,73.0,14.0,5,2,7,80,0.7204384909709916,85.71977175812935
59,7,0,0,0,10.000000000000004,11,10.0,6.981631652954768,0,,8.269199887240829,12,7.166666666666667,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,60610,613,0,0.0,6130.000000000002,False,-0.16795159941459334,4,4.3260000000000005,101087,253,0,0.0,1766.3528081975562,False,-0.11006033806565856,8,7.147000000000002,80467,169,0,0.0,1179.8957493493558,False,-0.29257950380364395,0,0.3350000000000001,169426,0,101,0.8,4040.000000000001,False,0.09728249043175505,0,0.38000000000000006,168764,115,103,1.0,5070.957987032696,False,0.09634473198364346,0.3,657448,0.0,0.0,3,0,0,10,5,5.0,9,19,6,94.0,3.0,6,1,6,110,0.7480701350141317,86.46784189314349
60,6,0,0,0,10.000000000000002,6,10.0,6.981631652954768,0,,7.93358402721535,18,5.111111111111111,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60550,619,0,0.0,6190.000000000001,False,-0.16834361279531676,3,4.352000000000001,101027,253,0,0.0,1766.3528081975562,False,-0.11058398509265256,15,7.2890000000000015,79853,169,0,0.0,1179.8957493493558,False,-0.2979381583798826,0,0.3350000000000001,169344,3,111,1.0,4463.800752081647,False,0.09811387412183888,0,0.3800000000000001,168754,110,113,1.0,5392.69424299369,False,0.09731031272158558,0.3333333333333333,656622,0.0,0.0,2,0,0,9,5,5.0,8,17,7,78.0,17.0,5,1,7,60,0.7374942190363072,87.2053361121798
61,7,0,0,0,10.000000000000002,14,10.0,6.981631652954768,0,,7.873080420609159,14,7.214285714285714,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,60410,633,0,0.0,6330.000000000001,False,-0.16925831068367134,3,4.3790000000000004,100967,253,0,0.0,1766.3528081975562,False,-0.11110763211964657,11,7.384,79450,169,0,0.0,1179.8957493493558,False,-0.3014553209111923,0,0.3350000000000001,169249,4,121,1.0,4871.492321682437,False,0.0988105049783113,0,0.3800000000000001,168748,103,123,1.0,5730.927283322744,False,0.09835428517633325,0.3333333333333333,655918,0.0,0.0,4,0,0,10,5,5.0,8,18,6,78.0,19.0,5,2,6,140,0.7172564879874699,87.92259260016726
62,6,0,0,0,10.000000000000002,10,10.0,6.981631652954768,0,,8.025434667858143,7,11.285714285714286,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.809000000000001,60310,643,0,0.0,6430.000000000001,False,-0.16991166631821034,4,4.416000000000001,100887,253,0,0.0,1766.3528081975562,False,-0.11180582815563858,3,7.403,79357,169,0,0.0,1179.8957493493558,False,-0.302266973803033,0,0.3350000000000001,169234,0,128,0.7,5120.000000000001,False,0.09950974744953471,0,0.3800000000000001,168684,97,133,1.0,6098.467162782241,False,0.09912083241421306,0.2833333333333333,655566,0.0,0.0,3,0,0,11,2,2.0,7,18,6,81.0,17.0,5,1,6,100,0.7041151369921863,88.62670773715945
63,6,0,0,0,10.0,13,10.0,6.981631652954768,0,,8.218945372802432,26,9.26923076923077,40.00000000000001,0,,0,0.2,77094,0,0,0.0,0.0,False,0.007395985782981392,0,3.8090000000000006,60180,656,0,0.0,6560.0,False,-0.17076102864311102,8,4.492000000000002,100703,253,0,0.0,1766.3528081975562,False,-0.11341167903842019,18,7.580000000000002,78647,169,0,0.0,1179.8957493493558,False,-0.3084634636224621,0,0.3350000000000001,169065,4,138,1.0,5552.875781491211,False,0.09981335772272962,0,0.38000000000000006,168612,99,143,1.0,6533.675591907442,False,0.10005272324381892,0.3333333333333333,654301,0.0,0.0,4,0,0,12,6,6.0,7,19,6,73.0,17.0,5,1,6,130,0.6994218420004472,89.3261295791599
