index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,19,0,0,0,10.000000000000002,20,10.0,28.179424898754874,21,26.857142857142858,17.01142448366402,10,38.0,34.0,8,34.0,1,2.1180000000000008,22039,11,10,1.0,391.7942489875487,False,0.21204127143601934,0,0.5690000000000001,23114,5,98,1.0,2811.5836400779776,False,0.3365926312367942,0,0.2,19339,212,38,1.0,6620.472208915266,False,-0.060353629917954205,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8341.109770031442,True,-1.9189807410243507,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,8,2.6380000000000003,18411,598,0,0.0,10172.831841231084,False,-0.21714423053088316,0.5,112721,0.0,0.125,16,0,0,11,12,492.4209467120182,22,33,13,165.0,86.0,10,9,13,1084,1.1031272049876861,77.05107213096926
31,13,0,0,0,10.000000000000002,20,10.0,27.511121661803248,34,23.264705882352942,16.888120122153655,6,13.0,34.0,6,34.0,24,2.3570000000000007,22140,10,10,1.0,375.1112166180325,False,0.21709215635372123,0,0.5690000000000001,23004,6,108,1.0,3031.2011394747506,False,0.33658220603637923,0,0.2,18626,236,42,1.0,7201.92575731602,False,-0.07787243284691293,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8143.292011893762,True,-1.9230841628244189,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,6,2.690000000000001,18273,604,0,0.0,10200.424553780807,False,-0.2212822829621721,0.5,111861,0.0,0.125,15,0,0,6,5,4.888888888888889,23,29,12,72.0,72.0,4,9,12,502,0.80088610999519,77.85195824096445
32,12,0,0,0,10.000000000000002,20,10.0,27.48001362414881,25,27.2,17.807644056890545,8,38.0,34.0,8,34.0,21,2.5430000000000006,22004,12,21,1.0,697.0802861071251,False,0.2184540824777086,0,0.5690000000000001,22974,4,113,1.0,3145.241539528816,False,0.3380550978339825,0,0.2,18250,251,44,1.0,7681.019758164535,False,-0.08353344344995575,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8134.084032748048,True,-1.923275168034046,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,8,2.764000000000001,17875,612,0,0.0,10898.278162817014,False,-0.2229172386670496,0.5,110921,0.0,0.125,16,0,0,11,9,263.1491522442188,20,31,8,75.0,66.0,5,7,8,864,0.8350385800004005,78.68699682096485
33,8,0,0,0,10.000000000000002,20,10.0,27.056590040441815,5,8.0,20.15794196514826,22,37.81818181818182,34.0,12,34.0,0,2.522000000000001,21924,10,31,1.0,938.7542912536962,False,0.2206801387640691,0,0.5690000000000001,22894,6,118,1.0,3252.677624772134,False,0.3366224482085619,0,0.2,19042,246,32,1.0,7300.975292833431,False,-0.0585592579481946,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8008.750651970778,True,-1.9258750141338068,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,12,2.876000000000001,16864,634,0,0.0,12780.135205903998,False,-0.2252517873412627,0.5,110542,0.0,0.125,18,0,0,10,10,309.627812386349,5,15,8,54.0,45.0,3,5,8,1072,0.5835576219833456,79.2705544429482
34,8,0,0,0,10.000000000000002,0,,27.262539830945403,9,32.0,20.7367796019467,6,37.0,34.0,13,34.0,0,2.5220000000000007,22212,0,32,1.0,872.4012745902529,False,0.23457076245816982,0,0.5690000000000001,22894,0,124,0.6,3380.55493903723,False,0.3401077933779567,0,0.2,18976,245,36,1.0,7425.846324251705,False,-0.05870713731638519,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8069.71178995984,True,-1.9246104701164435,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,13,2.9940000000000007,16444,640,0,0.0,13271.538945245888,False,-0.23105882150181756,0.43333333333333335,110344,0.0,0.125,3,0,0,9,6,6.0,3,12,16,36.0,48.0,2,6,16,510,0.5936000929796137,79.86415453592781
35,16,0,0,0,10.000000000000002,20,10.0,26.854802433602103,5,11.0,21.709924420427303,10,37.0,34.0,4,34.0,0,2.522000000000001,22122,0,41,0.9,1101.0468997776861,False,0.23589661760091807,0,0.5690000000000001,22839,1,129,1.0,3474.269513934671,False,0.3396639278804761,0,0.2,19291,240,36,1.0,7226.709863199887,False,-0.04976954316296281,0,3.8540000000000014,-26321.666666666668,296,0,0.0,7949.021520346222,True,-1.9271140020948208,0,0.2,29818,0,12,0.0,408.0,False,0.0002332167249708479,4,3.021000000000001,16041,650,0,0.0,14111.450873277747,False,-0.23049390515945783,0.48333333333333334,110111,0.0,0.125,13,0,0,11,2,2.0,9,20,20,147.0,51.0,9,7,20,625,1.1187252849922515,80.98287982092006
36,20,0,0,0,10.0,20,10.0,26.425090529126404,5,11.0,23.768094650172976,24,36.666666666666664,34.0,10,34.0,0,2.5220000000000007,22042,0,49,0.8,1294.8294359271938,False,0.23681737356029428,0,0.5690000000000001,22774,3,134,1.0,3570.962130902938,False,0.33875612240127934,0,0.2,20116,235,22,1.0,6732.79435664851,False,-0.025788367975263196,0,3.8540000000000005,-26321.666666666668,296,0,0.0,7821.826796621415,True,-1.9297524588597728,0,0.2,29886,0,10,0.0,340.0,False,0.001365983674829252,8,3.0970000000000013,15072,674,0,0.0,16019.695794216586,False,-0.2309895753087358,0.4666666666666666,109890,0.0,0.125,18,0,0,5,4,4.0,1,6,14,78.0,88.0,6,14,14,1203,1.006566344993189,81.98944616591325
37,14,0,0,0,10.0,20,10.0,25.9449190507166,5,10.0,24.207439395793536,5,38.0,34.0,10,34.0,0,2.522000000000001,22002,0,53,0.9,1375.0807096879798,False,0.23682422212286672,0,0.5690000000000001,22664,4,144,1.0,3776.0683433031904,False,0.33835018651684895,0,0.2,20256,230,27,1.0,6620.932245351243,False,-0.022300608916544076,0,3.8540000000000014,-26321.666666666668,296,0,0.0,7679.696039012113,True,-1.9327007404231915,0,0.2,29886,0,10,0.0,340.0,False,0.001365983674829252,10,3.189000000000001,14757,679,0,0.0,16436.85134974381,False,-0.23453520989932017,0.48333333333333334,109565,0.0,0.125,13,0,0,6,7,64.72295321637426,1,7,20,96.0,81.0,7,7,20,440,0.7716769970138557,82.7611231629271
38,20,0,0,0,10.0,20,10.0,25.9449190507166,0,,24.207439395793536,0,,34.0,8,34.0,0,2.5220000000000007,21902,0,63,1.0,1634.5299001951457,False,0.2384445325755013,0,0.5690000000000001,22564,4,154,1.0,4035.5175338103563,False,0.3399704969694837,0,0.2,20256,220,37,1.0,6603.557448802012,False,-0.022661022054389027,0,3.8540000000000005,-26321.666666666668,296,0,0.0,7679.696039012113,True,-1.9327007404231915,0,0.2,29886,0,10,0.0,340.0,False,0.001365983674829252,8,3.2590000000000012,14667,679,0,0.0,16436.85134974381,False,-0.23753371064894535,0.5,109275,0.0,0.125,11,0,0,4,5,5.0,4,8,17,129.0,126.0,8,12,17,200,1.050829860032536,83.81195302295964
39,17,0,0,0,10.0,20,10.0,26.54452688874757,27,29.962962962962962,24.207439395793536,0,,34.0,10,34.0,0,2.522000000000001,22101,0,63,1.0,1672.3051939910968,False,0.2503217550828862,0,0.5690000000000001,22974,4,147,1.0,3942.0454526458925,False,0.35977229361258906,0,0.2,19447,237,47,1.0,7428.802524235471,False,-0.039105490287183235,0,3.8540000000000005,-26321.666666666668,296,0,0.0,7857.179959069281,True,-1.9290191124764364,0,0.2,29886,0,10,0.0,340.0,False,0.001365983674829252,10,3.351000000000001,14533,679,0,0.0,16436.85134974381,False,-0.2419981450983873,0.5,108941,0.0,0.125,13,0,0,4,6,6.0,5,9,10,147.0,84.0,9,8,10,1009,0.9865040170261636,84.7984570399858
40,10,0,0,0,10.0,20,10.0,26.826458498202516,11,31.0,24.207439395793536,0,,33.99999999999999,11,34.0,0,2.5220000000000007,22021,0,71,0.8,1904.6785533723787,False,0.2522943187073421,0,0.5690000000000001,23195,6,146,1.0,3976.662940737567,False,0.37276268576553734,0,0.2,19106,238,57,1.0,7764.521168132431,False,-0.04628855857674185,0,3.8540000000000005,-26321.666666666668,296,0,0.0,7940.631715467945,True,-1.9272880355514725,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,11,3.451000000000001,14376,679,0,0.0,16436.85134974381,False,-0.24722886307273345,0.4666666666666666,108584,0.0,0.125,13,0,0,2,7,7.0,2,4,12,72.0,63.0,4,6,12,541,0.6708065419807099,85.46926358196652
41,12,0,0,0,9.999999999999998,20,10.0,26.826458498202516,0,,23.676391961149235,8,14.0,33.999999999999986,10,34.0,0,2.522000000000001,21991,0,74,0.3,1985.1579288669861,False,0.2528524919287814,0,0.5690000000000001,23025,13,156,1.0,4314.927525719592,False,0.3727153863646659,0,0.2,19218,228,59,1.0,7513.339663297978,False,-0.04685239662923211,0,3.8540000000000014,-26321.666666666668,296,0,0.0,7940.631715467945,True,-1.9272880355514725,0,0.2,29886,0,10,0.0,339.9999999999999,False,0.001365983674829252,10,3.540000000000001,14129,687,0,0.0,16265.681277309524,False,-0.2583094906328582,0.3833333333333333,108249,0.0,0.125,13,0,0,5,6,6.0,1,6,14,78.0,34.0,6,6,14,312,0.8527180329547264,86.32198161492124
42,14,0,0,0,9.999999999999998,20,10.0,27.137494073301266,17,30.0,24.57424796563252,10,37.0,33.999999999999986,10,34.0,0,2.5220000000000007,21901,0,83,0.9,2252.4120080840053,False,0.2552306352707552,0,0.5690000000000001,23425,14,149,1.0,4183.4866169218885,False,0.39093722041215284,0,0.2,19078,235,59,1.0,7827.191737198116,False,-0.04615018799373303,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8032.698245697175,True,-1.925378258538752,0,0.2,29886,0,10,0.0,339.9999999999999,False,0.001365983674829252,10,3.630000000000001,13637,697,0,0.0,17128.250832045866,False,-0.2603323199725826,0.48333333333333334,107927,0.0,0.125,13,0,0,5,5,5.0,1,6,16,93.0,84.0,6,8,16,1080,0.8151180570130236,87.13709967193427
43,16,0,0,0,9.999999999999998,20,10.0,27.272063013197098,11,29.181818181818183,25.058742430095815,5,38.0,33.99999999999999,10,34.0,0,2.522000000000001,22121,0,82,0.9,2236.309167082162,False,0.2667841146656353,0,0.5690000000000001,23326,15,158,1.0,4458.985956085142,False,0.3930494945784993,0,0.2,18947,236,64,1.0,8039.966386640647,False,-0.04717129134914022,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8072.530651906341,True,-1.9245519972084923,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,10,3.72,13312,702,0,0.0,17591.23718592726,False,-0.2634476564063425,0.48333333333333334,107592,0.0,0.125,12,0,0,4,6,6.0,4,8,13,129.0,70.0,8,8,13,711,1.0127951939939521,88.14989486592822
44,13,0,0,0,9.999999999999998,20,10.0,27.272063013197098,0,,28.04554964879861,34,39.0,33.99999999999999,9,34.0,0,2.5220000000000007,22021,0,92,1.0,2509.029797214133,False,0.2687661432873844,0,0.5690000000000001,23226,15,168,1.0,4731.706586217112,False,0.3950315232002484,0,0.2,20273,226,40,1.0,7285.308226934488,False,-0.007813885103416681,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8072.530651906341,True,-1.9245519972084923,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,9,3.8000000000000007,11874,736,0,0.0,20641.524541515777,False,-0.2605443188153294,0.5,107280,0.0,0.125,15,0,0,4,5,5.0,1,5,20,90.0,84.0,5,8,20,1526,0.7902831499814056,88.94017801590962
45,20,0,0,0,9.999999999999998,20,10.0,27.594294541192646,11,32.0,28.04554964879861,0,,33.99999999999999,9,34.0,0,2.522000000000001,22243,3,91,1.0,2541.0808032485306,False,0.281741095754934,0,0.5690000000000001,23156,12,178,1.0,5031.784428332291,False,0.39939450608700716,0,0.2,19921,227,50,1.0,7666.182343290661,False,-0.014516629121916272,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8167.9111841930235,True,-1.9225734763761266,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,9,3.8810000000000007,11770,736,0,0.0,20641.524541515777,False,-0.26400925301489625,0.5,106976,0.0,0.125,10,0,0,8,4,4.0,0,8,18,129.0,112.0,8,12,18,552,1.0319429140072316,89.97212092991685
46,18,0,0,0,10.0,20,10.0,27.84634433451696,17,30.0,30.046365852082815,48,36.0,33.99999999999999,10,34.0,0,2.5220000000000007,22133,4,101,1.0,2852.480777786213,False,0.28423223706149403,0,0.5690000000000001,23576,11,171,1.0,4871.7248812024,False,0.4179265435051076,0,0.2,21139,234,12,1.0,6876.600964501963,False,0.019635765111640512,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8242.51792301702,True,-1.921025875587378,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,10,3.972000000000001,9912,784,0,0.0,23556.350828032926,False,-0.27735547512855363,0.5,106646,0.0,0.125,15,0,0,2,5,5.0,5,7,22,126.0,108.0,7,11,22,2438,0.931773621996399,90.90389455191325
47,22,0,0,0,10.0,20,10.0,27.832700678281327,12,27.666666666666668,30.58259846243746,17,36.0,33.99999999999999,10,34.0,0,2.522000000000001,22044,4,110,1.0,3101.597074610946,False,0.28617053896459377,0,0.5690000000000001,23797,11,170,1.0,4841.559115307826,False,0.42915124326268267,5,0.25,21269,236,10,1.0,6874.343344698767,False,0.02498223001781383,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8238.479400771274,True,-1.921109648451752,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,10,4.062000000000001,9165,801,0,0.0,24496.661368412406,False,-0.286579021015952,0.5,106161,0.0,0.125,15,0,0,6,7,6.294117647058823,6,12,16,216.0,105.0,12,10,16,532,1.7039829960558563,92.60787754796911
48,16,0,0,0,10.0,20,10.0,28.060075209416027,11,31.0,29.836774443720195,8,14.0,33.99999999999999,11,34.0,0,2.5220000000000007,22285,4,109,1.0,3098.548197826347,False,0.2992245352364772,0,0.5690000000000001,23697,11,180,1.0,5160.813537694885,False,0.43240156821190745,0,0.24500000000000002,21040,237,12,1.0,7008.279117956241,False,0.018260021530788272,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8305.782261987144,True,-1.9197135552469753,0,0.2,29886,0,10,0.0,339.99999999999994,False,0.001365983674829252,11,4.162000000000001,8889,809,0,0.0,24137.950524969638,False,-0.30174994960903484,0.5,105797,0.0,0.125,13,0,0,3,8,8.0,2,5,16,75.0,62.0,5,11,16,653,0.7080196859897114,93.31589723395882
49,16,0,0,0,10.0,20,10.0,28.261749217826402,16,30.0,29.836774443720195,0,,33.99999999999999,11,34.0,0,2.522000000000001,22165,6,119,1.0,3423.148156921342,False,0.30153033951816144,0,0.5690000000000001,24097,9,174,1.0,5007.544363901794,False,0.45002846453807005,0,0.24500000000000002,20560,243,22,1.0,7524.01409769366,False,0.009044434485845918,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8365.477768476616,True,-1.9184752647871044,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,6,4.211000000000001,8829,809,0,0.0,24137.950524969638,False,-0.303748950108785,0.5,105707,0.0,0.125,13,0,0,3,3,3.0,2,5,17,90.0,63.0,5,11,17,850,0.6923897269880399,94.00828696094686
50,17,0,0,0,10.0,20,10.0,28.261749217826402,0,,29.73225292654615,1,13.0,33.99999999999999,5,34.0,0,2.5220000000000007,22065,6,129,1.0,3705.765649099606,False,0.30378211090486806,0,0.5690000000000001,23997,9,184,1.0,5290.161856080058,False,0.4522802359247767,0,0.24500000000000002,20573,233,31,1.0,7506.687408476482,False,0.009224348831656279,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8365.477768476616,True,-1.9184752647871044,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,5,4.255000000000001,8772,810,0,0.0,24083.12487050238,False,-0.30656130483920746,0.5,105463,0.0,0.125,11,0,0,7,3,3.0,1,8,13,129.0,87.0,8,9,13,213,0.8019429699634202,94.81022993091028
51,13,0,0,0,10.0,20,10.0,28.42035312571377,31,29.129032258064516,29.73225292654615,0,,33.99999999999999,15,34.0,0,2.522000000000001,22536,4,120,1.0,3450.4423750856527,False,0.3224977480263192,0,0.5690000000000001,24229,11,182,1.0,5282.504268879906,False,0.464718023136547,0,0.24500000000000002,19670,254,41,1.0,8437.79206391969,False,-0.008923994691343987,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8412.424525211276,True,-1.9175014273175006,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,15,4.400000000000001,8513,810,0,0.0,24083.12487050238,False,-0.3151903236631288,0.5,105004,0.0,0.125,15,0,0,4,8,8.0,0,4,11,72.0,72.0,4,9,11,1103,0.5616923220222816,95.37192225293256
52,11,0,0,0,10.000000000000002,20,10.0,28.42035312571377,0,,31.442143325691816,50,36.4,33.99999999999999,8,34.0,0,2.5220000000000007,22446,3,130,1.0,3724.64590634279,False,0.3250653013448566,0,0.5690000000000001,24119,12,192,1.0,5576.707800137044,False,0.4667404687963218,9,0.3350000000000001,21220,244,10,1.0,7248.987595931078,False,0.030720784847558105,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8412.424525211276,True,-1.9175014273175006,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,8,4.465000000000001,6595,860,0,0.0,27040.24326009496,False,-0.329831030150009,0.5,104436,0.0,0.125,13,0,0,3,7,6.45,0,3,18,54.0,69.0,3,8,18,1300,0.5370463239960372,95.9089685769286
53,18,0,0,0,10.000000000000002,20,10.0,28.879496227858212,17,33.0,32.47490753097414,29,38.724137931034484,33.99999999999999,12,34.0,0,2.522000000000001,22356,2,140,1.0,4063.12947190015,False,0.32938483161352283,0,0.5690000000000001,24570,13,185,1.0,5472.706802153769,False,0.4884902371805334,19,0.516,21100,251,10,1.0,7573.502628502153,False,0.03247391778340011,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8548.330883446031,True,-1.9146822612406096,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,12,4.577000000000001,5287,889,0,0.0,28870.19279503601,False,-0.34292532408735615,0.5,103369,0.0,0.125,14,0,0,4,10,9.523809523809524,3,7,16,126.0,108.0,7,11,16,761,0.9270651150145568,96.83603369194316
54,16,0,0,0,10.000000000000002,20,10.0,29.08930066700949,11,32.0,32.75687200246673,16,36.0,33.99999999999999,6,34.0,0,2.5220000000000007,22598,3,139,1.0,4073.412792714319,False,0.34285671280224367,0,0.5690000000000001,24480,12,195,1.0,5792.413630066851,False,0.49229800027437576,6,0.5570000000000002,21144,252,10,1.0,7658.072488111059,False,0.036053611187169314,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8610.43299743481,True,-1.9133940494502684,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,6,4.625000000000002,4655,905,0,0.0,29644.969162232388,False,-0.35107497647455627,0.5,102933,0.0,0.125,11,0,0,2,4,3.375,4,6,16,93.0,90.0,6,10,16,552,0.7756568870390765,97.61169057898223
55,16,0,0,0,10.000000000000002,20,10.0,29.08930066700949,0,,32.75687200246673,0,,33.99999999999999,14,34.0,0,2.522000000000001,22508,2,149,1.0,4354.305799384414,False,0.34560659033481633,0,0.5690000000000001,24370,13,205,1.0,6093.306636736946,False,0.49450277014818605,0,0.5510000000000002,21144,242,20,1.0,7694.748201465631,False,0.03681439183259266,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8610.43299743481,True,-1.9133940494502684,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,14,4.759000000000001,4422,905,0,0.0,29644.969162232388,False,-0.3588377617485859,0.5,102500,0.0,0.125,11,0,0,4,8,8.0,4,8,17,129.0,69.0,8,8,17,200,0.9830693210242316,98.59475990000647
56,17,0,0,0,10.000000000000002,20,10.0,29.08930066700949,0,,32.898557177506376,5,38.0,33.99999999999999,6,34.0,0,2.5220000000000007,22438,0,158,0.9,4596.1095053875,False,0.34838128932645146,0,0.5690000000000001,24240,16,215,1.0,6414.19964340704,False,0.49616243236323354,0,0.5510000000000002,21334,232,25,1.0,7571.181684183861,False,0.0421337056958152,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8610.43299743481,True,-1.9133940494502684,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,6,4.8050000000000015,4171,910,0,0.0,29937.6870315308,False,-0.36232405411409624,0.48333333333333334,102239,0.0,0.125,13,0,0,6,4,4.0,2,8,13,129.0,72.0,8,9,13,390,0.979088974010665,99.57384887401713
57,13,0,0,0,10.000000000000002,20,10.0,29.15892423967209,11,30.09090909090909,31.827966990048107,10,14.0,33.99999999999999,10,34.0,0,2.522000000000001,22679,0,156,0.9,4548.792181388846,False,0.3602287321174393,0,0.5690000000000001,24130,17,225,1.0,6730.75795392622,False,0.49879416609229277,0,0.5510000000000002,21143,233,25,1.0,7589.7285225948,False,0.034594435002381345,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8631.041574942938,True,-1.9129665565547296,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,10,4.899000000000001,3895,920,0,0.0,29281.72963084426,False,-0.3824466161778401,0.48333333333333334,101903,0.0,0.125,14,0,0,5,6,6.0,1,6,11,78.0,36.0,6,7,11,671,0.9550427459762432,100.52889161999337
58,11,0,0,0,10.000000000000002,20,10.0,29.15892423967209,0,,31.7101981258796,1,13.0,33.99999999999999,10,34.0,0,2.5220000000000007,22529,5,166,1.0,4890.381423785567,False,0.36136226284506867,0,0.5690000000000001,24080,12,235,1.0,6972.347196322941,False,0.502653235113735,0,0.5510000000000002,21156,223,34,1.0,7580.586841726783,False,0.034944134619291085,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8631.041574942938,True,-1.9129665565547296,0,0.2,30056,0,5,0.0,169.99999999999997,False,0.004197901049475262,10,4.989000000000001,3755,921,0,0.0,29205.09247393511,False,-0.38838759830193054,0.5,101576,0.0,0.125,12,0,0,2,4,4.0,1,3,12,39.0,39.0,3,8,12,213,0.5662691310280934,101.09516075102147
59,12,0,0,0,10.000000000000002,20,10.0,29.24386962825412,16,30.0,31.961983275034065,6,38.0,34.0,12,34.0,0,2.522000000000001,22429,5,176,1.0,5196.921054572726,False,0.36426604128025963,0,0.5690000000000001,24460,12,229,1.0,6816.846144870194,False,0.5191290854420876,0,0.5510000000000002,20904,229,38,1.0,7911.401509321488,False,0.0313516741893771,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8656.18540996322,True,-1.9124449867941031,0,0.2,30056,0,5,0.0,170.0,False,0.004197901049475262,12,5.099000000000001,3349,927,0,0.0,29628.75849595658,False,-0.39485659676900586,0.5,101198,0.0,0.125,14,0,0,2,6,6.0,0,2,17,36.0,60.0,2,10,17,908,0.6531556569971144,101.74831640801858
60,17,0,0,0,10.000000000000002,20,10.0,29.30453801084499,11,30.09090909090909,32.53799597089886,21,36.23809523809524,34.0,8,34.0,0,2.5220000000000007,22360,3,185,1.0,5451.339532006323,False,0.36743907146378635,0,0.5690000000000001,24660,14,229,1.0,6850.739204483502,False,0.5309550069360452,0,0.5510000000000002,21334,230,27,1.0,7618.5696337086165,False,0.04311669502382632,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8674.143251210116,True,-1.9120724793005976,0,0.2,30056,0,5,0.0,170.0,False,0.004197901049475262,8,5.167000000000002,2490,948,0,0.0,30846.02018041212,False,-0.4031980646274843,0.5,100900,0.0,0.125,15,0,0,4,6,6.0,2,6,14,108.0,48.0,6,11,14,1292,0.7779065039940178,102.5262229120126
61,14,0,0,0,10.000000000000002,20,10.0,29.173060446734304,1,11.0,31.430130834744045,8,12.0,34.0,13,34.0,0,2.522000000000001,22240,5,195,1.0,5738.746787113189,False,0.36873117435576963,0,0.5690000000000001,24591,12,238,1.0,7063.188386322764,False,0.5329841478965048,0,0.5510000000000002,21419,221,29,1.0,7358.720152935858,False,0.041252907254726544,0,3.8540000000000014,-26321.666666666668,296,0,0.0,8635.225892233355,True,-1.9128797593988545,0,0.2,30056,0,5,0.0,170.0,False,0.004197901049475262,13,5.2890000000000015,2184,956,0,0.0,30047.205078015308,False,-0.4266998987503697,0.5,100490,0.0,0.125,15,0,0,2,8,8.0,1,3,15,43.0,48.0,3,11,15,307,0.604969002015423,103.13119191402802
62,15,0,0,0,10.000000000000002,20,10.0,29.173060446734304,0,,31.66735108008245,5,38.0,34.0,9,34.0,0,2.5220000000000007,22130,6,205,1.0,6040.477391580533,False,0.370958773278292,0,0.5690000000000001,24501,11,248,1.0,7344.918990790107,False,0.5357568544777899,0,0.5510000000000002,21609,211,34,1.0,7232.205690983742,False,0.04651107058960631,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8635.225892233355,True,-1.9128797593988545,0,0.2,30056,0,5,0.0,170.0,False,0.004197901049475262,9,5.366000000000001,1888,961,0,0.0,30432.324387959234,False,-0.4301461871071259,0.5,100184,0.0,0.125,11,0,0,2,4,4.0,1,3,15,54.0,51.0,3,12,15,390,0.5720488759689033,103.70324078999693
63,15,0,0,0,10.000000000000002,20,10.0,29.38199970954681,10,32.0,32.50794281842755,30,36.0,34.0,7,34.0,0,2.522000000000001,22340,7,205,1.0,6093.309940457097,False,0.3838460054635349,0,0.5690000000000001,24411,10,258,1.0,7680.555925063078,False,0.5399987987207162,0,0.5510000000000002,22369,211,14,1.0,6654.713138172363,False,0.06606192204970875,0,3.8540000000000005,-26321.666666666668,296,0,0.0,8697.071914025855,True,-1.9115968598429198,0,0.2,30056,0,5,0.0,170.0,False,0.004197901049475262,7,5.427000000000001,736,991,0,0.0,32215.371333061703,False,-0.4388243989161802,0.5,99912,0.0,0.125,16,0,0,3,3,3.0,0,3,10,54.0,51.0,3,12,10,1600,0.5188544790144078,104.22209526901133
