index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,14,0,0,0,10.000000000000002,10,10.0,27.852133903239455,11,10.0,16.7165390831792,33,12.696969696969697,38.00000000000001,20,38.0,1,0.6780000000000002,78962,10,10,1.0,378.52133903239456,False,0.05446439217079248,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,24,4.202000000000002,84897.0,106,0,0.0,2952.326193743382,False,-0.1748128603254799,9,4.106000000000001,87642,177,0,0.0,4929.827700873384,False,-0.1391415592624826,0,0.29900000000000004,144517,20,23,1.0,1208.330781663584,False,0.03571419164578029,11,1.8850000000000002,124817,669,0,0.0,11183.364646646885,False,-0.06928722194078202,0.3333333333333333,596696,0.0,0.0,4,0,0,9,11,10.09090909090909,12,21,11,179.0,22.0,11,3,11,442,1.2807805180200376,56.70933589205379
21,11,0,0,0,10.000000000000002,10,10.0,27.852133903239455,0,,16.6997761270708,45,16.57777777777778,38.000000000000014,20,38.0,0,0.6770000000000002,78862,10,20,1.0,657.0426780647891,False,0.054987428413897546,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,15,4.328000000000002,84391.0,106,0,0.0,2952.326193743382,False,-0.17964705508811712,30,4.397000000000001,86802,177,0,0.0,4929.827700873384,False,-0.14716670471824397,0,0.29900000000000004,144978,17,19,1.0,1005.8961941602038,False,0.038281922229851544,6,1.9340000000000006,124090,707,0,0.0,11806.741721839055,False,-0.07225125530150138,0.3333333333333333,594984,0.0,0.0,5,0,0,6,11,11.0,11,17,12,104.0,18.0,8,3,12,632,1.055770946026314,57.7651068380801
22,12,0,0,0,10.000000000000002,11,10.0,28.07666968954016,16,30.0,16.608615582456473,42,15.880952380952381,38.00000000000001,20,38.0,0,0.6770000000000002,79232,11,14,1.0,503.07337565356227,False,0.05889102071362431,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,7,4.383000000000003,84163.0,106,0,0.0,2976.126987091257,False,-0.18171161550433612,35,4.717000000000001,85085,193,0,0.0,5418.797250081251,False,-0.16123473908684707,0,0.29900000000000004,144998,28,23,1.0,1339.0412363087812,False,0.03961347030092263,14,2.0680000000000005,123415,728,0,0.0,12091.072144028312,False,-0.0760540400378672,0.3333333333333333,592754,0.0,0.0,6,0,0,6,11,11.0,12,18,9,101.0,32.0,8,4,9,818,1.1658149610157125,58.93092179909581
23,9,0,0,0,10.000000000000002,12,10.0,28.043814168787215,12,27.666666666666668,17.02671961450561,39,20.666666666666668,38.00000000000001,20,38.0,0,0.6770000000000002,79444,13,12,1.0,466.5257700254466,False,0.061471868763741416,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,10,4.476000000000001,83931.0,106,0,0.0,2972.6443018914447,False,-0.18394472059170427,29,4.972000000000001,84041,205,0,0.0,5748.981904601379,False,-0.16963159851056459,0,0.29900000000000004,145350,26,21,1.0,1240.694709977146,False,0.04177471224040315,8,2.134000000000001,122627,759,0,0.0,12923.280187409757,False,-0.0787082217453637,0.3333333333333333,591254,0.0,0.0,8,0,0,3,11,11.0,12,15,14,94.0,34.0,6,3,14,908,1.1375731829903089,60.06849498208612
24,14,0,0,0,10.0,11,10.0,28.58623002978007,22,31.90909090909091,17.410775856869424,15,26.133333333333333,38.00000000000001,20,38.0,10,0.7770000000000001,79786,14,10,1.0,425.8623002978007,False,0.0657571793047027,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,11,4.576000000000001,83102.0,128,0,0.0,3659.037443811849,False,-0.18858596247378998,4,4.983000000000001,84017,205,0,0.0,5860.1771561049145,False,-0.16932972286447578,0,0.29900000000000004,145806,16,19,1.0,1000.572413709911,False,0.04417227179325096,8,2.206000000000001,122149,774,0,0.0,13475.940513216934,False,-0.08014751774154118,0.3333333333333333,590721,0.0,0.0,6,0,0,7,6,5.714285714285714,15,22,14,167.0,29.0,12,2,14,694,1.4062919479911216,61.474786930077244
25,14,0,0,0,10.0,7,10.0,29.78553722268611,15,41.06666666666667,17.413702244384737,63,17.428571428571427,38.0,20,38.0,5,0.817,80207,11,10,1.0,407.8553722268611,False,0.07124585596250387,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,22,4.785000000000002,81724.0,143,0,0.0,4259.331822844114,False,-0.19888349293097368,41,5.389000000000001,82540,205,0,0.0,6106.035130650653,False,-0.18226617147705357,0,0.29900000000000004,145921,23,21,1.0,1198.5151516208489,False,0.04569936250283992,12,2.3180000000000005,121070,820,0,0.0,14279.235840395484,False,-0.08498170871344851,0.3333333333333333,587323,0.0,0.0,5,0,0,7,15,14.714285714285715,14,21,12,141.0,23.0,11,3,12,710,1.3413030870142393,62.81609001709148
26,12,0,0,0,10.0,11,10.0,30.671954184192,26,35.46153846153846,17.439522957444648,48,17.625,37.99999999999999,20,38.0,16,0.9720000000000002,80553,12,10,1.0,426.71954184192,False,0.07598097292835294,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,26,5.0230000000000015,80360.0,158,0,0.0,4846.168761102336,False,-0.20911155543989102,22,5.5680000000000005,81663,216,0,0.0,6625.142103785472,False,-0.18816509776449317,0,0.29900000000000004,146183,16,23,1.0,1153.0323673191142,False,0.04740692552409451,12,2.426000000000001,120088,865,0,0.0,15085.187358189622,False,-0.08911414261585102,0.3333333333333333,584708,0.0,0.0,5,0,0,5,13,12.333333333333332,14,19,13,154.0,18.0,10,2,13,414,1.3785865859827027,64.19467660307419
27,13,0,0,0,10.0,9,10.0,30.96025806828375,5,39.6,18.009788659679113,41,22.926829268292682,37.99999999999999,20,38.0,0,0.9560000000000002,80661,11,15,1.0,574.4038710242562,False,0.07840350019999374,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,7,5.067000000000002,80008.0,163,0,0.0,5046.522065130252,False,-0.2115174113883968,34,5.886000000000002,80750,216,0,0.0,6687.41574274929,False,-0.1965901933546575,0,0.29900000000000004,146559,9,22,1.0,998.0880979371119,False,0.04953748687859829,9,2.504000000000001,119099,903,0,0.0,16262.83915969024,False,-0.09197014223937762,0.3333333333333333,582938,0.0,0.0,7,0,0,5,8,8.0,15,20,15,141.0,22.0,10,3,15,706,1.327801659994293,65.52247826306848
28,15,0,0,0,9.999999999999998,13,10.0,30.51309216883998,24,27.916666666666668,17.80167537387839,56,16.482142857142858,37.99999999999999,20,38.0,9,1.046,80976,14,10,1.0,445.1309216883998,False,0.08173887881971409,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,31,5.370000000000001,78271.0,177,0,0.0,5400.817313884676,False,-0.22641984258350129,25,6.102000000000002,80073,226,0,0.0,6895.958830157835,False,-0.20206189474564182,0,0.29900000000000004,146777,17,23,1.0,1176.6284813559325,False,0.05173044127891677,11,2.6050000000000004,118175,941,0,0.0,16751.376526819564,False,-0.09682131173655027,0.3333333333333333,580133,0.0,0.0,6,0,0,8,11,10.642857142857142,15,23,13,182.0,28.0,13,2,13,582,1.3492877999669872,66.87176606303547
29,13,0,0,0,10.0,13,10.0,30.589826734865238,8,32.0,17.941417646709773,29,19.724137931034484,37.99999999999999,20,38.0,0,1.0370000000000001,81102,17,12,1.0,537.0779208183828,False,0.08402993432728761,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,7,5.409000000000001,78061.0,177,0,0.0,5414.399332071147,False,-0.22836124938105512,22,6.2970000000000015,79409,234,0,0.0,7158.019455958465,False,-0.20715375101050684,0,0.29900000000000004,147159,13,22,1.0,1069.238429407227,False,0.05407351866442773,9,2.684000000000001,117536,964,0,0.0,17295.52661142822,False,-0.09944001580312091,0.3333333333333333,579128,0.0,0.0,7,0,0,5,7,7.0,16,21,13,159.0,13.0,11,2,13,804,1.300025466014631,68.1717915290501
30,13,0,0,0,10.0,14,10.0,27.355493199454372,26,10.0,17.781277376055698,16,14.187500000000002,38.0,20,38.0,14,1.177,80872,21,10,1.0,483.5549319945437,False,0.08060932105028147,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,13,5.532000000000002,77740.0,177,0,0.0,4841.9222963034235,False,-0.23416265108624446,3,6.305000000000002,79089,260,0,0.0,7112.428231858137,False,-0.2104287327346728,0,0.29900000000000004,147611,6,19,1.0,828.6876642563342,False,0.05644100167808444,7,2.7450000000000006,117278,977,0,0.0,17372.307996406416,False,-0.10100734387545257,0.3333333333333333,578451,0.0,0.0,6,0,0,9,7,6.538461538461538,14,23,8,183.0,0.0,13,0,8,634,1.2736501050530933,69.44544163410319
31,8,0,0,0,9.999999999999998,12,10.0,27.355493199454372,0,,17.63992478140696,73,16.986301369863014,38.00000000000001,20,38.0,0,1.1630000000000003,80752,23,20,1.0,777.1098639890874,False,0.08096605427433679,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,34,5.859000000000001,76355.0,177,0,0.0,4841.9222963034235,False,-0.24739458734366054,39,6.692000000000002,77737,260,0,0.0,7112.428231858137,False,-0.22334539542061257,0,0.29900000000000004,147790,19,19,1.0,1057.1585708467323,False,0.058533791655711716,10,2.838,116127,1027,0,0.0,18116.20275050495,False,-0.10656735888398643,0.3333333333333333,574622,0.0,0.0,5,0,0,4,14,14.0,13,17,8,100.0,9.0,7,1,8,500,1.0094582269666716,70.45489986106986
32,8,0,0,0,10.0,10,10.0,30.106165225254706,40,40.35,17.479468764338364,59,16.47457627118644,38.00000000000001,20,38.0,20,1.3630000000000002,81730,23,10,1.0,531.061652252547,False,0.09235616516960778,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,23,6.0550000000000015,73850.0,217,0,0.0,6533.0378538802715,False,-0.26324847448729705,36,7.013000000000001,76652,260,0,0.0,7827.602958566224,False,-0.23029490996280624,0,0.29900000000000004,148013,29,20,1.0,1266.9045941658128,False,0.06087378617214827,11,2.938,115127,1066,0,0.0,18633.113702784696,False,-0.11185968261244282,0.3333333333333333,571233,0.0,0.0,5,0,0,3,15,14.181818181818182,14,17,10,92.0,8.0,7,1,10,882,1.012467555992771,71.46736741706263
33,10,0,0,0,10.0,9,10.0,30.106165225254706,0,,17.962597338698682,62,20.967741935483872,38.00000000000001,20,38.0,0,1.3430000000000002,81640,22,20,1.0,822.1233045050941,False,0.09309595476136781,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,23,6.2620000000000005,73166.0,217,0,0.0,6533.0378538802715,False,-0.2697832357869885,39,7.367000000000001,75448,260,0,0.0,7827.602958566224,False,-0.24179761844939754,0,0.29900000000000004,148393,19,20,1.0,1101.2893494352752,False,0.06299481629436558,10,3.0270000000000006,113707,1128,0,0.0,20261.809798052112,False,-0.11618215563403396,0.3333333333333333,568215,0.0,0.0,4,0,0,5,12,12.0,13,18,14,109.0,16.0,8,2,14,470,1.122038108005654,72.58940552506829
34,14,0,0,0,10.0,12,10.0,30.20134962411424,9,32.0,17.908712386487665,47,17.4468085106383,38.00000000000001,20,38.0,0,1.3430000000000002,81808,24,21,1.0,874.228342106399,False,0.095681150114613,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,22,6.459000000000002,72354.0,217,0,0.0,6553.69286843279,False,-0.27744221002745373,25,7.578000000000001,74657,269,0,0.0,8124.16304888673,False,-0.24793800074095632,0,0.29900000000000004,148710,17,21,1.0,1102.4481105702903,False,0.06526134626979709,11,3.127000000000001,112757,1167,0,0.0,20899.467355031105,False,-0.12068675694230138,0.3333333333333333,566147,0.0,0.0,6,0,0,6,12,12.0,18,24,8,212.0,0.0,14,0,8,750,1.1554890560219064,73.7448945810902
35,8,0,0,0,9.999999999999998,10,10.0,30.26935401097636,15,31.0,18.23478515311673,51,20.823529411764707,38.00000000000001,20,38.0,0,1.3430000000000002,82173,24,16,1.0,724.3096641756217,False,0.09954511319941657,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,14,6.577000000000002,72066.0,217,0,0.0,6568.44982038187,False,-0.28012319639450334,37,7.923000000000001,72960,284,0,0.0,8596.496539117286,False,-0.261894428546984,0,0.29900000000000004,148865,18,24,1.0,1240.2261327561014,False,0.0668592181275509,13,3.246000000000001,111611,1207,0,0.0,22009.38567981189,False,-0.12490495200506763,0.3333333333333333,563536,0.0,0.0,6,0,0,3,12,12.0,11,14,12,83.0,8.0,7,1,12,831,0.9383101230487227,74.68320470413892
36,12,0,0,0,10.0,9,10.0,30.809910294366727,30,33.666666666666664,18.368753896010553,95,18.947368421052634,38.000000000000014,20,38.0,14,1.4830000000000003,82710,23,10,1.0,538.0991029436673,False,0.10545874200966968,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,26,6.823000000000003,70640.0,228,0,0.0,7024.659547115613,False,-0.29156758057572957,69,8.576,68716,303,0,0.0,9335.402819193117,False,-0.29891085964979264,0,0.29900000000000004,149092,26,24,1.0,1389.5876012962747,False,0.06901228116965198,10,3.333000000000001,109852,1284,0,0.0,23585.48000247755,False,-0.13183453826988317,0.3333333333333333,556871,0.0,0.0,4,0,0,3,19,18.157894736842106,15,18,12,153.0,27.0,10,2,12,470,1.0558769059716724,75.73908161011059
37,12,0,0,0,10.0,11,10.0,30.809910294366727,0,,18.393717487703004,88,18.522727272727273,38.000000000000014,20,38.0,0,1.4690000000000003,82600,24,20,1.0,856.1982058873346,False,0.10611218713538854,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,52,7.317000000000003,67929.0,228,0,0.0,7024.659547115613,False,-0.3174677821597404,36,8.867,67716,303,0,0.0,9335.402819193117,False,-0.30846460423998473,0,0.29900000000000004,149276,34,25,1.0,1575.3863945819026,False,0.07098848246316247,11,3.4330000000000007,108235,1354,0,0.0,24905.093478349867,False,-0.13866592391233806,0.3333333333333333,551617,0.0,0.0,5,0,0,5,21,21.0,14,19,12,140.0,24.0,10,2,12,452,1.0189730860292912,76.75805469613988
38,12,0,0,0,10.0,10,10.0,31.646756588075572,17,40.0,18.279202993346235,75,17.533333333333335,38.000000000000014,20,38.0,0,1.4690000000000003,83180,24,13,1.0,651.4078356449825,False,0.11247490664938112,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,25,7.515000000000002,66296.0,245,0,0.0,7753.455364078515,False,-0.3295876825286922,50,9.331000000000003,65634,303,0,0.0,9588.967246186898,False,-0.32714425559043625,0,0.29900000000000004,149494,39,24,1.0,1624.8889167405036,False,0.07272097217589758,9,3.512000000000001,107021,1414,0,0.0,25846.793032591577,False,-0.1439697073424653,0.3333333333333333,547486,0.0,0.0,7,0,0,7,15,15.0,13,20,10,157.0,16.0,11,1,10,1198,0.9745687239919789,77.73262342013186
39,10,0,0,0,9.999999999999998,9,10.0,31.646756588075572,0,,18.452601146481598,62,19.870967741935484,38.000000000000014,20,38.0,0,1.4690000000000003,83090,23,23,1.0,957.8754015257382,False,0.11331731613128791,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,22,7.710000000000002,65650.0,245,0,0.0,7753.455364078515,False,-0.33575940153395634,40,9.681000000000001,64273,303,0,0.0,9588.967246186898,False,-0.34014690197768777,0,0.29900000000000004,149854,39,23,1.0,1593.6514447127827,False,0.075178784318508,9,3.593000000000001,105748,1466,0,0.0,27051.513280742023,False,-0.1487559922038653,0.3333333333333333,544476,0.0,0.0,5,0,0,6,15,15.0,14,20,8,155.0,0.0,10,0,8,508,0.8825420479988679,78.61516546813073
40,8,0,0,0,9.999999999999998,12,10.0,31.646756588075572,0,,17.855027901329038,89,14.415730337078651,38.000000000000014,20,38.0,0,1.4690000000000003,82970,25,33,1.0,1294.342967406494,False,0.11395989347219335,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,33,8.018,64222.0,245,0,0.0,7753.455364078515,False,-0.3494021488087507,56,10.201,61374,303,0,0.0,9588.967246186898,False,-0.3678432075446547,0,0.29900000000000004,149621,79,23,1.0,2284.547204204994,False,0.07598131277505588,10,3.6840000000000006,104966,1505,0,0.0,26871.816991500204,False,-0.15497827889727797,0.3333333333333333,539014,0.0,0.0,5,0,0,6,21,21.0,12,18,6,121.0,0.0,8,0,6,500,0.8489717980264686,79.4641372661572
41,6,0,0,0,9.999999999999998,6,10.0,33.054206659569246,28,41.5,17.730919228969466,18,14.0,38.000000000000014,20,38.0,0,1.4690000000000003,84072,21,15,1.0,705.8130998935387,False,0.12472065531549191,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,7,8.055000000000001,62821.0,273,0,0.0,9023.798418062404,False,-0.35671867843976657,11,10.255,61201,303,0,0.0,10015.424617849481,False,-0.3674588729550234,0,0.29900000000000004,149955,81,22,1.0,2272.204457546527,False,0.07832099052058825,9,3.7640000000000007,104699,1511,0,0.0,26791.41895497286,False,-0.15717072534034815,0.3333333333333333,538609,0.0,0.0,7,0,0,5,6,6.0,10,15,6,85.0,0.0,6,0,6,1640,0.7868058060412295,80.25094307219842
42,6,0,0,0,9.999999999999998,10,10.0,33.48679436004615,24,36.666666666666664,17.931018331055192,10,28.0,38.000000000000014,20,38.0,9,1.5590000000000004,84627,21,10,1.0,544.8679436004614,False,0.1310423773603537,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,0,8.048000000000002,62261.0,287,0,0.0,9610.709981333244,False,-0.35926517382401413,10,10.344000000000001,60821,313,0,0.0,10481.366634694445,False,-0.3688635503879085,0,0.29900000000000004,150411,71,20,1.0,2033.1023015049188,False,0.08072219038912098,8,3.835000000000001,104333,1521,0,0.0,27273.078881534948,False,-0.15806405046662805,0.3333333333333333,538314,0.0,0.0,6,0,0,5,4,3.9,11,16,6,87.0,0.0,6,0,6,1116,0.781242311000824,81.03218538319925
43,6,0,0,0,9.999999999999998,11,10.0,33.80368232609926,11,39.0,17.99179995077619,9,21.11111111111111,38.00000000000001,20,38.0,1,1.5600000000000003,84921,22,10,1.0,558.0368232609926,False,0.1350468061712229,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,3,8.078000000000001,61756.0,298,0,0.0,10073.49733317758,False,-0.3618791387625151,6,10.394000000000002,60779,313,0,0.0,10580.55256806907,False,-0.3687910091234961,0,0.29900000000000004,150715,61,22,1.0,1933.4997969973479,False,0.08253637958633624,12,3.947000000000001,103965,1530,0,0.0,27527.453924687572,False,-0.15978270329550454,0.3333333333333333,537997,0.0,0.0,5,0,0,3,7,6.090909090909091,12,15,8,66.0,11.0,5,1,8,414,0.7955172900110483,81.8277026732103
44,8,0,0,0,9.999999999999998,9,10.0,34.32554096068943,28,37.535714285714285,17.821967842764487,17,13.588235294117647,38.00000000000001,10,38.0,18,1.7390000000000003,85370,21,10,1.0,553.2554096068943,False,0.14099659892095245,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,10,8.175000000000002,60724.0,315,0,0.0,10812.54540261717,False,-0.36820826493194314,7,10.458000000000004,60385,324,0,0.0,11121.475271263376,False,-0.36997126581735457,0,0.29900000000000004,150694,54,32,1.0,2178.3862635092823,False,0.08326036906124624,10,4.035000000000001,103637,1544,0,0.0,27517.118349228367,False,-0.16216048606083353,0.3333333333333333,536671,0.0,0.0,2,0,0,2,8,7.090909090909091,13,15,10,85.0,28.0,6,2,10,90,0.8692341629648581,82.69693683617515
45,10,0,0,0,9.999999999999998,9,10.0,34.87875233917238,14,42.0,17.898472604869298,33,18.818181818181817,38.0,11,38.0,4,1.7610000000000001,85768,20,10,1.0,548.7875233917238,False,0.1462690508199227,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,23,8.395000000000001,59475.0,329,0,0.0,11475.109519587713,False,-0.3769759077510117,10,10.551000000000002,60305,324,0,0.0,11300.71575789185,False,-0.3698793564698347,0,0.29900000000000004,150694,44,42,1.0,2383.532794614249,False,0.08399242345544888,11,4.135000000000002,102888,1577,0,0.0,28225.891297878883,False,-0.16497680046718502,0.3333333333333333,534991,0.0,0.0,2,0,0,2,8,7.285714285714286,15,17,10,107.0,26.0,8,2,10,90,0.9051443079952151,83.60208114417037
46,10,0,0,0,9.999999999999998,10,10.0,34.87875233917238,0,,17.74496172561793,26,15.461538461538462,38.0,7,38.0,0,1.7570000000000001,85668,20,20,1.0,897.5750467834475,False,0.14726013513171243,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,10,8.472000000000003,59110.0,329,0,0.0,11475.109519587713,False,-0.3804630245264318,16,10.701000000000002,60065,324,0,0.0,11300.71575789185,False,-0.37217225517148084,0,0.29900000000000004,150684,44,52,1.0,2756.778315927189,False,0.08525296115363301,7,4.194000000000001,102427,1593,0,0.0,28267.724028909364,False,-0.16811763016297318,0.3333333333333333,533815,0.0,0.0,2,0,0,3,6,6.0,15,18,8,125.0,8.0,9,1,8,100,0.8663770769489929,84.46845822111936
47,8,0,0,0,9.999999999999998,10,10.0,34.87875233917238,0,,17.50386902226095,15,11.533333333333333,38.0,9,38.0,0,1.7570000000000001,85568,20,30,1.0,1246.3625701751714,False,0.14825121944350195,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,9,8.552,58835.0,329,0,0.0,11475.109519587713,False,-0.38309030428873464,6,10.745000000000001,59965,324,0,0.0,11300.71575789185,False,-0.37312762963050006,0,0.29900000000000004,150613,44,62,1.0,3126.170236979482,False,0.08606439702883838,9,4.277000000000001,102222,1598,0,0.0,27971.182697573,False,-0.17063888501190788,0.3333333333333333,533064,0.0,0.0,2,0,0,6,7,7.0,10,16,8,100.0,13.0,7,1,8,100,0.819552076049149,85.28801029716851
48,8,0,0,0,10.0,14,10.0,34.87875233917238,0,,17.456734693022863,14,16.285714285714285,38.0,8,38.0,0,1.7570000000000001,85428,24,40,1.0,1635.150093566895,False,0.14897586090062273,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,4,8.583,58711.0,329,0,0.0,11475.109519587713,False,-0.3842749686179185,10,10.839000000000002,59811,324,0,0.0,11300.71575789185,False,-0.3745989062973896,0,0.29900000000000004,150541,42,72,1.0,3469.18285710696,False,0.08677456289068051,8,4.348000000000001,101980,1604,0,0.0,28000.60244760867,False,-0.1722610302546848,0.3333333333333333,532332,0.0,0.0,3,0,0,5,5,5.0,11,16,10,75.0,22.0,6,2,10,140,0.7751250729779713,86.06313537014648
49,10,0,0,0,10.0,5,10.0,35.39207990443062,16,41.0,17.555354287515392,16,19.5625,38.0,7,38.0,0,1.7570000000000001,86034,19,34,1.0,1393.330716750641,False,0.15543830327025726,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,9,8.669,57884.0,345,0,0.0,12210.267567028563,False,-0.38866415928467024,7,10.899,59727,324,0,0.0,11467.03388903552,False,-0.3746069403701335,0,0.29900000000000004,150541,32,82,1.0,3677.771337200493,False,0.08751889969525639,7,4.410000000000001,101594,1620,0,0.0,28439.673945774935,False,-0.1734490677584628,0.3333333333333333,531641,0.0,0.0,3,0,0,10,5,5.0,8,18,10,113.0,22.0,8,2,10,706,0.8254409259534441,86.88857629609993
50,10,0,0,0,10.0,8,10.0,36.53732841431723,36,42.0,17.508169351501955,1,3.0,38.0,9,38.0,2,1.7770000000000001,87416,17,10,1.0,535.3732841431723,False,0.16813458883966242,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,1,8.670000000000002,56341.0,381,0,0.0,13920.722125854865,False,-0.39523496419325854,0,10.892000000000001,59727,324,0,0.0,11838.094406238783,False,-0.3728344316657012,0,0.29900000000000004,150538,23,92,1.0,3898.687895084545,False,0.08828581790605193,9,4.493000000000001,101491,1620,0,0.0,28363.23434943317,False,-0.1744569383107219,0.3333333333333333,531374,0.0,0.0,4,0,0,8,4,3.1333333333333333,10,18,8,139.0,14.0,9,1,8,962,0.8593487829784863,87.74792507907841
51,8,0,0,0,10.0,11,10.0,36.6840234897414,14,38.642857142857146,17.404991668764655,9,14.222222222222221,38.0,12,38.0,4,1.8150000000000002,87747,18,10,1.0,546.840234897414,False,0.17262060026176293,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,3,8.699000000000002,55834.0,391,0,0.0,14343.453184488888,False,-0.3980593804182205,6,10.952000000000002,59505,328,0,0.0,12032.359704635179,False,-0.3740273824429155,0,0.29900000000000004,150466,20,102,1.0,4224.099833375293,False,0.08893317667868748,12,4.604000000000001,101257,1622,0,0.0,28230.89648673627,False,-0.17659921177752777,0.3333333333333333,530670,0.0,0.0,5,0,0,5,7,7.0,11,16,10,72.0,18.0,6,2,10,527,0.8240486049908213,88.57197368406923
52,10,0,0,0,10.0,11,10.0,36.66220185084466,12,36.333333333333336,17.900382149825436,18,25.0,38.0,9,38.0,2,1.8310000000000002,88023,19,10,1.0,556.6220185084467,False,0.17636266881491838,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,8,8.776000000000002,55450.0,399,0,0.0,14628.218538487019,False,-0.4003677306107373,10,11.046000000000001,59291,332,0,0.0,12171.851014480428,False,-0.37540555161181016,0,0.29900000000000004,150466,10,112,1.0,4435.003821498254,False,0.08968577624948525,9,4.682000000000001,100704,1640,0,0.0,29356.626725713715,False,-0.17652880547787306,0.3333333333333333,529795,0.0,0.0,5,0,0,8,5,4.5,10,18,10,119.0,29.0,8,2,10,398,0.9376988120493479,89.50967249611858
53,10,0,0,0,10.0,8,10.0,36.76862173373936,15,38.0,17.36809760160449,25,12.08,38.0,6,38.0,5,1.8790000000000004,88388,17,10,1.0,537.6862173373936,False,0.1810991181896366,0,0.2,75861,0,0,0.0,0.0,False,0.010631069901282921,15,8.918000000000001,54383.0,414,0,0.0,15222.209397768094,False,-0.4077241576092323,10,11.136000000000001,59108,332,0,0.0,12207.182415601466,False,-0.37698511328065337,0,0.29900000000000004,150401,9,122,1.0,4792.31287841444,False,0.09049691642846501,6,4.733000000000001,100415,1656,0,0.0,28761.569628257035,False,-0.18071479681888336,0.3333333333333333,528556,0.0,0.0,2,0,0,6,9,8.333333333333332,11,17,10,94.0,32.0,7,3,10,80,0.951835657004267,90.46150815312285
