index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,30,0,0,0,10.000000000000002,20,10.0,22.069478969655208,9,28.0,28.015820763697565,60,29.733333333333334,40.999999999999986,8,41.0,0,1.2710000000000001,60625,2,11,1.0,262.7642686662073,False,0.04446247437395737,0,1.9100000000000006,54948,212,0,0.0,2120.0000000000005,False,-0.03716692453154547,0,0.29000000000000004,82852,202,97,1.0,7175.569365949015,False,-0.01751759262824348,47,3.6580000000000004,76763,139,0,0.0,3067.657576782074,False,-0.11007116549719782,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.45200000000000007,119364,295,12,1.0,8756.667125290782,False,-0.019124620009944974,0.5,520637,0.0,0.0,14,0,0,19,2,2.0,16,35,28,222.0,153.0,14,16,28,1339,2.68300072097918,97.016895312001
21,28,0,0,0,10.000000000000002,20,10.0,21.98328638430727,37,21.43243243243243,27.61177513148432,8,15.0,40.999999999999986,10,41.0,0,1.2710000000000004,60775,5,11,1.0,291.81615022738,False,0.04729083849258541,27,2.1800000000000006,54770,219,0,0.0,2190.0000000000005,False,-0.039625236376138906,0,0.29000000000000004,82059,229,107,1.0,7988.6325210751875,False,-0.02191022765668044,8,3.691000000000001,76611,139,0,0.0,3055.6768074187107,False,-0.11186689849275015,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.45200000000000007,119654,293,12,1.0,8582.250113524904,False,-0.0175171411615675,0.5,519954,0.0,0.0,16,0,0,18,2,2.0,15,33,29,150.0,144.0,10,18,29,890,2.3209032450104132,99.33779855701141
22,29,0,0,0,10.000000000000002,20,10.0,21.879508199090836,37,21.18918918918919,27.61177513148432,0,,40.999999999999986,11,41.0,26,1.5310000000000004,60861,5,10,1.0,268.7950819909084,False,0.04857138629870124,0,2.1530000000000005,54670,229,0,0.0,2290.0000000000005,False,-0.04048478597215059,0,0.29000000000000004,81275,256,117,1.0,8831.731789350919,False,-0.02602987128271492,0,3.683000000000001,76611,139,0,0.0,3041.251639673626,False,-0.11194887737310538,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.45200000000000007,120105,283,11,1.0,8265.13236221006,False,-0.015199031500098785,0.5,519607,0.0,0.0,17,0,0,20,1,0.9285714285714286,16,36,25,204.0,138.0,13,16,25,903,2.280458520981483,101.6182570779929
23,25,0,0,0,10.000000000000002,20,10.0,21.602098402071338,41,19.878048780487806,27.242298178322596,7,15.0,40.999999999999986,11,41.0,0,1.5050000000000001,61003,6,11,1.0,297.6230824227847,False,0.05126029811262491,32,2.4730000000000008,54277,238,0,0.0,2380.0000000000005,False,-0.04646725116039196,0,0.29000000000000004,80712,278,127,1.0,9465.1552244228,False,-0.028829206167111036,7,3.753000000000001,76226,148,0,0.0,3197.110563506558,False,-0.11543906886994608,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.45200000000000007,120451,280,10,1.0,8037.8434899303265,False,-0.013357205461811562,0.5,518754,0.0,0.0,18,0,0,18,3,3.0,12,30,21,183.0,132.0,11,14,21,903,2.0849694199860096,103.7032264979789
24,21,0,0,0,10.000000000000002,20,10.0,21.5991797148732,28,21.571428571428573,26.909995803986398,6,15.0,40.99999999999999,10,41.0,7,1.5750000000000002,61246,6,10,1.0,275.991797148732,False,0.055251777524056474,10,2.5410000000000004,54022,248,0,0.0,2480.0000000000005,False,-0.04999140450403988,0,0.29000000000000004,80360,287,137,1.0,9885.634003314744,False,-0.030440470082661354,6,3.806000000000001,75860,157,0,0.0,3391.071215235092,False,-0.1184967708071339,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.45200000000000007,120771,276,10,1.0,7837.1588419002455,False,-0.01161603249217139,0.5,518344,0.0,0.0,17,0,0,15,4,3.7777777777777777,13,28,23,165.0,138.0,10,11,23,862,2.030166520969942,105.73339301894885
25,23,0,0,0,10.000000000000002,20,10.0,21.243449721094915,46,19.195652173913043,27.060189538078408,2,42.0,40.99999999999999,10,41.0,26,1.8280000000000003,61266,10,10,1.0,312.4344972109492,False,0.055908840443621745,10,2.6310000000000007,53807,254,0,0.0,2540.0000000000005,False,-0.05317173800928313,0,0.29000000000000004,79561,323,145,1.0,10785.361742935027,False,-0.03440878290235945,0,3.8000000000000007,75860,157,0,0.0,3335.221606211902,False,-0.11881416665977931,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.45200000000000007,121097,268,10,1.0,7662.130796205013,False,-0.009725612158832312,0.5,517676,0.0,0.0,20,0,0,19,4,3.090909090909091,10,29,23,183.0,141.0,11,12,23,694,2.1349354200065136,107.86832843895536
26,23,0,0,0,10.000000000000002,20,10.0,21.535703418609398,21,25.428571428571427,29.078466206739172,51,36.23529411764706,40.99999999999999,11,41.0,8,1.8820000000000006,61486,10,10,1.0,315.357034186094,False,0.05971597932083626,3,2.6510000000000007,53668,264,0,0.0,2640.0000000000005,False,-0.05470173629018394,0,0.29000000000000004,80513,322,127,1.0,10627.4617090481,False,-0.02448561786608413,23,4.030000000000001,75440,169,0,0.0,3639.5338777449883,False,-0.12185850423531797,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,1,0.4620000000000001,119651,309,10,1.0,9395.246057882405,False,-0.014318710879939717,0.5,516843,0.0,0.0,16,0,0,20,4,3.388888888888889,13,33,24,219.0,120.0,13,10,24,2025,2.309593426005449,110.17792186496081
27,24,0,0,0,10.000000000000002,20,10.0,21.04718619116902,47,18.23404255319149,29.442127208532575,93,30.258064516129032,40.99999999999999,11,41.0,0,1.8740000000000006,61628,11,11,1.0,341.5190481028592,False,0.06238197565843953,38,3.028000000000001,52950,273,0,0.0,2730.0000000000005,False,-0.06627127385250128,0,0.29000000000000004,80288,356,123,1.0,11114.179930705677,False,-0.02427694655263259,79,4.797000000000001,72948,172,0,0.0,3620.116024881071,False,-0.15029315406234825,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,1,0.4710000000000001,117239,392,10,1.0,11951.313865744769,False,-0.02330738430603317,0.5,511138,0.0,0.0,17,0,0,19,7,6.5,16,35,34,189.0,139.0,13,11,34,1423,2.7831708309822716,112.96109269594308
28,34,0,0,0,10.000000000000002,20,10.0,21.076319535111825,35,21.314285714285713,29.39561664683146,85,29.24705882352941,40.99999999999999,11,41.0,0,1.8740000000000003,61770,12,12,1.0,372.91583442134197,False,0.06509296746107389,26,3.250000000000001,52756,282,0,0.0,2820.0000000000005,False,-0.06883273164861613,0,0.29000000000000004,80396,372,119,1.0,11338.469248034544,False,-0.02177476245988023,71,5.428000000000001,71462,181,0,0.0,3814.81383585524,False,-0.1660766879448105,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,1,0.48000000000000004,115155,467,10,1.0,14137.752974070292,False,-0.03116105991014907,0.5,507624,0.0,0.0,19,0,0,21,4,4.0,20,41,29,316.0,166.0,19,15,29,1464,3.720793120970484,116.68188581691356
29,29,0,0,0,10.000000000000002,20,10.0,21.28556621437554,9,28.0,28.952700195099965,40,25.4,40.99999999999999,11,41.0,0,1.8740000000000006,61912,13,13,1.0,406.7123607868821,False,0.06782458621958815,0,3.2240000000000006,52666,291,0,0.0,2910.0000000000005,False,-0.06960632628502665,0,0.29000000000000004,80144,371,129,1.0,11631.84339070122,False,-0.022971758728013877,40,5.757000000000001,70766,181,0,0.0,3852.6874848019725,False,-0.17377224920834056,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,1,0.4890000000000001,114541,497,10,1.0,14799.491996964682,False,-0.03340536642636173,0.5,506114,0.0,0.0,17,0,0,20,3,2.5,15,35,29,243.0,114.0,16,13,29,821,2.7907825500005856,119.47266836691415
30,29,0,0,0,10.000000000000002,20,10.0,20.460386371474915,59,16.71186440677966,28.699598767028395,6,15.0,40.99999999999999,10,41.0,23,2.104000000000001,62037,15,10,1.0,354.6038637147492,False,0.06952556183354601,23,3.4540000000000006,52179,299,0,0.0,2990.0000000000005,False,-0.07729069967337115,0,0.29000000000000004,79320,402,139,1.0,12214.319549949862,False,-0.029027178879815707,6,5.777,70490,199,0,0.0,4071.616887923508,False,-0.17566510446617165,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,114861,493,10,1.0,14558.902192144998,False,-0.031822352692540905,0.5,504972,0.0,0.0,17,0,0,22,4,3.8846153846153846,12,34,25,222.0,117.0,14,15,25,890,2.5989509989740327,122.07161936588818
31,25,0,0,0,10.000000000000002,20,10.0,19.857055300822744,17,9.411764705882353,28.384857021113167,7,15.0,40.99999999999999,7,41.0,0,2.081000000000001,61937,15,20,1.0,547.1411060164548,False,0.06946141572989903,17,3.601000000000001,51750,309,0,0.0,3090.0000000000005,False,-0.08380608561113977,0,0.29000000000000004,79180,407,149,1.0,12311.165203580718,False,-0.03006805330934679,7,5.841000000000001,70337,201,0,0.0,3991.2681154653715,False,-0.1778607420041521,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,115043,490,13,1.0,14441.579940345451,False,-0.030844675437574975,0.5,504332,0.0,0.0,14,0,0,14,5,5.0,18,32,19,186.0,94.0,12,13,19,487,2.1959064560360275,124.26752582192421
32,19,0,0,0,10.000000000000002,20,10.0,19.770673270652377,34,19.058823529411764,28.828713375957616,10,41.0,40.99999999999999,5,41.0,0,2.081000000000001,62351,14,12,1.0,377.2480792478285,False,0.0751181715596341,16,3.744000000000001,51361,320,0,0.0,3200.0000000000005,False,-0.08954787691249785,0,0.29000000000000004,79293,411,149,1.0,12421.225007255813,False,-0.028158210254169515,0,5.834000000000001,69986,221,0,0.0,4369.318792814175,False,-0.17970176064824117,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,114838,490,18,1.0,14864.069554219232,False,-0.030795174371926495,0.5,503914,0.0,0.0,17,0,0,14,2,2.0,17,31,15,165.0,87.0,10,9,15,1319,1.8962133669992909,126.1637391889235
33,15,0,0,0,10.000000000000002,20,10.0,19.770673270652377,0,,28.828713375957616,0,,40.99999999999999,9,41.0,0,2.081000000000001,62241,15,22,1.0,584.9548119543523,False,0.07501250483027631,0,3.728000000000001,51271,329,0,0.0,3290.0000000000005,False,-0.09032147154890838,0,0.29000000000000004,79293,401,159,1.0,12511.805408308865,False,-0.02764343774048451,0,5.834000000000001,69986,221,0,0.0,4369.318792814175,False,-0.17970176064824117,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,115207,480,19,1.0,14616.782420459656,False,-0.028850293605248826,0.5,504083,0.0,0.0,18,0,0,13,0,0.0,15,28,19,129.0,81.0,8,7,19,569,1.7697135760099627,127.93345276493346
34,19,0,0,0,10.000000000000002,20,10.0,19.90074271801812,28,21.214285714285715,29.286633254499638,10,41.0,40.99999999999999,13,41.0,0,2.0810000000000004,62645,15,14,1.0,428.6103980522537,False,0.08061380778796855,10,3.8280000000000003,51006,339,0,0.0,3390.0000000000005,False,-0.09401753481175863,0,0.29000000000000004,79361,410,159,1.0,12815.879201852871,False,-0.02514247847914401,0,5.834000000000001,69734,230,0,0.0,4577.170825144168,False,-0.18138478293526922,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,115330,480,16,1.0,14713.583962159826,False,-0.027491641384963683,0.5,504161,0.0,0.0,21,0,0,17,2,2.0,12,29,20,180.0,87.0,10,9,20,1647,1.6589972369838506,129.5924500019173
35,20,0,0,0,10.0,20,10.0,19.76318108098233,36,18.694444444444443,28.737766973684156,37,25.18918918918919,40.999999999999986,8,41.0,6,2.1410000000000005,62933,14,10,1.0,337.6318108098233,False,0.08478280738189634,16,3.9780000000000006,50622,350,0,0.0,3500.0,False,-0.09967337115351556,0,0.29000000000000004,79059,414,169,1.0,13038.639586079307,False,-0.027309080448737155,37,6.2040000000000015,68442,252,0,0.0,4980.321632407547,False,-0.19377864747838996,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,114726,507,18,1.0,15308.047855657867,False,-0.02992331712711397,0.5,501867,0.0,0.0,16,0,0,19,7,6.444444444444445,13,32,24,174.0,81.0,13,7,24,780,1.7049085749895312,131.29735857690684
36,24,0,0,0,10.0,20,10.0,19.49602463076083,24,16.333333333333332,28.626822312616905,44,28.0,40.999999999999986,12,41.0,4,2.1750000000000003,63043,14,10,1.0,334.96024630760826,False,0.08665085307123617,10,4.062,50357,360,0,0.0,3600.0,False,-0.10336943441636583,0,0.29000000000000004,79899,428,135,1.0,12208.919554168917,False,-0.022476900954928273,0,6.167000000000002,68442,252,0,0.0,4912.998206951729,False,-0.19416124954847216,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,113986,541,16,1.0,16143.110871125746,False,-0.03247944643047941,0.5,501812,0.0,0.0,19,0,0,21,3,2.8,14,35,26,222.0,105.0,14,10,26,2176,1.834380454965867,133.1317390318727
37,26,0,0,0,10.0,20,10.0,19.31012816231214,5,9.0,28.61218968423856,70,28.557142857142857,40.999999999999986,10,41.0,0,2.1710000000000007,62943,14,20,1.0,526.2025632462428,False,0.08657557644186219,5,4.102000000000001,50187,370,0,0.0,3700.0,False,-0.10543235344679389,0,0.29000000000000004,80264,423,135,1.0,12030.829820030242,False,-0.019340369966070785,60,6.767,67473,252,0,0.0,4866.152296902659,False,-0.2054412185761547,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,112397,601,16,1.0,17851.926000227377,False,-0.038302381989507486,0.5,499349,0.0,0.0,18,0,0,19,3,3.0,14,33,31,168.0,106.0,11,15,31,1020,1.9097334329853766,135.0414724648581
38,31,0,0,0,10.0,20,10.0,19.893990851244332,41,23.51219512195122,28.052556513753427,55,25.0,40.999999999999986,11,41.0,11,2.2810000000000006,63449,16,10,1.0,358.9399085124433,False,0.09383651288045768,10,4.197000000000001,49937,378,0,0.0,3780.0,False,-0.10904246175004298,0,0.29000000000000004,79899,433,145,1.0,12681.718733083042,False,-0.01978996184924558,55,7.257000000000001,65708,273,0,0.0,5431.059502389703,False,-0.2222919749582882,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,111473,646,15,1.0,18736.951507884714,False,-0.042119014276545845,0.5,496551,0.0,0.0,19,0,0,14,5,5.0,20,34,24,201.0,117.0,12,19,24,1211,1.8298315879656002,136.8713040528237
39,24,0,0,0,10.0,20,10.0,19.893990851244332,0,,28.052556513753427,0,,40.999999999999986,5,41.0,0,2.2700000000000005,63359,15,20,1.0,547.8798170248866,False,0.09391335582796022,0,4.187000000000001,49827,389,0,0.0,3890.0,False,-0.10998796630565584,0,0.29000000000000004,79899,423,155,1.0,12763.304389708133,False,-0.01932630687473362,0,7.202000000000002,65708,273,0,0.0,5431.059502389703,False,-0.2222919749582882,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,111678,636,20,1.0,18661.42594274718,False,-0.0407933655315002,0.5,496556,0.0,0.0,11,0,0,11,0,0.0,21,32,26,168.0,84.0,11,13,26,405,1.8140015680110082,138.6853056208347
40,26,0,0,0,9.999999999999998,20,10.0,19.960107188230456,14,21.214285714285715,27.811957174810367,6,15.0,40.999999999999986,11,41.0,0,2.2700000000000005,63511,15,21,1.0,569.1622509528396,False,0.09670931967468488,5,4.237000000000001,49657,399,0,0.0,3989.999999999999,False,-0.11205088533608389,0,0.29000000000000004,79854,418,165,1.0,12932.297738524041,False,-0.018877384102681048,6,7.262000000000002,65342,282,0,0.0,5628.750227080988,False,-0.22532847872221856,0,0.2,126085,0,5,0.0,204.99999999999994,False,0.0002576195949427292,0,0.4880000000000001,112039,632,19,1.0,18356.15693448015,False,-0.039141702927033596,0.5,496488,0.0,0.0,15,0,0,12,2,2.0,20,32,21,154.0,93.0,10,16,21,903,1.7236796140205115,140.4089852348552
41,21,0,0,0,9.999999999999998,20,10.0,19.580851615754888,30,16.4,27.811957174810367,0,,40.99999999999999,9,41.0,0,2.2700000000000005,63662,16,22,1.0,590.7787355466075,False,0.0994909638606379,21,4.442000000000001,49215,408,0,0.0,4079.999999999999,False,-0.1188757091284167,0,0.29000000000000004,79854,408,175,1.0,12856.079964819808,False,-0.019310533155909793,0,7.256000000000002,64850,312,0,0.0,6109.225704115525,False,-0.22819003134702082,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,112408,622,20,1.0,18119.037362732048,False,-0.037156524264864446,0.5,496074,0.0,0.0,16,0,0,12,2,2.0,16,28,16,147.0,66.0,9,12,16,830,1.536477874033153,141.94546310888836
42,16,0,0,0,9.999999999999998,20,10.0,20.579407465828268,43,26.46511627906977,27.811957174810367,0,,40.99999999999999,9,41.0,16,2.4300000000000006,64232,16,10,1.0,365.7940746582826,False,0.10735597451141718,5,4.471000000000001,49045,418,0,0.0,4179.999999999999,False,-0.12093862815884476,0,0.29000000000000004,79296,421,185,1.0,13809.142620453618,False,-0.020236513449190103,0,7.256000000000002,64270,332,0,0.0,6832.363278654985,False,-0.23067274025837972,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,112777,612,21,1.0,17881.917790983945,False,-0.035171345602695296,0.5,495705,0.0,0.0,15,0,0,9,3,2.5555555555555554,17,26,17,75.0,63.0,5,11,17,1082,2.1513283209642395,144.0967914298526
43,17,0,0,0,9.999999999999998,20,10.0,20.72299528294947,30,22.0,28.033269487744377,5,41.0,40.99999999999999,14,41.0,15,2.5640000000000005,64332,18,10,1.0,387.22995282949466,False,0.10925932570766286,5,4.516000000000001,48900,426,0,0.0,4259.999999999999,False,-0.12274368231046931,0,0.29000000000000004,79121,431,190,1.0,14257.932169622653,False,-0.019675087975684215,0,7.256000000000002,63990,342,0,0.0,7087.264386768718,False,-0.23240663105233678,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,113146,607,17,1.0,17713.194579060837,False,-0.0329150862864697,0.5,495574,0.0,0.0,20,0,0,16,3,3.0,16,32,14,99.0,72.0,8,9,14,1259,1.6927217689808458,145.78951319883345
44,14,0,0,0,9.999999999999998,20,10.0,20.675304891659877,47,20.404255319148938,28.775888231009805,14,43.0,41.0,9,41.0,27,2.819000000000001,64223,18,10,1.0,386.75304891659874,False,0.10738140836270066,10,4.6110000000000015,48635,436,0,0.0,4359.999999999999,False,-0.12643974557331958,0,0.29000000000000004,79277,450,186,1.0,14656.20241221477,False,-0.015638590080728963,0,7.256000000000002,63477,360,0,0.0,7443.109760997556,False,-0.23621515008355465,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,112913,611,18,1.0,18320.06770914699,False,-0.03235675276783719,0.5,494610,0.0,0.0,17,0,0,10,6,5.888888888888889,17,27,15,96.0,66.0,7,7,15,1432,1.5559088740264997,147.34542207285995
45,15,0,0,0,10.0,20,10.0,19.819458943945776,39,13.615384615384615,28.66130458603681,44,28.0,41.0,9,41.0,0,2.7920000000000007,64414,15,11,1.0,368.0140483834035,False,0.11050381681608558,30,4.901000000000001,47730,449,0,0.0,4490.0,False,-0.14088017878631598,0,0.29000000000000004,78746,479,196,1.0,15111.136533013243,False,-0.019088572913394632,44,7.696000000000001,63213,360,0,0.0,7135.005219820479,False,-0.2409667699854487,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,112050,645,19,1.0,19265.541457993742,False,-0.0354502736395952,0.5,492238,0.0,0.0,16,0,0,16,7,7.0,13,29,18,144.0,81.0,8,7,18,830,1.5804667270276695,148.92588879988762
46,18,0,0,0,10.0,20,10.0,19.948974731632102,49,20.71428571428571,28.03767837993475,59,25.203389830508474,41.0,8,41.0,18,2.9720000000000004,64618,19,10,1.0,389.48974731632103,False,0.11419537345123186,20,5.071000000000001,47255,455,0,0.0,4550.0,False,-0.14853017019082002,0,0.29000000000000004,78300,498,206,1.0,15710.351162619345,False,-0.02075248540810325,59,8.242,61388,380,0,0.0,7580.610398020199,False,-0.25917749060581147,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,110891,694,21,1.0,20319.148795674715,False,-0.0404615401859826,0.5,488537,0.0,0.0,16,0,0,13,8,7.818181818181818,16,29,19,147.0,87.0,9,9,19,789,1.66942463995656,150.59531343984418
47,19,0,0,0,10.0,20,10.0,19.590014858846008,43,17.046511627906977,27.793806434268504,64,26.671875,40.99999999999999,9,41.0,8,3.0340000000000007,64837,20,10,1.0,395.90014858846007,False,0.11801530126000057,25,5.301000000000001,46575,464,0,0.0,4640.0,False,-0.15944645006016847,0,0.29000000000000004,79405,522,162,1.0,14728.584398669114,False,-0.01377238040787725,10,8.283000000000001,60917,389,0,0.0,7620.515780091097,False,-0.26430413509683287,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,109553,748,22,1.0,21691.76721283284,False,-0.045627334577175535,0.5,487372,0.0,0.0,18,0,0,17,7,6.888888888888889,12,29,23,147.0,90.0,9,10,23,2407,1.6735814060084522,152.26889484585263
48,23,0,0,0,10.0,20,10.0,18.663555388864037,30,9.0,27.793806434268504,0,,40.99999999999999,12,41.0,0,3.026000000000001,64797,19,15,1.0,469.95333083296055,False,0.11796418541200752,25,5.526000000000002,45875,475,0,0.0,4750.0,False,-0.17053463984871928,0,0.29000000000000004,79135,542,172,1.0,14896.181727458492,False,-0.015888761622063343,0,8.273000000000001,60917,389,0,0.0,7260.123046268111,False,-0.26635226329396056,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,110045,738,20,1.0,21331.829148490157,False,-0.04315394099127995,0.5,486854,0.0,0.0,17,0,0,17,5,5.0,14,31,26,135.0,99.0,10,13,26,742,1.9121690170140937,154.18106386286672
49,26,0,0,0,10.0,20,10.0,18.38947242654381,58,16.93103448275862,27.793806434268504,0,,40.99999999999999,12,41.0,13,3.156000000000001,65088,16,10,1.0,343.89472426543813,False,0.12188322781730651,30,5.801000000000002,44975,488,0,0.0,4880.0,False,-0.1848891181021145,0,0.29000000000000004,78356,583,182,1.0,15779.53519571191,False,-0.019722808357986878,0,8.273000000000001,60714,396,0,0.0,7282.23108091135,False,-0.26853393868612907,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,110537,728,18,1.0,20971.89108414747,False,-0.04068054740538436,0.5,485755,0.0,0.0,17,0,0,19,9,8.11111111111111,17,36,21,207.0,67.0,14,12,21,895,1.9238175729988143,156.10488143586554
50,21,0,0,0,10.0,20,10.0,18.445206710173235,71,18.704225352112676,28.454916333379302,17,41.0,40.99999999999999,10,41.0,26,3.403000000000001,65138,21,10,1.0,394.4520671017324,False,0.12317734284942185,35,6.121000000000001,43945,493,0,0.0,4930.0,False,-0.20216606498194944,0,0.29000000000000004,78229,626,175,1.0,16526.30975890982,False,-0.016922348240473326,0,8.273000000000001,60210,414,0,0.0,7636.3155780117195,False,-0.27225017004801194,0,0.2,126085,0,5,0.0,204.99999999999997,False,0.0002576195949427292,0,0.4880000000000001,110250,735,18,1.0,21652.363505033787,False,-0.040258556913979726,0.5,483857,0.0,0.0,17,0,0,8,10,9.727272727272727,21,29,17,93.0,54.0,6,15,17,1503,1.4678172889980488,157.57269872486359
51,17,0,0,0,10.000000000000002,20,10.0,18.13592027536502,56,16.142857142857142,28.454916333379302,0,,41.0,11,41.0,11,3.4870000000000005,65354,24,10,1.0,421.35920275365027,False,0.12712187727998656,35,6.436000000000002,42880,500,0,0.0,5000.000000000001,False,-0.21987278665979026,0,0.29000000000000004,77605,662,185,1.0,17270.138743966814,False,-0.019787574908407397,0,8.273,59930,424,0,0.0,7689.630196754769,False,-0.2751296859733649,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,110701,725,17,1.0,21326.814341699996,False,-0.03797386412865128,0.5,482555,0.0,0.0,18,0,0,8,8,8.0,20,28,18,84.0,60.0,7,10,18,931,1.4201219250098802,158.99282064987347
52,18,0,0,0,10.000000000000002,20,10.0,18.384429537381273,28,21.714285714285715,27.59721559584077,22,15.681818181818182,41.0,6,41.0,8,3.556000000000001,65593,23,10,1.0,413.84429537381277,False,0.13116592999289864,10,6.501000000000001,42610,511,0,0.0,5110.000000000001,False,-0.22356884992264053,0,0.29000000000000004,77510,662,195,1.0,17551.949394935353,False,-0.01926581082884166,22,8.493000000000002,58879,442,0,0.0,8125.917855522523,False,-0.28459600450368533,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,110602,737,21,1.0,21200.147894134647,False,-0.03926064010885554,0.5,481279,0.0,0.0,16,0,0,9,5,4.888888888888889,18,27,18,78.0,51.0,6,12,18,698,1.5097369459690526,160.50255759584252
53,18,0,0,0,10.000000000000002,20,10.0,19.205112604711033,40,26.65,27.59721559584077,0,,41.0,8,41.0,26,3.808000000000001,65715,22,10,1.0,412.05112604711036,False,0.13324781782746367,4,6.5310000000000015,42445,522,0,0.0,5220.000000000001,False,-0.22545985903386626,0,0.29000000000000004,76957,674,205,1.0,18601.675092722595,False,-0.0195856202320809,0,8.471,58366,460,0,0.0,8834.351798167076,False,-0.2864007467625563,0,0.2,126085,0,5,0.0,205.0,False,0.0002576195949427292,0,0.4880000000000001,110930,727,23,1.0,21006.17573817624,False,-0.03742944893909776,0.5,480498,0.0,0.0,16,0,0,13,5,4.888888888888889,14,27,17,99.0,60.0,8,10,17,780,1.5393104529939592,162.04186804883648
