index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
89,9,0,0,0,10.0,20,10.0,18.809644725797863,33,10.303030303030303,26.41973621666228,0,,40.99999999999999,0,,0,4.907000000000002,71473,24,22,1.0,653.812183967553,False,0.23431160550083857,32,10.483000000000002,31065,880,0,0.0,8800.0,False,-0.3903214715489084,0,0.29000000000000004,74949,872,389,1.0,26679.287589177366,False,0.0034967071821039365,0,14.366000000000001,35927,811,0,0.0,15254.621872622067,False,-0.5049577643319463,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,93969,1198,250,1.0,41900.843987561406,False,-0.08906169399722004,0.5,433673,0.0,0.0,10,0,0,3,4,4.0,0,3,9,39.0,18.0,3,6,9,210,0.8422627410036512,214.95762387203285
90,9,0,0,0,10.0,20,10.0,18.49284420977477,19,14.578947368421053,26.86443466035349,5,43.0,40.99999999999999,0,,0,4.907000000000002,71505,22,28,1.0,737.7996378736935,False,0.23558363106303667,15,10.601,30765,892,0,0.0,8920.0,False,-0.3944473096097645,0,0.29000000000000004,75052,866,394,1.0,26599.390341844228,False,0.0042133548257250715,0,14.366000000000003,35762,826,0,0.0,15275.08931727396,False,-0.5067168518357716,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,93754,1193,260,1.0,42709.27054980171,False,-0.08756184634060599,0.5,433128,0.0,0.0,11,0,0,0,1,1.0,3,3,16,54.0,33.0,3,6,16,527,1.0079269979614764,215.96555086999433
91,16,0,0,0,10.0,20,10.0,18.673720514676006,4,29.0,25.95067771034912,14,15.0,40.99999999999999,0,,0,4.907000000000002,71541,20,34,1.0,834.9064974989842,False,0.2370371883917739,0,10.586000000000002,30645,904,0,0.0,9040.0,False,-0.39547876912497854,0,0.29000000000000004,75112,856,400,1.0,26364.97584470231,False,0.003563132066595657,10,14.466000000000003,35421,830,0,0.0,15499.188027181084,False,-0.5093191255658547,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,93544,1197,270,1.0,42132.96121928789,False,-0.09151059720467725,0.5,432553,0.0,0.0,13,0,0,5,2,2.0,4,9,17,135.0,51.0,9,7,17,376,1.1626741929794662,217.1282250629738
92,17,0,0,0,10.0,20,10.0,19.017034690026552,12,25.0,25.95067771034912,0,,40.99999999999999,0,,0,4.907000000000002,71731,19,34,1.0,836.5791794609028,False,0.2403178543876647,2,10.606000000000003,30509,915,0,0.0,9150.0,False,-0.39687123947051745,0,0.29000000000000004,75092,848,410,1.0,26766.223278385656,False,0.005616117561664707,0,14.456000000000003,35141,840,0,0.0,15974.309139622304,False,-0.5098014961206266,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,93544,1187,280,1.0,42283.454442184404,False,-0.09091413561815062,0.5,432307,0.0,0.0,12,0,0,5,1,1.0,4,9,24,132.0,55.0,9,8,24,480,1.3035823529935442,218.43180741596734
93,24,0,0,0,10.0,20,10.0,19.487542921788638,11,28.0,27.238339675867767,14,42.285714285714285,40.99999999999999,0,,0,4.907000000000001,71969,16,33,1.0,803.088916419025,False,0.2441214450440005,0,10.604000000000003,30379,928,0,0.0,9280.0,False,-0.39798865394533267,0,0.29000000000000004,75684,838,406,1.0,27389.32687686119,False,0.015885968998199548,0,14.456000000000003,34833,851,0,0.0,16583.89902644213,False,-0.5098379250835855,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,92952,1191,290,1.0,44330.86255395851,False,-0.0874921225716043,0.5,432107,0.0,0.0,15,0,0,7,0,0.0,4,11,20,198.0,99.0,11,13,20,1100,1.403175610001199,219.83498302596854
94,20,0,0,0,10.0,20,10.0,19.787839272623927,46,21.021739130434785,26.70135372862088,24,23.125,40.99999999999999,0,,10,5.007000000000001,72566,17,10,1.0,367.87839272623927,False,0.25064361692217846,3,10.634000000000002,30250,937,0,0.0,9370.0,False,-0.3994326972666323,0,0.29000000000000004,74852,874,407,1.0,28162.022491822012,False,0.010820645888441931,15,14.606000000000003,34743,851,0,0.0,16839.45122100296,False,-0.5094085585467149,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,92397,1205,300,1.0,44475.13124298816,False,-0.09131968117399958,0.5,431098,0.0,0.0,11,0,0,7,3,2.32258064516129,4,11,24,183.0,88.0,11,9,24,683,1.5042544470052235,221.33923747297376
95,24,0,0,0,10.0,20,10.0,19.786118265251677,17,19.764705882352942,26.35172631885007,28,24.285714285714285,40.99999999999999,0,,0,4.997000000000002,72757,14,11,1.0,357.64730091776846,False,0.2538391550706358,8,10.711000000000002,29996,950,0,0.0,9500.0,False,-0.40268179473955645,0,0.29000000000000004,74897,872,409,1.0,28031.35119170914,False,0.010589509051438028,20,14.791,34362,860,0,0.0,17016.061708116442,False,-0.5127353536097768,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,91717,1223,310,1.0,44938.16128795363,False,-0.09487471250464254,0.5,430019,0.0,0.0,11,0,0,7,3,3.0,6,13,13,204.0,64.0,13,11,13,581,1.5717751790070906,222.91101265198085
96,13,0,0,0,10.0,20,10.0,19.419537188045922,20,15.65,26.35172631885007,0,,40.99999999999999,9,41.0,0,4.997000000000002,72873,12,14,1.0,391.8735206326429,False,0.2561275014666723,13,10.833000000000004,29694,962,0,0.0,9620.0,False,-0.406842014784253,0,0.29000000000000004,74897,862,419,1.0,27781.014383693764,False,0.009166833655526474,0,14.771,34049,880,0,0.0,17089.19272548041,False,-0.5158773330294018,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,92086,1213,311,1.0,44715.64402476513,False,-0.09283165936837573,0.5,429889,0.0,0.0,16,0,0,3,1,1.0,2,5,12,45.0,24.0,5,8,12,765,2.2922174080158584,225.2032300599967
97,12,0,0,0,10.0,20,10.0,18.00552278136317,32,9.03125,27.1699958099879,9,43.0,40.999999999999986,7,41.0,0,4.997000000000002,72793,10,24,1.0,532.132546752716,False,0.25595781800543854,32,11.14,29098,974,0,0.0,9740.0,False,-0.41605638645349835,0,0.29000000000000004,75274,853,420,1.0,26770.109172697703,False,0.007706829728564707,0,14.771,33770,911,0,0.0,16403.031253821846,False,-0.5229479589125957,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,91986,1212,314,1.0,45804.03492170533,False,-0.08931063009113664,0.5,429211,0.0,0.0,14,0,0,3,2,2.0,2,5,17,75.0,36.0,5,7,17,874,1.0927685300121084,226.29599859000882
98,17,0,0,0,10.0,20,10.0,18.236252711056366,5,28.0,27.204865192058904,11,27.727272727272727,40.99999999999999,5,41.0,0,4.997000000000001,72883,5,29,1.0,578.8513286206346,False,0.2579065783790668,0,11.108000000000004,28948,989,0,0.0,9890.0,False,-0.4173457108475159,0,0.29000000000000004,75579,843,419,1.0,26771.999550893197,False,0.011184230407094738,0,14.771000000000004,33630,916,0,0.0,16704.40748332763,False,-0.5228264768340458,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,91886,1213,319,1.0,46078.50147796745,False,-0.08901549095173615,0.5,429216,0.0,0.0,15,0,0,4,0,0.0,6,10,19,168.0,25.0,10,7,19,850,1.2753006569691934,227.57129924697801
99,19,0,0,0,10.0,20,10.0,18.463698269655115,23,20.391304347826086,27.385203504900943,9,30.555555555555557,40.99999999999999,0,,0,4.997000000000002,73141,4,27,1.0,538.519853280688,False,0.261995185261137,11,11.218000000000004,28706,1000,0,0.0,10000.0,False,-0.4205604263365996,0,0.29000000000000004,75446,845,424,1.0,27213.151323936574,False,0.01217962585067565,4,14.811000000000003,33433,927,0,0.0,17115.848295970292,False,-0.5227273599074215,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,91611,1212,329,1.0,46679.86664793994,False,-0.08881191134739029,0.5,428627,0.0,0.0,12,0,0,6,2,2.0,5,11,23,153.0,39.0,11,8,23,763,1.5115929969470017,229.08289224392502
100,23,0,0,0,10.0,20,10.0,18.97013299141702,11,28.0,28.619186377262338,15,41.0,40.99999999999999,7,41.0,0,4.997000000000001,73389,0,26,1.0,493.22345777684257,False,0.265869206272794,0,11.207000000000003,28566,1014,0,0.0,10140.0,False,-0.42176379577101597,0,0.29000000000000004,76061,835,419,1.0,27831.500139906133,False,0.02268387572263403,0,14.807000000000006,33125,938,0,0.0,17793.984745949165,False,-0.5223742356534413,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,91283,1217,332,1.0,48441.54982112827,False,-0.08442967055951704,0.5,428714,0.0,0.0,13,0,0,5,0,0.0,7,12,26,156.0,63.0,12,11,26,1410,1.4661750349914655,230.54906727891648
101,26,0,0,0,10.0,20,10.0,18.512207906837112,30,15.666666666666666,27.773743295961992,18,20.77777777777778,40.99999999999999,0,,0,4.997000000000001,73289,0,36,1.0,666.4394846461361,False,0.265638984739953,30,11.507000000000005,28031,1024,0,0.0,10240.0,False,-0.4301014268523294,0,0.29000000000000004,75796,855,424,1.0,27604.004917833616,False,0.01837899613458363,13,14.937000000000003,32852,938,0,0.0,17364.45101661321,False,-0.5279182379342516,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,90909,1225,342,1.0,48044.83553755344,False,-0.08896660640658934,0.5,427167,0.0,0.0,11,0,0,7,4,4.0,6,13,24,189.0,70.0,13,13,24,405,1.3844517419929616,231.93351902090944
102,24,0,0,0,10.0,20,10.0,18.715787285160022,41,19.682926829268293,26.85073124957482,49,24.020408163265305,40.99999999999999,0,,0,4.997000000000001,73519,0,32,1.0,598.9051931251207,False,0.26901242215166865,27,11.747000000000002,27696,1034,0,0.0,10340.0,False,-0.435000859549596,0,0.29000000000000004,74989,886,434,1.0,28235.40489696725,False,0.01279483579958888,49,15.414000000000003,31713,938,0,0.0,17555.4084734801,False,-0.5397789950473392,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,89732,1264,352,1.0,48371.324299462576,False,-0.09700240062041704,0.5,423939,0.0,0.0,13,0,0,7,5,5.0,3,10,26,159.0,87.0,10,14,26,530,1.3516135010286234,233.28513252193807
103,26,0,0,0,10.0,20,10.0,18.11851711114905,40,14.95,25.858796064880142,15,14.0,40.99999999999999,6,41.0,0,4.997000000000002,73873,0,15,0.9,271.77775666723574,False,0.27228621073291415,14,11.860000000000001,27418,1045,0,0.0,10450.0,False,-0.43883445074780814,0,0.29000000000000004,74741,888,439,1.0,27441.254667182737,False,0.005462853725138064,10,15.465000000000002,31198,966,0,0.0,17502.48752936998,False,-0.5459332837239291,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,89768,1269,356,1.0,47410.8122063329,False,-0.10052391024401375,0.48333333333333334,423288,0.0,0.0,18,0,0,9,3,3.0,3,12,12,186.0,42.0,12,14,12,960,1.3866089360089973,234.67174145794706
104,12,0,0,0,10.0,20,10.0,18.047606816849676,2,10.0,25.67156922485234,16,23.625,40.99999999999999,15,41.0,0,4.997000000000002,73753,3,24,1.0,463.1425636043922,False,0.27186816712742307,1,11.856,27335,1052,0,0.0,10520.0,False,-0.43965961835997935,0,0.29000000000000004,74721,880,449,1.0,27408.428580786414,False,0.005048979784194438,16,15.615000000000002,30957,966,0,0.0,17433.988185076785,False,-0.549061796381737,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,90005,1275,351,1.0,47122.25076168673,False,-0.0997889470822134,0.5,423061,0.0,0.0,19,0,0,2,3,3.0,1,3,12,24.0,42.0,3,9,12,825,1.1658424419583753,235.83758389990544
105,12,0,0,0,10.0,20,10.0,18.10431750033335,3,22.0,26.26928703912599,16,32.6875,40.99999999999999,11,41.0,0,4.997000000000002,73709,4,31,1.0,601.233842510334,False,0.272298726512896,0,11.855000000000002,27245,1061,0,0.0,10610.0,False,-0.4404332129963899,0,0.29000000000000004,74926,871,454,1.0,27695.11685855355,False,0.009008290759104516,11,15.709000000000003,30835,968,0,0.0,17524.979340322683,False,-0.5499313525629245,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,89933,1281,350,1.0,48000.9566971204,False,-0.09687702945931438,0.5,422938,0.0,0.0,20,0,0,4,1,1.0,1,5,15,60.0,36.0,5,7,15,932,1.1036545700044371,236.94123846990988
106,15,0,0,0,10.0,20,10.0,18.601651176059466,9,29.0,26.26928703912599,0,,41.0,10,41.0,0,4.997000000000001,73870,4,32,1.0,635.2528376339029,False,0.2753588863472055,0,11.855000000000002,27145,1071,0,0.0,10710.0,False,-0.4412927625924016,0,0.29000000000000004,74926,861,464,1.0,28204.970848741657,False,0.01190581403224361,0,15.698000000000004,30574,977,0,0.0,18173.8131990101,False,-0.5492105500107404,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,90343,1271,350,1.0,47738.26382672913,False,-0.09466821042872202,0.5,423148,0.0,0.0,15,0,0,8,0,0.0,1,9,19,117.0,48.0,9,6,19,871,1.335950639040675,238.27718910895055
107,19,0,0,0,10.0,20,10.0,17.33368098225144,27,9.0,26.033412643640332,26,24.5,41.0,10,41.0,0,4.997000000000002,74013,4,15,1.0,300.0052147337716,False,0.2749355786035222,0,11.855000000000002,27045,1081,0,0.0,10810.0,False,-0.4421523121884133,0,0.29000000000000004,75131,851,469,1.0,26960.63304576329,False,0.007164234583394717,21,15.908000000000005,29856,1004,0,0.0,17403.015706180446,False,-0.5617518799162293,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,90116,1287,350,1.0,47855.00207236511,False,-0.09600490637562875,0.5,422451,0.0,0.0,18,0,0,9,3,3.0,2,11,21,153.0,54.0,11,8,21,1058,1.2730463490006514,239.5502354579512
108,21,0,0,0,10.0,20,10.0,17.9917448121095,11,29.0,26.033412643640332,0,,41.0,5,41.0,0,4.997000000000001,74232,4,14,1.0,291.884427369533,False,0.2786306036390712,0,11.855000000000002,26945,1091,0,0.0,10910.0,False,-0.443011861784425,0,0.29000000000000004,75131,841,479,1.0,27601.062043287806,False,0.010803821525600932,0,15.887000000000002,29537,1015,0,0.0,18261.62098429114,False,-0.5604981701487188,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,90321,1277,355,1.0,47799.667945928704,False,-0.0945992313188986,0.5,422456,0.0,0.0,16,0,0,11,0,0.0,3,14,24,177.0,52.0,14,7,24,724,1.7906606760225259,241.34089613397373
109,24,0,0,0,10.0,20,10.0,19.19430970265915,46,23.782608695652176,27.369205053670544,15,43.0,41.0,13,41.0,32,5.317000000000001,74308,3,10,1.0,221.94309702659152,False,0.27933593860260086,0,11.855000000000004,26835,1102,0,0.0,11020.0,False,-0.4439573663400378,0,0.29000000000000004,75001,866,474,1.0,29595.275397942663,False,0.020659434411649465,0,15.887000000000002,29218,1026,0,0.0,19693.36175492829,False,-0.5559873054697703,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,90209,1282,352,1.0,49519.320878805636,False,-0.08867139281516527,0.5,421861,0.0,0.0,18,0,0,7,2,1.7272727272727273,5,12,27,189.0,100.0,12,12,27,1697,1.5502737610368058,242.89116989501053
110,27,0,0,0,10.0,20,10.0,19.633517331123688,37,22.0,28.09904866932236,49,30.653061224489797,41.0,0,,26,5.545,74258,3,10,1.0,226.33517331123687,False,0.2785141410805504,1,11.865000000000004,26722,1112,0,0.0,11120.0,False,-0.44504039883101254,0,0.29000000000000004,75150,881,469,1.0,30475.582594632157,False,0.027355807473387273,34,16.227,28401,1038,0,0.0,20379.590989706387,False,-0.5613735295705529,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,88707,1321,362,1.0,51960.84329217484,False,-0.0909007043233529,0.5,419528,0.0,0.0,11,0,0,10,5,4.583333333333334,4,14,28,227.0,60.0,14,13,28,815,1.5301512740552425,244.42132116906578
111,28,0,0,0,10.0,20,10.0,19.633517331123688,0,,27.86022837584643,33,26.424242424242426,41.0,10,41.0,0,5.519000000000002,74168,2,20,1.0,412.67034662247374,False,0.2785685950371538,0,11.864000000000003,26612,1123,0,0.0,11230.0,False,-0.4459859033866254,0,0.29000000000000004,75150,871,479,1.0,30445.842987439173,False,0.027186795941391822,33,16.523000000000003,27991,1038,0,0.0,20379.590989706387,False,-0.5660336266369649,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,88245,1344,362,1.0,52286.1469371376,False,-0.09327356451532802,0.5,418456,0.0,0.0,15,0,0,10,2,2.0,6,16,18,262.0,81.0,16,12,18,610,1.5151440179906785,245.93646518705646
112,18,0,0,0,10.0,20,10.0,20.094048392150736,11,29.0,27.5001341713644,6,15.0,41.0,0,,0,5.519000000000002,74367,4,19,1.0,421.786919450864,False,0.28206796389419675,0,11.864000000000003,26532,1131,0,0.0,11310.0,False,-0.44667354306343476,0,0.29000000000000004,75150,861,489,1.0,30748.541275438976,False,0.028907043994947597,6,16.55,27558,1049,0,0.0,21078.65676336612,False,-0.5669823213911747,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,88155,1340,372,1.0,52102.179789628295,False,-0.09471610404015572,0.5,418052,0.0,0.0,11,0,0,4,1,1.0,0,4,16,42.0,39.0,4,14,16,519,1.1524964260170236,247.08896161307348
113,16,0,0,0,10.0,20,10.0,20.094048392150736,0,,27.5001341713644,0,,41.0,0,,0,5.519000000000001,74237,7,29,1.0,652.7274033723713,False,0.2818181829411413,0,11.864000000000003,26462,1138,0,0.0,11380.0,False,-0.44727522778064294,0,0.29000000000000004,75150,851,499,1.0,30822.602133231114,False,0.02932793519754902,0,16.544000000000004,27558,1049,0,0.0,21078.65676336612,False,-0.5669823213911747,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,88155,1330,382,1.0,52237.17844791465,False,-0.09418105327607047,0.5,417852,0.0,0.0,11,0,0,3,0,0.0,2,5,16,60.0,33.0,5,11,16,200,1.100338211050257,248.18929982412374
114,16,0,0,0,10.0,20,10.0,20.094048392150736,0,,27.06230758536012,7,15.0,41.0,6,41.0,0,5.519000000000002,74157,5,39,1.0,833.6678872938787,False,0.28199817678609146,0,11.864000000000003,26342,1150,0,0.0,11500.0,False,-0.448306687295857,0,0.29000000000000004,75150,841,509,1.0,30673.80925874707,False,0.028482338565980498,7,16.614000000000004,27425,1049,0,0.0,21078.65676336612,False,-0.5684940114151571,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,88296,1327,386,1.0,51737.68216577288,False,-0.09504307333925374,0.5,417660,0.0,0.0,14,0,0,3,1,1.0,4,7,15,111.0,27.0,7,9,15,446,1.1939516349812038,249.38325145910494
115,15,0,0,0,10.0,20,10.0,19.18366599747803,18,9.0,27.06230758536012,0,,41.0,12,41.0,0,5.519000000000002,74148,4,40,1.0,807.3466398991212,False,0.28161721368316256,9,11.954000000000002,26106,1161,0,0.0,11610.0,False,-0.4514182568334193,0,0.29000000000000004,75150,831,519,1.0,29986.964080706144,False,0.024578966371751578,0,16.607000000000006,27263,1067,0,0.0,20468.971619309057,False,-0.5738001862941484,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,88788,1317,384,1.0,51385.059089919276,False,-0.09254068768610337,0.5,417745,0.0,0.0,19,0,0,4,1,1.0,3,7,20,96.0,39.0,7,8,20,773,1.3198444249574095,250.70309588406235
116,20,0,0,0,10.0,20,10.0,18.16258651563775,22,9.0,27.092577264149437,6,28.0,41.00000000000001,12,41.0,0,5.519000000000001,74137,5,39,1.0,758.3408741098722,False,0.2810068839101761,11,12.055000000000001,25862,1170,0,0.0,11700.0,False,-0.4548392642255458,0,0.29000000000000004,75318,821,523,1.0,29080.90143848875,False,0.021339274607521747,0,16.607000000000006,27065,1089,0,0.0,19779.056715529507,False,-0.5799714897788756,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,89112,1313,382,1.0,51234.55394782821,False,-0.09056892732024804,0.5,417784,0.0,0.0,20,0,0,5,1,1.0,4,9,24,132.0,78.0,9,11,24,959,1.4841168510029092,252.18721273506526
117,24,0,0,0,10.0,20,10.0,17.247834997974078,51,13.705882352941176,27.238288809468436,32,28.0,41.000000000000014,11,41.0,1,5.529000000000001,74614,5,10,1.0,222.47834997974078,False,0.28460098289478886,11,12.154000000000002,25608,1180,0,0.0,11800.0,False,-0.45834622657727353,0,0.29000000000000004,74817,840,533,1.0,29006.1893337449,False,0.015220271045708165,32,16.927000000000003,26399,1111,0,0.0,19162.3446827492,False,-0.5910461083486821,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,88667,1335,381,1.0,51984.11556064037,False,-0.09112553778827483,0.5,416395,0.0,0.0,18,0,0,9,4,3.090909090909091,4,13,21,189.0,78.0,13,11,21,1152,1.713276655995287,253.90048939106055
118,21,0,0,0,10.0,20,10.0,17.22161078019165,40,17.075,27.431606220792176,61,28.0,41.000000000000014,9,41.0,22,5.748000000000001,74616,5,10,1.0,222.2161078019165,False,0.2846331107770493,8,12.223000000000004,25384,1190,0,0.0,11900.0,False,-0.4613374591713942,0,0.29000000000000004,74134,870,543,1.0,29878.163556656888,False,0.012412700223098667,61,17.505000000000003,26033,1111,0,0.0,19133.209576792924,False,-0.5953716735613773,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,87328,1386,382,1.0,53682.206222017965,False,-0.09500928927899027,0.5,413785,0.0,0.0,13,0,0,5,4,3.6875,4,9,20,132.0,96.0,9,12,20,569,1.5311847549746744,255.43167414603522
119,20,0,0,0,10.0,20,10.0,17.191301484159432,1,10.0,27.25011640277485,81,26.765432098765434,41.000000000000014,9,41.0,0,5.726000000000002,74516,5,20,1.0,393.8260296831886,False,0.2843890839752725,1,12.225000000000001,25271,1200,0,0.0,12000.0,False,-0.4624204916623689,0,0.29000000000000004,74329,861,548,1.0,29734.77436658189,False,0.013814200603436536,76,18.204,24411,1111,0,0.0,19099.535948901128,False,-0.6139988409491758,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,85529,1457,383,1.0,55406.419598842964,False,-0.10243581467701252,0.5,410346,0.0,0.0,12,0,0,5,3,3.0,3,8,24,114.0,81.0,8,12,24,774,1.7292277989909053,257.1609019450261
120,24,0,0,0,10.0,20,10.0,17.683214689008476,11,27.272727272727273,26.68659027141221,23,20.130434782608695,41.00000000000001,5,41.0,0,5.726000000000003,74716,4,20,1.0,393.66429378016954,False,0.2878258921590181,1,12.234000000000002,25148,1211,0,0.0,12110.0,False,-0.4635894791129448,0,0.29000000000000004,74534,852,553,1.0,29823.783335126172,False,0.016650091128346915,18,18.308000000000003,23652,1121,0,0.0,19822.8836663785,False,-0.6185148857913726,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,85271,1470,388,1.0,55137.28769897595,False,-0.10554758947732576,0.5,409611,0.0,0.0,13,0,0,7,3,3.0,6,13,16,168.0,78.0,13,11,16,910,1.9049268219969235,259.06582876702305
121,16,0,0,0,10.0,20,10.0,18.26520756083749,11,29.0,26.64314949883554,13,25.76923076923077,41.00000000000001,11,41.0,0,5.726000000000002,74945,3,19,1.0,377.0389436559123,False,0.291619726178923,0,12.233,25038,1222,0,0.0,12220.0,False,-0.46453498366855767,0,0.29000000000000004,74749,842,558,1.0,30246.182186575395,False,0.0214943123320683,8,18.370000000000005,23181,1132,0,0.0,20676.214958868037,False,-0.619018794064241,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.49700000000000005,85387,1473,387,1.0,55112.35921178476,False,-0.10472688671957212,0.5,409590,0.0,0.0,17,0,0,6,1,1.0,3,9,16,87.0,21.0,9,7,16,1185,1.9734580989461392,261.0392868659692
122,16,0,0,0,10.0,20,10.0,18.26520756083749,0,,26.64314949883554,0,,41.00000000000001,13,41.0,0,5.726000000000002,74875,0,29,1.0,529.6910192642872,False,0.2917284770437019,0,12.233,24908,1235,0,0.0,12350.0,False,-0.4656523981433729,0,0.29000000000000004,74749,832,568,1.0,30329.96160595538,False,0.021970434559480917,0,18.362000000000005,23181,1132,0,0.0,20676.214958868037,False,-0.619018794064241,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,85920,1463,384,1.0,54722.9277167964,False,-0.10204538973169354,0.5,409923,0.0,0.0,15,0,0,4,0,0.0,5,9,19,117.0,51.0,9,7,19,733,1.1277589530218393,262.167045818991
123,19,0,0,0,10.000000000000002,20,10.0,18.5369684367521,5,29.0,26.64314949883554,0,,41.0,16,41.0,0,5.726000000000002,74880,4,34,1.0,670.2569268495714,False,0.29302266569408264,0,12.233,24848,1241,0,0.0,12410.000000000002,False,-0.4661681279009799,0,0.29000000000000004,74604,827,578,1.0,30729.81330752093,False,0.022594726745097996,0,18.362000000000002,23181,1132,0,0.0,20983.848270403378,False,-0.617270500048855,0,0.2,126290,0,0,0.0,0.0,False,0.0010701121636082598,0,0.4970000000000001,86576,1453,378,1.0,54210.49622180804,False,-0.09887639720261564,0.5,410379,0.0,0.0,19,0,0,4,0,0.0,5,9,22,147.0,30.0,9,10,22,1001,1.1744122150121257,263.34145803400315
