index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,23,0,0,0,10.000000000000002,20,10.0,30.418803699107613,28,32.035714285714285,27.17203062078005,16,26.0,37.00000000000001,20,37.0,0,0.35300000000000004,80056,3,20,1.0,638.3760739821523,False,0.027658006916983065,4,0.276,80059,2,10,1.0,324.18803699107616,False,0.02568779750544085,6,0.269,103018.0,130,10,1.0,4226.1647870917905,False,-0.02521017715766444,0,0.2,107850,0,0,0.0,0.0,False,0.0,8,0.6310000000000001,136559,0,4,0.4,148.00000000000003,False,-0.00023414919694142612,11,0.9400000000000002,134197,41,0,0.0,1114.053255451982,False,-0.013982902515450337,0.5666666666666667,641739,0.0,0.0,16,0,0,10,12,10.766666666666666,19,29,23,152.0,100.0,9,14,23,830,2.6837311660056002,68.90056242089486
11,23,0,0,0,10.000000000000002,20,10.0,30.74207824286786,15,34.0,34.180308739327245,49,46.12244897959184,37.00000000000001,20,37.0,0,0.35300000000000004,80456,4,15,1.0,501.13117364301786,False,0.031894921326925674,0,0.272,79969,1,20,1.0,624.8415648573572,False,0.026459121137787953,39,0.653,102613.0,135,10,1.0,4491.983650180433,False,-0.027733038246729607,0,0.2,107850,0,0,0.0,0.0,False,0.0,5,0.673,135543,15,10,1.0,882.7046310899086,False,-0.004980409647349609,11,1.0390000000000001,132896,65,0,0.0,2221.720068056271,False,-0.019450041824694498,0.6666666666666666,639327,0.0,0.0,12,0,0,12,12,11.523809523809524,19,31,21,171.0,76.0,11,12,21,858,2.6065044659771957,71.50706688687205
12,21,0,0,0,10.000000000000002,20,10.0,30.96930592405289,32,32.03125,35.13887372996944,5,58.0,37.00000000000001,20,37.0,1,0.36300000000000004,80842,4,10,1.0,349.6930592405289,False,0.03586209954508596,0,0.272,80382,1,14,1.0,443.57028293674045,False,0.03058079503744142,0,0.6140000000000001,101878.0,157,15,1.0,5389.264136025845,False,-0.030388205210821247,0,0.2,107850,0,0,0.0,0.0,False,0.0,2,0.6880000000000002,135899,5,10,1.0,545.6943686498473,False,-0.0036084792424912883,8,1.1080000000000003,132509,70,0,0.0,2459.7211610978607,False,-0.021411037350097428,0.6666666666666666,639360,0.0,0.0,19,0,0,12,7,6.0625,19,31,28,128.0,61.0,10,11,28,1373,2.7733531600097194,74.28042004688177
13,28,0,0,0,10.000000000000002,20,10.0,31.577235222541034,41,34.0,34.86589638488932,11,32.09090909090909,37.00000000000001,20,37.0,16,0.522,81168,3,10,1.0,345.7723522254104,False,0.04000519327101602,1,0.28200000000000003,80756,2,10,1.0,335.7723522254104,False,0.034673530610554705,0,0.6140000000000001,100837.0,188,14,1.0,6424.642771226165,False,-0.03524041367071776,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.6860000000000002,136114,0,9,0.6,333.00000000000006,False,-0.002813448944499323,13,1.2300000000000002,131979,80,0,0.0,2789.2717107911453,False,-0.02408344597815403,0.6,638704,0.0,0.0,14,0,0,16,10,8.297435897435896,18,34,28,192.0,102.0,14,14,28,812,3.073853217996657,77.35427326487843
14,28,0,0,0,10.000000000000002,20,10.0,31.62481854308248,18,32.111111111111114,32.85827684415096,57,28.964912280701753,37.00000000000001,20,37.0,0,0.506,81164,0,18,1.0,569.2467337754846,False,0.04138269532664731,6,0.341,80982,5,10,1.0,366.2481854308248,False,0.037757941143499896,43,1.0440000000000003,100287.0,196,10,1.0,6527.047202885676,False,-0.03986533517438259,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.6860000000000002,134852,45,10,1.0,1848.622457986793,False,-0.006502680064439271,11,1.3270000000000002,131758,82,0,0.0,2694.3787012203784,False,-0.026047712650567507,0.6666666666666666,636893,0.0,0.0,18,0,0,17,8,7.120454545454546,19,36,30,230.0,114.0,15,13,30,599,2.685522243962623,80.03979550884105
15,30,0,0,0,10.000000000000002,20,10.0,31.961308555876904,30,34.0,36.4229653690547,39,50.205128205128204,37.0,20,37.0,0,0.506,81044,2,28,1.0,914.9166395645533,False,0.04205823044778652,20,0.5350000000000001,81312,3,10,1.0,349.61308555876906,False,0.041870896317437116,29,1.2910000000000001,99922.0,216,10,1.0,7267.872301759959,False,-0.03981514927325009,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.686,134276,54,14,1.0,2484.840129928954,False,-0.008389711594303757,14,1.4560000000000002,130352,102,0,0.0,3715.1424676435795,False,-0.03260109586344858,0.6666666666666666,634756,0.0,0.0,15,0,0,13,10,8.912280701754387,21,34,29,227.0,91.0,14,16,29,538,2.6521744930068962,82.69197000184795
16,29,0,0,0,10.000000000000002,20,10.0,31.96360042185089,12,32.0,36.39556462310554,27,36.22222222222222,37.0,20,37.0,0,0.506,81318,3,26,1.0,861.0536109681232,False,0.04521718924824907,0,0.5150000000000001,81222,2,20,1.0,659.2720084370178,False,0.042699790367443764,17,1.4320000000000002,99837.0,218,10,1.0,7332.02053819455,False,-0.040305885312032726,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.6860000000000002,133668,71,14,1.0,3102.0850882404934,False,-0.010580305534553447,10,1.542,130209,102,0,0.0,3712.347591556765,False,-0.03365767536839431,0.6666666666666666,634104,0.0,0.0,19,0,0,10,7,6.333333333333333,24,34,26,213.0,88.0,14,15,26,954,3.4489208750310354,86.14089087687898
17,26,0,0,0,10.000000000000002,20,10.0,32.23469904357985,28,34.0,36.19014333341502,3,24.0,37.0,20,37.0,2,0.526,82118,3,10,1.0,352.3469904357985,False,0.05219369783687792,0,0.5150000000000001,81122,2,30,1.0,987.0409713073956,False,0.04351660212823738,0,1.4150000000000003,98957.0,236,17,1.0,8222.621410952901,False,-0.044336479318716225,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.6860000000000002,134075,61,13,1.0,2688.5987433383166,False,-0.009114993804784281,9,1.622,130018,105,0,0.0,3799.9650500085772,False,-0.034734697801161396,0.6666666666666666,634140,0.0,0.0,18,0,0,11,5,4.166666666666667,22,33,25,160.0,61.0,10,16,25,1223,2.769273108977359,88.91016398585634
18,25,0,0,0,10.000000000000002,20,10.0,31.571985552590977,34,27.88235294117647,35.13321432122493,9,16.0,37.0,20,37.0,0,0.5240000000000001,82092,4,13,1.0,450.4358121836827,False,0.05248833818457324,0,0.5150000000000001,81896,1,13,1.0,420.4358121836827,False,0.04979054244990337,0,1.4150000000000003,98153.0,260,18,1.0,8841.114101455703,False,-0.048923903099417285,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.686,134412,60,10,1.0,2477.992859273496,False,-0.0074196288030091515,7,1.6830000000000003,129943,105,0,0.0,3688.987503728618,False,-0.03568950534618009,0.6666666666666666,634346,0.0,0.0,22,0,0,17,3,3.0,14,31,24,162.0,70.0,11,14,24,1773,2.9790334589779377,91.88919744483428
19,24,0,0,0,10.000000000000002,20,10.0,31.60354940596526,16,32.0,35.53279381532351,51,36.745098039215684,37.00000000000001,20,37.0,3,0.5540000000000002,82396,7,10,1.0,386.0354940596526,False,0.05596350620147576,0,0.5150000000000001,81826,0,21,0.8,663.6745375252705,False,0.05045053532402496,33,1.7450000000000003,97823.0,266,10,1.0,8761.872080139996,False,-0.052351079832452525,0,0.2,107850,0,0,0.0,0.0,False,0.0,6,0.746,133543,88,10,1.0,3496.8858557484687,False,-0.010050540168483179,4,1.7160000000000004,129205,118,0,0.0,4192.869670208174,False,-0.03924607737823073,0.6333333333333333,632643,0.0,0.0,14,0,0,11,11,8.7875,20,31,22,188.0,67.0,11,13,22,533,2.337114522990305,94.22631196782459
20,22,0,0,0,10.000000000000002,20,10.0,31.65774714539905,28,32.035714285714285,34.960832869858955,28,31.178571428571427,37.000000000000014,20,37.0,7,0.6210000000000001,82668,6,10,1.0,376.5774714539905,False,0.059380769392510024,0,0.5150000000000001,82069,1,20,1.0,643.154942907981,False,0.05342629611126154,18,1.8920000000000001,97152.0,284,10,1.0,9340.40851799192,False,-0.05589054929071896,0,0.2,107850,0,0,0.0,0.0,False,0.0,3,0.77,133174,95,10,1.0,3691.2791226366007,False,-0.012039369543641038,7,1.7820000000000005,128964,129,0,0.0,4509.947440211805,False,-0.03984945874872214,0.6666666666666666,631877,0.0,0.0,18,0,0,9,9,6.922875816993464,20,29,23,157.0,95.0,10,12,23,854,2.298887037031818,96.5251990048564
21,23,0,0,0,10.000000000000002,20,10.0,31.81581704585214,15,33.93333333333333,34.960832869858955,0,,37.000000000000014,20,37.0,0,0.6140000000000001,82591,7,19,1.0,674.5005238711907,False,0.06030085232362802,0,0.5150000000000001,82455,0,16,1.0,509.0530727336342,False,0.05750430287381495,0,1.8740000000000003,96643.0,289,20,1.0,9893.987783648447,False,-0.05804363568081385,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,133544,85,10,1.0,3341.6707939380112,False,-0.010611089913518513,10,1.8750000000000002,128823,129,0,0.0,4509.947440211805,False,-0.0408811786477453,0.6666666666666666,631906,0.0,0.0,17,0,0,14,5,5.0,16,30,25,158.0,80.0,11,12,25,1079,2.360928778012749,98.88612778286915
22,25,0,0,0,10.000000000000002,20,10.0,31.97598724153193,47,32.638297872340424,34.960832869858955,0,,37.00000000000001,20,37.0,4,0.6540000000000001,83153,7,10,1.0,389.7598724153193,False,0.06566613737287952,8,0.5950000000000002,82915,0,10,1.0,319.7598724153193,False,0.06217562440811708,0,1.8740000000000003,95109.0,326,30,1.0,11472.996826835179,False,-0.06494669992195094,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,133840,75,12,1.0,3066.0624652394217,False,-0.009453545292359299,12,1.9850000000000003,128636,129,0,0.0,4509.947440211805,False,-0.04224948801737165,0.6666666666666666,631503,0.0,0.0,17,0,0,14,7,6.166666666666666,20,34,27,207.0,96.0,12,13,27,1390,2.5364472399814986,101.42257502285065
23,27,0,0,0,10.000000000000002,20,10.0,32.28942163478652,55,33.527272727272724,34.32238919151334,17,27.11764705882353,37.00000000000001,20,37.0,3,0.6800000000000002,83421,4,10,1.0,362.8942163478652,False,0.06892097258955061,32,0.907,83031,3,10,1.0,352.8942163478652,False,0.0638705966881544,0,1.8740000000000003,93726.0,371,23,1.0,12768.790377910605,False,-0.07176267789563932,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,134047,74,13,1.0,3020.856800171987,False,-0.008104281271093505,11,2.0830000000000006,128132,137,0,0.0,4702.167319237327,False,-0.045234085833105356,0.6666666666666666,630207,0.0,0.0,16,0,0,10,10,8.516483516483516,23,33,30,171.0,123.0,11,16,30,994,2.48727774299914,103.90985276584979
24,30,0,0,0,10.000000000000002,20,10.0,32.27807136986546,10,32.0,33.505193394573155,19,25.42105263157895,37.0,20,37.0,0,0.677,83651,3,10,1.0,352.7807136986546,False,0.07179704338016323,0,0.8750000000000002,82921,4,20,1.0,685.5614273973092,False,0.06459086474835897,0,1.8740000000000003,93889.0,371,14,1.0,12444.23718574411,False,-0.0717559703952522,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,134195,64,19,1.0,2847.332377252682,False,-0.007656194427056332,16,2.2320000000000007,127342,156,0,0.0,5226.810169553412,False,-0.049095195662556566,0.6666666666666666,629848,0.0,0.0,17,0,0,15,7,7.0,22,37,28,230.0,122.0,14,16,28,1151,2.728900428977795,106.63875319482759
25,28,0,0,0,10.000000000000002,20,10.0,32.003506133280396,3,11.0,34.71819110341472,53,38.9811320754717,36.99999999999999,20,37.0,0,0.6770000000000002,83551,3,20,1.0,670.0701226656079,False,0.07254686060109453,0,0.8750000000000002,82854,4,27,1.0,904.0946655985707,False,0.0651312756712433,39,2.2640000000000007,93897.0,364,10,1.0,11996.458143548212,False,-0.0737577276608798,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,132351,107,23,1.0,4565.846448065375,False,-0.014861718625597762,14,2.3560000000000008,127097,156,0,0.0,5416.037812132696,False,-0.050195595755560284,0.6666666666666666,627600,0.0,0.0,13,0,0,18,10,9.363636363636363,18,36,27,231.0,81.0,16,12,27,455,3.7963526119710878,110.43510580679867
26,27,0,0,0,10.000000000000002,20,10.0,31.67148482834721,29,29.275862068965516,37.08931404173164,27,56.0,36.99999999999999,20,37.0,4,0.7170000000000001,84085,6,10,1.0,376.7148482834721,False,0.07749907206236559,0,0.8750000000000002,82865,1,32,1.0,1023.4875145071107,False,0.0660351833127085,17,2.3950000000000005,93965.0,383,10,1.0,12501.071829674298,False,-0.07078779865705007,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,132610,97,26,1.0,4559.663462047969,False,-0.012989194519269788,13,2.472000000000001,125369,183,0,0.0,6787.344469636891,False,-0.05782261563078739,0.6666666666666666,626744,0.0,0.0,14,0,0,15,8,6.962962962962963,18,33,27,197.0,114.0,13,14,27,924,3.5179088500444777,113.95301465684315
27,27,0,0,0,10.000000000000002,20,10.0,31.823729427703963,15,34.0,37.08931404173164,0,,36.99999999999999,20,37.0,5,0.7630000000000003,84355,7,10,1.0,388.2372942770396,False,0.08102488936657438,0,0.8750000000000002,82775,0,42,1.0,1336.5966359635665,False,0.06688613407126505,0,2.3780000000000006,93455.0,388,20,1.0,13089.39329878377,False,-0.0727890899453696,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,132906,87,28,1.0,4262.770321630653,False,-0.011909522110157538,12,2.5790000000000006,125182,183,0,0.0,6787.344469636891,False,-0.05919092500041385,0.6666666666666666,626523,0.0,0.0,16,0,0,10,6,5.333333333333333,27,37,30,253.0,80.0,15,12,30,496,3.257918603019789,117.21093325986294
28,30,0,0,0,10.000000000000002,20,10.0,31.93699243562677,22,33.0,37.023215911743534,61,36.78688524590164,36.99999999999999,20,37.0,1,0.768,84612,4,10,1.0,359.3699243562677,False,0.08412628448547703,0,0.8750000000000002,83018,3,41,1.0,1339.4166898606975,False,0.07001110245141853,41,2.7880000000000007,93538.0,400,10,1.0,13145.029133368143,False,-0.07176157100895625,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,131470,120,28,1.0,5478.785909409224,False,-0.017968075551863215,10,2.6670000000000007,124602,201,0,0.0,7441.6663982604505,False,-0.06104098928672136,0.6666666666666666,625090,0.0,0.0,22,0,0,15,7,6.053488372093023,19,34,31,275.0,102.0,16,14,31,1414,2.910893947992008,120.12182720785495
29,31,0,0,0,10.000000000000002,20,10.0,32.10597410003681,59,32.69491525423729,37.023215911743534,0,,36.99999999999999,20,37.0,5,0.8170000000000002,84916,1,10,1.0,331.0597410003681,False,0.08783217243517845,3,0.9050000000000002,84230,6,10,1.0,381.0597410003681,False,0.0793807839014496,0,2.7470000000000008,91609.0,449,20,1.0,15156.046689151399,False,-0.08032430834885763,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,131914,110,26,1.0,5034.553750291789,False,-0.016344514871064954,8,2.7370000000000005,124501,201,0,0.0,7441.6663982604505,False,-0.06178002268956773,0.6666666666666666,625020,0.0,0.0,18,0,0,14,7,5.785714285714286,20,34,30,203.0,147.0,12,19,30,1860,2.5646522190072574,122.6864794268622
30,30,0,0,0,10.000000000000002,20,10.0,32.412573640235806,46,34.0,35.154237810167395,29,18.96551724137931,36.99999999999999,20,37.0,0,0.812,84796,3,20,1.0,678.2514728047161,False,0.08851743640876543,36,1.262,84328,4,10,1.0,364.12573640235803,False,0.08052553148111766,9,2.8370000000000006,90280.0,485,10,1.0,16071.64059361604,False,-0.08840222256088999,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,131947,120,27,1.0,5217.508537220087,False,-0.015433693567409102,11,2.8390000000000004,124082,210,0,0.0,7382.389940135153,False,-0.06506278147245033,0.6666666666666666,623283,0.0,0.0,19,0,0,16,11,10.275,20,36,36,259.0,130.0,17,13,36,923,2.7910958860302344,125.47757531289244
31,36,0,0,0,10.000000000000002,20,10.0,32.412573640235806,0,,34.999587030262774,3,22.0,36.99999999999999,20,37.0,0,0.812,84706,2,30,1.0,992.3772092070742,False,0.0893748862655799,0,1.2260000000000002,84218,5,20,1.0,698.2514728047161,False,0.08125512372017545,0,2.8280000000000007,90346.0,475,17,1.0,15990.965458626475,False,-0.08816427696510672,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,132206,110,30,1.0,4959.954573328905,False,-0.014480830595511295,13,2.9580000000000006,123791,213,0,0.0,7454.912037445971,False,-0.06692674775017027,0.6666666666666666,623117,0.0,0.0,16,0,0,18,7,7.0,23,41,29,286.0,145.0,17,19,29,525,2.72660338296555,128.204178695858
32,29,0,0,0,10.000000000000002,20,10.0,32.456372286235236,39,32.743589743589745,34.99960426205143,10,35.0,36.99999999999999,20,37.0,0,0.812,85417,1,15,1.0,496.84558429352853,False,0.09529768823386141,0,1.2260000000000002,84584,6,16,1.0,579.3019565797638,False,0.08517428244118395,0,2.8280000000000007,89419.0,504,17,1.0,16953.004904717433,False,-0.0922994672938459,0,0.2,107850,0,0,0.0,0.0,False,0.0,0,0.7670000000000001,132613,100,29,1.0,4572.9604262051425,False,-0.01291859500894476,9,3.0350000000000006,123322,223,0,0.0,7804.911750437468,False,-0.06907799454711352,0.6666666666666666,623205,0.0,0.0,23,0,0,14,5,5.0,19,33,32,197.0,120.0,13,16,32,2234,2.7360342129832134,130.9402129088412
