index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,12,0,0,0,10.000000000000002,20,10.0,37.23493559031167,13,38.53846153846154,14.037642266855721,11,16.363636363636363,36.99999999999999,20,37.0,0,0.23600000000000002,42278,13,54,1.0,2140.6865218768303,False,0.18321714327269403,0,0.2,41980,6,99,1.0,3746.2586234408554,False,0.19699555933290824,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,11,6.106000000000002,10826.0,485,0,0.0,18058.94376130116,False,-0.6278262065482552,13,3.102000000000001,64598,353,0,0.0,4955.28772020007,False,-0.0958571736274544,7,2.7180000000000004,65749,309,0,0.0,4337.631460458418,False,-0.08450515952620798,0.3333333333333333,279055,0.0,0.0,13,0,0,5,12,12.0,24,29,11,123.0,9.0,9,3,11,701,0.8841207239893265,46.553974179085344
33,11,0,0,0,10.000000000000002,20,10.0,36.6102921628903,16,31.0,13.771002250005415,8,9.75,36.99999999999999,20,37.0,0,0.23600000000000002,42724,8,48,1.0,1837.2940238187346,False,0.19125032787174814,0,0.2,41830,11,109,1.0,4100.521845755044,False,0.19773613175230717,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,6.175000000000002,10124.0,501,0,0.0,18341.75637360804,False,-0.6383340546053604,11,3.199000000000001,64397,359,0,0.0,4943.789807751944,False,-0.09864403596484593,9,2.801,65588,311,0,0.0,4282.781699751684,False,-0.08704502338852037,0.3333333333333333,278287,0.0,0.0,11,0,0,6,12,12.0,23,29,10,71.0,9.0,8,3,10,696,1.12260578898713,47.676579968072474
34,10,0,0,0,10.000000000000002,20,10.0,36.6102921628903,0,,13.672697004466459,8,12.25,36.99999999999999,20,37.0,0,0.23600000000000002,42644,6,58,1.0,2183.396945447638,False,0.19379021925766501,0,0.2,41710,13,119,1.0,4486.624767383946,False,0.1997301120125551,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,6.247000000000002,9938.0,501,0,0.0,18341.75637360804,False,-0.6418204651020801,9,3.278000000000001,64266,361,0,0.0,4935.843618612392,False,-0.10046339912240428,11,2.9020000000000006,65347,317,0,0.0,4334.244950415868,False,-0.08994672280577555,0.3333333333333333,277529,0.0,0.0,12,0,0,3,12,12.0,23,26,10,82.0,28.0,6,4,10,200,0.970463364967145,48.64704333303962
35,10,0,0,0,10.0,20,10.0,36.6102921628903,0,,13.638800992256108,20,13.45,36.99999999999999,20,37.0,0,0.23600000000000002,42544,6,68,1.0,2549.499867076541,False,0.19605715508074756,0,0.2,41610,13,129,1.0,4852.727689012849,False,0.20199704783563785,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,20,6.439000000000001,9363.0,501,0,0.0,18341.75637360804,False,-0.6525983470139827,12,3.389000000000001,64043,364,0,0.0,4964.523561181223,False,-0.1032760216669955,8,2.9710000000000005,65009,334,0,0.0,4555.35953141354,False,-0.09301252556773067,0.3333333333333333,276193,0.0,0.0,9,0,0,4,14,14.0,24,28,9,103.0,6.0,8,2,9,200,0.8673268469865434,49.51437018002616
36,9,0,0,0,10.0,20,10.0,36.55612476400515,14,36.0,13.455762911426635,8,10.75,37.0,20,37.0,0,0.23600000000000002,42938,7,64,1.0,2409.5919848963294,False,0.20490217252014853,0,0.2,41520,12,139,1.0,5201.301342196715,False,0.20429770365483021,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,6.499000000000001,8666.0,515,0,0.0,18826.40425346265,False,-0.661120859855083,8,3.4570000000000007,63941,364,0,0.0,4897.897699759295,False,-0.10509996562902339,12,3.083000000000001,64730,342,0,0.0,4601.870915707909,False,-0.0964598183259338,0.3333333333333333,275419,0.0,0.0,12,0,0,2,12,12.0,23,25,9,74.0,9.0,6,3,9,704,0.905929482949432,50.420299662975594
37,9,0,0,0,10.0,20,10.0,36.976106645082304,26,39.26923076923077,13.78287631837415,10,17.5,37.0,20,37.0,0,0.23600000000000002,43429,6,59,1.0,2241.590292059856,False,0.21601144082405094,0,0.2,41850,13,138,1.0,5232.702717021358,False,0.21373379622531602,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,10,6.591,7445.0,541,0,0.0,20004.073694989525,False,-0.6729702559045031,9,3.5390000000000006,63647,374,0,0.0,5154.7957430719325,False,-0.10733150185967932,11,3.181000000000001,64559,342,0,0.0,4713.74370088396,False,-0.09801081253532315,0.3333333333333333,274554,0.0,0.0,13,0,0,3,12,12.0,25,28,12,55.0,21.0,6,3,12,1221,0.8031768829678185,51.22347654594341
38,12,0,0,0,10.0,20,10.0,37.47531364340446,39,39.41025641025641,14.077364534704943,3,25.0,36.99999999999999,20,37.0,0,0.23600000000000002,43429,4,67,1.0,2550.846014108099,False,0.2202320943076223,0,0.2,43187,15,111,1.0,4309.7598144178955,False,0.23763183500406557,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,3,6.611000000000001,5879.0,580,0,0.0,21735.681913174587,False,-0.6860948274304163,9,3.62,63503,375,0,0.0,5279.011700514354,False,-0.10843536131320612,11,3.280000000000001,64338,344,0,0.0,4842.6133999385,False,-0.10012122474329394,0.3333333333333333,273960,0.0,0.0,14,0,0,2,13,13.0,27,29,14,96.0,22.0,7,5,14,1737,0.8190931970020756,52.04256974294549
39,14,0,0,0,10.0,20,10.0,37.47531364340446,0,,14.077364534704943,0,,37.0,20,37.0,0,0.23600000000000002,43339,3,77,1.0,2915.5991505421434,False,0.2227535641246607,0,0.2,43077,16,121,1.0,4694.51295085194,False,0.23988034925826981,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,6.6080000000000005,5879.0,580,0,0.0,21735.681913174587,False,-0.6860948274304163,11,3.721000000000001,63337,375,0,0.0,5279.011700514354,False,-0.1106729501090868,9,3.3590000000000013,64231,344,0,0.0,4842.6133999385,False,-0.10156352595509655,0.3333333333333333,273487,0.0,0.0,11,0,0,6,9,9.0,27,33,14,105.0,12.0,10,4,14,200,0.9482080129673705,52.99077775591286
40,14,0,0,0,9.999999999999998,20,10.0,37.47531364340446,0,,14.39846407559341,15,16.6,37.0,20,37.0,0,0.23600000000000002,43249,2,87,1.0,3280.352286976188,False,0.22527503394169934,0,0.2,42967,17,131,1.0,5079.266087285984,False,0.24212886351247387,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,15,6.758000000000001,5522.0,580,0,0.0,21735.681913174587,False,-0.6927864862870236,6,3.770000000000001,63096,384,0,0.0,5529.010205027869,False,-0.11223657645525577,14,3.4900000000000007,63904,350,0,0.0,5039.462426457693,False,-0.1046445979318634,0.3333333333333333,272362,0.0,0.0,9,0,0,4,14,14.0,24,28,14,126.0,12.0,10,4,14,200,0.9914573680143803,53.98223512392724
41,14,0,0,0,9.999999999999998,20,10.0,37.47531364340446,0,,14.037356054817154,8,9.25,37.0,20,37.0,0,0.23600000000000002,43129,4,97,1.0,3675.105423410233,False,0.22738707041448622,0,0.2,42887,15,141,1.0,5434.019223720029,False,0.24478681111092948,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,6.823000000000002,5312.0,580,0,0.0,21735.681913174587,False,-0.6967227562026749,6,3.824000000000001,63010,390,0,0.0,5474.568861378691,False,-0.11376272890547753,14,3.616000000000001,63596,352,0,0.0,4941.149331295638,False,-0.10945887196344622,0.3333333333333333,271558,0.0,0.0,9,0,0,7,13,13.0,24,31,13,93.0,14.0,9,5,13,200,1.2283964210073464,55.210631544934586
42,13,0,0,0,9.999999999999998,20,10.0,37.45189166921656,31,37.32258064516129,13.835836153452263,8,11.25,37.0,20,37.0,0,0.23600000000000002,43923,3,83,1.0,3138.5070085449743,False,0.24173636598625628,0,0.2,43050,16,144,1.0,5553.072400367184,False,0.2508607981270769,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,6.895000000000001,3961.0,611,0,0.0,22883.105809891316,False,-0.7112923541715902,13,3.948000000000001,62792,390,0,0.0,5395.976099846383,False,-0.11723094275380869,7,3.6720000000000006,63427,360,0,0.0,4980.9010152428145,False,-0.11146898368148851,0.3333333333333333,270777,0.0,0.0,12,0,0,3,11,11.0,22,25,14,76.0,21.0,6,7,14,1357,0.9499070880119689,56.160538632946555
43,14,0,0,0,9.999999999999998,20,10.0,37.59330166053415,19,38.94736842105263,12.813951761063146,12,4.333333333333333,37.0,20,37.0,0,0.23600000000000002,44033,6,87,1.0,3330.617244466471,False,0.24736075505604418,0,0.2,43480,13,141,1.0,5430.655534135315,False,0.2609271690978178,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,12,7.007000000000001,2810.0,630,0,0.0,23683.780046136515,False,-0.7253628861655435,11,4.045000000000001,62607,395,0,0.0,5061.5109456199425,False,-0.12197884436882511,9,3.7550000000000012,63269,367,0,0.0,4702.7202963101745,False,-0.1154735984989946,0.3333333333333333,269823,0.0,0.0,11,0,0,5,14,14.0,21,26,13,74.0,18.0,8,6,13,940,1.0268848729901947,57.18742350593675
44,13,0,0,0,9.999999999999998,20,10.0,37.67058785183756,6,40.0,12.935369551227854,3,17.0,37.0,20,37.0,0,0.23600000000000002,43913,8,97,1.0,3734.0470216282433,False,0.24959120839649854,0,0.2,43640,11,145,1.0,5572.235238516446,False,0.26722670649793157,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,3,7.025,2519.0,636,0,0.0,23958.49387376869,False,-0.7282427940602747,8,4.114000000000001,62507,395,0,0.0,5109.470972735003,False,-0.12300355201898582,12,3.866000000000001,63041,370,0,0.0,4786.086733954306,False,-0.11798504634265906,0.3333333333333333,269244,0.0,0.0,13,0,0,3,9,9.0,23,26,14,87.0,18.0,7,6,14,440,0.9805912409792654,58.168014746916015
45,14,0,0,0,10.0,20,10.0,37.56018572558543,26,36.84615384615385,13.326687905189107,14,15.928571428571429,37.0,20,37.0,0,0.23600000000000002,44227,9,95,1.0,3658.2176439306154,False,0.2571271105460561,0,0.2,44084,10,141,1.0,5395.986187307545,False,0.2769405255391902,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,14,7.162,1245.0,662,0,0.0,24864.842950337552,False,-0.7436284634457586,4,4.146000000000001,62284,404,0,0.0,5383.9819136964,False,-0.12415934116694036,16,4.014000000000001,62692,375,0,0.0,4997.507964445916,False,-0.12126445358050657,0.3333333333333333,268156,0.0,0.0,15,0,0,3,12,12.0,23,26,15,83.0,21.0,7,7,15,1158,1.011547737987712,59.17956248490373
46,15,0,0,0,10.0,20,10.0,37.53992756271465,1,34.0,13.68487278946111,8,18.0,37.0,20,37.0,0,0.23600000000000002,44147,7,105,1.0,4011.6923940850384,False,0.259767611012188,0,0.2,43998,12,150,1.0,5750.9891344071975,False,0.2794381091604869,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,8,7.228000000000001,1083.0,663,0,0.0,24888.971974079814,False,-0.7464388755943785,11,4.252000000000001,61973,412,0,0.0,5638.167589257977,False,-0.12663830867093978,9,4.088000000000001,62571,375,0,0.0,5131.827296047916,False,-0.12199019170442313,0.3333333333333333,267396,0.0,0.0,12,0,0,3,12,12.0,25,28,15,88.0,24.0,7,8,15,234,0.9858137239934877,60.165376208897214
47,15,0,0,0,10.0,20,10.0,37.42632264535083,14,36.142857142857146,13.330264605755634,7,8.571428571428571,37.0,20,37.0,0,0.23600000000000002,44037,8,115,1.0,4384.027104215345,False,0.26184664133932944,0,0.2,44414,11,146,1.0,5574.243106221221,False,0.2883808699942847,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,7,7.290000000000002,384.0,677,0,0.0,25337.620430902512,False,-0.7553362658772023,11,4.351000000000001,61780,416,0,0.0,5545.3900759943435,False,-0.12986513758479012,9,4.1690000000000005,62413,378,0,0.0,5038.840020975629,False,-0.12474665358502418,0.3333333333333333,266652,0.0,0.0,14,0,0,4,13,13.0,24,28,15,105.0,21.0,8,7,15,706,1.0738442730507813,61.239220481947996
48,15,0,0,0,10.0,20,10.0,37.503496198061626,12,38.5,13.365041479816185,16,13.5625,37.0,20,37.0,0,0.23600000000000002,43917,10,125,1.0,4787.9370247577035,False,0.2640836475701182,0,0.2,44796,9,144,1.0,5490.503452520874,False,0.2976649122791909,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,16,7.443000000000002,-607.0,689,0,0.0,25839.90888046446,False,-0.7692042279244193,11,4.450000000000001,61531,419,0,0.0,5599.9523800429815,False,-0.13285378583819948,9,4.250000000000001,62162,391,0,0.0,5225.731218608128,False,-0.126870400349063,0.3333333333333333,265423,0.0,0.0,10,0,0,3,13,12.35135135135135,22,25,17,77.0,27.0,6,9,17,440,1.0808322240482084,62.320052705996204
49,17,0,0,0,10.0,20,10.0,37.53447829975924,10,38.0,13.365041479816185,0,,37.00000000000001,20,37.0,0,0.23600000000000002,43797,12,135,1.0,5187.154570467498,False,0.26625661331023437,0,0.2,45096,7,144,1.0,5474.964875165331,False,0.3056415121078356,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.427000000000002,-2277.0,699,0,0.0,26236.60033153171,False,-0.796789125290237,9,4.529000000000001,61415,419,0,0.0,5599.9523800429815,False,-0.13441740210520045,11,4.351000000000001,61991,391,0,0.0,5225.731218608128,False,-0.12917538639783166,0.3333333333333333,263646,0.0,0.0,11,0,0,5,12,13.723684210526315,24,29,17,97.0,24.0,9,8,17,200,1.2337021899875253,63.55375489598373
50,17,0,0,0,10.0,20,10.0,37.53447829975924,0,,14.456709233364414,11,24.0,37.00000000000001,20,37.0,0,0.23600000000000002,43677,14,145,1.0,5582.49935346509,False,0.2683767244440589,0,0.2,45016,5,154,1.0,5830.309658162923,False,0.3083075343673289,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,11,7.537000000000002,-2569.0,699,0,0.0,26236.60033153171,False,-0.802262414887238,13,4.650000000000001,60927,430,0,0.0,6216.384970346698,False,-0.13684078766935784,7,4.410000000000001,61908,391,0,0.0,5652.573310245486,False,-0.1274173823564406,0.3333333333333333,262583,0.0,0.0,11,0,0,8,12,12.0,25,33,14,104.0,18.0,11,6,14,200,1.3269214449683204,64.88067634095205
51,14,0,0,0,10.000000000000002,20,10.0,37.50622666661368,12,37.166666666666664,14.516228480562917,16,14.875,37.0,20,37.0,0,0.23600000000000002,43567,15,155,1.0,5963.46513332512,False,0.27057354969599745,0,0.2,45372,4,152,1.0,5740.946453325279,False,0.31680514321057535,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,16,7.686000000000001,-15803.0,711,0,0.0,26666.927159962324,False,-1.0462893424558357,11,4.747000000000001,60522,446,0,0.0,6474.237902331061,False,-0.14056210722679807,9,4.493000000000001,61788,391,0,0.0,5675.8453359001005,False,-0.12887806936592597,0.3333333333333333,249070,0.0,0.0,11,0,0,3,16,114.51045519203413,23,26,14,76.0,38.0,6,8,14,200,0.8786231689737178,65.75929950992577
52,14,0,0,1,10.000000000000002,20,10.0,37.52383724133217,1,40.0,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,43487,17,164,1.0,6323.909307578476,False,0.2733091673160072,0,0.2,45292,2,162,1.0,6098.861633095811,False,0.31950624567496205,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,12,4.856000000000002,60332,446,0,0.0,6474.237902331061,False,-0.143123202836541,8,4.564000000000001,61684,391,0,0.0,5675.8453359001005,False,-0.1302799322259958,0.3333333333333333,264419,0.0,0.125,10,0,0,4,16,525.2100877192983,26,30,10,80.0,18.0,8,6,10,200,1.0152910410542972,66.77459055098007
53,10,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,43357,20,174,1.0,6729.147679991797,False,0.2752913484003685,0,0.2,45222,0,171,0.9,6416.5761682678,False,0.32193165422354786,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,4.954000000000001,60164,446,0,0.0,6474.237902331061,False,-0.1453877505335769,9,4.646000000000002,61562,391,0,0.0,5675.8453359001005,False,-0.13192442519646233,0.31666666666666665,263929,0.0,0.125,10,0,0,4,13,13.0,19,23,7,58.0,15.0,5,5,7,200,0.9554060279624537,67.72999657894252
54,7,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,43217,24,184,1.0,7144.386052405119,False,0.2771370517033125,0,0.2,45162,0,177,0.6,6641.719191715793,False,0.32336662288071555,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,12,5.063000000000001,59981,446,0,0.0,6474.237902331061,False,-0.14785448998927667,8,4.717000000000001,61461,391,0,0.0,5675.8453359001005,False,-0.13328584970479937,0.26666666666666666,263445,0.0,0.125,10,0,0,3,13,1340.083885640026,21,24,7,39.0,12.0,3,4,7,200,0.7861019049887545,68.51609848393127
55,7,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,43087,27,194,1.0,7549.62442481844,False,0.27911923278767387,0,0.2,45092,0,184,0.7,6904.386052405119,False,0.32504075298074453,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,5.161000000000002,59818,446,0,0.0,6474.237902331061,False,-0.15005164043342456,9,4.799000000000001,61342,391,0,0.0,5675.8453359001005,False,-0.1348899043235331,0.2833333333333333,262963,0.0,0.125,9,0,0,3,14,226.52960287428812,20,23,7,24.0,12.0,3,4,7,200,0.9690475140232593,69.48514599795453
56,7,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,42997,26,204,1.0,7914.862797231762,False,0.28164732499770395,0,0.2,44982,1,194,1.0,7289.62442481844,False,0.32729588962794026,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,5.240000000000002,59699,446,0,0.0,6474.237902331061,False,-0.1516556950521583,11,4.900000000000001,61179,391,0,0.0,5675.8453359001005,False,-0.137087054767681,0.3333333333333333,262481,0.0,0.125,10,0,0,4,10,83.56793945648435,22,26,6,27.0,9.0,4,3,6,200,1.0306557180010714,70.5158017159556
57,6,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.0,20,37.0,0,0.23600000000000002,42957,20,214,1.0,8230.101169645084,False,0.28485780611482,0,0.2,44822,7,204,1.0,7724.862797231762,False,0.32886863736805005,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,14,5.371000000000001,59446,446,0,0.0,6474.237902331061,False,-0.1550659960482897,6,4.949000000000001,61112,391,0,0.0,5675.8453359001005,False,-0.13799017795637983,0.3333333333333333,261961,0.0,0.125,11,0,0,5,12,108.20422852001799,21,26,4,45.0,3.0,5,1,4,200,0.8139485139981844,71.32975022995379
58,4,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42797,26,224,1.0,8665.339542058406,False,0.28643055385492977,0,0.2,44782,1,214,1.0,8040.101169645084,False,0.3320791184851661,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,5.467000000000001,59283,446,0,0.0,6474.237902331061,False,-0.15726314649243758,9,5.033000000000001,60995,391,0,0.0,5675.8453359001005,False,-0.13956727367395838,0.3333333333333333,261481,0.0,0.125,12,0,0,3,12,833.6229819563154,19,22,5,39.0,3.0,3,1,5,200,0.7323214859934524,72.06207171594724
59,5,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42687,27,234,1.0,9050.577914471727,False,0.2886856905021253,0,0.2,44692,0,224,1.0,8405.339542058406,False,0.33460721069519617,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,13,5.586000000000003,59058,446,0,0.0,6474.237902331061,False,-0.16029602287239636,7,5.094000000000001,60916,391,0,0.0,5675.8453359001005,False,-0.14063215026958834,0.3333333333333333,260977,0.0,0.125,12,0,0,3,12,116.22124756335283,19,22,4,24.0,6.0,3,2,4,200,0.7950118070002645,72.8570835229475
60,4,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42567,29,244,1.0,9445.816286885049,False,0.29080434936790384,0,0.2,44612,0,232,0.8,8705.530239989062,False,0.3365205022380864,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,9,5.663000000000002,58949,446,0,0.0,6474.237902331061,False,-0.16176528298535414,11,5.197000000000002,60756,391,0,0.0,5675.8453359001005,False,-0.14278886236200344,0.3,260508,0.0,0.125,10,0,0,2,9,1197.1222222222223,19,21,5,36.0,6.0,2,2,5,200,0.5923697729595006,73.449453295907
61,5,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42477,28,254,1.0,9811.05465929837,False,0.2933324415779339,0,0.2,44502,1,242,1.0,9090.768612402384,False,0.3387756388852821,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,5.764000000000001,58784,446,0,0.0,6474.237902331061,False,-0.16398939233065724,9,5.276000000000002,60633,391,0,0.0,5675.8453359001005,False,-0.14444683478304757,0.3333333333333333,260020,0.0,0.125,12,0,0,2,10,10.0,19,21,4,21.0,9.0,2,3,4,200,0.6711808909894899,74.1206341868965
62,4,0,0,0,10.000000000000002,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42357,30,264,1.0,10206.293031711692,False,0.29545110044371226,0,0.2,44422,0,251,0.9,9418.483147574374,False,0.34106456965245074,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000001,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,12,5.873000000000002,58589,446,0,0.0,6474.237902331061,False,-0.16661788519328816,8,5.347000000000001,60534,391,0,0.0,5675.8453359001005,False,-0.14578130039022943,0.31666666666666665,259526,0.0,0.125,9,0,0,3,10,10.0,19,22,4,39.0,3.0,3,1,4,200,0.6792083270265721,74.79984251392307
63,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.00000000000001,20,37.0,0,0.23600000000000002,42267,29,274,1.0,10571.531404125013,False,0.29797919265374234,0,0.2,44312,1,261,1.0,9803.721519987696,False,0.3433197062996465,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,13,5.991000000000001,58382,446,0,0.0,6474.237902331061,False,-0.1694081314628502,7,5.409000000000001,60452,391,0,0.0,5675.8453359001005,False,-0.14688661533759217,0.3333333333333333,259037,0.0,0.125,8,0,0,2,10,10.0,18,20,4,21.0,6.0,2,2,4,200,0.6835087169893086,75.48335123091238
64,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,42157,30,284,1.0,10956.769776538335,False,0.3002343293009381,0,0.2,44222,0,271,1.0,10168.959892401017,False,0.34584779850967656,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,11,6.088000000000001,58213,446,0,0.0,6474.237902331061,False,-0.17168615861046366,9,5.492000000000002,60335,391,0,0.0,5675.8453359001005,False,-0.14846371105517073,0.3333333333333333,258551,0.0,0.125,9,0,0,2,10,10.0,22,24,4,21.0,6.0,2,2,4,200,0.7205769689753652,76.20392819988774
65,4,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,42047,31,294,1.0,11342.008148951658,False,0.3024894659481338,0,0.2,44132,0,280,0.9,10506.674427573007,False,0.348000251495428,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,10,6.177000000000001,58078,446,0,0.0,6474.237902331061,False,-0.17350588443843892,10,5.583000000000001,60192,391,0,0.0,5675.8453359001005,False,-0.15039127248776674,0.31666666666666665,258073,0.0,0.125,10,0,0,2,9,9.0,16,18,5,36.0,6.0,2,2,5,200,0.6741532059968449,76.87808140588459
66,5,0,0,0,10.0,20,10.0,37.52383724133217,0,,14.516228480562917,0,,37.000000000000014,20,37.0,0,0.23600000000000002,41947,31,304,1.0,11717.24652136498,False,0.3048810803767467,0,0.2,44032,0,290,1.0,10881.912799986329,False,0.3503918659240409,0,0.2,53624,0,0,0.0,0.0,False,0.005135895032802249,0,7.670000000000002,-47524.88888888889,712,0,0.0,26716.972115828503,True,-1.6404199218551947,8,6.247000000000002,57979,446,0,0.0,6474.237902331061,False,-0.17484035004562076,12,5.6930000000000005,59995,391,0,0.0,5675.8453359001005,False,-0.15304672425155283,0.3333333333333333,257577,0.0,0.125,10,0,0,3,11,11.0,21,24,4,24.0,6.0,3,2,4,200,0.8624834590009414,77.74056486488553
