index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,13,0,0,0,10.000000000000002,20,10.0,23.165961721828978,15,6.0,35.0283247386595,6,16.0,39.999999999999986,18,40.0,0,0.30800000000000005,23036,7,61,1.0,1483.1236650315677,False,0.2872218402184812,15,0.8720000000000001,13662,307,0,0.0,3070.0000000000005,False,-0.17729536595928974,0,1.0910000000000002,27222,22,45,1.0,2085.9257711199148,False,0.0219452919791727,0,0.2,27675,0,22,0.0,770.623144250509,False,0.01454593868411506,0,0.9290000000000003,36089,0,48,1.0,1919.9999999999993,False,-0.017658756462945777,5,2.5180000000000007,27200,169,0,0.0,5919.786880833455,False,-0.20032100118210985,0.5,154884,0.0,0.0,19,0,0,5,4,4.0,27,32,16,107.0,45.0,8,5,16,816,0.9135106279863976,43.27861000580015
31,16,0,0,0,10.000000000000002,20,10.0,24.603765746144255,27,30.814814814814813,34.4609972860317,4,16.0,39.999999999999986,18,40.0,0,0.30800000000000005,23788,5,44,1.0,1132.5656928303472,False,0.31844320303243695,0,0.8570000000000002,13542,319,0,0.0,3190.0000000000005,False,-0.18054352533564313,0,1.0910000000000002,26454,39,51,1.0,2717.0577256872425,False,0.005587130770251682,0,0.2,27675,0,22,0.0,758.1419402926974,False,0.01432030407644621,0,0.9290000000000003,36369,0,41,0.0,1639.9999999999993,False,-0.013946705554819038,11,2.6230000000000007,26956,173,0,0.0,5961.7525304834835,False,-0.206234223379511,0.3333333333333333,154784,0.0,0.0,21,0,0,6,6,6.0,25,31,18,127.0,69.0,8,8,18,1376,0.9514812789857388,44.230091284785885
32,18,0,0,0,10.000000000000002,20,10.0,22.308973838451863,28,11.714285714285714,34.15613626284004,18,32.111111111111114,39.99999999999999,7,40.0,0,0.30800000000000005,23998,5,44,1.0,1031.594848891882,False,0.3270786825706984,18,1.0370000000000001,13010,329,0,0.0,3290.0000000000005,False,-0.20663707232568213,0,1.0910000000000002,26704,57,43,1.0,2740.325368093878,False,0.015046738160638506,0,0.2,27675,0,22,0.0,751.434997782481,False,0.014199056290810657,0,0.9290000000000003,36069,0,51,1.0,2039.9999999999995,False,-0.01659817048919528,7,2.6820000000000004,26586,181,0,0.0,6182.260663574048,False,-0.21312129572353117,0.5,154042,0.0,0.0,17,0,0,16,5,5.0,17,33,20,157.0,45.0,13,5,20,1088,1.0020217929850332,45.23211307777092
33,20,0,0,0,10.000000000000002,20,10.0,22.216873861721876,14,21.285714285714285,33.84797877170182,10,30.0,39.99999999999999,20,40.0,0,0.30800000000000005,24156,8,45,1.0,1079.7593237774845,False,0.3369358846843191,5,1.0690000000000002,12825,336,0,0.0,3360.0000000000005,False,-0.21475747076656562,0,1.0910000000000002,26706,61,43,1.0,2810.6923927482126,False,0.01639114167235905,0,0.2,27675,0,22,0.0,744.65553297744,False,0.014076497450600946,0,0.9290000000000003,36469,0,44,0.5,1759.9999999999998,False,-0.009704361659817048,8,2.755000000000001,26258,186,0,0.0,6295.724051536538,False,-0.2203138797356948,0.4166666666666667,154089,0.0,0.0,22,0,0,16,5,5.0,22,38,18,152.0,52.0,13,7,18,1268,1.2378270690096542,46.46994014678057
34,18,0,0,0,10.000000000000002,20,10.0,23.40971814035109,22,31.0,32.75185078099164,28,28.0,40.0,16,40.0,0,0.30800000000000005,24718,10,33,1.0,872.5206986315859,False,0.36175077681441054,0,1.0640000000000003,12745,344,0,0.0,3440.0000000000005,False,-0.21692291035080122,0,1.0910000000000002,26808,73,25,1.0,2527.7056937704206,False,0.01496322390936471,0,0.2,27675,0,22,0.0,720.540717181816,False,0.013640550965033898,0,0.9290000000000003,36189,14,43,1.0,2178.525910933883,False,-0.011579929591225236,5,2.7970000000000006,26138,190,0,0.0,6222.851648388411,False,-0.2244617307651013,0.5,154273,0.0,0.0,23,0,0,8,3,3.0,24,32,16,159.0,51.0,10,8,16,2106,1.115851629001554,47.58579177578213
35,16,0,0,0,10.0,20,10.0,23.40971814035109,0,,32.561338932604066,10,30.0,40.0,9,40.0,0,0.30800000000000005,24588,13,43,1.0,1136.6178800350967,False,0.3618616792993476,0,1.0640000000000003,12675,351,0,0.0,3510.0,False,-0.21881766998700736,0,1.0910000000000002,27108,63,25,1.0,2288.8457161572205,False,0.0214918959461498,0,0.2,27675,0,22,0.0,716.3494565172895,False,0.013564781555377969,0,0.9290000000000003,35969,9,53,1.0,2413.0520503934367,False,-0.014303963271994716,9,2.882000000000001,25922,195,0,0.0,6349.461091857793,False,-0.22851039252475414,0.5,153937,0.0,0.0,12,0,0,7,5,5.0,22,29,17,132.0,36.0,9,7,17,500,1.3162482880288735,48.902040063811
36,17,0,0,0,10.0,20,10.0,23.40971814035109,0,,31.94795879329595,5,16.0,40.0,9,40.0,0,0.30800000000000005,24528,9,53,1.0,1330.7150614386078,False,0.3638673414204906,0,1.064,12535,365,0,0.0,3650.0,False,-0.22260718925941966,0,1.0910000000000002,27188,53,30,1.0,2199.153825237486,False,0.022762922576424333,0,0.2,27675,0,22,0.0,702.8550934525109,False,0.013320831105873742,0,0.9290000000000003,35969,0,62,0.9,2480.0,False,-0.013416412567943788,9,2.963000000000001,25706,200,0,0.0,6389.5917586591895,False,-0.23370553150392165,0.48333333333333334,153601,0.0,0.0,12,0,0,12,6,6.0,11,23,18,143.0,33.0,11,6,18,280,2.4762685680179857,51.378308631828986
37,18,0,0,0,10.0,20,10.0,21.45805235370215,23,9.08695652173913,31.53189140997376,33,30.0,40.0,9,40.0,0,0.30800000000000005,24600,11,57,1.0,1333.1089841610226,False,0.36782993135992376,17,1.2340000000000002,12017,373,0,0.0,3730.0,False,-0.24848419229103508,3,1.1210000000000002,27861,66,10,1.0,1731.5503694440795,False,0.03864253325338198,0,0.2,27675,0,22,0.0,693.7016110194227,False,0.013155354888629395,0,0.9290000000000003,34979,23,72,1.0,3605.2335024293966,False,-0.024748329544883988,9,3.0440000000000005,25570,200,0,0.0,6306.378281994752,False,-0.2384147118918898,0.5,152702,0.0,0.0,12,0,0,14,8,7.090909090909091,10,24,18,167.0,36.0,11,7,18,392,1.7025902420282364,53.08089887385722
38,18,0,0,0,10.0,20,10.0,21.23119455104175,2,4.0,31.53189140997376,0,,40.0,11,40.0,0,0.30800000000000005,24520,9,67,1.0,1512.4900349197972,False,0.36835453754113795,2,1.237,11854,385,0,0.0,3850.0,False,-0.25406019922044176,0,1.118,27853,58,20,1.0,1862.0471121598966,False,0.04071239988719171,0,0.2,27675,0,22,0.0,693.7016110194227,False,0.013155354888629395,0,0.9290000000000003,34979,13,82,1.0,3689.9145883296587,False,-0.023625684895536805,11,3.145000000000001,25380,200,0,0.0,6306.378281994752,False,-0.24345249526720467,0.5,152261,0.0,0.0,11,0,0,15,9,9.0,7,22,16,83.0,27.0,9,9,16,200,1.4641556499991566,54.54505452385638
39,16,0,0,0,10.0,20,10.0,21.23119455104175,0,,31.53189140997376,0,,40.0,20,40.0,0,0.30800000000000005,24420,9,77,1.0,1724.8019804302146,False,0.36868779721822803,0,1.235,11754,395,0,0.0,3950.0,False,-0.25676699870073627,0,1.118,27853,48,30,1.0,1965.0540807492166,False,0.04257455493436283,0,0.2,27675,0,22,0.0,693.7016110194227,False,0.013155354888629395,0,0.9290000000000003,35299,3,84,1.0,3454.5956742299213,False,-0.018260696351187634,12,3.2540000000000004,25172,200,0,0.0,6306.378281994752,False,-0.24896754233070725,0.5,152173,0.0,0.0,14,0,0,4,6,6.0,3,7,17,95.0,27.0,7,9,17,520,1.0139820390031673,55.559036562859546
40,17,0,0,0,9.999999999999998,20,10.0,22.95933176325247,34,30.0,31.53189140997376,0,,40.00000000000001,20,40.0,0,0.30800000000000005,25380,5,53,1.0,1266.844583452381,False,0.40826235879851613,0,1.235,11614,409,0,0.0,4089.999999999999,False,-0.26055651797314855,0,1.118,26833,72,40,1.0,2914.3475433531285,False,0.022856814363893405,0,0.2,27675,0,22,0.0,693.7016110194227,False,0.013155354888629395,0,0.9290000000000003,35619,0,79,0.3,3160.0000000000005,False,-0.013681559061381413,12,3.3620000000000014,24956,200,0,0.0,6306.378281994752,False,-0.25469470658895993,0.3833333333333333,152077,0.0,0.0,17,0,0,2,7,7.0,3,5,16,69.0,36.0,5,12,16,1540,1.806086591037456,57.365123153897
41,16,0,0,0,9.999999999999998,20,10.0,22.610530068703103,15,19.0,32.03408018952873,5,46.0,40.00000000000001,20,40.0,0,0.30800000000000005,25559,5,54,1.0,1270.9686237099675,False,0.41806433043822994,6,1.2950000000000002,11370,419,0,0.0,4189.999999999999,False,-0.2710588999566912,0,1.1180000000000003,26778,77,45,1.0,3182.544423818932,False,0.02571668999600351,0,0.2,27675,0,22,0.0,704.749764169632,False,0.013355082872399157,0,0.9290000000000003,35979,0,70,0.0,2800.0000000000005,False,-0.008908922179504177,11,3.460000000000001,24544,205,0,0.0,6566.98643885339,False,-0.26216377517097456,0.3333333333333333,151905,0.0,0.0,20,0,0,3,7,7.0,2,5,18,51.0,32.0,5,11,18,1069,0.5103616730193608,57.87548482691636
42,18,0,0,0,9.999999999999998,20,10.0,22.23398798735724,3,3.0,31.953860016166853,13,31.153846153846153,40.00000000000001,20,40.0,0,0.30800000000000005,25479,3,64,1.0,1452.9752311908633,False,0.4186600051751534,3,1.3190000000000002,11184,431,0,0.0,4309.999999999999,False,-0.27788003464703337,0,1.118,27174,70,42,1.0,2898.4412797940145,False,0.034898425045086716,0,0.2,27675,0,22,0.0,702.9849203556707,False,0.013323178110414224,0,0.9290000000000003,36014,3,69,1.0,2855.861580048501,False,-0.0072403343490852635,9,3.5390000000000006,24408,205,0,0.0,6550.541303314205,False,-0.26598778598284234,0.5,151934,0.0,0.0,19,0,0,5,7,7.0,2,7,15,91.0,33.0,7,11,15,1045,0.5406771560083143,58.41616198292468
43,15,0,0,0,9.999999999999998,20,10.0,21.790435255690568,3,1.0,31.35580363129727,5,16.0,40.00000000000001,9,40.0,0,0.30800000000000005,25379,3,74,1.0,1642.492208921102,False,0.41837625078283625,3,1.3460000000000003,11012,441,0,0.0,4409.999999999999,False,-0.2844846253789519,0,1.118,27251,63,47,1.0,2846.5201917794775,False,0.03674380272939975,0,0.2,27675,0,22,0.0,689.8276798885399,False,0.013085322147092012,0,0.9290000000000003,35934,0,77,0.8,3080.0000000000005,False,-0.006390030491846745,9,3.620000000000001,24278,205,0,0.0,6427.93974441594,False,-0.2710600590691245,0.4666666666666666,151529,0.0,0.0,11,0,0,5,5,5.0,1,6,12,72.0,27.0,6,9,12,280,0.4576918570091948,58.87385383993387
44,12,0,0,0,9.999999999999998,20,10.0,21.772212479659554,16,21.625,30.624823256851943,6,16.0,40.00000000000001,15,40.0,0,0.30800000000000005,25610,4,73,1.0,1629.3715110151475,False,0.4305265133990674,5,1.3930000000000002,10802,450,0,0.0,4499.999999999999,False,-0.2934170636639238,0,1.118,27001,69,51,1.0,3064.1486471959583,False,0.031639103463662555,0,0.2,27675,0,22,0.0,673.7461116507427,False,0.012794600326320417,0,0.9290000000000003,36174,0,71,0.0,2840.0000000000005,False,-0.003208272570595254,9,3.701000000000001,24048,211,0,0.0,6461.83770719576,False,-0.27670903211990244,0.3333333333333333,151310,0.0,0.0,18,0,0,2,6,6.0,1,3,8,39.0,27.0,3,9,8,877,0.2924326580250636,59.166286497958936
45,8,0,0,0,10.0,20,10.0,21.772212479659554,0,,29.549807013060583,9,16.0,40.0,20,40.0,0,0.30800000000000005,25530,2,83,1.0,1827.093635811743,False,0.4315475756770176,0,1.3880000000000001,10682,462,0,0.0,4620.0,False,-0.2966652230402772,0,1.1180000000000003,27145,59,52,1.0,2821.1505009790644,False,0.03245264482209602,0,0.2,27675,0,22,0.0,650.0957542873329,False,0.012367050298057151,0,0.9290000000000003,36374,0,69,0.5,2760.0,False,0.0010340713244067347,13,3.8220000000000014,23742,215,0,0.0,6353.208507808025,False,-0.2862626473842234,0.4166666666666667,151148,0.0,0.0,17,0,0,1,7,7.0,0,1,5,3.0,21.0,1,7,5,624,0.12413160502910614,59.29041810298804
46,5,0,0,0,10.0,20,10.0,21.622116236428365,1,2.0,30.861350770814948,11,44.0,40.0,20,40.0,0,0.30800000000000005,25460,0,92,0.9,1989.2346937514096,False,0.4321468897182603,1,1.3980000000000001,10529,475,0,0.0,4750.0,False,-0.3014291901255955,0,1.118,27627,50,51,1.0,2655.0347011329804,False,0.046876757197428946,0,0.2,27675,0,22,0.0,678.9497169579289,False,0.01288867085396497,0,0.9290000000000003,36774,0,59,0.0,2360.0,False,0.0063370011931592205,10,3.909000000000001,23104,226,0,0.0,6974.665274204178,False,-0.29494013954389264,0.31666666666666665,151169,0.0,0.0,17,0,0,0,5,5.0,0,0,4,0.0,15.0,0,5,4,1084,0.10086683696135879,59.3912849399494
47,4,0,0,0,10.0,0,,20.981693143456944,4,2.0,31.115928714022257,2,45.0,39.99999999999999,13,40.0,0,0.30800000000000005,25460,0,92,0.0,1930.3157691980389,False,0.43055207257465455,4,1.437,10437,475,0,0.0,4750.0,False,-0.30640970116933736,0,1.118,27709,44,59,1.0,2759.0342924394186,False,0.051721640979814534,0,0.2,27675,0,22,0.0,684.5504317084897,False,0.012989920307117151,0,0.9290000000000003,36974,0,54,0.0,2159.9999999999995,False,0.008988466127535464,8,3.9790000000000014,22902,228,0,0.0,7094.431746797074,False,-0.2987083156993626,0.16666666666666666,151157,0.0,0.0,6,0,0,0,6,6.0,0,0,3,0.0,12.0,0,4,3,290,0.09187538601690903,59.48316032596631
48,3,0,0,0,10.0,0,,20.981693143456944,0,,31.729644774085095,5,44.0,40.0,10,40.0,0,0.30800000000000005,25460,0,92,0.0,1930.3157691980389,False,0.43055207257465455,0,1.4330000000000003,10437,475,0,0.0,4750.0,False,-0.30640970116933736,0,1.118,27929,34,64,1.0,2744.074832418982,False,0.059405503514697096,0,0.2,27675,0,22,0.0,698.0521850298721,False,0.013234004357326553,0,0.9290000000000003,36974,0,54,0.0,2160.0,False,0.008988466127535464,10,4.071000000000001,22524,233,0,0.0,7393.007232361827,False,-0.3047725410001083,0.16666666666666666,150999,0.0,0.0,1,0,0,0,6,6.0,0,0,2,0.0,9.0,0,3,2,220,0.07841961295343935,59.56157993891975
49,2,0,0,0,10.0,0,,20.981693143456944,0,,31.868643698907498,1,45.0,40.0,9,40.0,0,0.30800000000000005,25460,0,92,0.0,1930.3157691980389,False,0.43055207257465455,0,1.4330000000000003,10437,475,0,0.0,4750.0,False,-0.30640970116933736,0,1.1180000000000003,27974,24,73,1.0,2829.971625463214,False,0.06258535731909781,0,0.2,27675,0,22,0.0,701.1101613759649,False,0.013289286307324597,0,0.9290000000000003,36974,0,54,0.0,2160.0,False,0.008988466127535464,9,4.151000000000001,22347,234,0,0.0,7457.262625544355,False,-0.30861377932461415,0.16666666666666666,150867,0.0,0.0,1,0,0,0,6,6.0,0,0,0,0.0,6.0,0,2,0,45,0.06854298000689596,59.630122918926645
