index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
114,26,0,0,0,10.0,20,10.0,23.24437071002333,0,,29.07083724993313,17,34.0,30.999999999999996,17,31.0,0,0.2,48165,33,501,1.0,11975.429725721688,False,0.2226021010737778,0,0.2,50470,5,376,1.0,8789.883386968771,False,0.23868199700820408,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,58234,279,18,1.0,7008.454498595305,False,0.024360830418079564,0,1.622,90724,7,42,1.0,1505.4958607495316,False,-0.016527104195338684,0,1.5050000000000001,86381,16,230,1.0,7595.133395998929,False,-0.030483941148649975,0.8333333333333334,394244,0.0,0.0,12,0,0,3,0,0.0,4,7,27,96.0,117.0,7,19,27,1305,1.35566995292902,163.68342987354845
115,27,0,0,0,10.0,20,10.0,23.411903561939127,24,24.583333333333332,29.07083724993313,0,,30.999999999999996,20,31.0,0,0.2,48399,30,498,1.0,11959.127973845685,False,0.22770108113974757,0,0.2,50626,8,375,1.0,8859.463835727172,False,0.24298945471888533,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.3860000000000015,57644,293,28,1.0,7673.671186646292,False,0.020090187378847574,0,1.6220000000000003,91096,0,37,0.7,1146.9999999999998,False,-0.014454813253918765,0,1.5050000000000001,86629,6,232,1.0,7366.425023499598,False,-0.029047105685705458,0.7833333333333333,394664,0.0,0.0,16,0,0,8,0,0.0,4,12,31,186.0,120.0,12,15,31,1410,1.6160247446969151,165.29945461824536
116,31,0,0,0,10.0,20,10.0,23.698748777532288,15,27.0,28.19689468373446,8,12.0,31.0,20,31.0,0,0.2,48319,28,508,1.0,12318.964378986402,False,0.229956927494033,0,0.2,50911,10,370,1.0,8868.537047686947,False,0.2495263026628016,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,57335,298,30,1.0,7908.133976216655,False,0.016908362172031365,0,1.622,91248,0,37,0.8,1147.0,False,-0.012820650654740147,0,1.5050000000000001,87001,0,226,0.6,7006.0,False,-0.026985185025910078,0.7333333333333333,395084,0.0,0.0,16,0,0,6,0,0.0,1,7,22,111.0,117.0,7,24,22,1321,1.3484478881582618,166.64790250640363
117,22,0,0,0,10.0,20,10.0,23.791762176346225,13,25.0,28.662064244217156,19,32.10526315789474,31.0,20,31.0,0,0.2,48229,27,518,1.0,12594.132807347345,False,0.23103123300913622,0,0.2,51126,11,367,1.0,8841.576718719065,False,0.2540760020626179,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,57620,301,21,1.0,7763.223764208774,False,0.020434907617461185,0,1.6220000000000003,91649,0,24,0.1,744.0,False,-0.010675812243318211,0,1.5050000000000006,86610,8,230,1.0,7359.296513953737,False,-0.02928969556220708,0.6833333333333332,395504,0.0,0.0,16,0,0,6,0,0.0,2,8,25,104.0,46.0,8,14,25,1755,1.2124740276485682,167.8603765340522
118,25,0,0,0,10.0,20,10.0,23.874291040987362,12,25.0,29.039877473322843,18,32.05555555555556,31.000000000000004,14,31.0,0,0.2,48129,27,528,1.0,12875.625669641327,False,0.23195116236923818,0,0.2,51326,11,365,1.0,8824.116229960387,False,0.25839428611699805,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,57897,303,13,1.0,7611.428592572367,False,0.023771599407436263,0,1.622,91506,8,20,1.0,852.3190197865829,False,-0.011630942547430618,0,1.5050000000000006,86610,0,238,0.8,7378.000000000001,False,-0.029189154320854924,0.7999999999999999,395738,0.0,0.0,13,0,0,7,0,0.0,2,9,29,147.0,48.0,9,16,29,1511,1.3038363344967365,169.16421286854893
119,29,0,0,0,10.0,20,10.0,24.133935479416188,22,26.0,29.145828799664205,4,33.0,31.0,20,31.0,0,0.2,48305,28,527,1.0,12998.583997652331,False,0.23731271304328366,0,0.2,51522,10,364,1.0,8884.752514507492,False,0.26350385517471714,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,57457,315,19,1.0,8155.960423209719,False,0.020988555029116635,0,1.6220000000000003,91624,1,23,1.0,742.1458287996642,False,-0.010954556148538581,0,1.5050000000000001,86980,0,226,0.1,7006.0,False,-0.027210957490270284,0.6833333333333332,396158,0.0,0.0,18,0,0,9,0,0.0,2,11,22,168.0,69.0,11,18,22,1524,1.221403126604855,170.38561599515378
120,22,0,0,0,10.0,20,10.0,24.19362887005405,12,25.0,29.438778714827052,15,32.06666666666667,31.000000000000004,20,31.0,0,0.2,48455,33,525,1.0,13031.655156778375,False,0.24107257531413964,0,0.2,51472,5,374,1.0,9098.417197400215,False,0.26478695501998295,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.386000000000001,57638,317,14,1.0,8081.523253814712,False,0.0233741766535151,0,1.622,91996,0,12,0.1,372.00000000000006,False,-0.008944890016556647,0,1.5050000000000001,86747,5,228,1.0,7215.193893574136,False,-0.028591427669092024,0.6833333333333332,396578,0.0,0.0,16,0,0,5,0,0.0,1,6,21,93.0,62.0,6,16,21,1601,1.0192159870639443,171.40483198221773
121,21,0,0,0,10.0,20,10.0,24.23859358150216,4,26.0,29.853420033949256,26,32.0,31.000000000000004,14,31.0,0,0.2,48355,33,535,1.0,13297.647566103655,False,0.24181752834650683,0,0.2,51476,5,380,1.0,9260.66556097082,False,0.2667087977893891,0,0.2,60270,0,0,0.0,0.0,False,0.0,12,3.506000000000001,58054,311,10,1.0,7836.736804186664,False,0.02824570104684468,0,1.6220000000000003,91319,16,17,1.0,1004.6547205431882,False,-0.01282250671649867,0,1.5050000000000001,87026,0,224,0.5,6944.000000000001,False,-0.027049691444298706,0.75,396500,0.0,0.0,13,0,0,4,1,0.9230769230769231,0,4,27,57.0,65.0,4,17,27,1154,1.0669304393231869,172.47176242154092
122,27,0,0,0,10.0,20,10.0,24.37905630864767,15,25.733333333333334,30.526889245073484,43,32.7906976744186,31.000000000000004,13,31.0,0,0.2,48661,31,530,1.0,13230.899843583265,False,0.24797258984019216,0,0.2,51356,7,390,1.0,9577.83196037259,False,0.26757988802262883,0,0.2,60270,0,0,0.0,0.0,False,0.0,33,3.8240000000000007,58012,316,10,1.0,8009.050685983399,False,0.028978353127454774,0,1.622,90896,23,22,1.0,1384.11845263669,False,-0.01533038869075247,0,1.5050000000000001,86442,16,226,1.0,7494.430227921177,False,-0.030369459286122683,0.8333333333333334,395637,0.0,0.0,14,0,0,5,2,1.4117647058823528,2,7,26,111.0,75.0,7,20,26,989,1.0770462090149522,173.54880863055587
123,26,0,0,0,10.000000000000002,20,10.0,24.40395035133255,6,25.0,31.065796160357625,31,34.0,31.000000000000004,20,31.0,0,0.2,48531,34,540,1.0,13518.133189719578,False,0.2482800125270311,0,0.2,51436,4,394,1.0,9655.156438425025,False,0.27025891719261536,0,0.2,60270,0,0,0.0,0.0,False,0.0,21,4.001000000000001,58258,312,10,1.0,7924.690471219332,False,0.03236013332685694,0,1.6220000000000003,90183,44,21,1.0,2017.8950310557357,False,-0.019589013314900303,0,1.5050000000000001,86721,6,227,1.0,7223.394776962146,False,-0.028826871347527552,0.8333333333333334,395399,0.0,0.0,12,0,0,6,2,1.4117647058823528,3,9,31,136.0,81.0,9,17,31,970,1.0664211958646774,174.61522982642055
124,31,0,0,0,10.000000000000002,20,10.0,24.66408475398293,15,27.0,31.065796160357625,0,,31.000000000000004,20,31.0,0,0.2,48836,34,535,1.0,13535.285343380867,False,0.2553595979430256,0,0.2,51336,4,404,1.0,10004.290240609103,False,0.271942408965402,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57853,317,20,1.0,8439.830790219741,False,0.029913977021899296,0,1.622,90648,34,16,1.0,1552.2370694521592,False,-0.01709292649788122,0,1.5050000000000001,86876,0,228,0.6,7068.000000000001,False,-0.027995785580665275,0.7666666666666666,395819,0.0,0.0,14,0,0,8,0,0.0,5,13,31,174.0,84.0,13,18,31,1225,1.3878964399918914,176.00312626641244
125,31,0,0,0,10.000000000000002,20,10.0,24.387065863562817,37,23.37837837837838,31.065796160357625,0,,31.000000000000004,10,31.0,0,0.2,49186,37,525,1.0,13173.209578370479,False,0.2591742439930742,0,0.2,51651,1,397,1.0,9691.66514783444,False,0.275525084639045,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.9800000000000013,56988,344,30,1.0,9321.124541876337,False,0.02287310885910356,0,1.6220000000000003,90958,24,16,1.0,1241.5791078485831,False,-0.015430047585048606,0,1.5050000000000006,86876,0,228,0.0,7068.000000000001,False,-0.027995785580665275,0.6666666666666666,395929,0.0,0.0,12,0,0,6,0,0.0,1,7,29,111.0,117.0,7,24,29,1375,1.327332904562354,177.3304591709748
126,29,0,0,0,10.0,20,10.0,24.387065863562817,0,,30.199381819762383,19,22.0,31.000000000000007,20,31.0,0,0.2,49066,39,535,1.0,13437.080237006106,False,0.2594437070982559,0,0.2,51571,0,406,0.9,9901.148740606504,False,0.2760836784661967,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.9800000000000013,57406,334,21,1.0,8779.46701664499,False,0.025314974420482778,0,1.622,91175,14,19,1.0,1011.7913454766735,False,-0.014332297581672288,0,1.5050000000000006,86861,9,225,1.0,7246.794436377863,False,-0.027195935900091107,0.8166666666666668,396349,0.0,0.0,14,0,0,7,0,0.0,3,10,29,143.0,72.0,10,19,29,1238,1.3014762084931135,178.6319353794679
127,29,0,0,0,10.0,20,10.0,24.387065863562817,0,,29.806706218502196,9,22.0,31.000000000000004,20,31.0,0,0.2,48966,39,545,1.0,13680.950895641736,False,0.25993893951235797,0,0.2,51471,0,416,1.0,10145.019399242132,False,0.2765789108802985,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57604,324,22,1.0,8557.1568766014,False,0.026755905729230093,0,1.6220000000000003,91454,4,20,1.0,739.2268248740089,False,-0.01279792921025867,0,1.5050000000000001,87004,8,224,1.0,7182.4536497480185,False,-0.026004399070311837,0.8333333333333334,396769,0.0,0.0,13,0,0,6,0,0.0,2,8,34,129.0,93.0,8,21,34,1018,1.2113608391955495,179.84329621866345
128,34,0,0,0,10.0,20,10.0,24.32923141478958,15,23.733333333333334,29.806706218502196,0,,31.000000000000004,20,31.0,0,0.2,48866,39,555,1.0,13892.723435208216,False,0.26007183341846585,0,0.2,51727,0,411,1.0,9999.314111478518,False,0.2807138160824341,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57248,329,32,1.0,8958.131734457842,False,0.024175640737164775,0,1.622,91795,0,13,0.4,403.00000000000006,False,-0.010939213451738448,0,1.5050000000000001,87283,0,223,0.8,6913.000000000001,False,-0.024453308104156364,0.7000000000000001,397189,0.0,0.0,14,0,0,6,0,0.0,0,6,31,67.0,114.0,6,28,31,1176,1.1182054486125708,180.96150166727602
129,31,0,0,0,10.0,20,10.0,24.420390411899355,24,25.0,30.007023696687796,17,32.0,31.000000000000007,8,31.0,0,0.2,49076,38,553,1.0,13884.475897780343,False,0.2647198868645197,0,0.2,51917,1,409,1.0,9997.939678466837,False,0.28498791771235676,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57192,343,25,1.0,9126.369503698674,False,0.02464218934543451,0,1.622,91499,7,15,1.0,675.0491658768146,False,-0.01265912031588355,0,1.5050000000000001,87283,0,223,0.0,6913.000000000002,False,-0.024453308104156364,0.6666666666666666,397237,0.0,0.0,12,0,0,3,0,0.0,2,5,34,75.0,93.0,5,26,34,1592,1.056334056891501,182.01783572416753
130,34,0,0,0,10.0,20,10.0,24.420390411899355,0,,30.20039028717314,18,32.0,31.000000000000007,0,,0,0.2,48956,40,563,1.0,14148.679801899338,False,0.26499311179982554,0,0.2,51837,0,418,0.9,10207.723192173931,False,0.2855498971866201,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57768,333,17,1.0,8645.396642044429,False,0.030209031375845644,0,1.622,90923,15,25,1.0,1228.0058543075972,False,-0.01587929852329979,0,1.5050000000000001,87283,0,223,0.0,6913.000000000002,False,-0.024453308104156364,0.65,397037,0.0,0.0,8,0,0,5,0,0.0,2,7,32,81.0,79.0,7,27,32,776,1.0000748056918383,183.01791052985936
131,32,0,0,0,10.0,20,10.0,24.420390411899355,0,,29.44630203205128,11,18.0,31.000000000000007,0,,0,0.2,48856,40,573,1.0,14392.88370601833,False,0.2654921060440513,0,0.2,51737,0,428,1.0,10451.927096292924,False,0.28604889143084605,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57966,323,16,1.0,8358.926935556312,False,0.03111769483620637,0,1.622,90835,11,35,1.0,1408.9093223525642,False,-0.01585293975986112,0,1.5050000000000001,87173,0,228,0.5,7068.000000000002,False,-0.024802717870428106,0.75,396837,0.0,0.0,8,0,0,3,0,0.0,2,5,35,75.0,81.0,5,27,35,398,0.9991012718528509,184.01701180171221
132,35,0,0,0,10.0,20,10.0,24.57217043898293,26,25.5,29.468351127445914,1,33.0,31.000000000000007,0,,0,0.2,49094,40,570,1.0,14406.13715022027,False,0.27101502664326493,0,0.2,51962,0,425,1.0,10443.172436567746,False,0.2910298742077501,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57336,339,25,1.0,9066.67455700136,False,0.026536208370676613,0,1.622,90835,1,45,1.0,1424.468351127446,False,-0.01576930165820503,0,1.5050000000000001,87140,0,229,0.1,7099.000000000002,False,-0.02499086159072828,0.6833333333333332,396637,0.0,0.0,10,0,0,2,0,0.0,0,2,35,36.0,99.0,2,33,35,896,0.8123302347958088,184.82934203650802
133,35,0,0,0,10.0,20,10.0,24.58912361209138,2,26.0,29.516382850729,2,33.0,31.000000000000007,0,,0,0.2,49066,38,578,1.0,14592.513447788819,False,0.2724867749733459,0,0.2,51842,2,435,1.0,10716.26877125975,False,0.29140348103831026,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57350,331,33,1.0,9113.040549676303,False,0.027153148744618365,0,1.622,90802,0,47,0.2,1457.0000000000002,False,-0.015949211946588687,0,1.5050000000000006,87107,0,230,0.1,7130.000000000002,False,-0.025179005311028447,0.55,396437,0.0,0.0,10,0,0,2,0,0.0,0,2,27,21.0,99.0,2,33,27,318,0.7683845954015851,185.5977266319096
134,27,0,0,0,10.0,20,10.0,24.254167621833272,7,17.0,29.516382850729,0,,31.000000000000007,0,,0,0.2,49085,38,581,1.0,14471.67138828513,False,0.2715516152471624,0,0.2,51742,2,445,1.0,10813.104591715806,False,0.2902389157622627,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57231,328,43,1.0,9224.57144254266,False,0.02610396086396761,0,1.622,90802,0,47,0.0,1457.0000000000002,False,-0.015949211946588687,0,1.5050000000000006,87107,0,230,0.0,7130.000000000002,False,-0.025179005311028447,0.5,396237,0.0,0.0,7,0,0,2,0,0.0,0,2,22,21.0,75.0,2,25,22,319,0.49146687611937523,186.08919350802898
135,22,0,0,0,10.0,20,10.0,24.04338675339307,2,9.0,29.542506838697,1,33.0,31.000000000000007,0,,0,0.2,48955,41,591,1.0,14619.641571255304,False,0.27028697052869866,0,0.2,51690,0,452,0.9,10867.610812533667,False,0.28968020694617275,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57246,320,52,1.0,9230.094116698026,False,0.02639865701591189,0,1.622,90769,0,48,0.1,1488.0000000000005,False,-0.016137355666888856,0,1.5050000000000001,87107,0,230,0.0,7130.000000000002,False,-0.025179005311028447,0.5,396037,0.0,0.0,8,0,0,0,0,0.0,0,0,16,0.0,66.0,0,22,16,251,0.2772863069549203,186.3664798149839
136,16,0,0,0,10.0,16,10.0,24.04338675339307,0,,29.599180352804638,2,33.0,31.000000000000007,0,,0,0.2,48885,38,601,1.0,14830.075438789234,False,0.27108206080858416,0,0.2,51600,0,461,0.9,11084.001293314204,False,0.29009099963102747,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57312,310,60,1.0,9229.40071472013,False,0.027487976727394507,0,1.622,90736,0,49,0.1,1519.0000000000005,False,-0.016325499387189024,0,1.5050000000000001,87074,0,231,0.1,7161.000000000002,False,-0.02536714903132862,0.5166666666666667,395877,0.0,0.0,7,0,0,1,0,0.0,0,1,11,3.0,45.0,1,15,11,226,0.31220132298767567,186.67868113797158
137,11,0,0,0,10.0,0,,24.04338675339307,0,,29.599180352804638,0,,31.000000000000007,0,,0,0.2,48885,28,611,1.0,14970.509306323165,False,0.27266734366969003,0,0.2,51600,0,461,0.0,11084.001293314204,False,0.29009099963102747,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57312,300,70,1.0,9284.958650714245,False,0.027948885438147105,0,1.622,90736,0,49,0.0,1519.0000000000005,False,-0.016325499387189024,0,1.5050000000000001,87074,0,231,0.0,7161.000000000002,False,-0.02536714903132862,0.3333333333333333,395877,0.0,0.0,0,0,0,1,0,0.0,0,1,7,3.0,30.0,1,10,7,0,0.2561528915539384,186.93483402952552
138,7,0,0,0,10.0,0,,24.04338675339307,0,,29.599180352804638,0,,31.000000000000007,0,,0,0.2,48885,18,621,1.0,15110.943173857097,False,0.2742526265307961,0,0.2,51600,0,461,0.0,11084.001293314204,False,0.29009099963102747,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57312,290,80,1.0,9340.51658670836,False,0.028409794148899586,0,1.622,90736,0,49,0.0,1519.0000000000005,False,-0.016325499387189024,0,1.5050000000000001,87074,0,231,0.0,7161.000000000002,False,-0.02536714903132862,0.3333333333333333,395877,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,21.0,0,7,0,0,0.18217696249485016,187.11701099202037
139,0,0,0,0,10.0,0,,24.04338675339307,0,,29.599180352804638,0,,31.000000000000007,0,,0,0.2,48885,8,631,1.0,15251.377041391026,False,0.27583790939190195,0,0.2,51600,0,461,0.0,11084.001293314204,False,0.29009099963102747,0,0.2,60270,0,0,0.0,0.0,False,0.0,0,3.980000000000001,57312,280,90,1.0,9396.074522702476,False,0.028870702859652184,0,1.622,90736,0,49,0.0,1519.0000000000005,False,-0.016325499387189024,0,1.5050000000000001,87074,0,231,0.0,7161.000000000002,False,-0.02536714903132862,0.3333333333333333,395877,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.14851459488272667,187.2655255869031
