index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
57,14,0,0,0,10.000000000000002,20,10.0,15.126420978289032,14,19.0,26.836797657413683,5,9.0,25.000000000000007,8,25.0,0,3.1790000000000007,30887,16,27,1.0,568.4133664138038,False,0.07754447881661031,0,0.2,25062,1,463,1.0,7013.532912947821,False,-0.012418194950431768,0,0.7670000000000001,39560,434,25,1.0,7235.7866460127825,False,0.06265734699267553,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54219,0,68,0.5,1700.0000000000005,False,-0.05246223201073678,8,5.329000000000002,43324,329,0,0.0,8829.306429289101,False,-0.17859091478294928,0.5833333333333334,233784,0.0,0.0,7,0,0,7,3,3.0,12,19,14,59.0,36.0,6,8,14,511,0.8925593890016899,116.94002532528248
58,14,0,0,0,10.000000000000002,20,10.0,15.005102744569388,3,7.0,26.731625870175037,19,26.0,25.000000000000007,10,25.0,0,3.1790000000000007,30828,14,34,1.0,650.1734933153592,False,0.07691809826665094,0,0.2,24942,3,473,1.0,7127.413598181321,False,-0.014598078018160203,0,0.7670000000000001,40033,427,16,1.0,6834.8848858539295,False,0.06936509260993709,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53725,9,78,1.0,2190.5846328315756,False,-0.05674158924230374,10,5.421000000000001,43240,329,0,0.0,8794.704911287587,False,-0.18033393345187737,0.6666666666666666,233500,0.0,0.0,8,0,0,7,3,3.0,10,17,13,81.0,27.0,5,9,13,715,0.9522996710147709,117.89232499629725
59,13,0,0,0,10.000000000000002,20,10.0,15.185674835630893,18,17.0,26.766181204545717,3,28.333333333333332,25.000000000000007,7,25.0,0,3.1790000000000007,30759,13,41,1.0,752.6126682608666,False,0.07630345458138943,0,0.2,25117,4,468,1.0,7146.895823075258,False,-0.00821183934120469,0,0.7670000000000001,39812,435,23,1.0,7221.39072120399,False,0.06868220517331158,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53671,1,88,1.0,2226.7661812045462,False,-0.0573594567844339,7,5.481000000000002,43167,330,0,0.0,8832.839797500086,False,-0.1812619171556137,0.6666666666666666,233258,0.0,0.0,10,0,0,4,2,2.0,13,17,15,69.0,36.0,6,7,15,591,1.057790384045802,118.95011538034305
60,15,0,0,0,10.000000000000002,20,10.0,15.050725315756063,3,7.0,26.766181204545717,0,,25.000000000000007,9,25.0,0,3.1790000000000007,30680,13,48,1.0,852.434815156291,False,0.0752978915783374,0,0.2,25017,4,478,1.0,7234.246700931398,False,-0.01015889966587046,0,0.7670000000000001,39791,428,33,1.0,7324.994414893603,False,0.06944027385919478,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53671,0,89,0.1,2225.0000000000005,False,-0.057374651570941876,9,5.564000000000001,43090,330,0,0.0,8832.839797500086,False,-0.18258680789514364,0.5166666666666667,232981,0.0,0.0,7,0,0,6,3,3.0,9,15,19,117.0,18.0,9,6,19,221,0.9608457880094647,119.91096116835251
61,19,0,0,0,10.000000000000002,20,10.0,15.050725315756063,0,,26.726313546445674,11,26.272727272727273,25.000000000000007,9,25.0,0,3.1790000000000007,30560,15,58,1.0,1022.9420683138517,False,0.07409675864757073,0,0.2,24937,2,488,1.0,7364.753954088958,False,-0.010668660915221314,0,0.7670000000000001,40080,418,32,1.0,7146.445215472296,False,0.07435574443138779,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53671,0,89,0.0,2225.0000000000005,False,-0.057374651570941876,9,5.6450000000000005,42724,341,0,0.0,9113.672919337974,False,-0.18646828074488134,0.5,232704,0.0,0.0,9,0,0,8,3,3.0,10,18,17,166.0,24.0,11,8,17,489,1.028878158016596,120.93983932636911
62,17,0,0,0,10.000000000000002,20,10.0,15.795267720329136,29,20.0,27.179372432142035,25,29.4,25.000000000000007,10,25.0,0,3.1790000000000007,30760,15,53,1.0,987.1491891774442,False,0.0803918208859486,0,0.2,25117,2,484,1.0,7664.909576639302,False,0.0007416616537489666,0,0.7670000000000001,40235,437,17,1.0,7364.581325130247,False,0.08085476133503453,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53111,10,99,1.0,2746.7937243214215,False,-0.06252113179805374,10,5.7360000000000015,42460,346,0,0.0,9404.062861521144,False,-0.1885124844151455,0.6666666666666666,232415,0.0,0.0,9,0,0,9,3,3.0,6,15,15,126.0,24.0,9,8,15,1515,0.957670099043753,121.89750942541286
63,15,0,0,0,10.0,20,10.0,16.170498564543102,17,20.0,27.385010120331774,7,31.285714285714285,25.000000000000004,11,25.0,0,3.1790000000000007,30680,13,63,1.0,1148.7414095662155,False,0.0804193412881329,0,0.2,25337,4,477,1.0,7753.32781528706,False,0.009874996807367647,0,0.7670000000000001,40114,444,20,1.0,7727.401565063772,False,0.08234152349212165,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53057,2,109,1.0,2779.770020240664,False,-0.06316657472520845,11,5.836000000000001,42190,351,0,0.0,9612.138552236453,False,-0.1913680911917439,0.6666666666666666,232110,0.0,0.0,10,0,0,8,3,3.0,2,10,12,128.0,15.0,10,5,12,759,0.8298810379928909,122.72739046340575
64,12,0,0,0,10.0,20,10.0,16.24931207729677,18,17.0,28.331273177441794,21,34.0,25.000000000000004,13,25.0,0,3.1790000000000007,30876,14,55,1.0,1033.7121642513225,False,0.08520658469737491,0,0.2,25247,3,487,1.0,7943.414981643527,False,0.010049346336482367,1,0.7770000000000001,40500,452,10,1.0,7628.001790712559,False,0.0906182539711626,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53057,0,111,0.2,2775.0000000000005,False,-0.06320761209952167,13,5.955000000000001,41343,372,0,0.0,10539.233622008347,False,-0.19796591742654296,0.5333333333333333,231755,0.0,0.0,8,0,0,5,4,3.0476190476190474,0,5,16,43.0,34.0,5,7,16,506,0.8243236989947036,123.55171416240046
65,16,0,0,0,10.0,20,10.0,16.34912037492321,20,17.2,28.28398626914411,22,28.0,25.000000000000004,13,25.0,0,3.1790000000000007,30807,13,62,1.0,1143.6454632452392,False,0.08472147164071551,0,0.2,25460,4,480,1.0,7887.5777799631405,False,0.016447348243278825,12,0.8960000000000001,40508,462,10,1.0,7836.133475905965,False,0.09337632255249517,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52441,12,121,1.0,3364.4078352297297,False,-0.06873595241379833,13,6.072000000000002,41204,372,0,0.0,10521.642892121608,False,-0.2005089396389964,0.6666666666666666,231152,0.0,0.0,8,0,0,4,5,4.545454545454545,3,7,15,84.0,54.0,7,9,15,544,0.901299012999516,124.45301317539997
66,15,0,0,0,10.0,20,10.0,16.54923799980852,14,19.0,28.27479595969661,1,27.0,25.000000000000004,11,25.0,0,3.1790000000000007,30707,13,72,1.0,1321.5451359862134,False,0.08433948313029267,0,0.2,25626,4,476,1.0,7917.437287908855,False,0.022701833654398075,0,0.8840000000000001,40269,466,19,1.0,8249.166031145005,False,0.09257686098573797,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52414,3,131,1.0,3359.8243878790904,False,-0.06923995674421783,11,6.169000000000002,41102,372,0,0.0,10518.22409700714,False,-0.202293402241929,0.6666666666666666,230850,0.0,0.0,8,0,0,4,3,3.0,2,6,17,82.0,52.0,6,9,17,493,0.8630296569899656,125.31604283238994
67,17,0,0,0,10.000000000000002,20,10.0,16.380630048704262,3,7.0,28.866515682651627,18,33.0,25.000000000000004,11,25.0,0,3.1790000000000007,30597,14,82,1.0,1483.2116639937494,False,0.08333123036493625,0,0.2,25557,3,483,1.0,7941.844313524159,False,0.02073845951196352,0,0.8840000000000001,40842,459,11,1.0,7836.240864864424,False,0.1015977661063253,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52414,0,134,0.3,3350.0000000000005,False,-0.06932447778657215,11,6.2680000000000025,40408,390,0,0.0,11257.941116234135,False,-0.20787070170829913,0.5499999999999999,230550,0.0,0.0,8,0,0,12,3,3.0,1,13,19,184.0,12.0,13,4,19,815,1.0917442950303666,126.4077871274203
68,19,0,0,0,10.0,20,10.0,16.380630048704262,0,,29.01612894658029,40,29.5,25.000000000000004,6,25.0,0,3.1790000000000007,30497,14,92,1.0,1647.0179644807922,False,0.08270564789271284,0,0.2,25457,3,493,1.0,8105.6506140112015,False,0.0201128770397401,29,1.1740000000000002,41332,449,10,1.0,7645.064181334016,False,0.11130468819322233,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51738,16,144,1.0,4064.258063145285,False,-0.07481109068494023,6,6.317000000000002,39862,404,0,0.0,11722.516094418437,False,-0.21326855626124064,0.6666666666666666,229618,0.0,0.0,6,0,0,8,4,3.2142857142857144,2,10,21,132.0,56.0,10,9,21,200,1.0943262029904872,127.5021133304108
69,21,0,0,0,10.0,20,10.0,16.346987176800937,35,16.2,29.01612894658029,0,,25.000000000000004,9,25.0,0,3.1790000000000007,30944,16,67,1.0,1255.2481408456629,False,0.09138634092999284,0,0.2,25377,1,503,1.0,8232.534549930871,False,0.019540489317112747,0,1.1450000000000002,40765,474,20,1.0,8328.79450073525,False,0.10576386223586402,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51738,6,154,1.0,4024.0967736794823,False,-0.0751566057531274,9,6.401000000000001,39787,404,0,0.0,11722.516094418437,False,-0.21455903425428927,0.6666666666666666,229343,0.0,0.0,9,0,0,7,3,3.0,5,12,16,168.0,48.0,12,9,16,767,0.9767969410168007,128.4789102714276
70,16,0,0,0,10.0,20,10.0,16.346987176800937,0,,28.360534506976016,22,23.818181818181817,25.000000000000007,8,25.0,0,3.1790000000000007,30864,14,77,1.0,1398.718012613672,False,0.0911006293662485,0,0.2,25257,3,513,1.0,8416.00442169888,False,0.01856340607195248,2,1.165,41245,464,10,1.0,7868.607395105395,False,0.11191434577556358,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51214,18,164,1.0,4610.489621125569,False,-0.07912789823182517,8,6.472,39723,404,0,0.0,11457.655940818311,False,-0.21793888347140034,0.6666666666666666,229035,0.0,0.0,7,0,0,4,4,3.6666666666666665,2,6,17,76.0,48.0,6,10,17,694,0.7687856139964424,129.24769588542404
71,17,0,0,0,10.0,20,10.0,16.127814519446517,24,14.583333333333334,28.360534506976016,0,,25.000000000000007,7,25.0,0,3.1790000000000007,31134,12,63,1.0,1136.0523147251306,False,0.09589415643537627,0,0.2,25137,5,523,1.0,8484.846993670528,False,0.015605071101882771,0,1.1630000000000003,40895,478,20,1.0,8276.306030434955,False,0.10831741029773269,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51214,8,174,1.0,4576.884276055809,False,-0.07941701128690076,7,6.534000000000002,39673,404,0,0.0,11457.655940818311,False,-0.21879920213343276,0.6666666666666666,228785,0.0,0.0,10,0,0,3,2,2.0,2,5,20,47.0,54.0,5,12,20,550,0.8376562510384247,130.08535213646246
72,20,0,0,0,10.0,20,10.0,15.97294164076526,3,7.0,28.360534506976016,0,,25.000000000000004,16,25.0,0,3.1790000000000007,31005,17,70,1.0,1288.1059148535683,False,0.09406294791989718,0,0.2,25087,0,533,1.0,8513.577894527883,False,0.01437323517920159,0,1.1630000000000003,40874,471,30,1.0,8374.071548009719,False,0.10900363688730204,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51289,0,179,0.8,4475.000000000001,False,-0.07900306273443683,13,6.657000000000001,39533,404,0,0.0,11457.655940818311,False,-0.22120809438712352,0.6333333333333333,228520,0.0,0.0,9,0,0,4,4,4.0,5,9,14,123.0,48.0,9,11,14,296,0.9475950340274721,131.03294717048993
73,14,0,0,0,10.0,20,10.0,15.97294164076526,0,,28.360534506976016,0,,25.000000000000007,14,25.0,0,3.1790000000000007,30905,17,80,1.0,1447.8353312612207,False,0.09336689939265112,0,0.2,24987,0,543,1.0,8673.307310935535,False,0.013677186651955404,0,1.1630000000000003,40874,461,40,1.0,8497.947476671825,False,0.11052800104193516,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51389,0,175,0.0,4375.000000000001,False,-0.07814274407240442,10,6.7440000000000015,39443,404,0,0.0,11457.655940818311,False,-0.22275666797878188,0.5,228330,0.0,0.0,7,0,0,7,3,3.0,2,9,17,80.0,15.0,9,5,17,300,0.9050096030114219,131.93795677350136
74,17,0,0,0,10.0,20,10.0,15.97294164076526,0,,27.90831980721554,11,21.454545454545453,25.000000000000004,20,25.0,0,3.1790000000000007,30815,16,90,1.0,1597.5647476688735,False,0.09284369378575905,0,0.2,24877,1,553,1.0,8843.03672734319,False,0.012808295204355488,0,1.1630000000000003,41110,451,39,1.0,8292.221152466538,False,0.11380465092127551,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51510,0,170,0.2,4250.000000000001,False,-0.07713617123782648,13,6.864000000000002,39128,413,0,0.0,11526.136080380018,False,-0.22758752812915087,0.5333333333333333,228172,0.0,0.0,11,0,0,7,3,3.0,0,7,16,79.0,42.0,7,10,16,611,0.968735626025591,132.90669239952695
75,16,0,0,0,10.0,20,10.0,16.277080425864007,13,20.0,26.854038019726666,11,12.363636363636363,25.000000000000004,13,25.0,0,3.1790000000000007,30685,19,100,1.0,1817.7080425864008,False,0.09215479885554487,0,0.2,25067,0,548,0.8,8919.840073373476,False,0.020703817639889974,0,1.1630000000000003,40986,454,38,1.0,8410.247958091872,False,0.11220525642463912,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51410,0,180,1.0,4500.000000000001,False,-0.07670601190681028,13,6.981000000000001,38986,414,0,0.0,11117.571740166839,False,-0.23354578839458656,0.6333333333333333,227866,0.0,0.0,9,0,0,5,3,3.0,2,7,9,105.0,27.0,7,9,9,596,0.8834260950097814,133.79011849453673
76,9,0,0,0,10.0,20,10.0,16.479794751941686,20,18.05,27.70558550780081,18,34.611111111111114,25.000000000000004,20,25.0,0,3.1790000000000007,30626,17,107,1.0,1933.3380384577604,False,0.09211383501206032,0,0.2,25287,2,541,1.0,8935.568960800452,False,0.028580768819145015,0,1.1630000000000003,41248,464,30,1.0,8477.792330134966,False,0.11948454826411407,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51631,0,171,0.2,4275.000000000001,False,-0.07483912041019994,9,7.058000000000001,38339,430,0,0.0,11913.401768354348,False,-0.237831637630731,0.5333333333333333,227863,0.0,0.0,16,0,0,4,3,3.0,0,4,12,27.0,15.0,4,5,12,1459,0.6678223700146191,134.45794086455135
77,12,0,0,0,10.0,20,10.0,16.479794751941686,0,,27.70558550780081,0,,25.0,20,25.0,0,3.1790000000000007,30536,16,117,1.0,2088.1359859771774,False,0.09167823537709445,0,0.2,25177,3,551,1.0,9110.36690831987,False,0.027799483343471192,0,1.1630000000000003,41248,454,40,1.0,8590.050237693558,False,0.12086594602399048,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51956,0,158,0.0,3950.0,False,-0.07204308475859458,7,7.119,38289,430,0,0.0,11913.401768354348,False,-0.23869195629276344,0.5,227938,0.0,0.0,10,0,0,4,2,2.0,2,6,17,74.0,33.0,6,6,17,525,0.8768504550098442,135.3347913195612
78,17,0,0,0,10.0,20,10.0,16.65115670209454,20,18.0,27.76495160107124,16,28.3125,24.999999999999996,20,25.0,0,3.1790000000000007,30766,19,107,1.0,1971.6737671241158,False,0.09761604271163084,0,0.2,25107,0,561,1.0,9341.298909875037,False,0.029371178613714057,0,1.1630000000000003,41341,464,34,1.0,8670.14506420829,False,0.12414039506064546,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51813,5,157,1.0,4063.8247580053558,False,-0.07352434049687397,9,7.202000000000001,38178,431,0,0.0,11966.694140061703,False,-0.24014337950323733,0.6666666666666666,227937,0.0,0.0,13,0,0,4,3,3.0,3,7,20,125.0,45.0,7,10,20,1288,0.9449476249865256,136.27973894454772
79,20,0,0,0,10.0,20,10.0,16.47318259350509,3,7.0,27.84552660638924,25,28.32,24.999999999999996,20,25.0,0,3.1790000000000007,30667,21,114,1.0,2087.9428156595804,False,0.09620338107818692,0,0.2,25027,0,569,0.8,9373.240895704395,False,0.027157786499315464,0,1.1630000000000003,42028,457,19,1.0,8057.309450753221,False,0.1335069581949353,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51366,19,158,1.0,4479.0650055213955,False,-0.07764319999379374,11,7.303000000000001,38044,432,0,0.0,12029.267493960151,False,-0.24191070327643624,0.6333333333333333,227864,0.0,0.0,13,0,0,5,3,3.0,4,9,19,116.0,48.0,9,11,19,1154,0.982713816978503,137.26245276152622
80,19,0,0,0,10.0,20,10.0,16.47318259350509,0,,28.521071745300986,14,36.0,25.0,20,25.0,0,3.1790000000000007,30577,20,124,1.0,2242.674641594631,False,0.09576663857844706,0,0.2,24917,1,579,1.0,9547.972721639448,False,0.026375358158867632,0,1.1630000000000003,42532,447,15,1.0,7791.32869547629,False,0.14263792940879463,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51666,9,156,1.0,4156.689645707709,False,-0.07525474340387049,8,7.372000000000002,37476,446,0,0.0,12720.39799840424,False,-0.2457379985683933,0.6666666666666666,227900,0.0,0.0,11,0,0,5,3,3.0,2,7,24,60.0,46.0,7,12,24,1004,1.8551997320028022,139.11765249352902
81,24,0,0,0,10.0,20,10.0,16.840075505614482,17,20.0,29.067996904732993,12,36.0,25.0,20,25.0,0,3.1790000000000007,30497,18,134,1.0,2436.5701177523406,False,0.09635249788703582,0,0.2,25137,3,572,1.0,9662.523189211484,False,0.03596037038874935,0,1.1630000000000003,42624,454,13,1.0,8023.2782393105035,False,0.14775642645341727,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51816,0,159,0.9,3975.0,False,-0.07423689734677724,14,7.504000000000002,36889,458,0,0.0,13313.142582367711,False,-0.25073864738662965,0.65,227695,0.0,0.0,11,0,0,3,4,4.0,5,8,23,128.0,83.0,8,16,23,1122,0.932858349988237,140.05051084351726
82,23,0,0,0,10.0,20,10.0,17.202579859007095,33,18.818181818181817,29.067996904732993,0,,25.0,20,25.0,0,3.1790000000000007,30728,13,128,1.0,2331.930221952908,False,0.10252921428983866,0,0.2,25327,8,565,1.0,9799.457620339008,False,0.04489521605950999,0,1.1630000000000003,42003,477,23,1.0,8874.194521555242,False,0.14294391762102826,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,51966,0,153,0.0,3825.0,False,-0.07294641935372861,14,7.630000000000002,36737,458,0,0.0,13313.142582367711,False,-0.2533540161192082,0.5,227493,0.0,0.0,13,0,0,7,4,4.0,3,10,21,98.0,86.0,10,13,21,971,0.9544435179559514,141.0049543614732
83,21,0,0,0,10.0,20,10.0,17.307040733488453,10,19.0,29.067996904732993,0,,25.0,20,25.0,0,3.1790000000000007,30818,13,128,1.0,2345.301213886522,False,0.10587149498559395,0,0.2,25227,8,575,1.0,10031.54842175586,False,0.045449882842848836,0,1.1630000000000003,41813,477,33,1.0,9214.702327730181,False,0.1424579435879378,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52266,0,141,0.0,3525.0,False,-0.07036546336763137,8,7.6960000000000015,36673,458,0,0.0,13313.142582367711,False,-0.2544552240066097,0.5,227529,0.0,0.0,11,0,0,2,3,3.0,6,8,26,121.0,69.0,8,13,26,690,0.8819812820293009,141.8869356435025
84,26,0,0,0,10.0,20,10.0,17.307040733488453,0,,29.067996904732993,0,,25.0,20,25.0,0,3.1790000000000007,30708,14,138,1.0,2528.3716212214067,False,0.10523319312122176,0,0.2,25137,7,585,1.0,10194.618829090745,False,0.04515726681918461,0,1.1630000000000003,41813,467,43,1.0,9332.311889442626,False,0.1439051965131255,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52541,0,130,0.0,3250.0,False,-0.06799958704704222,9,7.778000000000001,36604,458,0,0.0,13313.142582367711,False,-0.25564246376021443,0.5,227535,0.0,0.0,9,0,0,7,3,3.0,4,11,21,132.0,79.0,11,15,21,475,1.0011154739768244,142.88805111747934
85,21,0,0,0,10.0,20,10.0,17.436007897904613,23,18.304347826086957,28.830116447581684,11,25.636363636363637,25.0,20,25.0,0,3.1790000000000007,30599,17,145,1.0,2698.221145196169,False,0.10440094623195814,0,0.2,25467,4,575,1.0,10065.704541295152,False,0.05433670736475311,0,1.1630000000000003,41674,480,42,1.0,9580.148681792645,False,0.14353402099075419,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52841,0,118,0.0,2950.0,False,-0.06541863106094498,8,7.849,36259,469,0,0.0,13521.32461391581,False,-0.2597876336598316,0.5,227572,0.0,0.0,14,0,0,5,3,3.0,2,7,20,81.0,79.0,7,14,20,1203,0.9122660250286572,143.800317142508
86,20,0,0,0,10.0,20,10.0,17.53657220868305,11,19.0,28.452346644461315,22,26.0,25.0,20,25.0,0,3.1790000000000007,30509,16,155,1.0,2878.168692345873,False,0.10440003962157557,0,0.2,25566,5,574,1.0,10115.99244778407,False,0.05862818804936513,0,1.1630000000000003,42037,481,30,1.0,9288.661631710387,False,0.1488809513648158,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52594,12,115,1.0,3216.4281597335357,False,-0.06737647407228797,7,7.9110000000000005,36208,469,0,0.0,13344.150576252357,False,-0.2621894200053997,0.6666666666666666,227646,0.0,0.0,12,0,0,8,2,2.0,3,11,23,158.0,56.0,11,9,23,1306,1.010470301960595,144.8107874444686
87,23,0,0,0,10.0,20,10.0,17.393882524414153,5,13.0,28.675564339185954,25,30.0,24.999999999999996,20,25.0,0,3.1790000000000007,30494,14,160,1.0,2923.0212039062644,False,0.10465675476884438,0,0.2,25446,7,584,1.0,10228.027394257864,False,0.05641640269389284,0,1.1630000000000003,42722,476,15,1.0,8709.621546708926,False,0.15861416551866658,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52449,17,114,1.0,3337.4845937661607,False,-0.06882992709860836,9,7.9940000000000015,35803,479,0,0.0,13735.595318470072,False,-0.26579032899901855,0.6666666666666666,227646,0.0,0.0,13,0,0,4,3,3.0,3,7,22,91.0,79.0,7,16,22,1290,1.0630170459626243,145.8738044904312
88,22,0,0,0,10.0,20,10.0,17.314912317608705,20,16.75,28.81376030346597,3,36.0,24.999999999999996,20,25.0,0,3.1790000000000007,30749,12,150,1.0,2717.2368476413058,False,0.10991490679689753,0,0.2,25326,9,594,1.0,10375.05791665957,False,0.054809491092705526,0,1.1630000000000003,42495,486,22,1.0,9048.950113034081,False,0.1572030679394822,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52599,7,118,1.0,3151.6963221242613,False,-0.06784734228531382,14,8.125000000000002,35537,482,0,0.0,13888.232466270598,False,-0.2690540584133092,0.6666666666666666,227438,0.0,0.0,11,0,0,7,4,4.0,5,12,21,162.0,64.0,12,10,21,793,1.183561225014273,147.05736571544548
89,21,0,0,0,10.0,20,10.0,17.314912317608705,0,,29.489503054899775,19,34.578947368421055,24.999999999999996,20,25.0,0,3.1790000000000007,30629,14,160,1.0,2910.3859708173927,False,0.10910512255975856,0,0.2,25246,7,604,1.0,10528.207039835657,False,0.05469107853698249,0,1.1630000000000003,43152,476,13,1.0,8625.26180289544,False,0.16815886250855785,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,52849,0,115,0.7,2874.9999999999995,False,-0.0659262190715441,10,8.211,34787,501,0,0.0,14774.241030504787,False,-0.2743363413184832,0.6166666666666667,227395,0.0,0.0,13,0,0,10,3,3.0,3,13,18,166.0,33.0,13,8,18,1107,1.0930275940336287,148.1503933094791
90,18,0,0,0,10.0,20,10.0,16.475581168953273,13,7.0,29.610984988075316,7,32.142857142857146,24.999999999999996,20,25.0,0,3.1790000000000007,30572,16,161,1.0,2812.568568201477,False,0.10544400871476552,0,0.2,25194,5,610,1.0,10100.104513061497,False,0.04549406307144453,0,1.1630000000000003,43286,479,16,1.0,8365.579139737823,False,0.16826121209561207,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53070,0,106,0.2,2649.9999999999995,False,-0.06405932757493375,9,8.291,34537,506,0,0.0,14983.15840396611,False,-0.27684057947652957,0.5333333333333333,227391,0.0,0.0,15,0,0,4,3,3.0,1,5,10,60.0,38.0,5,13,10,791,0.8054310210281983,148.9558243305073
91,10,0,0,0,10.0,20,10.0,16.94428262697516,25,19.64,29.63088466227781,2,31.0,24.999999999999993,20,25.0,0,3.1790000000000007,30482,15,171,1.0,3047.4723292127524,False,0.10639298135392618,0,0.2,25575,6,595,1.0,10141.84816305022,False,0.059386203039446576,0,1.1630000000000003,42857,494,24,1.0,9081.616849620397,False,0.16651428491854192,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,53318,0,96,0.1,2399.999999999999,False,-0.06194294366633401,9,8.372,34427,507,0,0.0,15022.85852377485,False,-0.27839173299343706,0.5166666666666667,227391,0.0,0.0,13,0,0,5,3,3.0,0,5,15,30.0,15.0,5,5,15,1028,0.7919449309702031,149.74776926147752
