index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
22,27,0,0,0,10.000000000000002,20,10.0,15.864534966137159,0,,25.087303705391214,38,18.473684210526315,25.00000000000001,20,25.0,0,1.0730000000000002,29874,1,20,1.0,327.2906993227432,False,0.03835886855853748,0,0.2,27802,11,160,1.0,2648.3255945819456,False,0.006850207317857221,24,0.6020000000000001,39947,165,10,1.0,2868.521306466543,False,0.018440161774790118,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.316,56102,32,12,1.0,1102.793718572519,False,-0.025200508288546433,12,2.1380000000000003,52268,126,0,0.0,3161.000266879293,False,-0.07346260825493575,0.6666666666666666,246725,0.0,0.0,9,0,0,14,6,5.611111111111111,12,26,26,169.0,48.0,13,14,26,400,1.6706739739747718,75.43982830707682
23,26,0,0,0,10.000000000000002,20,10.0,15.645489282420412,37,14.621621621621621,25.087303705391214,0,,25.000000000000007,20,25.0,17,1.2430000000000003,30043,1,10,1.0,166.4548928242041,False,0.04142102621723257,0,0.2,27702,11,170,1.0,2769.73317801147,False,0.005491793038085404,0,0.5780000000000001,39406,192,20,1.0,3505.6800163325433,False,0.012966135266939098,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.316,56302,22,14,1.0,901.9206815186068,False,-0.023487381865182864,12,2.2460000000000004,52139,126,0,0.0,3161.000266879293,False,-0.07568223040297939,0.6666666666666666,246324,0.0,0.0,10,0,0,9,5,4.62962962962963,16,25,26,151.0,51.0,12,14,26,590,1.7159573929966427,77.15578570007347
24,26,0,0,0,10.000000000000002,20,10.0,15.830032107238907,11,19.0,24.618417490990314,7,16.0,25.00000000000001,20,25.0,1,1.2360000000000004,30126,2,10,1.0,178.30032107238907,False,0.044494958536234634,0,0.2,27612,10,180,1.0,2949.4057793030033,False,0.005486134183196221,0,0.5780000000000001,39309,193,23,1.0,3621.419798989886,False,0.0120030985305902,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.3160000000000003,56577,12,13,1.0,620.4210098918838,False,-0.021177423432569214,9,2.3240000000000007,51954,133,0,0.0,3274.2495263017117,False,-0.07789110493907465,0.6666666666666666,246310,0.0,0.0,9,0,0,9,4,3.090909090909091,11,20,25,126.0,61.0,9,17,25,587,1.514495758980047,78.67028145905351
25,25,0,0,0,10.000000000000002,20,10.0,15.830032107238907,0,,24.618417490990314,0,,25.00000000000001,20,25.0,0,1.235,29996,5,20,1.0,366.60064214477813,False,0.04325568034680542,0,0.2,27542,7,190,1.0,3077.7061003753925,False,0.005283913515891032,0,0.5780000000000001,39309,183,33,1.0,3709.3036528274,False,0.013084559618372158,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.316,56827,2,13,1.0,374.23683498198073,False,-0.018993798522127625,10,2.4150000000000005,51868,133,0,0.0,3274.2495263017117,False,-0.0793708530377704,0.6666666666666666,246274,0.0,0.0,9,0,0,7,3,3.0,15,22,22,138.0,51.0,11,14,22,450,1.4726988530019298,80.14298031205544
26,22,0,0,0,10.000000000000002,20,10.0,15.660740151392151,34,14.764705882352942,24.656799814431658,2,27.0,25.000000000000007,20,25.0,14,1.3750000000000002,30174,5,10,1.0,206.6074015139215,False,0.046643518416653824,0,0.2,27442,7,200,1.0,3202.1480302784303,False,0.00397794576670411,0,0.5780000000000001,38861,207,41,1.0,4252.7020037298735,False,0.008745594651135545,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.3160000000000003,56998,0,8,0.4,200.00000000000006,False,-0.017550500705461304,11,2.5150000000000006,51767,133,0,0.0,3279.3543753194103,False,-0.08106477876630812,0.5666666666666667,245974,0.0,0.0,10,0,0,11,4,3.5833333333333335,9,20,23,131.0,39.0,9,13,23,669,1.4856486219796352,81.62862893403508
27,23,0,0,0,10.000000000000002,20,10.0,15.660740151392151,0,,24.85634929881953,2,36.0,25.00000000000001,20,25.0,0,1.3610000000000002,30084,4,20,1.0,353.214803027843,False,0.046066350992599564,0,0.2,27332,8,210,1.0,3368.755431792352,False,0.0030550925019418827,0,0.5780000000000001,38933,197,49,1.0,4303.126925466411,False,0.011138104516962094,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.316,57148,0,2,0.0,50.00000000000002,False,-0.016260022712412676,14,2.6440000000000006,51561,135,0,0.0,3355.607155340637,False,-0.08395327475704054,0.5,245790,0.0,0.0,9,0,0,9,3,3.0,13,22,19,117.0,42.0,9,14,19,422,1.4022015840164386,83.03083051805152
28,19,0,0,0,10.000000000000002,20,10.0,15.809843296348474,9,19.0,24.917410786030764,3,27.0,25.00000000000001,20,25.0,0,1.3610000000000002,30175,2,21,1.0,352.00670922331796,False,0.049191211096918465,0,0.2,27212,10,220,1.0,3578.165525196664,False,0.0025263676230065308,0,0.5780000000000001,38843,196,56,1.0,4494.104290102024,False,0.011273187267449625,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,5,1.366,57092,0,3,0.3,75.00000000000003,False,-0.01700849994838088,13,2.7600000000000007,51423,135,0,0.0,3363.850456114153,False,-0.08625683560932793,0.5499999999999999,245477,0.0,0.0,11,0,0,5,5,5.0,14,19,22,123.0,36.0,7,12,22,502,1.202011796995066,84.23284231504658
29,22,0,0,0,10.000000000000002,20,10.0,15.809843296348474,0,,25.541624001784808,20,28.5,25.000000000000007,20,25.0,0,1.3610000000000002,30085,1,31,1.0,500.1051421868027,False,0.04863981509587257,0,0.2,27102,11,230,1.0,3746.263958160149,False,0.001629285781252541,0,0.5780000000000001,39413,186,46,1.0,4115.545557202917,False,0.020643157575345995,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,10,1.4610000000000003,56691,5,10,1.0,377.7081200089241,False,-0.02130400116995655,7,2.8170000000000006,51193,140,0,0.0,3575.827360249873,False,-0.08839062458919898,0.6666666666666666,245216,0.0,0.0,9,0,0,11,5,4.666666666666666,12,23,23,134.0,45.0,11,11,23,820,1.3328398379962891,85.56568215304287
30,23,0,0,0,10.000000000000002,20,10.0,15.481534092916533,24,13.0,25.541624001784808,0,,25.000000000000007,20,25.0,0,1.3610000000000002,30337,0,14,0.7,216.74147730083146,False,0.052453357945603483,0,0.2,26962,15,240,1.0,3865.5681822999677,False,-0.0011482269375696797,0,0.5780000000000001,39101,200,56,1.0,4526.637762683256,False,0.0180232053884039,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,4,1.491,56918,0,5,0.5,125.00000000000003,False,-0.019572249561237483,6,2.8700000000000006,51151,140,0,0.0,3575.827360249873,False,-0.08911329226530622,0.5333333333333333,245201,0.0,0.0,9,0,0,9,4,3.25,16,25,18,165.0,34.0,12,11,18,687,1.3429258210235275,86.9086079740664
31,18,0,0,0,10.000000000000002,20,10.0,15.217623022315408,22,13.0,26.558600110126367,16,33.125,25.000000000000007,20,25.0,8,1.441,30375,2,10,1.0,172.17623022315408,False,0.052996685395173375,0,0.2,26882,13,250,1.0,3934.4057555788518,False,-0.002723904943673031,0,0.5780000000000001,39345,212,50,1.0,4554.066086237185,False,0.02436584571565746,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,3,1.5170000000000001,56974,0,2,0.2,50.000000000000014,False,-0.01925393165628549,12,2.9840000000000004,50556,154,0,0.0,4090.0244169594607,False,-0.09492735110499788,0.5333333333333333,244864,0.0,0.0,12,0,0,6,6,5.363636363636363,14,20,20,102.0,40.0,7,11,20,855,1.1684600920416415,88.07706806610804
32,20,0,0,0,10.000000000000002,20,10.0,15.335712964094856,6,19.0,27.005322644311036,6,35.0,25.000000000000007,20,25.0,0,1.4330000000000003,30399,1,14,1.0,224.699981497328,False,0.05473416726869005,0,0.2,26772,14,260,1.0,4127.285370664663,False,-0.003192661596642288,0,0.5780000000000001,39441,208,54,1.0,4648.115719324526,False,0.027885850060599168,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,8,1.5940000000000003,56960,0,0,0.0,0.0,False,-0.019924980212670772,10,3.0720000000000014,50259,160,0,0.0,4320.851623089766,False,-0.09805179442608343,0.5,244563,0.0,0.0,9,0,0,6,6,5.5,18,24,23,179.0,27.0,11,9,23,524,1.4558026919839904,89.53287075809203
33,23,0,0,0,10.000000000000002,20,10.0,15.238449770117764,37,14.783783783783784,27.005322644311036,0,,25.000000000000007,20,25.0,23,1.6630000000000003,30468,2,10,1.0,172.38449770117765,False,0.05621516346966911,0,0.2,26682,13,270,1.0,4244.381437931796,False,-0.0042799115401721665,0,0.5780000000000001,38894,235,64,1.0,5309.376345213581,False,0.02256074455125979,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,13,1.7160000000000002,56822,0,0,0.0,0.0,False,-0.022299459719880243,7,3.132000000000001,50209,160,0,0.0,4320.851623089766,False,-0.09891211308811586,0.5,243807,0.0,0.0,7,0,0,7,7,6.884615384615385,17,24,22,150.0,54.0,11,12,22,409,1.4159414309542626,90.9488121890463
34,22,0,0,0,10.000000000000002,20,10.0,15.427506600681868,10,19.0,27.005322644311036,0,,25.000000000000004,20,25.0,0,1.6400000000000003,30558,2,10,1.0,174.2750660068187,False,0.059359013170748404,0,0.2,26582,13,280,1.0,4449.701848190923,False,-0.0041879520155053,0,0.5780000000000001,38704,235,74,1.0,5623.857926839255,False,0.021754502939053573,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,8,1.7830000000000004,56756,0,0,0.0,0.0,False,-0.023435080353763033,12,3.2450000000000006,50083,160,0,0.0,4320.851623089766,False,-0.10108011611643754,0.5,243415,0.0,0.0,7,0,0,9,7,7.0,15,24,20,140.0,33.0,11,11,20,390,1.3100578900193796,92.25887007906567
35,20,0,0,0,10.0,20,10.0,15.61645983664879,10,19.0,25.780734970747293,23,20.347826086956523,25.000000000000004,20,25.0,0,1.6400000000000003,30648,2,10,1.0,176.1645983664879,False,0.06250284496623489,0,0.2,26482,13,290,1.0,4658.773352628149,False,-0.004031157483611868,0,0.5780000000000001,38982,235,61,1.0,5242.49289482805,False,0.023903486104893405,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,5,1.8250000000000002,56723,0,0,0.0,0.0,False,-0.02400289067070443,15,3.383000000000001,49435,183,0,0.0,4717.874499646755,False,-0.10881418407681993,0.5,243002,0.0,0.0,10,0,0,8,7,7.0,12,20,15,114.0,36.0,8,12,15,858,1.2128438529907726,93.47171393205645
36,15,0,0,0,10.0,20,10.0,16.237305064565394,31,19.64516129032258,25.939819292016026,15,27.133333333333333,25.000000000000007,20,25.0,21,1.8500000000000003,30745,3,10,1.0,192.37305064565393,False,0.06613614924373713,0,0.2,26392,12,300,1.0,4991.191519369619,False,-0.001396717378152333,0,0.5780000000000001,38780,256,56,1.0,5609.379976881639,False,0.023446790422347395,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,10,1.9200000000000004,56354,0,10,1.0,250.00000000000006,False,-0.028201245741422624,10,3.4680000000000004,49219,188,0,0.0,4876.686026899013,False,-0.11116447549039013,0.6666666666666666,242222,0.0,0.0,11,0,0,4,8,7.909090909090909,14,18,21,79.0,30.0,5,10,21,787,1.027225915051531,94.49893984710798
37,21,0,0,0,10.0,20,10.0,16.422391410468805,13,19.0,26.893106582957966,32,30.3125,25.000000000000004,20,25.0,3,1.8590000000000004,30814,6,10,1.0,224.22391410468805,False,0.0690719011702276,0,0.2,26322,9,310,1.0,5180.941337245329,False,-0.000536826997280709,0,0.5780000000000001,39503,259,34,1.0,5167.76499913199,False,0.03580632259219325,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.91,56318,1,10,1.0,276.893106582958,False,-0.028589308763352552,10,3.5580000000000003,48453,209,0,0.0,5620.659275838215,False,-0.1179440166915739,0.6666666666666666,242142,0.0,0.0,12,0,0,8,4,3.230769230769231,13,21,15,114.0,37.0,9,12,15,1420,1.214288885006681,95.71322873211466
38,15,0,0,0,10.0,20,10.0,16.422391410468805,0,,26.893106582957966,0,,25.0,20,25.0,0,1.8560000000000003,30704,7,20,1.0,398.4478282093761,False,0.06828069393337557,0,0.2,26232,8,320,1.0,5335.165251350018,False,-0.000982348393424783,0,0.5780000000000001,39503,249,44,1.0,5272.472150856883,False,0.03709480398278298,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,1.91,56568,0,1,0.1,25.0,False,-0.026454798857496818,10,3.648000000000001,48363,209,0,0.0,5620.659275838215,False,-0.11949259028323224,0.5166666666666667,242102,0.0,0.0,9,0,0,6,3,3.0,12,18,20,91.0,27.0,6,9,20,450,1.041445977985859,96.75467471010052
39,20,0,0,0,10.0,20,10.0,16.60097200187223,13,19.0,26.734058729951563,15,25.333333333333332,25.000000000000004,20,25.0,0,1.8560000000000003,30821,10,17,1.0,382.2165240318279,False,0.07204467166813862,0,0.2,26162,5,330,1.0,5528.320760617836,False,-6.359304794951254e-05,0,0.5780000000000001,39636,252,39,1.0,5226.073234939913,False,0.03979712092611634,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,9,2.0000000000000004,56518,0,0,0.0,0.0,False,-0.02753019718503734,10,3.738000000000001,47900,224,0,0.0,5988.42915550915,False,-0.12429514818550924,0.5,241769,0.0,0.0,9,0,0,6,6,5.666666666666666,13,19,17,109.0,39.0,7,13,17,827,1.1390135920373723,97.89368830213789
40,17,0,0,0,9.999999999999998,20,10.0,15.881785269093227,30,11.833333333333334,26.589199910047775,2,17.0,25.000000000000004,20,25.0,8,1.9360000000000002,30928,9,10,1.0,248.81785269093223,False,0.0734378085711237,0,0.2,26082,6,335,1.0,5380.398065146231,False,-0.005385818840807636,0,0.5780000000000001,39315,272,47,1.0,5569.537988965603,False,0.036123473973292027,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,13,2.1210000000000004,56383,0,0,0.0,0.0,False,-0.029853057572524863,7,3.798000000000001,47816,226,0,0.0,6009.159179670797,False,-0.12556213927121723,0.5,241256,0.0,0.0,8,0,0,8,7,6.32,13,21,13,106.0,27.0,8,9,13,264,1.108018381986767,99.00170668412466
41,13,0,0,0,9.999999999999998,20,10.0,15.866545972623435,47,15.808510638297872,25.855157240188042,36,23.38888888888889,25.000000000000004,20,25.0,37,2.2980000000000005,30731,12,10,1.0,278.6654597262343,False,0.0671436922657327,0,0.2,26012,3,345,1.0,5503.958360555085,False,-0.005669967495936688,0,0.5780000000000001,39414,309,21,1.0,5445.72100758459,False,0.037036338447339466,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,10,2.2080000000000006,55664,14,10,1.0,611.9722013626326,False,-0.0369595288777777,10,3.891000000000001,47508,238,0,0.0,6153.527423164754,False,-0.12961967528851,0.6666666666666666,240061,0.0,0.0,10,0,0,5,9,8.23076923076923,12,17,16,60.0,24.0,5,8,16,1042,2.1200758920167573,101.12178257614141
42,16,0,0,0,9.999999999999998,20,10.0,15.753210075219647,16,14.3125,25.38465995668019,9,18.0,25.000000000000004,20,25.0,1,2.2710000000000004,30804,14,10,1.0,297.53210075219647,False,0.0699932954361207,0,0.2,25952,1,350,1.0,5523.623526326876,False,-0.007404184072060367,0,0.5780000000000001,39347,315,22,1.0,5520.723692741153,False,0.036310342743910685,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,1,2.2080000000000006,55909,4,10,1.0,351.5386398267208,False,-0.03498452596590803,9,3.971000000000001,47271,247,0,0.0,6270.011009300007,False,-0.1326954557168174,0.6666666666666666,240015,0.0,0.0,11,0,0,6,5,3.4242424242424243,14,20,18,127.0,24.0,8,8,18,582,0.969887703016866,102.09167027915828
43,18,0,0,0,9.999999999999998,20,10.0,15.977314239592493,11,20.0,26.631624268135553,18,36.0,25.000000000000004,20,25.0,1,2.2800000000000007,30918,13,10,1.0,289.7731423959249,False,0.07380000591807119,0,0.2,25842,2,360,1.0,5771.833126253297,False,-0.006916601108730372,0,0.5780000000000001,39775,316,14,1.0,5421.674039465126,False,0.04562504970792882,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.2070000000000003,56134,0,5,0.4,125.00000000000001,False,-0.03306204618190578,11,4.072000000000001,46517,265,0,0.0,7057.380431055922,False,-0.13889517506576343,0.5666666666666667,239918,0.0,0.0,10,0,0,8,4,3.090909090909091,13,21,17,98.0,47.0,9,9,17,1073,0.9906943879905157,103.0823646671488
44,17,0,0,0,9.999999999999998,20,10.0,16.115683426448165,9,19.0,26.360138319395656,4,17.0,25.000000000000007,20,25.0,0,2.279000000000001,31029,9,11,1.0,267.2725176909298,False,0.07724821138154954,0,0.2,25702,6,370,1.0,6022.802867785821,False,-0.007418368573945247,0,0.5780000000000001,39672,315,20,1.0,5603.643045719085,False,0.04532933458504488,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,2,2.2270000000000003,56249,0,0,0.0,0.0,False,-0.03215871158677174,13,4.191000000000001,46313,269,0,0.0,7090.877207917431,False,-0.1421170961843367,0.5,239697,0.0,0.0,9,0,0,5,5,5.0,15,20,14,129.0,27.0,8,9,14,564,0.9650022370042279,104.04736690415302
45,14,0,0,0,10.0,20,10.0,15.78273461402819,5,4.0,26.117073663353914,26,24.923076923076923,25.000000000000004,20,25.0,0,2.279000000000001,30909,11,21,1.0,441.43742689459197,False,0.07611029844604865,0,0.2,25642,4,375,1.0,5958.525480260571,False,-0.010603472755451976,6,0.6380000000000001,40168,310,10,1.0,5153.818466982279,False,0.05200111324796072,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,13,2.3550000000000004,55602,8,10,1.0,458.93658930683137,False,-0.03934291794876947,7,4.248000000000001,46119,277,0,0.0,7234.429404749034,False,-0.14422012625392272,0.6666666666666666,239172,0.0,0.0,9,0,0,8,7,6.333333333333333,13,21,13,92.0,15.0,9,5,13,364,1.05511389602907,105.1024808001821
46,13,0,0,0,10.0,20,10.0,15.896451971814436,6,19.0,25.621279906262853,9,18.0,25.000000000000004,20,25.0,0,2.279000000000001,30943,9,25,1.0,487.4112992953609,False,0.07808025614102876,0,0.2,25522,6,385,1.0,6180.134009148558,False,-0.010921356313112526,0,0.6320000000000001,40216,306,11,1.0,5146.1483823441085,False,0.05308806337793006,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,2,2.362,55842,0,8,0.8,200.00000000000003,False,-0.03744106817165078,8,4.321000000000001,45893,286,0,0.0,7327.686053191176,False,-0.14730646225617552,0.6333333333333333,239148,0.0,0.0,12,0,0,4,4,3.5,13,17,20,60.0,29.0,5,8,20,676,0.9788180000032298,106.08129880018532
47,20,0,0,0,10.0,20,10.0,15.294567027688649,27,11.88888888888889,25.621279906262853,0,,25.000000000000004,20,25.0,2,2.2990000000000004,31082,14,10,1.0,292.9456702768865,False,0.07952408860406678,0,0.2,25472,1,395,1.0,6051.353975937016,False,-0.014875657219008956,0,0.6320000000000001,39895,323,21,1.0,5478.192027974953,False,0.04927387315385591,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,2,2.380000000000001,56032,0,0,0.0,0.0,False,-0.035892494579992426,10,4.413000000000001,45807,286,0,0.0,7327.686053191176,False,-0.1487862103548713,0.5,239020,0.0,0.0,9,0,0,6,5,3.8,17,23,16,100.0,30.0,10,10,16,611,1.104694665002171,107.1859934651875
48,16,0,0,0,10.0,20,10.0,15.37217326700269,20,16.0,25.621279906262853,0,,25.000000000000004,20,25.0,10,2.3970000000000007,31137,13,10,1.0,283.7217326700269,False,0.0812659314966473,0,0.2,25362,2,405,1.0,6245.730173136089,False,-0.015318546509677594,0,0.6320000000000001,39575,333,31,1.0,5913.193375006044,False,0.04675124747743209,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,10,2.4780000000000006,55948,0,0,0.0,0.0,False,-0.03733782993220689,10,4.503000000000001,45721,286,0,0.0,7327.686053191176,False,-0.15026595845356705,0.5,238475,0.0,0.0,5,0,0,8,8,7.333333333333333,13,21,9,63.0,21.0,9,7,9,200,1.0062394750420935,108.19223294022959
49,9,0,0,0,10.0,20,10.0,15.226033266995016,35,14.542857142857143,26.6243262254428,24,32.166666666666664,25.000000000000007,20,25.0,25,2.637000000000001,31146,13,10,1.0,282.2603326699501,False,0.08155178948890268,0,0.2,25262,2,415,1.0,6338.8038058029315,False,-0.017166693068948177,0,0.6320000000000001,39838,358,17,1.0,5903.533455416744,False,0.05310510749429943,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,11,2.5780000000000007,55622,0,8,0.8,200.00000000000006,False,-0.04122647028459341,9,4.583000000000002,45098,302,0,0.0,8040.546520083726,False,-0.15485265735156303,0.6333333333333333,237698,0.0,0.0,11,0,0,4,7,6.961538461538462,12,16,6,27.0,15.0,4,5,6,1143,0.8439521649852395,109.03618510521483
50,6,0,0,0,10.0,20,10.0,15.341357046468184,48,15.770833333333334,26.6243262254428,0,,25.000000000000004,9,25.0,38,2.9920000000000004,30981,17,10,1.0,323.4135704646818,False,0.07655927769746756,0,0.2,25202,0,423,0.8,6489.394030656042,False,-0.016637962689158604,0,0.6320000000000001,39081,396,27,1.0,6794.034198488356,False,0.04543259251929952,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,55622,0,8,0.0,200.00000000000003,False,-0.04122647028459341,9,4.6640000000000015,45023,302,0,0.0,8040.546520083726,False,-0.15614313534461163,0.4666666666666666,236641,0.0,0.0,6,0,0,3,6,5.090909090909091,14,17,7,42.0,6.0,4,2,7,200,0.782080854056403,109.81826595927123
51,7,0,0,0,10.000000000000002,20,10.0,15.094985661452439,24,13.0,27.26866822162039,23,31.217391304347824,25.000000000000004,15,25.0,14,3.094000000000001,30989,15,10,1.0,300.9498566145244,False,0.07644755697964821,0,0.2,25082,2,433,1.0,6556.128791408906,False,-0.019632729683889235,0,0.6320000000000001,39487,410,14,1.0,6570.705476298185,False,0.05267652929093062,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,55336,1,18,1.0,477.26866822162043,False,-0.043762098934739535,15,4.8050000000000015,44405,314,0,0.0,8562.361821588804,False,-0.16228739958714342,0.6666666666666666,236031,0.0,0.0,8,0,0,5,6,5.583333333333334,13,18,12,73.0,6.0,5,2,12,918,0.8841503030271269,110.70241626229836
52,12,0,0,0,10.000000000000002,20,10.0,15.094985661452439,0,,26.639293186049706,17,21.176470588235293,25.000000000000004,9,25.0,0,3.080000000000001,30869,17,20,1.0,471.89971322904876,False,0.07525407413628744,0,0.2,25002,0,443,1.0,6687.07864802343,False,-0.02013484084583395,3,0.6620000000000001,39781,400,10,1.0,6304.387196441472,False,0.056635006847330575,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,55048,6,28,1.0,859.8357591162983,False,-0.04542623835028482,9,4.880000000000001,44260,316,0,0.0,8418.016646791708,False,-0.16602415218356004,0.6666666666666666,235692,0.0,0.0,9,0,0,5,4,3.230769230769231,11,16,18,89.0,24.0,7,5,18,326,0.986037969996687,111.68845423229504
53,18,0,0,0,10.000000000000002,20,10.0,15.094985661452439,0,,26.759776271787,16,27.875,25.000000000000007,12,25.0,0,3.080000000000001,30779,16,30,1.0,612.8495698435732,False,0.07457912005398874,0,0.2,24892,1,453,1.0,6848.028504637955,False,-0.02115548076884061,6,0.7190000000000001,40095,390,10,1.0,6154.642170684321,False,0.06252020784953147,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54602,12,38,1.0,1271.1173152614442,False,-0.04956194883459986,12,4.9910000000000005,44136,316,0,0.0,8456.089301884693,False,-0.16783019630850426,0.6666666666666666,235236,0.0,0.0,7,0,0,9,5,4.428571428571429,11,20,24,114.0,66.0,7,11,24,254,1.0002722649951465,112.68872649729019
54,24,0,0,0,10.000000000000002,20,10.0,14.859464417129903,26,13.0,26.69830962406824,13,26.0,25.000000000000004,13,25.0,0,3.080000000000001,31027,15,14,1.0,358.0325018398187,False,0.0787477962845655,0,0.2,24782,2,463,1.0,6899.932025131146,False,-0.024060909410758717,3,0.7430000000000001,40029,406,10,1.0,6299.925649595423,False,0.0626836686551907,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54264,15,48,1.0,1600.4746443610238,False,-0.05254418042292388,13,5.109000000000002,43989,316,0,0.0,8436.665841205564,False,-0.17052663683191466,0.6666666666666666,234823,0.0,0.0,6,0,0,9,5,4.230769230769231,13,22,22,166.0,51.0,11,13,22,538,1.115232321957592,113.80395881924778
55,22,0,0,0,10.000000000000002,20,10.0,14.660075496345966,25,13.0,27.465477680078425,13,36.0,25.000000000000007,9,25.0,11,3.190000000000001,31076,15,10,1.0,296.6007549634597,False,0.07937985265077882,0,0.2,24682,2,473,1.0,6954.215709771642,False,-0.026579512759754547,3,0.77,40106,421,10,1.0,6446.546560762436,False,0.06638298091113452,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54264,5,58,1.0,1587.3273884003925,False,-0.05265728871949838,9,5.186000000000002,43448,329,0,0.0,9036.142156745802,False,-0.17467787813804844,0.6666666666666666,234308,0.0,0.0,6,0,0,9,5,3.670769230769231,15,24,23,182.0,29.0,12,10,23,200,1.1445111940265633,114.94847001327435
56,23,0,0,0,10.000000000000002,20,10.0,14.863101280955954,19,17.105263157894736,27.465477680078425,0,,25.000000000000007,8,25.0,0,3.1790000000000007,30987,16,17,1.0,412.67272177625125,False,0.07830947043999331,0,0.2,24896,1,467,1.0,6951.068298206431,False,-0.01923623654925277,0,0.7670000000000001,39781,430,20,1.0,6940.443104412629,False,0.06446203859535127,0,0.2,40732,0,0,0.0,0.0,False,0.002461114392596968,0,2.5670000000000006,54264,0,63,0.5,1575.0000000000005,False,-0.052763343542448125,8,5.2570000000000014,43388,329,0,0.0,9036.142156745802,False,-0.17571026053248734,0.5833333333333334,234048,0.0,0.0,8,0,0,9,2,2.0,16,25,14,152.0,45.0,12,11,14,525,1.0989959230064414,116.04746593628079
