index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,6,0,0,0,10.000000000000002,12,10.0,13.434050560786911,15,12.933333333333334,22.938373623087188,17,28.705882352941178,43.0,19,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,15,2.330000000000001,11707,340,0,0.0,3400.0000000000005,False,-0.3259426847662142,4,1.2570000000000001,32073,5,10,1.0,296.5539890348064,False,-0.0532621203938002,12,6.3050000000000015,628.0,188,0,0.0,2525.601505427939,False,-0.9444437693860853,0,0.7040000000000002,41766,57,95,1.0,5392.48729651597,False,0.005933114213981605,7,2.8530000000000006,28668,565,0,0.0,12960.18109704426,False,-0.20479433148139978,0.3333333333333333,135078,0.0,0.0,6,0,0,8,8,7.8,8,16,11,75.0,18.0,5,1,11,636,0.7220473879715428,39.739234314940404
31,11,0,0,0,10.000000000000002,10,10.0,13.434050560786911,0,,23.477102959815152,10,36.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.3150000000000004,11607,350,0,0.0,3500.0000000000005,False,-0.328456510809452,0,1.2530000000000001,32338,0,10,0.5,234.77102959815153,False,-0.04638345434568149,5,6.343000000000002,508.0,188,0,0.0,2525.601505427939,False,-0.9479696552649124,0,0.7040000000000002,41802,52,98,1.0,5434.809353910388,False,0.007226350157357314,13,2.976000000000001,28330,570,0,0.0,13381.948687094637,False,-0.20767026372064884,0.25,134821,0.0,0.0,6,0,0,10,5,5.0,9,19,12,144.0,54.0,8,3,12,666,0.83427626703633,40.573510581976734
32,12,0,0,0,10.000000000000002,5,10.0,13.419505104494561,1,12.0,25.400819490301032,38,36.44736842105263,43.0,15,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,1,2.3250000000000006,11541,355,0,0.0,3550.0000000000005,False,-0.330517848164907,0,1.2530000000000003,32667,0,2,0.1,50.801638980602064,False,-0.039419380046709175,29,6.628000000000001,305.0,188,0,0.0,2522.8669596449777,False,-0.953974452611433,0,0.7040000000000002,40675,80,102,1.0,6418.065559224083,False,-0.007148579646786424,9,3.053000000000001,28209,570,0,0.0,14478.467109471589,False,-0.1980037657299594,0.18333333333333335,133633,0.0,0.0,6,0,0,10,5,5.0,10,20,15,165.0,36.0,10,2,15,649,1.0713335039908998,41.644844085967634
33,15,0,0,0,10.000000000000002,14,10.0,13.348756863719718,18,13.0,24.699212525435573,24,17.958333333333332,42.99999999999999,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,18,2.504000000000001,11131,369,0,0.0,3690.0000000000005,False,-0.34761186525892407,8,1.3330000000000002,32259,8,10,1.0,353.78218016411347,False,-0.046956246985894824,14,6.739000000000002,-152.0,188,0,0.0,2509.566290379307,False,-0.9675976040080608,0,0.7040000000000002,40807,89,101,1.0,6541.229914763765,False,-0.0027688923669257045,9,3.1340000000000003,27988,575,0,0.0,14202.047202125455,False,-0.20613068775876184,0.3333333333333333,132269,0.0,0.0,7,0,0,15,8,7.8,9,24,15,219.0,36.0,13,2,15,613,1.1125848859664984,42.75742897193413
34,15,0,0,0,10.000000000000002,10,10.0,13.334860560476724,1,12.0,24.556145130898166,5,18.0,43.0,9,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,1,2.496000000000001,11015,379,0,0.0,3790.0000000000005,False,-0.35093011563599796,0,1.3250000000000002,32247,0,19,0.9,466.56675748706516,False,-0.04565189578822548,5,6.775000000000001,-289.0,188,0,0.0,2506.9537853696243,False,-0.9716613711968969,0,0.7040000000000002,40807,79,111,1.0,6712.9354653409555,False,-0.0008265218852833295,9,3.2150000000000007,27767,580,0,0.0,14242.564175920936,False,-0.2106723509511206,0.31666666666666665,131783,0.0,0.0,3,0,0,13,5,5.0,10,23,14,198.0,57.0,11,4,14,100,0.9051542609813623,43.662583232915495
35,14,0,0,0,10.000000000000002,7,10.0,13.334860560476724,0,,24.698754007401973,40,25.449999999999996,43.00000000000001,10,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.495000000000001,10945,386,0,0.0,3860.000000000001,False,-0.3526897938662645,0,1.3250000000000002,32859,0,2,0.0,49.39750801480395,False,-0.033798590997020504,23,7.000000000000003,-1172.0,188,0,0.0,2506.9537853696243,False,-0.9976060147885993,0,0.7040000000000002,39879,104,121,1.0,7771.670416769806,False,-0.009845357276359679,10,3.306000000000001,27534,585,0,0.0,14448.771094330154,False,-0.2136111867157223,0.16666666666666666,130281,0.0,0.0,3,0,0,10,6,6.0,14,24,12,216.0,21.0,12,2,12,682,0.7899074539891444,44.45249068690464
36,12,0,0,0,10.0,10,10.0,13.334860560476724,0,,24.112640220224062,20,17.5,43.0,16,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.495000000000001,10845,396,0,0.0,3960.0,False,-0.3552036199095023,0,1.3250000000000002,32859,0,2,0.0,48.225280440448124,False,-0.03381581241640064,20,7.177000000000002,-1956.0,188,0,0.0,2506.9537853696243,False,-1.0206418025302695,0,0.7040000000000002,39916,107,125,1.0,7955.052503563975,False,-0.006933795208552342,10,3.3960000000000012,27264,592,0,0.0,14274.683010372644,False,-0.2216891062175041,0.16666666666666666,129164,0.0,0.0,4,0,0,8,6,6.0,13,21,6,180.0,6.0,10,2,6,358,0.6348272350151092,45.08731792191975
37,6,0,0,0,10.0,11,10.0,13.076858832731155,20,11.95,23.811612532509642,13,18.692307692307693,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,20,2.6950000000000007,10294,407,0,0.0,4070.0,False,-0.3801407742584213,0,1.3250000000000002,32632,9,12,1.0,403.4310798846961,False,-0.03526721690244021,13,7.287000000000002,-5089.0,189,0,0.0,2471.5263193861883,False,-1.113217278025119,0,0.7040000000000002,40089,106,127,1.0,7985.030928446022,False,-0.0026806456058142128,12,3.506000000000001,27004,596,0,0.0,14191.721069375746,False,-0.22850994265412045,0.3333333333333333,125166,0.0,0.0,5,0,0,4,9,186.0,10,14,4,72.0,6.0,4,2,4,454,0.4284778779838234,45.51579579990357
38,4,0,0,0,10.0,11,10.0,13.076858832731155,0,,23.39179236638586,19,18.736842105263158,43.00000000000001,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.675000000000001,10184,418,0,0.0,4180.0,False,-0.38290598290598293,0,1.3250000000000002,32708,0,17,0.9,397.66047022855963,False,-0.03311893297542818,15,7.424000000000002,-5996.0,189,0,0.0,2471.5263193861883,False,-1.139867098792587,0,0.7040000000000002,40425,110,123,1.0,7862.097160302445,False,0.003530510863149907,6,3.554000000000001,26856,601,0,0.0,14058.467212197902,False,-0.23336575551812336,0.31666666666666665,124413,0.0,0.0,8,0,0,6,5,5.0,8,14,7,54.0,3.0,3,1,7,788,0.43169066397240385,45.947486463875975
39,7,0,0,0,10.000000000000002,9,10.0,13.058621195047179,13,12.923076923076923,23.288067612222072,5,19.0,43.00000000000001,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,13,2.8050000000000006,9886,427,0,0.0,4270.000000000001,False,-0.3956259426847662,0,1.3250000000000002,32635,3,22,1.0,551.5133510540271,False,-0.03300356480205041,0,7.4090000000000025,-6475.0,189,0,0.0,2468.0794058639167,False,-1.1539918991910456,0,0.7040000000000002,40812,100,124,1.0,7660.806761222208,False,0.010009126258169769,11,3.658000000000001,26599,606,0,0.0,14112.568973006575,False,-0.2385682242872559,0.3333333333333333,123693,0.0,0.0,7,0,0,8,5,5.0,10,18,8,126.0,0.0,7,0,8,572,0.6147829449619167,46.56226940883789
40,8,0,0,0,10.000000000000002,10,10.0,13.058621195047179,0,,22.99452965586576,13,18.692307692307693,43.000000000000014,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.792000000000001,9786,437,0,0.0,4370.000000000001,False,-0.398139768728004,0,1.3250000000000002,32806,0,16,0.3,367.9124744938522,False,-0.03067649299973783,4,7.4490000000000025,-7093.0,189,0,0.0,2468.0794058639167,False,-1.1721502114670048,0,0.7040000000000002,41071,99,124,1.0,7608.458435930712,False,0.015276679139487773,10,3.747000000000001,26374,610,0,0.0,14026.663090078115,False,-0.24463050803079053,0.21666666666666667,123180,0.0,0.0,8,0,0,12,4,4.0,8,20,10,129.0,0.0,8,0,10,701,0.8001391029683873,47.36240851180628
41,10,0,0,0,10.000000000000002,10,10.0,13.058621195047179,0,,22.887797743936236,4,18.0,43.000000000000014,9,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.792000000000001,9686,447,0,0.0,4470.000000000001,False,-0.40065359477124185,0,1.3250000000000002,32806,0,16,0.0,366.2047639029798,False,-0.030701581302477274,4,7.485000000000003,-7760.0,189,0,0.0,2468.0794058639167,False,-1.1917482604768186,0,0.7040000000000002,41071,89,134,1.0,7799.013999210327,False,0.017432285058940285,9,3.8270000000000013,26173,614,0,0.0,14053.10781477685,False,-0.24887887087356497,0.16666666666666666,122212,0.0,0.0,3,0,0,10,4,4.0,11,21,13,147.0,18.0,9,1,13,100,0.7886606469983235,48.1510691588046
42,13,0,0,0,10.000000000000002,11,10.0,13.058621195047179,0,,25.73406131661107,62,33.46774193548387,43.00000000000001,7,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.792000000000001,9576,458,0,0.0,4580.000000000001,False,-0.40341880341880343,0,1.3250000000000002,32901,0,11,0.0,283.0746744827218,False,-0.02913153501670801,57,8.051000000000002,-9231.0,189,0,0.0,2468.0794058639167,False,-1.2349697448747736,0,0.7040000000000002,39068,137,144,1.0,9717.566400375717,False,-0.006181375561360725,7,3.888000000000001,26018,618,0,0.0,15903.64989366564,False,-0.23145192427980044,0.16666666666666666,118568,0.0,0.0,4,0,0,10,4,4.0,12,22,13,198.0,36.0,11,2,13,205,0.7533562110038474,48.90442536980845
43,13,0,0,0,10.0,13,10.0,13.058621195047179,0,,24.94060972575957,24,18.083333333333332,43.00000000000001,7,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.792000000000001,9446,471,0,0.0,4710.0,False,-0.40668677727501257,0,1.3250000000000002,33072,0,2,0.0,49.88121945151914,False,-0.027533037264918618,15,8.144000000000002,-10428.0,189,0,0.0,2468.0794058639167,False,-1.2701404565160734,0,0.7040000000000002,38821,140,154,1.0,10113.68536160634,False,-0.007288627131149939,7,3.951000000000001,25747,629,0,0.0,15687.64351750277,False,-0.24002665704182383,0.16666666666666666,116894,0.0,0.0,6,0,0,8,4,4.0,15,23,10,198.0,21.0,11,2,10,301,0.728062596055679,49.63248796586413
44,10,0,0,0,10.000000000000002,10,10.0,13.058621195047179,0,,24.57351848586648,13,18.692307692307693,43.000000000000014,10,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.792000000000001,9346,481,0,0.0,4810.000000000001,False,-0.40920060331825037,3,1.3550000000000002,33038,0,0,0.0,0.0,False,-0.029264852794264558,8,8.209000000000001,-11486.0,189,0,0.0,2468.0794058639167,False,-1.3012270170143987,0,0.7040000000000002,38650,139,164,1.0,10467.719069535444,False,-0.007152499213400039,10,4.0440000000000005,25526,633,0,0.0,15555.037201553481,False,-0.246526728489214,0.16666666666666666,115310,0.0,0.0,3,0,0,8,6,5.6,10,18,7,144.0,21.0,8,2,7,100,0.6643990320153534,50.29688699787948
45,7,0,0,0,10.000000000000002,8,10.0,13.043621227251197,11,12.909090909090908,24.410508037680607,6,19.0,43.000000000000014,11,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,11,2.902000000000001,9090,489,0,0.0,4890.000000000001,False,-0.4200603318250377,4,1.3920000000000001,32930,0,1,0.1,24.410508037680607,False,-0.03207953064527126,2,8.221000000000002,-27625.0,199,0,0.0,2595.680624222988,False,-1.773554671442925,0,0.7040000000000002,38612,131,174,1.0,10679.776552936162,False,-0.005613387410224388,11,4.144000000000001,25278,637,0,0.0,15549.493620002546,False,-0.25220029841626085,0.18333333333333335,98521,0.0,0.0,2,0,0,5,8,104.41538461538461,12,17,5,108.0,18.0,6,1,5,80,0.5316261120024137,50.8285131098819
46,5,0,0,1,10.000000000000002,9,10.0,13.03315258318349,1,12.0,25.98216322137964,10,55.0,43.0,14,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,10,2.9910000000000005,8723,498,9,0.0,5097.298373248653,False,-0.43330069448847025,9,1.4780000000000004,33046,0,1,0.1,25.98216322137964,False,-0.02864808480899415,0,8.219000000000001,-33013.47222222222,199,0,0.0,2593.5973640535144,True,-1.9319114279895242,0,0.7040000000000002,38595,126,178,1.0,10927.752565893836,False,-0.003192844277219012,8,4.213000000000001,24904,642,0,0.0,16680.54878812573,False,-0.24786709515694877,0.18333333333333335,125504,0.0,0.125,5,0,0,9,8,263.8,8,17,6,90.0,0.0,5,0,6,348,0.47792105400003493,51.30643416388193
47,6,0,0,0,10.000000000000002,8,10.0,13.03315258318349,0,,26.787457703270533,5,55.0,42.99999999999999,12,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8643,506,9,0.0,5177.298373248653,False,-0.4353117553230605,4,1.5090000000000003,33149,0,0,0.0,0.0,False,-0.026003408356349532,0,8.219000000000001,-33013.47222222222,199,0,0.0,2593.5973640535144,True,-1.9319114279895242,0,0.7040000000000002,38810,116,183,1.0,10976.34509357938,False,0.0022210983436581535,7,4.275000000000001,24546,647,0,0.0,17331.485134016035,False,-0.24860310934370997,0.16666666666666666,125384,0.0,0.125,4,0,0,8,5,4.8,9,17,6,90.0,3.0,5,1,6,295,0.5170746429939754,51.82350880687591
48,6,0,0,0,10.000000000000002,8,10.0,12.866707391120634,8,11.0,26.787457703270533,0,,42.99999999999999,8,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8651,514,1,0.0,5152.866707391122,False,-0.43552371273526597,0,1.5050000000000001,33061,0,8,0.8,214.29966162616427,False,-0.025440740705968058,0,8.219000000000001,-33013.47222222222,199,0,0.0,2560.4747708330065,True,-1.9323980383383004,0,0.7040000000000002,38810,106,193,1.0,11138.470516546675,False,0.004055096341025713,8,4.348000000000001,24449,647,0,0.0,17331.485134016035,False,-0.2507976794794566,0.3,125207,0.0,0.125,3,0,0,8,3,3.0,9,17,5,93.0,0.0,6,0,5,168,0.7385598839609884,52.562068690836895
49,5,0,0,0,10.000000000000002,12,10.0,12.866707391120634,0,,26.59998000331224,4,19.0,43.0,9,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8531,526,1,0.0,5272.866707391122,False,-0.4385403039871513,0,1.5050000000000001,33137,0,4,0.0,106.39992001324896,False,-0.0247928553797195,0,8.219000000000001,-33013.47222222222,199,0,0.0,2560.4747708330065,True,-1.9323980383383004,0,0.7040000000000002,38810,96,203,1.0,11282.598080317975,False,0.005685498646130883,9,4.430000000000001,24259,651,0,0.0,17316.586982156266,False,-0.25526485314302866,0.16666666666666666,124973,0.0,0.125,4,0,0,8,4,4.0,2,10,6,75.0,0.0,5,0,6,196,0.6356586989713833,53.19772738980828
50,6,0,0,0,10.000000000000002,12,10.0,12.866707391120634,0,,26.401982612549283,4,19.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8411,538,1,0.0,5392.866707391122,False,-0.4415568952390367,0,1.5050000000000001,33213,0,0,0.0,0.0,False,-0.02412293588764177,0,8.219000000000001,-33013.47222222222,199,0,0.0,2560.4747708330065,True,-1.9323980383383004,0,0.7040000000000002,39207,90,202,1.0,11062.178435129435,False,0.01217396419829676,9,4.511000000000001,24135,651,0,0.0,17187.69068076958,False,-0.25952838596414507,0.16666666666666666,125202,0.0,0.125,7,0,0,7,6,6.0,4,11,3,108.0,0.0,6,0,3,669,0.5565051829908043,53.75423257279908
51,3,0,0,0,10.000000000000002,12,10.0,12.866707391120634,0,,27.159826754842822,8,40.25,42.99999999999999,8,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8291,550,1,0.0,5512.866707391122,False,-0.44457348649092204,8,1.5850000000000002,33164,0,0,0.0,0.0,False,-0.02556267262149615,0,8.219000000000001,-33013.47222222222,199,0,0.0,2560.4747708330065,True,-1.9323980383383004,0,0.7040000000000002,39150,83,212,1.0,11370.265620651953,False,0.014369520595610249,8,4.582000000000002,23771,656,0,0.0,17816.84635117689,False,-0.26064653448894914,0.16666666666666666,124612,0.0,0.125,3,0,0,6,6,6.0,2,8,5,54.0,0.0,3,0,5,120,0.4000486949807964,54.15428126777988
52,5,0,0,0,10.000000000000002,8,10.0,12.856963529107945,1,12.0,26.86107415130041,5,19.0,43.0,9,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8223,558,0,0.0,5580.000000000001,False,-0.44630467571644045,5,1.6270000000000002,33032,0,1,0.1,26.86107415130041,False,-0.029046525913038482,0,8.219000000000001,-33013.47222222222,199,0,0.0,2558.5357422924812,True,-1.9324265249772576,0,0.7040000000000002,39150,73,222,1.0,11506.85841304493,False,0.01591468793037252,9,4.664000000000001,23546,661,0,0.0,17755.17001400957,False,-0.266434728348308,0.18333333333333335,124187,0.0,0.125,3,0,0,3,4,4.0,2,5,6,90.0,0.0,5,0,6,92,0.7165691109839827,54.87085037876386
53,6,0,0,0,10.000000000000002,11,10.0,12.856963529107945,0,,26.86107415130041,0,,43.0,6,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,8113,569,0,0.0,5690.000000000001,False,-0.449069884364002,0,1.622,33032,0,1,0.0,26.86107415130041,False,-0.029046525913038482,0,8.219000000000001,-33013.47222222222,199,0,0.0,2558.5357422924812,True,-1.9324265249772576,0,0.7040000000000002,39150,63,232,1.0,11668.247671531926,False,0.01774035827524797,6,4.715000000000001,23478,661,0,0.0,17755.17001400957,False,-0.26797318988676955,0.16666666666666666,124009,0.0,0.125,3,0,0,3,2,2.0,3,6,6,93.0,0.0,6,0,6,110,0.7869723020121455,55.65782268077601
54,6,0,0,0,10.000000000000004,11,10.0,12.856963529107945,0,,28.978240152936113,10,55.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000003,8003,580,0,0.0,5800.000000000002,False,-0.4518350930115636,9,1.7120000000000002,33160,0,0,0.0,0.0,False,-0.025680202150790386,0,8.219000000000001,-33013.47222222222,199,0,0.0,2558.5357422924812,True,-1.9324265249772576,0,0.7040000000000002,39348,58,231,1.0,11613.737928870294,False,0.0216033702360893,9,4.799000000000001,23076,666,0,0.0,19299.507941855452,False,-0.25959832644959896,0.16666666666666666,123823,0.0,0.125,6,0,0,3,5,4.8,2,5,4,90.0,3.0,5,1,4,583,0.5888808949966915,56.2467035757727
55,4,0,0,0,10.000000000000004,15,10.0,12.856963529107945,0,,29.177396480654117,1,53.0,43.0,14,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,7853,595,0,0.0,5950.000000000002,False,-0.4556058320764203,1,1.7130000000000003,33170,0,0,0.0,0.0,False,-0.025386378327554797,0,8.219000000000001,-33013.47222222222,199,0,0.0,2558.5357422924812,True,-1.9324265249772576,0,0.7040000000000002,39434,48,239,1.0,11677.515031071398,False,0.024270532025694506,12,4.910000000000001,22824,667,0,0.0,19461.323452596298,False,-0.26346919171271155,0.16666666666666666,123517,0.0,0.125,5,0,0,3,4,4.0,0,3,6,39.0,3.0,3,1,6,236,0.6391646470292471,56.885868222801946
56,6,0,0,0,10.000000000000002,9,10.0,12.856963529107945,0,,30.226334255592167,5,53.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.9810000000000008,7763,604,0,0.0,6040.000000000001,False,-0.4578682755153343,5,1.7620000000000002,33220,0,0,0.0,0.0,False,-0.023917259211376857,0,8.219000000000001,-33013.47222222222,199,0,0.0,2558.5357422924812,True,-1.9324265249772576,0,0.7040000000000002,39950,38,237,1.0,11339.600701712503,False,0.03212217988362566,8,4.978000000000001,22460,672,0,0.0,20312.096619757936,False,-0.2620803549801138,0.16666666666666666,123629,0.0,0.125,5,0,0,3,3,3.0,3,6,3,108.0,0.0,6,0,3,606,0.5682188860373572,57.4540871088393
57,3,0,0,0,10.0,6,10.0,12.846390801331944,1,12.0,31.381819568333494,5,55.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,1,2.991000000000001,7687,610,0,0.0,6100.0,False,-0.4601809954751131,5,1.8070000000000002,33261,0,1,0.1,31.381819568333494,False,-0.022251545225828187,0,8.219000000000001,-33013.47222222222,199,0,0.0,2556.4317694650567,True,-1.932457434844264,0,0.7040000000000002,40239,29,239,1.0,11187.072767481672,False,0.03693521230182888,12,5.090000000000001,22055,676,0,0.0,21214.11002819344,False,-0.2610394793190787,0.18333333333333335,123478,0.0,0.125,4,0,0,1,6,6.0,1,2,3,36.0,3.0,2,1,3,404,0.35447191999992356,57.80855902883923
58,3,0,0,0,10.0,7,10.0,12.846390801331944,0,,31.381819568333494,0,,43.00000000000001,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.990000000000001,7617,617,0,0.0,6170.0,False,-0.4619406737053796,0,1.802,33261,0,1,0.0,31.381819568333494,False,-0.022251545225828187,0,8.219000000000001,-33013.47222222222,199,0,0.0,2556.4317694650567,True,-1.932457434844264,0,0.7040000000000002,40583,19,241,1.0,10959.254571798338,False,0.042140888821248244,12,5.198000000000002,21855,676,0,0.0,21214.11002819344,False,-0.26556436619690676,0.16666666666666666,123552,0.0,0.125,4,0,0,2,3,3.0,1,3,2,54.0,0.0,3,0,2,414,0.4079056010232307,58.21646462986246
59,2,0,0,0,9.999999999999998,9,10.0,12.846390801331944,0,,31.381819568333494,0,,43.00000000000001,7,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,2.990000000000001,7527,626,0,0.0,6259.999999999999,False,-0.46420311714429363,0,1.802,33261,0,1,0.0,31.381819568333494,False,-0.022251545225828187,0,8.219000000000001,-33013.47222222222,199,0,0.0,2556.4317694650567,True,-1.932457434844264,0,0.7040000000000002,40583,9,251,1.0,11075.436376115003,False,0.04345516262573531,7,5.256000000000001,21774,676,0,0.0,21214.11002819344,False,-0.26739694538242714,0.16666666666666666,123381,0.0,0.125,3,0,0,1,2,2.0,1,2,2,36.0,0.0,2,0,2,90,0.3308701780042611,58.54733480786672
60,2,0,0,0,9.999999999999996,11,10.0,12.635852246046017,10,11.1,33.59990071502875,10,55.0,43.00000000000001,7,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,10,3.090000000000001,7239,637,0,0.0,6369.999999999998,False,-0.4759175465057818,9,1.8920000000000001,33278,0,10,1.0,335.9990071502875,False,-0.017276855392397553,0,8.219000000000001,-33013.47222222222,199,0,0.0,2514.5345969631576,True,-1.9330729542146279,0,0.7040000000000002,40308,4,261,1.0,11357.399602860118,False,0.0404230724305444,7,5.319000000000002,21418,681,0,0.0,22881.53238693458,False,-0.2565890001477988,0.3333333333333333,122479,0.0,0.125,3,0,0,1,6,5.8,1,2,5,36.0,0.0,2,0,5,110,0.35209282097639516,58.899427628843114
61,5,0,0,0,9.999999999999998,7,10.0,12.635852246046017,0,,33.59990071502875,0,,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,0,3.080000000000001,7169,644,0,0.0,6439.999999999999,False,-0.4776772247360483,0,1.8830000000000005,33278,0,10,0.0,335.9990071502875,False,-0.017276855392397553,0,8.219000000000001,-33013.47222222222,199,0,0.0,2514.5345969631576,True,-1.9330729542146279,0,0.7040000000000002,40652,0,257,0.4,11051.0,False,0.04473981900452489,12,5.432000000000001,21227,681,0,0.0,22881.53238693458,False,-0.26091026711612464,0.06666666666666667,122562,0.0,0.125,4,0,0,2,3,3.0,2,4,6,72.0,3.0,4,1,6,414,0.47855689097195864,59.37798451981507
62,6,0,0,0,9.999999999999998,9,10.0,12.627447490612346,1,12.0,34.74296333543562,6,53.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,1,3.0900000000000007,7063,653,0,0.0,6529.999999999999,False,-0.4807440925087984,0,1.8830000000000005,33584,0,5,0.1,173.71481667717808,False,-0.010669994466163537,0,8.219000000000001,-33013.47222222222,199,0,0.0,2512.8620506318566,True,-1.933097525912508,0,0.7040000000000002,40817,0,252,0.5,10836.0,False,0.046040723981900455,10,5.520000000000001,21025,682,0,0.0,23694.700994767092,False,-0.25628166295512345,0.09999999999999999,122725,0.0,0.125,8,0,0,3,4,4.0,2,5,2,75.0,3.0,5,1,2,838,0.5399226910085417,59.917907210823614
63,2,0,0,0,9.999999999999998,7,10.0,12.618365694465048,1,12.0,33.928523209072075,5,19.0,43.0,20,43.0,0,0.2,20236,0,0,0.0,0.0,False,0.01739567621920563,1,3.0990000000000006,6977,660,0,0.0,6599.999999999999,False,-0.48330819507290096,0,1.8830000000000005,33667,0,1,0.1,33.928523209072075,False,-0.01028488389244466,0,8.219000000000001,-33013.47222222222,199,0,0.0,2511.0547731985444,True,-1.9331240769707627,0,0.7040000000000002,41238,0,245,0.5,10535.0,False,0.052160633484162895,8,5.590000000000002,20931,682,0,0.0,23139.252828587156,False,-0.2646917100838557,0.09999999999999999,123049,0.0,0.125,5,0,0,1,3,3.0,1,2,3,36.0,0.0,2,0,3,681,0.9144826809642836,60.8323898917879
