index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,4,0,0,0,10.0,11,10.0,25.27167862067846,0,,13.931965467092372,13,15.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,8,0.784,31155,13,30,1.0,888.1503586203538,False,0.1681296506343639,3,1.3370000000000002,41187,19,10,1.0,619.4815484638144,False,-0.03117433754594918,0,7.256000000000002,-22963.0,174,0,0.0,4397.2720799980525,True,-1.4847862336571016,0,0.3440000000000001,67834,155,16,1.0,2831.4546473993178,False,0.10819067873865248,9,2.801000000000001,51893,641,0,0.0,8930.38986440621,False,-0.09811014847088116,0.5,219583,0.0,0.125,7,0,0,5,6,186.93556547619048,10,15,8,54.0,3.0,3,1,8,662,0.8957488170126453,73.2070189010119
31,8,0,0,0,10.0,9,10.0,25.27167862067846,0,,14.011426029085493,21,14.857142857142858,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,31065,12,40,1.0,1130.8671448271384,False,0.16928888294013422,11,1.4440000000000002,41085,9,10,1.0,367.5593678769611,False,-0.036496552018619656,0,7.256,-22963.0,174,0,0.0,4397.2720799980525,True,-1.4847862336571016,0,0.3440000000000001,67969,151,20,1.0,2955.7253303919097,False,0.11134539943343548,14,2.9320000000000013,51436,656,0,0.0,9191.495475080084,False,-0.10333422302261132,0.5,219069,0.0,0.125,6,0,0,8,10,234.52745098039216,9,17,7,108.0,6.0,6,2,7,384,1.0468343449756503,74.25385324598756
32,7,0,0,0,10.0,6,10.0,25.343052903826997,15,26.0,13.836197983051644,21,12.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,31395,8,35,1.0,967.006851633945,False,0.17845933332656733,11,1.5430000000000004,40555,14,10,1.0,493.16472048409446,False,-0.04740422207130067,0,7.256000000000002,-22963.0,174,0,0.0,4409.691205265897,True,-1.4846412588103999,0,0.3440000000000001,68389,141,20,1.0,2790.9039156102817,False,0.11674777893397463,10,3.0180000000000002,51048,677,0,0.0,9367.106034525963,False,-0.10813818404418409,0.5,218901,0.0,0.125,6,0,0,6,6,5.166666666666667,9,15,8,57.0,9.0,4,3,8,870,0.8628387170028873,75.11669196299044
33,8,0,0,0,10.0,11,10.0,25.343052903826997,0,,13.795846478526508,11,13.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,31285,9,45,1.0,1230.4373806722149,False,0.17926208607209002,1,1.542,40664,4,10,1.0,239.33067640057305,False,-0.047822531327038564,0,7.256000000000002,-22963.0,174,0,0.0,4409.691205265897,True,-1.4846412588103999,0,0.3440000000000001,68456,142,25,1.0,3009.010199950764,False,0.11956512506161704,15,3.158000000000001,50757,677,0,0.0,9339.788065962446,False,-0.11301358586341237,0.5,218676,0.0,0.125,5,0,0,8,5,4.090909090909091,10,18,5,126.0,3.0,7,1,5,320,0.9101565040182322,76.02684846700868
34,5,0,0,0,10.0,12,10.0,25.343052903826997,0,,13.757452810592406,17,13.294117647058824,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,31165,11,55,1.0,1503.8679097104848,False,0.17988000276718943,7,1.6110000000000004,40652,0,4,0.4,55.029811242369625,False,-0.05025413462782076,0,7.256000000000002,-22963.0,174,0,0.0,4409.691205265897,True,-1.4846412588103999,0,0.3440000000000001,68666,132,30,1.0,3075.9837709981975,False,0.12346159940948162,15,3.293,50241,694,0,0.0,9547.67225055113,False,-0.11960767294602948,0.39999999999999997,218238,0.0,0.125,6,0,0,8,6,5.636363636363637,8,16,7,57.0,3.0,4,1,7,402,0.8257774079684168,76.8526258749771
35,7,0,0,0,10.0,9,10.0,25.655394481744935,32,27.0,13.629311158880535,28,12.714285714285714,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,31939,10,33,1.0,946.6280178975828,False,0.19819282129861335,24,1.844,39088,22,10,1.0,700.711790187194,False,-0.07923151160128879,0,7.256,-22963.0,174,0,0.0,4464.038639823619,True,-1.484006833210875,0,0.3440000000000001,69380,122,23,1.0,2628.775961383425,False,0.13130931813105842,3,3.3080000000000003,49861,722,0,0.0,9840.362656711746,False,-0.1233468077844761,0.5,217782,0.0,0.125,10,0,0,7,5,4.5,10,17,8,90.0,6.0,5,2,8,1668,0.9531640139757656,77.80578988895286
36,8,0,0,0,10.0,8,10.0,25.06381265230829,6,10.0,13.65140161197159,13,14.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,31919,8,37,1.0,1007.3610681354068,False,0.19857604281053204,3,1.8500000000000003,39108,18,10,1.0,587.6626438612651,False,-0.08008425191607609,0,7.256000000000002,-22963.0,174,0,0.0,4361.103401501642,True,-1.4852084492727209,0,0.3440000000000001,69842,112,22,1.0,2452.956980540818,False,0.13729581990863052,9,3.395000000000001,49551,735,0,0.0,10033.780184799118,False,-0.1267600682936267,0.5,217934,0.0,0.125,5,0,0,4,4,3.230769230769231,15,19,9,129.0,0.0,8,0,9,602,0.9131190229672939,78.71890891192015
37,9,0,0,0,10.0,7,10.0,25.130725094117004,11,26.0,13.608043353449274,14,13.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32135,5,36,1.0,954.7061033882121,False,0.20558770661691272,4,1.8870000000000005,38868,19,10,1.0,613.5642103227158,False,-0.08538517684998699,0,7.256000000000002,-22963.0,174,0,0.0,4372.746166376359,True,-1.4850725372808138,0,0.3440000000000001,70220,102,23,1.0,2354.020422051826,False,0.1425532527488985,11,3.496000000000001,49203,749,0,0.0,10192.424471733506,False,-0.1310596707281801,0.5,217940,0.0,0.125,7,0,0,10,7,6.571428571428571,7,17,10,111.0,6.0,7,2,10,818,1.1287181989755481,79.8476271108957
38,10,0,0,0,10.0,9,10.0,24.603570527113558,5,10.0,13.631409031688097,12,14.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32095,4,41,1.0,1048.7463916116558,False,0.20584722175911527,2,1.9030000000000005,38918,14,10,1.0,480.76407769647074,False,-0.08576806969442859,0,7.256000000000002,-22963.0,174,0,0.0,4281.021271717759,True,-1.4861432892263056,0,0.3440000000000001,70766,92,20,1.0,2094.089630915305,False,0.14921097817948212,7,3.555000000000001,48966,761,0,0.0,10373.502273114642,False,-0.13340346082418789,0.5,218259,0.0,0.125,8,0,0,6,4,3.166666666666667,13,19,5,111.0,9.0,7,3,5,686,0.9566110899904743,80.80423820088618
39,5,0,0,0,10.0,11,10.0,24.935712157147766,14,28.0,13.65250767385172,11,14.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,32377,5,37,1.0,972.6213498144673,False,0.21486490979657802,1,1.9110000000000005,38646,18,10,1.0,585.367895567177,False,-0.09089736767408504,0,7.256,-22963.0,174,0,0.0,4338.813915343711,True,-1.4854686459266004,0,0.3440000000000001,71060,82,23,1.0,2085.505629255841,False,0.1538471221275412,13,3.6780000000000004,48576,772,0,0.0,10539.735924213528,False,-0.13831445595053907,0.5,218173,0.0,0.125,6,0,0,6,6,5.090909090909091,11,17,7,90.0,0.0,5,0,7,796,0.7362029840005562,81.54044118488673
40,7,0,0,0,10.0,7,10.0,25.196788367157314,12,28.0,13.70590432121217,11,14.545454545454545,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,32643,2,35,1.0,901.8875928505059,False,0.22339077285221434,1,1.9200000000000004,38436,20,10,1.0,640.994810555268,False,-0.09515088239452674,0,7.256000000000002,-22963.0,174,0,0.0,4384.241175885372,True,-1.484938350113404,0,0.3440000000000001,71236,83,25,1.0,2187.59005866061,False,0.1574804370262014,12,3.785000000000001,48381,772,0,0.0,10580.958135975796,False,-0.14110516942201187,0.5,218210,0.0,0.125,6,0,0,5,5,4.2,12,17,9,108.0,3.0,6,1,9,832,0.8798409060109407,82.42028209089767
41,9,0,0,0,10.0,11,10.0,25.196788367157314,0,,13.731822010998439,16,14.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32533,3,45,1.0,1163.8554765220792,False,0.22416649063846208,6,1.9790000000000003,38456,10,10,1.0,389.28610378155753,False,-0.09762226718596423,0,7.256000000000002,-22963.0,174,0,0.0,4384.241175885372,True,-1.484938350113404,0,0.3440000000000001,71614,73,26,1.0,2094.423006802886,False,0.16278403404441488,11,3.8830000000000005,47995,788,0,0.0,10820.675744666769,False,-0.14536417813801808,0.5,218112,0.0,0.125,6,0,0,10,5,4.375,8,18,7,114.0,3.0,8,1,7,488,0.9629556200234219,83.3832377109211
42,7,0,0,0,10.0,8,10.0,24.63803487861996,6,12.833333333333334,13.731822010998439,0,,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32530,1,49,1.0,1217.2637090523779,False,0.22504276568430703,0,1.9730000000000003,38379,6,20,1.0,422.46464949168853,False,-0.09903267826050988,0,7.256000000000002,-22963.0,174,0,0.0,4287.018068879873,True,-1.486073285523909,0,0.3440000000000001,72118,63,24,1.0,1873.1047866929016,False,0.1690785961264616,8,3.9520000000000013,47899,788,0,0.0,10820.675744666769,False,-0.14690044852160558,0.5,218440,0.0,0.125,7,0,0,6,3,3.0,11,17,5,75.0,6.0,5,2,5,661,0.8364837659755722,84.21972147689667
43,5,0,0,0,9.999999999999998,11,10.0,24.960377396917405,13,27.923076923076923,13.754685652321557,3,15.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,32783,2,46,1.0,1168.1773602582007,False,0.23348817715164313,0,1.9730000000000003,38061,9,27,1.0,596.0199091849387,False,-0.10443103393274963,0,7.256,-22963.0,174,0,0.0,4343.105667063628,True,-1.4854185460979685,0,0.3440000000000001,72409,56,26,1.0,1862.262396530007,False,0.17364866133663537,12,4.064,47709,788,0,0.0,10838.692294029386,False,-0.14979682588912138,0.5,218476,0.0,0.125,8,0,0,5,7,7.0,10,15,4,72.0,3.0,4,1,4,854,0.7078332550008781,84.92755473189754
44,4,0,0,0,10.0,11,10.0,25.076548033678296,15,26.0,14.896512879204659,29,20.79310344827586,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,33063,3,41,1.0,1058.1384693808102,False,0.24180508057707306,2,1.9930000000000003,38206,14,10,1.0,500.0368012635427,False,-0.10216617480781257,0,7.256000000000002,-22963.0,174,0,0.0,4363.319357860024,True,-1.4851825812726465,0,0.3440000000000001,72571,52,26,1.0,1866.6186697186422,False,0.17627597392916072,10,4.152000000000001,47215,811,0,0.0,12081.071945034979,False,-0.14776143045147958,0.5,218569,0.0,0.125,10,0,0,5,5,4.285714285714286,8,13,5,54.0,3.0,3,1,5,1418,0.700066938996315,85.62762167089386
45,5,0,0,0,10.0,8,10.0,25.076548033678296,0,,17.438594853425347,16,43.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32983,1,51,1.0,1288.9039497175932,False,0.2431130817662489,6,2.0510000000000006,38690,4,10,1.0,274.69214066896666,False,-0.09349677646772314,0,7.256000000000002,-22963.0,174,0,0.0,4363.319357860024,True,-1.4851825812726465,0,0.3440000000000001,73117,42,23,1.0,1698.4209838438644,False,0.18366769338478656,7,4.212000000000001,46447,827,0,0.0,14421.717943782762,False,-0.14132312932049834,0.5,218751,0.0,0.125,6,0,0,5,3,2.375,9,14,5,54.0,6.0,3,2,5,626,0.7064859719830565,86.33410764287692
46,5,0,0,0,10.0,11,10.0,25.076548033678296,0,,17.74333379545016,2,42.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,32873,2,61,1.0,1549.669430054376,False,0.24386657480415466,0,2.045000000000001,38774,0,12,0.4,212.92000554540192,False,-0.09225672387997993,0,7.256000000000002,-22963.0,174,0,0.0,4363.319357860024,True,-1.4851825812726465,0,0.3440000000000001,73243,33,29,1.0,1803.5300152498553,False,0.1865250685340608,16,4.365000000000001,46080,828,0,0.0,14691.480382632732,False,-0.14503768357124672,0.39999999999999997,218484,0.0,0.125,6,0,0,3,4,4.0,12,15,1,72.0,3.0,4,1,1,362,0.6777691370225511,87.01187677989947
47,1,0,0,0,10.0,7,10.0,25.076548033678296,0,,18.666970394362988,6,41.0,41.99999999999999,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,32803,0,70,0.9,1755.3583623574807,False,0.24508074308449745,0,2.0450000000000004,39020,0,6,0.0,112.00182236617792,False,-0.08769142437469445,0,7.256,-22963.0,174,0,0.0,4363.319357860024,True,-1.4851825812726465,0,0.3440000000000001,73621,23,30,1.0,1689.3403190703484,False,0.19166045479260632,11,4.459000000000001,45668,834,0,0.0,15568.253308898731,False,-0.1446154258437587,0.31666666666666665,218626,0.0,0.125,6,0,0,3,3,3.0,10,13,6,18.0,0.0,1,0,6,694,0.6045292009948753,87.61640598089434
48,6,0,0,0,10.0,12,10.0,25.360563185885894,13,28.0,18.666970394362988,0,,42.0,7,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,33047,2,67,1.0,1719.157733454355,False,0.253431624218224,0,2.0450000000000004,38656,3,16,1.0,374.7532158674655,False,-0.09312251102134551,0,7.256000000000002,-22963.0,174,0,0.0,4412.737994344146,True,-1.4846056920720005,0,0.3440000000000001,73621,13,40,1.0,1922.6706151267188,False,0.19352742574794546,7,4.518000000000002,45588,834,0,0.0,15568.253308898731,False,-0.14589565116341496,0.5,218426,0.0,0.125,4,0,0,4,2,2.0,11,15,6,72.0,6.0,4,2,6,484,0.8443681739736348,88.46077415486798
49,6,0,0,0,10.0,12,10.0,25.679779715610945,17,27.941176470588236,21.018294278241168,16,41.0,42.0,6,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,33402,4,60,1.0,1580.7867829366567,False,0.263997389799576,0,2.0450000000000004,38837,10,10,1.0,466.9807399385211,False,-0.08782007914715029,0,7.256000000000002,-22963.0,174,0,0.0,4468.281670516304,True,-1.4839573021278916,0,0.3440000000000001,73621,3,50,1.0,2163.0548828347237,False,0.195450838410238,6,4.5710000000000015,44868,850,0,0.0,17865.550136504993,False,-0.1390360692561492,0.5,218242,0.0,0.125,6,0,0,6,2,2.0,10,16,5,108.0,0.0,6,0,5,1251,0.788768041995354,89.24954219686333
50,5,0,0,0,10.0,7,10.0,25.679779715610945,0,,21.749496205412065,16,28.0,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,33332,1,70,1.0,1807.5845800927661,False,0.26560172600075344,6,2.105000000000001,39081,0,10,1.0,217.49496205412066,False,-0.08503577976683185,0,7.256000000000002,-22963.0,174,0,0.0,4468.281670516304,True,-1.4839573021278916,0,0.3440000000000001,73457,0,57,0.7,2394.0,False,0.19467426267022997,10,4.665000000000001,44456,862,0,0.0,18748.0657290652,False,-0.13856786211120997,0.45,217840,0.0,0.125,4,0,0,4,4,3.75,12,16,6,75.0,0.0,5,0,6,398,0.8264999730163254,90.07604216987966
51,6,0,0,0,10.0,8,10.0,25.359951916116515,21,23.476190476190474,22.14419884215956,12,26.666666666666668,42.00000000000001,7,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,33745,0,58,0.9,1470.8772111347578,False,0.27464561774305507,2,2.1190000000000007,38840,11,10,1.0,500.4014594988773,False,-0.0873599007809712,0,7.256,-22963.0,174,0,0.0,4412.631633404274,True,-1.4846069336780414,0,0.3440000000000001,73242,0,62,0.5,2604.0000000000005,False,0.1929139528557026,7,4.725000000000001,44271,869,0,0.0,19243.30879383666,False,-0.13756574121976148,0.39999999999999997,217612,0.0,0.125,5,0,0,10,3,2.2857142857142856,7,17,7,93.0,0.0,6,0,7,788,0.947910813963972,91.02395298384363
52,7,0,0,0,10.0,12,10.0,25.43386068969122,17,26.0,23.269331022628567,32,28.0,42.00000000000001,13,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,34067,2,51,1.0,1317.1268951742522,False,0.2837071992749668,22,2.3370000000000006,38546,18,10,1.0,690.5028026407276,False,-0.09200477677156421,0,7.256000000000002,-22963.0,174,0,0.0,4425.491760006272,True,-1.4844568107955938,0,0.3440000000000001,72346,22,72,1.0,3535.925282497829,False,0.1860321439173121,13,4.848000000000001,44040,869,0,0.0,20221.048658664226,False,-0.13343909601158427,0.5,216513,0.0,0.125,4,0,0,8,5,4.6875,10,18,4,126.0,0.0,7,0,4,562,0.9036419619806111,91.92759494582424
53,4,0,0,0,10.0,12,10.0,25.43386068969122,0,,23.84169095987721,5,41.0,42.00000000000001,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,33947,4,61,1.0,1591.4655020711643,False,0.28434190052255304,0,2.3150000000000004,38751,8,15,1.0,561.0962499156878,False,-0.08872926491973654,0,7.256000000000002,-22963.0,174,0,0.0,4425.491760006272,True,-1.4844568107955938,0,0.3440000000000001,72346,12,82,1.0,3730.100291518527,False,0.18758581743601693,10,4.935000000000001,43687,874,0,0.0,20837.63789893268,False,-0.13415450800194692,0.5,216245,0.0,0.125,4,0,0,5,3,3.0,11,16,2,72.0,0.0,4,0,2,325,0.6628454470192082,92.59044039284345
54,2,0,0,0,10.0,9,10.0,24.83625535786468,5,9.0,23.476838924777677,6,15.0,42.00000000000001,13,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,33902,3,66,1.0,1669.192853619069,False,0.28411505773574114,0,2.3150000000000004,38796,3,19,1.0,520.56870564437,False,-0.08815174745932514,0,7.256000000000002,-22963.0,174,0,0.0,4321.508432268454,True,-1.4856706617450919,0,0.3440000000000001,72346,2,92,1.0,3910.953677849556,False,0.1890328992130579,13,5.0550000000000015,43371,880,0,0.0,20659.618253804358,False,-0.14063580587139846,0.5,215929,0.0,0.125,5,0,0,3,4,4.0,10,13,2,18.0,3.0,1,1,2,225,0.5777881710091606,93.16822856385261
55,2,0,0,0,10.000000000000002,7,10.0,24.976816363616617,17,26.0,23.476838924777677,0,,42.00000000000001,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,34274,0,59,1.0,1473.6321654533804,False,0.2942521933653725,0,2.3150000000000004,38354,10,29,1.0,930.5964924547188,False,-0.09368466926066124,0,7.256,-22963.0,174,0,0.0,4345.966047269291,True,-1.4853851554063633,0,0.3440000000000001,72346,0,94,0.2,3948.0000000000005,False,0.18932932196066507,10,5.142,43224,880,0,0.0,20659.618253804358,False,-0.1429882198962668,0.3666666666666667,215712,0.0,0.125,2,0,0,4,3,3.0,10,14,6,36.0,0.0,2,0,6,512,0.6140067600063048,93.78223532385891
56,6,0,0,0,10.000000000000002,10,10.0,25.09788374780145,17,26.0,25.7999162164919,20,41.0,42.00000000000001,9,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,34616,0,52,1.0,1305.0899548856755,False,0.30377971156123007,0,2.3150000000000004,38732,17,19,1.0,916.8624318259708,False,-0.08501981658776187,0,7.256000000000002,-22963.0,174,0,0.0,4367.031772117452,True,-1.4851392443486475,0,0.3440000000000001,71731,5,104,1.0,4496.99958108246,False,0.18388035959194787,9,5.222000000000001,42892,885,0,0.0,22832.925851595333,False,-0.1309116336347571,0.5,215485,0.0,0.125,6,0,0,7,3,3.0,9,16,8,90.0,3.0,5,1,8,1362,0.8644014309975319,94.64663675485644
57,8,0,0,0,10.000000000000002,7,10.0,25.09788374780145,0,,25.19898385454003,8,15.0,42.0,9,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,34546,0,59,0.7,1480.7751411202855,False,0.3044393024494527,0,2.3150000000000004,38852,7,21,1.0,704.8638471799508,False,-0.08469294164199723,0,7.256000000000002,-22963.0,174,0,0.0,4367.031772117452,True,-1.4851392443486475,0,0.3440000000000001,71731,0,109,0.5,4578.0,False,0.1845284770119541,9,5.303000000000002,42643,893,0,0.0,22502.69258210425,False,-0.1375386661484081,0.3666666666666667,215286,0.0,0.125,3,0,0,10,3,3.0,9,19,9,100.0,3.0,7,1,9,190,0.9014974999590777,95.54813425481552
58,9,0,0,0,10.000000000000002,10,10.0,24.498583902824006,5,9.0,26.415689261318498,23,33.26086956521739,42.0,7,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,34491,0,64,1.0,1567.9093697807364,False,0.3040166605630243,2,2.3350000000000004,39504,2,10,1.0,313.154060418833,False,-0.07404330803582795,0,7.256000000000002,-22963.0,174,0,0.0,4262.753599091377,True,-1.486356537179079,0,0.3440000000000001,71731,0,109,0.0,4578.0,False,0.1845284770119541,7,5.364000000000002,41800,916,0,0.0,24196.771363367745,False,-0.13747402452137378,0.3333333333333333,215040,0.0,0.125,5,0,0,11,3,2.25,9,20,5,114.0,3.0,8,1,5,790,0.9317448440124281,96.47987909882795
59,5,0,0,0,10.000000000000002,9,10.0,24.1083684091717,20,21.75,26.01417548455466,5,15.0,42.0,12,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,34836,0,53,0.9,1277.7435256861002,False,0.31140703718321144,0,2.3330000000000006,39144,12,15,1.0,679.5130531783802,False,-0.07817154168404021,0,7.256,-22963.0,174,0,0.0,4194.856103195876,True,-1.487149139624628,0,0.3440000000000001,71656,0,114,0.5,4788.0,False,0.1850085615068252,12,5.477000000000002,41605,916,0,0.0,23828.984743852066,False,-0.14353738462887816,0.39999999999999997,214755,0.0,0.125,6,0,0,8,3,3.0,8,16,4,90.0,0.0,5,0,4,600,0.7490270840353332,97.22890618286328
60,4,0,0,0,10.000000000000002,9,10.0,24.444850617323443,12,28.0,26.839644663139353,35,29.857142857142858,42.0,13,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,35082,0,50,0.9,1222.242530866172,False,0.31947511239632875,20,2.533000000000001,39173,14,10,1.0,610.6243552739218,False,-0.0782986510637617,0,7.256000000000002,-22963.0,174,0,0.0,4253.4040074142795,True,-1.4864656797789704,0,0.3440000000000001,70816,20,124,1.0,5744.792893262787,False,0.17922188619807314,13,5.5950000000000015,41169,921,0,0.0,24719.312734751344,False,-0.14339073489133006,0.48333333333333334,213754,0.0,0.125,4,0,0,6,5,4.666666666666666,3,9,7,57.0,0.0,4,0,7,631,0.7637715300079435,97.99267771287123
61,7,0,0,0,10.000000000000002,12,10.0,24.444850617323443,0,,26.839644663139353,0,,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,34962,2,60,1.0,1486.6910370394066,False,0.31992700892830955,0,2.513000000000001,39173,4,20,1.0,634.5722957320809,False,-0.0780190944185179,0,7.256000000000002,-22963.0,174,0,0.0,4253.4040074142795,True,-1.4864656797789704,0,0.3440000000000001,70816,10,134,1.0,5896.396446631394,False,0.18043492812040043,10,5.682,41035,921,0,0.0,24719.312734751344,False,-0.1455351123017543,0.5,213500,0.0,0.125,3,0,0,3,3,3.0,7,10,3,90.0,6.0,5,2,3,120,0.8542184120160528,98.84689612488728
62,3,0,0,0,10.0,11,10.0,24.444850617323443,0,,26.839644663139353,0,,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,34852,3,70,1.0,1741.139543212641,False,0.32056374151071393,0,2.513000000000001,39173,0,24,0.4,644.1514719153445,False,-0.07790727176042037,0,7.256000000000002,-22963.0,174,0,0.0,4253.4040074142795,True,-1.4864656797789704,0,0.3440000000000001,70816,0,144,1.0,6048.0,False,0.1816479700427275,10,5.772,40892,921,0,0.0,24719.312734751344,False,-0.14782351506063987,0.39999999999999997,213247,0.0,0.125,3,0,0,3,3,3.0,6,9,2,54.0,0.0,3,0,2,110,0.5834142849780619,99.43031040986534
63,2,0,0,0,10.0,9,10.0,24.444850617323443,0,,26.525279037944486,4,15.0,42.0,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,34762,2,80,1.0,1975.5880493858754,False,0.32157014619396457,0,2.513000000000001,39233,0,20,0.0,530.5055807588897,False,-0.07783309697470472,0,7.256,-22963.0,174,0,0.0,4253.4040074142795,True,-1.4864656797789704,0,0.3440000000000001,70756,0,148,0.4,6216.0,False,0.1820320376386244,10,5.862000000000002,40744,921,0,0.0,24429.78199394687,False,-0.15250858555948346,0.2333333333333333,213009,0.0,0.125,4,0,0,0,3,3.0,2,2,6,36.0,0.0,2,0,6,150,0.567520663025789,99.99783107289113
64,6,0,0,0,10.0,12,10.0,24.803158060195916,14,28.0,27.111220752759884,5,43.0,42.00000000000001,11,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,35034,4,76,1.0,1925.0400125748895,False,0.33069091738891143,0,2.513000000000001,39056,4,25,1.0,776.9931510597808,False,-0.0790881449493395,0,7.256000000000002,-22963.0,174,0,0.0,4315.749502474089,True,-1.4857378886991723,0,0.3440000000000001,70756,0,148,0.0,6216.000000000001,False,0.1820320376386244,11,5.9620000000000015,40379,926,0,0.0,25104.99041705565,False,-0.1529469953347337,0.3333333333333333,212739,0.0,0.125,5,0,0,2,3,3.0,2,4,3,72.0,6.0,4,2,3,727,0.8382433269871399,100.83607439987827
