index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
65,3,0,0,0,10.0,10,10.0,25.198514954761563,18,27.944444444444443,26.650805407913513,5,15.0,42.00000000000001,12,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,35437,4,68,1.0,1753.4990169237863,False,0.3424180070408448,0,2.513000000000001,38628,12,30,1.0,1101.9063416945442,False,-0.08528779485321089,0,7.256000000000002,-22963.0,174,0,0.0,4384.541602128512,True,-1.4849348430831095,0,0.3440000000000001,70681,0,153,0.5,6426.000000000001,False,0.1825121221334955,12,6.071000000000002,40189,926,0,0.0,24678.645807727913,False,-0.1593988877424194,0.4166666666666667,212449,0.0,0.125,6,0,0,0,3,3.0,3,3,3,54.0,0.0,3,0,3,678,0.582853736996185,101.41892813687446
66,3,0,0,0,10.0,12,10.0,25.198514954761563,0,,27.098838966631035,30,28.866666666666667,42.000000000000014,9,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,35317,6,78,1.0,2025.484166471402,False,0.34300920791230277,0,2.513000000000001,39494,2,10,1.0,321.38541957583345,False,-0.07418068944275504,0,7.256000000000002,-22963.0,174,0,0.0,4384.541602128512,True,-1.4849348430831095,0,0.3440000000000001,70546,0,162,0.9,6804.000000000003,False,0.18337627422426347,9,6.149000000000003,39332,947,0,0.0,25662.60050139959,False,-0.16524027827778018,0.48333333333333334,212203,0.0,0.125,7,0,0,1,3,3.0,2,3,5,54.0,0.0,3,0,5,986,0.5849058350431733,102.00383397191763
67,5,0,0,0,10.0,9,10.0,24.990328981351443,21,23.714285714285715,27.16162224137482,10,28.0,42.00000000000001,9,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,35725,5,67,1.0,1724.3520417505467,False,0.3525258223679448,0,2.513000000000001,39276,13,10,1.0,596.490499171317,False,-0.07605889873025644,0,7.256,-22963.0,174,0,0.0,4348.317242755151,True,-1.4853577086902883,0,0.3440000000000001,70546,0,162,0.0,6804.000000000001,False,0.18337627422426347,9,6.230000000000001,38931,957,0,0.0,25993.672484995703,False,-0.16900836559237858,0.3333333333333333,211992,0.0,0.125,7,0,0,2,3,3.0,2,4,5,57.0,3.0,4,1,5,868,0.7090045040240511,102.71283847594168
68,5,0,0,0,10.000000000000002,9,10.0,24.571531906698812,20,21.75,26.479548598287497,19,21.842105263157894,42.00000000000001,6,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,36070,4,57,1.0,1440.5773186818324,False,0.3600343299449526,9,2.6030000000000006,38950,23,10,1.0,829.9407198369477,False,-0.08094484591150373,0,7.256000000000002,-22963.0,174,0,0.0,4275.4465517655935,True,-1.4862083658040064,0,0.3440000000000001,70471,0,167,0.5,7014.000000000001,False,0.18385635871913455,6,6.2810000000000015,38525,971,0,0.0,25711.64168893716,False,-0.17776215262736514,0.4166666666666667,211530,0.0,0.125,7,0,0,3,3,3.0,2,5,6,90.0,0.0,5,0,6,805,0.969233751995489,103.68207222793717
69,6,0,0,0,10.000000000000002,15,10.0,24.571531906698812,0,,25.907057672279294,7,15.0,42.00000000000001,7,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,35920,9,67,1.0,1736.2926377488204,False,0.3599551335948545,0,2.594000000000001,39055,13,13,1.0,656.2216645267154,False,-0.08052131975477776,0,7.256000000000002,-22963.0,174,0,0.0,4275.4465517655935,True,-1.4862083658040064,0,0.3440000000000001,70471,0,167,0.0,7014.000000000001,False,0.18385635871913455,7,6.3450000000000015,38344,978,0,0.0,25337.10240348915,False,-0.18365550414081563,0.3333333333333333,211304,0.0,0.125,5,0,0,3,2,2.0,3,6,8,108.0,0.0,6,0,8,255,0.9241732759983279,104.6062455039355
70,8,0,0,0,10.000000000000002,8,10.0,24.571531906698812,0,,27.252155534531724,36,31.97222222222222,42.00000000000001,14,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,35840,7,77,1.0,1962.0079568158085,False,0.36116978959771934,23,2.824000000000001,39248,3,10,1.0,346.23615106541365,False,-0.07963396349615456,0,7.256000000000002,-22963.0,174,0,0.0,4275.4465517655935,True,-1.4862083658040064,0,0.3440000000000001,69771,15,177,1.0,7842.782333017977,False,0.17928581296722598,14,6.478,37649,989,0,0.0,26952.381823651875,False,-0.18185295153025435,0.5,210022,0.0,0.125,2,0,0,5,5,4.48,2,7,5,96.0,3.0,7,1,5,80,0.936962028965354,105.54320753290085
71,5,0,0,0,10.000000000000002,5,10.0,24.066523273374003,5,10.0,28.806591929863476,16,43.0,42.000000000000014,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,35840,2,82,1.0,1993.4549084166683,False,0.3617510426308947,6,2.861000000000001,39682,0,8,0.8,230.4527354389078,False,-0.0708529518182794,0,7.256,-22963.0,174,0,0.0,4187.575049567076,True,-1.487234135114318,0,0.3440000000000001,69083,21,187,1.0,8458.938430527136,False,0.17320599169875608,10,6.564000000000003,37503,989,0,0.0,28489.719418634977,False,-0.1718884970263968,0.4666666666666666,209622,0.0,0.125,3,0,0,3,4,3.375,1,4,4,72.0,3.0,4,1,4,100,0.7037745710113086,106.24698210391216
72,4,0,0,0,10.000000000000002,9,10.0,24.895624847970385,35,27.97142857142857,28.806591929863476,0,,42.00000000000002,13,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,36729,1,57,1.0,1429.050616334312,False,0.38418266637710824,0,2.855000000000001,38703,25,18,1.0,1140.9092759368023,False,-0.08308146624093193,0,7.256000000000002,-22963.0,174,0,0.0,4331.838723546847,True,-1.4855500709335678,0,0.3440000000000001,69083,11,197,1.0,8590.872511228501,False,0.17426165014025258,13,6.684000000000002,37269,989,0,0.0,28489.719418634977,False,-0.17563315608639135,0.5,209298,0.0,0.125,6,0,0,2,4,4.0,1,3,4,54.0,3.0,3,1,4,1069,0.6278605670086108,106.87484267092077
73,4,0,0,0,10.000000000000002,11,10.0,25.157152103858934,14,27.928571428571427,28.088830404614335,8,15.0,42.00000000000002,8,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,37010,2,53,1.0,1353.3290615045235,False,0.3931708450982316,0,2.8550000000000013,38432,29,20,1.0,1291.3340191041957,False,-0.08765252592566079,0,7.256000000000002,-22963.0,174,0,0.0,4377.344466071455,True,-1.485018858959756,0,0.3440000000000001,68963,9,207,1.0,8946.799473641533,False,0.17518922909345266,8,6.751000000000002,37172,989,0,0.0,27779.853270163578,False,-0.18286535814172428,0.5,209091,0.0,0.125,6,0,0,2,2,2.0,2,4,7,72.0,0.0,4,0,7,621,0.7300992080126889,107.60494187893346
74,7,0,0,0,10.000000000000002,8,10.0,25.157152103858934,0,,27.459112092737097,7,15.0,42.00000000000001,10,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,36930,0,63,1.0,1584.900582543113,False,0.3944937448253874,0,2.855000000000001,38537,19,23,1.0,1109.545468106273,False,-0.08732319914892757,0,7.256000000000002,-22963.0,174,0,0.0,4377.344466071455,True,-1.485018858959756,0,0.3440000000000001,68858,6,217,1.0,9278.754672556424,False,0.17616504242791864,10,6.843000000000002,37025,989,0,0.0,27157.06185971699,False,-0.19020098049483125,0.5,208864,0.0,0.125,3,0,0,3,3,3.0,2,5,6,75.0,6.0,5,2,6,185,1.2628955619875342,108.867837440921
75,6,0,0,0,10.000000000000002,10,10.0,25.157152103858934,0,,27.459112092737097,0,,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,36830,0,73,1.0,1836.4721035817022,False,0.3954469724516969,0,2.855000000000001,38537,9,33,1.0,1132.5650679950545,False,-0.08705447950136523,0,7.256,-22963.0,174,0,0.0,4377.344466071455,True,-1.485018858959756,0,0.3440000000000001,69446,0,209,0.6,8778.000000000002,False,0.181567955960249,6,6.8930000000000025,36961,989,0,0.0,27157.06185971699,False,-0.19122516075055623,0.43333333333333335,209288,0.0,0.125,6,0,0,1,2,2.0,3,4,5,72.0,6.0,4,2,5,688,0.72938203898957,109.59721947991056
76,5,0,0,0,10.000000000000002,12,10.0,25.157152103858934,0,,31.09553770375282,40,43.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,36710,2,83,1.0,2108.0436246202917,False,0.3960305279771596,7,2.9250000000000007,40019,0,9,0.9,279.85983933377537,False,-0.06240824804662665,0,7.256000000000002,-22963.0,174,0,0.0,4377.344466071455,True,-1.485018858959756,0,0.3440000000000001,69740,0,202,0.0,8484.000000000002,False,0.18392036998511738,13,7.017000000000002,35004,1029,0,0.0,31997.308297161653,False,-0.18381388486644326,0.31666666666666665,208987,0.0,0.125,5,0,0,3,5,4.175,1,4,7,57.0,3.0,4,1,7,414,0.765251325967256,110.36247080587782
77,7,0,0,0,10.000000000000002,13,10.0,25.157152103858934,0,,31.70001321399908,10,41.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,36580,5,93,1.0,2389.615145658881,False,0.39642924745219926,1,2.9280000000000013,40395,0,0,0.0,0.0,False,-0.05689671273813971,0,7.256000000000002,-22963.0,174,0,0.0,4377.344466071455,True,-1.485018858959756,0,0.3440000000000001,70165,0,192,0.5,8064.000000000002,False,0.1873609755316936,5,7.054000000000001,34751,1034,0,0.0,32777.81366327505,False,-0.1816174553659441,0.25,209405,0.0,0.125,9,0,0,2,3,2.2,4,6,5,93.0,3.0,6,1,5,965,2.0957685540197417,112.45823935989756
78,5,0,0,0,10.000000000000002,8,10.0,25.52052389807003,44,26.727272727272727,32.41762327049618,10,43.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,37676,3,59,1.0,1535.7109099861318,False,0.4211620810688353,10,3.027000000000001,39274,34,10,1.0,1191.8740452393429,False,-0.06915537395826322,0,7.256000000000002,-22963.0,174,0,0.0,4440.571158264185,True,-1.4842807812118954,0,0.3440000000000001,70370,0,187,0.5,7854.000000000001,False,0.18896125718126391,10,7.149000000000001,34398,1039,0,0.0,33681.91057804553,False,-0.18003240107822555,0.4166666666666667,209232,0.0,0.125,8,0,0,2,5,5.0,3,5,4,90.0,0.0,5,0,4,1676,0.6552529690088704,113.11349232890643
79,4,0,0,0,10.000000000000002,10,10.0,25.52052389807003,0,,31.486947691383655,8,15.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,37576,3,69,1.0,1790.9161489668322,False,0.42218247290242195,0,3.0170000000000012,39394,24,12,1.0,990.3359458502847,False,-0.06870638837959607,0,7.256,-22963.0,174,0,0.0,4440.571158264185,True,-1.4842807812118954,0,0.3440000000000001,70874,0,175,0.0,7350.000000000001,False,0.19299396693818113,8,7.219000000000002,34184,1047,0,0.0,32966.83423287869,False,-0.18917862157436752,0.3333333333333333,209542,0.0,0.125,7,0,0,0,2,2.0,3,3,4,54.0,3.0,3,1,4,724,0.5721291619702242,113.68562149087666
80,4,0,0,0,10.000000000000002,8,10.0,25.74459998403385,17,28.0,31.486947691383655,0,,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,37972,1,62,1.0,1606.1651990100988,False,0.4334066245057501,0,3.0170000000000012,38918,31,22,1.0,1490.7954487154898,False,-0.07397745320419905,0,7.256000000000002,-22963.0,174,0,0.0,4479.56039722189,True,-1.4838256397410594,0,0.3440000000000001,71126,0,169,0.0,7098.000000000001,False,0.19501032181663974,14,7.351000000000003,33928,1047,0,0.0,32966.83423287869,False,-0.19327534259726756,0.3333333333333333,209458,0.0,0.125,5,0,0,1,4,4.0,1,2,6,36.0,6.0,2,2,6,808,0.5777572739752941,114.26337876485195
81,6,0,0,0,10.000000000000002,6,10.0,25.45414122567118,18,22.72222222222222,31.589261390617033,36,31.97222222222222,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,38321,0,51,0.7,1298.1612025092302,False,0.4406151566025144,14,3.1570000000000014,39121,39,10,1.0,1308.6041217073464,False,-0.07136481927405502,0,7.256000000000002,-22963.0,174,0,0.0,4429.0205732667855,True,-1.48441561714061,0,0.3440000000000001,71112,1,172,1.0,7255.589261390618,False,0.1960472184015636,13,7.467000000000002,32854,1072,0,0.0,33863.68821074146,False,-0.2032862726980632,0.45,208922,0.0,0.125,7,0,0,3,6,5.636363636363637,2,5,5,90.0,3.0,5,1,5,1501,0.7065899249864742,114.96996868983842
82,5,0,0,0,10.000000000000002,11,10.0,25.45414122567118,0,,32.47668281942894,16,41.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,38211,1,61,1.0,1562.702614765942,False,0.441438442474695,6,3.2030000000000007,39573,29,10,1.0,1062.9369237387536,False,-0.06367976134970632,0,7.256000000000002,-22963.0,174,0,0.0,4429.0205732667855,True,-1.48441561714061,0,0.3440000000000001,71574,0,162,0.1,6804.000000000001,False,0.1998271695818464,9,7.544000000000002,32080,1088,0,0.0,35334.63090753868,False,-0.2039028396394671,0.35000000000000003,208952,0.0,0.125,6,0,0,4,4,3.375,0,4,5,57.0,3.0,4,1,5,572,0.7251923769945279,115.69516106683295
83,5,0,0,0,10.0,10,10.0,25.187216137095433,16,22.375,32.375899104065944,17,31.470588235294116,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,38469,1,55,1.0,1395.296887540249,False,0.44788172133267246,7,3.2670000000000012,39512,35,10,1.0,1205.3115558389995,False,-0.06344191777363889,0,7.256,-22963.0,174,0,0.0,4382.575607854606,True,-1.484957793147009,0,0.3440000000000001,71737,0,158,0.5,6636.000000000001,False,0.20109139208500695,11,7.645000000000001,31610,1100,0,0.0,35613.489014472536,False,-0.2091929058356468,0.4166666666666667,208842,0.0,0.125,10,0,0,4,4,4.0,1,5,7,75.0,0.0,5,0,7,1266,1.0140753319719806,116.70923639880493
84,7,0,0,0,10.0,12,10.0,25.187216137095433,0,,34.438099986680875,48,41.0,42.00000000000001,8,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,38349,3,65,1.0,1667.1690489112032,False,0.44847083377529867,38,3.640000000000001,40188,25,10,1.0,974.0614032941946,False,-0.05035882747368561,0,7.256000000000002,-22963.0,174,0,0.0,4382.575607854606,True,-1.484957793147009,0,0.3440000000000001,69769,38,168,1.0,8364.647799493874,False,0.18342946598196372,8,7.714000000000001,31516,1100,0,0.0,37881.90998534896,False,-0.19254660832027268,0.5,207336,0.0,0.125,3,0,0,5,3,2.7916666666666665,1,6,6,108.0,3.0,6,1,6,120,1.0221870160312392,117.73142341483617
85,6,0,0,0,10.0,7,10.0,25.187216137095433,0,,34.7822641604447,10,41.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,38279,0,75,1.0,1889.0412102821574,False,0.449984126470041,0,3.6020000000000008,40598,15,10,1.0,725.6308836608785,False,-0.043686602497421546,0,7.256000000000002,-22963.0,174,0,0.0,4382.575607854606,True,-1.484957793147009,0,0.3440000000000001,69942,33,169,1.0,8245.814717294676,False,0.1852471212316942,11,7.816000000000002,31150,1105,0,0.0,38434.40189729139,False,-0.19398292581661258,0.5,207483,0.0,0.125,7,0,0,0,3,3.0,4,4,6,72.0,6.0,4,2,6,858,0.7355325149837881,118.46695592981996
86,6,0,0,0,10.0,9,10.0,25.187216137095433,0,,34.7822641604447,0,,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,38189,0,84,0.9,2115.726155516016,False,0.4508470325591664,0,3.602000000000001,40598,5,20,1.0,821.5813638943711,False,-0.04256652311479308,0,7.256000000000002,-22963.0,174,0,0.0,4382.575607854606,True,-1.484957793147009,0,0.3440000000000001,70236,23,172,1.0,8023.992075690229,False,0.18817705576733698,13,7.935000000000001,30919,1105,0,0.0,38434.40189729139,False,-0.19767957642712006,0.48333333333333334,207456,0.0,0.125,5,0,0,2,4,4.0,4,6,4,93.0,0.0,6,0,4,384,0.89216208900325,119.35911801882321
87,4,0,0,0,10.0,9,10.0,25.420174785139576,15,28.0,34.7822641604447,0,,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,38519,0,78,0.9,1982.773633240887,False,0.46058876997598763,0,3.602000000000001,40178,10,30,1.0,1297.6696726647367,False,-0.04681465174793688,0,7.256,-22963.0,174,0,0.0,4423.110412614286,True,-1.484484609490401,0,0.3440000000000001,70572,13,174,1.0,7760.169434085782,False,0.19144304944938934,12,8.042000000000002,30730,1105,0,0.0,38434.40189729139,False,-0.20070410874480796,0.48333333333333334,207513,0.0,0.125,6,0,0,2,3,3.0,2,4,5,72.0,0.0,4,0,5,846,0.6484189630136825,120.00753698183689
88,5,0,0,0,10.0,8,10.0,25.822102750161402,31,27.93548387096774,34.7822641604447,0,,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,39305,0,55,0.8,1420.2156512588772,False,0.47924689755016237,0,3.602000000000001,39312,31,40,1.0,2191.7757516727916,False,-0.05659581911102929,0,7.256000000000002,-22963.0,174,0,0.0,4493.045878528084,True,-1.4836682167710111,0,0.3440000000000001,70866,3,177,1.0,7538.346792481335,False,0.19437298398503214,13,8.160000000000002,30514,1105,0,0.0,38434.40189729139,False,-0.20416071710787986,0.4666666666666666,207511,0.0,0.125,7,0,0,3,3,3.0,2,5,4,75.0,0.0,5,0,4,1240,0.631361851003021,120.63889883283991
89,4,0,0,0,10.0,9,10.0,25.822102750161402,0,,33.90107327841217,8,15.0,42.00000000000001,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,39215,0,64,0.9,1652.6145760103298,False,0.4802154185799106,0,3.6020000000000008,39432,21,42,1.0,1966.1092354467005,False,-0.05642849697134506,0,7.256000000000002,-22963.0,174,0,0.0,4493.045878528084,True,-1.4836682167710111,0,0.3440000000000001,71160,0,173,0.3,7266.000000000001,False,0.1968986541631327,13,8.277000000000001,30158,1113,0,0.0,37731.894558872744,False,-0.21547876779214953,0.36666666666666664,207479,0.0,0.125,6,0,0,1,4,4.0,2,3,5,54.0,3.0,3,1,5,504,0.5987860250170343,121.23768485785695
90,5,0,0,0,10.0,13,10.0,25.822102750161402,0,,33.11649943335633,7,15.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,39085,3,74,1.0,1940.8356035119439,False,0.48073704490613933,0,3.602000000000001,39537,11,45,1.0,1774.2856047528103,False,-0.056216314849262185,0,7.256000000000002,-22963.0,174,0,0.0,4493.045878528084,True,-1.4836682167710111,0,0.3440000000000001,71496,0,165,0.0,6930.0,False,0.19958712733441086,12,8.384000000000002,29859,1120,0,0.0,37090.47936535909,False,-0.22539583474404223,0.3333333333333333,207491,0.0,0.125,7,0,0,2,3,3.0,1,3,1,39.0,6.0,3,2,1,571,0.5901391070219688,121.82782396487892
91,1,0,0,0,10.0,8,10.0,25.532396163822764,18,22.72222222222222,33.11649943335633,0,,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,39414,1,66,1.0,1695.1381468123025,False,0.4883578822744501,0,3.602000000000001,39128,19,55,1.0,2306.522995947231,False,-0.05955216898642097,0,7.256,-22963.0,174,0,0.0,4442.636932505161,True,-1.4842566663650405,0,0.3440000000000001,71832,0,157,0.0,6594.0,False,0.202275600505689,12,8.492,29665,1120,0,0.0,37090.47936535909,False,-0.22850038114420868,0.3333333333333333,207553,0.0,0.125,6,0,0,1,3,3.0,0,1,5,18.0,0.0,1,0,5,825,0.44055013498291373,122.26837409986183
92,5,0,0,0,10.0,9,10.0,25.567340193502925,14,26.0,33.476610146211,28,35.42857142857143,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,39688,0,62,1.0,1585.1750919971814,False,0.4964543841631951,0,3.602000000000001,39756,23,37,1.0,1826.6833998603743,False,-0.05049164876890679,0,7.256000000000002,-22963.0,174,0,0.0,4448.7171936695095,True,-1.4841856883443512,0,0.3440000000000001,71916,2,157,1.0,6660.953220292422,False,0.20415555714039615,10,8.58,28884,1136,0,0.0,38029.429126095696,False,-0.2334856604674767,0.5,207758,0.0,0.125,9,0,0,3,2,2.0,1,4,6,72.0,3.0,4,1,6,1866,0.8878675299929455,123.15624162985478
93,6,0,0,0,10.0,10,10.0,25.567340193502925,0,,34.382101755662745,17,43.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,39588,0,72,1.0,1840.8484939322107,False,0.4974834293359249,0,3.6020000000000008,40487,13,30,1.0,1363.8384751854205,False,-0.038827996881006986,0,7.256000000000002,-22963.0,174,0,0.0,4448.7171936695095,True,-1.4841856883443512,0,0.3440000000000001,72336,0,149,0.2,6258.0,False,0.2076525468482453,10,8.67,28006,1153,0,0.0,39642.563324279145,False,-0.23462878807246754,0.3666666666666667,207931,0.0,0.125,7,0,0,3,3,3.0,2,5,7,90.0,3.0,5,1,7,1251,0.8123863370274194,123.9686279668822
94,7,0,0,0,10.0,9,10.0,25.567340193502925,0,,33.79800707722746,5,15.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,39498,0,81,0.9,2070.954555673737,False,0.4984095699913819,0,3.602000000000001,40562,3,35,1.0,1259.63226828347,False,-0.03829342234446824,0,7.256000000000002,-22963.0,174,0,0.0,4448.7171936695095,True,-1.4841856883443512,0,0.3440000000000001,72681,0,144,0.5,6048.0,False,0.21149322280721408,10,8.760000000000002,27863,1153,0,0.0,38969.102160043265,False,-0.24230582854547794,0.39999999999999997,208118,0.0,0.125,7,0,0,5,3,3.0,1,6,5,93.0,3.0,6,1,5,585,0.7877153789740987,124.7563433458563
95,5,0,0,0,10.0,15,10.0,25.11899020291384,5,10.0,34.25004097441139,10,41.0,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,39398,5,86,1.0,2210.23315745059,False,0.49728721964900735,0,3.602000000000001,40922,0,33,0.8,1130.251352155576,False,-0.031398821533484535,0,7.256,-22963.0,174,0,0.0,4370.704295307008,True,-1.4850963730936333,0,0.3440000000000001,72770,0,142,0.5,5964.0,False,0.2122453551825121,13,8.88,27424,1158,0,0.0,39661.547448368394,False,-0.24379052754590091,0.3833333333333333,208028,0.0,0.125,8,0,0,5,4,4.0,0,5,6,75.0,0.0,5,0,6,904,0.7884168169694021,125.5447601628257
96,6,0,0,0,10.0,12,10.0,25.425064614846654,31,26.967741935483872,32.462586573487314,72,28.90277777777778,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40114,7,65,1.0,1722.6291999650325,False,0.5147430631023812,39,3.992000000000001,40841,21,10,1.0,858.5522226466529,False,-0.036461614883187145,0,7.256000000000002,-22963.0,174,0,0.0,4423.961242983318,True,-1.484474677309216,0,0.3440000000000001,71440,57,139,1.0,7688.3674346887765,False,0.2047589770574724,7,8.937000000000001,27163,1163,0,0.0,37753.98818496575,False,-0.26323042307473526,0.5,207072,0.0,0.125,11,0,0,4,2,1.582089552238806,2,6,7,108.0,0.0,6,0,7,1707,0.8742399289621972,126.4190000917879
97,7,0,0,0,10.0,13,10.0,25.469164008970147,14,26.0,32.462586573487314,0,,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40348,10,61,1.0,1653.619004547179,False,0.522117833066193,0,3.953000000000001,40477,25,20,1.0,1285.980831694,False,-0.03997033956278012,0,7.256000000000002,-22963.0,174,0,0.0,4431.634537560805,True,-1.4843851029888775,0,0.3440000000000001,71902,47,138,1.0,7321.741568953904,False,0.2092187550525205,9,9.020000000000001,27051,1163,0,0.0,37753.98818496575,False,-0.265022738522254,0.5,207292,0.0,0.125,7,0,0,3,3,3.0,3,6,6,108.0,3.0,6,1,6,956,0.8798523279838264,127.29885241977172
98,6,0,0,0,10.0,9,10.0,25.469164008970147,0,,32.462586573487314,0,,42.0,12,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.7760000000000002,40258,9,71,1.0,1898.3106446368804,False,0.5233135677911515,0,3.953000000000001,40477,15,30,1.0,1355.9150573391717,False,-0.0391539613216851,0,7.256000000000002,-22963.0,174,0,0.0,4431.634537560805,True,-1.4843851029888775,0,0.3440000000000001,71902,37,148,1.0,7417.11570321903,False,0.20998188243706112,12,9.131000000000002,26856,1163,0,0.0,37753.98818496575,False,-0.26814328773891616,0.5,207007,0.0,0.125,3,0,0,2,3,3.0,2,4,4,72.0,6.0,4,2,4,90,0.6232848939835094,127.92213731375523
99,4,0,0,0,10.0,4,10.0,25.101440491335516,4,10.0,32.462586573487314,0,,42.0,20,42.0,0,0.2,27514,0,0,0.0,0.0,False,0.017115818269195223,0,0.776,40258,3,77,1.0,1962.8109178328348,False,0.5245057653660277,0,3.953000000000001,40437,9,40,1.0,1524.4164273615124,False,-0.03812083923980299,0,7.256,-22963.0,174,0,0.0,4367.65064549238,True,-1.4851320199209426,0,0.3440000000000001,72448,27,145,1.0,6966.489837484158,False,0.21511377872492873,7,9.189000000000002,26780,1163,0,0.0,37753.98818496575,False,-0.2693595017925896,0.5,207437,0.0,0.125,6,0,0,1,2,2.0,1,2,6,36.0,6.0,2,2,6,626,0.5154573080362752,128.4375946217915
