index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,16,0,0,0,10.000000000000002,20,10.0,16.90124849564212,0,,22.18125257499636,22,10.909090909090908,36.99999999999999,20,37.0,0,0.281,33969,0,43,0.7,726.7536853126111,False,0.10414796560932346,0,1.2710000000000004,25745,317,0,0.0,3170.0000000000005,False,-0.12105229304689008,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,7,0.8640000000000001,44904,86,10,1.0,1675.3198963751859,False,0.027163836077148937,11,2.677000000000001,61878,208,0,0.0,4613.700535599243,False,-0.07373148803937395,9,2.7830000000000013,60193,157,0,0.0,3482.4566542744287,False,-0.10621080718190298,0.2833333333333333,271682,0.0,0.0,7,0,0,8,6,5.7,12,20,19,150.0,48.0,9,7,19,320,1.122448897920549,62.73774585314095
31,19,0,0,0,10.000000000000002,20,10.0,16.90124849564212,0,,21.10769482410559,25,15.52,36.99999999999999,20,37.0,0,0.281,33869,0,53,1.0,895.7661702690323,False,0.1036496779164636,0,1.2710000000000004,25645,327,0,0.0,3270.0000000000005,False,-0.12266032031903261,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,15,1.0070000000000001,44793,76,10,1.0,1495.571833909857,False,0.022653056609964216,10,2.766000000000001,61561,225,0,0.0,4749.231335423758,False,-0.0773282583237816,10,2.8740000000000006,59876,165,0,0.0,3482.7696459774224,False,-0.11078325940213138,0.3333333333333333,270737,0.0,0.0,7,0,0,11,8,7.777777777777778,11,22,12,171.0,53.0,11,8,12,296,1.244662876240909,63.98240872938186
32,12,0,0,0,10.000000000000002,20,10.0,17.421670893491505,47,18.78723404255319,21.10769482410559,0,,36.99999999999999,20,37.0,0,0.281,34673,0,22,0.7,383.2767596568131,False,0.12126578696302849,9,1.3610000000000002,25353,340,0,0.0,3400.0000000000005,False,-0.12996076413455973,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,0.9920000000000002,43910,113,20,1.0,2390.8027074466518,False,0.012876164414877524,8,2.8360000000000007,61492,225,0,0.0,4749.231335423758,False,-0.07832401553219791,12,2.9840000000000004,59737,165,0,0.0,3482.7696459774224,False,-0.1127892050828541,0.2833333333333333,270158,0.0,0.0,8,0,0,7,6,6.0,12,19,17,109.0,39.0,9,3,17,1074,1.0438460540026426,65.0262547833845
33,17,0,0,0,10.000000000000002,20,10.0,18.283221454479516,28,23.0,20.34670651216293,18,14.444444444444445,36.99999999999999,20,37.0,6,0.341,35123,0,8,0.8,146.26577163583613,False,0.1319268310869595,0,1.3520000000000003,25233,352,0,0.0,3520.0000000000005,False,-0.13189039686113077,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,0.9920000000000002,43526,131,12,1.0,2639.2624886827716,False,0.00704282862528933,10,2.928000000000001,61268,235,0,0.0,4781.476030358288,False,-0.08132395279275054,10,3.0720000000000005,59453,173,0,0.0,3519.9802266041866,False,-0.1166191861733759,0.3,269596,0.0,0.0,8,0,0,10,7,6.428571428571429,11,21,21,154.0,63.0,11,6,21,782,1.1245835861191154,66.15083836950362
34,21,0,0,0,10.000000000000002,20,10.0,18.283221454479516,0,,19.424954660364158,30,15.066666666666666,36.99999999999999,20,37.0,0,0.3350000000000001,35013,1,18,1.0,339.0979861806313,False,0.13148996568760254,0,1.3520000000000003,25143,361,0,0.0,3610.0000000000005,False,-0.13333762140605904,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,18,1.1720000000000002,43360,121,10,1.0,2406.519342595663,False,0.0007019597435065537,12,3.0380000000000007,60902,253,0,0.0,4914.513529072132,False,-0.0856458457509154,8,3.142000000000001,59113,185,0,0.0,3593.616612167369,False,-0.12099448284001953,0.3333333333333333,268524,0.0,0.0,6,0,0,11,7,7.0,12,23,20,176.0,66.0,14,7,20,452,1.1604637140408158,67.31130208354443
35,20,0,0,0,10.0,20,10.0,18.283418445232783,14,18.285714285714285,17.917249483748478,34,11.058823529411764,36.99999999999999,20,37.0,0,0.3350000000000001,35186,0,16,0.9,292.53469512372453,False,0.1363049896302137,3,1.3820000000000003,24969,373,0,0.0,3730.0,False,-0.13700392358654404,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,24,1.3940000000000003,42558,125,10,1.0,2464.5998004915828,False,-0.016655441025649094,9,3.116000000000001,60427,287,0,0.0,5142.2506018358135,False,-0.09085742920140408,11,3.2440000000000007,58960,185,0,0.0,3314.6911544934683,False,-0.12521508965788186,0.31666666666666665,267093,0.0,0.0,7,0,0,10,9,8.75,11,21,22,171.0,84.0,11,9,22,533,1.2029011249542236,68.51420320849866
36,22,0,0,0,10.0,20,10.0,18.283418445232783,0,,17.72255855214786,7,13.0,37.0,20,37.0,0,0.3350000000000001,35116,0,23,0.7,420.51862424035403,False,0.1361117679333691,0,1.3790000000000002,24839,386,0,0.0,3860.0,False,-0.13909435904032932,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.37,42649,115,13,1.0,2332.9863823796923,False,-0.016089706476469828,8,3.187000000000001,60258,294,0,0.0,5210.43221433147,False,-0.09280433937764118,12,3.353,58784,185,0,0.0,3278.673332147354,False,-0.12801488345204953,0.2833333333333333,266639,0.0,0.0,6,0,0,8,5,5.0,14,22,20,196.0,75.0,12,10,20,291,1.198283757083118,69.71248696558177
37,20,0,0,0,10.0,20,10.0,18.045897818705114,19,16.05263157894737,17.26591904259668,10,10.0,37.0,20,37.0,0,0.3350000000000001,35335,0,18,0.8,324.82616073669203,False,0.14161616647482936,6,1.4390000000000003,24611,398,0,0.0,3980.0,False,-0.14449733067472825,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.37,42444,124,13,1.0,2462.148277073191,False,-0.019242923323978305,10,3.2790000000000012,60026,304,0,0.0,5248.83938894939,False,-0.09587526056405035,10,3.4410000000000003,58651,185,0,0.0,3194.1950228803853,False,-0.13054380593644188,0.3,266060,0.0,0.0,7,0,0,6,7,7.0,14,20,18,135.0,56.0,10,10,18,599,1.0944646438583732,70.80695160944015
38,18,0,0,0,10.0,20,10.0,17.138097041654014,13,5.923076923076923,16.90778367180667,27,14.88888888888889,36.99999999999999,20,37.0,0,0.3350000000000001,35317,0,19,0.9,325.6238437914263,False,0.14105010361792353,5,1.4830000000000003,24411,409,0,0.0,4090.0,False,-0.1491606097639416,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,14,1.5100000000000002,42309,127,10,1.0,2345.6161610081263,False,-0.02358285995454805,8,3.349000000000001,59739,322,0,0.0,5444.306342321747,False,-0.09860661570755222,12,3.5510000000000006,58287,194,0,0.0,3280.1100323304936,False,-0.1351768549056881,0.31666666666666665,265056,0.0,0.0,7,0,0,7,8,7.888888888888889,16,23,17,165.0,18.0,12,6,17,416,2.2692379225045443,73.07618953194469
39,17,0,0,0,10.0,20,10.0,17.490708752130626,10,23.0,16.62044665301393,7,10.0,37.0,20,37.0,0,0.3350000000000001,35457,0,18,0.9,314.83275753835125,False,0.1453790563700126,0,1.4780000000000002,24301,420,0,0.0,4200.0,False,-0.1509294397632984,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.4960000000000002,42149,127,13,1.0,2437.3858180097704,False,-0.026145403103276586,10,3.441000000000001,59539,329,0,0.0,5468.126948841583,False,-0.10132098775621565,10,3.639000000000001,58155,194,0,0.0,3224.366650684702,False,-0.13748400546450842,0.31666666666666665,264594,0.0,0.0,7,0,0,4,6,6.0,15,19,21,132.0,39.0,9,8,21,500,0.9719248823821545,74.04811441432685
40,21,0,0,0,9.999999999999998,20,10.0,18.127129899138602,14,24.928571428571427,17.015572050861035,10,23.0,37.0,20,37.0,0,0.3350000000000001,35716,0,13,0.9,235.65268868880182,False,0.15243540053850907,0,1.4780000000000004,24191,431,0,0.0,4309.999999999999,False,-0.1526982697626552,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.4960000000000002,42030,131,13,1.0,2595.8564534483503,False,-0.027038349350485665,8,3.511000000000001,59451,329,0,0.0,5598.1232047332805,False,-0.10165293384179529,12,3.749000000000001,57752,204,0,0.0,3471.176698375651,False,-0.14151891434773822,0.31666666666666665,264133,0.0,0.0,8,0,0,8,5,5.0,15,23,20,182.0,57.0,12,9,20,779,1.1329059125855565,75.1810203269124
41,20,0,0,0,9.999999999999998,20,10.0,18.506860016824348,12,23.166666666666668,16.871260109626505,8,14.25,37.0,20,37.0,0,0.3350000000000001,35904,0,10,0.9,185.06860016824348,False,0.15766817714298978,0,1.4780000000000002,24081,442,0,0.0,4419.999999999999,False,-0.15446709976201195,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.4960000000000002,41866,133,15,1.0,2714.4812838820358,False,-0.029389188854284154,8,3.583000000000001,59280,336,0,0.0,5668.743396834506,False,-0.10361111065291007,12,3.8570000000000015,57558,205,0,0.0,3458.6083224734334,False,-0.1444092683170734,0.31666666666666665,263682,0.0,0.0,9,0,0,8,5,5.0,13,21,23,157.0,72.0,11,9,23,592,1.0870839077979326,76.26810423471034
42,23,0,0,0,9.999999999999998,20,10.0,18.906679921899244,14,23.0,17.001566489929516,13,18.384615384615383,37.0,20,37.0,4,0.37500000000000006,36040,1,10,1.0,199.06679921899243,False,0.16226710618156234,0,1.4780000000000002,23991,451,0,0.0,4509.999999999999,False,-0.15591432430694024,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.4960000000000002,41783,137,12,1.0,2794.2339471793507,False,-0.03035756369375558,10,3.6750000000000007,59073,342,0,0.0,5814.535739555895,False,-0.10554639839267543,10,3.9450000000000007,57268,212,0,0.0,3604.3320958650575,False,-0.1475428457307627,0.3333333333333333,263148,0.0,0.0,7,0,0,10,7,6.285714285714286,12,22,23,183.0,78.0,12,11,23,439,1.1452840501442552,77.41338828485459
43,23,0,0,0,9.999999999999998,20,10.0,18.911493699847107,19,18.94736842105263,18.778960296886662,34,25.88235294117647,37.0,20,37.0,4,0.41100000000000003,36214,1,10,1.0,199.11493699847108,False,0.16786381515724058,5,1.528,23806,461,0,0.0,4609.999999999999,False,-0.1602559979417251,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,22,1.7160000000000004,41475,146,10,1.0,2948.8676831465446,False,-0.03553772923800254,8,3.745000000000001,58273,368,0,0.0,6910.657389254292,False,-0.10918219911352862,12,4.055000000000001,56934,220,0,0.0,4131.371265315066,False,-0.14855996720267936,0.3333333333333333,261695,0.0,0.0,6,0,0,12,10,8.579831932773109,11,23,19,195.0,61.0,13,10,19,200,1.2602303894236684,78.67361867427826
44,19,0,0,0,9.999999999999998,20,10.0,18.98094339777979,2,24.0,18.052020282362278,22,13.0,37.0,20,37.0,0,0.4070000000000001,36172,0,18,1.0,341.6569811600362,False,0.16880518719302814,0,1.5230000000000004,23696,472,0,0.0,4719.999999999999,False,-0.1620248279410819,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,12,1.8140000000000003,41345,138,10,1.0,2799.890391717234,False,-0.04012967762825352,7,3.8070000000000013,57927,390,0,0.0,7040.287910121288,False,-0.11324005029207948,13,4.173,56759,220,0,0.0,3971.4444621197013,False,-0.15223941133345092,0.3333333333333333,260892,0.0,0.0,6,0,0,7,7,6.166666666666667,15,22,18,188.0,35.0,12,7,18,248,1.1666937144473195,79.84031238872558
45,18,0,0,0,10.0,20,10.0,18.98094339777979,0,,18.052020282362278,0,,37.0,20,37.0,0,0.40700000000000003,36082,0,27,0.9,512.4854717400543,False,0.16865770682028783,0,1.5230000000000004,23586,483,0,0.0,4830.0,False,-0.16379365794043868,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.8020000000000005,41345,128,20,1.0,2790.601160563059,False,-0.04023397601092402,12,3.9200000000000013,57754,390,0,0.0,7040.287910121288,False,-0.11573665894506531,8,4.240000000000001,56671,220,0,0.0,3971.4444621197013,False,-0.15350936255577896,0.31666666666666665,260431,0.0,0.0,5,0,0,3,5,5.0,16,19,16,121.0,40.0,9,9,16,200,1.020976879633963,80.86128926835954
46,16,0,0,0,10.0,20,10.0,19.99749899975495,27,24.962962962962962,20.657639443634533,15,48.0,37.0,20,37.0,0,0.4070000000000001,36676,0,8,0.8,159.9799919980396,False,0.18209268656329264,0,1.5230000000000004,23466,495,0,0.0,4950.0,False,-0.16572329066700972,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.8020000000000005,41391,145,15,1.0,3209.5019466189856,False,-0.0344976427443301,10,4.008000000000001,57628,390,0,0.0,8056.479383017468,False,-0.11022253454110413,10,4.332000000000001,55831,235,0,0.0,4854.545269254116,False,-0.15925949382880109,0.3,259985,0.0,0.0,9,0,0,7,6,6.0,16,23,10,145.0,28.0,11,5,10,1594,0.928699279204011,81.78998854756355
47,10,0,0,0,10.0,20,10.0,20.63908893303639,27,24.037037037037038,22.09822453163758,15,37.0,37.0,20,37.0,19,0.5970000000000002,36798,1,10,1.0,216.3908893303639,False,0.1869233757208844,0,1.5230000000000004,23376,504,0,0.0,5040.0,False,-0.167170515211938,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.8020000000000005,41297,162,10,1.0,3564.514652468271,False,-0.03262244394516006,7,4.0680000000000005,57006,405,0,0.0,8949.78093531322,False,-0.11275304546343683,13,4.452000000000001,55645,235,0,0.0,5193.082764934831,False,-0.15950094694392852,0.3333333333333333,259115,0.0,0.0,6,0,0,1,7,6.384615384615385,16,17,11,84.0,27.0,6,4,11,755,0.8589776298031211,82.64896617736667
48,11,0,0,0,10.0,20,10.0,20.788194060702306,18,22.055555555555557,21.612352783125054,17,17.235294117647058,37.0,20,37.0,7,0.6480000000000001,36954,1,10,1.0,217.88194060702307,False,0.19196439732113954,1,1.5330000000000004,23260,514,0,0.0,5140.0,False,-0.16929311121116614,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,7,1.872,40990,170,10,1.0,3750.1165181506426,False,-0.03743244724972338,15,4.211000000000001,56641,413,0,0.0,8925.901699430648,False,-0.1181927605605778,5,4.489000000000001,55421,244,0,0.0,5273.414079082513,False,-0.16215390885875747,0.3333333333333333,258259,0.0,0.0,9,0,0,4,9,8.206349206349206,14,18,14,93.0,24.0,8,3,14,352,1.0017642080783844,83.65073038544506
49,14,0,0,0,10.0,20,10.0,20.68626669184559,1,5.0,21.280788015351384,17,18.294117647058822,37.00000000000001,20,37.0,0,0.6410000000000002,36854,1,20,1.0,423.7253338369118,False,0.19205836067789453,1,1.542,23146,524,0,0.0,5240.0,False,-0.1713513861195086,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,7,1.9350000000000003,41093,161,10,1.0,3543.2968175406536,False,-0.037441650750688754,12,4.316000000000002,56361,421,0,0.0,8959.211754462933,False,-0.12199316135262123,8,4.564000000000001,55128,253,0,0.0,5384.0393678839,False,-0.1655840378107491,0.3333333333333333,257575,0.0,0.0,7,0,0,8,7,6.777777777777778,12,20,11,114.0,42.0,10,4,11,304,0.9037562124431133,84.55448659788817
50,11,0,0,0,10.0,20,10.0,20.560302287919285,1,3.0,21.280788015351384,0,,37.00000000000001,20,37.0,0,0.6410000000000001,36774,0,29,0.9,596.2487663496593,False,0.19225974088810796,1,1.5510000000000002,23010,536,0,0.0,5360.0,False,-0.17379558757316524,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.9280000000000004,41090,152,20,1.0,3550.781708070759,False,-0.03742497857640841,12,4.424000000000001,56201,421,0,0.0,8959.211754462933,False,-0.12430216357503587,8,4.636000000000001,55040,253,0,0.0,5384.0393678839,False,-0.16685398903307716,0.31666666666666665,257108,0.0,0.0,4,0,0,9,6,6.0,10,19,13,92.0,7.0,9,2,13,200,0.8515431061387062,85.40602970402688
51,13,0,0,0,10.000000000000002,20,10.0,19.488980878469885,11,7.181818181818182,21.012376485105214,8,15.875,37.0,20,37.0,0,0.6410000000000001,36753,0,32,0.9,623.6473881110363,False,0.19202494674392234,5,1.6000000000000003,22815,547,0,0.0,5470.000000000001,False,-0.17829806393516434,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.9280000000000004,41138,153,22,1.0,3444.086357078207,False,-0.037545064705400505,11,4.522000000000001,55921,429,0,0.0,9014.309512110138,False,-0.1279453523240819,9,4.718000000000001,54937,253,0,0.0,5316.131250731619,False,-0.16883040919320852,0.31666666666666665,256557,0.0,0.0,9,0,0,9,6,6.0,12,21,17,152.0,24.0,10,3,17,396,0.9721304699778557,86.37816017400473
52,17,0,0,0,10.000000000000002,20,10.0,20.277654214699297,27,23.88888888888889,21.107841687009934,20,21.8,37.0,20,37.0,0,0.6410000000000002,37298,0,15,1.0,304.16481322048946,False,0.20441507707629264,0,1.595,22715,557,0,0.0,5570.000000000001,False,-0.17990609120730688,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.9280000000000004,40929,170,12,1.0,3700.495316743,False,-0.03935938968895394,6,4.5710000000000015,55723,438,0,0.0,9245.23465891035,False,-0.12913647170815398,14,4.849000000000001,54408,264,0,0.0,5572.470205370622,False,-0.17461490024121404,0.3333333333333333,256066,0.0,0.0,12,0,0,6,6,6.0,13,19,20,120.0,54.0,9,8,20,1281,0.9852551789954305,87.36341535300016
53,20,0,0,0,10.000000000000002,20,10.0,20.5488643377211,15,23.0,21.107841687009934,0,,37.0,20,37.0,0,0.6410000000000002,37513,3,10,1.0,235.488643377211,False,0.21022526280596263,0,1.5950000000000002,22645,564,0,0.0,5640.000000000001,False,-0.18103171029780665,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.9280000000000004,40584,175,22,1.0,4060.423776215411,False,-0.04306539369200341,9,4.655000000000001,55627,438,0,0.0,9245.23465891035,False,-0.1305218730416028,11,4.945000000000001,54311,264,0,0.0,5572.470205370622,False,-0.17601473283855293,0.3333333333333333,255673,0.0,0.0,6,0,0,6,4,4.0,17,23,22,155.0,69.0,12,8,22,545,1.0614009210839868,88.42481627408415
54,22,0,0,0,10.000000000000002,20,10.0,20.5488643377211,0,,23.246335111096357,22,37.68181818181818,37.0,20,37.0,0,0.6410000000000001,37443,0,20,1.0,410.977286754422,False,0.21079592986998172,0,1.5950000000000002,22515,577,0,0.0,5770.000000000001,False,-0.18312214575159194,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,1.9280000000000004,41413,165,10,1.0,3623.025966834945,False,-0.02936061745671712,10,4.746000000000001,54797,457,0,0.0,10623.575145771036,False,-0.13255422442223694,10,5.034000000000002,54062,267,0,0.0,6206.771474662727,False,-0.17503123304569854,0.3333333333333333,255223,0.0,0.0,7,0,0,10,6,6.0,14,24,21,174.0,58.0,13,9,21,1029,1.2611528132110834,89.68596908729523
55,21,0,0,0,10.000000000000002,20,10.0,20.15129495459888,19,17.31578947368421,25.9970097964124,36,37.72222222222222,37.0,20,37.0,0,0.6410000000000001,37694,0,10,0.7,201.51294954598882,False,0.21549998310841295,2,1.6150000000000002,22355,590,0,0.0,5900.000000000001,False,-0.18617739756866278,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,26,2.1880000000000006,41688,174,10,1.0,3766.2954200643294,False,-0.021576670483423953,6,4.796000000000001,53526,490,0,0.0,12738.534800242076,False,-0.135635590381259,14,5.164000000000001,53695,270,0,0.0,7019.192645031348,False,-0.17446537474361887,0.2833333333333333,253951,0.0,0.0,9,0,0,8,8,7.8125,13,21,20,151.0,60.0,11,10,20,695,1.1111364904791117,90.79710557777435
56,20,0,0,0,10.000000000000002,20,10.0,19.922294310778717,2,4.0,26.523460807560024,10,35.5,37.0,20,37.0,0,0.6410000000000002,37564,3,20,1.0,428.4458862155743,False,0.2149682557119633,2,1.6330000000000005,22255,597,0,0.0,5970.000000000001,False,-0.18826783302244807,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.162000000000001,42035,166,10,1.0,3572.3354636648673,False,-0.01596228034149743,10,4.8900000000000015,53396,490,0,0.0,12996.495795704412,False,-0.1356503030875371,10,5.250000000000001,53213,280,0,0.0,7426.5690261168065,False,-0.1784817659096256,0.3333333333333333,253456,0.0,0.0,7,0,0,6,7,7.0,14,20,18,125.0,75.0,10,10,18,555,1.1504681082442403,91.94757368601859
57,18,0,0,0,10.000000000000002,20,10.0,19.48546822987136,3,1.0,26.876596501094397,3,46.0,37.0,20,37.0,0,0.6410000000000002,37494,0,30,1.0,584.5640468961408,False,0.2152274401314745,3,1.6610000000000003,22069,610,0,0.0,6100.000000000001,False,-0.192159259021033,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.162000000000001,42170,159,17,1.0,3555.091589068151,False,-0.013124364624672709,10,4.980000000000001,53272,490,0,0.0,13169.532285536254,False,-0.13619121218621916,10,5.340000000000001,52945,283,0,0.0,7606.076809809714,False,-0.1810540825337712,0.3333333333333333,252943,0.0,0.0,6,0,0,8,8,8.0,15,23,17,128.0,32.0,12,6,17,338,0.9934268491342664,92.94100053515285
58,17,0,0,0,10.000000000000002,20,10.0,19.570023968242662,23,20.0,27.376837729349106,4,46.0,37.00000000000001,20,37.0,0,0.6410000000000001,37804,4,22,1.0,470.54052730133856,False,0.2233636799270172,5,1.7080000000000002,21924,616,0,0.0,6160.000000000001,False,-0.19585772174696084,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.1620000000000004,41894,172,23,1.0,3995.7113903127674,False,-0.014374928250328291,9,5.060000000000001,53193,490,0,0.0,13414.65048738106,False,-0.13556259930599285,11,5.440000000000001,52609,287,0,0.0,7857.152428323193,False,-0.18409131794727393,0.3333333333333333,252417,0.0,0.0,8,0,0,6,6,6.0,15,21,20,131.0,33.0,11,6,20,834,1.073404934257269,94.01440546941012
59,20,0,0,0,10.000000000000002,20,10.0,19.570023968242662,0,,27.376837729349106,0,,37.00000000000001,20,37.0,0,0.6410000000000001,37694,5,32,1.0,676.2407669837652,False,0.22313373588125957,0,1.7030000000000003,21834,625,0,0.0,6250.000000000001,False,-0.1973049462918891,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.162000000000001,41894,162,33,1.0,4073.7795279238317,False,-0.01349838848554035,13,5.181000000000001,53003,490,0,0.0,13414.65048738106,False,-0.13830453944511023,7,5.4990000000000006,52536,287,0,0.0,7857.152428323193,False,-0.18514480021125063,0.3333333333333333,251954,0.0,0.0,5,0,0,6,5,5.0,15,21,18,153.0,57.0,11,9,18,200,1.112789816223085,95.1271952856332
60,18,0,0,0,10.000000000000002,20,10.0,20.281724715696946,19,25.0,26.55573686817914,9,14.0,37.00000000000001,20,37.0,0,0.6410000000000002,38089,3,23,1.0,496.47966846102975,False,0.23294654384223698,0,1.7030000000000003,21714,637,0,0.0,6370.000000000001,False,-0.19923457901846015,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.162000000000001,41545,171,34,1.0,4371.069979902268,False,-0.017997507636056436,8,5.248000000000001,52816,498,0,0.0,13224.756960353212,False,-0.14237338759233686,12,5.612000000000001,52346,288,0,0.0,7648.052218035592,False,-0.18939553050743504,0.3333333333333333,251503,0.0,0.0,8,0,0,9,5,5.0,11,20,18,146.0,68.0,10,8,18,801,1.1078142877668142,96.23500957340002
61,18,0,0,0,10.000000000000002,20,10.0,20.281724715696946,0,,25.512695371985437,11,13.0,37.00000000000001,20,37.0,0,0.6410000000000002,37999,2,33,1.0,689.2969156179992,False,0.23315264867205898,0,1.7030000000000003,21604,648,0,0.0,6480.000000000001,False,-0.20100340901781694,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.162000000000001,41688,161,33,1.0,4107.276626502728,False,-0.017748174048967807,8,5.320000000000001,52593,509,0,0.0,12985.961944340588,False,-0.14731461638568574,12,5.7200000000000015,52204,288,0,0.0,7347.656267131806,False,-0.19361231659933176,0.3333333333333333,251081,0.0,0.0,6,0,0,8,5,5.0,11,19,22,139.0,57.0,9,9,22,343,1.0098446710035205,97.24485424440354
62,22,0,0,0,10.000000000000002,20,10.0,20.558993527377208,14,23.142857142857142,25.351546636875614,22,24.40909090909091,37.00000000000001,20,37.0,0,0.6410000000000001,38203,4,29,1.0,636.2108122939391,False,0.2388597609232318,0,1.7030000000000003,21524,656,0,0.0,6560.000000000001,False,-0.20228983083553098,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,0,2.1620000000000004,41901,165,21,1.0,3924.616411391627,False,-0.015015983883593471,11,5.4220000000000015,52295,518,0,0.0,13132.101157901569,False,-0.15056064624713847,9,5.798000000000001,51739,301,0,0.0,7630.81553769956,False,-0.19827968122997983,0.3333333333333333,250655,0.0,0.0,15,0,0,5,5,5.0,13,18,22,123.0,85.0,8,14,22,1061,1.0712233325466514,98.31607757695019
63,22,0,0,0,10.0,20,10.0,20.96783921358615,36,22.444444444444443,25.763827818254715,25,28.0,37.00000000000001,20,37.0,6,0.7010000000000001,38784,5,10,1.0,259.6783921358615,False,0.2514902938209278,1,1.7130000000000003,21418,665,0,0.0,6650.0,False,-0.20425162410754485,0,0.2,44993,0,0,0.0,0.0,False,0.010352106350489535,4,2.202000000000001,41677,191,10,1.0,4262.495567977501,False,-0.016252407617247135,16,5.5710000000000015,51305,543,0,0.0,13989.75850531231,False,-0.158659057744449,4,5.829000000000002,51711,301,0,0.0,7754.912173294669,False,-0.1977883209708296,0.3333333333333333,249888,0.0,0.0,8,0,0,9,8,6.875,14,23,18,149.0,72.0,13,9,18,1233,1.1025582365691662,99.41863581351936
