index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,12,0,0,0,10.000000000000002,20,10.0,14.02162403829568,13,5.0,28.18666520914491,12,32.166666666666664,25.000000000000007,15,25.0,0,1.4330000000000003,47593,11,20,1.0,390.4324807659136,False,0.042500354284095924,13,2.967000000000001,37585,307,0,0.0,3070.0000000000005,False,-0.14659685863874344,0,0.2,60658,427,22,1.0,6607.340098953444,False,0.01336655232226498,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,7,2.5830000000000006,73239,116,0,0.0,3269.6531642608093,False,-0.05206205426112971,0,1.7030000000000003,76467,22,14,1.0,970.1066346011881,False,-0.02575072395993471,0.5,358917,0.0,0.0,10,0,0,4,3,3.0,12,16,14,44.0,33.0,6,6,14,786,1.1968526430428028,84.30747045762837
31,14,0,0,0,10.000000000000002,20,10.0,13.890147421833204,7,9.0,27.462099061712657,9,18.22222222222222,25.000000000000007,20,25.0,0,1.4330000000000003,47586,8,23,1.0,399.47339070216367,False,0.04244626298758899,0,2.9540000000000006,37455,320,0,0.0,3200.0000000000005,False,-0.14801483420593367,0,0.2,60759,424,23,1.0,6521.05078527667,False,0.014283174255178199,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,2.686000000000001,72977,125,0,0.0,3432.762382714082,False,-0.05434657798398401,0,1.7030000000000003,76692,12,15,1.0,704.545188740552,False,-0.02458318443306051,0.5,358844,0.0,0.0,10,0,0,7,3,3.0,12,19,14,103.0,24.0,9,5,14,652,1.0956312529742718,85.40310171060264
32,14,0,0,0,10.000000000000002,20,10.0,14.7176560742466,50,18.7,25.62320518705138,19,14.842105263157896,25.00000000000001,20,25.0,21,1.6430000000000005,47920,14,10,1.0,287.176560742466,False,0.04850759773933748,6,3.014000000000001,37343,324,0,0.0,3240.0000000000005,False,-0.150021815008726,0,0.2,60106,464,14,1.0,7187.7172910691415,False,0.009218584960464085,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,2.775000000000001,72639,142,0,0.0,3638.495136561296,False,-0.05732348051198118,0,1.7030000000000003,76920,4,15,1.0,477.4928207482057,False,-0.023133891950800047,0.5,358303,0.0,0.0,13,0,0,5,4,4.0,12,17,16,82.0,30.0,7,7,16,1289,1.1516497079283,86.55475141853094
33,16,0,0,0,10.000000000000002,20,10.0,14.7176560742466,0,,25.3549034556421,38,24.526315789473685,25.000000000000007,20,25.0,0,1.6220000000000003,47830,13,20,1.0,424.353121484932,False,0.048040500888797286,0,3.008000000000001,37233,335,0,0.0,3350.0000000000005,False,-0.1512216404886562,24,0.44000000000000006,60265,454,10,1.0,6935.364892264378,False,0.009738623627684472,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,9,2.855000000000001,71638,180,0,0.0,4563.882622015578,False,-0.06413869152751389,0,1.7030000000000003,77195,0,8,0.4,200.00000000000006,False,-0.02140885726584458,0.39999999999999997,357536,0.0,0.0,10,0,0,12,6,5.928571428571429,12,24,12,152.0,23.0,13,3,12,713,1.1741752363741398,87.72892665490508
34,12,0,0,0,10.000000000000002,20,10.0,15.480003705193608,45,19.91111111111111,25.36217086676264,11,25.454545454545453,25.000000000000007,20,25.0,25,1.8720000000000006,48151,13,10,1.0,284.8000370519361,False,0.053520942812521045,0,3.0080000000000013,37133,345,0,0.0,3450.0000000000005,False,-0.15231239092495638,1,0.42600000000000005,59624,489,10,1.0,7823.3435205073,False,0.00661731614204588,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,13,2.976000000000001,71383,186,0,0.0,4717.363781217851,False,-0.06639553983479436,0,1.7030000000000003,77210,0,6,0.5,150.00000000000006,False,-0.02153546198060416,0.4166666666666667,356876,0.0,0.0,11,0,0,6,5,4.2,14,20,13,77.0,19.0,9,3,13,991,1.2561641475185752,88.98509080242366
35,13,0,0,0,10.0,20,10.0,15.846310653071667,72,17.25,25.36217086676264,0,,25.00000000000001,20,25.0,50,2.347000000000001,47676,13,10,1.0,288.4631065307167,False,0.04319876861399126,12,3.128000000000001,36997,355,0,0.0,3550.0,False,-0.15418848167539267,0,0.42500000000000004,58382,551,20,1.0,9238.56058717774,False,-0.0018492301151990158,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,3.063000000000001,71295,186,0,0.0,4717.363781217851,False,-0.06750966132467866,4,1.7430000000000003,77336,0,0,0.0,0.0,False,-0.02088977793533031,0.3333333333333333,355061,0.0,0.0,8,0,0,4,8,7.333333333333333,12,16,12,57.0,29.0,6,7,12,500,1.2465549819171429,90.2316457843408
36,12,0,0,0,10.0,20,10.0,15.928444770516032,24,17.0,25.007851440224947,12,21.0,25.000000000000007,20,25.0,14,2.4370000000000003,47708,14,10,1.0,299.28444770516035,False,0.044014882719297065,0,3.116000000000001,36907,364,0,0.0,3640.0,False,-0.15517015706806284,0,0.42500000000000004,58226,565,18,1.0,9449.712621265608,False,-0.0026481144739565984,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,3.1630000000000003,71192,186,0,0.0,4651.46036788184,False,-0.06923087402905681,9,1.8290000000000004,77025,2,10,1.0,300.01570288044996,False,-0.02292801444002448,0.5,354433,0.0,0.0,7,0,0,7,6,5.666666666666666,10,17,10,45.0,25.0,7,5,10,524,1.3265833389014006,91.5582291232422
37,10,0,0,0,10.0,20,10.0,16.197493635432647,12,23.0,25.926202941657046,15,34.06666666666667,25.000000000000007,20,25.0,1,2.4330000000000007,47904,10,10,1.0,261.9749363543265,False,0.04788367077175309,1,3.126000000000001,36749,378,0,0.0,3780.0,False,-0.15708987783595113,0,0.42500000000000004,58461,567,13,1.0,9521.019529531854,False,0.0016399405045458932,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,7,3.2220000000000013,70631,201,0,0.0,5211.166791273066,False,-0.07279032492294155,3,1.8500000000000003,77260,0,2,0.2,50.000000000000014,False,-0.02153546198060416,0.3666666666666667,354380,0.0,0.0,11,0,0,8,5,3.690909090909091,11,19,9,91.0,6.0,8,2,9,911,1.179800970479846,92.73803009372205
38,9,0,0,0,10.0,20,10.0,16.40654267664502,9,23.0,25.326250757800615,15,20.0,25.000000000000007,20,25.0,0,2.4320000000000004,48031,8,11,1.0,260.4719694430952,False,0.05063778326181388,0,3.1250000000000013,36629,390,0,0.0,3900.0,False,-0.15839877835951136,2,0.44500000000000006,58504,566,10,1.0,9539.365662559088,False,0.0024665361906198004,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,12,3.3350000000000013,70217,216,0,0.0,5470.470163684933,False,-0.07639030863896817,6,1.9070000000000005,77268,0,0,0.0,0.0,False,-0.02175068999569544,0.3333333333333333,354024,0.0,0.0,7,0,0,7,6,4.8,10,17,10,45.0,10.0,6,3,10,497,1.178613151423633,93.91664324514568
39,10,0,0,0,10.0,20,10.0,16.64755279109889,10,23.0,25.49893633615048,26,26.384615384615383,25.000000000000007,20,25.0,0,2.432000000000001,48171,7,11,1.0,253.12308070208778,False,0.05361172644744864,0,3.125000000000001,36519,401,0,0.0,4010.0,False,-0.15959860383944155,16,0.603,58488,566,10,1.0,9677.504243123476,False,0.0033073310555109163,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,12,3.443000000000001,69579,234,0,0.0,5966.751102659212,False,-0.08132611410465646,8,1.9810000000000005,77040,0,8,0.8,200.00000000000006,False,-0.023371230344618035,0.4666666666666666,353172,0.0,0.0,7,0,0,3,7,7.0,11,14,8,55.0,17.0,4,6,8,620,1.2126829652115703,95.12932621035725
40,8,0,0,0,9.999999999999998,20,10.0,16.305697953432944,30,13.5,26.161562355504866,6,42.0,25.00000000000001,20,25.0,14,2.572000000000001,48185,9,10,1.0,253.0569795343294,False,0.05391641557083696,5,3.1750000000000007,36349,409,0,0.0,4089.999999999999,False,-0.16243455497382198,0,0.5870000000000002,58335,586,14,1.0,9921.400873688772,False,0.0028153686245506607,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,9,3.5210000000000012,69258,240,0,0.0,6278.774965321168,False,-0.08341494084191389,3,2.0030000000000006,77225,0,0,0.0,0.0,False,-0.022295090269161624,0.3333333333333333,352727,0.0,0.0,8,0,0,4,5,4.16,11,15,8,55.0,9.0,5,3,8,602,1.1079977145418525,96.2373239248991
41,8,0,0,0,9.999999999999998,20,10.0,15.888699397391882,12,7.25,27.54772478119677,23,35.65217391304348,25.00000000000001,20,25.0,0,2.5580000000000007,48085,9,20,1.0,407.77398794783767,False,0.053422491142537436,12,3.290000000000001,36078,419,0,0.0,4189.999999999999,False,-0.16725567190226875,9,0.677,58843,588,10,1.0,9618.032493478395,False,0.008460601519997467,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,9,3.602000000000001,68720,252,0,0.0,6942.026644861586,False,-0.08602773501087796,11,2.1100000000000003,76778,1,10,1.0,277.5477247811969,False,-0.02619737849251001,0.5,351879,0.0,0.0,7,0,0,6,8,7.75,11,17,11,70.0,3.0,7,1,11,552,1.121677253395319,97.35900117829442
42,11,0,0,0,9.999999999999998,20,10.0,15.76786715620798,33,14.909090909090908,27.54772478119677,0,,25.000000000000007,20,25.0,7,2.6280000000000006,48298,10,10,1.0,257.6786715620798,False,0.0564319226828325,6,3.3380000000000014,35910,428,0,0.0,4279.999999999999,False,-0.16993891797556718,0,0.6680000000000001,58351,611,20,1.0,10185.12132806701,False,0.005157968630715528,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,12,3.713000000000001,68603,252,0,0.0,6942.026644861586,False,-0.08750901017356501,0,2.0990000000000006,76978,0,3,0.1,75.00000000000003,False,-0.024947459043374774,0.35000000000000003,351515,0.0,0.0,8,0,0,7,5,4.291666666666667,12,19,7,99.0,9.0,8,3,7,472,1.155679002404213,98.51468018069863
43,7,0,0,0,9.999999999999998,20,10.0,15.501838768208996,30,13.366666666666667,28.444590845048843,11,40.0,25.000000000000004,11,25.0,5,2.6710000000000007,48460,11,10,1.0,265.01838768208995,False,0.06004601208204729,15,3.4820000000000007,35565,437,0,0.0,4369.999999999999,False,-0.17648342059336825,0,0.6680000000000001,58390,631,19,1.0,10322.107488795806,False,0.006861018162772976,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,3.8110000000000013,68066,263,0,0.0,7480.927392247846,False,-0.09089631458582641,0,2.0990000000000006,76978,0,3,0.0,75.00000000000001,False,-0.024947459043374774,0.3333333333333333,350834,0.0,0.0,6,0,0,4,6,5.090909090909091,11,15,11,22.0,9.0,4,3,11,640,0.9946120390668511,99.50929221976548
44,11,0,0,0,9.999999999999998,20,10.0,16.096695171782788,21,23.0,28.444590845048843,0,,25.000000000000007,13,25.0,11,2.7760000000000007,48664,8,10,1.0,240.96695171782784,False,0.06423393271943528,0,3.4670000000000005,35435,450,0,0.0,4499.999999999999,False,-0.17790139616055847,0,0.6680000000000001,57907,642,29,1.0,11158.971434790965,False,0.0058380448904509115,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,13,3.930000000000001,67944,263,0,0.0,7480.927392247846,False,-0.09244089210589325,0,2.0990000000000006,76978,0,3,0.0,75.00000000000003,False,-0.024947459043374774,0.3333333333333333,350303,0.0,0.0,6,0,0,8,4,3.9166666666666665,13,21,11,93.0,3.0,10,1,11,407,0.9155876701697707,100.42487988993526
45,11,0,0,0,10.0,20,10.0,15.827475518282334,5,3.0,28.640139536485655,8,32.0,25.0,11,25.0,0,2.7650000000000006,48584,6,20,1.0,376.5495103656467,False,0.063967599371353,5,3.517000000000001,35235,462,0,0.0,4620.0,False,-0.18095549738219896,0,0.6680000000000001,58148,637,31,1.0,10969.9462307769,False,0.00815889469546642,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,4.027000000000001,67844,263,0,0.0,7532.356698095728,False,-0.09338137962363115,0,2.0990000000000006,76722,0,11,0.8,275.0,False,-0.026922492593624187,0.4666666666666666,349908,0.0,0.0,6,0,0,6,4,4.0,11,17,13,81.0,18.0,7,4,13,456,1.027348174713552,101.4522280646488
46,13,0,0,0,10.0,20,10.0,15.95030380233077,38,16.657894736842106,28.71867789081153,1,39.0,25.0,9,25.0,13,2.895000000000001,48805,9,10,1.0,249.5030380233077,False,0.06740295634842176,5,3.5620000000000007,35105,469,0,0.0,4690.0,False,-0.18302792321116929,0,0.6680000000000001,57554,665,40,1.0,11755.699144182423,False,0.004972425807078972,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,9,4.106000000000002,67746,264,0,0.0,7581.730963174244,False,-0.09430955509093857,0,2.0990000000000006,76722,0,11,0.0,275.0,False,-0.026922492593624187,0.3333333333333333,349307,0.0,0.0,7,0,0,8,4,3.5652173913043477,13,21,13,127.0,14.0,11,2,13,469,1.038226486183703,102.49045455083251
47,13,0,0,0,10.0,20,10.0,15.387884531066135,13,5.384615384615385,29.30274956777203,22,32.45454545454545,25.000000000000004,10,25.0,0,2.8820000000000006,48725,7,20,1.0,377.7576906213227,False,0.0670566938331296,13,3.6870000000000007,34769,481,0,0.0,4810.0,False,-0.18904886561954626,0,0.6680000000000001,58198,668,28,1.0,11099.583854649794,False,0.00997800829121485,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,4.197000000000001,66948,286,0,0.0,8380.5863763828,False,-0.09935566824258227,0,2.0990000000000006,76722,0,11,0.0,275.00000000000006,False,-0.026922492593624187,0.3333333333333333,348737,0.0,0.0,7,0,0,8,6,6.0,11,19,16,89.0,33.0,9,4,16,914,1.0638919901102781,103.55434654094279
48,16,0,0,0,10.0,20,10.0,14.977368569974692,34,12.323529411764707,28.07391841731132,22,21.0,25.000000000000004,11,25.0,4,2.9220000000000006,48963,4,10,1.0,189.77368569974692,False,0.07019822955606185,10,3.7740000000000014,34464,494,0,0.0,4940.0,False,-0.19428446771378707,0,0.6680000000000001,58241,692,16,1.0,10813.521745099468,False,0.008393182175444942,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,4.2970000000000015,66852,286,0,0.0,8029.140667351037,False,-0.10279580769154628,0,2.0990000000000006,76260,12,21,1.0,861.8870210077359,False,-0.02905649722097749,0.5,348155,0.0,0.0,6,0,0,11,6,5.166666666666667,12,23,10,159.0,21.0,12,4,10,662,1.0623782854527235,104.61672482639551
49,10,0,0,0,10.0,20,10.0,14.677962270459142,5,1.0,28.324414868078673,20,30.0,25.000000000000004,11,25.0,0,2.918000000000001,48863,4,20,1.0,333.55924540918284,False,0.06958507030332878,5,3.8140000000000005,34274,504,0,0.0,5040.0,False,-0.19733856893542756,4,0.7080000000000002,58736,687,10,1.0,10367.004228486217,False,0.012698471343247678,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,11,4.396000000000001,66756,286,0,0.0,8100.782652270501,False,-0.1035577022999613,0,2.0990000000000006,75660,22,31,1.0,1398.137127097731,False,-0.03325819052048638,0.5,347664,0.0,0.0,6,0,0,6,5,4.2,10,16,13,53.0,41.0,5,5,13,200,0.9060091003775597,105.52273392677307
50,13,0,0,0,10.0,20,10.0,14.460132826899823,6,6.833333333333333,28.324414868078673,0,,25.000000000000004,5,25.0,0,2.918000000000001,48813,3,25,1.0,391.5033206724956,False,0.06912634512077324,1,3.8190000000000013,34146,515,0,0.0,5150.0,False,-0.19893106457242582,0,0.704,58695,683,20,1.0,10442.759018134153,False,0.012648998844498804,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,5,4.435000000000001,66731,286,0,0.0,8100.782652270501,False,-0.10387421408686023,0,2.0990000000000006,75660,12,41,1.0,1364.8929784169443,False,-0.03346863381854423,0.5,347420,0.0,0.0,6,0,0,5,2,2.0,14,19,17,82.0,37.0,8,5,17,240,0.9569882489740849,106.47972217574716
51,17,0,0,0,10.000000000000002,20,10.0,14.141368929542484,7,5.285714285714286,28.069036208165823,5,21.0,25.000000000000004,10,25.0,0,2.918000000000001,48713,3,35,1.0,524.9479125339869,False,0.06840039171612114,7,3.888000000000001,33942,525,0,0.0,5250.000000000001,False,-0.20229057591623037,0,0.704,58763,680,25,1.0,10317.856777293035,False,0.012736911636086696,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,4.530000000000002,66641,286,0,0.0,8027.744355535426,False,-0.10547600615593,0,2.0990000000000006,75555,7,51,1.0,1471.483253457161,False,-0.03412324175513922,0.5,346989,0.0,0.0,7,0,0,4,5,5.0,14,18,15,110.0,64.0,7,10,15,305,0.9744884809479117,107.45421065669507
52,15,0,0,0,10.000000000000002,20,10.0,13.728167019197878,15,8.733333333333333,28.069036208165823,0,,25.000000000000004,7,25.0,0,2.918000000000001,48648,4,40,1.0,589.1266807679151,False,0.06768244634345463,10,3.981000000000001,33728,534,0,0.0,5340.000000000001,False,-0.20597731239092495,0,0.704,58632,685,35,1.0,10386.21067543635,False,0.011202911019331636,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,7,4.590000000000001,66596,286,0,0.0,8027.744355535426,False,-0.1060457273723481,0,2.0990000000000006,75555,0,58,0.7,1450.0000000000002,False,-0.03425923581394171,0.45,346534,0.0,0.0,6,0,0,6,4,4.0,11,17,9,91.0,31.0,8,7,9,245,0.9266464896500111,108.38085714634508
53,9,0,0,0,10.000000000000002,20,10.0,13.59805040820629,5,9.0,27.930643909421,2,19.0,25.000000000000007,12,25.0,0,2.918000000000001,48603,3,45,1.0,641.9122683692831,False,0.06727652997784996,0,3.971000000000001,33618,545,0,0.0,5450.000000000001,False,-0.20717713787085515,0,0.7040000000000002,58625,680,43,1.0,10447.69196568538,False,0.01157904215663825,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,12,4.703000000000002,66440,288,0,0.0,8044.025445913248,False,-0.10791769778243451,0,2.0990000000000006,75555,0,58,0.0,1450.0000000000005,False,-0.03425923581394171,0.3333333333333333,346216,0.0,0.0,7,0,0,5,3,3.0,10,15,12,37.0,24.0,4,5,12,283,1.6907786009833217,110.0716357473284
54,12,0,0,0,10.000000000000002,20,10.0,13.868136890590192,24,15.708333333333334,27.930643909421,0,,25.000000000000007,8,25.0,0,2.918000000000001,48840,6,36,1.0,559.252928061247,False,0.07154507993086007,5,4.021000000000002,33463,552,0,0.0,5520.000000000001,False,-0.20979493891797557,0,0.704,58248,694,53,1.0,11104.811129268906,False,0.01081158409066272,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,8,4.771000000000002,66382,288,0,0.0,8044.025445913248,False,-0.10865200512804006,0,2.0990000000000006,75555,0,58,0.0,1450.0000000000005,False,-0.03425923581394171,0.3333333333333333,345863,0.0,0.0,7,0,0,9,3,3.0,11,20,8,129.0,9.0,9,3,8,567,1.0403955318033695,111.11203127913177
55,8,0,0,0,10.000000000000002,20,10.0,13.781933943959595,25,13.2,28.50609448123859,20,31.9,25.000000000000007,14,25.0,0,2.918000000000001,49080,4,26,1.0,398.3302825429495,False,0.07502541756700433,5,4.066000000000001,33258,564,0,0.0,5640.000000000001,False,-0.21295811518324606,0,0.704,58556,709,43,1.0,10997.153228960611,False,0.014838502716820964,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,14,4.903000000000001,66220,288,0,0.0,8209.755210596715,False,-0.10965389302789913,0,2.0990000000000006,74917,10,68,1.0,1985.0609448123864,False,-0.038949554700754736,0.5,345406,0.0,0.0,8,0,0,5,5,5.0,11,16,10,59.0,12.0,6,2,10,1158,0.9388692229986191,112.05090050213039
56,10,0,0,0,10.000000000000002,20,10.0,13.64865204073313,5,9.0,29.1576407628159,7,40.714285714285715,25.000000000000004,8,25.0,0,2.918000000000001,48995,7,31,1.0,493.1082132627271,False,0.07420493251813612,0,4.061000000000001,33188,571,0,0.0,5710.000000000001,False,-0.2137216404886562,0,0.704,58796,704,46,1.0,10949.902511765657,False,0.018266599953782253,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,8,4.969000000000001,65875,295,0,0.0,8601.50402503069,False,-0.11154189334166385,0,2.0990000000000006,74917,0,78,1.0,1950.0000000000002,False,-0.039171498746613326,0.5,345146,0.0,0.0,8,0,0,6,2,2.0,14,20,11,109.0,10.0,9,1,11,530,0.9811819540336728,113.03208245616406
57,11,0,0,0,10.000000000000002,20,10.0,13.397613606598659,29,12.0,29.21503039838135,15,29.666666666666668,25.000000000000004,6,25.0,0,2.918000000000001,49251,5,20,1.0,317.9522721319732,False,0.07787906055990365,8,4.141000000000001,32912,583,0,0.0,5830.000000000001,False,-0.21843368237347294,0,0.7040000000000002,58893,723,41,1.0,10884.290883904467,False,0.019283650336706395,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,6,5.021000000000002,65648,300,0,0.0,8764.509119514405,False,-0.11338395969213275,0,2.0990000000000006,74657,0,88,1.0,2200.0000000000005,False,-0.04088066239586762,0.5,344736,0.0,0.0,9,0,0,7,4,4.0,10,17,17,84.0,53.0,6,5,17,981,1.1527743805199862,114.18485683668405
58,17,0,0,0,10.000000000000002,20,10.0,13.611758709554405,25,15.08,29.68741076303314,5,41.0,25.000000000000007,15,25.0,0,2.918000000000001,49506,6,12,1.0,223.34110451465284,False,0.08240991606145996,7,4.203000000000002,32690,592,0,0.0,5920.000000000001,False,-0.22229493891797555,0,0.704,58721,738,46,1.0,11411.098822750675,False,0.02073179459702997,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,15,5.165000000000001,65270,305,0,0.0,9054.660282725108,False,-0.11633289264727219,0,2.0990000000000006,74657,0,88,0.0,2200.0000000000005,False,-0.04088066239586762,0.3333333333333333,344219,0.0,0.0,8,0,0,9,7,7.0,13,22,14,155.0,45.0,11,6,14,770,1.1803614851087332,115.36521832179278
59,14,0,0,0,10.000000000000002,20,10.0,12.985155540321305,16,6.0625,30.12711915717615,5,40.0,25.000000000000004,10,25.0,0,2.918000000000001,49446,11,12,1.0,265.8218664838557,False,0.08156437463442244,6,4.256,32529,597,0,0.0,5970.000000000001,False,-0.22526178010471204,0,0.704,58824,744,51,1.0,11197.438799015035,False,0.02067111441280651,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,5.250000000000002,64984,310,0,0.0,9339.406938724607,False,-0.11815127403131823,0,2.0990000000000006,74657,0,88,0.0,2200.0000000000005,False,-0.04088066239586762,0.3333333333333333,343815,0.0,0.0,8,0,0,7,5,5.0,15,22,16,120.0,34.0,11,3,16,490,1.091013832949102,116.45623215474188
60,16,0,0,0,10.000000000000002,20,10.0,12.985155540321305,0,,31.604585490024064,15,42.0,25.000000000000004,9,25.0,0,2.918000000000001,49356,10,22,1.0,385.6734218870687,False,0.08090830521255529,0,4.250000000000001,32419,608,0,0.0,6080.000000000001,False,-0.22646160558464223,0,0.704,59454,734,46,1.0,10984.915099136946,False,0.0289688765418497,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,9,5.330000000000001,64285,325,0,0.0,10271.490284257821,False,-0.1211006362883433,0,2.0990000000000006,74657,0,88,0.0,2200.0000000000005,False,-0.04088066239586762,0.3333333333333333,343546,0.0,0.0,6,0,0,9,2,2.0,11,20,20,119.0,68.0,10,6,20,830,1.106801463291049,117.56303361803293
61,20,0,0,0,10.000000000000002,20,10.0,13.500896218107048,27,16.814814814814817,31.604585490024064,0,,25.000000000000004,7,25.0,0,2.918000000000001,49696,10,11,1.0,248.50985839917752,False,0.08682929601220744,6,4.310000000000001,32215,618,0,0.0,6180.000000000001,False,-0.22982111692844678,0,0.7040000000000002,59000,751,56,1.0,11909.02984723974,False,0.029096532266863182,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,7,5.391000000000002,64235,325,0,0.0,10271.490284257821,False,-0.1217336598621412,0,2.0990000000000006,74657,0,88,0.0,2200.0000000000005,False,-0.04088066239586762,0.3333333333333333,343178,0.0,0.0,8,0,0,10,4,4.0,14,24,14,165.0,57.0,14,6,14,640,1.2046027407050133,118.76763635873795
62,14,0,0,0,10.000000000000002,20,10.0,12.965611120195547,12,4.916666666666667,29.652029054541952,12,12.0,25.0,14,25.0,0,2.918000000000001,49621,12,16,1.0,327.44977792312875,False,0.0860542078743797,7,4.374000000000001,32007,626,0,0.0,6260.000000000001,False,-0.23348603839441537,0,0.704,59085,753,54,1.0,11364.314742452512,False,0.02612816266716712,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,5.484000000000001,64151,325,0,0.0,9636.909442726135,False,-0.12681418578782225,0,2.0990000000000006,74613,2,94,1.0,2409.304058109084,False,-0.040112779112063596,0.5,342852,0.0,0.0,9,0,0,5,6,6.0,12,17,14,117.0,41.0,8,6,14,489,1.0979691371321678,119.86560549587011
63,14,0,0,0,10.0,20,10.0,12.383857591148914,15,5.666666666666667,29.652029054541952,0,,25.0,20,25.0,0,2.918000000000001,49631,9,16,1.0,288.1417214583826,False,0.08584360516424933,5,4.417000000000002,31787,639,0,0.0,6390.0,False,-0.2368673647469459,0,0.704,59000,758,64,1.0,11284.693913581561,False,0.024150748705452984,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,12,5.594000000000002,64030,325,0,0.0,9636.909442726135,False,-0.12834610283641312,0,2.0990000000000006,74813,0,88,0.2,2200.0,False,-0.03890562884561821,0.3666666666666667,342636,0.0,0.0,9,0,0,7,4,4.0,9,16,19,85.0,45.0,6,8,19,480,1.1100012995302677,120.97560679540038
64,19,0,0,0,10.0,20,10.0,13.133594278873638,45,15.955555555555556,29.652029054541952,0,,25.0,20,25.0,18,3.0980000000000008,49813,10,10,1.0,231.33594278873636,False,0.0891943274736991,11,4.522000000000001,31499,648,0,0.0,6480.0,False,-0.24216841186736474,0,0.704,58282,793,74,1.0,12609.1904131829,False,0.02326745471325844,0,0.2,63375,0,0,0.0,0.0,False,0.004071738648246142,10,5.682000000000001,63947,325,0,0.0,9636.909442726135,False,-0.12939692196891764,0,2.0990000000000006,75063,0,78,0.0,1950.0,False,-0.03732306991112349,0.3333333333333333,341979,0.0,0.0,8,0,0,6,8,7.157894736842105,16,22,7,152.0,48.0,11,8,7,450,1.0967180775478482,122.07232487294823
