index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
86,21,0,0,0,10.0,20,10.0,6.124832555583877,12,7.75,35.65387904469068,7,36.57142857142857,28.000000000000007,13,28.0,10,7.9860000000000015,9942,850,0,0.0,8500.0,False,-0.5238382821674216,2,4.666,11408,890,0,0.0,8900.0,False,-0.46794162053346755,0,0.2,44653,0,437,0.5,15580.745142529828,False,0.32222405191904085,0,0.2,43330,0,372,0.7,13263.243004624934,False,0.25965311505212585,0,0.2,58004,0,0,0.0,0.0,False,0.0,13,7.782000000000002,31402,551,0,0.0,19645.287353624568,False,-0.28927929665519136,0.19999999999999998,198739,0.0,0.0,11,0,0,8,9,9.0,14,22,19,189.0,36.0,13,8,19,456,2.6967060639872216,269.44449246121803
87,19,0,0,0,10.0,20,10.0,6.005532141789393,13,4.6923076923076925,35.826749560400046,9,36.888888888888886,28.000000000000007,10,28.0,5,8.026000000000002,9782,861,0,0.0,8610.0,False,-0.5273611810098977,8,4.744000000000001,11166,899,0,0.0,8990.0,False,-0.47455124979030366,0,0.2,44809,0,434,0.1,15548.80930921362,False,0.3257545988605706,0,0.2,43445,2,377,1.0,13518.695648554396,False,0.26577283171412136,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,7.8690000000000015,30959,560,0,0.0,20062.979753824027,False,-0.29331615273236306,0.18333333333333335,198165,0.0,0.0,14,0,0,15,8,8.0,7,22,21,137.0,34.0,11,8,21,532,2.334020217997022,271.77851267921505
88,21,0,0,0,10.0,20,10.0,6.196671795756305,16,7.875,35.93697002804062,6,37.0,28.000000000000007,13,28.0,15,8.171000000000001,9452,872,0,0.0,8720.0,False,-0.5365878208354303,1,4.746,11058,908,0,0.0,9080.0,False,-0.4766649890957893,0,0.2,44839,1,441,1.0,15854.40045416167,False,0.33036331661954055,0,0.2,43511,0,381,0.7,13691.985580683477,False,0.2696213798840668,0,0.2,58004,0,0,0.0,0.0,False,0.0,13,7.989000000000002,30563,566,0,0.0,20340.325035870992,False,-0.29775252537867225,0.2833333333333333,197427,0.0,0.0,13,0,0,9,11,11.0,9,18,19,132.0,48.0,10,11,19,422,2.587158692011144,274.3656713712262
89,19,0,0,0,10.0,20,10.0,6.221179832537807,7,6.714285714285714,36.2737365013375,6,39.5,28.000000000000004,12,28.0,5,8.206000000000001,9322,880,0,0.0,8800.0,False,-0.5396074484146955,2,4.765000000000001,10902,920,0,0.0,9200.0,False,-0.47988592518033885,0,0.2,45074,0,438,0.3,15887.896587585827,False,0.33671049325045793,0,0.2,43466,0,386,0.5,14001.662289516276,False,0.27239067001381984,0,0.2,58004,0,0,0.0,0.0,False,0.0,12,8.096,30184,572,0,0.0,20748.577278765053,False,-0.30076738432896827,0.13333333333333333,196952,0.0,0.0,13,0,0,5,8,8.0,6,11,22,142.0,45.0,11,8,22,437,2.767166966048535,277.13283833727473
90,22,0,0,0,10.0,20,10.0,5.708506932376114,37,3.864864864864865,35.495548621854304,9,30.555555555555557,28.000000000000004,10,28.0,10,8.301000000000002,9062,894,0,0.0,8940.0,False,-0.5459822177486999,27,5.033,10130,926,0,0.0,9260.0,False,-0.5047810770005032,0,0.2,45196,13,443,1.0,15798.738629602345,False,0.33866246413032736,0,0.2,43476,4,392,1.0,13937.089087496392,False,0.2718287709892897,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,8.184000000000001,29796,581,0,0.0,20622.91374929735,False,-0.30853980976055656,0.3333333333333333,195664,0.0,0.0,13,0,0,5,14,14.0,10,15,21,219.0,20.0,15,7,21,475,2.306499656988308,279.43933799426304
91,21,0,0,0,10.0,20,10.0,5.925825867849005,17,7.882352941176471,35.56997851269703,1,40.0,28.000000000000004,12,28.0,15,8.441,8757,903,0,0.0,9030.0,False,-0.5547055863110216,2,5.026,9985,937,0,0.0,9370.0,False,-0.5078007045797684,0,0.2,45150,14,452,1.0,16160.591849888942,False,0.34206428976488085,0,0.2,43428,0,402,1.0,14299.131362104205,False,0.2751825550526209,0,0.2,58004,0,0,0.0,0.0,False,0.0,12,8.294,29607,582,0,0.0,20701.72749438967,False,-0.3111188237501753,0.3333333333333333,194931,0.0,0.0,11,0,0,7,11,11.0,6,13,21,131.0,38.0,13,8,21,240,6.9218285359675065,286.36116653023055
92,21,0,0,0,10.0,20,10.0,5.915599003388454,17,5.823529411764706,35.97723337170226,8,38.75,28.0,7,28.0,10,8.526000000000002,8512,915,0,0.0,9150.0,False,-0.560912598557289,7,5.094,9774,945,0,0.0,9450.0,False,-0.5135379969803724,0,0.2,45210,12,459,1.0,16584.537305652,False,0.3489213789382044,0,0.2,43579,0,406,0.9,14606.756748911119,False,0.28286761905190133,0,0.2,58004,0,0,0.0,0.0,False,0.0,7,8.352000000000002,29233,590,0,0.0,21226.567689304335,False,-0.31304248250720357,0.31666666666666665,194312,0.0,0.0,13,0,0,4,8,8.0,7,11,22,154.0,52.0,11,10,22,510,2.3063714299933054,288.66753796022385
93,22,0,0,0,10.0,20,10.0,5.500590426381241,23,2.739130434782609,35.488693074687674,3,26.333333333333332,28.000000000000004,11,28.0,5,8.566,8357,925,0,0.0,9250.0,False,-0.5644354973997652,18,5.267000000000001,9247,955,0,0.0,9550.0,False,-0.5295420231504782,0,0.2,45230,16,468,1.0,16696.71780577593,False,0.3508397978692475,0,0.2,43575,0,413,0.9,14656.83023984601,False,0.28339800620031275,0,0.2,58004,0,0,0.0,0.0,False,0.0,11,8.455000000000002,29035,593,0,0.0,21044.79499328979,False,-0.31802293813107896,0.31666666666666665,193448,0.0,0.0,11,0,0,5,10,10.0,7,12,25,180.0,45.0,12,10,25,279,2.850818645034451,291.5183566052583
94,25,0,0,0,10.0,20,10.0,5.745584482573446,15,8.333333333333334,35.72745129875045,10,37.0,28.000000000000007,9,28.0,15,8.711,8047,934,0,0.0,9340.0,False,-0.5733266230498238,0,5.249000000000001,9137,966,0,0.0,9660.0,False,-0.5313873511155847,0,0.2,45230,16,476,1.0,17098.19616992639,False,0.35590091735277707,0,0.2,43820,0,410,0.5,14648.255032487685,False,0.2894669469340151,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,8.534,28572,603,0,0.0,21543.653133146523,False,-0.3217049416148324,0.25,192810,0.0,0.0,14,0,0,4,8,8.0,8,12,22,165.0,39.0,12,13,22,570,3.1605470789945684,294.6789036842529
95,22,0,0,0,10.0,20,10.0,5.941523008517212,10,9.0,36.072185324317225,5,40.0,28.000000000000007,8,28.0,10,8.796000000000001,7787,948,0,0.0,9480.0,False,-0.5797013923838282,0,5.2490000000000006,9077,972,0,0.0,9720.0,False,-0.5323938936420064,0,0.2,45385,11,481,1.0,17416.077894090275,False,0.3638161245252536,0,0.2,43775,0,415,0.5,14969.956909591649,False,0.2923878288277696,0,0.2,58004,0,0,0.0,0.0,False,0.0,8,8.605,28295,608,0,0.0,21931.888677184874,False,-0.32313384700033726,0.25,192323,0.0,0.0,11,0,0,4,6,6.0,6,10,22,102.0,44.0,10,12,22,400,3.059474509966094,297.73837819421897
96,22,0,0,0,10.0,20,10.0,6.036927342606511,20,6.75,36.119545446466255,3,37.0,28.000000000000004,8,28.0,10,8.886000000000001,7572,957,0,0.0,9570.0,False,-0.5854051333668847,10,5.349000000000001,8803,983,0,0.0,9830.0,False,-0.5397416540848851,0,0.2,45333,10,491,1.0,17795.066087640997,False,0.3672826826972367,0,0.2,43803,1,422,1.0,15248.485105751366,False,0.2966049606150742,0,0.2,58004,0,0,0.0,0.0,False,0.0,8,8.677000000000001,28103,611,0,0.0,22069.042267790883,False,-0.325261686540662,0.3333333333333333,191618,0.0,0.0,10,0,0,5,10,10.0,4,9,23,127.0,49.0,9,13,23,311,3.118379947030917,300.8567581412499
97,23,0,0,0,10.0,20,10.0,6.1086230085213025,19,6.684210526315789,36.119545446466255,0,,28.0,9,28.0,10,8.976,7367,965,0,0.0,9650.0,False,-0.5909411172622043,9,5.429000000000002,8531,995,0,0.0,9950.0,False,-0.546854554604932,0,0.2,45253,12,501,1.0,18169.19574478185,False,0.3699820455434768,0,0.2,43756,0,430,0.8,15531.40454198049,False,0.2989865181905112,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,8.759,28007,611,0,0.0,22069.042267790883,False,-0.3269167448125054,0.3,190918,0.0,0.0,11,0,0,6,11,11.0,5,11,23,141.0,36.0,11,12,23,200,3.0664175909478217,303.9231757321977
98,23,0,0,0,10.0,20,10.0,6.254099550833362,10,8.5,35.59175133097531,10,32.8,28.0,11,28.0,10,9.066,7162,973,0,0.0,9730.0,False,-0.596477101157524,0,5.420000000000001,8411,1007,0,0.0,10070.0,False,-0.5488676396577755,0,0.2,45288,7,509,1.0,18159.98012432227,False,0.3707483060323508,0,0.2,43964,0,427,0.5,15197.67781832646,False,0.3000236721670884,0,0.2,58004,0,0,0.0,0.0,False,0.0,11,8.860000000000001,27550,621,0,0.0,22102.477576535668,False,-0.3345072962508132,0.25,190379,0.0,0.0,15,0,0,6,8,8.0,4,10,18,117.0,51.0,10,13,18,528,2.97906222299207,306.9022379551898
99,18,0,0,0,10.0,20,10.0,6.104752272173522,20,5.0,35.650916939313596,1,39.0,28.0,9,28.0,10,9.156,6927,984,0,0.0,9840.0,False,-0.6025163563160544,10,5.520000000000001,8126,1016,0,0.0,10160.0,False,-0.5569199798691494,0,0.2,45287,2,518,1.0,18479.384479108787,False,0.374749571125593,0,0.2,43904,5,437,1.0,15609.97446384091,False,0.3037084242725073,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,8.939,27419,622,0,0.0,22174.870336253058,False,-0.33614172870618364,0.3333333333333333,189667,0.0,0.0,12,0,0,5,8,8.0,5,10,19,125.0,38.0,10,8,19,239,2.3509884670493193,309.2532264222391
100,19,0,0,0,10.0,20,10.0,6.0994866742220815,8,6.0,36.29422262014098,9,40.0,28.0,6,28.0,5,9.196000000000002,6777,994,0,0.0,9940.0,False,-0.6058714980707935,3,5.54,7972,1026,0,0.0,10260.0,False,-0.5604093272940782,0,0.2,45484,0,518,0.5,18800.407317233028,False,0.3837632972446994,0,0.2,44019,0,443,1.0,16078.340620722453,False,0.31251217281499694,0,0.2,58004,0,0,0.0,0.0,False,0.0,6,8.99,27008,631,0,0.0,22901.654473308958,False,-0.3369624985060603,0.25,189264,0.0,0.0,12,0,0,4,6,6.0,7,11,19,137.0,30.0,11,8,19,560,2.7786332379910164,312.0318596602301
101,19,0,0,0,10.0,20,10.0,6.024819409697762,28,5.642857142857143,36.633282863745514,7,39.285714285714285,28.0,9,28.0,15,9.341000000000001,6457,1004,0,0.0,10040.0,False,-0.6149303808085892,13,5.667000000000001,7608,1036,0,0.0,10360.0,False,-0.5709444724039591,0,0.2,45641,13,521,1.0,19164.263024337484,False,0.3923084868055554,0,0.2,43979,0,448,0.5,16411.71072295799,False,0.31570620884650663,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,9.074000000000002,26641,638,0,0.0,23372.03446706964,False,-0.33923492804746536,0.25,188330,0.0,0.0,13,0,0,4,11,11.0,8,12,18,176.0,21.0,12,7,18,475,2.815555639041122,314.84741529927123
102,18,0,0,0,10.0,20,10.0,6.156409405826441,11,8.0,35.545630467654824,10,29.5,27.999999999999996,12,28.0,10,9.426000000000002,6252,1012,0,0.0,10120.0,False,-0.6204663647039087,1,5.664,7472,1048,0,0.0,10480.0,False,-0.5734943801375608,0,0.2,45771,8,526,1.0,18746.25290123305,False,0.39031657843875966,0,0.2,44056,0,449,0.6,15959.988079977016,False,0.3119530554922348,0,0.2,58004,0,0,0.0,0.0,False,0.0,12,9.185,26195,648,0,0.0,23033.568543040325,False,-0.34984166141093437,0.26666666666666666,187750,0.0,0.0,12,0,0,4,9,9.0,6,10,18,124.0,34.0,10,8,18,495,2.4876831830479205,317.33509848231915
103,18,0,0,0,10.0,20,10.0,6.273777381466265,13,7.615384615384615,35.61983805858756,1,40.0,27.999999999999996,10,28.0,10,9.516000000000002,6022,1023,0,0.0,10230.0,False,-0.6263378627747023,3,5.6930000000000005,7334,1057,0,0.0,10570.0,False,-0.5766146619694682,0,0.2,45757,6,535,1.0,19094.25602563314,False,0.39435060416046613,0,0.2,44011,0,454,0.5,16171.406478598752,False,0.31348368099486623,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,9.273000000000001,26043,649,0,0.0,23117.274900023327,False,-0.35174061357817277,0.25,187171,0.0,0.0,12,0,0,5,8,8.0,7,12,19,157.0,18.0,12,6,19,240,2.524387323006522,319.8594858053257
104,19,0,0,0,10.0,20,10.0,6.2855782921756,15,6.4,35.73675493277598,5,37.0,27.999999999999996,7,28.0,10,9.606000000000002,5812,1032,0,0.0,10320.0,False,-0.6318738466700218,5,5.740000000000001,7128,1068,0,0.0,10680.0,False,-0.5816809260191244,0,0.2,45710,2,545,1.0,19489.10259494726,False,0.39814313837767273,0,0.2,44147,0,458,0.9,16367.433759211399,False,0.3193837299146737,0,0.2,58004,0,0,0.0,0.0,False,0.0,7,9.333,25795,654,0,0.0,23371.83772603549,False,-0.353821824994522,0.31666666666666665,186596,0.0,0.0,11,0,0,7,9,9.0,4,11,25,129.0,45.0,11,8,25,385,2.76783200801583,322.6273178133415
105,25,0,0,0,10.0,20,10.0,6.372364736783763,12,7.416666666666667,35.01956404530367,5,27.4,28.0,12,28.0,10,9.696000000000002,5557,1045,0,0.0,10450.0,False,-0.6382486160040262,2,5.755000000000002,7023,1075,0,0.0,10750.0,False,-0.5840295252474417,0,0.2,45742,0,551,0.8,19295.77978896232,False,0.39651286827726495,0,0.2,44163,0,461,0.6,16144.01902488499,False,0.3169707160941557,0,0.2,58004,0,0,0.0,0.0,False,0.0,12,9.446,25508,659,0,0.0,23077.892705855116,False,-0.36130359366720294,0.2333333333333333,185997,0.0,0.0,13,0,0,5,11,11.0,8,13,19,169.0,45.0,13,12,19,337,2.82096546998946,325.44828328333097
106,19,0,0,0,10.0,20,10.0,6.460947709951667,12,7.5,35.20297578095821,2,40.0,28.0,10,28.0,10,9.786000000000001,5352,1053,0,0.0,10530.0,False,-0.6437845998993458,2,5.773000000000001,6869,1087,0,0.0,10870.0,False,-0.5871833584968965,0,0.2,45774,0,555,0.6,19537.651558431808,False,0.4003687512093363,0,0.2,44121,0,467,0.6,16439.789689707486,False,0.31964034099421984,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,9.533999999999999,25322,661,0,0.0,23269.166991213377,False,-0.3628614665263311,0.19999999999999998,185442,0.0,0.0,12,0,0,6,8,8.0,7,13,20,173.0,18.0,13,6,20,280,2.7444027030142024,328.19268598634517
107,20,0,0,0,10.0,20,10.0,6.2627080015145244,20,4.9,35.1470181877728,5,34.6,27.999999999999996,11,28.0,10,9.876000000000001,5132,1062,0,0.0,10620.0,False,-0.6496560979701392,10,5.871,6562,1098,0,0.0,10980.0,False,-0.5956383157188391,0,0.2,45721,0,565,1.0,19858.06527609163,False,0.4030716949813633,0,0.2,44249,0,472,1.0,16589.39258462876,False,0.3247534551676469,0,0.2,58004,0,0,0.0,0.0,False,0.0,11,9.634,25023,666,0,0.0,23407.914113056686,False,-0.36682027004123263,0.3333333333333333,184691,0.0,0.0,12,0,0,6,10,10.0,6,12,21,162.0,24.0,12,8,21,373,2.514459192985669,330.70714517933084
108,21,0,0,0,10.0,20,10.0,6.368187750422425,11,7.7272727272727275,35.27575474581835,10,35.9,27.999999999999996,8,28.0,10,9.966000000000001,4972,1065,0,0.0,10650.0,False,-0.654521053514511,1,5.871,6378,1115,0,0.0,11150.0,False,-0.5989599060560309,0,0.2,45746,0,569,0.6,20071.90445037064,False,0.40639770630525474,0,0.2,44498,0,469,0.5,16544.328975788805,False,0.3304632652067268,0,0.2,58004,0,0,0.0,0.0,False,0.0,8,9.703000000000001,24586,676,0,0.0,23846.4102081732,False,-0.37057435514642784,0.18333333333333335,184184,0.0,0.0,13,0,0,10,7,7.0,5,15,20,189.0,25.0,15,6,20,559,3.0158768750261515,333.723022054357
109,20,0,0,0,10.0,20,10.0,6.402838670777669,13,6.769230769230769,35.74639845339796,7,39.285714285714285,28.0,10,28.0,10,10.056000000000001,4777,1072,0,0.0,10720.0,False,-0.6598892803220936,3,5.900000000000001,6194,1128,0,0.0,11280.0,False,-0.6029525247441705,0,0.2,45898,0,572,0.8,20446.93991534363,False,0.414957768138361,0,0.2,44533,0,472,0.5,16872.300070003836,False,0.3354801713184056,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,9.795000000000002,24201,683,0,0.0,24414.790143670805,False,-0.3723123392897834,0.21666666666666667,183607,0.0,0.0,13,0,0,8,8,8.0,7,15,21,237.0,14.0,15,5,21,475,2.1542701849830337,335.87729223934
110,21,0,0,0,10.0,20,10.0,6.415852260609164,15,6.533333333333333,35.98956027628275,5,38.6,28.0,7,28.0,10,10.146,4537,1083,0,0.0,10830.0,False,-0.666096292568361,5,5.947000000000001,6020,1137,0,0.0,11370.0,False,-0.6072806576077839,0,0.2,46039,0,575,0.8,20693.99715886258,False,0.4216271734218614,0,0.2,44487,0,479,0.7,17238.99937233944,False,0.33894308766784464,0,0.2,58004,0,0,0.0,0.0,False,0.0,7,9.855,23942,688,0,0.0,24760.817470082533,False,-0.3737947601020401,0.25,183029,0.0,0.0,13,0,0,9,9,9.0,5,14,21,175.0,21.0,14,7,21,393,3.3828092709882185,339.26010151032824
111,21,0,0,0,10.0,20,10.0,6.341119125982279,15,5.666666666666667,36.21913109763507,4,39.25,28.0,10,28.0,10,10.236,4297,1094,0,0.0,10940.0,False,-0.6723033048146284,5,5.992000000000002,5836,1146,0,0.0,11460.0,False,-0.6119443046468713,0,0.2,46115,0,578,0.6,20934.65777443307,False,0.42657713453890367,0,0.2,44483,0,487,0.9,17638.71684454828,False,0.3438811593241596,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,9.948,23672,692,0,0.0,25063.63871956347,False,-0.3758392635028319,0.25,182407,0.0,0.0,15,0,0,5,10,10.0,6,11,23,148.0,57.0,11,10,23,357,2.204024161968846,341.4641256722971
112,23,0,0,0,10.0,20,10.0,6.431649030373209,11,7.545454545454546,36.24852664774492,2,37.0,28.000000000000004,10,28.0,10,10.326,4067,1104,0,0.0,11040.0,False,-0.6783425599731588,1,5.997000000000001,5720,1156,0,0.0,11560.0,False,-0.6141586982049991,0,0.2,46149,0,581,0.5,21060.393982339796,False,0.42901941333660837,0,0.2,44440,0,493,0.6,17870.523637338243,False,0.34571922997930377,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,10.038,23491,694,0,0.0,25156.477493534974,False,-0.37815945888615465,0.18333333333333335,181871,0.0,0.0,12,0,0,4,7,7.0,6,10,22,113.0,51.0,10,13,22,274,2.087427076010499,343.5515527483076
113,22,0,0,0,10.0,20,10.0,6.453122897847904,7,6.857142857142857,36.39914123715523,2,40.0,28.000000000000004,10,28.0,5,10.366,3882,1117,0,0.0,11170.0,False,-0.6823687300788458,2,6.016000000000002,5620,1163,0,0.0,11630.0,False,-0.6163395403455796,0,0.2,46221,0,581,0.2,21147.901058787185,False,0.4319378395329046,0,0.2,44400,0,498,0.5,18126.772336103302,False,0.34794105761166955,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,10.128,23316,696,0,0.0,25333.802301060037,False,-0.37964793547807024,0.11666666666666665,181443,0.0,0.0,11,0,0,4,6,6.0,7,11,21,125.0,37.0,11,11,21,280,2.159935862990096,345.7114886112977
114,21,0,0,0,10.0,20,10.0,6.245673614679747,24,5.166666666666667,36.67361065493979,4,39.75,28.000000000000004,16,28.0,10,10.461,3682,1124,0,0.0,11240.0,False,-0.6879047139741654,14,6.154000000000001,5207,1176,0,0.0,11760.0,False,-0.6280154336520718,0,0.2,46251,4,589,1.0,21625.739370218256,False,0.43871794077878956,0,0.2,44405,0,506,1.0,18556.846991399536,False,0.3534887299422577,0,0.2,58004,0,0,0.0,0.0,False,0.0,16,10.278,22915,700,0,0.0,25671.527458457855,False,-0.38365002880441124,0.3333333333333333,180464,0.0,0.0,12,0,0,1,14,14.0,8,9,23,127.0,36.0,9,12,23,359,1.55156423302833,347.263052844326
115,23,0,0,0,10.0,20,10.0,6.18246398070756,19,5.7368421052631575,36.97506972852943,10,38.3,28.0,10,28.0,11,10.561,3458,1132,0,0.0,11320.0,False,-0.6940781748028855,8,6.2200000000000015,4935,1188,0,0.0,11880.0,False,-0.6351283341721188,0,0.2,46337,7,595,1.0,22043.443736339963,False,0.44615187626175484,0,0.2,44593,0,506,0.6,18709.38528263589,False,0.3601515932057067,0,0.2,58004,0,0,0.0,0.0,False,0.0,10,10.362,22431,710,0,0.0,26252.29950725589,False,-0.3869879705946495,0.26666666666666666,179758,0.0,0.0,14,0,0,4,11,11.0,5,9,12,123.0,53.0,9,14,12,583,2.0807256139814854,349.3437784583075
116,12,0,0,0,10.0,20,10.0,6.1656196744080205,14,6.0,37.2791857569066,8,39.125,28.000000000000004,8,28.0,10,10.650000000000002,3248,1140,0,0.0,11400.0,False,-0.699781915785942,4,6.252000000000002,4740,1200,0,0.0,12000.0,False,-0.6396577755410167,0,0.2,46407,5,602,1.0,22472.897924029814,False,0.4533305337976177,0,0.2,44752,0,507,0.6,18900.547178751647,False,0.36657019361560705,0,0.2,58004,0,0,0.0,0.0,False,0.0,8,10.432000000000002,22040,718,0,0.0,26766.45537345894,False,-0.3892968125175941,0.26666666666666666,179191,0.0,0.0,13,0,0,1,8,8.0,2,3,7,28.0,27.0,3,9,7,513,0.9780599299701862,350.3218383882777
117,7,0,0,0,10.0,20,10.0,6.2820913892015255,11,7.7272727272727275,37.61478036898162,8,39.75,28.000000000000004,14,28.0,10,10.740000000000002,3008,1151,0,0.0,11510.0,False,-0.7059889280322094,1,6.258000000000001,4636,1209,0,0.0,12090.0,False,-0.6416373091763127,0,0.2,46647,0,605,1.0,22756.94212323388,False,0.4629622333564516,0,0.2,44745,0,512,0.6,19258.76754891859,False,0.3709095069576002,0,0.2,58004,0,0,0.0,0.0,False,0.0,14,10.564,21537,726,0,0.0,27308.330547880658,False,-0.39329761268291275,0.26666666666666666,178577,0.0,0.0,15,0,0,0,9,9.0,0,0,5,0.0,21.0,0,7,5,518,0.6685684259864502,350.99040681426413
118,5,0,0,0,10.0,20,10.0,6.1266494164718495,5,2.0,37.62878581506508,2,38.0,28.000000000000007,9,28.0,0,10.730000000000002,2878,1164,0,0.0,11640.0,False,-0.7081697701727898,5,6.3069999999999995,4481,1216,0,0.0,12160.0,False,-0.6456634792819996,0,0.2,46647,0,605,0.0,22765.41541811437,False,0.46306904946819916,0,0.2,44811,0,515,0.5,19378.824694758514,False,0.3740869915886155,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,10.639999999999999,21368,728,0,0.0,27393.756073367378,False,-0.395474828689682,0.08333333333333333,178189,0.0,0.0,9,0,0,0,5,5.0,0,0,4,0.0,15.0,0,5,4,276,0.34137672698125243,351.3317835412454
119,4,0,0,0,10.0,0,,6.045251614163193,2,1.0,37.655933744254455,1,39.0,28.000000000000007,13,28.0,0,10.730000000000002,2878,1164,0,0.0,11640.0,False,-0.7081697701727898,2,6.322000000000002,4445,1216,0,0.0,12160.0,False,-0.6468713303137058,0,0.2,46684,0,606,0.2,22819.4958490182,False,0.46468365793079447,0,0.2,44811,0,515,0.0,19392.805878291045,False,0.3742632412864767,0,0.2,58004,0,0,0.0,0.0,False,0.0,13,10.761000000000001,21164,729,0,0.0,27451.175699561496,False,-0.3984968648751681,0.03333333333333333,177986,0.0,0.0,1,0,0,0,7,7.0,0,0,3,0.0,12.0,0,4,3,39,0.15191146003780887,351.4836950012832
120,3,0,0,0,10.0,0,,6.045251614163193,0,,37.80095447616796,8,38.625,28.000000000000004,7,28.0,0,10.730000000000002,2878,1164,0,0.0,11640.0,False,-0.7081697701727898,0,6.320000000000001,4445,1216,0,0.0,12160.0,False,-0.6468713303137058,0,0.2,46836,0,602,0.0,22756.174594653112,False,0.46771770409012325,0,0.2,44968,0,511,0.0,19316.28773732183,False,0.3772569868305705,0,0.2,58004,0,0,0.0,0.0,False,0.0,7,10.818000000000001,20791,737,0,0.0,27859.303448935785,False,-0.4014093558294619,0.0,177922,0.0,0.0,3,0,0,0,4,4.0,0,0,2,0.0,9.0,0,3,2,309,0.17937174101825804,351.66306674230145
121,2,0,0,0,10.0,0,,6.045251614163193,0,,37.971903961574256,8,39.0,28.000000000000004,9,28.0,0,10.730000000000002,2878,1164,0,0.0,11640.0,False,-0.7081697701727898,0,6.320000000000001,4445,1216,0,0.0,12160.0,False,-0.6468713303137058,0,0.2,46956,0,599,0.0,22745.17047298298,False,0.4706044736023874,0,0.2,45160,0,506,0.0,19213.783404556572,False,0.38080557956479044,0,0.2,58004,0,0,0.0,0.0,False,0.0,9,10.901,20397,745,0,0.0,28289.06845137282,False,-0.40449737560019294,0.0,177840,0.0,0.0,4,0,0,0,3,3.0,0,0,0,0.0,6.0,0,2,0,312,0.3968863019836135,352.05995304428507
