index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,12,0,0,0,10.000000000000002,20,10.0,25.40127982408053,22,26.227272727272727,15.083425961136864,10,2.0,28.000000000000004,12,28.0,0,1.0910000000000002,49365,13,15,1.0,511.01919736120794,False,0.1103766021903107,7,0.909,49273,3,10,1.0,284.0127982408053,False,0.10577798064626746,0,0.2,62838,150,66,1.0,4805.6980870471125,False,-0.03364070026775154,10,4.116000000000001,47521.0,326,0,0.0,8280.817222650252,False,-0.23478183713524817,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,2,0.35500000000000004,81047,358,10,1.0,5679.866494086998,False,0.018626318981014703,0.6666666666666666,372247,0.0,0.0,12,0,0,9,4,3.428571428571429,11,20,18,100.0,39.0,7,5,18,683,1.4185249749571085,60.35159019753337
31,18,0,0,0,10.000000000000002,20,10.0,25.40127982408053,0,,14.48830665710289,51,12.019607843137255,28.0,8,28.0,0,1.0910000000000002,49295,10,25,1.0,735.0319956020132,False,0.11131659500986854,0,0.9020000000000001,49143,6,20,1.0,568.0255964816106,False,0.1060466523057825,0,0.2,62942,140,68,1.0,4541.384028054271,False,-0.03405776730022615,43,4.536000000000001,46184.0,326,0,0.0,8280.817222650252,False,-0.25458572385168377,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.35300000000000004,80658,399,12,1.0,6116.834356184053,False,0.01655576819414022,0.6666666666666666,370425,0.0,0.0,9,0,0,12,3,3.0,14,26,20,214.0,32.0,15,3,20,528,1.9036935726180673,62.255283770151436
32,20,0,0,0,10.000000000000002,20,10.0,25.598087999837777,18,28.11111111111111,14.465469959514776,3,12.666666666666666,28.0,9,28.0,0,1.0910000000000002,49205,9,35,1.0,985.9330799943222,False,0.11210988498024445,0,0.9020000000000001,49539,7,12,1.0,377.17705599805333,False,0.11277274722518406,0,0.2,62728,140,77,1.0,4697.573506859926,False,-0.03607082069217375,2,4.513000000000002,45872.0,334,0,0.0,8549.761391945818,False,-0.25721529956196065,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.35300000000000004,80872,392,13,1.0,6034.4642241297925,False,0.0186542337506211,0.6666666666666666,370419,0.0,0.0,12,0,0,17,1,1.0,11,28,20,169.0,54.0,15,5,20,994,2.046542067080736,64.30182583723217
33,20,0,0,0,10.000000000000002,20,10.0,25.510467420684034,52,25.134615384615383,14.001080793150226,16,7.75,28.000000000000004,11,28.0,0,1.0910000000000002,49843,7,15,1.0,452.6570113102605,False,0.12041998983295588,10,1.0020000000000002,49798,9,10,1.0,345.10467420684034,False,0.11820963876439808,0,0.2,62430,153,78,1.0,4995.185817230375,False,-0.038280707005936894,7,4.581000000000001,44784.0,363,0,0.0,9260.299673708305,False,-0.2680686420657935,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,0,0.35300000000000004,81056,398,12,1.0,5908.43015567379,False,0.02012331157136833,0.6666666666666666,370114,0.0,0.0,15,0,0,15,3,2.2941176470588234,13,28,27,135.0,66.0,14,6,27,1343,1.9718229714781046,66.27364880871028
34,27,0,0,0,10.000000000000002,20,10.0,25.398251845002537,12,23.083333333333332,14.974872461904567,31,21.516129032258064,28.000000000000007,11,28.0,0,1.0910000000000002,50000,9,13,1.0,420.17727398503297,False,0.1235698316548629,0,0.9920000000000002,49718,7,20,1.0,577.9650369000508,False,0.1190248504844706,0,0.2,62820,155,57,1.0,4790.2967663039535,False,-0.034021383114824326,0,4.574000000000002,44784.0,363,0,0.0,9219.565419735922,False,-0.26837032364812236,0,0.2,82203,0,8,0.0,224.00000000000006,False,-0.0004614282418369701,0,0.3530000000000001,80697,419,11,1.0,6582.471561538014,False,0.019856420297609232,0.6666666666666666,370222,0.0,0.0,14,0,0,13,0,0.0,18,31,26,208.0,112.0,17,10,26,1452,2.112130045890808,68.38577885460109
35,26,0,0,0,10.0,20,10.0,25.508404111238136,32,26.3125,15.959200193952427,23,25.17391304347826,28.000000000000004,10,28.0,0,1.0910000000000002,50041,10,18,1.0,559.1512740022864,False,0.12604224035537828,7,1.0620000000000003,50186,6,10,1.0,315.0840411123813,False,0.1265561676637171,0,0.2,62989,162,51,1.0,4946.280675912151,False,-0.03036289344181668,7,4.644000000000001,44137.0,378,0,0.0,9642.176754048016,False,-0.274823907201327,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,0,0.35300000000000004,80398,432,11,1.0,7202.374483787448,False,0.019989402230565095,0.6666666666666666,369954,0.0,0.0,13,0,0,12,3,2.7,18,30,28,205.0,87.0,17,9,28,1582,2.0596029218286276,70.44538177642971
36,28,0,0,0,10.0,20,10.0,25.6394576766935,12,28.25,17.671434810383623,19,37.0,28.000000000000004,9,28.0,0,1.0910000000000002,50241,11,17,1.0,545.8707805037895,False,0.1303691234839754,0,1.0550000000000002,50125,5,19,1.0,537.1496958571765,False,0.12767577085411275,0,0.2,63692,152,42,1.0,4639.397828893524,False,-0.022222732041018396,0,4.637000000000001,43798.0,390,0,0.0,9999.388493910465,False,-0.2771996941735509,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,0,0.35300000000000004,79947,441,12,1.0,8129.102751379178,False,0.020139538033703643,0.6666666666666666,370006,0.0,0.0,14,0,0,15,0,0.0,15,30,27,185.0,88.0,17,11,27,1494,1.879517238587141,72.32489901501685
37,27,0,0,0,10.0,20,10.0,25.567124142801923,20,24.75,16.755997497454473,19,6.631578947368421,28.000000000000004,13,28.0,0,1.0910000000000002,50551,15,12,1.0,456.80548971362305,False,0.1363095852322057,0,1.0550000000000002,50110,1,24,1.0,623.6109794272461,False,0.12830749842717562,0,0.2,63683,147,51,1.0,4612.923121362061,False,-0.022552115761923425,18,4.817000000000002,42817.0,405,0,0.0,10354.685277834778,False,-0.2890990840307295,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,1,0.36300000000000004,80151,450,10,1.0,7820.198873854513,False,0.02074119263326475,0.6666666666666666,369515,0.0,0.0,13,0,0,13,3,2.1666666666666665,16,29,19,196.0,106.0,16,11,19,927,1.867455675266683,74.19235469028354
38,19,0,0,0,10.0,20,10.0,24.540663609315498,54,20.333333333333332,15.789264054109568,41,10.926829268292682,28.0,9,28.0,15,1.241,50682,16,10,1.0,405.406636093155,False,0.13866593533043728,3,1.0850000000000002,50473,0,10,1.0,245.406636093155,False,0.1321988748220234,0,0.2,63355,170,45,1.0,4882.429696018565,False,-0.02541452115165767,25,5.049000000000002,41524.0,426,0,0.0,10454.322697568403,False,-0.3075133109849478,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.3620000000000001,79955,481,11,1.0,7902.636010026702,False,0.01886170515965845,0.6666666666666666,368192,0.0,0.0,13,0,0,11,8,6.742857142857143,15,26,26,126.0,74.0,12,7,26,1306,1.6794048370793462,75.87175952736288
39,26,0,0,0,10.0,20,10.0,24.86024041829371,30,27.5,15.090989017217309,15,4.733333333333333,28.000000000000004,12,28.0,7,1.2960000000000003,50870,14,10,1.0,388.6024041829371,False,0.1426848639923798,3,1.112,50712,2,10,1.0,268.6024041829371,False,0.13780659689606758,0,0.2,63010,175,55,1.0,5180.546469148351,False,-0.028316843900726058,15,5.174000000000002,40617.0,441,0,0.0,10963.366024467527,False,-0.31717793855560844,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,1,0.3720000000000001,80186,486,10,1.0,7614.220662367612,False,0.01991561122465252,0.6666666666666666,367598,0.0,0.0,10,0,0,9,6,3.764102564102564,16,25,16,178.0,120.0,13,13,16,396,1.7001194963231683,77.57187902368605
40,16,0,0,0,9.999999999999998,20,10.0,24.830714686899817,45,24.666666666666668,15.793769385871,35,20.085714285714285,28.0,12,28.0,20,1.4890000000000003,51230,11,10,1.0,358.3071468689982,False,0.15040175379149887,5,1.1590000000000003,50727,5,10,1.0,298.3071468689982,False,0.13847461451473553,0,0.2,63640,165,47,1.0,4839.375084474407,False,-0.02151191577442217,17,5.329000000000002,39006.0,486,0,0.0,12067.727337833312,False,-0.33286136288486995,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,2,0.39100000000000007,79751,511,10,1.0,8350.61615618008,False,0.019104441587920715,0.6666666666666666,366557,0.0,0.0,9,0,0,11,6,3.952380952380952,13,24,12,147.0,22.0,11,5,12,970,1.4575567124411464,79.0294357361272
41,12,0,0,0,9.999999999999998,20,10.0,24.902112661498364,20,25.85,15.185590706716734,17,7.176470588235294,28.0,12,28.0,0,1.4690000000000003,51200,10,18,1.0,548.2380279069705,False,0.15185550962122915,8,1.2340000000000002,50916,6,10,1.0,309.02112661498364,False,0.14282381317820203,0,0.2,63319,172,49,1.0,5027.257322406838,False,-0.024875153140131882,9,5.402000000000002,38671.0,489,0,0.0,12177.1330914727,False,-0.337013174758023,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,2,0.4090000000000001,79897,518,10,1.0,8146.135986079268,False,0.019635811604187207,0.6666666666666666,366206,0.0,0.0,11,0,0,8,4,3.0784313725490193,15,23,12,143.0,20.0,9,3,12,616,1.3141641085967422,80.34359984472394
42,12,0,0,0,9.999999999999998,20,10.0,25.138015121145852,10,31.2,14.500532081524613,21,7.428571428571429,28.0,10,28.0,0,1.4690000000000003,51158,13,25,1.0,758.4503780286462,False,0.15326765997615296,0,1.2260000000000002,51070,3,13,1.0,356.7941965748961,False,0.14680444634549422,0,0.2,63295,163,59,1.0,4953.027857556726,False,-0.025780395651463922,21,5.603000000000001,37765.0,498,0,0.0,12518.731530330635,False,-0.3479031021867917,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,80021,529,10,1.0,7950.78147112652,False,0.019955444677950462,0.6666666666666666,365512,0.0,0.0,12,0,0,9,4,4.0,14,23,10,147.0,14.0,11,1,10,792,1.598982279188931,81.94258212391287
43,10,0,0,0,9.999999999999998,20,10.0,25.417805566946424,21,28.61904761904762,14.030631609097174,51,12.058823529411764,28.000000000000004,9,28.0,0,1.4690000000000003,51126,14,32,1.0,953.3697781422856,False,0.15473247603542653,5,1.276,51404,2,10,1.0,274.17805566946424,False,0.15335412253479075,0,0.2,63751,155,48,1.0,4613.23018011336,False,-0.021542613312349117,30,5.882000000000001,36057.0,517,0,0.0,13141.005478111301,False,-0.36859369091338356,0,0.2,82203,0,8,0.0,224.00000000000003,False,-0.0004614282418369701,0,0.4070000000000001,79658,570,11,1.0,8305.460017185389,False,0.017700994603629474,0.6666666666666666,364199,0.0,0.0,12,0,0,6,7,6.235294117647059,14,20,19,67.0,48.0,6,4,19,1034,1.2712958808988333,83.2138780048117
44,19,0,0,0,9.999999999999998,20,10.0,25.506821797890122,10,27.6,13.98457598527309,1,3.0,28.0,11,28.0,0,1.4690000000000003,51288,13,33,1.0,971.725119330374,False,0.15856298244864805,0,1.2710000000000001,51318,3,19,1.0,514.6296141599123,False,0.15412000552900013,0,0.2,63727,146,58,1.0,4535.101389637797,False,-0.022476734583201513,1,5.862000000000001,35779.0,526,0,0.0,13416.588265690205,False,-0.3706704862417777,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,79963,561,10,1.0,8125.347127738203,False,0.020311021624823657,0.6666666666666666,364278,0.0,0.0,13,0,0,9,1,1.0,16,25,20,144.0,76.0,12,7,20,784,1.6340702902525663,84.84794829506427
45,20,0,0,0,10.0,20,10.0,25.728957475178717,48,26.75,14.908661076923194,24,23.208333333333332,28.0,4,28.0,0,1.4690000000000003,52048,14,13,1.0,474.47644717732334,False,0.17000622591274306,0,1.2710000000000001,51642,2,11,1.0,303.0185322269659,False,0.1590026241074446,0,0.2,63865,154,45,1.0,4633.149199639066,False,-0.019706502550368314,1,5.871,34885.0,556,0,0.0,14305.300356199366,False,-0.3773306941269747,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,79518,575,16,1.0,9020.480119230837,False,0.020342186193768513,0.6666666666666666,364161,0.0,0.0,14,0,0,12,1,1.0,15,27,18,182.0,58.0,14,6,18,2148,1.4328892631456256,86.2808375582099
46,18,0,0,0,10.0,20,10.0,25.02903283864953,42,21.0,13.966505584513007,26,6.153846153846154,27.999999999999996,9,28.0,23,1.6990000000000005,52217,13,10,1.0,380.2903283864953,False,0.17273418287220843,0,1.2710000000000001,51586,3,15,1.0,405.43549257974297,False,0.1588954024858993,0,0.2,63100,186,46,1.0,5297.859364876411,False,-0.026114917608155534,17,6.04,34354.0,556,0,0.0,13916.14225828914,False,-0.3880781027203376,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,79610,591,17,1.0,8730.204800447187,False,0.019696943647755316,0.6666666666666666,363070,0.0,0.0,12,0,0,15,5,4.133333333333333,13,28,19,204.0,39.0,14,4,19,623,1.3602307084947824,87.64106826670468
47,19,0,0,0,10.0,20,10.0,24.864798674375812,30,23.466666666666665,13.966505584513007,0,,27.999999999999996,6,28.0,1,1.6860000000000004,52419,15,10,1.0,398.6479867437581,False,0.1774598100915655,4,1.3110000000000002,51793,1,10,1.0,258.6479867437581,False,0.16188515917856874,0,0.2,62737,195,56,1.0,5630.760054236012,False,-0.029026246784008652,0,6.023000000000002,34013.0,567,0,0.0,14098.340848371086,False,-0.3917796773286891,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,79778,581,21,1.0,8702.539744602056,False,0.02156897590010109,0.6666666666666666,362943,0.0,0.0,11,0,0,9,2,0.890909090909091,12,21,19,119.0,89.0,10,9,19,691,1.4149662675336003,89.05603453423828
48,19,0,0,0,10.0,20,10.0,25.39977539288108,44,28.522727272727273,14.350666093065907,27,17.444444444444443,27.999999999999996,11,28.0,7,1.7550000000000003,52694,17,10,1.0,423.99775392881077,False,0.1838972179771841,17,1.4770000000000003,52075,0,9,0.9,228.5979785359297,False,0.16785935797681617,0,0.2,62632,199,59,1.0,5901.244602674224,False,-0.02857829272815047,20,6.223000000000002,32633.0,597,0,0.0,15163.665909550004,False,-0.40433059374962965,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,79615,598,20,1.0,9141.698323653412,False,0.02225600963931733,0.65,361852,0.0,0.0,13,0,0,9,5,3.668269230769231,15,24,21,138.0,57.0,11,8,21,785,1.4134720508009195,90.4695065850392
49,21,0,0,0,10.0,20,10.0,25.12734881271319,6,12.833333333333334,14.350666093065907,0,,28.0,8,28.0,0,1.7480000000000004,52629,18,15,1.0,556.9102321906978,False,0.18392980478194032,0,1.4600000000000002,52017,0,17,0.9,427.16492981612424,False,0.16878317366872675,0,0.2,62587,194,69,1.0,5864.901630087907,False,-0.02951400025115608,0,6.203000000000002,32601.0,598,0,0.0,15026.154590002488,False,-0.40582300487318923,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,79839,588,22,1.0,9054.191662722753,False,0.02444471763458989,0.65,361876,0.0,0.0,12,0,0,9,0,0.0,17,26,20,202.0,35.0,16,5,20,501,2.0661339703947306,92.53564055543393
50,20,0,0,0,10.0,20,10.0,25.416128816115982,29,27.896551724137932,14.560704152624382,46,15.565217391304348,28.0,10,28.0,2,1.7680000000000005,52896,20,10,1.0,454.16128816115986,False,0.18875493743467112,0,1.4600000000000002,52321,0,13,0.8,330.40967460950776,False,0.1745033305877361,0,0.2,63235,184,55,1.0,5477.406430559682,False,-0.0227855312347459,22,6.423000000000001,31065.0,627,0,0.0,15935.912767704722,False,-0.4218367640737593,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,79403,624,22,1.0,9701.879391237615,False,0.023082822673355118,0.6333333333333333,361123,0.0,0.0,13,0,0,12,4,3.1176470588235294,15,27,16,156.0,36.0,15,5,16,1512,3.8759200228378177,96.41156057827175
51,16,0,0,0,10.000000000000002,20,10.0,24.95022733710424,28,20.785714285714285,13.713962516137014,22,4.5,28.0,10,28.0,12,1.8860000000000001,53070,19,10,1.0,439.5022733710424,False,0.1924845850493537,0,1.4600000000000002,52271,1,17,1.0,434.1538647307721,False,0.17454522315533003,0,0.2,63150,184,65,1.0,5482.249393576087,False,-0.02400869924179341,22,6.621000000000001,29886.0,645,0,0.0,16092.896632432235,False,-0.43813768935572756,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,79584,636,22,1.0,9338.080160263142,False,0.023071898778812792,0.6666666666666666,360164,0.0,0.0,14,0,0,13,4,3.6363636363636362,11,24,21,131.0,25.0,12,4,21,720,1.7671034215018153,98.17866399977356
52,21,0,0,0,10.000000000000002,20,10.0,25.302930302897384,22,29.318181818181817,17.63913894575395,76,29.789473684210527,27.999999999999996,15,28.0,10,1.9740000000000004,53419,14,10,1.0,393.02930302897386,False,0.19977431640517562,0,1.4600000000000002,52177,6,25,1.0,692.5732575724346,False,0.17533312363019646,11,0.31000000000000005,65095,174,10,1.0,4579.101262161685,False,-0.0018878031893464656,0,6.599000000000001,29241.0,667,0,0.0,16877.054512032555,False,-0.44188400201421557,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,77740,702,17,1.0,12858.675539919272,False,0.02205551430985673,0.6666666666666666,359875,0.0,0.0,15,0,0,12,2,0.8937908496732027,14,26,25,171.0,67.0,13,8,25,2172,1.8211860582232475,99.99985005799681
53,25,0,0,0,10.000000000000002,20,10.0,25.530211525375897,42,26.857142857142858,17.233491936187892,7,1.0,27.999999999999996,12,28.0,7,2.0340000000000007,53733,12,10,1.0,375.302115253759,False,0.20660246727593262,0,1.4600000000000002,52658,8,10,1.0,335.302115253759,False,0.1820992449343644,0,0.29900000000000004,64494,189,20,1.0,5169.879817019802,False,-0.006414564692056236,7,6.6690000000000005,28518.0,684,0,0.0,17462.664683357114,False,-0.44825612718215196,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78069,699,15,1.0,12466.210863395338,False,0.02366769190797744,0.6666666666666666,359675,0.0,0.0,13,0,0,13,2,1.4117647058823528,18,31,22,232.0,55.0,18,7,22,1137,1.8151409048587084,101.81499096285552
54,22,0,0,0,10.000000000000002,20,10.0,25.443858869910304,21,24.38095238095238,15.660963134416852,52,7.846153846153846,27.999999999999993,12,28.0,0,2.027,53613,14,20,1.0,648.8771773982061,False,0.20697812810372138,11,1.5700000000000003,52845,6,10,1.0,314.43858869910304,False,0.1860503780511447,0,0.29900000000000004,64382,187,30,1.0,5227.830502705732,False,-0.007644340986004445,52,7.182000000000001,25862.0,697,0,0.0,17734.36963232748,False,-0.48558500983286323,0,0.2,82203,0,8,0.0,223.99999999999994,False,-0.0004614282418369701,0,0.4070000000000001,77997,741,13,1.0,11968.773682602887,False,0.01977325466347847,0.6666666666666666,356902,0.0,0.0,13,0,0,12,8,7.5,15,27,23,169.0,43.0,15,7,23,820,1.7854777006432414,103.60046866349876
55,23,0,0,0,10.000000000000002,20,10.0,25.354854949199574,49,24.897959183673468,13.601763686567889,52,2.5384615384615383,27.999999999999996,11,28.0,0,2.027,53907,11,14,1.0,464.96796928879405,False,0.21149937308996586,23,1.7890000000000004,53036,9,10,1.0,343.54854949199574,False,0.19065015831422305,0,0.29900000000000004,63945,199,40,1.0,5589.686682353431,False,-0.011437324606340825,52,7.650000000000001,22411.0,724,0,0.0,18356.914983220493,False,-0.532091220944273,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78173,783,12,1.0,10986.180966582657,False,0.015944658765209792,0.6666666666666666,353675,0.0,0.0,12,0,0,8,9,8.375,17,25,15,128.0,77.0,12,11,15,872,1.4968047523871064,105.09727341588587
56,15,0,0,0,10.000000000000002,20,10.0,25.338582048133045,13,25.0,13.192308534243837,11,2.090909090909091,27.999999999999996,12,28.0,0,2.027,54122,12,11,1.0,398.72440252946353,False,0.2155693296022362,0,1.7660000000000002,52946,8,20,1.0,586.771640962661,False,0.19135754163268281,0,0.29900000000000004,63620,202,50,1.0,5778.009000435067,False,-0.014856551424672177,11,7.708000000000002,22080.0,724,0,0.0,18345.133402848325,False,-0.5370813084870221,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78486,784,10,1.0,10622.769890847168,False,0.0175389475237525,0.6666666666666666,353457,0.0,0.0,12,0,0,7,2,2.0,16,23,18,117.0,50.0,10,5,18,861,1.3169141486287117,106.41418756451458
57,18,0,0,0,10.000000000000002,20,10.0,25.49163833884485,6,32.0,12.512418427401965,18,2.0,27.999999999999996,8,28.0,0,2.027,54032,11,21,1.0,645.3244051157419,False,0.21631449611882092,0,1.7660000000000005,53028,9,24,1.0,701.7993201322764,False,0.19447949472042028,0,0.29900000000000004,63620,192,60,1.0,5645.139666702329,False,-0.015840593770719752,18,7.8770000000000024,21303.0,730,0,0.0,18608.89598735674,False,-0.5466369238997754,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78674,792,12,1.0,10245.835394502355,False,0.0175332737999973,0.6666666666666666,352860,0.0,0.0,10,0,0,10,2,2.0,17,27,16,192.0,29.0,13,5,16,616,1.3556613586843014,107.76984892319888
58,16,0,0,0,10.000000000000002,20,10.0,25.74345767531956,28,27.857142857142858,11.977862279043908,20,4.85,27.999999999999996,9,28.0,0,2.027,54188,13,21,1.0,670.6126111817108,False,0.22008830794823794,0,1.7660000000000005,53452,7,16,1.0,481.895322805113,False,0.20150706367263146,0,0.29900000000000004,63524,186,70,1.0,5626.733487142512,False,-0.017398881034908522,20,8.059000000000001,19994.0,754,0,0.0,19410.56708719095,False,-0.5600888206008491,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78829,802,13,1.0,9970.245547793214,False,0.017742192438607116,0.6666666666666666,352190,0.0,0.0,13,0,0,8,4,4.0,15,23,8,117.0,42.0,9,7,8,1232,1.3475561821833253,109.1174051053822
59,8,0,0,0,10.000000000000002,20,10.0,25.936324870049077,26,27.692307692307693,12.469446354401674,11,24.0,27.999999999999996,8,28.0,5,2.0770000000000004,54723,12,10,1.0,379.3632487004908,False,0.22880150430429302,0,1.7660000000000005,53342,8,26,1.0,754.344446621276,False,0.2020939004500233,0,0.29900000000000004,63388,192,69,1.0,5840.166173503138,False,-0.01783263587582095,0,8.039000000000001,19674.0,764,0,0.0,19815.352200717494,False,-0.561830843400303,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78789,803,15,1.0,10432.965422584544,False,0.02006584716151542,0.6666666666666666,352119,0.0,0.0,12,0,0,6,1,0.3125,11,17,13,41.0,18.0,4,4,13,1008,1.1902082785964012,110.3076133839786
60,13,0,0,0,10.000000000000002,20,10.0,26.370507693134265,36,29.22222222222222,12.469446354401674,0,,27.999999999999996,12,28.0,9,2.1620000000000004,54998,11,10,1.0,373.70507693134266,False,0.23489197409742366,0,1.7660000000000002,53748,9,19,1.0,591.039646169551,False,0.20935194734794071,0,0.29900000000000004,63316,185,79,1.0,5863.630185227571,False,-0.018725336345926803,0,8.039,18694.0,797,0,0.0,21017.29463142801,False,-0.5674450865666251,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,79125,793,13,1.0,10252.270959040527,False,0.023048771502194993,0.6666666666666666,352084,0.0,0.0,16,0,0,5,1,0.5625,16,21,20,106.0,53.0,7,6,20,1124,1.5064357575029135,111.81404914148152
61,20,0,0,0,10.000000000000002,20,10.0,26.108859802119234,29,23.896551724137932,13.828345562314604,35,23.228571428571428,28.0,12,28.0,0,2.1530000000000005,55128,12,12,1.0,433.3063176254308,False,0.23846789202498922,2,1.7860000000000005,54073,8,10,1.0,341.08859802119235,False,0.2138279694551243,0,0.29900000000000004,63694,188,70,1.0,5876.449832160439,False,-0.013031388255714293,16,8.199,17882.0,813,0,0.0,21226.503019122938,False,-0.5779231616666449,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,78648,818,11,1.0,11619.586669973347,False,0.025558186526133595,0.6666666666666666,351628,0.0,0.0,14,0,0,8,5,4.25,18,26,19,190.0,47.0,13,7,19,1804,1.641888227313757,113.45593736879528
62,19,0,0,0,10.000000000000002,20,10.0,26.108859802119234,0,,13.799494761819286,9,13.0,27.999999999999996,10,28.0,0,2.1530000000000005,54978,17,22,1.0,744.3949156466232,False,0.23859195886643647,0,1.7840000000000003,54023,3,20,1.0,552.1771960423847,False,0.21507090489664316,0,0.29900000000000004,63811,178,71,1.0,5627.141172866393,False,-0.013144765575998377,0,8.183000000000002,17882.0,813,0,0.0,21226.503019122938,False,-0.5779231616666449,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78811,817,11,1.0,11582.187220406357,False,0.027310402902179454,0.6666666666666666,351708,0.0,0.0,11,0,0,7,0,0.0,18,25,18,128.0,51.0,11,8,18,597,1.6188641004264355,115.07480146922171
63,18,0,0,0,10.0,20,10.0,26.271352884076556,7,32.0,13.945266194000057,53,14.584905660377355,27.999999999999996,9,28.0,0,2.1530000000000005,55102,17,25,1.0,826.7838221019139,False,0.2422885765988847,0,1.7840000000000003,53923,3,30,1.0,818.1405865222966,False,0.21580894856026553,0,0.29900000000000004,64483,168,53,1.0,5152.686392806864,False,-0.00670483474932695,25,8.433000000000002,16793.0,820,0,0.0,21542.509364942776,False,-0.5917132556808955,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,78290,860,12,1.0,12328.92892684005,False,0.025517764543125605,0.6666666666666666,350794,0.0,0.0,11,0,0,11,3,3.0,14,25,12,151.0,35.0,12,6,12,1348,1.5962785305455327,116.67107999976724
