index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
64,12,0,0,0,10.0,20,10.0,25.89637115472439,42,23.857142857142858,15.33520691558444,59,21.389830508474578,28.0,11,28.0,0,2.1530000000000005,55538,19,10,1.0,448.9637115472439,False,0.24781780020975702,0,1.7840000000000003,54289,1,23,1.0,605.616536558661,False,0.22162120185014617,0,0.29900000000000004,64809,193,17,1.0,5258.698150426742,False,-0.0010909308683883499,13,8.538,16306.0,827,0,0.0,21416.29894495707,False,-0.5998615139163624,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,77336,909,11,1.0,14247.703086266256,False,0.02558317903577444,0.6666666666666666,350481,0.0,0.0,17,0,0,5,2,2.0,12,17,23,46.0,59.0,4,8,23,2626,1.3266014494001865,117.99768144916743
65,23,0,0,0,10.0,20,10.0,25.844417393373917,28,25.392857142857142,14.943005763210124,8,1.0,28.0,9,28.0,9,2.2430000000000008,55748,16,10,1.0,418.4441739337392,False,0.2521755748068132,0,1.7840000000000007,54393,4,24,1.0,660.266017440974,False,0.22455990441998935,0,0.29900000000000004,64284,205,27,1.0,5701.566721248326,False,-0.005587401341625755,8,8.605,15896.0,833,0,0.0,21528.39968868047,False,-0.6051042800636889,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,77580,907,12,1.0,13889.306227231582,False,0.02637005468672406,0.6666666666666666,350104,0.0,0.0,12,0,0,11,5,4.230769230769231,15,26,24,184.0,57.0,14,9,24,686,1.7568258438259363,119.75450729299337
66,24,0,0,0,10.0,20,10.0,26.128577613412723,28,28.607142857142858,14.685381261819618,7,5.0,28.0,10,28.0,0,2.2340000000000004,55940,15,10,1.0,411.2857761341272,False,0.25639193716584013,0,1.7840000000000003,54802,5,16,1.0,468.0572418146036,False,0.2315616859315096,0,0.29900000000000004,64164,200,37,1.0,5769.07462936987,False,-0.006864893431020699,7,8.667,15047.0,856,0,0.0,22366.06243708129,False,-0.6114760158410262,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,77825,904,12,1.0,13611.584660684935,False,0.027658887112096235,0.6666666666666666,349981,0.0,0.0,16,0,0,13,1,1.0,16,29,22,195.0,67.0,15,9,22,1281,1.7713514268398285,121.5258587198332
67,22,0,0,0,10.000000000000002,20,10.0,26.311153229948392,33,27.666666666666668,14.685381261819618,0,,28.0,9,28.0,3,2.2640000000000002,56166,17,10,1.0,433.111532299484,False,0.26169342477062624,4,1.8240000000000003,55156,3,10,1.0,293.11153229948394,False,0.2375258630090795,0,0.29900000000000004,64119,195,47,1.0,5820.887799145459,False,-0.007147708561844931,0,8.66,14179.0,884,0,0.0,23259.05945527438,False,-0.6177193724428667,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,78077,894,13,1.0,13492.730848066738,False,0.029997273008067354,0.6666666666666666,349900,0.0,0.0,9,0,0,13,2,1.0307692307692309,16,29,14,176.0,39.0,17,5,14,917,1.6568690445274115,123.1827277643606
68,14,0,0,0,10.0,20,10.0,25.955041260198037,20,21.5,14.409631110850846,5,1.0,28.0,9,28.0,0,2.2610000000000006,56131,15,15,1.0,539.3256189029705,False,0.26209861281443525,5,1.8700000000000003,55326,5,10,1.0,309.5504126019804,False,0.2415139457192309,0,0.29900000000000004,63844,200,57,1.0,6012.357225358105,False,-0.009803018534793016,5,8.71,13884.0,889,0,0.0,23074.031680316053,False,-0.6234592984927416,0,0.2,82203,0,8,0.0,224.0,False,-0.0004614282418369701,0,0.4070000000000001,78324,889,14,1.0,13202.162057546402,False,0.031232390183395894,0.6666666666666666,349712,0.0,0.0,11,0,0,10,2,1.5,16,26,15,127.0,20.0,12,2,15,652,1.4868565574288368,124.66958432178944
69,15,0,0,0,10.0,20,10.0,25.896084472576483,16,25.0,16.884555400298513,41,30.365853658536587,27.999999999999996,8,28.0,0,2.2610000000000006,56041,14,25,1.0,787.402111814412,False,0.2628602993176514,6,1.9250000000000003,55502,6,10,1.0,318.96084472576484,False,0.24555765356164702,0,0.29900000000000004,64669,206,32,1.0,5874.899174160309,False,0.0013990044300294386,6,8.765,13721.0,889,0,0.0,23021.619096120492,False,-0.6262618564394441,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,77303,920,16,1.0,15981.790968274632,False,0.03571084822820443,0.6666666666666666,349439,0.0,0.0,9,0,0,9,4,3.375,16,25,12,134.0,26.0,12,3,12,1649,1.3125334735959768,125.98211779538542
70,12,0,0,0,10.0,20,10.0,25.998997246880766,6,30.0,16.510191670436747,6,1.6666666666666667,27.999999999999996,0,,0,2.261000000000001,55931,15,35,1.0,1059.9649036408268,False,0.2634484078907181,0,1.9190000000000003,55592,5,14,1.0,413.9859614563307,False,0.24863482323505562,0,0.29900000000000004,64669,196,42,1.0,5789.231510546973,False,0.0007645419373367745,6,8.818999999999999,13369.0,895,0,0.0,23269.102535958285,False,-0.6296428595215793,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,77293,916,26,1.0,15851.33557012006,False,0.03479736967760767,0.6666666666666666,349057,0.0,0.0,8,0,0,7,2,2.0,12,19,21,50.0,36.0,6,6,21,380,1.3255653772503138,127.30768317263573
71,21,0,0,0,10.0,20,10.0,26.105724179204163,38,26.710526315789473,16.44238263114143,2,9.0,27.999999999999996,0,,0,2.2610000000000006,56287,16,30,1.0,943.1717253761249,False,0.2701079901245987,9,2.0090000000000003,55860,4,10,1.0,301.0572417920416,False,0.2533684349466529,0,0.29900000000000004,64624,191,52,1.0,5841.19721504735,False,0.000482856492529808,2,8.833,12359.0,928,0,0.0,24226.112038301464,False,-0.6375154636338617,0,0.2,82203,0,8,0.0,223.99999999999997,False,-0.0004614282418369701,0,0.4070000000000001,77275,908,36,1.0,15937.68342907642,False,0.03510305288864051,0.6666666666666666,348608,0.0,0.0,9,0,0,12,3,2.4444444444444446,13,25,19,166.0,68.0,13,8,19,891,1.7385928677394986,129.04627604037523
72,19,0,0,0,10.0,20,10.0,25.785849701266358,33,23.575757575757574,16.358158742053853,5,13.0,27.999999999999996,5,28.0,2,2.2810000000000006,56920,14,10,1.0,397.8584970126636,False,0.27817152811730966,0,2.0000000000000004,55767,6,19,1.0,549.9311443240608,False,0.2540719112997232,0,0.29900000000000004,63999,211,57,1.0,6373.229335264271,False,-0.004834478794404893,0,8.831000000000001,12271.0,931,0,0.0,24006.626071878978,False,-0.6404444685990714,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,77210,903,46,1.0,16059.417344074629,False,0.035052865979834605,0.6666666666666666,348510,0.0,0.0,13,0,0,8,1,0.15384615384615385,15,23,18,135.0,74.0,11,8,18,884,1.260109581053257,130.3063856214285
73,18,0,0,0,10.0,20,10.0,26.245356831215087,41,28.878048780487806,15.77008336949541,8,2.25,27.999999999999996,0,,30,2.5790000000000006,57203,12,10,1.0,382.4535683121509,False,0.28433196348362144,0,2.0000000000000004,55677,8,28,1.0,814.8699912740225,False,0.2550222653875093,0,0.29900000000000004,63677,215,67,1.0,6699.347304467436,False,-0.0071887419683357625,8,8.911000000000001,11180.0,958,0,0.0,25143.051844304053,False,-0.648188086234269,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,77192,901,56,1.0,15776.845115915365,False,0.033118678833287056,0.6666666666666666,347272,0.0,0.0,8,0,0,10,5,4.230769230769231,16,26,16,160.0,36.0,13,5,16,230,1.2276348546147346,131.53402047604322
74,16,0,0,0,10.0,20,10.0,26.20921292362804,19,25.736842105263158,15.692154191916982,5,13.0,27.999999999999996,0,,0,2.549000000000001,57083,14,20,1.0,664.1842584725608,False,0.2847988750724195,0,2.0000000000000004,56086,6,19,1.0,557.9750455489327,False,0.26130029365320584,0,0.29900000000000004,63670,208,72,1.0,6581.351389932655,False,-0.008166315692523922,0,8.903,10763.0,974,0,0.0,25527.77338761371,False,-0.6515154832650958,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,77127,896,66,1.0,15908.170155957616,False,0.033126723713511365,0.6666666666666666,347072,0.0,0.0,11,0,0,7,0,0.0,15,22,20,159.0,34.0,10,6,20,754,1.4083341071382165,132.94235458318144
75,20,0,0,0,10.0,20,10.0,25.96238497660324,43,24.58139534883721,14.874794481834076,34,11.029411764705882,27.999999999999996,0,,0,2.5490000000000004,57121,13,26,1.0,805.0220093916843,False,0.28722500458055505,20,2.2000000000000006,56461,7,10,1.0,329.6238497660324,False,0.2671368583262401,0,0.29900000000000004,62780,237,79,1.0,7328.1940035198595,False,-0.015817973075009893,31,9.213000000000001,9730.0,978,0,0.0,25391.21250711797,False,-0.6678278490704025,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,76752,920,76,1.0,15812.81092328735,False,0.027994189181252377,0.6666666666666666,345187,0.0,0.0,10,0,0,13,6,5.3076923076923075,15,28,15,217.0,20.0,16,4,15,597,1.503160853870213,134.44551543705165
76,15,0,0,0,10.0,20,10.0,25.58788368408754,18,20.27777777777778,14.955505018335652,2,22.0,27.999999999999996,0,,0,2.549000000000001,57436,8,18,1.0,540.5819063135757,False,0.29131513948166815,0,2.1800000000000006,56311,12,20,1.0,631.7576736817508,False,0.26716073301201393,0,0.29900000000000004,62451,245,88,1.0,7585.115944214986,False,-0.018788393587695667,1,9.191999999999998,9709.0,978,0,0.0,25024.950243037616,False,-0.6708514764557588,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,76708,912,86,1.0,16047.420576722114,False,0.02888431858415679,0.6666666666666666,344958,0.0,0.0,10,0,0,13,1,1.0,10,23,13,98.0,22.0,10,5,13,601,1.4102130169048905,135.85572845395654
77,13,0,0,0,10.0,20,10.0,25.491081734363842,22,24.40909090909091,16.24771243886839,39,21.512820512820515,27.999999999999996,0,,0,2.549000000000001,57423,7,22,1.0,630.8037981560045,False,0.2920336980638651,0,2.1800000000000006,56661,13,14,1.0,486.8751442810938,False,0.2733717680840616,0,0.29900000000000004,63239,240,61,1.0,7108.970075018294,False,-0.010642774062253403,2,9.211,9165.0,995,0,0.0,25363.62632569202,False,-0.6764010374030393,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75869,941,96,1.0,17977.097404975153,False,0.030412355378523874,0.6666666666666666,344700,0.0,0.0,13,0,0,11,1,1.0,10,21,18,72.0,30.0,8,5,18,1570,1.4846304478123784,137.34035890176892
78,18,0,0,0,10.0,20,10.0,25.485857683252082,17,25.41176470588235,16.5248083071929,26,18.423076923076923,27.999999999999996,0,,0,2.549000000000001,57353,4,32,1.0,855.5474458640666,False,0.29298186812862587,3,2.2100000000000004,56904,16,10,1.0,414.85857683252084,False,0.2780036987203781,0,0.29900000000000004,63288,246,50,1.0,7095.761405439656,False,-0.010014801772724338,5,9.259,9018.0,996,0,0.0,25383.914252519073,False,-0.6784281738615426,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75390,957,106,1.0,18782.241549983602,False,0.02948430263611278,0.6666666666666666,344296,0.0,0.0,8,0,0,13,3,2.125,14,27,11,182.0,12.0,14,4,11,649,1.4912615045905113,138.83162040635943
79,11,0,0,0,10.0,20,10.0,25.978370128857446,19,32.0,16.215281955699904,4,2.0,27.999999999999996,0,,0,2.5490000000000004,57659,5,29,1.0,803.3727337368659,False,0.29924557748989505,0,2.2070000000000003,57006,15,14,1.0,513.6971818040042,False,0.281392064780299,0,0.29900000000000004,63288,236,60,1.0,7103.8122677523515,False,-0.009955176355667405,4,9.294,8298.0,1015,0,0.0,26368.045680790307,False,-0.6818043778825222,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75382,951,116,1.0,18668.73313987061,False,0.028698002136355694,0.6666666666666666,343976,0.0,0.0,9,0,0,7,2,2.0,15,22,12,94.0,23.0,8,3,12,808,1.3184409476816654,140.1500613540411
80,12,0,0,0,10.0,20,10.0,25.978370128857446,0,,15.370138340276934,21,8.571428571428571,27.999999999999996,0,,0,2.549000000000001,57539,7,39,1.0,1083.1564350254403,False,0.2996907048315592,0,2.2070000000000003,56926,13,24,1.0,753.4808830925787,False,0.28228473956199174,0,0.29900000000000004,63413,226,60,1.0,6793.319949538399,False,-0.010403187955190272,11,9.4,8034.0,1015,0,0.0,26368.045680790307,False,-0.6857147938085799,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75202,962,126,1.0,18314.07308334641,False,0.024358997749604865,0.6666666666666666,343457,0.0,0.0,9,0,0,8,1,1.0,11,19,20,65.0,37.0,6,6,20,325,1.4121664622798562,141.56222781632096
81,20,0,0,0,10.0,20,10.0,25.287135768315338,36,20.944444444444443,14.831106049859745,11,6.454545454545454,27.999999999999996,0,,0,2.549000000000001,58122,7,19,1.0,550.4555795979913,False,0.3067764901047037,0,2.2070000000000003,56897,13,28,1.0,838.0398015128294,False,0.2825818989607146,0,0.29900000000000004,63071,240,65,1.0,7032.934477636564,False,-0.01369434709654164,6,9.449000000000002,7513.0,1027,0,0.0,25969.888434059852,False,-0.6963807290995685,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75131,963,136,1.0,18090.355126014932,False,0.022138568880398647,0.6666666666666666,343077,0.0,0.0,13,0,0,16,2,2.0,13,29,18,186.0,34.0,16,4,18,1014,1.7859481954947114,143.34817601181567
82,18,0,0,0,10.0,20,10.0,25.663755066560462,68,26.970588235294116,14.770923695473735,5,12.8,27.999999999999996,0,,21,2.759000000000001,58545,11,10,1.0,366.63755066560464,False,0.3141854362543144,0,2.2070000000000003,57619,9,10,1.0,346.63755066560464,False,0.2932402160609739,0,0.29900000000000004,62043,272,75,1.0,8088.360655264975,False,-0.021104687646159297,5,9.493,6622.0,1053,0,0.0,27023.934085088167,False,-0.7017720250837765,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,75067,958,146,1.0,18238.544900263838,False,0.022261149565066446,0.6666666666666666,342239,0.0,0.0,12,0,0,11,4,3.6875,16,27,20,160.0,29.0,14,4,20,1404,1.7120352191850543,145.06021123100072
83,20,0,0,0,10.0,20,10.0,25.551816194970197,12,23.0,15.065084309496555,5,24.0,27.999999999999996,0,,0,2.738000000000001,58425,13,20,1.0,641.0363238994039,False,0.3145703133268372,2,2.2270000000000003,57777,7,10,1.0,325.51816194970195,False,0.2965395426283309,0,0.29900000000000004,61887,274,80,1.0,8206.404382181558,False,-0.022541145409841527,0,9.488,6622.0,1053,0,0.0,26906.062453303617,False,-0.7026449930878687,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,74947,953,156,1.0,18725.025346950217,False,0.02375763692245711,0.6666666666666666,342001,0.0,0.0,8,0,0,11,1,0.16666666666666666,19,30,14,186.0,26.0,16,4,14,320,1.6085254037752748,146.668736634776
84,14,0,0,0,10.0,20,10.0,25.806726515848965,13,30.846153846153847,17.454603983264363,19,35.21052631578947,27.999999999999996,0,,0,2.738000000000001,58480,12,25,1.0,765.1681628962241,False,0.3171899409561429,0,2.2250000000000005,57923,8,12,1.0,389.6807181901876,False,0.300524533635318,0,0.29900000000000004,62553,264,72,1.0,8069.707286979161,False,-0.013688623600403195,1,9.498000000000001,6195.0,1066,0,0.0,27509.970465894996,False,-0.7044971970472287,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,74278,962,166,1.0,21439.329031900317,False,0.03211376046956594,0.6666666666666666,341772,0.0,0.0,10,0,0,10,1,1.0,13,23,8,93.0,15.0,9,5,8,1267,1.4124268824234605,148.08116351719946
85,8,0,0,0,10.0,20,10.0,25.61984134194872,41,24.51219512195122,17.541608064374604,23,18.08695652173913,27.999999999999996,0,,0,2.738000000000001,58685,16,18,1.0,621.157144155077,False,0.3201660081470985,12,2.3450000000000006,58295,4,10,1.0,296.1984134194872,False,0.30780297186514827,0,0.29900000000000004,61992,283,77,1.0,8601.118920728331,False,-0.018062574648000863,18,9.677,5561.0,1078,0,0.0,27618.18896662072,False,-0.7130866441031172,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,73862,975,176,1.0,22031.067862765238,False,0.030655032984622438,0.6666666666666666,340738,0.0,0.0,10,0,0,8,4,4.0,8,16,13,21.0,28.0,3,5,13,989,1.267413454130292,149.34857697132975
86,13,0,0,0,10.0,20,10.0,25.607948847976342,5,25.0,17.39552796207348,5,13.0,27.999999999999996,0,,0,2.7380000000000004,58730,14,23,1.0,728.9828235034558,False,0.3223794175562058,0,2.3330000000000006,58175,6,20,1.0,572.1589769595269,False,0.3082053233190066,0,0.29900000000000004,62057,273,82,1.0,8417.403328387567,False,-0.01846039720058981,0,9.658999999999999,5436.0,1083,0,0.0,27733.408602358377,False,-0.7140848397147294,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,73797,970,186,1.0,22081.662123211274,False,0.030172927053120597,0.6666666666666666,340538,0.0,0.0,9,0,0,10,0,0.0,12,22,12,139.0,12.0,9,4,12,390,1.5483954092487693,150.89697238057852
87,12,0,0,0,10.0,20,10.0,25.43839323923856,20,23.45,17.39552796207348,0,,27.999999999999996,0,,0,2.738000000000001,59057,15,14,1.0,506.13750534933985,False,0.3272034719091181,0,2.3330000000000006,58117,5,29,1.0,787.7134039379183,False,0.30931920654244893,0,0.29900000000000004,61620,282,92,1.0,8774.015465976034,False,-0.022292218672413572,0,9.659000000000002,5404.0,1084,0,0.0,27575.2182713346,False,-0.7157304014742965,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,73797,960,196,1.0,22187.706843590542,False,0.030816769538392883,0.6666666666666666,340338,0.0,0.0,9,0,0,10,0,0.0,8,18,17,63.0,34.0,6,6,17,669,1.5615981435403228,152.45857052411884
88,17,0,0,0,10.0,20,10.0,25.819266015261782,18,30.666666666666668,17.279168656489812,1,1.0,27.999999999999996,0,,4,2.778000000000001,59409,17,10,1.0,428.1926601526178,False,0.3342082064553417,0,2.3330000000000006,58037,3,39,1.0,1036.9513745952095,False,0.3103176621754746,0,0.29900000000000004,61620,272,102,1.0,8785.315559113165,False,-0.022208529156941246,1,9.669,4824.0,1102,0,0.0,28452.831148818485,False,-0.7178217861356612,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,73796,951,206,1.0,22200.48939232181,False,0.03088223496607178,0.6666666666666666,340029,0.0,0.0,8,0,0,11,3,3.0,7,18,8,138.0,40.0,11,6,8,634,1.7294064201414585,154.1879769442603
89,8,0,0,0,10.0,20,10.0,25.908108738420264,30,26.566666666666666,16.795616698690083,18,13.38888888888889,27.999999999999996,0,,0,2.7740000000000005,59373,17,18,1.0,636.3459572915647,False,0.3357315829449915,0,2.3330000000000006,58670,3,21,1.0,574.0702835068255,False,0.31930350746852426,0,0.29900000000000004,61172,280,112,1.0,9135.379517010962,False,-0.026251781038845196,18,9.848000000000003,4119.0,1114,0,0.0,28861.633134600175,False,-0.725236749506753,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,73555,959,216,1.0,22154.996414043788,False,0.0276796013141221,0.6666666666666666,339232,0.0,0.0,11,0,0,10,2,2.0,3,13,14,92.0,18.0,7,1,14,997,1.3955689473077655,155.58354589156806
90,14,0,0,0,10.0,20,10.0,25.9802854765485,20,26.8,20.38287532862486,43,31.25581395348837,27.999999999999996,0,,0,2.7740000000000005,59293,15,28,1.0,877.447993343358,False,0.3366390081603939,0,2.3330000000000006,59086,5,11,1.0,335.7831402420335,False,0.3259463741971226,0,0.29900000000000004,62164,284,80,1.0,9009.031101629762,False,-0.012493844785891774,1,9.84,3906.0,1120,0,0.0,29097.919733734318,False,-0.7266417841736704,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,72211,992,226,1.0,26547.81232599586,False,0.03803026195764485,0.6666666666666666,339003,0.0,0.0,13,0,0,8,1,1.0,9,17,13,186.0,24.0,11,3,13,2078,1.6065778704360127,157.19012376200408
91,13,0,0,0,10.0,20,10.0,25.912362224091204,33,25.454545454545453,19.380168442834442,9,2.0,27.999999999999996,0,,5,2.8240000000000003,59948,14,10,1.0,399.123622240912,False,0.34594436562657654,0,2.3330000000000006,58976,6,21,1.0,604.1596067059153,False,0.3264876432902112,0,0.29900000000000004,61789,289,90,1.0,9232.887842617458,False,-0.01639050951965974,9,9.928999999999998,3170.0,1138,0,0.0,29488.26821101579,False,-0.7346525935314033,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,72193,991,236,1.0,25813.746926848933,False,0.03335486823096258,0.6666666666666666,338419,0.0,0.0,9,0,0,3,4,3.333333333333333,6,9,17,104.0,46.0,9,4,17,665,1.4833985762670636,158.67352233827114
92,17,0,0,0,10.0,20,10.0,25.174154804458652,27,18.88888888888889,20.804408064181242,23,30.0,27.999999999999996,0,,0,2.819000000000001,59948,8,15,1.0,457.61232206687976,False,0.3465987773235195,1,2.343000000000001,59267,12,10,1.0,371.7415480445865,False,0.3303990058633704,0,0.29900000000000004,61969,306,77,1.0,9305.230791106304,False,-0.013188538399793398,0,9.92,3170.0,1138,0,0.0,28648.188167473945,False,-0.7408743025871405,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,71503,1004,246,1.0,27775.625696437968,False,0.036887701094301104,0.6666666666666666,338200,0.0,0.0,10,0,0,5,1,0.2,9,14,12,228.0,24.0,14,3,12,1355,1.570480726659298,160.24400306493044
93,12,0,0,0,10.0,20,10.0,24.725432307124773,41,22.195121951219512,19.766127084107175,16,9.75,27.999999999999996,0,,0,2.8190000000000004,60183,9,10,1.0,337.25432307124777,False,0.35051081188541944,16,2.5020000000000007,59393,11,10,1.0,357.25432307124777,False,0.33305646172430237,0,0.29900000000000004,61124,337,82,1.0,9953.293108397836,False,-0.0209052234536243,11,10.030000000000001,2915.0,1138,0,0.0,28137.541965507993,False,-0.7484333010019849,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,71347,1010,256,1.0,27131.788354948247,False,0.031084407094752166,0.6666666666666666,337305,0.0,0.0,8,0,0,5,4,3.5238095238095237,3,8,17,81.0,12.0,8,4,17,610,3.962127105332911,164.20613017026335
94,17,0,0,0,10.0,20,10.0,25.195662509131882,45,27.755555555555556,19.552434425703307,5,13.0,27.999999999999996,0,,19,3.0090000000000003,60451,9,10,1.0,341.9566250913188,False,0.35656056016258636,6,2.5460000000000007,59643,11,10,1.0,361.9566250913188,False,0.3387034173054435,0,0.29900000000000004,60839,341,87,1.0,10292.78271065016,False,-0.022612404382553103,0,10.019,2016.0,1169,0,0.0,29453.72947317517,False,-0.7520016480538632,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,71282,1005,266,1.0,27098.196597831822,False,0.030091172135998802,0.6666666666666666,336574,0.0,0.0,6,0,0,8,3,1.7083333333333333,5,13,14,146.0,23.0,13,4,14,265,1.8312079571187496,166.0373381273821
95,14,0,0,0,10.0,20,10.0,25.195662509131882,0,,19.37350760820977,4,13.0,27.999999999999996,0,,0,2.9900000000000007,60321,12,20,1.0,623.9132501826376,False,0.35680622594636857,0,2.5400000000000005,59573,8,20,1.0,583.9132501826376,False,0.3396204042492687,0,0.29900000000000004,60891,331,93,1.0,10141.500498086161,False,-0.022962580740563485,0,10.019000000000002,2016.0,1169,0,0.0,29453.72947317517,False,-0.7520016480538632,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,71230,999,276,1.0,27082.13410060156,False,0.029362221780636844,0.6666666666666666,336374,0.0,0.0,7,0,0,2,0,0.0,6,8,16,80.0,42.0,8,6,16,252,1.1076044905930758,167.14494261797518
96,16,0,0,0,10.0,20,10.0,25.542092179202,14,32.0,20.29216890427825,27,24.77777777777778,27.999999999999996,0,,0,2.9900000000000007,60659,13,16,1.0,538.673474867232,False,0.363416056602077,0,2.5400000000000005,59483,7,30,1.0,836.2627653760601,False,0.34042990025707187,0,0.29900000000000004,61520,321,86,1.0,9944.138115291773,False,-0.015107402274471392,10,10.119000000000002,1288.0,1183,0,0.0,30216.295047995965,False,-0.7571372863491234,0,0.2,82343,0,3,0.0,83.99999999999999,False,0.00038857115102060644,0,0.4070000000000001,70561,1016,286,1.0,28624.8436067467,False,0.030605100037319206,0.6666666666666666,335854,0.0,0.0,7,0,0,4,2,2.0,5,9,19,122.0,39.0,9,7,19,1277,1.4871600596234202,168.6321026775986
97,19,0,0,0,10.0,20,10.0,25.324533380085025,18,22.333333333333332,20.28813763254736,2,20.0,27.999999999999993,1,28.0,0,2.9900000000000007,60606,11,23,1.0,692.4642677419556,False,0.3639507727772776,0,2.5400000000000005,59738,9,25,1.0,723.1133345021257,False,0.3448701366642289,0,0.29900000000000004,61529,314,95,1.0,9879.276556438697,False,-0.01545446323291631,1,10.119000000000002,888.0,1198,0,0.0,30338.790989341862,False,-0.7621549429039145,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,70521,1008,296,1.0,28738.442733607735,False,0.03080909459040788,0.6666666666666666,335653,0.0,0.0,10,0,0,10,1,1.0,5,15,14,200.0,23.0,15,4,14,666,1.4950436716899276,170.12714634928852
