index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
20,31,0,0,0,10.000000000000002,20,10.0,10.102136973362137,20,6.75,13.776074460093554,5,11.8,30.999999999999996,9,31.0,15,2.3570000000000007,12769,221,0,0.0,2210.0000000000005,False,-0.23597114378545075,5,2.0770000000000004,13551,199,0,0.0,1990.0000000000005,False,-0.19896470069937772,0,0.2,27860,135,135,1.0,3223.5585435165185,False,0.024214744457280963,5,1.4470000000000003,23027,126,0,0.0,1272.8692586436293,False,-0.17763910931983268,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.4970000000000001,38192,1,11,1.0,354.77607446009347,False,0.07927732095384232,0.3333333333333333,150536,0.0,0.0,9,0,0,12,6,6.0,13,25,28,192.0,185.0,14,17,28,479,1.0722973389783874,24.622539814037737
21,28,0,0,0,10.000000000000002,20,10.0,9.954020079824325,20,8.5,13.776074460093554,0,,30.999999999999993,8,31.0,10,2.4420000000000006,12539,232,0,0.0,2320.0000000000005,False,-0.2456082383391156,10,2.1720000000000006,13331,208,0,0.0,2080.0000000000005,False,-0.20860179525304257,0,0.2,27690,145,145,1.0,3440.8637082880923,False,0.022082775122295197,0,1.4420000000000002,23027,126,0,0.0,1254.206530057865,False,-0.17796339652375567,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.4970000000000001,38440,0,4,0.1,123.99999999999997,False,0.08300751033726196,0.18333333333333335,150164,0.0,0.0,8,0,0,10,4,4.0,14,24,23,193.0,178.0,13,15,23,448,0.9798095549922436,25.60234936902998
22,23,0,0,0,10.000000000000002,20,10.0,9.858562667712354,10,8.0,14.006245953562022,12,15.583333333333334,30.999999999999993,10,31.0,5,2.4820000000000007,12374,243,0,0.0,2430.0000000000005,False,-0.25166584062999064,5,2.2120000000000006,13186,217,0,0.0,2170.0000000000005,False,-0.21410870642656535,0,0.2,27780,145,150,1.0,3530.428479852595,False,0.02676678505391123,7,1.5120000000000005,22836,126,0,0.0,1242.1788961317566,False,-0.18481009737390516,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,6,0.5570000000000002,38331,2,10,1.0,338.012491907124,False,0.0829514288192614,0.3333333333333333,149644,0.0,0.0,7,0,0,11,6,5.333333333333333,12,23,24,182.0,136.0,12,11,24,432,0.879799093992915,26.482148463022895
23,24,0,0,0,10.000000000000002,20,10.0,9.718632187403422,15,8.0,14.751702574219024,21,17.761904761904763,30.999999999999996,9,31.0,5,2.5270000000000006,12249,250,0,0.0,2500.0000000000005,False,-0.2566220606861611,10,2.3070000000000004,12926,230,0,0.0,2300.0000000000005,False,-0.22484718321493474,0,0.2,28010,150,150,1.0,3670.550214243367,False,0.03719461710240432,11,1.6150000000000002,22512,126,0,0.0,1224.5476556128312,False,-0.1963762353499073,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.5510000000000002,38237,13,11,1.0,532.7721334648472,False,0.0830464984594646,0.3333333333333333,149071,0.0,0.0,10,0,0,14,6,6.0,10,24,23,211.0,150.0,14,10,23,829,0.8645400140085258,27.34668847703142
24,23,0,0,0,10.000000000000002,20,10.0,9.62784701266183,10,8.0,12.411137187369436,24,3.125,30.999999999999996,8,31.0,5,2.572000000000001,12094,260,0,0.0,2600.0000000000005,False,-0.26240431741836007,5,2.3470000000000004,12771,240,0,0.0,2400.0000000000005,False,-0.23062943994713364,0,0.2,27930,150,160,1.0,3429.959001878384,False,0.03023386623594067,24,1.8440000000000005,21689,126,0,0.0,1213.1087235953905,False,-0.2251762167924346,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.5510000000000002,38410,27,13,1.0,738.1007040589748,False,0.09080054997129441,0.3333333333333333,148031,0.0,0.0,8,0,0,7,6,6.0,15,22,20,155.0,144.0,10,13,20,448,0.8483852049685083,28.19507368199993
25,20,0,0,0,10.000000000000002,20,10.0,9.496127713891465,15,8.0,12.100763727112067,3,1.0,30.999999999999996,9,31.0,15,2.717000000000001,11779,269,0,0.0,2690.0000000000005,False,-0.2772729775868715,0,2.3420000000000005,12661,251,0,0.0,2510.0000000000005,False,-0.2336582410925712,0,0.2,27810,155,170,1.0,3529.0296292622284,False,0.027785050030620848,3,1.8500000000000003,21608,126,0,0.0,1196.5120919503245,False,-0.22827954662119332,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.551,38686,20,14,1.0,676.0152745422413,False,0.0976908564392315,0.3333333333333333,147681,0.0,0.0,9,0,0,8,4,4.0,14,22,25,156.0,134.0,10,10,25,479,0.7413261369802058,28.936399818980135
26,25,0,0,0,10.000000000000002,20,10.0,9.362737279032178,20,8.25,12.100763727112067,0,,30.999999999999993,11,31.0,15,2.8520000000000008,11469,278,0,0.0,2780.0000000000005,False,-0.29186629219670684,5,2.392000000000001,12496,262,0,0.0,2620.0000000000005,False,-0.23971584338344623,0,0.2,27645,165,180,1.0,3722.989121920482,False,0.0254211836997477,0,1.8470000000000002,21608,126,0,0.0,1179.7048971580543,False,-0.22857159170880884,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.5510000000000002,39027,10,13,1.0,524.0076372711205,False,0.10514482908035103,0.3333333333333333,147382,0.0,0.0,9,0,0,7,4,4.0,14,21,20,169.0,163.0,10,15,20,541,0.9319551010266878,29.868354920006823
27,20,0,0,0,10.000000000000002,20,10.0,9.305730665800699,15,8.666666666666666,11.266657507847704,18,6.666666666666667,30.999999999999993,13,31.0,10,2.937000000000001,11264,286,0,0.0,2860.0000000000005,False,-0.30095269563301946,5,2.4370000000000007,12326,274,0,0.0,2740.0000000000005,False,-0.24577344567432127,0,0.2,27619,170,180,1.0,3609.9725645987055,False,0.022553823885294623,8,1.9270000000000005,21400,126,0,0.0,1172.522063890888,False,-0.2359248989767005,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.5510000000000002,39310,18,10,1.0,512.7998351412587,False,0.11294759409216694,0.3333333333333333,147056,0.0,0.0,11,0,0,8,4,4.0,14,22,21,146.0,133.0,10,10,21,707,0.7033135709934868,30.57166849100031
28,21,0,0,0,10.000000000000002,20,10.0,9.186454949842316,25,8.4,11.266657507847704,0,,30.999999999999996,10,31.0,20,3.1270000000000007,10829,296,0,0.0,2960.0000000000005,False,-0.3221543036510821,5,2.4820000000000007,12176,284,0,0.0,2840.0000000000005,False,-0.25128035684784406,0,0.2,27409,185,190,1.0,3840.159092211892,False,0.019255588048859986,0,1.9190000000000007,21400,126,0,0.0,1157.4933236801319,False,-0.23618604129139653,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.5510000000000002,39620,8,10,1.0,400.1332600627816,False,0.12008288458922083,0.3333333333333333,146571,0.0,0.0,9,0,0,8,5,5.0,14,22,23,187.0,150.0,11,10,23,510,0.8043239130056463,31.375992404005956
29,23,0,0,0,10.000000000000002,20,10.0,9.114520516855045,20,8.5,11.918663722264341,10,18.8,30.999999999999993,11,31.0,5,3.1570000000000005,10694,304,0,0.0,3040.0000000000005,False,-0.3273858692659287,15,2.6270000000000007,11841,296,0,0.0,2960.0000000000005,False,-0.26642436257503166,0,0.2,27414,195,195,1.0,4101.470926628281,False,0.023969955284592195,5,1.9690000000000007,21264,126,0,0.0,1148.4295851237357,False,-0.24106985951131654,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,1,0.5609999999999999,39736,8,10,1.0,405.3493097781147,False,0.12341916274898199,0.3333333333333333,146086,0.0,0.0,8,0,0,7,9,8.2,13,20,20,167.0,159.0,10,13,20,561,0.7891196010168642,32.16511200502282
30,20,0,0,0,10.000000000000002,20,10.0,9.105323074669679,15,9.0,12.295264731931127,13,15.307692307692308,30.999999999999993,10,31.0,15,3.3020000000000005,10374,315,0,0.0,3150.0000000000005,False,-0.3419791838757641,0,2.612000000000001,11751,305,0,0.0,3050.0000000000005,False,-0.2689024726031169,0,0.2,27454,200,200,1.0,4280.117561320161,False,0.028464249545094057,8,2.0440000000000005,21064,126,0,0.0,1147.2707074083796,False,-0.24804047424138348,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,0,0.56,39847,11,10,1.0,445.24791205124234,False,0.12710258378176764,0.3333333333333333,145627,0.0,0.0,10,0,0,8,4,4.0,13,21,24,150.0,150.0,10,10,24,685,0.8188413270399906,32.98395333206281
31,24,0,0,0,10.000000000000002,20,10.0,9.069385922893996,15,8.666666666666666,12.295264731931127,0,,30.999999999999996,14,31.0,15,3.4370000000000007,10039,327,0,0.0,3270.0000000000005,False,-0.3571231896029517,0,2.6120000000000005,11671,313,0,0.0,3130.0000000000005,False,-0.27110523707252604,0,0.2,27324,205,210,1.0,4441.229707898806,False,0.026745954959145175,0,2.0360000000000005,21064,126,0,0.0,1142.7426262846436,False,-0.24811915506021473,0,0.2,35137,0,18,0.0,557.9999999999999,False,-0.0037973615369469214,4,0.6000000000000001,40127,1,10,1.0,322.29526473193107,False,0.13324934973322738,0.3333333333333333,145362,0.0,0.0,7,0,0,12,5,4.333333333333334,14,26,21,212.0,162.0,15,9,21,448,0.8936794469482265,33.87763277901104
32,21,0,0,0,10.000000000000002,20,10.0,9.036809343986736,10,8.5,13.324601489099356,5,35.0,31.0,9,31.0,10,3.5220000000000007,9804,338,0,0.0,3380.0000000000005,False,-0.3670356297152927,0,2.6120000000000005,11581,322,0,0.0,3220.0000000000005,False,-0.2735833471006113,0,0.2,27414,205,215,1.0,4717.335235673642,False,0.03467133337399901,0,2.0360000000000005,21064,126,0,0.0,1138.6379773423287,False,-0.24819047823905604,0,0.2,35137,0,18,0.0,558.0,False,-0.0037973615369469214,0,0.5960000000000001,40231,0,7,0.6,217.0,False,0.13469382014570616,0.26666666666666666,145231,0.0,0.0,10,0,0,12,2,2.0,12,24,18,156.0,146.0,12,9,18,654,0.761482301983051,34.63911508099409
33,18,0,0,0,10.000000000000002,20,10.0,8.9480574914753,20,8.25,12.638444017440811,8,4.125,31.0,0,,15,3.662000000000001,9469,349,0,0.0,3490.0000000000005,False,-0.38245498100115644,5,2.662000000000001,11441,331,0,0.0,3310.0000000000005,False,-0.2788149127154579,0,0.2,27249,215,225,1.0,4767.482264591372,False,0.029808553685340983,8,2.1160000000000005,20858,126,0,0.0,1127.4552439258878,False,-0.2555437837719221,0,0.2,35137,0,18,0.0,558.0,False,-0.0037973615369469214,0,0.5960000000000001,40198,0,15,0.8,465.0,False,0.13725352310764816,0.3,144352,0.0,0.0,6,0,0,10,6,6.0,11,21,21,150.0,144.0,10,8,21,200,0.7342790539842099,35.3733941349783
34,21,0,0,0,10.000000000000002,20,10.0,8.89523854527138,15,8.333333333333334,12.638444017440811,0,,31.0,3,31.0,0,3.647000000000001,9349,361,0,0.0,3610.0000000000005,False,-0.3857591277052701,15,2.8070000000000004,11141,339,0,0.0,3390.0000000000005,False,-0.2931328817666171,0,0.2,27124,220,235,1.0,4926.986824058295,False,0.028236087299014674,0,2.1080000000000005,20858,126,0,0.0,1120.8000567041938,False,-0.2556594256002746,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000002,40198,0,15,0.0,465.0,False,0.13725352310764816,0.16666666666666666,143900,0.0,0.0,6,0,0,8,3,3.0,13,21,22,154.0,156.0,9,12,22,293,0.7547597729717381,36.128153907950036
35,22,0,0,0,10.0,20,10.0,8.875318549158385,15,8.666666666666666,13.739635867164742,5,35.0,31.0,0,,5,3.697000000000001,9209,370,0,0.0,3700.0,False,-0.39099069332011677,10,2.892000000000001,10906,350,0,0.0,3500.0,False,-0.3030453218789581,0,0.2,27169,225,240,1.0,5294.459281680174,False,0.036185217752913536,0,2.1080000000000005,20858,126,0,0.0,1118.2901371939565,False,-0.2557030384501484,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,40023,0,20,0.5,620.0,False,0.13451098421985316,0.25,143395,0.0,0.0,7,0,0,9,3,3.0,6,15,22,157.0,156.0,9,13,22,375,1.2321634839754552,37.36031739192549
36,22,0,0,0,10.0,20,10.0,8.827469774030263,15,8.333333333333334,13.739635867164742,0,,31.0,0,,15,3.842000000000001,8859,383,0,0.0,3830.0,False,-0.40668539016465666,0,2.8820000000000006,10836,357,0,0.0,3570.0,False,-0.30497274078969105,0,0.2,27044,230,250,1.0,5465.227014818146,False,0.034808462464259754,0,2.108000000000001,20858,126,0,0.0,1112.261191527813,False,-0.2558077985833569,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,40023,0,20,0.0,620.0,False,0.13451098421985316,0.16666666666666666,142850,0.0,0.0,5,0,0,14,3,3.0,5,19,27,200.0,162.0,13,9,27,200,1.0127571490011178,38.37307454092661
37,27,0,0,0,10.0,20,10.0,8.783328142667992,15,8.333333333333334,14.84257973338322,5,35.0,31.0,0,,5,3.8770000000000007,8744,389,0,0.0,3890.0,False,-0.411366264662151,10,2.982,10571,371,0,0.0,3710.0,False,-0.3157112175780605,0,0.2,27094,235,255,1.0,5848.939945539699,False,0.04321355248548566,0,2.1080000000000005,20858,126,0,0.0,1106.699345976167,False,-0.25590444229407183,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39848,0,25,0.5,775.0,False,0.13176844533205817,0.25,142345,0.0,0.0,7,0,0,13,3,3.0,6,19,27,184.0,176.0,13,14,27,375,1.067351171048358,39.44042571197497
38,27,0,0,0,10.0,20,10.0,8.734711541821152,10,8.0,16.763263580293145,11,31.90909090909091,31.0,0,,5,3.9220000000000006,8609,397,0,0.0,3970.0,False,-0.41659783027699765,5,3.0220000000000007,10396,383,0,0.0,3830.0,False,-0.32204416542761166,0,0.2,27364,235,255,1.0,6327.2894253027225,False,0.06090859123028182,1,2.1180000000000008,20831,126,0,0.0,1100.5736542694651,False,-0.25694919801443156,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39497,1,35,1.0,1101.7632635802931,False,0.1264910025538,0.3333333333333333,141927,0.0,0.0,7,0,0,9,3,3.0,5,14,28,225.0,189.0,14,13,28,550,1.0022377749555744,40.44266348693054
39,28,0,0,0,10.0,20,10.0,8.685492508782584,25,8.4,16.46841911937345,2,3.5,31.0,0,,5,3.967000000000001,8469,406,0,0.0,4060.0,False,-0.42182939589184426,20,3.2170000000000005,9951,394,0,0.0,3940.0,False,-0.34352111900435045,0,0.2,27154,250,265,1.0,6535.50419382961,False,0.05722856983196547,2,2.1370000000000005,20781,126,0,0.0,1094.3720561066057,False,-0.2587945776523613,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39490,0,38,0.3,1178.0,False,0.12736631880959748,0.21666666666666667,141075,0.0,0.0,6,0,0,10,7,7.0,5,15,26,195.0,174.0,15,13,26,200,0.992896712035872,41.435560198966414
40,26,0,0,0,9.999999999999998,20,10.0,8.654051617448603,15,8.333333333333334,15.568789900329856,5,1.0,31.0,0,,5,4.0120000000000005,8344,413,0,0.0,4129.999999999999,False,-0.4267856159480148,10,3.2970000000000006,9696,407,0,0.0,4069.999999999999,False,-0.35398425023404373,0,0.2,27029,255,275,1.0,6488.200385040104,False,0.05206256099113991,5,2.1850000000000005,20646,126,0,0.0,1090.410503798524,False,-0.2635549869018502,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39485,0,43,0.5,1333.0,False,0.12940564259795787,0.25,140430,0.0,0.0,6,0,0,8,4,4.0,5,13,21,194.0,188.0,13,13,21,200,0.8712382469675504,42.306798445933964
41,21,0,0,0,9.999999999999998,20,10.0,8.665259944901697,20,8.75,15.568789900329856,0,,31.0,0,,10,4.107,8104,425,0,0.0,4249.999999999999,False,-0.4366980560603557,10,3.3870000000000013,9491,415,0,0.0,4149.999999999999,False,-0.3630706536703563,0,0.2,26854,265,285,1.0,6733.399006992959,False,0.050241511850442344,0,2.1800000000000006,20646,126,0,0.0,1091.822753057614,False,-0.26353044738388165,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39485,0,43,0.0,1333.0,False,0.12940564259795787,0.16666666666666666,139810,0.0,0.0,5,0,0,5,4,4.0,4,9,23,147.0,155.0,9,12,23,200,0.7932850270299241,43.10008347296389
42,23,0,0,0,9.999999999999998,20,10.0,8.646274171626487,20,8.5,15.568789900329856,0,,31.0,0,,20,4.2970000000000015,7634,439,0,0.0,4389.999999999999,False,-0.45872570075444685,0,3.3770000000000007,9431,421,0,0.0,4209.999999999999,False,-0.36472272702241315,0,0.2,26684,275,295,1.0,6970.518417794591,False,0.04845383871059239,0,2.1800000000000006,20646,126,0,0.0,1089.4305456249374,False,-0.2635720148457874,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000002,39485,0,43,0.0,1333.0,False,0.12940564259795787,0.16666666666666666,139110,0.0,0.0,6,0,0,8,4,4.0,4,12,24,169.0,152.0,12,11,24,200,0.8640203179675154,43.964103790931404
43,24,0,0,0,9.999999999999998,20,10.0,8.648055908269795,15,8.666666666666666,15.317481370199046,14,13.928571428571429,31.0,0,,15,4.4270000000000005,7329,448,0,0.0,4479.999999999999,False,-0.473043669805606,0,3.3770000000000007,9321,432,0,0.0,4319.999999999999,False,-0.36775152816785067,0,0.2,26724,280,300,1.0,7016.700065375257,False,0.05064639557559087,9,2.2700000000000005,20399,126,0,0.0,1089.655044441994,False,-0.2721519540496613,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39290,4,53,1.0,1704.2699254807962,False,0.12914221717364907,0.3333333333333333,138293,0.0,0.0,7,0,0,6,5,5.0,4,10,23,159.0,160.0,10,14,23,370,0.8268951599602588,44.79099895089166
44,23,0,0,0,9.999999999999998,20,10.0,8.608663150324873,10,8.0,16.16665919065008,19,19.842105263157894,31.0,0,,0,4.412000000000001,7239,457,0,0.0,4569.999999999999,False,-0.47552177983369126,10,3.4770000000000008,9081,443,0,0.0,4429.999999999999,False,-0.37793931383886775,0,0.2,26994,280,300,1.0,7260.423439285988,False,0.06426452544371829,9,2.3510000000000013,20174,126,0,0.0,1084.6915569409339,False,-0.28005748815046166,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38913,13,63,1.0,2163.166569478451,False,0.12499179445695545,0.3333333333333333,137631,0.0,0.0,8,0,0,8,3,3.0,4,12,24,180.0,153.0,12,11,24,550,0.8164880400290713,45.607486990920734
45,24,0,0,0,10.0,20,10.0,8.552671913943579,15,8.0,16.16665919065008,0,,31.0,0,,15,4.562000000000001,6864,472,0,0.0,4720.0,False,-0.4920425133542596,0,3.4670000000000005,9031,448,0,0.0,4480.0,False,-0.37931604163224847,0,0.2,26874,285,310,1.0,7449.175844575445,False,0.06337403726456031,0,2.342000000000001,20174,126,0,0.0,1077.636661156891,False,-0.28018007539258233,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38913,3,73,1.0,2311.4999775719502,False,0.1270780003033944,0.3333333333333333,137086,0.0,0.0,6,0,0,5,3,3.0,7,12,21,185.0,171.0,12,12,21,200,0.8211704079876654,46.4286573989084
46,21,0,0,0,10.0,20,10.0,8.546354604441404,20,8.5,15.813263121665214,15,13.666666666666666,31.0,0,,20,4.747000000000001,6424,483,0,0.0,4830.0,False,-0.5132441213723222,0,3.467,8941,457,0,0.0,4570.0,False,-0.3817941516603337,0,0.2,26879,295,315,1.0,7502.352491634757,False,0.06447180697888374,10,2.4420000000000006,19924,126,0,0.0,1076.840680159617,False,-0.28888200381998935,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38708,8,83,1.0,2699.5061049733217,False,0.12676867183726645,0.3333333333333333,136106,0.0,0.0,7,0,0,5,5,5.0,5,10,19,163.0,152.0,10,11,19,375,0.6851494759903289,47.11380687489873
47,19,0,0,0,10.0,20,10.0,8.54090364936906,20,8.5,15.813263121665214,0,,31.0,0,,10,4.827000000000001,6179,495,0,0.0,4950.0,False,-0.5234319070433394,10,3.5670000000000015,8736,465,0,0.0,4650.0,False,-0.39088055509664626,0,0.2,26709,305,325,1.0,7744.286127598758,False,0.06276778675236767,0,2.4320000000000004,19924,126,0,0.0,1076.1538598205016,False,-0.2888939381438662,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38708,0,91,0.8,2821.0,False,0.12847739866670418,0.3,135486,0.0,0.0,5,0,0,5,4,4.0,5,10,22,177.0,147.0,10,9,22,200,0.7945781839662232,47.90838505886495
48,22,0,0,0,10.0,20,10.0,8.507286956710608,20,8.25,15.2881153950423,4,2.75,31.0,0,,5,4.867000000000002,6079,500,0,0.0,5000.0,False,-0.5275620904234815,15,3.7070000000000007,8361,480,0,0.0,4800.0,False,-0.4074012886172146,0,0.2,26544,315,335,1.0,7801.314048703012,False,0.05802457078545631,4,2.472000000000001,19820,126,0,0.0,1071.9181565455367,False,-0.29258178702787946,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38697,0,95,0.4,2945.0,False,0.12991195746955078,0.2333333333333333,134731,0.0,0.0,6,0,0,5,6,6.0,5,10,24,157.0,155.0,10,12,24,200,0.9055237740394659,48.81390883290442
49,24,0,0,0,10.0,20,10.0,8.53490504022674,20,8.75,16.33050458546264,5,35.0,31.0,8,31.0,15,5.012000000000001,5759,511,0,0.0,5110.0,False,-0.5421554050333168,5,3.7420000000000013,8216,489,0,0.0,4890.0,False,-0.4129081997907374,0,0.2,26544,325,340,1.0,8326.215697130989,False,0.06714536398142465,0,2.468000000000001,19820,126,0,0.0,1075.3980350685692,False,-0.2925213199814324,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,38770,0,92,0.5,2852.0,False,0.13065736547495146,0.25,134339,0.0,0.0,9,0,0,6,4,4.0,5,11,25,168.0,158.0,11,13,25,623,0.86088427901268,49.6747931119171
50,25,0,0,0,10.0,20,10.0,8.517446643324337,15,8.333333333333334,16.33050458546264,0,,31.000000000000004,10,31.0,10,5.097000000000001,5509,523,0,0.0,5230.0,False,-0.55261853626301,5,3.787000000000001,8086,497,0,0.0,4970.0,False,-0.41786441984690786,0,0.2,26419,330,350,1.0,8526.433997208955,False,0.06628034747539446,0,2.468000000000001,19820,126,0,0.0,1073.1982770588666,False,-0.2925595434047113,0,0.2,35230,0,15,0.0,465.00000000000006,False,-0.0024893814519985373,0,0.5960000000000002,39080,0,82,0.0,2542.0000000000005,False,0.13501729909144608,0.16666666666666666,134144,0.0,0.0,8,0,0,9,3,3.0,5,14,26,188.0,168.0,14,11,26,510,0.886762183974497,50.561555295891594
51,26,0,0,0,10.000000000000002,20,10.0,8.458601996882143,20,8.0,17.429870024607748,15,23.666666666666668,31.0,11,31.0,15,5.237000000000002,5174,534,0,0.0,5340.000000000001,False,-0.5680378875488739,5,3.8320000000000007,7941,506,0,0.0,5060.000000000001,False,-0.4233713310204306,0,0.2,26604,340,350,1.0,8976.37918755264,False,0.08052787467511098,5,2.5180000000000007,19690,126,0,0.0,1065.78385160715,False,-0.2972061885037854,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39066,5,81,1.0,2598.149350123039,False,0.13541320005236201,0.3333333333333333,133705,0.0,0.0,11,0,0,8,5,5.0,5,13,26,183.0,158.0,13,13,26,886,0.99709719105158,51.558652486943174
52,26,0,0,0,10.000000000000002,20,10.0,8.447758218732327,15,8.333333333333334,17.936443898215536,10,22.5,31.000000000000004,8,31.0,0,5.222000000000001,5084,543,0,0.0,5430.000000000001,False,-0.570515997576959,15,3.9770000000000008,7611,517,0,0.0,5170.000000000001,False,-0.4385153367476183,0,0.2,26654,345,355,1.0,9281.914169329168,False,0.08757452944099335,5,2.563000000000001,19600,126,0,0.0,1064.417535560273,False,-0.3003576449077277,0,0.2,35230,0,15,0.0,465.00000000000006,False,-0.0024893814519985373,0,0.5960000000000001,39089,5,83,1.0,2662.6822194910783,False,0.13696776770683072,0.3333333333333333,133268,0.0,0.0,9,0,0,10,4,4.0,5,15,24,201.0,168.0,15,11,24,623,0.896240959991701,52.454893446934875
53,24,0,0,0,10.000000000000002,20,10.0,8.437718227668372,15,8.333333333333334,17.936443898215536,0,,31.0,14,31.0,5,5.272000000000001,4949,551,0,0.0,5510.000000000001,False,-0.5757475631918058,10,4.062,7366,529,0,0.0,5290.000000000001,False,-0.4487031224186354,0,0.2,26529,350,365,1.0,9500.003402532602,False,0.08702004174687406,0,2.558000000000001,19600,126,0,0.0,1063.1524966862148,False,-0.3003796264693968,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39523,0,74,0.5,2294.0,False,0.14399032376023177,0.25,133197,0.0,0.0,9,0,0,8,3,3.0,5,13,25,197.0,168.0,13,11,25,634,1.4404802049975842,53.89537365193246
54,25,0,0,0,10.000000000000002,20,10.0,8.444882886759427,20,8.5,16.878775692503407,6,1.0,31.0,13,31.0,5,5.317000000000001,4774,563,0,0.0,5630.000000000001,False,-0.5820805110413569,15,4.202,7071,537,0,0.0,5370.000000000001,False,-0.46274574591111844,0,0.2,26359,360,375,1.0,9369.69872392217,False,0.07884793612375622,6,2.618000000000001,19438,126,0,0.0,1064.0552437316878,False,-0.305993827215783,0,0.2,35230,0,15,0.0,465.0,False,-0.0024893814519985373,0,0.5960000000000001,39920,0,67,0.6,2077.0,False,0.15210542600770724,0.26666666666666666,132792,0.0,0.0,9,0,0,7,5,5.0,4,11,22,162.0,161.0,11,14,22,603,0.7661912150215358,54.661564866953995
