index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
77,24,0,0,0,10.0,20,10.0,24.29385789865354,26,24.423076923076923,38.27972450868608,21,39.857142857142854,44.99999999999999,11,45.0,1,7.293000000000001,27320,787,0,0.0,7870.0,False,-0.30476465877747133,15,2.024000000000001,57025,2,10,1.0,262.9385789865354,False,0.2713868958424519,0,0.2,63299,380,258,1.0,19107.83492472935,False,0.11534036746374995,0,0.7310000000000001,65716,0,63,0.4,2411.622644047223,False,0.024538209740253402,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,6.817000000000002,48631,1108,0,0.0,42413.93475562418,False,-0.2929304413460217,0.39999999999999997,360762,0.0,0.0,10,0,0,7,9,8.09090909090909,5,12,21,216.0,96.0,12,12,21,1037,1.2553613630007021,141.31028328143293
78,21,0,0,0,10.0,20,10.0,24.2121662629527,1,10.0,38.082712111674645,12,35.666666666666664,44.99999999999999,12,45.0,1,7.3020000000000005,27167,801,0,0.0,8010.0,False,-0.3066109084438117,0,2.0090000000000003,56965,0,18,0.8,435.8189927331486,False,0.2719750310607389,0,0.2,63384,370,263,1.0,18974.25480266293,False,0.11561915218131737,0,0.7310000000000001,66049,0,57,0.1,2170.7145903654546,False,0.02779217831232448,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,6.926000000000003,47973,1120,0,0.0,42652.6375650756,False,-0.29838395093157105,0.3166666666666667,360309,0.0,0.0,10,0,0,6,6,6.0,4,10,20,165.0,63.0,10,11,20,628,1.294732716982253,142.60501599841518
79,20,0,0,0,10.0,20,10.0,24.416943548687264,9,28.0,39.7042729953252,28,48.0,44.99999999999999,10,45.0,0,7.301000000000002,27027,815,0,0.0,8150.0,False,-0.30816798647566507,0,2.0090000000000003,57157,0,15,0.6,366.254153230309,False,0.275472174495399,0,0.2,64305,360,254,1.0,18874.985018340012,False,0.12895929988471957,0,0.7310000000000001,66220,0,57,0.9,2263.143560733536,False,0.03111761938129434,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,7.014000000000001,46456,1148,0,0.0,45580.50539863333,False,-0.29892121473593797,0.4166666666666667,359936,0.0,0.0,12,0,0,8,5,5.0,4,12,21,201.0,69.0,12,8,21,1796,1.3002690610010177,143.9052850594162
80,21,0,0,0,10.0,20,10.0,24.367841802879877,20,24.0,40.06746903747983,30,41.93333333333333,44.99999999999999,9,45.0,10,7.401000000000002,26917,822,0,0.0,8220.0,False,-0.30983628436693655,0,2.0090000000000003,57317,3,15,1.0,395.51762704319816,False,0.27935667794113356,0,0.2,64585,360,254,1.0,18949.560184556634,False,0.13381680816115252,0,0.7310000000000001,66718,0,47,1.0,1883.1710447615521,False,0.03583314996219743,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,7.094000000000002,45062,1178,0,0.0,47199.478526151244,False,-0.3048390796582436,0.5,359370,0.0,0.0,13,0,0,7,4,4.0,4,11,26,153.0,75.0,11,10,26,1748,1.3780953080276959,145.2833803674439
81,26,0,0,0,10.0,20,10.0,24.150531683144916,28,22.964285714285715,39.261423280072734,6,17.0,45.0,10,45.0,16,7.551000000000002,26720,833,0,0.0,8330.0,False,-0.3129949283744105,0,2.009000000000001,57575,2,13,1.0,333.9569118808839,False,0.2844109452785044,0,0.2,64271,366,264,1.0,19204.11034197024,False,0.13095814649619733,0,0.7310000000000001,66491,2,51,1.0,2050.6336506499993,False,0.033639780543563196,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,7.185000000000001,44796,1184,0,0.0,46485.525163606115,False,-0.31114636298303094,0.5,358624,0.0,0.0,11,0,0,8,6,6.0,4,12,27,201.0,133.0,12,14,27,650,1.6328321280307136,146.9162124954746
82,27,0,0,0,10.0,20,10.0,24.31185840383403,12,26.5,39.261423280072734,0,,45.0,12,45.0,1,7.545000000000002,26587,845,0,0.0,8450.0,False,-0.3146187383219148,0,2.0090000000000003,57803,0,12,1.0,291.74230084600833,False,0.2890130605575007,0,0.2,64271,356,274,1.0,19412.651570504844,False,0.1325544755010399,0,0.7310000000000001,66173,4,61,1.0,2492.1942536997726,False,0.03215139740121379,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,7.295000000000002,44568,1184,0,0.0,46485.525163606115,False,-0.31345473284867975,0.5,358173,0.0,0.0,10,0,0,6,6,6.0,5,11,24,168.0,139.0,11,16,24,508,3.0382473549689166,149.95445985044353
83,24,0,0,0,10.0,20,10.0,24.221440063130125,1,10.0,40.07038293225517,14,49.0,45.0,13,45.0,0,7.544000000000001,26497,854,0,0.0,8540.0,False,-0.31561971705667763,0,2.0090000000000003,57703,1,21,1.0,518.6502413257326,False,0.2893123302932392,0,0.2,64957,346,270,1.0,19199.62165355192,False,0.1414260908277219,0,0.7310000000000001,66163,0,66,0.5,2644.6452735288412,False,0.03316527559767332,0,0.2,98771,0,0,0.0,0.0,False,0.0,13,7.413000000000001,43618,1198,0,0.0,48004.3187528417,False,-0.31538448151359355,0.4166666666666667,357709,0.0,0.0,11,0,0,6,6,6.0,5,11,30,183.0,113.0,11,13,30,896,1.4214408400002867,151.3759006904438
84,30,0,0,0,10.0,20,10.0,23.570759932898643,31,20.580645161290324,39.334174585171866,5,17.0,45.00000000000001,12,45.0,21,7.754000000000001,26208,862,0,0.0,8620.0,False,-0.3211584660556989,0,2.0090000000000003,57872,3,21,1.0,524.9859585908715,False,0.29314202729992517,0,0.2,64347,366,280,1.0,19640.467019289026,False,0.1354618642300788,0,0.7310000000000001,66220,0,62,0.1,2438.7188242806556,False,0.03246160247616053,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,7.520000000000001,43303,1203,0,0.0,47319.012025961754,False,-0.3220428464530998,0.35000000000000003,356721,0.0,0.0,12,0,0,11,7,7.0,6,17,36,276.0,130.0,17,13,36,574,1.8248318799887784,153.2007325704326
85,36,0,0,0,10.0,20,10.0,22.868046358290417,25,18.48,39.27851527355823,21,38.904761904761905,45.0,11,45.0,13,7.863000000000001,25907,869,0,0.0,8690.0,False,-0.3270753625767417,0,2.009000000000001,58084,6,19,1.0,494.4928808075179,False,0.29751860575682354,0,0.2,64697,369,280,1.0,19436.293382805467,False,0.13925728641593932,0,0.7310000000000001,66225,2,61,1.0,2441.725524403633,False,0.0325611653914146,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,7.618000000000002,42290,1224,0,0.0,48076.90269483527,False,-0.3284622880459079,0.5,355974,0.0,0.0,14,0,0,11,8,8.0,9,20,24,300.0,94.0,20,16,24,1359,2.1002732149790972,155.3010057854117
86,24,0,0,0,10.0,20,10.0,22.615935461668766,31,21.29032258064516,38.0776862446186,27,31.59259259259259,45.00000000000001,10,45.0,13,7.98,25536,883,0,0.0,8830.0,False,-0.3337707981137112,0,2.0090000000000003,58564,2,11,1.0,268.7752900783564,False,0.305685284390052,0,0.2,64037,390,290,1.0,19862.74384099021,False,0.13241739647721346,0,0.7310000000000001,67078,0,36,0.2,1370.7967048062694,False,0.037422470527765817,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,7.7070000000000025,41264,1251,0,0.0,47635.18549201787,False,-0.34108601972229774,0.3666666666666667,355250,0.0,0.0,12,0,0,7,8,8.0,8,15,20,210.0,44.0,15,9,20,1593,1.640437980007846,156.94144376541954
87,20,0,0,0,10.0,20,10.0,22.765826128743143,5,28.0,38.97965139846551,14,49.0,45.00000000000001,12,45.0,0,7.967000000000001,25446,892,0,0.0,8920.0,False,-0.3347717768484741,0,2.0090000000000003,58594,3,16,1.0,394.2532180598903,False,0.3077481672975787,0,0.2,64037,380,300,1.0,20344.909348462046,False,0.1361082483539402,0,0.7310000000000001,67624,0,27,0.5,1052.4505877585689,False,0.04334459030112649,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,7.817000000000001,40357,1265,0,0.0,49309.259019058874,False,-0.3417943575591071,0.4166666666666667,354829,0.0,0.0,9,0,0,6,5,5.0,3,9,18,138.0,47.0,9,11,18,1026,1.2688119150116108,158.21025568043115
88,18,0,0,0,10.0,20,10.0,23.66695082581137,32,28.21875,38.148029854477834,6,17.0,45.00000000000001,16,45.0,1,7.977000000000002,25343,901,0,0.0,9010.0,False,-0.336061927217724,15,2.1590000000000007,58963,4,10,1.0,276.6695082581137,False,0.31464842855523306,0,0.2,63984,376,304,1.0,20495.774586266336,False,0.1364516801104299,0,0.7310000000000001,66876,16,37,1.0,1790.1483178286617,False,0.037539983142949665,0,0.2,98771,0,0,0.0,0.0,False,0.0,16,7.965000000000002,39880,1271,0,0.0,48486.145945041324,False,-0.35079048533961726,0.5,353817,0.0,0.0,10,0,0,6,11,10.8,4,10,18,150.0,24.0,10,8,18,737,1.4179057119763456,159.6281613924075
89,18,0,0,0,10.0,20,10.0,23.797943185659893,14,25.428571428571427,37.73841735093032,25,35.4,45.00000000000001,6,45.0,2,7.996000000000002,25226,910,0,0.0,9100.0,False,-0.3376634931933446,2,2.1640000000000006,59143,5,10,1.0,287.9794318565989,False,0.31877813230554986,0,0.2,63968,379,304,1.0,20491.899342047916,False,0.13617706442266359,0,0.7310000000000001,67421,7,32,1.0,1374.2149575293895,False,0.04269978840405845,0,0.2,98771,0,0,0.0,0.0,False,0.0,6,8.009,38923,1296,0,0.0,48908.988886805695,False,-0.35833904239703107,0.5,353452,0.0,0.0,12,0,0,7,5,4.166666666666667,2,9,15,132.0,72.0,9,9,15,1085,1.1957954210229218,160.8239568134304
90,15,0,0,0,10.0,20,10.0,23.797943185659893,0,,37.881550832167505,22,38.86363636363637,45.00000000000001,10,45.0,0,7.994000000000002,25116,921,0,0.0,9210.0,False,-0.3388869116469437,0,2.1620000000000004,59053,4,20,1.0,515.9588637131978,False,0.31931175887215496,0,0.2,64673,369,299,1.0,20108.024734326584,False,0.14403178810397113,0,0.7310000000000001,67571,0,32,0.7,1212.2096266293602,False,0.04375610179755788,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,8.103000000000002,37897,1318,0,0.0,49927.88399679677,False,-0.3635688410728009,0.45,353081,0.0,0.0,13,0,0,4,4,4.0,4,8,22,144.0,96.0,8,7,22,1055,1.0062080349889584,161.83016484841937
91,22,0,0,0,10.0,20,10.0,24.297478644737264,18,29.0,38.92672226169984,23,46.0,45.00000000000001,11,45.0,0,7.994000000000001,24986,934,0,0.0,9340.0,False,-0.34033276981937893,0,2.162000000000001,59505,1,12,1.0,301.56974373684716,False,0.32698160138509713,0,0.2,65557,365,286,1.0,20001.622272175257,False,0.1567508862059682,0,0.7310000000000001,67223,2,42,1.0,1683.5172922808677,False,0.04203614026761628,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,8.203000000000001,36644,1341,0,0.0,52200.73455293948,False,-0.36474909359559243,0.5,352686,0.0,0.0,11,0,0,8,5,5.0,7,15,25,255.0,51.0,15,7,25,1780,1.4050995600409806,163.23526440846035
92,25,0,0,0,10.0,20,10.0,23.955189650813484,28,21.892857142857142,37.28809035765864,19,23.42105263157895,45.00000000000001,11,45.0,18,8.174,24759,947,0,0.0,9470.0,False,-0.3439362932645253,0,2.1620000000000004,59715,0,10,0.8,239.55189650813483,False,0.33096307385563806,0,0.2,65469,372,291,1.0,19762.16484418128,False,0.1535706673722904,0,0.7310000000000001,67143,3,38,1.0,1488.8130025434689,False,0.039320970946764844,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,8.302,35997,1360,0,0.0,50711.802886415746,False,-0.3788368909577926,0.4666666666666666,351854,0.0,0.0,11,0,0,5,7,7.0,9,14,24,192.0,78.0,14,11,24,925,1.732604478020221,164.96786888648057
93,24,0,0,0,10.0,20,10.0,22.886748206953445,34,17.323529411764707,37.95860958848432,12,47.0,45.00000000000001,10,45.0,32,8.476,24278,955,0,0.0,9550.0,False,-0.35374588486520153,0,2.162000000000001,59653,2,18,1.0,431.96146772516204,False,0.3317239241449992,0,0.2,65502,394,289,1.0,19987.416964611628,False,0.15580012679780478,0,0.7310000000000001,67085,0,43,0.5,1632.2202123048257,False,0.039530766027532714,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,8.391000000000002,35261,1372,0,0.0,52079.21235540049,False,-0.3793663506727658,0.4166666666666667,350550,0.0,0.0,13,0,0,7,8,8.0,6,13,24,204.0,92.0,13,11,24,822,1.326132521033287,166.29400140751386
94,24,0,0,0,10.0,20,10.0,23.25003804383586,12,29.0,37.66870398130626,8,32.0,45.00000000000001,15,45.0,0,8.444,24178,965,0,0.0,9650.0,False,-0.3548580834593825,0,2.162000000000001,59901,2,16,1.0,392.0006087013738,False,0.3367959850598516,0,0.2,65502,384,299,1.0,20190.95709924354,False,0.15735817372620167,0,0.7310000000000001,66993,2,45,1.0,1741.5917552464532,False,0.03895950454880243,0,0.2,98771,0,0,0.0,0.0,False,0.0,15,8.531000000000002,34672,1380,0,0.0,51982.81149420264,False,-0.3858176413410685,0.5,350017,0.0,0.0,11,0,0,5,6,6.0,8,13,21,204.0,63.0,13,11,21,804,1.3983640059595928,167.69236541347345
95,21,0,0,0,10.0,20,10.0,23.655302877401066,28,26.285714285714285,37.993957192636714,22,40.18181818181818,45.00000000000001,11,45.0,4,8.484,24033,974,0,0.0,9740.0,False,-0.35708248064774445,8,2.242000000000001,60303,3,10,1.0,266.55302877401067,False,0.34434283553668044,0,0.2,65124,389,309,1.0,20942.04559183376,False,0.15732057741111904,0,0.7310000000000001,67519,5,33,1.0,1372.077101744017,False,0.04418375282646713,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,8.626000000000001,33598,1402,0,0.0,53267.527984076674,False,-0.3901877677452052,0.5,349348,0.0,0.0,12,0,0,7,7,6.666666666666666,5,12,16,186.0,58.0,12,9,16,1432,1.4994521939661354,169.1918176074396
96,16,0,0,0,10.0,20,10.0,24.079218105543458,25,27.28,36.567588054258806,18,24.444444444444443,45.000000000000014,9,45.0,1,8.490000000000002,23880,988,0,0.0,9880.0,False,-0.3589287303140849,14,2.374000000000001,60533,0,9,0.9,216.7129629498911,False,0.34890462855847826,0,0.2,65219,385,314,1.0,20752.721619671494,False,0.15732575222884232,0,0.7310000000000001,67182,14,30,1.0,1434.1366951053728,False,0.0394995077627136,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,8.705,33024,1420,0,0.0,51925.9750370475,False,-0.4027904190650723,0.48333333333333334,348609,0.0,0.0,11,0,0,5,8,7.444444444444445,2,7,21,111.0,56.0,7,9,21,780,1.1086805750383064,170.3004981824779
97,21,0,0,0,10.0,20,10.0,24.13226948036999,6,25.833333333333332,37.124828928828194,18,41.888888888888886,45.000000000000014,10,45.0,1,8.499000000000002,23777,997,0,0.0,9970.0,False,-0.3602188806833348,0,2.3600000000000008,60568,1,14,1.0,347.8517727251799,False,0.3511416915731512,0,0.2,65209,376,324,1.0,21102.17789755945,False,0.15984765456880426,0,0.7310000000000001,67791,9,22,1.0,1033.9366617575502,False,0.045759554354457034,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,8.796000000000001,32104,1438,0,0.0,53385.503999654946,False,-0.40471644511215366,0.5,348220,0.0,0.0,12,0,0,9,5,5.0,3,12,28,171.0,58.0,12,9,28,1099,1.7526748839882202,172.05317306646612
98,28,0,0,0,10.0,20,10.0,24.21428051416525,11,25.545454545454547,36.87438369727674,10,33.0,45.000000000000014,13,45.0,2,8.518,23640,1008,0,0.0,10080.0,False,-0.36204288637779164,0,2.3600000000000008,60739,0,15,1.0,363.21420771247875,False,0.3551162715512109,0,0.2,65199,367,334,1.0,21202.68510358908,False,0.1604639163458495,0,0.7310000000000001,67850,9,22,1.0,1029.1649659675754,False,0.04662628764959345,0,0.2,98771,0,0,0.0,0.0,False,0.0,13,8.916,31510,1448,0,0.0,53394.10759365672,False,-0.4106868028386028,0.5,347709,0.0,0.0,10,0,0,6,7,7.0,5,11,25,198.0,95.0,11,17,25,791,1.4224173540133052,173.47559042047942
99,25,0,0,0,10.0,20,10.0,24.44360018858896,11,28.0,38.292881510968016,23,47.43478260869565,45.000000000000014,10,45.0,0,8.516000000000002,23530,1019,0,0.0,10190.0,False,-0.3632663048313907,0,2.3600000000000008,60957,0,13,0.9,317.7668024516565,False,0.35945999201943746,0,0.2,65904,357,329,1.0,21324.723284434738,False,0.17219127118016758,0,0.7310000000000001,67928,10,24,1.0,1163.465158149122,False,0.048848460311311674,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,9.003000000000002,30255,1471,0,0.0,56328.82870263395,False,-0.40853677343231337,0.48333333333333334,347345,0.0,0.0,14,0,0,6,5,5.0,4,10,27,165.0,57.0,10,15,27,1599,1.3487224690034054,174.82431288948283
100,27,0,0,0,10.0,20,10.0,23.82770158354275,31,20.580645161290324,38.292881510968016,0,,45.00000000000001,11,45.0,20,8.716,23240,1028,0,0.0,10280.0,False,-0.3687160779428775,0,2.3600000000000008,61155,1,12,1.0,295.93241900251303,False,0.36362145674662455,0,0.2,65574,367,339,1.0,21726.053313378347,False,0.17021121965567723,0,0.7310000000000001,67620,11,34,1.0,1564.062688791883,False,0.047199610287909276,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,9.103,30059,1471,0,0.0,56328.82870263395,False,-0.4105211615624325,0.5,346419,0.0,0.0,8,0,0,6,7,7.0,4,10,30,150.0,96.0,10,17,30,508,1.483956757991109,176.30826964747394
101,30,0,0,0,10.0,20,10.0,24.519080692342516,27,29.0,40.086011469079274,31,49.0,45.000000000000014,13,45.0,0,8.696000000000002,23140,1038,0,0.0,10380.0,False,-0.36982827653705846,15,2.5100000000000007,61427,1,10,1.0,255.19080692342516,False,0.3692186894621788,0,0.2,65874,372,334,1.0,22509.825848223896,False,0.1808036394328136,0,0.7310000000000001,68056,13,28,1.0,1441.1563701346724,False,0.05293372808933599,0,0.2,98771,0,0,0.0,0.0,False,0.0,13,9.222000000000001,28273,1502,0,0.0,60209.18922655707,False,-0.40896017441072247,0.5,345541,0.0,0.0,12,0,0,9,9,8.5,4,13,26,204.0,79.0,13,17,26,1980,1.7075774449622259,178.01584709243616
102,26,0,0,0,10.0,20,10.0,23.670906825717793,45,20.244444444444444,40.477525511508745,10,47.0,45.00000000000001,10,45.0,30,8.996,22642,1047,0,0.0,10470.0,False,-0.3799047958003381,5,2.545000000000001,61629,2,10,1.0,256.70906825717793,False,0.37372885786387994,0,0.2,65870,391,334,1.0,22774.818089699576,False,0.1827708483725989,0,0.7310000000000001,67619,19,38,1.0,1987.8931991259703,False,0.05042861341360075,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,9.309000000000003,27635,1512,0,0.0,61202.01857340122,False,-0.41039364503041775,0.5,344166,0.0,0.0,12,0,0,9,9,8.625,3,12,21,156.0,88.0,12,14,21,873,1.5987097580218688,179.61455685045803
103,21,0,0,0,10.0,20,10.0,23.604256005899458,1,10.0,40.86361567000004,10,47.0,45.00000000000001,10,45.0,1,8.976000000000003,22519,1058,0,0.0,10580.0,False,-0.3814173858884242,0,2.5400000000000005,61539,1,20,1.0,482.08512011798916,False,0.3742335296747708,0,0.2,66340,381,334,1.0,22641.669172027705,False,0.18894708409519206,0,0.7310000000000001,67609,10,48,1.0,2197.4961122189966,False,0.051879974526699735,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,9.399000000000003,27002,1522,0,0.0,62194.42304974006,False,-0.41177864428961913,0.5,343780,0.0,0.0,9,0,0,3,5,5.0,2,5,28,90.0,108.0,5,16,28,670,1.1924357860116288,180.80699263646966
104,28,0,0,0,10.0,20,10.0,23.71126284712197,13,25.23076923076923,41.05898852743396,5,47.0,45.0,9,45.0,2,8.995000000000001,22332,1074,0,0.0,10740.0,False,-0.3837974908799715,0,2.5400000000000005,61807,0,14,0.5,331.9576798597076,False,0.37852519885954833,0,0.2,66565,372,339,1.0,22739.586889929484,False,0.19314125208537705,0,0.7310000000000001,67291,12,58,1.0,2665.9564887566335,False,0.05059750217208345,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,9.479000000000003,26631,1527,0,0.0,62697.07548139166,False,-0.4129902730488116,0.4166666666666667,343397,0.0,0.0,10,0,0,8,6,6.0,5,13,20,189.0,60.0,13,15,20,743,1.6972642699838616,182.50425690645352
105,20,0,0,0,10.0,20,10.0,23.91784829832757,9,28.0,41.99999214044336,19,49.0,45.0,9,45.0,0,8.993,22222,1085,0,0.0,10850.0,False,-0.3850209093335706,0,2.5400000000000005,61969,0,14,0.9,334.849876176586,False,0.3821608892714719,0,0.2,66565,362,349,1.0,23316.258341009314,False,0.19755552244377073,0,0.7310000000000001,67970,11,49,1.0,2321.095946163328,False,0.058352821890746316,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,9.56,25558,1546,0,0.0,64931.987849125435,False,-0.4125401795611797,0.48333333333333334,343055,0.0,0.0,11,0,0,7,4,4.0,2,9,20,132.0,49.0,9,11,20,1383,1.1804210799746215,183.68467798642814
106,20,0,0,0,10.0,20,10.0,23.91784829832757,0,,42.45364036681292,10,49.0,45.00000000000001,10,45.0,0,8.993,22102,1097,0,0.0,10970.0,False,-0.38635554764658775,0,2.5400000000000005,61889,0,22,0.8,526.1926625632066,False,0.38250948330104106,0,0.2,67055,352,349,1.0,23235.403089029016,False,0.20443824223448778,0,0.7310000000000001,67970,1,59,1.0,2528.6826299402896,False,0.05994184410309637,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,9.651000000000002,24895,1556,0,0.0,66057.8644107609,False,-0.41355324735620325,0.4666666666666666,342682,0.0,0.0,10,0,0,8,5,5.0,1,9,25,87.0,78.0,9,11,25,690,1.248561515007168,184.9332395014353
107,25,0,0,0,10.0,20,10.0,24.148649427972277,8,29.0,42.37451572652916,24,41.916666666666664,45.00000000000001,7,45.0,0,8.993,21972,1110,0,0.0,11100.0,False,-0.38780140581902306,0,2.5400000000000005,62051,0,21,0.7,507.12163798741784,False,0.3859008990789597,0,0.2,67290,342,354,1.0,23259.416671557843,False,0.20821978805215824,0,0.7310000000000001,68509,0,49,0.9,2076.3512705999287,False,0.0647311752369137,0,0.2,98771,0,0,0.0,0.0,False,0.0,7,9.711000000000002,23814,1580,0,0.0,66951.73484791607,False,-0.4199727913663116,0.43333333333333335,342407,0.0,0.0,13,0,0,11,2,2.0,3,14,23,192.0,93.0,14,11,23,1438,1.228823810000904,186.1620633114362
108,23,0,0,0,10.0,20,10.0,24.626239831569787,26,27.53846153846154,43.02652262110692,16,49.0,45.000000000000014,10,45.0,1,9.003,21859,1120,0,0.0,11200.0,False,-0.3892027760476911,4,2.5800000000000005,62562,0,10,1.0,246.26239831569788,False,0.3943662959150691,0,0.2,66942,344,364,1.0,24133.080736142925,False,0.20957976037709497,0,0.7310000000000001,68925,4,43,1.0,1948.6454320338767,False,0.07012236433529193,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,9.804,22862,1596,0,0.0,68670.33010328664,False,-0.42091134997475654,0.5,341921,0.0,0.0,9,0,0,12,7,6.25,2,14,23,222.0,87.0,14,9,23,1332,1.4468324669869617,187.60889577842318
109,23,0,0,0,10.0,20,10.0,23.84889519967131,39,20.53846153846154,42.764460604119655,24,41.166666666666664,45.00000000000001,9,45.0,28,9.282000000000002,21457,1133,0,0.0,11330.0,False,-0.3966989945724709,1,2.5860000000000007,62788,0,7,0.7,166.94226639769917,False,0.39851123616867273,0,0.2,67044,373,355,1.0,24077.021423939877,False,0.21071220796353188,0,0.7310000000000001,69010,0,42,0.4,1796.1073453730255,False,0.07025603075194829,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,9.884,21739,1620,0,0.0,69278.42617867384,False,-0.4292027711642393,0.35000000000000003,340809,0.0,0.0,10,0,0,10,6,5.090909090909091,4,14,31,177.0,58.0,14,9,31,1188,1.5547979989787564,189.16369377740193
110,31,0,0,0,10.0,20,10.0,24.212053891775586,14,29.0,43.118908898959496,14,47.0,45.00000000000001,9,45.0,0,9.254000000000001,21387,1140,0,0.0,11400.0,False,-0.39747753358839755,7,2.6550000000000007,62893,3,10,1.0,272.1205389177559,False,0.40201664448480473,0,0.2,67441,372,351,1.0,24141.6210712753,False,0.21728456552668668,0,0.7310000000000001,68865,0,47,0.5,2026.5887182510962,False,0.06980043110160208,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,9.965000000000002,20958,1634,0,0.0,70456.29714089981,False,-0.43114731479432317,0.4166666666666667,340315,0.0,0.0,9,0,0,9,5,4.222222222222222,6,15,36,248.0,98.0,15,16,36,858,1.3698880270239897,190.53358180442592
111,36,0,0,0,10.0,20,10.0,24.48735682342202,16,27.5625,43.68758671669172,18,48.44444444444444,45.0,11,45.0,1,9.264000000000001,21294,1148,0,0.0,11480.0,False,-0.39865646409822936,5,2.6980000000000004,63085,5,10,1.0,294.8735682342202,False,0.4065405459586509,0,0.2,67676,362,356,1.0,24417.204041221023,False,0.2229918097431148,0,0.7310000000000001,69061,6,44,1.0,2069.1779564749677,False,0.07312709897943151,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,10.066,19905,1652,0,0.0,72171.89325597472,False,-0.43312362304737867,0.5,339792,0.0,0.0,10,0,0,10,8,7.090909090909091,6,16,31,247.0,91.0,16,20,31,1072,2.9703465750208125,193.50392837944673
112,31,0,0,0,10.0,20,10.0,24.405158351501772,1,10.0,43.17209618591162,7,32.0,45.0,12,45.0,1,9.273000000000003,21191,1157,0,0.0,11570.0,False,-0.3999466144674793,0,2.693000000000001,62975,6,20,1.0,548.1031670300354,False,0.40691012508930985,0,0.2,67890,353,359,1.0,24113.803428822397,False,0.22394558573173504,0,0.7310000000000001,69061,0,50,0.6,2158.604809295581,False,0.07381163833873444,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,10.175,19448,1659,0,0.0,71622.50757242738,False,-0.44053159544589315,0.43333333333333335,339336,0.0,0.0,9,0,0,8,6,6.0,4,12,31,216.0,84.0,12,19,31,424,1.098013629030902,194.60194200847764
