index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
0,0,0,0,0,10.0,20,10.0,19.0,0,,32.0,0,,45.0,0,,0,0.2,44856,10,0,0.0,100.0,False,-0.001112198594180977,0,0.2,44856,0,10,1.0,190.0,False,-0.00011121985941809769,0,0.2,65319,0,0,0.0,0.0,False,0.0,0,0.2,65319,0,0,0.0,0.0,False,0.0,0,0.2,98771,0,0,0.0,0.0,False,0.0,0,0.2,98771,0,0,0.0,0.0,False,0.0,0.16666666666666666,417892,0.0,0.0,8,0,0,189,0,0.0,598,787,154,0.0,0.0,0,0,154,200,3.1803550419863313,3.1803550419863313
1,154,0,0,0,10.0,20,10.0,19.0,0,,32.0,0,,45.0,0,,0,0.2,44726,23,0,0.0,230.0,False,-0.002558056766616247,0,0.2,44786,0,17,0.7,323.0,False,-0.0001890737610107661,0,0.2,65319,0,0,0.0,0.0,False,0.0,0,0.2,65319,0,0,0.0,0.0,False,0.0,0,0.2,98771,0,0,0.0,0.0,False,0.0,0,0.2,98771,0,0,0.0,0.0,False,0.0,0.11666666666666665,417692,0.0,0.0,9,0,0,63,0,0.0,52,115,77,1746.0,636.0,97,57,77,200,12.173791420005728,15.354146461992059
2,77,0,0,0,10.0,20,10.0,18.804347826086957,1,10.0,32.0,0,,45.0,0,,0,0.2,44666,29,0,0.0,290.0,False,-0.003225375923124833,0,0.2,44656,4,26,1.0,528.9130434782609,False,-0.0007906281310808742,0,0.2,65319,0,0,0.0,0.0,False,0.0,0,0.2,65309,0,1,0.1,32.0,False,9.185688697010058e-05,0,0.2,98771,0,0,0.0,0.0,False,0.0,0,0.2,98771,0,0,0.0,0.0,False,0.0,0.18333333333333335,417492,0.0,0.0,9,0,0,19,0,0.0,35,54,49,687.0,232.0,39,38,49,210,3.809048368013464,19.163194830005523
3,49,0,0,0,10.0,20,10.0,18.20945945945946,3,10.0,32.0,0,,45.0,8,45.0,2,0.22000000000000003,44559,37,0,0.0,370.0,False,-0.004715722039327342,0,0.2,44546,6,35,1.0,697.331081081081,False,-0.0013643219917132319,0,0.2,65299,0,2,0.2,64.0,False,0.00018371377394020116,0,0.2,65299,0,2,0.1,64.0,False,0.00018371377394020116,0,0.2,98771,0,0,0.0,0.0,False,0.0,8,0.28,98652,0,0,0.0,0.0,False,-0.0012048070790009213,0.21666666666666667,417126,0.0,0.0,10,0,0,22,6,6.0,26,48,31,438.0,118.0,29,20,31,210,4.624853564018849,23.788048394024372
4,31,0,0,0,10.0,20,10.0,17.636173184357542,3,10.0,32.0,0,,45.0,6,45.0,2,0.23800000000000002,44442,46,0,0.0,460.0,False,-0.006317288014947949,0,0.2,44446,7,44,1.0,845.9916201117319,False,-0.0019353187548744293,0,0.2,65279,0,4,0.2,128.0,False,0.0003674275478804023,0,0.2,65289,0,3,0.1,96.0,False,0.00027557066091030174,0,0.2,98771,0,0,0.0,0.0,False,0.0,6,0.332,98580,0,0,0.0,0.0,False,-0.0019337659839426553,0.21666666666666667,416807,0.0,0.0,10,0,0,12,4,4.0,17,29,27,161.0,100.0,12,19,27,210,2.3939844830310903,26.182032877055462
5,27,0,0,0,10.0,20,10.0,19.68380527311421,29,22.413793103448278,32.0,0,,44.99999999999999,9,45.0,0,0.23600000000000002,44362,54,0,0.0,540.0,False,-0.007207046890292731,0,0.2,44976,9,25,1.0,582.0951318278553,False,0.006918933310657677,0,0.2,64965,7,14,1.0,585.7866369117994,False,-0.0009355115899524007,0,0.2,64953,2,13,1.0,455.36761054622843,False,-0.0021175491775270454,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,0.41600000000000004,98435,0,0,0.0,0.0,False,-0.003401808223061425,0.5,416462,0.0,0.0,12,0,0,8,4,4.0,21,29,21,168.0,91.0,11,16,21,850,1.8150241510011256,27.997057028056588
6,21,0,0,0,10.0,20,10.0,21.02968687433262,35,23.37142857142857,32.18181818181818,10,33.0,44.99999999999999,8,45.0,1,0.24600000000000002,44249,64,0,0.0,640.0,False,-0.008608417118960762,9,0.29000000000000004,45477,9,10,1.0,300.2968687433262,False,0.014929006903898603,0,0.2,64887,14,19,1.0,905.8701616952021,False,0.000320505225854668,0,0.2,64543,10,18,1.0,789.5695960160534,False,-0.00583620695344347,0,0.2,98771,0,0,0.0,0.0,False,0.0,8,0.48700000000000004,97983,10,0,0.0,321.8181818181818,False,-0.006348937533192048,0.5,415910,0.0,0.0,12,0,0,11,6,5.529411764705882,16,27,24,150.0,77.0,10,11,24,1015,1.8174455600092188,29.814502588065807
7,24,0,0,0,10.0,20,10.0,22.17988265320691,93,23.247311827956988,32.18181818181818,0,,44.99999999999999,11,45.0,45,0.6950000000000001,43465,75,0,0.0,750.0,False,-0.024824272622119406,38,0.661,45407,8,10,1.0,301.7988265320691,False,0.013388633625456831,0,0.2,63248,77,29,1.0,2641.123691569659,False,-0.011488818784965596,0,0.2,64020,20,28,1.0,1344.6885621550473,False,-0.009593773923704845,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,0.5890000000000001,97802,10,0,0.0,321.8181818181818,False,-0.008181459224781685,0.5,412713,0.0,0.0,9,0,0,15,10,9.473684210526315,14,29,17,186.0,97.0,12,12,17,200,1.9581726629985496,31.772675251064356
8,17,0,0,0,10.0,20,10.0,22.17988265320691,0,,33.72477064220183,5,49.0,44.99999999999999,10,45.0,0,0.6500000000000001,43365,85,0,0.0,850.0,False,-0.025936471216300383,0,0.6230000000000001,45307,8,20,1.0,523.5976530641382,False,0.013631079867694353,0,0.2,63493,67,34,1.0,2632.694339599725,False,-0.00780252040294767,0,0.2,64020,10,38,1.0,1503.3401109357387,False,-0.008379337475039909,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,0.6780000000000002,97382,15,0,0.0,505.87155963302746,False,-0.011502001804006089,0.5,412338,0.0,0.0,11,0,0,10,5,5.0,18,28,23,140.0,66.0,10,7,23,445,1.7228612979524769,33.49553654901683
9,23,0,0,0,10.000000000000002,20,10.0,22.30568200900211,35,22.885714285714286,35.972904318374255,10,47.0,44.99999999999999,11,45.0,18,0.8300000000000001,43243,90,0,0.0,900.0000000000001,False,-0.02809413648901148,0,0.6230000000000001,45616,13,13,1.0,419.97386611702746,False,0.019351964878069967,0,0.2,63621,75,34,1.0,2896.0048974998826,False,-0.003827332801329789,0,0.2,63561,17,48,1.0,2105.896001435,False,-0.010793980301022663,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,0.778,96716,25,0,0.0,899.3226079593563,False,-0.0162531380265495,0.5,411528,0.0,0.0,11,0,0,14,6,6.0,17,31,26,225.0,85.0,15,8,26,1129,2.3019619040424004,35.797498453059234
10,26,0,0,0,10.000000000000002,20,10.0,21.590958765701423,31,17.516129032258064,39.015593596229806,19,47.526315789473685,44.99999999999999,11,45.0,19,1.0020000000000002,42837,98,0,0.0,980.0000000000002,False,-0.03623543019841623,0,0.6230000000000001,45844,15,11,1.0,387.5005464227157,False,0.02406242266241118,0,0.2,63273,77,44,1.0,3379.189943193121,False,-0.0054563760682716875,0,0.2,64269,26,39,1.0,2082.9730781611993,False,-0.00013033666956627048,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,0.8770000000000002,95611,44,0,0.0,1716.6861182341115,False,-0.023302962821910665,0.5,410605,0.0,0.0,13,0,0,18,7,7.0,15,33,23,240.0,123.0,15,11,23,1451,1.9656579729635268,37.76315642602276
11,23,0,0,0,10.000000000000002,20,10.0,22.311812644206487,36,26.055555555555557,41.85485170730165,30,48.0,44.99999999999999,11,45.0,2,1.0030000000000001,42751,104,0,0.0,1040.0000000000002,False,-0.037481092623898926,23,0.8530000000000002,45991,19,10,1.0,413.11812644206486,False,0.027617204894141597,0,0.2,64713,67,24,1.0,2499.407888137074,False,0.009854773405418531,0,0.2,63331,52,49,1.0,3211.101991156518,False,-0.0058550958284991845,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,0.9760000000000002,93974,74,0,0.0,3097.259026340322,False,-0.03288789712395174,0.5,409531,0.0,0.0,15,0,0,18,8,7.352941176470589,15,33,30,228.0,82.0,16,7,30,1640,2.022697495005559,39.78585392102832
12,30,0,0,0,10.000000000000002,20,10.0,22.311812644206487,0,,42.25957634363161,44,43.04545454545455,44.99999999999999,9,45.0,0,1.0010000000000001,42671,112,0,0.0,1120.0000000000002,False,-0.038370851499243706,0,0.8300000000000001,45871,21,20,1.0,656.2362528841297,False,0.02765188465259513,0,0.2,64713,57,34,1.0,2708.5989164032444,False,0.011456076458635701,0,0.2,65225,42,15,1.0,1570.9897762111466,False,0.010586427962852696,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,1.0550000000000004,91944,118,0,0.0,4986.63000854853,False,-0.04387608706731466,0.5,409195,0.0,0.0,13,0,0,17,4,4.0,17,34,31,258.0,72.0,16,14,31,2094,1.9362163390032947,41.722070260031614
13,31,0,0,0,10.000000000000002,20,10.0,21.98986556825571,39,20.333333333333332,41.490446702599314,42,39.357142857142854,44.99999999999999,14,45.0,17,1.171,42324,120,0,0.0,1200.0000000000002,False,-0.045199750867514904,2,0.8500000000000001,46343,23,10,1.0,449.8986556825571,False,0.035856155526320786,0,0.2,65767,74,11,1.0,2083.6449657795147,False,0.022808409236053078,0,0.2,65031,44,16,1.0,1631.4012322448402,False,0.008078822641535038,0,0.2,98771,0,0,0.0,0.0,False,0.0,14,1.1860000000000004,89996,160,0,0.0,6638.47147241589,False,-0.05523649921325137,0.5,408232,0.0,0.0,12,0,0,15,10,9.181818181818182,18,33,21,243.0,59.0,16,15,21,2172,1.8840516970376484,43.60612195706926
14,21,0,0,0,10.000000000000002,20,10.0,21.11701164114119,28,14.392857142857142,40.37939712182757,25,34.04,44.99999999999999,10,45.0,15,1.3040000000000003,42014,133,0,0.0,1330.0000000000002,False,-0.05064952397900169,3,0.8780000000000001,46440,20,10,1.0,411.1701164114119,False,0.037583082529711334,0,0.2,65374,91,21,1.0,2769.6153989022273,False,0.022042708851193474,9,0.29000000000000004,65530,35,10,1.0,1142.8893786582173,False,0.011978822231343137,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,1.2720000000000002,88978,185,0,0.0,7470.188467538101,False,-0.06133283824433234,0.5,407107,0.0,0.0,8,0,0,10,8,6.80952380952381,19,29,20,183.0,60.0,11,10,20,365,1.710584961983841,45.316706919053104
15,20,0,0,0,10.000000000000002,20,10.0,20.729608510373055,26,17.46153846153846,38.22744612693765,25,25.24,44.99999999999999,11,45.0,16,1.4490000000000003,41725,141,0,0.0,1410.0000000000002,False,-0.05618827297802296,0,0.8750000000000002,46600,22,10,1.0,427.29608510373055,False,0.04132147082818462,0,0.2,64929,106,31,1.0,3382.389332034611,False,0.01992061522707501,15,0.43100000000000005,65469,26,10,1.0,921.2442825390759,False,0.009348308168672896,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,1.372,88161,210,0,0.0,8027.763686656906,False,-0.06678193150491088,0.5,405655,0.0,0.0,12,0,0,12,8,7.7,17,29,23,171.0,40.0,12,8,23,585,1.7633072120370343,47.08001413109014
16,23,0,0,0,10.000000000000002,20,10.0,21.191645874295656,26,25.115384615384617,38.55730183781517,5,49.0,44.99999999999999,7,45.0,3,1.463,41581,151,0,0.0,1510.0000000000002,False,-0.05827920633508319,13,1.0050000000000001,46794,22,10,1.0,431.9164587429566,False,0.04568818910426812,0,0.2,65164,97,36,1.0,3443.6525159680245,False,0.02398729708023712,0,0.41600000000000004,64826,41,20,1.0,1640.0035176024253,False,0.00500622726620451,0,0.2,98771,0,0,0.0,0.0,False,0.0,7,1.431,87819,215,0,0.0,8289.81989513026,False,-0.06891790153420406,0.5,404955,0.0,0.0,10,0,0,12,8,7.473684210526316,19,31,20,204.0,75.0,13,10,20,445,1.6308117170119658,48.710825848102104
17,20,0,0,0,10.000000000000002,20,10.0,21.271159420209525,16,22.375,37.05612282266278,11,17.0,44.99999999999999,10,45.0,5,1.5100000000000002,41398,162,0,0.0,1620.0000000000002,False,-0.061126434736186494,1,1.0020000000000002,46989,21,10,1.0,422.7115942020953,False,0.049923387247554164,0,0.2,65341,88,35,1.0,3168.8263277716355,False,0.024593352070390293,0,0.41600000000000004,64478,46,30,1.0,2090.1570180095214,False,0.003124336089112777,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,1.5240000000000002,87460,226,0,0.0,8374.683757921788,False,-0.0721229725429438,0.5,404437,0.0,0.0,10,0,0,10,9,8.09090909090909,18,28,22,198.0,87.0,11,9,22,387,1.5481635950272903,50.258989443129394
18,22,0,0,0,10.000000000000002,20,10.0,21.166944891581473,2,10.0,36.37471333315062,5,17.0,44.99999999999999,9,45.0,0,1.5050000000000001,41318,170,0,0.0,1700.0000000000002,False,-0.062016193611531274,0,1.0010000000000001,46889,23,18,1.0,611.0050080484665,False,0.049793186760926963,0,0.2,65341,78,45,1.0,3287.883801535133,False,0.025504706146260055,0,0.41600000000000004,64543,38,35,1.0,2077.458872540368,False,0.004022251355198021,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,1.6040000000000003,87243,231,0,0.0,8402.558779957793,False,-0.07417886434298634,0.5,404105,0.0,0.0,10,0,0,14,3,3.0,20,34,27,197.0,69.0,14,8,27,305,1.8204505640314892,52.07944000716088
19,27,0,0,0,10.000000000000002,20,10.0,21.635405414841948,17,27.0,35.30176098737074,7,15.0,44.99999999999999,12,45.0,0,1.5050000000000001,41188,183,0,0.0,1830.0000000000002,False,-0.06346205178396655,0,1.0010000000000001,47278,20,11,1.0,437.98945956326145,False,0.05652181532568806,0,0.2,64882,85,55,1.0,3780.6063145669564,False,0.022249317308646387,0,0.41600000000000004,64648,28,38,1.0,1947.2582691356627,False,0.004633095034642796,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,1.7150000000000003,86909,238,0,0.0,8401.819114994236,False,-0.07756416805036788,0.5,403676,0.0,0.0,9,0,0,13,6,6.0,18,31,28,243.0,96.0,15,12,28,764,1.8505469399970025,53.929986947157886
20,28,0,0,0,10.000000000000002,20,10.0,21.180433536012213,37,18.83783783783784,34.54032025927814,14,27.714285714285715,44.99999999999999,9,45.0,25,1.7550000000000006,40690,197,0,0.0,1970.0000000000005,False,-0.07298247175015571,1,1.0110000000000003,47505,16,10,1.0,371.8043353601222,False,0.060835086922325435,0,0.2,64823,91,60,1.0,3999.8386673338,False,0.023024224707464867,0,0.41600000000000004,64398,39,39,1.0,2173.1093980163237,False,0.0025345565456936555,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,1.7930000000000001,86378,252,0,0.0,8704.16070533809,False,-0.08140972195615066,0.5,402565,0.0,0.0,11,0,0,13,10,9.5,21,34,26,243.0,80.0,16,12,26,878,1.574858226987999,55.504845174145885
21,26,0,0,0,10.000000000000002,20,10.0,20.803740025218453,35,18.6,33.614041713004625,7,17.0,44.999999999999986,9,45.0,24,1.9700000000000002,40308,209,0,0.0,2090.0000000000005,False,-0.0801450306966812,1,1.0200000000000002,47656,14,10,1.0,348.0374002521845,False,0.06392959115860158,0,0.2,64396,108,70,1.0,4599.786842633916,False,0.021079523895297783,0,0.41600000000000004,64293,37,42,1.0,2181.528132879277,False,0.0009915042551116606,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,1.874,86126,259,0,0.0,8706.036803668198,False,-0.08395158091105592,0.5,401550,0.0,0.0,8,0,0,16,8,7.125,16,32,22,174.0,84.0,13,13,22,349,1.6982922190218233,57.20313739316771
22,22,0,0,0,10.000000000000002,20,10.0,20.253250244103715,11,9.454545454545455,32.70580993227537,26,28.53846153846154,44.99999999999999,7,45.0,11,2.056000000000001,40031,218,0,0.0,2180.0000000000005,False,-0.08530563217368094,0,1.0190000000000001,47546,15,20,1.0,555.0650048820743,False,0.06378531235966353,0,0.2,64968,98,64,1.0,4077.9903595877877,False,0.025842330406067135,0,0.41600000000000004,64359,38,42,1.0,2143.2675264315067,False,0.0017090549949593835,0,0.2,98771,0,0,0.0,0.0,False,0.0,7,1.9350000000000003,85288,285,0,0.0,9321.15583069848,False,-0.08932198808001086,0.5,400963,0.0,0.0,13,0,0,8,6,6.0,18,26,23,162.0,68.0,9,13,23,942,1.5734776820172556,58.776615075184964
23,23,0,0,0,10.000000000000002,20,10.0,20.713831497755045,14,27.428571428571427,33.998330923994715,13,47.0,44.99999999999999,12,45.0,1,2.055,39917,228,0,0.0,2280.0000000000005,False,-0.08672924637423259,0,1.0190000000000001,47821,15,17,1.0,502.13513546183583,False,0.06931371936406529,0,0.2,65203,88,69,1.0,4168.702005558079,False,0.03013443259662629,0,0.41600000000000004,64351,42,44,1.0,2365.9074835614792,False,0.003290830260425556,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,2.0480000000000005,84447,298,0,0.0,10131.502615350424,False,-0.09373448372826834,0.5,400510,0.0,0.0,12,0,0,11,6,6.0,18,29,18,171.0,78.0,12,11,18,1186,1.6498415560345165,60.42645663121948
24,18,0,0,0,10.000000000000002,20,10.0,20.24414032855689,9,10.0,33.24503752776192,6,17.0,44.999999999999986,10,45.0,7,2.1240000000000006,39695,240,0,0.0,2400.0000000000005,False,-0.09033276981937895,0,1.0190000000000001,47761,13,25,1.0,636.1035082139223,False,0.06946907540944398,0,0.2,65183,80,79,1.0,4245.889190977743,False,0.030419090853945487,0,0.41600000000000004,64383,39,48,1.0,2385.283274146291,False,0.003929050308074922,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,2.1360000000000006,84186,304,0,0.0,10106.491408439624,False,-0.09650357185591107,0.5,399979,0.0,0.0,13,0,0,9,6,6.0,17,26,15,147.0,57.0,9,9,15,322,1.4928910309681669,61.91934766218765
25,15,0,0,0,10.000000000000002,20,10.0,20.384037083338495,3,29.0,34.23432695101438,19,40.578947368421055,44.999999999999986,12,45.0,0,2.1170000000000004,39585,251,0,0.0,2510.0000000000005,False,-0.09155618827297803,0,1.0190000000000001,47758,12,32,1.0,772.2891866668318,False,0.0709169986950222,0,0.2,65869,70,75,1.0,3994.457117159773,False,0.03899674763208074,0,0.41600000000000004,64381,32,53,1.0,2466.708515070594,False,0.004521720441759538,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,2.246000000000001,83192,323,0,0.0,11057.687605177645,False,-0.10175209522441996,0.5,399556,0.0,0.0,12,0,0,11,5,5.0,16,27,23,150.0,45.0,10,5,23,1058,1.595528785022907,63.514876447210554
26,23,0,0,0,10.000000000000002,20,10.0,20.808580494726247,30,23.2,33.7071527793942,4,17.0,45.0,12,45.0,8,2.1970000000000005,39345,263,0,0.0,2630.0000000000005,False,-0.09556010321202954,0,1.0190000000000001,48310,10,20,1.0,516.171609894525,False,0.08034713508646808,0,0.2,65469,74,85,1.0,4404.94294285825,False,0.03601511767524179,0,0.41600000000000004,64153,38,59,1.0,2779.448072783855,False,0.0034250989205579746,0,0.2,98771,0,0,0.0,0.0,False,0.0,12,2.3540000000000005,82887,327,0,0.0,11022.238958861903,False,-0.1050194947967424,0.5,398935,0.0,0.0,13,0,0,15,7,7.0,15,30,24,223.0,90.0,13,10,24,900,1.5476507259882055,65.06252717319876
27,24,0,0,0,10.000000000000002,20,10.0,21.371824214262503,38,24.02631578947369,34.49397981147427,17,39.94117647058823,44.99999999999999,9,45.0,18,2.369000000000001,39158,272,0,0.0,2720.0000000000005,False,-0.09871874721950351,0,1.0190000000000001,48780,11,10,1.0,323.71824214262506,False,0.08866133822117878,0,0.2,64856,91,95,1.0,5221.764085587944,False,0.032882959671672325,0,0.41600000000000004,64532,39,52,1.0,2627.1880945528997,False,0.008061881646633426,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,2.4320000000000004,82062,344,0,0.0,11865.929055147148,False,-0.10910120857768406,0.5,398159,0.0,0.0,13,0,0,15,6,6.0,16,31,25,174.0,48.0,13,11,25,1459,3.2994596770149656,68.36198685021373
28,25,0,0,0,10.000000000000002,20,10.0,21.24330812694625,21,20.047619047619047,34.16891271936323,32,32.9375,44.999999999999986,8,45.0,9,2.4410000000000007,38893,284,0,0.0,2840.0000000000005,False,-0.10327876145564552,2,1.0390000000000001,48990,9,10,1.0,302.4330812694625,False,0.09309583905673846,0,0.2,64915,101,95,1.0,5391.620829161078,False,0.035086428368170684,0,0.41600000000000004,65106,30,40,1.0,2004.0557525829165,False,0.012079607408127087,0,0.2,98771,0,0,0.0,0.0,False,0.0,8,2.5030000000000006,80886,376,0,0.0,12847.511182480574,False,-0.1160385579649868,0.5,397561,0.0,0.0,14,0,0,10,8,7.166666666666666,20,30,22,204.0,81.0,13,12,22,1254,1.7173082729568705,70.0792951231706
29,22,0,0,0,10.000000000000002,20,10.0,21.212722839553685,28,21.0,37.43757232380764,44,47.68181818181818,44.999999999999986,7,45.0,14,2.572000000000001,38650,297,0,0.0,2970.0000000000005,False,-0.10723818845092979,4,1.0770000000000002,49174,6,10,1.0,272.12722839553686,False,0.09685166861370599,0,0.2,65774,108,81,1.0,5323.417424900217,False,0.047715193319709616,0,0.41600000000000004,65757,31,30,1.0,1780.7215777403935,False,0.020336514473127197,0,0.2,98771,0,0,0.0,0.0,False,0.0,7,2.5650000000000004,78702,420,0,0.0,15723.78037599921,False,-0.12359001945915692,0.5,396828,0.0,0.0,13,0,0,12,7,6.090909090909091,17,29,24,183.0,93.0,11,11,24,2298,1.3658400690183043,71.4451351921889
30,24,0,0,0,10.000000000000002,20,10.0,20.505953176357927,31,15.935483870967742,35.40087418581338,31,24.64516129032258,44.99999999999998,8,45.0,21,2.7680000000000007,38136,308,0,0.0,3080.0000000000005,False,-0.11744817154551117,0,1.0730000000000002,49374,5,10,1.0,255.0595317635793,False,0.10111063630843017,0,0.2,66124,109,81,1.0,5102.619705273898,False,0.05138336246171777,0,0.41600000000000004,65677,41,19,1.0,1513.3606897611292,False,0.0170651777412477,0,0.2,98771,0,0,0.0,0.0,False,0.0,8,2.6380000000000003,77851,451,0,0.0,15965.794257801834,False,-0.13098078252826315,0.5,395933,0.0,0.0,14,0,0,16,6,6.0,16,32,21,204.0,108.0,13,11,21,1254,1.5302071269834414,72.97534231917234
31,21,0,0,0,10.000000000000002,20,10.0,19.45229908267752,21,9.0,34.46653540346194,8,14.0,44.999999999999986,13,45.0,21,2.9570000000000007,37732,319,0,0.0,3190.0000000000005,False,-0.12521131773289437,0,1.0730000000000002,49284,4,20,1.0,429.04598165355037,False,0.10104375368864606,0,0.2,65935,120,91,1.0,5470.730611636339,False,0.05130766401534265,0,0.41600000000000004,65789,31,21,1.0,1326.818515035704,False,0.017351907676447145,0,0.2,98771,0,0,0.0,0.0,False,0.0,13,2.7600000000000007,77478,459,0,0.0,15820.13975018903,False,-0.13549452901059506,0.5,394989,0.0,0.0,9,0,0,13,7,7.0,15,28,17,201.0,73.0,12,9,17,312,1.5620870509883389,74.53742937016068
32,17,0,0,0,10.000000000000002,20,10.0,18.68506992005277,37,14.405405405405405,34.422937511341395,17,34.0,44.999999999999986,10,45.0,21,3.146000000000001,37318,331,0,0.0,3310.0000000000005,False,-0.1330856837796957,0,1.0730000000000004,49548,2,14,1.0,281.59097888073876,False,0.10527616979803289,0,0.2,65940,145,91,1.0,5841.822451939718,False,0.05422482319034063,0,0.41600000000000004,65829,23,24,1.0,1255.9071084334073,False,0.017421478501151267,0,0.2,98771,0,0,0.0,0.0,False,0.0,10,2.8470000000000004,76731,476,0,0.0,16385.318255398503,False,-0.14019642275871202,0.5,394137,0.0,0.0,16,0,0,12,5,5.0,15,27,18,183.0,49.0,11,6,18,1122,1.442496205039788,75.97992557520047
33,18,0,0,0,10.000000000000002,20,10.0,18.40801635011589,36,16.72222222222222,33.13717719188143,11,14.0,44.99999999999999,8,45.0,22,3.3450000000000006,36864,338,0,0.0,3380.0000000000005,False,-0.1424059079989323,0,1.0730000000000002,49822,5,10,1.0,234.0801635011589,False,0.1108426034734091,0,0.2,65940,135,101,1.0,5831.937103645669,False,0.05414915341359843,0,0.41600000000000004,65381,49,23,1.0,1664.1478765689515,False,0.013687808115318311,0,0.2,98771,0,0,0.0,0.0,False,0.0,8,2.9170000000000007,76455,487,0,0.0,16137.805292446255,False,-0.14424372896677035,0.5,393233,0.0,0.0,12,0,0,14,7,7.0,15,29,23,183.0,67.0,11,7,23,758,1.4197506760247052,77.39967625122517
34,23,0,0,0,10.000000000000002,20,10.0,17.723921396997447,18,9.0,28.45873734404835,56,15.321428571428571,44.999999999999986,11,45.0,18,3.503000000000001,36532,346,0,0.0,3460.0000000000005,False,-0.1489011477889492,0,1.0730000000000004,49702,7,20,1.0,424.4784279399489,False,0.11029093366780793,0,0.2,66079,143,92,1.0,5152.724595423084,False,0.05107797574536574,14,0.556,65301,39,10,1.0,975.820307923384,False,0.007194080649760357,0,0.2,98771,0,0,0.0,0.0,False,0.0,11,3.0190000000000006,75400,543,0,0.0,15453.094377818255,False,-0.15839115541090878,0.5,391785,0.0,0.0,14,0,0,14,9,8.272727272727273,15,29,25,237.0,101.0,14,9,25,729,1.3876469520037062,78.78732320322888
35,25,0,0,0,10.0,20,10.0,17.559107602307133,46,16.76086956521739,27.43269966421006,16,15.125,44.99999999999998,9,45.0,29,3.7750000000000012,35816,359,0,0.0,3590.0,False,-0.16338197348518552,0,1.0730000000000002,50142,4,13,1.0,268.26839882999275,False,0.11834091554886998,0,0.2,65917,151,102,1.0,5449.560613697803,False,0.05087004251211594,6,0.6020000000000001,64706,57,10,1.0,1275.1961299736072,False,0.0003765836125293866,0,0.2,98771,0,0,0.0,0.0,False,0.0,9,3.0980000000000008,75017,559,0,0.0,15334.879112293424,False,-0.1628672428531987,0.5,390369,0.0,0.0,10,0,0,16,7,6.857142857142858,17,33,28,258.0,87.0,16,9,28,854,1.54142177302856,80.32874497625744
