index,contract,contract_id,type,level,id,perpetrator,perpetrator_type,victims,step,resolved
0,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 2, 'unit_price': 9} [id 2e61ac2b-b1ae-4a66-9a47-01b355895990]",2e61ac2b-b1ae-4a66-9a47-01b355895990,product,1.0,705182f5-e0aa-4222-a4ea-cbe2ff740afc,01Buy@0,str,['03Dec@1'],-1,False
1,"05Dec@2, 02Ran@1 agreed on {'quantity': 5, 'time': 2, 'unit_price': 8} [id 4e6b65ab-61db-4e8f-b982-b8b060c6f2c8]",4e6b65ab-61db-4e8f-b982-b8b060c6f2c8,product,1.0,8860217a-75dd-4879-b595-633963b3304c,02Ran@1,str,['05Dec@2'],-1,False
2,"05Dec@2, 02Ran@1 agreed on {'quantity': 1, 'time': 2, 'unit_price': 1} [id 565c6b15-cb14-4c53-9e94-2353b02d1bb0]",565c6b15-cb14-4c53-9e94-2353b02d1bb0,product,1.0,f7e24b13-9a41-4dfa-b684-c1a56fb2c340,02Ran@1,str,['05Dec@2'],-1,False
3,"04Ind@2, 02Ran@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 1} [id 29104cc8-0875-49a1-ba60-3610c2adc568]",29104cc8-0875-49a1-ba60-3610c2adc568,product,1.0,7856b9dd-2163-412d-852b-d0ea235108cc,02Ran@1,str,['04Ind@2'],-1,False
4,"04Ind@2, 02Ran@1 agreed on {'quantity': 2, 'time': 2, 'unit_price': 2} [id 3e08a01e-d8b0-430a-ac4c-cfcfc2a2567f]",3e08a01e-d8b0-430a-ac4c-cfcfc2a2567f,product,1.0,77ad8fe6-ee3c-49c9-86f2-1c846c9d97a4,02Ran@1,str,['04Ind@2'],-1,False
5,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 8} [id c1a17081-179a-4609-8ca2-2a971828c66d]",c1a17081-179a-4609-8ca2-2a971828c66d,product,1.0,8e75e4e7-d558-40df-b9ff-d9d342c256d3,01Buy@0,str,['03Dec@1'],-1,False
6,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 3, 'unit_price': 8} [id 59d22972-d8fd-4669-87a0-31bf047b8947]",59d22972-d8fd-4669-87a0-31bf047b8947,product,1.0,c40b6aac-822a-4b33-bdee-3d4c283b0cc1,01Buy@0,str,['03Dec@1'],-1,False
7,"05Dec@2, 02Ran@1 agreed on {'quantity': 4, 'time': 3, 'unit_price': 1} [id 203ea5db-5446-4791-b917-c94ffca5a31c]",203ea5db-5446-4791-b917-c94ffca5a31c,product,1.0,7524cb68-ed6d-4f05-a63a-21cd7fe3b22b,02Ran@1,str,['05Dec@2'],-1,False
8,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 8} [id 56b14b1d-a36f-439b-a326-999c32670bf7]",56b14b1d-a36f-439b-a326-999c32670bf7,product,1.0,e85b8e66-a88c-4665-b19a-298a8864d734,01Buy@0,str,['03Dec@1'],-1,False
9,"03Dec@1, 01Buy@0 agreed on {'quantity': 5, 'time': 4, 'unit_price': 9} [id 062da46c-a1ad-4fb8-9b02-880f0fe161e8]",062da46c-a1ad-4fb8-9b02-880f0fe161e8,product,1.0,d9aa290a-e5f2-4aa8-8ebe-5a7390650a63,01Buy@0,str,['03Dec@1'],-1,False
10,"04Ind@2, 02Ran@1 agreed on {'quantity': 4, 'time': 4, 'unit_price': 6} [id d726a8ec-c206-4df1-a12f-e8075daed24a]",d726a8ec-c206-4df1-a12f-e8075daed24a,product,1.0,590858eb-106f-4085-9d44-20321a354b91,02Ran@1,str,['04Ind@2'],-1,False
11,"04Ind@2, 02Ran@1 agreed on {'quantity': 3, 'time': 4, 'unit_price': 1} [id 94e69dd2-cb6d-4f8b-87b4-46124931e3eb]",94e69dd2-cb6d-4f8b-87b4-46124931e3eb,product,1.0,b8c66d4e-df5d-4554-9625-c62e897094ca,02Ran@1,str,['04Ind@2'],-1,False
12,"05Dec@2, 02Ran@1 agreed on {'quantity': 3, 'time': 4, 'unit_price': 1} [id 0d1fc2fc-bd1f-434d-ba13-3831dfd96d68]",0d1fc2fc-bd1f-434d-ba13-3831dfd96d68,product,1.0,e048ea66-1637-4c40-9604-d7efbc574618,02Ran@1,str,['05Dec@2'],-1,False
13,"BUYER, 07Dec@3 agreed on {'time': 4, 'quantity': 1, 'unit_price': 37} [id 1916d5ac-98bd-4c8d-8820-21c284b6b804]",1916d5ac-98bd-4c8d-8820-21c284b6b804,product,1.0,e56a7a34-89f5-415c-ab46-449e9dd4c874,07Dec@3,str,['BUYER'],-1,False
