index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
30,20,0,0,0,10.000000000000002,20,10.0,14.849173678466586,18,18.88888888888889,27.87660760091918,4,22.0,29.0,20,29.0,0,0.2,45250,9,35,1.0,609.7210787463305,False,0.08720222761683881,5,1.492,36126,303,0,0.0,3030.0000000000005,False,-0.10166821794229254,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6500000000000001,67860,120,31,1.0,2646.075677044485,False,0.020564366468339156,8,2.5930000000000004,69370,225,0,0.0,6272.236710206816,False,-0.07885459383960204,12,2.0570000000000004,76701,0,0,0.0,0.0,False,-0.025561216063420274,0.3333333333333333,363310,0.0,0.0,11,0,0,12,10,10.0,14,26,21,161.0,71.0,10,10,21,613,1.7428764114156365,77.59974745940417
31,21,0,0,0,10.000000000000002,20,10.0,14.298220425101551,6,1.1666666666666667,26.598541965051947,12,16.0,28.999999999999996,20,29.0,0,0.2,45150,9,45,1.0,733.4199191295698,False,0.08629173431576291,6,1.5470000000000002,35903,313,0,0.0,3130.0000000000005,False,-0.10579699768501945,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6500000000000001,68045,116,29,1.0,2429.9512862982865,False,0.02169932648584786,14,2.7250000000000005,68992,237,0,0.0,6303.854445717311,False,-0.08345600824693954,6,2.1050000000000004,76652,0,0,0.0,0.0,False,-0.026183730768742138,0.3333333333333333,362745,0.0,0.0,10,0,0,10,10,10.0,19,29,25,140.0,84.0,13,8,25,392,1.765688668936491,79.36543612834066
32,25,0,0,0,10.000000000000002,20,10.0,15.25931990111764,12,26.0,25.745294635581637,25,22.32,28.999999999999996,20,29.0,0,0.2,45332,12,43,1.0,776.1507557480586,False,0.09114520841684047,0,1.5410000000000001,35833,320,0,0.0,3200.0000000000005,False,-0.10663229994510871,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6500000000000001,68291,118,14,1.0,2161.0338732300243,False,0.023344745262727104,8,2.791000000000001,68355,262,0,0.0,6745.267194522389,False,-0.08874476138298376,12,2.2190000000000007,76500,0,0,0.0,0.0,False,-0.028114796793414047,0.3333333333333333,362314,0.0,0.0,13,0,0,16,10,10.0,18,34,18,195.0,90.0,15,10,18,1070,1.9170912588015199,81.28252738714218
33,18,0,0,0,10.000000000000002,20,10.0,15.25931990111764,0,,25.542481130205605,9,23.0,28.999999999999996,20,29.0,0,0.2,45252,10,53,1.0,908.743954759235,False,0.09081816609101497,0,1.5410000000000001,35713,332,0,0.0,3320.0000000000005,False,-0.10806424667669029,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6500000000000001,68498,108,15,1.0,2031.1437662737894,False,0.025440290948928312,9,2.873,68057,271,0,0.0,6922.012386285719,False,-0.091407947948333,11,2.3170000000000006,76365,0,0,0.0,0.0,False,-0.029829888328484495,0.3333333333333333,361888,0.0,0.0,10,0,0,8,9,9.0,17,25,19,100.0,60.0,8,10,19,407,1.7322800727561116,83.0148074598983
34,19,0,0,0,10.000000000000002,20,10.0,16.61787555098077,20,25.55,25.513855646296495,10,25.2,28.999999999999996,20,29.0,0,0.2,45663,10,43,1.0,814.5686486921732,False,0.09950321768802865,0,1.5410000000000001,35613,342,0,0.0,3420.0000000000005,False,-0.10925753561967495,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6500000000000001,68239,118,15,1.0,2343.617149710178,False,0.023924361988745885,13,2.9940000000000007,67673,280,0,0.0,7143.879580963018,False,-0.09487708776845613,7,2.376000000000001,76265,0,1,0.1,28.999999999999996,False,-0.030916112967362443,0.35000000000000003,361456,0.0,0.0,14,0,0,13,8,8.0,17,30,15,180.0,33.0,13,6,15,963,1.924475316889584,84.93928277678788
35,15,0,0,0,10.0,20,10.0,17.13691047377434,9,25.0,25.156300148518966,16,22.75,28.999999999999996,20,29.0,0,0.2,45798,9,44,1.0,844.0240608460709,False,0.10307658601043022,0,1.541,35503,353,0,0.0,3530.0,False,-0.11057015345695807,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,1,0.6600000000000001,68349,117,10,1.0,2256.5815269167874,False,0.0249050843567304,11,3.091000000000001,67179,296,0,0.0,7446.264843961614,False,-0.09923224344160683,8,2.4490000000000007,76214,0,0,0.0,0.0,False,-0.03174824997141514,0.3333333333333333,361046,0.0,0.0,13,0,0,9,10,8.833333333333332,19,28,18,125.0,30.0,10,5,18,645,1.5440014563500881,86.48328423313797
36,18,0,0,0,10.0,20,10.0,17.8349487130885,14,24.357142857142858,24.755978819843055,10,20.3,29.0,20,29.0,0,0.2,46016,11,41,1.0,841.2328972366286,False,0.10824601915511113,1,1.5510000000000002,35405,361,0,0.0,3610.0,False,-0.11195436863082027,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.6590000000000001,68211,121,10,1.0,2405.588582482139,False,0.02396840624940721,9,3.170000000000001,66884,306,0,0.0,7575.329518871975,False,-0.1021601926055927,11,2.5510000000000006,76088,0,0,0.0,0.0,False,-0.033349002070814225,0.3333333333333333,360607,0.0,0.0,11,0,0,8,9,9.0,19,27,14,116.0,37.0,11,7,14,741,1.5441817864775658,88.02746601961553
37,14,0,0,0,10.0,20,10.0,18.536889514920354,14,25.071428571428573,25.322658038256385,19,28.57894736842105,29.0,20,29.0,0,0.2,46277,10,37,1.0,785.8649120520531,False,0.11381428739233021,0,1.55,35295,372,0,0.0,3720.0,False,-0.11326698646810339,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,9,0.7490000000000001,68142,125,10,1.0,2570.337769747608,False,0.024165703652123467,13,3.291000000000001,66503,316,0,0.0,8001.959940089017,False,-0.10429052418222512,7,2.6100000000000008,75693,0,9,0.9,261.0,False,-0.03670931104137817,0.48333333333333334,359913,0.0,0.0,9,0,0,7,10,9.9,17,24,12,101.0,32.0,8,6,12,884,1.4825401902198792,89.51000620983541
38,12,0,0,0,10.0,20,10.0,20.037572826749127,55,23.581818181818182,24.482254657163608,31,21.35483870967742,28.999999999999996,20,29.0,17,0.37000000000000005,47106,11,10,1.0,310.37572826749124,False,0.1279250582118266,1,1.5599999999999998,35185,381,0,0.0,3810.0,False,-0.11481826209398344,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,21,0.9500000000000002,66744,170,10,1.0,3651.2099271189877,False,0.011515215795475627,8,3.358000000000001,65764,347,0,0.0,8495.342366035771,False,-0.11054500294718937,3,2.633000000000001,75936,0,0,0.0,0.0,False,-0.03528006809548613,0.3333333333333333,358738,0.0,0.0,16,0,0,7,10,9.373015873015873,19,26,19,90.0,27.0,8,4,19,1451,1.471287364140153,90.98129357397556
39,19,0,0,0,10.0,20,10.0,20.037572826749127,0,,24.471086796250756,1,23.0,28.999999999999996,20,29.0,0,0.35300000000000004,47016,10,20,1.0,500.75145653498254,False,0.1280488706299967,0,1.559,35075,392,0,0.0,3920.0,False,-0.11613087993126656,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.9290000000000003,66767,160,19,1.0,3670.9623014086246,False,0.012000193994664616,12,3.4700000000000006,65593,348,0,0.0,8515.938205095263,False,-0.1125866235240985,8,2.710000000000001,75856,0,0,0.0,0.0,False,-0.036296418634787136,0.3333333333333333,358310,0.0,0.0,10,0,0,7,10,10.0,21,28,17,137.0,39.0,11,8,17,223,1.6872855555266142,92.66857912950218
40,17,0,0,0,9.999999999999998,20,10.0,19.511410255315408,5,2.0,25.081689510620755,13,30.692307692307693,28.999999999999996,20,29.0,0,0.35300000000000004,46886,13,30,1.0,715.3423076594622,False,0.12750700827736167,5,1.609,34910,399,0,0.0,3989.999999999999,False,-0.11923343118302666,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.9290000000000003,67156,155,16,1.0,3425.57562174382,False,0.015928658202243963,15,3.6080000000000014,65290,352,0,0.0,8828.754707738506,False,-0.11444898105942795,5,2.7520000000000007,75503,0,9,0.9,260.99999999999994,False,-0.03912314357221806,0.48333333333333334,357748,0.0,0.0,11,0,0,14,9,9.0,15,29,16,120.0,33.0,11,6,16,599,1.6801917618140578,94.34877089131624
41,16,0,0,0,9.999999999999998,20,10.0,19.511410255315408,0,,25.261848839620907,2,36.0,28.999999999999996,20,29.0,0,0.35300000000000004,46776,14,40,1.0,920.4564102126163,False,0.12732937650906442,0,1.604,34820,408,0,0.0,4079.999999999999,False,-0.12030739123171284,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.9290000000000003,67228,145,24,1.0,3435.4388591716356,False,0.017063526967292936,13,3.723000000000001,65120,352,0,0.0,8892.17079154656,False,-0.11620589488682585,0,2.7470000000000008,75634,0,4,0.2,115.99999999999999,False,-0.0383799372403542,0.3666666666666667,357581,0.0,0.0,13,0,0,9,5,5.0,18,27,18,117.0,18.0,10,6,18,475,1.7277867523953319,96.07655764371157
42,18,0,0,0,9.999999999999998,20,10.0,19.15828767691795,3,1.0,24.819192206114934,15,21.6,29.0,20,29.0,0,0.35300000000000004,46656,16,50,1.0,1117.9143838458974,False,0.12682172721230875,3,1.634,34680,416,0,0.0,4159.999999999999,False,-0.12269396911768216,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,0.9290000000000003,67549,138,19,1.0,3115.408351330861,False,0.01943831854232156,12,3.830000000000001,64643,367,0,0.0,9108.643539644181,False,-0.12089080876320178,4,2.7870000000000013,75720,0,0,0.0,0.0,False,-0.038024214551598844,0.3333333333333333,357251,0.0,0.0,12,0,0,16,10,10.0,14,30,18,139.0,12.0,14,4,18,640,1.9566701939329505,98.03322783764452
43,18,0,0,0,9.999999999999998,20,10.0,18.678389492193705,22,15.590909090909092,24.58390917413215,45,24.0,28.999999999999996,20,29.0,0,0.35300000000000004,46891,15,47,1.0,1027.884306133104,False,0.13135586628162932,9,1.7209999999999999,34384,427,0,0.0,4269.999999999999,False,-0.1284456218228682,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,26,1.1890000000000003,67532,150,10,1.0,3047.5975155703777,False,0.018687379335661967,12,3.938000000000001,64490,367,0,0.0,9022.294666906499,False,-0.12338308369070866,8,2.863000000000001,74561,35,10,1.0,1150.4368210946252,False,-0.04544079871752679,0.5,355861,0.0,0.0,10,0,0,12,13,12.577777777777778,18,30,18,147.0,30.0,13,5,18,525,3.411378303542733,101.44460614118725
44,18,0,0,0,9.999999999999998,20,10.0,17.283839910983993,15,3.6,24.58390917413215,0,,29.0,20,29.0,0,0.35300000000000004,46811,13,57,1.0,1115.1788749260875,False,0.13048828041008673,15,1.8619999999999999,33979,439,0,0.0,4389.999999999999,False,-0.1366793155294623,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,67478,155,20,1.0,3170.6733696851616,False,0.018798576241611166,7,3.9960000000000013,64430,367,0,0.0,9022.294666906499,False,-0.12414534659518442,3,2.8850000000000007,74833,25,10,1.0,904.5977293533037,False,-0.04354682371810697,0.5,355534,0.0,0.0,13,0,0,5,6,6.0,21,26,19,100.0,54.0,10,8,19,490,1.3686746777966619,102.81328081898391
45,19,0,0,0,10.0,20,10.0,17.824576152948616,11,25.0,24.560077784341722,6,24.0,29.0,20,29.0,0,0.35300000000000004,46966,15,56,1.0,1148.1762645651224,False,0.13458123033537525,0,1.8470000000000002,33899,447,0,0.0,4470.0,False,-0.13763394668385004,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,67347,156,24,1.0,3370.075746684185,False,0.018336866945110487,12,4.109000000000001,64139,373,0,0.0,9160.909013559462,False,-0.12696181689454436,0,2.8820000000000006,75065,15,12,1.0,716.4011667651258,False,-0.04179486764089073,0.5,355419,0.0,0.0,14,0,0,10,4,4.0,22,32,21,173.0,45.0,14,5,21,851,1.6110803075134754,104.42436112649739
46,21,0,0,0,10.0,20,10.0,19.07867921807286,36,24.0,24.560077784341722,0,,29.0,20,29.0,0,0.35300000000000004,47710,17,30,1.0,742.3603765421858,False,0.1474948136863343,0,1.8470000000000004,33819,455,0,0.0,4550.0,False,-0.13858857783823775,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,66483,182,34,1.0,4307.362262356879,False,0.01250470033749488,7,4.167000000000001,64081,373,0,0.0,9160.909013559462,False,-0.1276986710355376,1,2.892000000000001,75407,5,10,1.0,412.80038892170865,False,-0.03937849917471243,0.5,355503,0.0,0.0,16,0,0,14,3,2.166666666666667,16,30,14,133.0,57.0,12,9,14,1267,1.6462974147871137,106.0706585412845
47,14,0,0,0,10.0,20,10.0,18.636504454495018,4,1.0,24.209402995077546,21,22.0,29.0,20,29.0,0,0.35300000000000004,47580,20,40,1.0,945.4601781798008,False,0.14681582991073958,4,1.8870000000000002,33669,462,0,0.0,4620.0,False,-0.14133314240710246,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,66941,176,23,1.0,3836.841052877907,False,0.015790475245821008,7,4.230000000000001,63557,394,0,0.0,9538.504780060553,False,-0.1319572066872019,3,2.921000000000001,75679,0,5,0.5,145.0,False,-0.03762402652674907,0.4166666666666667,355429,0.0,0.0,16,0,0,9,5,4.6,19,28,17,90.0,27.0,10,4,17,894,1.3999299686402082,107.47058850992471
48,17,0,0,0,10.0,20,10.0,18.636504454495018,0,,23.540294624312338,8,12.0,29.000000000000004,20,29.0,0,0.35300000000000004,47470,21,50,1.0,1141.8252227247508,False,0.14653379660061522,0,1.883,33579,471,0,0.0,4710.0,False,-0.14240710245578864,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,67037,166,25,1.0,3682.1671050539812,False,0.016065785784227442,9,4.3130000000000015,63466,394,0,0.0,9274.87608197906,False,-0.13478792523484653,6,2.9780000000000006,75676,0,8,0.8,232.00000000000003,False,-0.037109499066227944,0.4666666666666666,355231,0.0,0.0,9,0,0,10,7,6.6,19,29,17,128.0,18.0,11,6,17,383,1.436156558804214,108.90674506872892
49,17,0,0,0,10.0,20,10.0,16.025813675317835,49,8.183673469387756,23.421635767704704,18,22.555555555555557,29.000000000000004,20,29.0,0,0.35300000000000004,47784,17,38,1.0,778.9809196620777,False,0.14969787021386216,27,2.1530000000000005,32705,485,0,0.0,4850.0,False,-0.1615951886589819,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,67042,205,17,1.0,3683.459611491136,False,0.016149077368681684,9,4.394000000000001,62969,412,0,0.0,9649.713936294338,False,-0.13872096136410542,3,3.002000000000001,75888,0,0,0.0,0.0,False,-0.03588987841906673,0.3333333333333333,354391,0.0,0.0,18,0,0,14,9,8.5,11,25,16,87.0,22.0,8,9,16,1183,1.3509349199011922,110.25767998863012
50,16,0,0,0,10.0,20,10.0,16.025813675317835,0,,22.724708652141548,12,14.916666666666666,29.000000000000004,20,29.0,0,0.35300000000000004,47704,15,48,1.0,919.2390564152561,False,0.14946229274259873,0,2.126,32585,497,0,0.0,4970.0,False,-0.16302713539056346,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.1630000000000003,67221,195,15,1.0,3465.904296469101,False,0.017184973199701196,10,4.485000000000001,62859,412,0,0.0,9362.579964682318,False,-0.14194237314876632,10,3.099000000000001,75599,2,10,1.0,335.44941730428314,False,-0.03743060601613281,0.5,353971,0.0,0.0,12,0,0,7,9,9.0,21,28,16,121.0,18.0,10,6,16,379,1.210723609663546,111.46840359829366
51,16,0,0,0,10.000000000000002,20,10.0,16.025813675317835,0,,22.15836900233512,23,18.91304347826087,29.0,20,29.0,0,0.35300000000000004,47614,14,58,1.0,1069.4971931684345,False,0.14910738637703683,0,2.126,32475,508,0,0.0,5080.000000000001,False,-0.16433975322784658,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,8,1.2430000000000003,67424,185,10,1.0,3186.359219957151,False,0.018117682957095864,11,4.585000000000001,62298,435,0,0.0,9638.890516015777,False,-0.14731435394397502,0,3.0890000000000004,75860,0,3,0.2,87.0,False,-0.03569296050207717,0.3666666666666667,353674,0.0,0.0,15,0,0,10,5,5.0,22,32,15,147.0,9.0,13,3,15,728,1.3736917013302445,112.8420952996239
52,15,0,0,0,10.000000000000002,20,10.0,16.94854221410884,18,26.0,22.102951574629206,7,21.0,29.000000000000004,20,29.0,0,0.35300000000000004,47972,15,50,1.0,997.427110705442,False,0.15679133088357602,0,2.1260000000000003,32385,517,0,0.0,5170.000000000001,False,-0.1654137132765328,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.235,67103,193,13,1.0,3558.407017793186,False,0.016126561962805073,7,4.644000000000001,62086,442,0,0.0,9769.504595986109,False,-0.14917799730675935,10,3.1890000000000005,75834,0,0,0.0,0.0,False,-0.036575915033094916,0.3333333333333333,353383,0.0,0.0,11,0,0,12,8,7.5,15,27,15,98.0,27.0,11,4,15,873,1.4071202501654625,114.24921554978937
53,15,0,0,0,10.000000000000002,20,10.0,17.4355888293532,20,21.7,22.160337594550985,9,23.0,29.000000000000007,20,29.0,0,0.35300000000000004,48294,16,42,1.0,892.2947308328344,False,0.16322157861188075,2,2.1460000000000004,32255,526,0,0.0,5260.000000000001,False,-0.1674423044796067,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.2350000000000003,66876,203,14,1.0,3849.6692586824133,False,0.014926236252802125,7,4.707000000000001,61815,451,0,0.0,9994.312255142495,False,-0.15119286359850032,13,3.309000000000001,75665,0,0,0.0,0.0,False,-0.038722955547368286,0.3333333333333333,352908,0.0,0.0,10,0,0,8,9,9.0,20,28,14,130.0,27.0,11,4,14,839,1.302079520188272,115.55129506997764
54,14,0,0,0,10.000000000000002,20,10.0,16.576177538627686,12,4.0,22.170107150459366,28,22.214285714285715,29.000000000000007,20,29.0,0,0.35300000000000004,48252,12,50,1.0,948.8088769313842,False,0.16289359295638994,10,2.2440000000000007,31935,540,0,0.0,5400.000000000001,False,-0.17340874919452998,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,14,1.3750000000000002,66988,205,10,1.0,3619.817466923269,False,0.014883074443665406,8,4.780000000000001,61111,479,0,0.0,10619.481325070035,False,-0.15616555508575442,12,3.416000000000001,75511,0,0,0.0,0.0,False,-0.04067943033552272,0.3333333333333333,351800,0.0,0.0,11,0,0,10,13,12.6,19,29,17,144.0,21.0,12,2,17,458,1.3638535300269723,116.91514860000461
55,17,0,0,0,10.000000000000002,20,10.0,15.753756137509605,29,10.96551724137931,21.937874195167637,11,19.0,29.00000000000001,20,29.0,0,0.35300000000000004,48440,10,48,1.0,856.180294600461,False,0.16627503275101382,17,2.404000000000001,31453,552,0,0.0,5520.000000000001,False,-0.18348010787332045,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,1,1.3710000000000002,66850,224,10,1.0,3748.220116753828,False,0.013794421784904849,9,4.862000000000001,60809,490,0,0.0,10749.558355632142,False,-0.15917600424560016,11,3.514000000000001,75379,0,0,0.0,0.0,False,-0.04235640872536938,0.3333333333333333,350934,0.0,0.0,10,0,0,11,12,11.09090909090909,17,28,17,124.0,45.0,12,5,17,468,1.403760563582182,118.3189091635868
56,17,0,0,0,10.000000000000002,20,10.0,15.341448232228812,10,8.0,21.937874195167637,0,,29.000000000000007,20,29.0,0,0.35300000000000004,48390,13,48,1.0,866.389515146983,False,0.16520356930797567,0,2.387000000000001,31383,559,0,0.0,5590.000000000001,False,-0.1843154101334097,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,66770,224,20,1.0,3875.2418879226066,False,0.013551180043389064,10,4.953000000000001,60699,490,0,0.0,10749.558355632142,False,-0.16057348623713902,10,3.603000000000001,75264,0,0,0.0,0.0,False,-0.043817412625614574,0.3333333333333333,350509,0.0,0.0,9,0,0,6,9,9.0,20,26,21,135.0,66.0,10,7,21,280,1.3660805691033602,119.68498973269016
57,21,0,0,0,10.000000000000002,20,10.0,15.341448232228812,0,,21.05747794693005,17,14.058823529411764,29.000000000000007,20,29.0,0,0.35300000000000004,48280,14,58,1.0,1029.803997469271,False,0.16452834058219692,0,2.3870000000000005,31293,568,0,0.0,5680.000000000001,False,-0.1853893701820959,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,67009,214,13,1.0,3556.817135007056,False,0.014728179608838177,11,5.053000000000001,60435,499,0,0.0,10507.681495518094,False,-0.16546389099946576,9,3.6830000000000016,75066,0,8,0.8,232.00000000000006,False,-0.044859171928398105,0.4666666666666666,350086,0.0,0.0,11,0,0,10,9,9.0,22,32,15,190.0,51.0,14,7,15,439,1.5638659792020917,121.24885571189225
58,15,0,0,0,10.000000000000002,20,10.0,15.341448232228812,0,,21.05506504267293,6,21.0,29.000000000000007,20,29.0,0,0.35300000000000004,48190,13,68,1.0,1173.2184797915593,False,0.1640917696450151,0,2.3870000000000005,31183,579,0,0.0,5790.000000000001,False,-0.186701988019379,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,67135,204,17,1.0,3487.5915451001174,False,0.016076292208913837,12,5.162000000000001,60162,505,0,0.0,10632.80784654983,False,-0.16813736075013133,0,3.6740000000000013,75298,0,0,0.0,0.0,False,-0.043385463646411646,0.3333333333333333,349971,0.0,0.0,12,0,0,3,5,5.0,22,25,15,102.0,51.0,8,7,15,558,1.42724428512156,122.67609999701381
59,15,0,0,0,10.000000000000002,20,10.0,15.930868924615229,11,25.0,20.75367915469417,5,13.0,29.000000000000007,20,29.0,0,0.35300000000000004,48335,16,67,1.0,1227.3682179492203,False,0.16819847041776112,0,2.3870000000000005,31113,586,0,0.0,5860.000000000001,False,-0.18753729027946828,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,66925,205,22,1.0,3722.409070949394,False,0.01471041814268827,9,5.240000000000001,60069,505,0,0.0,10480.607973120555,False,-0.1702856708985774,11,3.7840000000000007,75108,0,5,0.5,145.00000000000003,False,-0.04487822850101,0.4166666666666667,349553,0.0,0.0,11,0,0,5,9,9.0,22,27,16,118.0,63.0,9,6,16,540,1.4349473044276237,124.11104730144143
60,16,0,0,0,10.000000000000002,20,10.0,15.930868924615229,0,,20.4113633405976,15,17.666666666666668,29.000000000000004,20,29.0,0,0.35300000000000004,48215,18,77,1.0,1406.6769071953727,False,0.16747424771718306,0,2.387000000000001,31033,594,0,0.0,5940.000000000001,False,-0.18849192143385599,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,67190,195,17,1.0,3453.5126170901285,False,0.01663627297268093,12,5.351000000000002,59758,512,0,0.0,10450.618030385971,False,-0.1744272354605594,3,3.803000000000001,75128,0,8,0.8,232.00000000000003,False,-0.04407150026043983,0.4666666666666666,349327,0.0,0.0,11,0,0,6,7,6.5,20,26,15,117.0,51.0,9,7,15,552,1.3668859843164682,125.4779332857579
61,15,0,0,0,10.000000000000002,20,10.0,16.241414823118607,15,19.6,20.4113633405976,0,,29.000000000000007,20,29.0,0,0.35300000000000004,48401,18,76,1.0,1414.3475265570141,False,0.17200481523778688,4,2.427000000000001,30857,604,0,0.0,6040.000000000001,False,-0.19149900957017732,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,66896,200,27,1.0,3799.3897748198565,False,0.01485041654855408,11,5.449000000000001,59630,512,0,0.0,10450.618030385971,False,-0.17605339632344102,1,3.810000000000001,75354,0,0,0.0,0.0,False,-0.042674018268900944,0.3333333333333333,349141,0.0,0.0,12,0,0,7,6,5.5,21,28,11,115.0,48.0,9,6,11,689,1.3577457442879677,126.83567903004587
62,11,0,0,0,10.000000000000002,20,10.0,16.854246639988983,12,25.0,20.121141636038338,11,16.90909090909091,29.000000000000007,20,29.0,0,0.35300000000000004,48621,16,74,1.0,1407.2142513591848,False,0.17717016600271093,0,2.423000000000001,30737,616,0,0.0,6160.000000000001,False,-0.1929309563017589,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,66782,202,26,1.0,3927.7075038147714,False,0.014115177269282436,13,5.568000000000002,59333,518,0,0.0,10422.75136746786,False,-0.1800036120623794,7,3.8790000000000004,75239,0,5,0.5,145.00000000000003,False,-0.043213954492904605,0.4166666666666667,348715,0.0,0.0,12,0,0,4,9,9.0,19,23,12,68.0,17.0,5,6,12,686,1.2231290368363261,128.0588080668822
63,12,0,0,0,10.0,20,10.0,18.017655885624627,24,25.5,20.121141636038338,0,,29.000000000000007,20,29.0,0,0.35300000000000004,49123,17,60,1.0,1251.0593531374777,False,0.1872874078558683,0,2.423000000000001,30647,625,0,0.0,6250.0,False,-0.1940049163504451,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,66170,216,36,1.0,4616.1747701923,False,0.010165179971620038,10,5.655000000000001,59217,518,0,0.0,10422.75136746786,False,-0.18147732034436584,5,3.9220000000000015,75346,0,0,0.0,0.0,False,-0.04277565332283104,0.3333333333333333,348506,0.0,0.0,15,0,0,4,7,7.0,19,23,13,61.0,21.0,5,7,13,957,1.3042156361043453,129.36302370298654
64,13,0,0,0,10.0,20,10.0,18.822516416019408,18,26.0,19.57111486602602,10,13.0,29.00000000000001,8,29.0,0,0.35300000000000004,49521,14,52,1.0,1118.7708536330092,False,0.19520740380459897,0,2.423000000000001,30517,638,0,0.0,6380.0,False,-0.19555619197632515,0,0.2,68003,0,0,0.0,0.0,False,0.0031568543569015623,0,1.37,65832,224,36,1.0,4920.803812365284,False,0.007426011686005697,8,5.725000000000001,59137,518,0,0.0,10137.837500601478,False,-0.18430349814769173,0,3.9170000000000007,75216,0,10,1.0,290.0000000000001,False,-0.042585087596712104,0.5,348226,0.0,0.0,14,0,0,7,4,4.0,21,28,15,100.0,12.0,9,4,15,798,1.4495765585452318,130.81260026153177
