index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,5,0,0,0,10.0,20,10.0,2.2503998505520446,15,2.0,14.313703872007766,0,,33.99999999999999,20,34.0,15,1.5470000000000002,32969,366,0,0.0,3660.0,False,-0.11380768055414077,0,1.3790000000000002,33192,374,0,0.0,3740.0,False,-0.107110115106448,0,0.8300000000000001,59028,7,40,1.0,588.300953834175,False,0.031707516251014554,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,10,2.7120000000000006,82020,0,0,0.0,0.0,False,-0.03331879736466817,10,3.3510000000000004,76652,249,0,0.0,3564.112264129934,False,-0.07558244685062557,0.16666666666666666,341965,0.0,0.0,6,0,0,2,6,6.0,15,17,5,63.0,3.0,4,1,5,200,0.6372706461697817,43.82777838036418
37,5,0,0,0,10.0,20,10.0,2.2503998505520446,0,,14.972405291574658,12,22.416666666666668,33.99999999999999,20,34.0,0,1.5320000000000005,32849,378,0,0.0,3780.0,False,-0.11533564225323419,0,1.3790000000000002,33112,382,0,0.0,3820.0,False,-0.10812875623917693,0,0.8300000000000001,59297,0,35,0.7,524.034185205113,False,0.03582700729756262,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,5,2.752000000000001,81794,0,5,0.5,169.99999999999997,False,-0.03498061216071281,15,3.491,76326,256,0,0.0,3832.9357546431124,False,-0.07784049079729918,0.19999999999999998,341482,0.0,0.0,9,0,0,3,7,7.0,15,18,7,47.0,3.0,4,1,7,469,0.6334866657853127,44.46126504614949
38,7,0,0,0,10.0,20,10.0,2.18038853843944,5,1.0,14.763574128162757,18,13.222222222222221,33.99999999999999,20,34.0,0,1.532,32739,389,0,0.0,3890.0,False,-0.11673627381073648,5,1.4290000000000005,32932,391,0,0.0,3910.0,False,-0.11156667006213711,0,0.8300000000000001,59530,0,22,0.5,324.79863081958064,False,0.03814673847214372,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,5,2.797000000000001,81929,0,0,0.0,0.0,False,-0.03439131613374662,10,3.5760000000000005,75962,274,0,0.0,4045.2193111165952,False,-0.08087958730941233,0.08333333333333333,341196,0.0,0.0,11,0,0,6,5,4.833333333333333,13,19,8,100.0,3.0,6,1,8,574,0.7065537003800273,45.16781874652952
39,8,0,0,0,10.0,20,10.0,2.0858167970698593,7,1.0,15.588908309547408,5,38.0,33.99999999999999,20,34.0,0,1.532,32609,402,0,0.0,4020.0,False,-0.118391565651421,7,1.494,32736,398,0,0.0,3980.0,False,-0.11566670062137109,0,0.8300000000000001,59713,0,24,0.7,374.1337994291378,False,0.04175841144566983,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,13,2.922000000000001,81745,0,0,0.0,0.0,False,-0.03655992551298219,7,3.6360000000000006,75705,279,0,0.0,4349.305418363727,False,-0.08211660153945505,0.11666666666666665,340612,0.0,0.0,7,0,0,6,7,7.0,13,19,9,99.0,3.0,7,1,9,390,0.8412861861288548,46.009104932658374
40,9,0,0,0,9.999999999999998,20,10.0,2.0206541653044,6,1.1666666666666667,16.439793398524113,5,38.0,33.99999999999999,20,34.0,5,1.582,32439,410,0,0.0,4099.999999999999,False,-0.12170214933279005,1,1.4970000000000003,32599,410,0,0.0,4099.999999999999,False,-0.1176275848018743,0,0.8300000000000001,59896,0,25,0.6,410.99483496310285,False,0.04526161181031932,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,8,2.9890000000000003,81470,0,5,0.5,169.99999999999997,False,-0.0387992504154537,12,3.7490000000000006,75535,279,0,0.0,4586.702358188228,False,-0.08272123729661494,0.18333333333333335,340043,0.0,0.0,7,0,0,8,9,9.0,15,23,9,132.0,0.0,9,0,9,390,1.8728259662166238,47.881930898875
41,9,0,0,0,9.999999999999998,20,10.0,1.9577824536353152,5,1.0,15.68097003770705,19,10.947368421052632,33.99999999999999,20,34.0,0,1.5770000000000002,32309,423,0,0.0,4229.999999999999,False,-0.12335744117347458,5,1.5460000000000003,32439,417,0,0.0,4169.999999999999,False,-0.12081083834165224,0,0.8300000000000001,60099,0,11,0.5,172.49067041477755,False,0.046718122666609616,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,8,3.061000000000001,81565,0,0,0.0,0.0,False,-0.038681391210060465,7,3.8070000000000013,75260,298,0,0.0,4672.929071236701,False,-0.08545423485075081,0.08333333333333333,339776,0.0,0.0,9,0,0,7,6,5.5,14,21,8,134.0,0.0,9,0,8,544,0.8588075200095773,48.740738418884575
42,8,0,0,0,9.999999999999998,20,10.0,1.9577824536353152,0,,15.051021982940112,19,10.947368421052632,33.99999999999999,20,34.0,0,1.5770000000000004,32249,429,0,0.0,4289.999999999999,False,-0.12412142202302129,0,1.5410000000000004,32299,431,0,0.0,4309.999999999999,False,-0.12259346032392789,8,0.9100000000000001,60067,0,0,0.0,0.0,False,0.04466164628950069,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,9,3.1430000000000007,81472,0,0,0.0,0.0,False,-0.03977748182021757,11,3.910000000000001,74906,317,0,0.0,4771.173968592016,False,-0.08904749744485946,0.0,339097,0.0,0.0,8,0,0,4,7,6.8,16,20,7,132.0,0.0,8,0,7,308,0.7515450054779649,49.49228342436254
43,7,0,0,0,9.999999999999998,20,10.0,1.908061504069699,4,1.0,15.051021982940112,0,,33.99999999999999,20,34.0,1,1.5870000000000002,32131,439,0,0.0,4389.999999999999,False,-0.12585311194866047,3,1.5710000000000002,32145,441,0,0.0,4409.999999999999,False,-0.1252419272690231,0,0.9020000000000001,60063,0,4,0.4,60.20408793176045,False,0.04511560277510709,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,8,3.2140000000000004,81389,0,0,0.0,0.0,False,-0.040755713224981435,12,4.019,74742,317,0,0.0,4771.173968592016,False,-0.09098038841330855,0.06666666666666667,338574,0.0,0.0,6,0,0,2,9,9.0,18,20,4,112.0,0.0,7,0,4,200,0.6737437583506107,50.16602718271315
44,4,0,0,0,9.999999999999998,20,10.0,1.8585403519349684,4,1.0,15.035183249720767,1,13.0,34.0,20,34.0,4,1.626,31929,452,0,0.0,4519.999999999999,False,-0.1293419578282571,0,1.5680000000000003,32075,448,0,0.0,4479.999999999999,False,-0.12613323826016096,0,0.9020000000000001,60072,0,7,0.4,105.24628274804536,False,0.04566380530746664,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,11,3.3160000000000003,81239,0,0,0.0,0.0,False,-0.042523601305879996,9,4.097,74624,318,0,0.0,4781.188273411204,False,-0.09231211313652095,0.06666666666666667,338043,0.0,0.0,7,0,0,1,8,8.0,14,15,6,63.0,0.0,4,0,6,213,0.5798362931236625,50.74586347583681
45,6,0,0,0,10.0,20,10.0,1.838056027318583,4,1.5,15.035183249720767,0,,34.0,20,34.0,4,1.6620000000000001,31786,459,0,0.0,4590.0,False,-0.13209228888662525,0,1.5680000000000003,31945,461,0,0.0,4610.0,False,-0.12778853010084548,0,0.9020000000000001,60066,0,11,0.4,165.38701574692843,False,0.04608242765741087,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,10,3.4050000000000007,81113,0,0,0.0,0.0,False,-0.044008627293834784,10,4.188000000000001,74505,318,0,0.0,4781.188273411204,False,-0.09371463768070047,0.06666666666666667,337519,0.0,0.0,6,0,0,2,8,8.0,15,17,7,87.0,3.0,5,1,7,200,0.6444304008036852,51.3902938766405
46,7,0,0,0,10.0,20,10.0,1.838056027318583,0,,15.017869122117489,1,13.0,34.0,20,34.0,0,1.6580000000000001,31666,471,0,0.0,4710.0,False,-0.13362025058571866,0,1.5680000000000003,31865,469,0,0.0,4690.0,False,-0.1288071712335744,0,0.9020000000000001,60079,0,10,0.0,150.1786912211749,False,0.04617626994574835,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,10,3.4950000000000014,80978,0,1,0.1,34.0,False,-0.04539936591747498,10,4.2780000000000005,74379,318,0,0.0,4775.682380833361,False,-0.0952321096748655,0.016666666666666666,337071,0.0,0.0,8,0,0,3,6,6.0,15,18,4,87.0,3.0,6,1,4,213,0.7119856495410204,52.10227952618152
47,4,0,0,0,10.0,20,10.0,1.8499616824478091,5,2.0,15.708658820853154,14,20.928571428571427,34.0,20,34.0,0,1.6580000000000004,31606,477,0,0.0,4770.0,False,-0.13438423143526534,5,1.6180000000000003,31640,483,0,0.0,4830.0,False,-0.13275440562289906,4,0.942,60242,0,5,0.5,78.54329410426577,False,0.04838817452568103,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,9,3.5750000000000006,80914,0,0,0.0,0.0,False,-0.04635402548116021,10,4.368000000000001,73970,332,0,0.0,5215.274728523247,False,-0.0974620509356651,0.08333333333333333,336476,0.0,0.0,8,0,0,3,8,6.944444444444445,14,17,4,61.0,0.0,4,0,4,385,0.5760693214833736,52.67834884766489
48,4,0,0,0,10.0,20,10.0,1.8038411716269358,6,1.3333333333333333,16.65233045574789,5,37.0,34.0,14,34.0,5,1.7080000000000004,31382,490,0,0.0,4900.0,False,-0.1384333299378629,1,1.6230000000000004,31552,490,0,0.0,4900.0,False,-0.1341041051237649,0,0.9380000000000002,60419,0,6,0.6,99.91398273448735,False,0.051652324238112765,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80729,0,5,0.5,170.0,False,-0.04753261753509258,14,4.498000000000001,73755,332,0,0.0,5528.5737113083,False,-0.0981497653935419,0.18333333333333335,335941,0.0,0.0,7,0,0,1,8,8.0,16,17,6,47.0,3.0,3,1,6,385,0.5702338125556707,53.24858266022056
49,6,0,0,0,10.0,20,10.0,2.155750900087042,11,4.090909090909091,17.65428568110681,5,38.0,34.0,12,34.0,1,1.713,31248,502,0,0.0,5020.0,False,-0.14031781603341142,10,1.7220000000000002,31302,498,0,0.0,4980.0,False,-0.13945197107059182,0,0.9380000000000002,60564,1,11,1.0,196.35289339226196,False,0.05501272103334201,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80539,0,10,0.5,340.0,False,-0.048770139191721566,12,4.604000000000001,73589,332,0,0.0,5861.222846127461,False,-0.09814594006784291,0.25,335346,0.0,0.0,7,0,0,2,7,7.0,16,18,4,75.0,3.0,5,1,4,390,0.6204967712983489,53.86907943151891
50,4,0,0,0,10.0,20,10.0,2.3699310742425608,6,4.666666666666667,17.65428568110681,0,,34.0,10,34.0,0,1.7120000000000002,31158,511,0,0.0,5110.0,False,-0.1414637873077315,6,1.7720000000000002,31098,509,0,0.0,5090.0,False,-0.14324640929000712,0,0.9380000000000002,60536,0,18,0.7,317.7771422599226,False,0.055581637439433014,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80539,0,10,0.0,340.0,False,-0.048770139191721566,10,4.692000000000001,73480,332,0,0.0,5861.222846127461,False,-0.0994306054066292,0.11666666666666665,334915,0.0,0.0,6,0,0,2,5,5.0,16,18,5,48.0,0.0,4,0,5,200,0.6267300341278315,54.495809465646744
51,5,0,0,0,10.000000000000002,20,10.0,2.3641784291382515,1,2.0,17.65428568110681,0,,34.0,7,34.0,1,1.7219999999999998,31061,519,0,0.0,5190.000000000001,False,-0.14291535092187022,0,1.7660000000000002,30978,521,0,0.0,5210.000000000001,False,-0.14477437098910054,0,0.9380000000000002,60534,0,19,0.1,335.43142794102937,False,0.05570037242335547,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80539,0,10,0.0,340.0,False,-0.048770139191721566,7,4.752000000000001,73411,332,0,0.0,5861.222846127461,False,-0.10024383392384253,0.016666666666666666,334627,0.0,0.0,6,0,0,3,3,3.0,14,17,6,74.0,0.0,5,0,6,200,0.6174180181697011,55.113227483816445
52,6,0,0,0,10.000000000000002,20,10.0,2.2368605076523447,10,1.5,18.662726846602457,5,38.0,34.0,14,34.0,5,1.771,30881,528,0,0.0,5280.000000000001,False,-0.1463532647448304,5,1.8160000000000003,30783,532,0,0.0,5320.000000000001,False,-0.14833961495365183,0,0.9380000000000002,60709,0,24,1.0,447.905444318459,False,0.05972195554982224,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80349,0,15,0.5,510.0,False,-0.05000766084835056,14,4.885000000000001,73186,332,0,0.0,6196.025313072016,False,-0.10092268840930131,0.25,334012,0.0,0.0,7,0,0,2,7,7.0,16,18,4,82.0,3.0,5,1,4,390,0.6319783609360456,55.74520584475249
53,4,0,0,0,10.000000000000002,20,10.0,2.0481265612920168,11,1.0,19.672091345513447,5,38.0,34.00000000000001,8,34.0,3,1.7960000000000003,30737,537,0,0.0,5370.000000000001,False,-0.14887440154833453,8,1.8910000000000002,30517,543,0,0.0,5430.000000000001,False,-0.15371294692879697,0,0.9380000000000002,60888,1,29,1.0,572.538775581182,False,0.06391884011531664,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80349,0,15,0.0,510.0000000000001,False,-0.05000766084835056,8,4.9510000000000005,72913,337,0,0.0,6629.494783438032,False,-0.10158582634955836,0.16666666666666666,333508,0.0,0.0,8,0,0,6,6,6.0,12,18,7,50.0,0.0,4,0,7,390,0.6387248206883669,56.38393066544086
54,7,0,0,0,10.000000000000002,20,10.0,2.16147698934938,4,4.0,20.6219778933828,5,37.0,34.00000000000001,12,34.0,4,1.8330000000000002,30557,549,0,0.0,5490.000000000001,False,-0.15193032494652134,0,1.8830000000000005,30437,551,0,0.0,5510.000000000001,False,-0.15473158806152593,0,0.9380000000000002,61057,0,29,0.5,598.0373589081013,False,0.06707975233402406,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.5660000000000016,80349,0,15,0.0,510.0000000000001,False,-0.05000766084835056,12,5.063000000000001,72572,342,0,0.0,7052.716439536918,False,-0.10311079684881659,0.08333333333333333,333076,0.0,0.0,8,0,0,2,4,4.0,16,18,7,111.0,0.0,7,0,7,385,0.7002769531682134,57.08420761860907
55,7,0,0,0,10.000000000000002,20,10.0,2.190663908553086,1,4.0,21.61968989704962,5,38.0,34.00000000000001,13,34.0,1,1.839,30472,556,0,0.0,5560.000000000001,False,-0.1532036263624325,0,1.8830000000000005,30307,564,0,0.0,5640.000000000001,False,-0.15638687990221045,0,0.9380000000000002,61243,0,25,0.1,540.4922474262405,False,0.069814190224406,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80159,0,20,0.5,680.0000000000001,False,-0.05124518250497955,13,5.181000000000001,72388,342,0,0.0,7393.933944790971,False,-0.10326862502627687,0.09999999999999999,332673,0.0,0.0,7,0,0,8,5,5.0,13,21,5,96.0,0.0,7,0,5,390,0.7173854634165764,57.80159308202565
56,5,0,0,0,10.000000000000002,20,10.0,2.081029130357621,15,1.6666666666666667,22.60195332450538,5,38.0,34.00000000000001,10,34.0,6,1.8980000000000004,30244,568,0,0.0,5680.000000000001,False,-0.15748191911989406,9,1.9730000000000003,30059,572,0,0.0,5720.000000000001,False,-0.16168381379240093,0,0.9380000000000002,61408,5,30,1.0,688.4637453869495,False,0.07397053640399791,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80159,0,20,0.0,680.0000000000001,False,-0.05124518250497955,10,5.268000000000001,72077,347,0,0.0,7842.877803603367,False,-0.10428843799071645,0.16666666666666666,332051,0.0,0.0,8,0,0,6,6,6.0,12,18,5,66.0,0.0,5,0,5,390,0.647007068619132,58.44860015064478
57,5,0,0,0,10.000000000000002,20,10.0,1.9890566322581964,6,1.0,22.60195332450538,0,,34.00000000000001,12,34.0,0,1.8920000000000001,30144,578,0,0.0,5780.000000000001,False,-0.15875522053580524,6,2.024,29851,582,0,0.0,5820.000000000001,False,-0.16570744626668024,0,0.9380000000000002,61402,1,40,1.0,906.0671896124735,False,0.07575842353443077,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80159,0,20,0.0,680.0000000000001,False,-0.05124518250497955,12,5.378000000000001,71904,347,0,0.0,7842.877803603367,False,-0.10632740224401946,0.16666666666666666,331564,0.0,0.0,6,0,0,3,5,5.0,13,16,6,76.0,0.0,5,0,6,200,0.6237316047772765,59.072331755422056
58,6,0,0,0,10.000000000000002,20,10.0,1.8952700223038623,10,1.3,21.93968216482391,5,12.0,34.00000000000001,8,34.0,6,1.9520000000000004,29900,591,0,0.0,5910.000000000001,False,-0.16331363960476725,4,2.0580000000000007,29709,589,0,0.0,5890.000000000001,False,-0.16843231129673017,0,0.9380000000000002,61449,1,45,1.0,989.1809674393799,False,0.07729857012677936,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80099,0,25,0.5,850.0000000000002,False,-0.05095053449149646,8,5.446000000000001,71814,347,0,0.0,7613.069711193897,False,-0.10874238505077428,0.25,331075,0.0,0.0,7,0,0,4,6,6.0,15,19,4,101.0,0.0,6,0,4,260,0.6329813944175839,59.70531314983964
59,4,0,0,0,10.000000000000002,20,10.0,1.8983447263597393,2,2.0,21.93968216482391,0,,34.00000000000001,9,34.0,2,1.9660000000000002,29766,601,0,0.0,6010.000000000001,False,-0.16545278598349802,0,2.0540000000000003,29609,599,0,0.0,5990.000000000001,False,-0.16970561271264134,0,0.9380000000000002,61445,0,48,0.3,1053.1047439115478,False,0.07778487229266205,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80099,0,25,0.0,850.0000000000002,False,-0.05095053449149646,9,5.5280000000000005,71709,347,0,0.0,7613.069711193897,False,-0.10997990670740328,0.049999999999999996,330732,0.0,0.0,6,0,0,6,4,4.0,11,17,4,44.0,0.0,4,0,4,200,0.604761260561645,60.310074410401285
60,4,0,0,0,10.000000000000002,20,10.0,1.8331243043809773,6,1.1666666666666667,21.059375957431115,7,12.0,34.00000000000001,11,34.0,5,2.014,29566,612,0,0.0,6120.000000000001,False,-0.16914536008964043,1,2.0640000000000005,29502,608,0,0.0,6080.000000000001,False,-0.1712845064683712,0,0.9380000000000002,61522,0,47,0.6,989.7906699992624,False,0.07857345927754622,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80099,0,25,0.0,850.0000000000002,False,-0.05095053449149646,11,5.629000000000002,71480,354,0,0.0,7455.019088930615,False,-0.11361026854850127,0.09999999999999999,330273,0.0,0.0,7,0,0,6,6,6.0,12,18,6,59.0,0.0,4,0,6,284,0.6030721431598067,60.91314655356109
61,6,0,0,0,10.000000000000002,20,10.0,1.8358341996117296,1,2.0,20.367644383221016,6,12.166666666666666,34.00000000000001,3,34.0,0,2.0090000000000003,29426,626,0,0.0,6260.000000000001,False,-0.17092798207191606,1,2.0730000000000004,29425,614,0,0.0,6140.000000000001,False,-0.1724814097993277,0,0.9380000000000002,61593,0,42,0.1,855.4410640952826,False,0.07863998560057814,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80026,0,31,0.6,1054.0000000000002,False,-0.050608742795856074,3,5.648000000000002,71459,354,0,0.0,7210.1461116602395,False,-0.11530079960599532,0.11666666666666665,330033,0.0,0.0,9,0,0,3,2,2.0,14,17,7,83.0,3.0,5,1,7,273,0.6475308807566762,61.56067743431777
62,7,0,0,0,10.000000000000002,20,10.0,2.014921425204411,5,4.0,21.55228169775327,5,38.0,34.00000000000001,7,34.0,0,2.0090000000000003,29336,635,0,0.0,6350.000000000001,False,-0.17207395334623612,5,2.1220000000000003,29240,625,0,0.0,6250.000000000001,False,-0.17579199348069674,0,0.9380000000000002,61763,0,42,0.5,905.1958313056373,False,0.08202921643250873,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.5660000000000016,80026,0,31,0.0,1054.0000000000002,False,-0.050608742795856074,7,5.7150000000000025,71202,359,0,0.0,7737.269129493424,False,-0.11522346618328627,0.08333333333333333,329671,0.0,0.0,7,0,0,8,3,3.0,11,19,5,78.0,3.0,6,1,5,390,0.7689906489104033,62.32966808322817
63,5,0,0,0,10.0,20,10.0,2.014921425204411,0,,21.55228169775327,0,,34.0,14,34.0,0,2.0090000000000003,29236,645,0,0.0,6450.0,False,-0.1733472547621473,0,2.1170000000000004,29140,635,0,0.0,6350.0,False,-0.17706529489660794,0,0.9380000000000002,61763,0,42,0.0,905.1958313056373,False,0.08202921643250873,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,80026,0,31,0.0,1054.0,False,-0.050608742795856074,14,5.848000000000001,70984,359,0,0.0,7737.269129493424,False,-0.11779279686085885,0.0,329253,0.0,0.0,6,0,0,7,4,4.0,12,19,7,58.0,0.0,5,0,7,200,0.7378575904294848,63.067525673657656
64,7,0,0,0,10.0,20,10.0,1.9665252745105986,11,1.7272727272727273,23.68893694369692,10,38.0,34.0,7,34.0,6,2.0690000000000004,29018,656,0,0.0,6560.0,False,-0.17749821737801771,5,2.1670000000000007,28960,644,0,0.0,6440.0,False,-0.1805032087195681,0,0.9380000000000002,62124,1,42,1.0,996.9018769097812,False,0.08910504423476734,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79836,0,36,0.5,1224.0,False,-0.05184626445248506,7,5.904000000000001,70729,364,0,0.0,8622.77304750568,False,-0.11557996719091027,0.25,328771,0.0,0.0,9,0,0,7,5,5.0,13,20,7,119.0,0.0,7,0,7,580,0.7718019457533956,63.83932761941105
65,7,0,0,0,10.0,20,10.0,2.033369810154346,2,4.0,24.65224359983756,5,38.0,34.0,9,34.0,0,2.063,28958,662,0,0.0,6620.0,False,-0.17826219822756442,2,2.1820000000000004,28790,658,0,0.0,6580.0,False,-0.18304981155139044,0,0.9380000000000002,62306,0,40,0.3,986.0897439935025,False,0.09217629649205644,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79646,0,41,0.5,1394.0,False,-0.05308378610911405,9,5.987000000000002,70630,364,0,0.0,8973.416670340872,False,-0.11468044438612521,0.13333333333333333,328434,0.0,0.0,8,0,0,6,4,4.0,14,20,5,92.0,3.0,6,1,5,390,0.8153818948194385,64.65470951423049
66,5,0,0,0,10.0,20,10.0,1.9796954386869197,3,1.0,24.65224359983756,0,,33.99999999999999,10,34.0,3,2.0930000000000004,28784,674,0,0.0,6740.0,False,-0.1811653254558419,0,2.1800000000000006,28710,666,0,0.0,6660.0,False,-0.1840684526841194,0,0.9380000000000002,62303,0,43,0.3,1060.046474793015,False,0.09276723486315422,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79646,0,41,0.0,1393.9999999999998,False,-0.05308378610911405,10,6.078000000000001,70505,364,0,0.0,8973.416670340872,False,-0.11615368445354067,0.049999999999999996,328052,0.0,0.0,7,0,0,5,4,4.0,12,17,5,67.0,0.0,5,0,5,200,0.7390219233930111,65.3937314376235
67,5,0,0,0,10.000000000000002,20,10.0,1.9796954386869197,0,,25.511482897619423,5,37.0,33.99999999999999,8,34.0,0,2.0900000000000003,28704,682,0,0.0,6820.000000000001,False,-0.18218396658857083,0,2.1800000000000006,28590,678,0,0.0,6780.000000000001,False,-0.18559641438321278,0,0.9380000000000002,62488,0,38,0.0,969.4363501095381,False,0.09519675429233149,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79461,0,46,0.5,1563.9999999999998,False,-0.054262378163046424,8,6.148000000000001,70419,364,0,0.0,9286.17977473347,False,-0.11532417307192085,0.08333333333333333,327766,0.0,0.0,8,0,0,7,3,3.0,11,18,4,84.0,0.0,5,0,4,385,0.6444885786622763,66.03822001628578
68,4,0,0,0,10.0,20,10.0,2.579919305242334,10,5.7,26.40777653517918,5,38.0,33.99999999999999,9,34.0,0,2.0900000000000003,28644,688,0,0.0,6880.0,False,-0.18294794743811754,10,2.2800000000000007,28308,692,0,0.0,6920.0,False,-0.19099521238667616,0,0.9380000000000002,62621,0,43,1.0,1135.5343910127049,False,0.09895419390783068,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79271,0,51,0.5,1733.9999999999995,False,-0.055499899819675416,9,6.230000000000001,70314,364,0,0.0,9612.430658805222,False,-0.11463911123077296,0.25,327262,0.0,0.0,8,0,0,2,5,5.0,13,15,4,35.0,3.0,3,1,4,390,0.5496570821851492,66.58787709847093
69,4,0,0,0,10.0,20,10.0,2.828795512778052,11,4.090909090909091,26.40777653517918,0,,33.99999999999999,9,34.0,10,2.1900000000000004,28374,698,0,0.0,6980.0,False,-0.18855047366812672,1,2.2800000000000007,28194,702,0,0.0,7020.0,False,-0.19262503819904248,0,0.9380000000000002,62576,1,53,1.0,1402.4409518772745,False,0.1004925385822125,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.566000000000001,79271,0,51,0.0,1733.9999999999995,False,-0.055499899819675416,9,6.311000000000003,70207,364,0,0.0,9612.430658805222,False,-0.1159002047284806,0.16666666666666666,326726,0.0,0.0,6,0,0,4,6,6.0,13,17,4,47.0,3.0,3,1,4,200,0.5583387576043606,67.14621585607529
70,4,0,0,0,10.0,20,10.0,2.7989526604336583,6,2.5,27.19005855144955,5,37.0,33.99999999999999,8,34.0,5,2.2300000000000004,28179,709,0,0.0,7090.0,False,-0.192115717632678,1,2.2890000000000006,28090,711,0,0.0,7110.0,False,-0.19412753386981765,0,0.9380000000000002,62746,0,55,0.7,1495.4532203297251,False,0.1042579281407479,0,0.2,58104,0,0,0.0,0.0,False,0.010521922120384702,0,3.5660000000000016,79086,0,56,0.5,1903.9999999999995,False,-0.05667849187360779,8,6.382000000000003,70119,364,0,0.0,9897.181312727636,False,-0.11525934144561607,0.19999999999999998,326324,0.0,0.0,7,0,0,5,5,5.0,12,17,6,60.0,0.0,4,0,6,385,0.600130457431078,67.74634631350636
