index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
31,15,0,0,0,10.000000000000002,20,10.0,25.598683900980294,43,28.0,17.463504316691974,23,18.956521739130434,35.0,9,35.0,0,0.9290000000000003,45791,10,14,1.0,458.3815746137241,False,0.16086549421857232,17,1.8910000000000005,42055,5,10,1.0,305.98683900980296,False,0.06470230354677746,12,3.452000000000001,41926.0,205,0,0.0,5247.73019970096,False,-0.2299738121190825,11,3.658000000000001,36187.0,663,0,0.0,16971.927426349936,False,-0.22784610296128305,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,9,2.684000000000001,62691,733,0,0.0,12800.748664135217,False,-0.1312976295412325,0.3333333333333333,308162,0.0,0.0,14,0,0,10,13,13.0,22,32,18,161.0,18.0,12,3,18,1067,2.1424283959786408,71.88333787780721
32,18,0,0,0,10.000000000000002,20,10.0,25.66766293187015,17,26.823529411764707,18.07921193899198,40,21.025,35.0,10,35.0,3,0.9590000000000003,46062,11,10,1.0,366.6766293187015,False,0.16654487083871927,0,1.8740000000000003,41965,4,20,1.0,553.353258637403,False,0.06555196703878877,20,3.640000000000001,41404.0,208,0,0.0,5338.873889828991,False,-0.23820867781670566,20,3.8470000000000013,35560.0,677,0,0.0,17377.00780487609,False,-0.23518271709553115,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,10,2.775000000000001,61711,773,0,0.0,13975.230828840798,False,-0.13623588132848335,0.3333333333333333,306214,0.0,0.0,14,0,0,11,14,14.0,26,37,16,196.0,20.0,15,3,16,533,1.3259219879982993,73.2092598658055
33,16,0,0,0,10.000000000000002,20,10.0,26.026619431820702,18,31.444444444444443,18.190799545172577,4,24.0,35.0,9,35.0,0,0.9560000000000002,45982,9,20,1.0,610.532388636414,False,0.16760250723502787,0,1.8740000000000006,42411,6,12,1.0,372.3194331818484,False,0.07451907566508403,0,3.620000000000001,41404.0,208,0,0.0,5413.536841818706,False,-0.23756341853064805,4,3.867000000000001,34970.0,695,0,0.0,18088.50050511539,False,-0.23923169557414756,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,9,2.855000000000001,61505,777,0,0.0,14134.251246599093,False,-0.1378262677182142,0.3333333333333333,305784,0.0,0.0,14,0,0,12,5,5.0,23,35,12,202.0,6.0,14,2,12,766,1.2809887859621085,74.49024865176762
34,12,0,0,0,10.000000000000002,20,10.0,25.774552825220958,19,22.31578947368421,18.067149959896216,39,17.46153846153846,34.99999999999999,11,35.0,0,0.9560000000000002,46280,8,13,1.0,415.0691867278725,False,0.17265430450177668,0,1.8740000000000003,42337,7,20,1.0,585.4910565044191,False,0.07534105714129118,12,3.7400000000000007,40696.0,219,0,0.0,5644.62706872339,False,-0.2478037588045684,27,4.133000000000001,34427.0,703,0,0.0,18119.510636130333,False,-0.24834922965923142,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,11,2.956000000000001,60666,816,0,0.0,14742.794367275312,False,-0.14454953625320419,0.3333333333333333,303918,0.0,0.0,14,0,0,8,11,11.0,24,32,11,161.0,0.0,12,0,11,624,1.2431185320019722,75.73336718376959
35,11,0,0,0,10.0,20,10.0,25.759382392718084,34,25.647058823529413,18.170507283648202,27,18.962962962962962,34.99999999999999,9,35.0,3,0.9860000000000002,46555,11,10,1.0,367.59382392718084,False,0.17899243023897254,0,1.8740000000000006,42659,4,12,1.0,349.112588712617,False,0.08048221109291187,14,3.868000000000001,40441.0,219,0,0.0,5641.3047440052605,False,-0.25224004196694094,13,4.236000000000001,33392.0,737,0,0.0,18984.664823433228,False,-0.25876186307637,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,9,3.0350000000000015,60035,843,0,0.0,15317.737640115434,False,-0.14886880051226248,0.3333333333333333,302594,0.0,0.0,14,0,0,11,12,11.1875,22,33,13,139.0,0.0,11,0,13,592,1.35167702002218,77.08504420379177
36,13,0,0,0,10.0,20,10.0,25.297278189459647,23,20.130434782608695,17.820798514636206,41,16.024390243902438,34.99999999999999,8,35.0,3,1.0130000000000001,46563,8,10,1.0,332.97278189459644,False,0.1787575710957117,0,1.8740000000000003,42839,7,12,1.0,373.56733827351576,False,0.08533117244246792,24,4.094000000000001,39679.0,221,0,0.0,5590.698479870582,False,-0.26584825443029486,17,4.393000000000001,32735.0,758,0,0.0,19175.33686761041,False,-0.2684699950945431,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,8,3.1060000000000016,59280,884,0,0.0,15753.585886938406,False,-0.15562158393304493,0.3333333333333333,300608,0.0,0.0,13,0,0,11,14,13.3,22,33,16,173.0,3.0,12,1,16,563,1.2653719920199364,78.3504161958117
37,16,0,0,0,10.0,20,10.0,26.83453667914288,40,36.525,17.90353767185869,18,18.944444444444443,34.99999999999999,12,35.0,12,1.1300000000000001,46925,14,10,1.0,408.3453667914288,False,0.1888397115101207,6,1.9340000000000006,43276,1,10,1.0,278.3453667914288,False,0.0951535626313779,11,4.180000000000001,38284.0,253,0,0.0,6789.137779823149,False,-0.27960299213703954,7,4.4460000000000015,32417.0,766,0,0.0,20555.255096223445,False,-0.26204083401414363,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,12,3.218000000000001,58757,902,0,0.0,16148.990980016539,False,-0.15971162659984073,0.3333333333333333,299171,0.0,0.0,15,0,0,16,16,15.041666666666666,22,38,14,191.0,11.0,15,1,14,543,1.3004847450065427,79.65090094081825
38,14,0,0,0,10.0,20,10.0,28.199240158490177,36,38.166666666666664,18.029989384380332,6,22.666666666666668,35.0,13,35.0,0,1.118,46883,12,19,1.0,655.7855630113133,False,0.19090111196190146,25,2.1780000000000004,43671,3,10,1.0,311.99240158490176,False,0.10554186617542688,2,4.189000000000001,37204.0,279,0,0.0,7867.588004218759,False,-0.28895006478075563,4,4.479000000000001,32079.0,776,0,0.0,21882.610362988376,False,-0.25641162939254714,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,13,3.3360000000000016,58413,908,0,0.0,16371.230361017342,False,-0.16263968641702076,0.3333333333333333,297762,0.0,0.0,10,0,0,11,12,11.23076923076923,26,37,10,160.0,16.0,12,2,10,238,1.174736993969418,80.82563793478766
39,10,0,0,0,10.0,20,10.0,28.036600156962002,48,27.125,17.755352867781006,21,15.095238095238095,35.0,11,35.0,0,1.118,46943,10,15,1.0,520.5490023544301,False,0.19070893981729972,24,2.3930000000000007,43930,5,10,1.0,330.36600156962004,False,0.11230691422911514,11,4.2970000000000015,36542.0,290,0,0.0,8130.614045518981,False,-0.2981193151368164,10,4.575000000000001,31071.0,813,0,0.0,22793.75592761011,False,-0.2659601077900777,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,11,3.4330000000000007,57942,929,0,0.0,16494.722814168555,False,-0.16778533197017284,0.3333333333333333,295940,0.0,0.0,14,0,0,15,13,12.75,19,34,9,141.0,0.0,10,0,9,628,1.0546797289862297,81.8803176637739
40,9,0,0,0,9.999999999999998,20,10.0,28.41988367371835,42,31.023809523809526,16.91070397385022,27,10.592592592592593,35.0,11,35.0,3,1.1480000000000001,47488,10,10,1.0,384.1988367371835,False,0.20273691240240624,14,2.509000000000001,44007,5,10,1.0,334.1988367371835,False,0.11429759146302224,14,4.426000000000001,35416.0,308,0,0.0,8753.324171505252,False,-0.3122001195099364,13,4.695000000000001,30256.0,837,0,0.0,23787.442634902258,False,-0.27145931522856925,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,11,3.5320000000000014,57498,956,0,0.0,16166.632999000813,False,-0.17543042598762285,0.3333333333333333,294177,0.0,0.0,13,0,0,9,15,14.023809523809524,22,31,12,142.0,0.0,9,0,12,479,1.1574925240129232,83.03781018778682
41,12,0,0,0,9.999999999999998,20,10.0,28.687232428248127,44,30.477272727272727,18.79749754906003,83,23.481927710843372,35.0,8,35.0,1,1.1550000000000002,47694,11,10,1.0,396.87232428248126,False,0.20809313528595816,23,2.7250000000000005,44159,4,10,1.0,326.87232428248126,False,0.11803940574984838,14,4.5520000000000005,34614.0,323,0,0.0,9265.976074324144,False,-0.32163187214308053,69,5.372000000000002,26490.0,866,0,0.0,24843.14328286288,False,-0.3274294072866401,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,8,3.601000000000001,55453,1039,0,0.0,19530.59995347337,False,-0.17999471953206572,0.3333333333333333,287922,0.0,0.0,13,0,0,11,20,19.09090909090909,19,30,16,138.0,15.0,10,2,16,590,1.280712753010448,84.31852294079727
42,16,0,0,0,9.999999999999998,20,10.0,29.401176801038858,26,37.76923076923077,19.05364500313533,44,20.568181818181817,35.0,7,35.0,6,1.2140000000000002,48141,8,10,1.0,374.01176801038855,False,0.21908044002737415,0,2.702000000000001,44339,7,10,1.0,364.01176801038855,False,0.12304835365651422,18,4.718000000000001,33550.0,339,0,0.0,9966.998935552172,False,-0.33396423009634285,26,5.5630000000000015,25712.0,876,0,0.0,25755.430877710038,False,-0.332992560040532,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,7,3.663000000000001,54469,1083,0,0.0,20635.097538395563,False,-0.18542323070387778,0.3333333333333333,285723,0.0,0.0,11,0,0,12,14,13.09090909090909,28,40,10,225.0,3.0,15,1,10,510,1.339318698970601,85.65784163976787
43,10,0,0,0,9.999999999999998,20,10.0,29.8962199592177,42,33.404761904761905,19.08117248952146,55,19.21818181818182,35.0,6,35.0,21,1.4180000000000001,48507,3,10,1.0,328.962199592177,False,0.2277446484826095,1,2.7120000000000006,44505,12,10,1.0,418.96219959217694,False,0.12792879196317353,11,4.810000000000001,32826.0,350,0,0.0,10463.676985726195,False,-0.3421858354012082,44,5.977000000000003,23407.0,907,0,0.0,27115.871503010454,False,-0.3610762120559118,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,6,3.716000000000001,53354,1138,0,0.0,21714.374293075423,False,-0.1926573899648237,0.3333333333333333,282111,0.0,0.0,11,0,0,7,15,13.59090909090909,26,33,8,130.0,0.0,10,0,8,200,1.0188063280074857,86.67664796777535
44,8,0,0,0,9.999999999999998,20,10.0,30.468305333873865,28,36.714285714285715,18.872832618051937,50,17.64,35.0,11,35.0,0,1.3970000000000002,48737,2,10,1.0,324.68305333873866,False,0.23349245835757562,8,2.791000000000001,44903,13,10,1.0,434.68305333873866,False,0.1381666757477832,19,4.989000000000002,31649.0,368,0,0.0,11212.336362865582,False,-0.35605966327140626,31,6.243000000000002,22325.0,917,0,0.0,27939.435991162332,False,-0.37266065170545043,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,11,3.8200000000000016,52314,1188,0,0.0,22420.9251502457,False,-0.2012917422093337,0.3333333333333333,279440,0.0,0.0,12,0,0,7,16,15.666666666666666,21,28,10,101.0,15.0,7,1,10,772,0.9902801670250483,87.6669281348004
45,10,0,0,0,10.0,20,10.0,31.08901470157936,29,37.51724137931034,18.800202645867675,42,18.261904761904763,35.0,9,35.0,0,1.3970000000000005,48627,3,20,1.0,651.7802940315871,False,0.23484322949867048,19,2.9730000000000008,45326,12,10,1.0,430.89014701579356,False,0.14878906928103053,19,5.160000000000001,30124.0,397,0,0.0,12342.338836527006,False,-0.3726528490491141,23,6.442000000000002,21905.0,917,0,0.0,28508.62648134827,False,-0.3750010674846749,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,9,3.8990000000000014,51430,1230,0,0.0,23124.24925441724,False,-0.20798495451997107,0.3333333333333333,276924,0.0,0.0,10,0,0,9,16,15.23076923076923,25,34,12,113.0,30.0,8,2,12,200,1.0406437869532965,88.7075719217537
46,12,0,0,0,10.0,20,10.0,31.1097128007479,17,31.470588235294116,18.60443876511192,55,17.472727272727276,34.99999999999999,8,35.0,0,1.3970000000000002,48537,2,30,1.0,953.291384022437,False,0.23637579628209818,7,3.0240000000000005,45576,13,10,1.0,441.097128007479,False,0.1552240890952687,14,5.2810000000000015,29758.0,397,0,0.0,12350.555981896916,False,-0.3789079942796913,41,6.829000000000002,20114.0,934,0,0.0,29056.47175589854,False,-0.40122312889207035,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,8,3.9700000000000015,50371,1285,0,0.0,23906.703813168817,False,-0.21638102061276424,0.3333333333333333,273868,0.0,0.0,10,0,0,9,15,14.777777777777779,26,35,6,158.0,8.0,11,1,6,456,0.9883380350074731,89.69590995676117
47,6,0,0,0,10.0,20,10.0,31.264564282379062,5,40.0,18.801793379398706,87,19.563218390804597,34.999999999999986,11,35.0,0,1.3970000000000002,48617,4,35,1.0,1134.2597498832672,False,0.240676282696608,0,3.0170000000000012,45496,11,20,1.0,735.2912856475813,False,0.15691662192124176,26,5.527000000000002,28807.0,402,0,0.0,12568.354841516382,False,-0.3934633580371931,61,7.398000000000002,17626.0,934,0,0.0,29201.103039742044,False,-0.44297724449276604,0,0.2,79512,0,10,0.0,349.9999999999999,False,0.0019237055850328162,11,4.072000000000001,48518,1372,0,0.0,25796.060516535024,False,-0.2278015658929827,0.3333333333333333,268576,0.0,0.0,12,0,0,8,19,19.0,17,25,8,77.0,0.0,6,0,8,400,0.8594078909954987,90.55531784775667
48,8,0,0,0,10.0,20,10.0,31.255658148700782,9,31.0,18.806813071024976,72,18.83333333333333,34.99999999999999,10,35.0,0,1.3970000000000002,48527,3,45,1.0,1436.5046166915351,False,0.24221810428942742,0,3.017000000000001,45665,12,21,1.0,776.3688211227164,False,0.1616977627969971,24,5.7410000000000005,28165.0,402,0,0.0,12564.774575777714,False,-0.4045910070367495,48,7.817000000000002,15694.0,943,0,0.0,29474.085634224837,False,-0.4740118776750079,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,10,4.161000000000001,47025,1444,0,0.0,27157.038074560067,False,-0.23801746376040392,0.3333333333333333,264588,0.0,0.0,12,0,0,10,16,16.0,19,29,6,108.0,0.0,8,0,6,479,0.8769465439836495,91.43226439174032
49,6,0,0,0,10.0,20,10.0,31.902377884497135,37,36.108108108108105,18.635349579176154,6,7.0,34.99999999999999,6,35.0,0,1.3970000000000005,48921,4,43,1.0,1411.8022490333767,False,0.2518452469418735,4,3.057000000000001,46307,11,10,1.0,429.02377884497133,False,0.1735113863588146,6,5.777000000000002,27215.0,422,0,0.0,13462.80346725779,False,-0.41325033733248817,0,7.769000000000001,15158.0,960,0,0.0,30626.28276911725,False,-0.47331879034554275,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,6,4.211000000000001,46918,1450,0,0.0,27021.256889805423,False,-0.2402164049978284,0.3333333333333333,264031,0.0,0.0,15,0,0,7,7,6.5,21,28,8,86.0,0.0,6,0,8,1288,0.9054174910415895,92.33768188278191
50,8,0,0,0,10.0,20,10.0,32.481260667423726,34,36.73529411764706,18.55585663491281,10,15.6,34.99999999999999,12,35.0,0,1.3970000000000002,49393,6,37,1.0,1261.8066446946777,False,0.2618596807090114,8,3.133000000000001,46684,9,10,1.0,414.81260667423726,False,0.18284202263544938,8,5.851000000000002,26078.0,448,0,0.0,14551.60477900583,False,-0.42349317449653584,2,7.7890000000000015,14890.0,968,0,0.0,31441.860326066166,False,-0.4709025985129534,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,12,4.325000000000001,46574,1460,0,0.0,27091.550686972703,False,-0.24409968889422945,0.3333333333333333,263131,0.0,0.0,14,0,0,9,11,10.88888888888889,23,32,8,106.0,8.0,7,1,8,1089,0.9914134600549005,93.32909534283681
51,8,0,0,0,10.000000000000002,20,10.0,32.7912232770124,44,34.59090909090909,18.55585663491281,0,,34.99999999999999,10,35.0,0,1.3970000000000002,50535,3,13,1.0,456.2859026011612,False,0.2805070996468627,0,3.125000000000001,46864,12,10,1.0,447.912232770124,False,0.18780001807090935,0,5.843000000000002,25410.0,464,0,0.0,15215.127600533753,False,-0.4293049209183843,0,7.7870000000000035,14036.0,996,0,0.0,32660.05838390435,False,-0.4751356115815024,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,10,4.413000000000002,46440,1460,0,0.0,27091.550686972703,False,-0.24578450293602289,0.3333333333333333,262797,0.0,0.0,16,0,0,13,5,5.0,16,29,8,104.0,16.0,7,1,8,1722,0.9869283919688314,94.31602373480564
52,8,0,0,0,10.000000000000002,20,10.0,33.31454502211381,38,37.026315789473685,18.595483777430942,4,22.0,34.99999999999999,11,35.0,3,1.4270000000000003,50990,4,10,1.0,373.1454502211381,False,0.2909359212246947,12,3.2450000000000006,47209,11,10,1.0,443.1454502211381,False,0.196442568047589,0,5.843000000000002,24259.0,494,0,0.0,16457.385240924224,False,-0.43846352743130046,4,7.8270000000000035,13748.0,1004,0,0.0,33447.80320220227,False,-0.4733056503136957,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,11,4.513000000000001,46204,1464,0,0.0,27223.7882501589,False,-0.24792046011668656,0.3333333333333333,261922,0.0,0.0,12,0,0,8,9,7.551136363636363,22,30,6,96.0,13.0,7,1,6,326,0.9824132440262474,95.29843697883189
53,6,0,0,0,10.000000000000002,20,10.0,33.410330910938455,28,34.357142857142854,18.407846131764494,14,14.214285714285714,34.99999999999999,11,35.0,9,1.5140000000000002,51243,3,10,1.0,364.10330910938455,False,0.29720383559656666,0,3.233000000000001,47477,12,11,1.0,487.513640020323,False,0.20376250082007313,7,5.913000000000001,23663.0,505,0,0.0,16872.21711002392,False,-0.44518004398907685,7,7.893000000000003,13145.0,1021,0,0.0,34111.94786006816,False,-0.4779885242410495,0,0.2,79617,0,7,0.0,244.99999999999994,False,0.002583800638720547,8,4.582000000000001,45907,1478,0,0.0,27206.79658274792,False,-0.25176153228337617,0.3333333333333333,261052,0.0,0.0,14,0,0,5,11,10.411764705882353,24,29,4,95.0,0.0,6,0,4,683,0.9256788520142436,96.22411583084613
54,4,0,0,0,10.000000000000002,20,10.0,33.994118964693456,22,41.27272727272727,18.451164133768685,5,21.0,34.99999999999999,16,35.0,6,1.5650000000000002,51655,4,10,1.0,379.94118964693456,False,0.30779634726997124,0,3.233,47623,11,15,1.0,619.9117844704018,False,0.20911525092034408,0,5.9060000000000015,22755.0,527,0,0.0,17914.90069439345,False,-0.45186327288571904,5,7.936000000000003,13100.0,1021,0,0.0,34707.99546295202,False,-0.4736151113736754,0,0.2,79792,0,2,0.0,69.99999999999999,False,0.003683959061533432,11,4.684000000000001,45636,1483,0,0.0,27363.07641037896,False,-0.25418640826326505,0.3333333333333333,260561,0.0,0.0,16,0,0,5,9,8.375,22,27,4,63.0,0.0,4,0,4,611,0.8157249470241368,97.03984077787027
55,4,0,0,0,10.000000000000002,20,10.0,33.93603733486655,8,32.0,18.42415708434798,3,16.0,34.99999999999999,10,35.0,0,1.5590000000000004,51565,3,20,1.0,708.7207466973309,False,0.30967283942559004,0,3.233000000000001,47769,12,17,1.0,696.9126346927313,False,0.21376929892657892,3,5.936000000000003,22713.0,527,0,0.0,17884.29167547467,False,-0.45285375788199234,0,7.931000000000001,12844.0,1029,0,0.0,34920.18241757768,False,-0.4762061842746722,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,8,4.753000000000001,45490,1486,0,0.0,27378.297427341095,False,-0.25592641243153186,0.3333333333333333,260243,0.0,0.0,11,0,0,4,6,6.0,20,24,6,57.0,0.0,4,0,6,526,0.8087265029898845,97.84856728086015
56,6,0,0,0,10.000000000000002,20,10.0,34.029755183841516,28,34.857142857142854,18.217623792870892,12,14.0,34.99999999999999,9,35.0,0,1.5590000000000004,51465,3,30,1.0,1050.8926555152455,False,0.3114659921740943,11,3.343000000000001,48352,12,10,1.0,460.2975518384152,False,0.22549122861335444,5,5.9830000000000005,22198.0,537,0,0.0,18273.978533722893,False,-0.4583875331974514,7,8.001000000000001,12191.0,1047,0,0.0,35629.15367748207,False,-0.48136588300508104,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,9,4.835000000000001,45206,1498,0,0.0,27290.000441720596,False,-0.260052301897801,0.3333333333333333,259274,0.0,0.0,11,0,0,6,9,8.2,24,30,6,63.0,9.0,5,1,6,488,0.8985362129751593,98.74710349383531
57,6,0,0,0,10.000000000000002,20,10.0,34.28204733857688,16,38.1875,18.391278108394356,20,20.4,34.99999999999999,9,35.0,0,1.5590000000000004,51856,0,28,0.9,959.8973254801526,False,0.3201813349832272,0,3.3320000000000007,48372,16,15,1.0,674.2307100786533,False,0.22869397762629792,3,6.008000000000002,21702.0,548,0,0.0,18786.56194154013,False,-0.4625307930037151,17,8.164000000000001,11796.0,1052,0,0.0,36064.71380018288,False,-0.48442905712399204,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,9,4.916000000000001,44679,1518,0,0.0,27917.96016854263,False,-0.2627306550120538,0.31666666666666665,258267,0.0,0.0,13,0,0,9,9,9.0,18,27,6,81.0,0.0,6,0,6,811,0.9029240690288134,99.65002756286412
58,6,0,0,0,10.000000000000002,20,10.0,34.73528907427133,21,39.857142857142854,18.31984949360227,13,17.076923076923077,34.99999999999999,10,35.0,0,1.5590000000000004,52371,0,23,1.0,798.9116487082406,False,0.331141836499612,0,3.332000000000001,48494,16,19,1.0,819.9704924111552,False,0.23360959680663873,5,6.055000000000002,20785.0,569,0,0.0,19764.379483260385,False,-0.46993017471903564,8,8.227000000000002,11708.0,1052,0,0.0,36541.52410613344,False,-0.4818293656025111,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,10,5.007000000000001,44319,1531,0,0.0,28047.689574705077,False,-0.2664414616723346,0.3333333333333333,257539,0.0,0.0,12,0,0,6,8,8.0,20,26,4,86.0,0.0,6,0,4,1037,0.8532827149610966,100.50331027782522
59,4,0,0,0,10.000000000000002,20,10.0,34.56950008901337,15,32.0,17.986188594730955,12,12.0,34.99999999999999,11,35.0,0,1.5590000000000004,52261,1,33,1.0,1150.7935029374412,False,0.3328052052435163,0,3.332000000000001,48884,15,14,1.0,633.9730012461872,False,0.2411014933436695,9,6.140000000000002,20587.0,569,0,0.0,19670.045550648607,False,-0.47416778540619997,3,8.249,11210.0,1067,0,0.0,36885.65659497726,False,-0.4874629971914505,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,11,5.107000000000002,44013,1543,0,0.0,27752.689001669864,False,-0.2721434292147392,0.3333333333333333,256817,0.0,0.0,12,0,0,7,8,8.0,20,27,6,60.0,0.0,4,0,6,680,0.8699896809994243,101.37329995882465
60,6,0,0,0,10.000000000000002,20,10.0,34.400595882094386,34,33.294117647058826,18.075035035545287,11,19.727272727272727,34.99999999999999,8,35.0,0,1.5590000000000004,52651,0,27,1.0,928.8160888165485,False,0.33984330258578493,4,3.372000000000001,49326,16,10,1.0,504.0059588209439,False,0.25061178466338246,7,6.201000000000001,20106.0,579,0,0.0,19917.94501573265,False,-0.48033925316971177,4,8.286000000000001,10446.0,1091,0,0.0,37531.05010736497,False,-0.49509074317375357,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,8,5.176000000000001,43700,1554,0,0.0,28088.604445237375,False,-0.2739670804609515,0.3333333333333333,256091,0.0,0.0,15,0,0,8,8,7.5,23,31,6,66.0,16.0,5,1,6,1084,0.9228658289648592,102.2961657877895
61,6,0,0,0,10.000000000000002,20,10.0,34.328685265537196,11,32.81818181818182,18.134123478817674,4,21.0,34.99999999999999,8,35.0,0,1.5590000000000004,52922,0,25,0.9,858.2171316384299,False,0.3457888798985752,0,3.3680000000000008,49216,17,20,1.0,856.5737053107439,False,0.2522838042694895,4,6.234000000000003,20029.0,580,0,0.0,19910.637454011572,False,-0.4817333207673358,0,8.282000000000002,10126.0,1101,0,0.0,37795.882477356456,False,-0.49833305265442523,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,8,5.248000000000001,43517,1558,0,0.0,28252.964379997935,False,-0.2752347148389498,0.31666666666666665,255672,0.0,0.0,14,0,0,6,6,6.0,19,25,4,81.0,18.0,5,1,4,561,0.8809731799992733,103.17713896778878
62,4,0,0,0,10.000000000000002,20,10.0,34.834912461022704,32,38.28125,18.440830154208573,28,20.392857142857142,34.99999999999999,9,35.0,7,1.6290000000000002,53850,1,10,1.0,358.349124610227,False,0.36289318574036045,0,3.3680000000000008,49126,16,30,1.0,1205.0473738306812,False,0.2544086897287122,3,6.260000000000002,19114.0,601,0,0.0,20935.782389074644,False,-0.4886891159876014,25,8.532000000000002,9291.0,1112,0,0.0,38736.42265665725,False,-0.5046372599027116,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,9,5.330000000000001,42828,1586,0,0.0,29247.156624574796,False,-0.27764756818106223,0.3333333333333333,254071,0.0,0.0,12,0,0,9,11,10.375,20,29,6,61.0,0.0,4,0,6,921,0.8502653029863723,104.02740427077515
63,6,0,0,0,10.0,20,10.0,34.745099032200734,11,32.90909090909091,18.53420513411623,5,22.0,34.99999999999999,12,35.0,0,1.622,53770,0,19,0.9,660.1568816118139,False,0.36468174559962424,0,3.3680000000000008,49368,18,29,1.0,1187.6078719338213,False,0.2602932153461371,0,6.2570000000000014,19072.0,602,0,0.0,20916.54961738484,False,-0.4895812840948506,5,8.557000000000002,8931.0,1122,0,0.0,38984.00111412923,False,-0.5087200664235656,0,0.2,79862,0,0,0.0,0.0,False,0.004124022430658587,12,5.441000000000002,42529,1591,0,0.0,29487.920368378924,False,-0.2798933766164224,0.31666666666666665,253532,0.0,0.0,14,0,0,5,8,8.0,22,27,3,96.0,0.0,6,0,3,562,0.9009497560327873,104.92835402680794
