index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,17,0,0,0,10.000000000000002,20,10.0,26.66976350518084,26,26.153846153846153,18.8338845244195,15,24.666666666666668,35.0,8,35.0,0,0.24500000000000002,41370,2,22,1.0,606.7347971139784,False,0.05121629035534624,16,0.5760000000000001,40511,6,10,1.0,326.6976350518084,False,0.02601591245682477,1,1.6230000000000004,51701.0,41,0,0.0,1093.4603037124143,False,-0.09691936475920475,14,1.3660000000000003,51189.0,184,0,0.0,4907.236484953274,False,-0.07280929491873411,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,8,0.8740000000000001,73520,276,0,0.0,5198.152128739782,False,-0.04293665521198621,0.3333333333333333,337803,0.0,0.0,8,0,0,14,11,10.523809523809524,23,37,14,190.0,12.0,13,4,14,200,2.1478961299872026,41.45930158498231
11,14,0,0,0,10.000000000000002,20,10.0,27.228817229819146,31,30.451612903225808,18.531909756000896,22,16.227272727272727,35.0,8,35.0,0,0.24500000000000002,41694,0,20,1.0,544.5763445963829,False,0.058605256219211234,9,0.6500000000000001,40685,8,10,1.0,352.28817229819145,False,0.030727848198902685,15,1.7720000000000002,51214.0,46,0,0.0,1252.5255925716808,False,-0.10396227125942721,7,1.4220000000000004,50340.0,210,0,0.0,5718.05161826202,False,-0.08047660860546177,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,8,0.9460000000000002,73063,298,0,0.0,5522.509107288267,False,-0.04664351656343033,0.3333333333333333,336508,0.0,0.0,15,0,0,13,12,11.375,20,33,21,168.0,17.0,12,2,21,604,1.8061895499704406,43.265491134952754
12,21,0,0,0,10.000000000000002,20,10.0,26.742191469887455,20,22.15,18.97914697110064,21,22.61904761904762,34.99999999999999,5,35.0,0,0.24500000000000002,41937,1,19,1.0,518.1016379278617,False,0.06440104984395555,0,0.6410000000000001,40685,7,11,1.0,364.16410616876203,False,0.030877634212455606,3,1.7870000000000001,51098.0,48,0,0.0,1283.6251905545978,False,-0.1056985118783632,18,1.5950000000000002,49733.0,228,0,0.0,6097.2196551343395,False,-0.0876914730348774,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,5,0.9880000000000002,72540,319,0,0.0,6054.347883781104,False,-0.04987585256757426,0.3333333333333333,335505,0.0,0.0,15,0,0,10,7,7.0,30,40,21,222.0,43.0,15,6,21,643,1.8979490479687229,45.16344018292148
13,21,0,0,0,10.000000000000002,20,10.0,27.084923368357966,19,30.473684210526315,19.28937428023339,36,20.77777777777778,34.999999999999986,7,35.0,0,0.24500000000000002,42169,4,17,1.0,500.44369726208544,False,0.07003056904449827,0,0.6410000000000001,40832,4,14,1.0,419.1889271570115,False,0.03527973320834713,11,1.8940000000000006,50858.0,50,0,0.0,1354.2461684178984,False,-0.10923648631563478,25,1.8270000000000004,48735.0,245,0,0.0,6635.806225247702,False,-0.10028687040663992,0,0.2,79512,0,10,0.0,349.9999999999999,False,0.0019237055850328162,7,1.0530000000000002,71720,355,0,0.0,6847.727869482853,False,-0.05519823050844383,0.3333333333333333,333826,0.0,0.0,15,0,0,15,10,10.0,25,40,17,259.0,9.0,18,3,17,779,1.920111425977666,47.08355160889914
14,17,0,0,0,10.000000000000002,20,10.0,27.242770401495452,19,28.789473684210527,19.253317388942968,7,18.285714285714285,34.999999999999986,7,35.0,0,0.24500000000000002,42541,6,13,1.0,414.15601521944086,False,0.07832600982795757,0,0.6410000000000001,40807,2,19,1.0,537.6126376284136,False,0.036142731852135415,2,1.9030000000000005,50314.0,64,0,0.0,1743.537305695709,False,-0.11527493470144583,5,1.8520000000000005,48650.0,250,0,0.0,6810.692600373863,False,-0.10024464090939536,0,0.2,79512,0,10,0.0,349.9999999999999,False,0.0019237055850328162,7,1.1160000000000003,71519,362,0,0.0,6969.7008947973545,False,-0.056958653564529844,0.3333333333333333,333343,0.0,0.0,18,0,0,15,6,6.0,21,36,18,184.0,12.0,13,4,18,747,1.7090769940405153,48.79262860293966
15,18,0,0,0,10.000000000000002,20,10.0,27.169280348853214,27,26.666666666666668,19.08783169488973,23,17.82608695652174,34.999999999999986,11,35.0,9,0.3350000000000001,42816,8,10,1.0,351.69280348853215,False,0.08447510031390831,0,0.6410000000000001,40827,0,24,1.0,652.0627283724771,False,0.03809074399480961,3,1.9310000000000003,50104.0,73,0,0.0,1983.3574654662846,False,-0.11683210210469035,20,2.047,47739.0,268,0,0.0,7281.367133492661,False,-0.11192319476715355,0,0.2,79512,0,10,0.0,349.9999999999999,False,0.0019237055850328162,11,1.2190000000000003,70956,385,0,0.0,7348.815202532546,False,-0.06165403976580745,0.3333333333333333,331954,0.0,0.0,14,0,0,15,9,8.5,22,37,19,200.0,22.0,15,3,19,380,1.6223215229692869,50.414950125908945
16,19,0,0,0,10.000000000000002,20,10.0,26.862396758011876,33,25.09090909090909,18.60234406534253,31,15.806451612903226,34.999999999999986,8,35.0,0,0.32600000000000007,42874,7,14,1.0,446.0735546121663,False,0.0871285416670304,3,0.671,41320,1,10,1.0,278.62396758011874,False,0.04581671376510505,13,2.0580000000000007,49869.0,73,0,0.0,1960.954963334867,False,-0.12108758998068564,18,2.2070000000000003,46557.0,301,0,0.0,8085.581424161574,False,-0.12540332361799694,0,0.2,79512,0,10,0.0,349.9999999999999,False,0.0019237055850328162,8,1.2880000000000003,70369,416,0,0.0,7738.5751311824915,False,-0.06658425873725388,0.3333333333333333,330501,0.0,0.0,15,0,0,16,11,10.285714285714285,23,39,13,228.0,6.0,17,2,13,947,1.5042259990004823,51.91917612490943
17,13,0,0,0,10.000000000000002,20,10.0,26.94292880843857,21,27.714285714285715,18.477463494696238,20,17.3,34.99999999999999,13,35.0,0,0.32600000000000007,42933,10,19,1.0,611.9156473603329,False,0.09070851912519658,6,0.728,41483,0,8,0.8,215.54343046750856,False,0.049132803148948294,8,2.1250000000000004,49387.0,82,0,0.0,2209.320162291963,False,-0.12727231732527908,12,2.3090000000000006,46150.0,313,0,0.0,8433.136717041272,False,-0.12943447656173823,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,13,1.4100000000000001,69807,436,0,0.0,8056.17408368756,False,-0.07165379533477778,0.3,329272,0.0,0.0,12,0,0,14,16,15.333333333333332,18,32,15,133.0,18.0,11,2,15,645,1.3163038910133764,53.2354800159228
18,15,0,0,0,10.000000000000002,20,10.0,26.259988423304467,29,21.551724137931036,18.587226525894497,16,19.875,34.99999999999999,12,35.0,3,0.35600000000000004,43136,13,10,1.0,392.5998842330447,False,0.09306308660082542,0,0.7220000000000002,41630,0,8,0.7,210.07990738643574,False,0.05277198884275197,10,2.2170000000000005,49003.0,91,0,0.0,2389.6589465207066,False,-0.13235105914336956,6,2.3570000000000007,45721.0,333,0,0.0,8744.576144960387,False,-0.1341580144761871,0,0.2,79512,0,10,0.0,349.99999999999994,False,0.0019237055850328162,12,1.5170000000000001,69302,452,0,0.0,8401.426389704313,False,-0.07583281118952703,0.2833333333333333,328304,0.0,0.0,17,0,0,14,12,11.23076923076923,23,37,15,190.0,18.0,13,2,15,669,1.4057752779917791,54.64125529391458
19,15,0,0,0,10.000000000000002,20,10.0,26.943176724318565,31,31.483870967741936,18.23841105765374,4,2.25,35.0,13,35.0,12,0.47300000000000003,43394,14,10,1.0,409.43176724318573,False,0.09978346451130311,1,0.7320000000000002,41803,0,9,0.9,242.48859051886708,False,0.057544693773413605,4,2.2470000000000003,48518.0,101,0,0.0,2721.260849156175,False,-0.1378682840795422,0,2.3510000000000004,45115.0,354,0,0.0,9537.884560408773,False,-0.13777647082872035,0,0.2,79512,0,10,0.0,350.0,False,0.0019237055850328162,13,1.6350000000000002,69084,456,0,0.0,8316.715442290106,False,-0.07910632281609065,0.31666666666666665,327426,0.0,0.0,14,0,0,15,11,10.666666666666666,18,33,9,225.0,0.0,15,0,9,744,1.345136463001836,55.98639175691642
20,9,0,0,0,10.000000000000002,20,10.0,27.791622220008293,24,35.333333333333336,18.21526724903157,46,18.130434782608695,35.00000000000001,13,35.0,6,0.5210000000000001,43736,14,10,1.0,417.916222200083,False,0.1085174712080328,0,0.7310000000000001,41959,0,11,1.0,305.7078444200912,False,0.062277171813688276,16,2.403000000000001,47485.0,117,0,0.0,3251.6197997409704,False,-0.15113974764721305,30,2.6510000000000007,44240.0,362,0,0.0,10060.567243643001,False,-0.14838330962196006,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,13,1.7520000000000002,68032,502,0,0.0,9144.064159013848,False,-0.08713214374346911,0.3333333333333333,324964,0.0,0.0,13,0,0,10,18,17.375,19,29,12,133.0,0.0,9,0,12,456,1.248931243957486,57.235323000873905
21,12,0,0,0,10.000000000000002,20,10.0,26.85775338374258,74,24.16216216216216,18.07593865893902,12,15.833333333333334,35.00000000000001,13,35.0,25,0.7650000000000001,44225,11,10,1.0,378.5775338374258,False,0.12035640004335472,28,1.0110000000000001,41231,3,10,1.0,298.5775338374258,False,0.04382334250482333,7,2.4570000000000003,45946.0,152,0,0.0,4082.378514328872,False,-0.17056107065656495,5,2.6710000000000003,43802.0,401,0,0.0,10769.959106880775,False,-0.14982318635484593,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,13,1.869,67625,514,0,0.0,9291.032470694656,False,-0.0913255182016832,0.3333333333333333,322341,0.0,0.0,11,0,0,9,20,18.174242424242422,23,32,12,164.0,0.0,12,0,12,200,1.3158162329928018,58.55113923386671
22,12,0,0,0,10.000000000000002,20,10.0,26.88715755668604,32,27.125,17.638889319753154,23,14.130434782608695,35.00000000000001,8,35.0,0,0.7400000000000002,44423,10,11,1.0,395.75873312354645,False,0.12556767566939359,13,1.1130000000000002,41327,4,10,1.0,308.87157556686043,False,0.046374789692592226,10,2.5500000000000007,45667.0,152,0,0.0,4086.8479486162782,False,-0.17534484531487093,13,2.7960000000000003,42753.0,433,0,0.0,11642.139222045056,False,-0.16041708389901435,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,8,1.9360000000000002,67204,537,0,0.0,9472.083564707444,False,-0.09548065252151623,0.3333333333333333,320886,0.0,0.0,12,0,0,9,12,11.666666666666666,23,32,14,152.0,3.0,11,1,14,712,1.2418836069991812,59.79302284086589
23,14,0,0,0,10.000000000000002,20,10.0,27.038786520640603,8,32.0,17.594020283531016,36,17.36111111111111,35.00000000000001,9,35.0,0,0.7400000000000002,44579,10,13,1.0,451.50422476832784,False,0.13020589038125685,0,1.1,41227,4,20,1.0,580.7757304128121,False,0.04728168567480787,22,2.7600000000000007,45047.0,152,0,0.0,4109.8955511373715,False,-0.1858621074139023,14,2.923000000000001,42373.0,441,0,0.0,11924.104855602505,False,-0.1645483981021303,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,9,2.0180000000000007,66472,573,0,0.0,10081.373622463272,False,-0.10085388876164118,0.3333333333333333,319210,0.0,0.0,13,0,0,11,14,14.0,22,33,14,162.0,6.0,12,2,14,456,1.3030233540339395,61.09604619489983
24,14,0,0,0,10.000000000000002,20,10.0,26.860882691102187,13,23.53846153846154,17.466408448652775,12,15.333333333333334,35.00000000000001,12,35.0,0,0.7400000000000002,44539,9,18,1.0,573.4958884398394,False,0.13073551305955447,0,1.1,41373,5,22,1.0,640.9394192042481,False,0.0517233738516794,7,2.808000000000001,44893.0,152,0,0.0,4082.8541690475327,False,-0.18875763400702153,5,2.959000000000001,42027.0,454,0,0.0,12194.840741760392,False,-0.16818908701270083,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,12,2.1290000000000004,66102,585,0,0.0,10217.848942461873,False,-0.10464801881923542,0.3333333333333333,318446,0.0,0.0,12,0,0,11,11,11.0,23,34,14,173.0,6.0,12,2,14,506,1.394702197983861,62.49074839288369
25,14,0,0,0,10.000000000000002,20,10.0,25.800061702140848,49,20.816326530612244,17.536527432140886,16,18.375,35.00000000000001,8,35.0,0,0.7400000000000002,44919,9,12,1.0,399.60074042569016,False,0.13812779986915338,11,1.2100000000000002,41538,5,10,1.0,308.00061702140846,False,0.05168630801177262,4,2.841,44765.0,156,0,0.0,4024.8096255339724,False,-0.19147169971883177,12,3.0740000000000003,40904.0,499,0,0.0,12874.230789368283,False,-0.1817281929879156,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,8,2.1970000000000005,65711,601,0,0.0,10539.452986716673,False,-0.10754235303947575,0.3333333333333333,317349,0.0,0.0,13,0,0,15,9,8.916666666666666,21,36,12,184.0,3.0,13,1,12,1112,1.3118284859810956,63.802576878864784
26,12,0,0,0,10.000000000000002,20,10.0,25.53119417695183,18,21.77777777777778,17.588770126057746,31,17.90322580645161,35.00000000000001,11,35.0,0,0.7400000000000002,44799,11,22,1.0,671.6862718929402,False,0.13853248078970984,8,1.2790000000000001,41650,3,10,1.0,285.3119417695183,False,0.054225360615613255,9,2.9270000000000014,44630.0,156,0,0.0,3982.866291604485,False,-0.19416760615673248,22,3.2820000000000005,40049.0,517,0,0.0,13199.627389484096,False,-0.1936943445727759,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,11,2.299000000000001,64998,632,0,0.0,11116.102719668495,False,-0.11288189504068384,0.3333333333333333,315638,0.0,0.0,12,0,0,11,12,12.0,22,33,11,156.0,3.0,11,1,11,520,1.2577325319871306,65.06030941085191
27,11,0,0,0,10.000000000000002,20,10.0,24.54606173477192,38,18.263157894736842,18.006735851563484,22,21.727272727272727,35.00000000000001,10,35.0,0,0.7400000000000002,44937,12,16,1.0,512.7369877563508,False,0.14000879080488796,12,1.3910000000000005,41656,2,10,1.0,265.4606173477192,False,0.054126335259033403,13,3.048000000000001,44151.0,172,0,0.0,4221.9226183807705,False,-0.20038092975213226,9,3.35,39573.0,539,0,0.0,13230.327275042066,False,-0.20165649230799348,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,10,2.388000000000001,64383,654,0,0.0,11776.405246922519,False,-0.1164633663155222,0.3333333333333333,314212,0.0,0.0,16,0,0,10,12,11.5,22,32,10,124.0,3.0,10,1,10,696,1.2064450579928234,66.26675446884474
28,10,0,0,0,10.000000000000002,20,10.0,23.507993005611556,53,18.566037735849058,17.731082716675992,11,12.818181818181818,35.00000000000001,10,35.0,8,0.8200000000000001,45013,14,10,1.0,375.0799300561156,False,0.14018969212794338,19,1.5690000000000002,41605,0,10,1.0,235.07993005611556,False,0.052456674949626914,11,3.145000000000001,43764.0,179,0,0.0,4207.930748004469,False,-0.20719098826372426,0,3.3410000000000006,38746.0,585,0,0.0,13752.175908282761,False,-0.21144087884985946,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,10,2.4780000000000006,64102,665,0,0.0,11791.170006589535,False,-0.11990362608073574,0.3333333333333333,312742,0.0,0.0,16,0,0,14,13,13.0,19,33,13,143.0,0.0,10,0,13,841,1.1743974479613826,67.44115191680612
29,13,0,0,0,10.000000000000002,20,10.0,24.6800892279697,44,32.0,17.325831777234878,20,13.55,35.00000000000001,5,35.0,13,0.9420000000000002,45384,15,10,1.0,396.800892279697,False,0.14982217405695458,11,1.6600000000000006,41780,0,9,0.9,222.12080305172728,False,0.05670762559659625,13,3.2640000000000007,42893.0,192,0,0.0,4738.577131770182,False,-0.21765986404139498,7,3.4110000000000005,37815.0,616,0,0.0,15202.934964429334,False,-0.21499494456460685,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,5,2.5180000000000002,63783,685,0,0.0,11868.194767405892,False,-0.12343026399146347,0.31666666666666665,311167,0.0,0.0,14,0,0,17,12,11.175,22,39,12,181.0,3.0,12,1,12,614,1.1600411430117674,68.60119305981789
30,12,0,0,0,10.000000000000002,20,10.0,25.22116950350874,17,34.35294117647059,17.282427295514907,25,16.96,35.00000000000001,9,35.0,0,0.9290000000000003,45304,13,20,1.0,634.4233900701748,False,0.150801193023613,8,1.7290000000000005,42044,2,10,1.0,272.2116950350874,False,0.0639988357974307,9,3.3410000000000006,42394.0,200,0,0.0,5044.233900701748,False,-0.22364329875808708,16,3.5640000000000005,37281.0,625,0,0.0,15763.230939692963,False,-0.21938267271892695,0,0.2,79512,0,10,0.0,350.00000000000006,False,0.0019237055850328162,9,2.6030000000000006,63244,710,0,0.0,12270.523379815584,False,-0.1276779529520985,0.3333333333333333,309779,0.0,0.0,11,0,0,11,11,11.0,20,31,15,130.0,9.0,9,3,15,488,1.1397164220106788,69.74090948182857
