index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,22,0,0,0,10.000000000000002,20,10.0,21.777369286967325,13,30.153846153846153,19.495982790800866,9,2.0,42.00000000000001,6,42.0,0,0.30800000000000005,27321,0,20,0.8,435.5473857393465,False,0.06130621600391831,0,0.506,24305,113,0,0.0,1130.0000000000002,False,-0.041544627716972406,0,0.281,39204,0,3,0.2,58.4879483724026,False,0.016484285674695016,9,2.2790000000000004,29614.0,61,0,0.0,1328.4195265050068,False,-0.21552945142750723,0,0.2,56556,0,6,0.0,252.00000000000006,False,0.001484151383441111,0,0.21800000000000003,54004,213,20,1.0,4992.644334440584,False,-0.001725817745851574,0.3333333333333333,231004,0.0,0.0,15,0,0,21,1,1.0,17,38,19,273.0,18.0,20,2,19,844,1.7199349170550704,15.955585807561874
11,19,0,0,0,10.000000000000002,20,10.0,21.71731428555553,24,21.458333333333332,19.47559201000816,14,19.142857142857142,42.00000000000001,15,42.0,0,0.30800000000000005,27729,0,13,0.9,282.3250857122219,False,0.07407748353846574,8,0.5860000000000001,24032,124,0,0.0,1240.0000000000002,False,-0.049946045938029905,2,0.30100000000000005,39328,0,8,0.8,155.80473608006528,False,0.0209576487302131,9,2.3600000000000008,28891.0,77,0,0.0,1672.2331999877758,False,-0.22980758608197815,0,0.2,56556,0,6,0.0,252.00000000000006,False,0.001484151383441111,0,0.21800000000000003,54366,217,15,1.0,4856.203466171771,False,0.003464817362555012,0.45,230902,0.0,0.0,19,0,0,17,4,3.4,16,33,21,188.0,20.0,15,4,21,1328,1.5448713172227144,17.50045712478459
12,21,0,0,0,10.000000000000002,20,10.0,22.909569504137654,20,29.75,20.73141983953429,15,39.0,42.000000000000014,9,42.0,6,0.36800000000000005,28102,0,9,0.9,206.1861255372389,False,0.08698524212920537,1,0.5880000000000001,23907,135,0,0.0,1350.0000000000002,False,-0.052643749036534605,7,0.369,39564,0,5,0.5,103.65709919767144,False,0.02639657355750028,0,2.3510000000000004,28421.0,92,0,0.0,2107.680394380664,False,-0.23634375217788084,0,0.2,56556,0,6,0.0,252.00000000000009,False,0.001484151383441111,0,0.21800000000000003,54159,222,16,1.0,5274.375204376613,False,0.003501671475817294,0.39999999999999997,230709,0.0,0.0,19,0,0,17,4,3.466666666666667,18,35,20,172.0,37.0,16,5,20,1008,1.6063090339303017,19.10676615871489
13,20,0,0,0,10.000000000000002,20,10.0,23.144989657174186,10,26.0,20.29883540731804,6,5.166666666666667,42.000000000000014,10,42.0,1,0.3720000000000001,28201,4,10,1.0,271.4498965717419,False,0.0920581527780897,0,0.587,23847,141,0,0.0,1410.0000000000002,False,-0.05379990750732234,0,0.36200000000000004,39318,0,14,1.0,284.18369570245255,False,0.022361630381926702,5,2.4010000000000002,28272.0,92,0,0.0,2129.339048460025,False,-0.2399235815159206,0,0.2,56556,0,6,0.0,252.00000000000009,False,0.001484151383441111,0,0.21800000000000003,54548,218,16,1.0,5097.146118795333,False,0.008809022569660934,0.5,230742,0.0,0.0,13,0,0,15,3,2.1,19,34,10,187.0,28.0,15,5,10,634,1.3934985073283315,20.500264666043222
14,10,0,0,0,10.000000000000002,20,10.0,23.12206151331192,14,22.928571428571427,18.025472252221686,67,11.432835820895523,42.000000000000014,10,42.0,0,0.37100000000000005,28387,6,11,1.0,314.34267664643113,False,0.10005284948062342,5,0.637,23677,149,0,0.0,1490.0000000000002,False,-0.058809927547402496,0,0.36200000000000004,39498,0,6,0.5,108.15283351333011,False,0.024744835524954444,54,2.936000000000001,25874.0,101,0,0.0,2335.328212844504,False,-0.2993843017223553,0,0.2,56556,0,6,0.0,252.00000000000009,False,0.001484151383441111,0,0.21800000000000003,54202,275,16,1.0,5629.004869360963,False,0.007394297231006016,0.4166666666666667,228194,0.0,0.0,15,0,0,15,4,4.0,11,26,17,58.0,6.0,8,2,17,1121,1.0439026011154056,21.544167267158628
15,17,0,0,0,10.000000000000002,20,10.0,23.210163275608824,12,24.083333333333332,18.025472252221686,0,,42.00000000000001,8,42.0,0,0.37100000000000005,28549,8,10,1.0,312.10163275608824,False,0.10625292185825663,1,0.6420000000000001,23583,157,0,0.0,1570.0000000000002,False,-0.06089101279482041,0,0.36200000000000004,39369,0,13,0.7,234.33113927888192,False,0.023037167905263223,0,2.8820000000000006,25714.0,106,0,0.0,2460.2773072145355,False,-0.30191106423796493,0,0.2,56556,0,6,0.0,252.00000000000006,False,0.001484151383441111,0,0.21800000000000003,54538,265,18,1.0,5532.750146838746,False,0.012480565981472394,0.45,228309,0.0,0.0,17,0,0,14,1,1.0,14,28,19,130.0,54.0,11,6,19,818,1.3518105912953615,22.89597785845399
16,19,0,0,0,10.000000000000002,20,10.0,22.682058004593788,15,18.533333333333335,16.783180621484615,27,5.962962962962963,42.0,12,42.0,0,0.37100000000000005,28727,6,10,1.0,286.8205800459379,False,0.11262564706424272,5,0.6910000000000001,23375,169,0,0.0,1690.0000000000002,False,-0.06659472791737321,0,0.36200000000000004,39474,0,9,0.5,151.04862559336152,False,0.024678713703051594,18,3.0620000000000007,24806.0,116,0,0.0,2631.1187285328792,False,-0.32322306489451413,0,0.2,56556,0,6,0.0,252.0,False,0.001484151383441111,0,0.21800000000000003,54881,282,16,1.0,5404.856935258661,False,0.017411012184694367,0.4166666666666667,227819,0.0,0.0,19,0,0,19,4,4.0,14,33,16,176.0,48.0,15,4,16,1097,1.1365005988627672,24.032478457316756
17,16,0,0,0,10.000000000000002,20,10.0,23.106334106142782,12,27.333333333333332,15.859564691452334,29,8.344827586206897,41.99999999999999,14,42.0,2,0.39100000000000007,28903,7,10,1.0,301.0633410614278,False,0.11968289157278836,0,0.686,23285,178,0,0.0,1780.0000000000002,False,-0.0683289656235548,0,0.36200000000000004,39456,0,11,0.2,174.45521160597568,False,0.024515573899603318,29,3.3340000000000005,23456.0,126,0,0.0,2911.3980973739904,False,-0.3545690326013163,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,55227,301,12,1.0,5277.728972127153,False,0.022401224178656063,0.3666666666666667,226883,0.0,0.0,17,0,0,14,4,4.0,14,28,19,122.0,51.0,11,5,19,1098,1.057049530558288,25.089527987875044
18,19,0,0,0,10.000000000000002,20,10.0,22.5424433373106,18,18.833333333333332,14.840001757215846,43,9.186046511627907,41.99999999999999,8,42.0,3,0.41900000000000004,29054,9,10,1.0,315.424433373106,False,0.12577895085118515,5,0.7360000000000002,23105,186,0,0.0,1860.0000000000002,False,-0.07372437182056421,0,0.36200000000000004,39316,7,10,1.0,306.1971209333327,False,0.02259498304185983,32,3.625000000000001,22179.0,127,0,0.0,2862.8903038384465,False,-0.3882828936984941,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,55168,334,14,1.0,5544.560586910093,False,0.023716037553536327,0.5,225378,0.0,0.0,14,0,0,14,5,4.25,21,35,18,227.0,69.0,14,5,18,735,1.1821496011689305,26.271677589043975
19,18,0,0,0,10.000000000000002,20,10.0,23.055240592060628,19,26.36842105263158,15.110329018704313,41,16.78048780487805,42.0,9,42.0,9,0.506,29286,7,10,1.0,300.5524059206063,False,0.13443333601666038,0,0.7310000000000001,22985,198,0,0.0,1980.0000000000005,False,-0.07603668876213966,5,0.41200000000000003,39273,15,10,1.0,496.93189906795254,False,0.023951756601134102,26,3.853000000000001,21096.0,128,0,0.0,2951.0707957837603,False,-0.4151997461488748,0,0.2,56556,0,6,0.0,252.0,False,0.001484151383441111,0,0.21800000000000003,54858,365,15,1.0,6145.270091827074,False,0.023545620797793838,0.5,224054,0.0,0.0,15,0,0,19,6,5.333333333333333,13,32,15,193.0,35.0,15,3,15,845,1.367667831480503,27.639345420524478
20,15,0,0,0,10.000000000000002,20,10.0,23.54482103110395,12,28.75,15.296853236955657,2,40.0,42.0,12,42.0,2,0.5170000000000001,29499,6,10,1.0,295.44821031103953,False,0.142543706842744,0,0.7310000000000001,22875,209,0,0.0,2090.0000000000005,False,-0.0781563126252505,0,0.40700000000000003,39278,8,18,1.0,463.70192651403346,False,0.023650826832578187,0,3.827000000000001,20826.0,137,0,0.0,3225.6404812612413,False,-0.4186382298979035,0,0.2,56556,0,6,0.0,252.0,False,0.001484151383441111,0,0.21800000000000003,55282,357,13,1.0,6006.97660559317,False,0.029815334513526703,0.5,224316,0.0,0.0,18,0,0,15,1,0.6666666666666666,16,31,19,142.0,31.0,12,3,19,1054,1.2740444326773286,28.913389853201807
21,19,0,0,0,10.000000000000002,20,10.0,23.550706799844516,15,23.6,15.244399950571607,27,14.777777777777779,42.0,8,42.0,1,0.5250000000000001,29658,8,10,1.0,315.50706799844517,False,0.14905786704174584,4,0.7710000000000001,22763,217,0,0.0,2170.0000000000005,False,-0.08093109295514105,0,0.40700000000000003,39260,7,20,1.0,469.7429466103438,False,0.02326272698150568,19,4.017,20151.0,143,0,0.0,3367.751072377766,False,-0.43428568188748135,0,0.2,56556,0,6,0.0,252.0,False,0.001484151383441111,0,0.21800000000000003,55219,374,15,1.0,6331.405581513781,False,0.03156830260357065,0.5,223607,0.0,0.0,15,0,0,17,5,4.5,17,34,15,195.0,27.0,16,3,15,986,1.4333816971629858,30.346771550364792
22,15,0,0,0,10.000000000000002,20,10.0,23.449252507292872,13,22.46153846153846,15.300098385123322,62,15.516129032258064,41.99999999999999,13,42.0,2,0.544,29805,8,10,1.0,314.49252507292874,False,0.15470349400865055,1,0.7770000000000001,22645,227,0,0.0,2270.0000000000005,False,-0.08355171882225991,10,0.5070000000000001,39747,0,8,0.8,122.40078708098658,False,0.03138068745085094,32,4.318000000000001,18470.0,155,0,0.0,3634.6341386303952,False,-0.4743809863638314,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54803,426,12,1.0,7021.841912062535,False,0.030317695961540454,0.4666666666666666,222026,0.0,0.0,16,0,0,12,7,5.733333333333333,20,32,15,163.0,13.0,14,1,15,970,1.2645083600655198,31.611279910430312
23,15,0,0,0,10.000000000000002,20,10.0,23.440862749958423,16,23.375,14.696797061910882,52,11.538461538461538,41.99999999999999,6,42.0,2,0.562,29959,9,10,1.0,324.40862749958427,False,0.1608295172556572,4,0.8160000000000001,22539,236,0,0.0,2360.0000000000005,False,-0.0859025743795283,0,0.49700000000000005,39576,1,10,1.0,170.40883336906725,False,0.02757220552593562,44,4.726000000000001,16418.0,160,0,0.0,3750.538039993348,False,-0.5260442775346096,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54455,468,16,1.0,7550.101024974293,False,0.02883583364230448,0.5,219503,0.0,0.0,15,0,0,8,7,6.181818181818182,22,30,17,107.0,41.0,10,5,17,587,1.027964779175818,32.63924468960613
24,17,0,0,0,10.000000000000002,20,10.0,22.770667240543617,20,18.5,13.874373417559397,24,3.875,41.99999999999999,10,42.0,3,0.5900000000000001,30141,8,10,1.0,307.70667240543617,False,0.1675217101974225,7,0.8820000000000001,22317,247,0,0.0,2470.0000000000005,False,-0.09233852320024664,0,0.4970000000000001,39483,0,16,0.6,221.98997468095035,False,0.02583089326477386,24,4.922000000000001,15201.0,175,0,0.0,3984.8667670951327,False,-0.5545396434036954,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54782,482,16,1.0,7359.447987263629,False,0.03292914932739345,0.43333333333333335,218480,0.0,0.0,18,0,0,9,6,5.333333333333333,21,30,12,162.0,32.0,13,4,12,862,4.288355474360287,36.92760016396642
25,12,0,0,0,10.000000000000002,20,10.0,22.324772131173084,19,19.210526315789473,13.902674656867285,21,14.285714285714286,41.99999999999999,9,42.0,5,0.6370000000000001,30297,8,10,1.0,303.24772131173086,False,0.17344781334422174,4,0.9150000000000003,22137,257,0,0.0,2570.0000000000005,False,-0.09734854324032681,0,0.4970000000000001,39211,6,26,1.0,495.4181738655879,False,0.022325804775832188,21,5.108000000000001,14556.0,178,0,0.0,3973.809439348809,False,-0.5713940275235276,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54860,493,17,1.0,7568.018605835571,False,0.0361498516364145,0.5,217617,0.0,0.0,14,0,0,8,5,4.5,16,24,15,94.0,25.0,7,5,15,689,0.7222711713984609,37.64987133536488
26,15,0,0,0,10.000000000000002,20,10.0,22.540907353120332,12,25.0,13.70733877898801,8,7.0,41.99999999999999,7,42.0,2,0.6520000000000001,30455,8,10,1.0,305.4090735312033,False,0.17957856238498546,0,0.911,22037,267,0,0.0,2670.0000000000005,False,-0.09927547402497303,0,0.4970000000000001,38911,8,36,1.0,673.791454868531,False,0.01686389427764511,8,5.167000000000001,14356.0,178,0,0.0,4012.281508855419,False,-0.5760773957968829,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,55098,491,20,1.0,7570.303340483113,False,0.04037513110430676,0.5,217413,0.0,0.0,12,0,0,8,2,1.1666666666666667,20,28,18,115.0,33.0,9,6,18,494,0.9865780845284462,38.636449419893324
27,18,0,0,0,10.000000000000002,20,10.0,22.78339457312353,25,24.08,13.333877733615493,36,10.694444444444445,41.99999999999999,9,42.0,12,0.77,30680,8,10,1.0,307.8339457312353,False,0.18829647652480408,3,0.9410000000000001,21883,277,0,0.0,2770.0000000000005,False,-0.10328349005703714,0,0.49700000000000005,38979,12,24,1.0,593.4138004842541,False,0.017584446984017586,14,5.299000000000001,13558.0,189,0,0.0,4306.061574320347,False,-0.5929468407606764,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,55091,517,21,1.0,7775.61478827921,False,0.04206522128237052,0.5,216747,0.0,0.0,17,0,0,19,6,5.909090909090909,13,32,15,191.0,14.0,15,3,15,1141,1.283868026919663,39.92031744681299
28,15,0,0,0,10.000000000000002,20,10.0,21.164100890054918,32,13.9375,13.74636625076516,19,19.42105263157895,41.99999999999999,9,42.0,0,0.758,30818,8,13,1.0,355.13331157071394,False,0.1945262315317311,25,1.1880000000000002,21428,287,0,0.0,2870.0000000000005,False,-0.11889162941267149,0,0.4970000000000001,39150,25,19,1.0,790.2834810159111,False,0.024565166735962783,4,5.325000000000001,13176.0,198,0,0.0,4190.491976230874,False,-0.6043411149023127,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,55100,526,22,1.0,8154.588647902474,False,0.04557218141897662,0.5,216228,0.0,0.0,17,0,0,10,4,4.0,18,28,19,119.0,42.0,11,4,19,1171,1.21103944350034,41.13135689031333
29,19,0,0,0,10.000000000000002,20,10.0,21.320409170678772,20,22.55,13.897208321861346,59,14.542372881355933,41.99999999999999,11,42.0,2,0.778,31102,10,10,1.0,313.2040917067877,False,0.2046632513432015,5,1.213,21248,295,0,0.0,2950.0000000000005,False,-0.12428703560968091,0,0.4970000000000001,39450,28,10,1.0,735.943539997619,False,0.03163385159465271,40,5.721000000000002,11094.0,205,0,0.0,4370.683879989148,False,-0.6559488576833802,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54704,575,21,1.0,8872.894785070273,False,0.044921152559015055,0.5,214154,0.0,0.0,15,0,0,17,9,8.285714285714285,18,35,17,176.0,31.0,15,4,17,1383,1.491100394167006,42.62245728448033
30,17,0,0,0,10.000000000000002,20,10.0,21.830186860886815,8,32.0,14.73963668789577,54,19.11111111111111,41.99999999999999,12,42.0,0,0.7760000000000002,31248,11,12,1.0,371.9622423306418,False,0.21142211812722836,0,1.208,21158,304,0,0.0,3040.0000000000005,False,-0.1260212733158625,27,0.7670000000000001,39585,18,10,1.0,540.3397303749204,False,0.03259760772048245,17,5.851000000000003,10223.0,213,0,0.0,4649.829801368892,False,-0.6748992175380355,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54176,619,19,1.0,9921.835109807482,False,0.04485878573277747,0.5,212946,0.0,0.0,17,0,0,12,3,2.72972972972973,24,36,14,181.0,15.0,15,2,14,960,1.2317356253042817,43.854192909784615
31,14,0,0,0,10.000000000000002,20,10.0,21.90527574083747,14,22.714285714285715,14.406949933746333,10,4.4,41.99999999999999,10,42.0,2,0.796,31434,10,10,1.0,319.0527574083747,False,0.21757077149314735,0,1.2080000000000002,21048,315,0,0.0,3150.0000000000005,False,-0.12814089717897334,0,0.74,39267,22,20,1.0,770.055064973351,False,0.02733444393312108,10,5.934000000000001,9923.0,213,0,0.0,4665.823732798382,False,-0.6824646509728945,0,0.2,56556,0,6,0.0,251.99999999999994,False,0.001484151383441111,0,0.21800000000000003,54552,619,19,1.0,9715.90200898898,False,0.04968286873201334,0.5,212780,0.0,0.0,14,0,0,11,3,2.166666666666667,19,30,13,92.0,23.0,10,4,13,638,0.9765458656474948,44.83073877543211
