index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,12,0,0,0,10.0,20,10.0,7.815100658706922,15,8.666666666666666,38.27004594614975,0,,41.00000000000001,18,41.0,5,1.6180000000000003,12597,359,0,0.0,3590.0,False,-0.2956836644807673,10,1.5690000000000002,14245,381,0,0.0,3810.0,False,-0.2096505823627288,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,37353,5,120,1.0,4631.481016831505,False,0.20735148856877741,0,1.5950000000000002,35268,0,4,0.0,164.00000000000003,False,-0.07925923996561873,17,3.4930000000000003,29172,101,0,0.0,3865.2746405611247,False,-0.18983571692025727,0.16666666666666666,162196,0.0,0.0,11,0,0,2,11,11.0,23,25,12,107.0,63.0,6,6,12,241,0.7142385067418218,30.145347111858428
37,12,0,0,0,10.0,20,10.0,7.666911790853128,10,6.5,39.32824902533796,5,52.0,41.00000000000001,13,41.0,5,1.6630000000000003,12397,367,0,0.0,3670.0,False,-0.30351375159048644,5,1.6090000000000002,14050,393,0,0.0,3930.0,False,-0.21625721836155426,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,37548,5,125,1.0,4954.365687121511,False,0.21820011089483665,0,1.5950000000000002,35309,0,3,0.0,123.00000000000003,False,-0.07872528846404292,12,3.596000000000001,28710,106,0,0.0,4168.794396685824,False,-0.19791635979624123,0.16666666666666666,161575,0.0,0.0,10,0,0,5,7,7.0,20,25,11,117.0,60.0,7,5,11,501,0.6797760548070073,30.825123166665435
38,11,0,0,0,10.0,20,10.0,7.666911790853128,0,,38.85405563879125,9,35.77777777777778,41.00000000000001,17,41.0,0,1.6580000000000004,12317,375,0,0.0,3750.0,False,-0.30547127336791624,0,1.6040000000000003,13930,405,0,0.0,4050.0,False,-0.21919350102769894,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,37870,0,121,0.5,4701.340732293742,False,0.22414993809796904,6,1.6550000000000002,35108,0,5,0.5,205.00000000000003,False,-0.08289271481780533,8,3.664000000000001,28540,110,0,0.0,4273.946120267037,False,-0.20097483759712662,0.16666666666666666,161326,0.0,0.0,12,0,0,6,7,7.0,18,24,12,105.0,60.0,6,5,12,645,0.6676153652369976,31.492738531902432
39,12,0,0,0,10.0,20,10.0,7.425562256183501,3,1.0,39.70297465095913,5,50.0,41.00000000000001,18,41.0,3,1.6880000000000004,12142,385,0,0.0,3850.0,False,-0.31158852892238426,0,1.6040000000000003,13830,415,0,0.0,4150.0,False,-0.22164040324948614,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38117,0,119,0.3,4724.653983464136,False,0.23202237009167473,5,1.6990000000000003,35007,0,5,0.5,205.00000000000003,False,-0.08552340270361784,8,3.736000000000001,28434,110,0,0.0,4367.327211605504,False,-0.2025196362409098,0.13333333333333333,161091,0.0,0.0,13,0,0,4,7,6.666666666666666,24,28,12,123.0,60.0,7,5,12,614,0.6748535241931677,32.1675920560956
40,12,0,0,0,9.999999999999998,20,10.0,7.387072154272673,10,7.1,39.70297465095913,0,,41.00000000000001,11,41.0,5,1.7350000000000003,11905,396,0,0.0,3959.999999999999,False,-0.32049525300968973,5,1.6540000000000004,13670,424,0,0.0,4239.999999999999,False,-0.22726827835959676,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38046,0,129,1.0,5121.683729973727,False,0.23590339253064468,0,1.6940000000000004,35130,0,2,0.0,82.00000000000001,False,-0.08392154819889042,8,3.808000000000001,28324,110,0,0.0,4367.327211605504,False,-0.20538474185912145,0.16666666666666666,160636,0.0,0.0,12,0,0,4,7,7.0,22,26,13,99.0,63.0,6,6,13,323,0.7190280193462968,32.8866200754419
41,13,0,0,0,9.999999999999998,20,10.0,7.7345397590931055,13,9.76923076923077,39.70297465095913,0,,41.000000000000014,20,41.0,3,1.7600000000000002,11769,403,0,0.0,4029.999999999999,False,-0.3254379954976999,10,1.7490000000000003,13365,437,0,0.0,4369.999999999999,False,-0.2390134090241754,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,37919,3,139,1.0,5541.917095760598,False,0.23843311869613765,4,1.7340000000000002,35180,0,0,0.0,0.0,False,-0.08368713046649129,14,3.940000000000001,28045,110,0,0.0,4367.327211605504,False,-0.21265169156349462,0.16666666666666666,159839,0.0,0.0,11,0,0,7,12,11.8,19,26,13,120.0,63.0,7,6,13,241,0.6997817698866129,33.58640184532851
42,13,0,0,0,9.999999999999998,20,10.0,7.385348327980831,13,5.230769230769231,39.70297465095913,0,,41.00000000000001,17,41.0,8,1.8370000000000002,11449,413,0,0.0,4129.999999999999,False,-0.3386512674953509,5,1.7890000000000004,13195,447,0,0.0,4469.999999999999,False,-0.24488597435646473,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,37851,6,149,1.0,5960.055312960795,False,0.24272667569029707,1,1.7400000000000002,35172,0,0,0.0,0.0,False,-0.08389550178417941,16,4.086000000000001,27700,110,0,0.0,4367.327211605504,False,-0.2216377046387948,0.16666666666666666,158928,0.0,0.0,9,0,0,7,11,11.0,8,15,15,79.0,73.0,5,8,15,200,0.6752955028787255,34.261697348207235
43,15,0,0,0,9.999999999999998,20,10.0,6.992517221059585,6,1.5,41.193502490613184,10,50.0,41.00000000000001,20,41.0,6,1.8890000000000002,11212,421,0,0.0,4209.999999999999,False,-0.3482920622491925,0,1.7840000000000003,13075,459,0,0.0,4589.999999999999,False,-0.24782225702260938,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38342,2,149,1.0,6151.816905543484,False,0.26058888643692907,12,1.8590000000000004,34712,0,5,0.5,205.00000000000003,False,-0.09320709504336729,8,4.15,27348,115,0,0.0,4737.252786420516,False,-0.22598842515015083,0.25,158250,0.0,0.0,12,0,0,7,11,11.0,11,18,13,147.0,63.0,9,6,13,700,0.7085700323805213,34.97026738058776
44,13,0,0,0,9.999999999999998,20,10.0,7.488378188028777,10,11.5,41.84899392636071,5,50.0,41.0,15,41.0,0,1.8830000000000005,11132,429,0,0.0,4289.999999999999,False,-0.3502495840266223,10,1.8840000000000003,12780,471,0,0.0,4709.999999999999,False,-0.2593226974650093,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38477,2,154,1.0,6459.721821035608,False,0.26938339756871815,0,1.8470000000000004,34626,0,6,0.5,246.0,False,-0.09491313520693877,11,4.252000000000001,27166,115,0,0.0,4812.634301531482,False,-0.22974716352549313,0.25,157742,0.0,0.0,12,0,0,5,7,7.0,13,18,12,129.0,60.0,8,5,12,614,0.6880652541294694,35.658332634717226
45,12,0,0,0,10.0,20,10.0,7.69063274135308,5,11.0,42.47161407376271,5,50.0,41.0,20,41.0,0,1.8830000000000005,11002,442,0,0.0,4420.0,False,-0.3534305569149457,5,1.9240000000000004,12635,478,0,0.0,4780.0,False,-0.2647058823529412,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38672,0,156,0.7,6625.571795506982,False,0.2778422783587014,0,1.8470000000000002,34622,0,5,0.5,205.0,False,-0.09555127236735864,14,4.381000000000001,26903,115,0,0.0,4884.235618482711,False,-0.2356648917969069,0.19999999999999998,157395,0.0,0.0,14,0,0,4,7,7.0,2,6,13,102.0,63.0,6,6,13,696,0.647731514647603,36.30606414936483
46,13,0,0,0,10.0,20,10.0,7.6497058680507175,8,7.25,42.47161407376271,0,,41.0,20,41.0,3,1.9130000000000005,10847,450,0,0.0,4500.0,False,-0.3590584320250563,5,1.9690000000000003,12440,490,0,0.0,4900.0,False,-0.2713125183517667,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38614,0,164,0.8,6965.344708097085,False,0.2812476367801479,5,1.8970000000000005,34771,0,0,0.0,0.0,False,-0.09434011408329643,10,4.4670000000000005,26749,115,0,0.0,4884.235618482711,False,-0.2396760396624032,0.13333333333333333,156982,0.0,0.0,12,0,0,3,9,9.0,3,6,13,106.0,66.0,6,7,13,405,0.6737821400165558,36.979846289381385
47,13,0,0,0,10.0,20,10.0,7.577751286606082,1,2.0,42.47161407376271,0,,41.0,20,41.0,1,1.9200000000000004,10713,461,0,0.0,4610.0,False,-0.3629245375354801,0,1.9640000000000004,12350,499,0,0.0,4990.0,False,-0.27351473035137513,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38612,0,165,0.1,7007.816322170847,False,0.28183309474937385,9,1.9820000000000002,34647,0,0,0.0,0.0,False,-0.0975698695074623,11,4.567000000000001,26563,115,0,0.0,4884.235618482711,False,-0.244520672798652,0.016666666666666666,156446,0.0,0.0,10,0,0,3,10,10.0,3,6,12,106.0,79.0,6,7,12,200,1.1823159018531442,38.16216219123453
48,12,0,0,0,10.0,20,10.0,7.292333109769168,4,2.25,43.21704926337891,5,52.0,41.0,20,41.0,4,1.9590000000000003,10542,468,0,0.0,4680.0,False,-0.3695801115787413,0,1.9640000000000004,12220,512,0,0.0,5120.0,False,-0.27669570323969855,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,38863,0,164,0.4,7087.596079194142,False,0.2906865729120122,9,2.0630000000000006,34517,0,0,0.0,0.0,False,-0.10095590341989426,11,4.666000000000001,26121,120,0,0.0,5186.045911605469,False,-0.2521026500715564,0.06666666666666667,155824,0.0,0.0,10,0,0,4,13,13.0,3,7,11,112.0,45.0,7,5,11,460,0.5569213228300214,38.71908351406455
49,11,0,0,0,10.0,20,10.0,7.725609292033596,15,9.666666666666666,44.221627120715,10,50.0,41.0,20,41.0,5,2.0050000000000003,10332,479,0,0.0,4790.0,False,-0.37716550846628166,10,2.0640000000000005,11955,521,0,0.0,5210.0,False,-0.2874620730155623,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39218,5,164,1.0,7290.974894257428,False,0.30458629921867275,13,2.1840000000000006,34289,0,0,0.0,0.0,False,-0.10689448597400568,7,4.725000000000001,25535,130,0,0.0,5748.8115256929495,False,-0.2600368358074004,0.16666666666666666,154890,0.0,0.0,9,0,0,3,11,11.0,1,4,12,70.0,65.0,4,7,12,700,0.5473316730931401,39.26641518715769
50,12,0,0,0,10.0,20,10.0,7.375795875998369,5,2.2,44.66092439084177,5,50.0,41.0,20,41.0,5,2.0500000000000003,10125,487,0,0.0,4870.0,False,-0.385338161887051,0,2.0540000000000003,11835,533,0,0.0,5330.0,False,-0.29039835568170697,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39457,0,169,1.0,7547.696222052259,False,0.3157672300653192,8,2.2510000000000003,33937,0,5,0.5,205.0,False,-0.11339306644440393,12,4.838000000000001,25323,130,0,0.0,5805.920170809431,False,-0.2648149379989916,0.25,154238,0.0,0.0,10,0,0,4,12,12.0,3,7,11,117.0,45.0,7,5,11,450,0.6371848350390792,39.90360002219677
51,11,0,0,0,10.000000000000002,20,10.0,7.576113494559098,10,9.0,44.66092439084177,0,,41.0,20,41.0,5,2.0950000000000006,9925,497,0,0.0,4970.000000000001,False,-0.39267886855241263,5,2.1040000000000005,11665,543,0,0.0,5430.000000000001,False,-0.29627092101399627,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39367,0,179,1.0,7994.305465960677,False,0.3198244683765624,4,2.2830000000000004,34104,0,0,0.0,0.0,False,-0.11171307269554345,11,4.936000000000002,25143,130,0,0.0,5805.920170809431,False,-0.26950329264697426,0.16666666666666666,153765,0.0,0.0,10,0,0,3,10,10.0,3,6,12,104.0,60.0,6,5,12,405,0.6138060409575701,40.51740606315434
52,12,0,0,0,10.000000000000002,20,10.0,7.709618355124233,6,9.333333333333334,44.66092439084177,0,,41.0,20,41.0,1,2.1000000000000005,9830,504,0,0.0,5040.000000000001,False,-0.3956151512185573,5,2.1490000000000005,11460,556,0,0.0,5560.000000000001,False,-0.3031222472350005,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39311,0,185,0.6,8262.271012305728,False,0.3221979396808153,9,2.3690000000000007,33984,0,0,0.0,0.0,False,-0.11483864246086527,11,5.035000000000001,24971,130,0,0.0,5805.920170809431,False,-0.27398327597726885,0.09999999999999999,153117,0.0,0.0,10,0,0,5,9,9.0,3,8,9,127.0,57.0,8,4,9,200,0.6689829956740141,41.186389058828354
53,9,0,0,0,10.000000000000002,20,10.0,7.642350167615388,9,7.111111111111111,45.23257889897009,5,52.0,40.99999999999999,13,41.0,4,2.1390000000000007,9640,513,0,0.0,5130.000000000001,False,-0.40271116766174025,5,2.1940000000000004,11280,567,0,0.0,5670.000000000001,False,-0.30923950278946855,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39507,0,189,0.9,8548.957411905347,False,0.3325261354380531,2,2.380000000000001,33706,0,5,0.5,204.99999999999997,False,-0.1194097882426484,11,5.134000000000001,24793,130,0,0.0,5880.235256866112,False,-0.277651717020471,0.2333333333333333,152487,0.0,0.0,10,0,0,3,8,8.0,3,6,12,103.0,39.0,6,3,12,460,0.5802810788154602,41.766670137643814
54,12,0,0,0,10.000000000000002,20,10.0,7.860185954208061,5,11.0,45.61231766820169,5,50.0,40.99999999999999,8,41.0,0,2.1350000000000002,9540,523,0,0.0,5230.000000000001,False,-0.4051580698835274,5,2.2390000000000008,11105,577,0,0.0,5770.000000000001,False,-0.31535675834393656,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39702,0,189,0.5,8620.72803929012,False,0.33955332419177797,0,2.3780000000000006,33456,0,10,0.5,409.99999999999994,False,-0.12325163441252311,8,5.203000000000001,24683,130,0,0.0,5929.60129686622,False,-0.279873918463441,0.16666666666666666,152047,0.0,0.0,11,0,0,2,5,5.0,3,5,14,84.0,75.0,5,7,14,450,0.6245068022981286,42.39117693994194
55,14,0,0,0,10.000000000000002,20,10.0,7.726596555765975,10,6.8,45.969068000617305,5,50.0,41.0,14,41.0,5,2.1850000000000005,9340,530,0,0.0,5300.000000000001,False,-0.41323284721542525,5,2.2840000000000007,10905,590,0,0.0,5900.000000000001,False,-0.32196339434276205,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39884,0,194,1.0,8917.999192119758,False,0.3496164961060347,0,2.3780000000000006,33538,0,8,0.0,328.0,False,-0.1221837314093715,12,5.315000000000002,24225,135,0,0.0,6205.824180083337,False,-0.28820586851661323,0.16666666666666666,151453,0.0,0.0,12,0,0,5,9,9.0,3,8,14,112.0,70.0,8,6,14,532,0.6909754779189825,43.082152417860925
56,14,0,0,0,10.000000000000002,20,10.0,7.940753386347197,5,11.0,45.969068000617305,0,,40.99999999999999,17,41.0,0,2.1800000000000006,9230,541,0,0.0,5410.000000000001,False,-0.4159244396593912,5,2.3290000000000006,10740,599,0,0.0,5990.000000000001,False,-0.32783595967505136,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39829,0,199,0.5,9147.844532122845,False,0.35144029297727736,0,2.3780000000000006,33579,0,7,0.0,286.99999999999994,False,-0.12164977990779569,16,5.463000000000002,23881,135,0,0.0,6205.824180083337,False,-0.2971658351772024,0.08333333333333333,150820,0.0,0.0,11,0,0,5,8,8.0,3,8,11,134.0,72.0,8,6,11,241,0.6812972612679005,43.763449679128826
57,11,0,0,0,10.000000000000002,20,10.0,7.464113033616625,6,2.0,45.969068000617305,0,,40.99999999999999,11,41.0,6,2.2400000000000007,8986,550,0,0.0,5500.000000000001,False,-0.4256631105021043,0,2.3240000000000007,10630,610,0,0.0,6100.000000000001,False,-0.3305275521190173,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,39817,0,205,0.6,9423.658940126548,False,0.35527238465008754,0,2.3780000000000006,33579,0,7,0.0,286.99999999999994,False,-0.12164977990779569,11,5.557000000000001,23699,135,0,0.0,6205.824180083337,False,-0.30190628265460717,0.09999999999999999,150272,0.0,0.0,10,0,0,3,7,7.0,4,7,4,116.0,42.0,7,4,4,200,0.5372005505487323,44.30065022967756
58,4,0,0,0,10.000000000000002,20,10.0,7.039812314189126,14,5.0,46.46876718294281,5,52.0,40.99999999999999,20,41.0,9,2.3240000000000003,8680,556,0,0.0,5560.000000000001,False,-0.4391700107663698,5,2.3740000000000006,10415,624,0,0.0,6240.000000000001,False,-0.33762356856220027,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40007,4,210,1.0,9786.600357674746,False,0.3665784081701173,2,2.3980000000000006,33848,0,0,0.0,0.0,False,-0.1183809548615633,11,5.6560000000000015,23263,140,0,0.0,6505.627405611994,False,-0.3093581198967,0.16666666666666666,149774,0.0,0.0,12,0,0,1,10,9.333333333333334,1,2,10,34.0,34.0,2,2,10,665,0.3998455461114645,44.70049577578902
59,10,0,0,0,10.000000000000002,20,10.0,6.645253070678643,6,1.8333333333333333,46.76645471471593,5,50.0,41.0,12,41.0,6,2.375000000000001,8415,567,0,0.0,5670.000000000001,False,-0.4494470000978761,0,2.3690000000000007,10325,633,0,0.0,6330.000000000001,False,-0.33982578056180873,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40246,0,215,1.0,10054.787763663924,False,0.37793382888458604,0,2.3960000000000004,33598,0,5,0.5,205.0,False,-0.12222280103143802,12,5.7650000000000015,23047,140,0,0.0,6547.30366006023,False,-0.314441386970799,0.25,149192,0.0,0.0,11,0,0,4,9,9.0,3,7,12,114.0,49.0,7,3,12,450,0.5907227797433734,45.291218555532396
60,12,0,0,0,10.000000000000002,20,10.0,6.9316810939176134,6,10.333333333333334,47.27663891694322,10,50.0,41.0,9,41.0,1,2.3790000000000004,8331,573,0,0.0,5730.000000000001,False,-0.4520896544974063,5,2.4190000000000005,10115,647,0,0.0,6470.000000000001,False,-0.34667710678281294,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40684,0,211,0.6,9975.370811475019,False,0.3900561664760625,0,2.3960000000000004,33139,0,14,1.0,574.0,False,-0.12937254186961164,8,5.833000000000002,22937,140,0,0.0,6618.729448372051,False,-0.31637629973729525,0.26666666666666666,148767,0.0,0.0,12,0,0,4,6,6.0,3,7,13,116.0,66.0,7,5,13,741,0.6015145359560847,45.89273309148848
61,13,0,0,0,10.000000000000002,20,10.0,6.9316810939176134,0,,47.27663891694322,0,,41.00000000000001,20,41.0,0,2.3780000000000006,8221,584,0,0.0,5840.000000000001,False,-0.45478124694137223,0,2.4140000000000006,10025,656,0,0.0,6560.000000000001,False,-0.34887931878242145,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40684,0,211,0.0,9975.370811475019,False,0.3900561664760625,0,2.396000000000001,33426,0,7,0.0,287.00000000000006,False,-0.125634881358581,13,5.955000000000001,22699,140,0,0.0,6618.729448372051,False,-0.3225753464385168,0.0,148616,0.0,0.0,13,0,0,4,6,6.0,4,8,12,137.0,60.0,8,5,12,487,0.6479274341836572,46.54066052567214
62,12,0,0,0,10.000000000000002,20,10.0,6.891096034525296,20,6.75,47.496116269193415,5,50.0,41.00000000000001,20,41.0,10,2.4780000000000006,7826,596,0,0.0,5960.000000000001,False,-0.4711754918273466,10,2.5140000000000007,9775,664,0,0.0,6640.000000000001,False,-0.3591563081139278,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40799,10,216,1.0,10328.07207449103,False,0.39892366804375207,1,2.4060000000000006,33705,0,0,0.0,0.0,False,-0.12210559216523846,12,6.062000000000002,22249,145,0,0.0,6886.936859033045,False,-0.3308033123351517,0.16666666666666666,147915,0.0,0.0,13,0,0,5,10,10.0,3,8,14,126.0,57.0,8,4,14,737,0.6413377160206437,47.18199824169278
63,14,0,0,0,10.0,20,10.0,6.667574569630643,12,5.166666666666667,47.86627152653414,5,52.0,41.00000000000001,12,41.0,7,2.5380000000000003,7586,601,0,0.0,6010.0,False,-0.48169717138103163,5,2.5540000000000007,9550,679,0,0.0,6790.0,False,-0.3664970147792894,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40997,12,221,1.0,10658.456902199614,False,0.40997773469380955,1,2.4150000000000005,33697,0,0,0.0,0.0,False,-0.12231396348292657,11,6.160000000000001,21807,150,0,0.0,7179.940728980121,False,-0.3384999774831333,0.16666666666666666,147198,0.0,0.0,11,0,0,5,9,9.0,2,7,12,119.0,90.0,7,7,12,460,0.618807845748961,47.80080608744174
64,12,0,0,0,10.0,20,10.0,7.236452926766433,11,11.545454545454545,47.86627152653414,0,,41.00000000000001,20,41.0,1,2.5410000000000004,7527,605,0,0.0,6050.0,False,-0.48360575511402565,10,2.649000000000001,9220,695,0,0.0,6950.0,False,-0.3787315258882255,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40870,13,231,1.0,11151.182610677351,False,0.41361064357617106,7,2.484000000000001,33613,0,0,0.0,0.0,False,-0.12450186231865183,13,6.279000000000001,21565,150,0,0.0,7179.940728980121,False,-0.34480320984319895,0.16666666666666666,146356,0.0,0.0,11,0,0,5,13,13.0,2,7,4,121.0,60.0,7,5,4,200,0.40707145165652037,48.20787753909826
65,4,0,0,0,10.0,20,10.0,7.175484620636064,1,2.0,47.86627152653414,0,,41.0,20,41.0,1,2.5500000000000007,7413,614,0,0.0,6140.0,False,-0.486982480180092,0,2.6390000000000007,9110,706,0,0.0,7060.0,False,-0.38142311833219145,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,40868,4,241,1.0,11564.473376377271,False,0.4198391979604527,12,2.5970000000000004,33413,0,0,0.0,0.0,False,-0.12971114526085484,8,6.346000000000002,21459,150,0,0.0,7179.940728980121,False,-0.34756412980256657,0.16666666666666666,145824,0.0,0.0,11,0,0,1,10,10.0,0,1,2,18.0,24.0,1,3,2,200,0.23128103278577328,48.439158571884036
66,2,0,0,0,10.0,20,10.0,6.745725528969348,7,2.0,46.31662034850573,9,36.888888888888886,41.0,15,41.0,7,2.619,7153,622,0,0.0,6220.0,False,-0.49774884995595575,0,2.6390000000000007,8990,718,0,0.0,7180.0,False,-0.3843594009983361,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,41186,1,242,1.0,11215.367849867356,False,0.42420513528529574,0,2.585000000000001,33413,0,0,0.0,0.0,False,-0.12971114526085484,15,6.488000000000001,20817,159,0,0.0,7364.342635412411,False,-0.36188442378281965,0.16666666666666666,145120,0.0,0.0,10,0,0,0,10,10.0,0,0,1,0.0,6.0,0,2,1,532,0.1073088413104415,48.54646741319448
67,1,0,0,0,10.0,0,,6.745725528969348,0,,46.77217566520633,5,52.0,41.00000000000001,9,41.0,0,2.612000000000001,7153,622,0,0.0,6220.0,False,-0.49774884995595575,0,2.6390000000000007,8990,718,0,0.0,7180.0,False,-0.3843594009983361,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,41446,0,238,0.1,11131.777808319108,False,0.43084638739224357,0,2.585000000000001,33153,0,5,0.5,205.00000000000003,False,-0.13381345557783972,9,6.563000000000002,20683,159,0,0.0,7436.775930767807,False,-0.3644313295292396,0.09999999999999999,144986,0.0,0.0,1,0,0,0,5,5.0,0,0,1,0.0,3.0,0,1,1,260,0.09195514861494303,48.63842256180942
68,1,0,0,0,10.0,0,,6.745725528969348,0,,47.036142442247815,5,50.0,41.00000000000001,19,41.0,0,2.6120000000000005,7153,622,0,0.0,6220.0,False,-0.49774884995595575,0,2.6390000000000007,8990,718,0,0.0,7180.0,False,-0.3843594009983361,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,41696,0,233,0.0,10959.421189043742,False,0.4358324383528692,6,2.645000000000001,33288,0,0,0.0,0.0,False,-0.13296694709973172,8,6.634000000000001,20329,164,0,0.0,7713.927360528642,False,-0.3700423597982882,0.0,145017,0.0,0.0,3,0,0,0,6,5.5,0,0,1,0.0,3.0,0,1,1,414,0.0925122881308198,48.73093484994024
69,1,0,0,0,10.0,0,,6.745725528969348,0,,47.10689193391023,1,51.0,41.000000000000014,20,41.0,0,2.612000000000001,7153,622,0,0.0,6220.0,False,-0.49774884995595575,0,2.6390000000000007,8990,718,0,0.0,7180.0,False,-0.3843594009983361,0,0.2,33561,0,0,0.0,0.0,False,0.021457268078889702,0,0.2,41747,0,232,0.0,10928.798928667173,False,0.4369186591287311,7,2.709000000000001,33210,0,0,0.0,0.0,False,-0.13499856744719088,13,6.756000000000002,20032,165,0,0.0,7772.637169095187,False,-0.3770135549566954,0.0,144693,0.0,0.0,1,0,0,0,10,10.0,0,0,0,0.0,3.0,0,1,0,51,0.09181627351790667,48.82275112345815
